"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage";518;"'s-Gravenhage";548320;"02-02-2022";"15-02-2022";26162;4771.3;103;18.8;1;0.2
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155490;"02-02-2022";"15-02-2022";8934;5745.7;17;10.9;2;1.3
"Aa en Hunze";1680;"Aa en Hunze";25399;"02-02-2022";"15-02-2022";1348;5307.3;1;3.9;0;0
"Aalsmeer";358;"Aalsmeer";31991;"02-02-2022";"15-02-2022";1840;5751.6;0;0;0;0
"Aalten";197;"Aalten";27120;"02-02-2022";"15-02-2022";1538;5671.1;2;7.4;0;0
"Achtkarspelen";59;"Achtkarspelen";27900;"02-02-2022";"15-02-2022";2689;9638;8;28.7;0;0
"Alblasserdam";482;"Alblasserdam";20136;"02-02-2022";"15-02-2022";1347;6689.5;3;14.9;0;0
"Albrandswaard";613;"Albrandswaard";25814;"02-02-2022";"15-02-2022";1307;5063.1;3;11.6;0;0
"Alkmaar";361;"Alkmaar";109896;"02-02-2022";"15-02-2022";6034;5490.6;16;14.6;2;1.8
"Almelo";141;"Almelo";73132;"02-02-2022";"15-02-2022";4447;6080.8;4;5.5;0;0
"Almere";34;"Almere";214715;"02-02-2022";"15-02-2022";8922;4155.3;25;11.6;1;0.5
"Alphen aan den Rijn";484;"Alphen aan den Rijn";112587;"02-02-2022";"15-02-2022";5894;5235.1;9;8;1;0.9
"Alphen-Chaam";1723;"Alphen-Chaam";10373;"02-02-2022";"15-02-2022";597;5755.3;0;0;0;0
"Altena";1959;"Altena";56352;"02-02-2022";"15-02-2022";3809;6759.3;8;14.2;0;0
"Ameland";60;"Ameland";3746;"02-02-2022";"15-02-2022";135;3603.8;0;0;0;0
"Amersfoort";307;"Amersfoort";157462;"02-02-2022";"15-02-2022";10527;6685.4;13;8.3;1;0.6
"Amstelveen";362;"Amstelveen";90829;"02-02-2022";"15-02-2022";4309;4744.1;2;2.2;0;0
"Amsterdam";363;"Amsterdam";873338;"02-02-2022";"15-02-2022";38976;4462.9;113;12.9;12;1.4
"Apeldoorn";200;"Apeldoorn";164781;"02-02-2022";"15-02-2022";10631;6451.6;19;11.5;0;0
"Arnhem";202;"Arnhem";162424;"02-02-2022";"15-02-2022";10236;6302;21;12.9;1;0.6
"Assen";106;"Assen";68836;"02-02-2022";"15-02-2022";3988;5793.5;6;8.7;0;0
"Asten";743;"Asten";16817;"02-02-2022";"15-02-2022";991;5892.8;1;5.9;0;0
