"Gemeente";"Inwoners";"Van";"Tot";"Zkh opname";"Zkh opname per 100.000";"Aantal x100 miljard"
"Geertruidenberg";21944;"2023-06-19";"2023-06-25";0;0;15,87
"Geldrop-Mierlo";40131;"2023-06-19";"2023-06-25";0;0;44,65
"Gemert-Bakel";31040;"2023-06-19";"2023-06-25";0;0;8,12
"Gennep";17237;"2023-06-19";"2023-06-25";0;0;29,02
"Gilze en Rijen";26557;"2023-06-19";"2023-06-25";0;0;13,01
"Goeree-Overflakkee";51051;"2023-06-19";"2023-06-25";0;0;35,75
"Goes";38950;"2023-06-19";"2023-06-25";0;0;20,18
"Goirle";23979;"2023-06-19";"2023-06-25";0;0;2,56
"Gooise Meren";58846;"2023-06-19";"2023-06-25";0;0;4,73
"Gorinchem";37632;"2023-06-19";"2023-06-25";0;0;22,46
"Gouda";74095;"2023-06-19";"2023-06-25";1;1,3;56,51
"Groningen";234950;"2023-06-19";"2023-06-25";1;0,4;72,7
"Gulpen-Wittem";14178;"2023-06-19";"2023-06-25";0;0;27,86
"Haaksbergen";24268;"2023-06-19";"2023-06-25";0;0;2,5
"Haarlem";162898;"2023-06-19";"2023-06-25";0;0;40,38
"Haarlemmermeer";159336;"2023-06-19";"2023-06-25";1;0,6;121,51
"Halderberge";30770;"2023-06-19";"2023-06-25";0;0;30,88
"Hardenberg";61798;"2023-06-19";"2023-06-25";0;0;57,72
"Harderwijk";48857;"2023-06-19";"2023-06-25";0;0;36,04
"Hardinxveld-Giessendam";18511;"2023-06-19";"2023-06-25";0;0;52,26
"Harlingen";15904;"2023-06-19";"2023-06-25";0;0;0
"Hattem";12307;"2023-06-19";"2023-06-25";0;0;108,73
"Heemskerk";39189;"2023-06-19";"2023-06-25";0;0;63,87
"Heemstede";27557;"2023-06-19";"2023-06-25";0;0;44,72
"Heerde";18976;"2023-06-19";"2023-06-25";0;0;0,82
"Heerenveen";51119;"2023-06-19";"2023-06-25";0;0;1,82
"Heerlen";86845;"2023-06-19";"2023-06-25";0;0;4,49
"Heeze-Leende";16470;"2023-06-19";"2023-06-25";1;6,1;44,58
"Heiloo";24417;"2023-06-19";"2023-06-25";1;4,1;207,83
"Hellendoorn";35940;"2023-06-19";"2023-06-25";0;0;2,53
"Helmond";93476;"2023-06-19";"2023-06-25";2;2,1;8,08
"Hendrik-Ido-Ambacht";31663;"2023-06-19";"2023-06-25";0;0;116,49
"Hengelo";81476;"2023-06-19";"2023-06-25";0;0;74,96
"Het Hogeland";48022;"2023-06-19";"2023-06-25";1;2,1;32,53
"Heumen";17175;"2023-06-19";"2023-06-25";0;0;51,75
"Heusden";45557;"2023-06-19";"2023-06-25";0;0;14,25
"Hillegom";22312;"2023-06-19";"2023-06-25";0;0;116,33
"Hilvarenbeek";15810;"2023-06-19";"2023-06-25";0;0;0,09
"Hilversum";91733;"2023-06-19";"2023-06-25";0;0;50,75
"Hoeksche Waard";88715;"2023-06-19";"2023-06-25";0;0;43,47
"Hof van Twente";35056;"2023-06-19";"2023-06-25";0;0;40,08
"Hollands Kroon";48778;"2023-06-19";"2023-06-25";0;0;92,19
"Hoogeveen";55857;"2023-06-19";"2023-06-25";0;0;89,16
"Hoorn";74298;"2023-06-19";"2023-06-25";0;0;104,41
"Horst aan de Maas";43039;"2023-06-19";"2023-06-25";0;0;31,9
"Houten";50323;"2023-06-19";"2023-06-25";0;0;15,5
"Huizen";40938;"2023-06-19";"2023-06-25";0;0;36,4
"Hulst";27533;"2023-06-19";"2023-06-25";0;0;2,42
"IJsselstein";33429;"2023-06-19";"2023-06-25";0;0;134,89
"Kaag en Braassem";27895;"2023-06-19";"2023-06-25";0;0;10,99
"Kampen";54791;"2023-06-19";"2023-06-25";0;0;3,53
"Kapelle";13020;"2023-06-19";"2023-06-25";0;0;20,18
"Katwijk";66032;"2023-06-19";"2023-06-25";0;0;29,14
"Kerkrade";45324;"2023-06-19";"2023-06-25";1;2,2;11,34
"Koggenland";23048;"2023-06-19";"2023-06-25";0;0;20,32
"Krimpen aan den IJssel";29415;"2023-06-19";"2023-06-25";0;0;36,88
"Krimpenerwaard";57062;"2023-06-19";"2023-06-25";0;0;44,08
"Laarbeek";22943;"2023-06-19";"2023-06-25";0;0;8,08
"Land van Cuijk";90707;"2023-06-19";"2023-06-25";0;0;70,9
"Landgraaf";37023;"2023-06-19";"2023-06-25";0;0;11,15
"Landsmeer";11560;"2023-06-19";"2023-06-25";0;0;23,97
"Lansingerland";64110;"2023-06-19";"2023-06-25";0;0;102,23
"Laren";11528;"2023-06-19";"2023-06-25";0;0;
"Leeuwarden";125504;"2023-06-19";"2023-06-25";0;0;74,55
"Leiden";125074;"2023-06-19";"2023-06-25";0;0;17,7
"Leiderdorp";27464;"2023-06-19";"2023-06-25";0;0;6,19
"Leidschendam-Voorburg";76659;"2023-06-19";"2023-06-25";0;0;154,25
"Lelystad";81214;"2023-06-19";"2023-06-25";0;0;80,34
"Leudal";35928;"2023-06-19";"2023-06-25";0;0;4,07
"Leusden";30713;"2023-06-19";"2023-06-25";0;0;62,48
"Lingewaard";46963;"2023-06-19";"2023-06-25";0;0;19,47
"Lisse";23015;"2023-06-19";"2023-06-25";0;0;24,34
"Lochem";34069;"2023-06-19";"2023-06-25";0;0;23,14
"Loon op Zand";23768;"2023-06-19";"2023-06-25";0;0;69,72
"Lopik";14512;"2023-06-19";"2023-06-25";0;0;12,06
"Losser";23084;"2023-06-19";"2023-06-25";0;0;2,17
"Maasdriel";25504;"2023-06-19";"2023-06-25";0;0;0,26
"Maasgouw";24028;"2023-06-19";"2023-06-25";0;0;9,7
"Maashorst";58362;"2023-06-19";"2023-06-25";0;0;24,14
"Maassluis";34148;"2023-06-19";"2023-06-25";0;0;
"Maastricht";121151;"2023-06-19";"2023-06-25";0;0;86,74
"Medemblik";45464;"2023-06-19";"2023-06-25";0;0;104,41
"Meerssen";18581;"2023-06-19";"2023-06-25";0;0;6,8
"Meierijstad";82613;"2023-06-19";"2023-06-25";0;0;17,01
"Meppel";34761;"2023-06-19";"2023-06-25";0;0;0,28
"Middelburg";49199;"2023-06-19";"2023-06-25";0;0;0
"Midden-Delfland";19484;"2023-06-19";"2023-06-25";0;0;158,4
"Midden-Drenthe";33689;"2023-06-19";"2023-06-25";0;0;76,74
"Midden-Groningen";60898;"2023-06-19";"2023-06-25";0;0;4,36
"Moerdijk";37313;"2023-06-19";"2023-06-25";0;0;26,69
"Molenlanden";44644;"2023-06-19";"2023-06-25";0;0;48,1
"Montferland";36359;"2023-06-19";"2023-06-25";0;0;46,03
"Montfoort";13818;"2023-06-19";"2023-06-25";0;0;126,75
"Mook en Middelaar";7989;"2023-06-19";"2023-06-25";0;0;29,02
"Neder-Betuwe";25032;"2023-06-19";"2023-06-25";1;4;20,45
"Nederweert";17323;"2023-06-19";"2023-06-25";0;0;0,02
"Nieuwegein";64554;"2023-06-19";"2023-06-25";0;0;134,83
"Nieuwkoop";29304;"2023-06-19";"2023-06-25";0;0;124,64
"Nijkerk";44311;"2023-06-19";"2023-06-25";0;0;1,29
"Nijmegen";179100;"2023-06-19";"2023-06-25";0;0;54,79
"Nissewaard";86332;"2023-06-19";"2023-06-25";0;0;157,67
"Noardeast-Fryslân";45593;"2023-06-19";"2023-06-25";0;0;106,19
"Noord-Beveland";7668;"2023-06-19";"2023-06-25";0;0;84,9
"Noordenveld";31238;"2023-06-19";"2023-06-25";0;0;24,34
"Noordoostpolder";48048;"2023-06-19";"2023-06-25";0;0;32,71
"Noordwijk";44365;"2023-06-19";"2023-06-25";0;0;13,29
"Nuenen, Gerwen en Nederwetten";23826;"2023-06-19";"2023-06-25";0;0;44,7
"Nunspeet";28223;"2023-06-19";"2023-06-25";0;0;0
"Oegstgeest";25499;"2023-06-19";"2023-06-25";0;0;6,19
"Oirschot";19061;"2023-06-19";"2023-06-25";0;0;12,97
"Oisterwijk";32503;"2023-06-19";"2023-06-25";0;0;0,02
"Oldambt";38521;"2023-06-19";"2023-06-25";0;0;97,95
"Oldebroek";23930;"2023-06-19";"2023-06-25";0;0;108,58
"Oldenzaal";31741;"2023-06-19";"2023-06-25";0;0;0
"Olst-Wijhe";18496;"2023-06-19";"2023-06-25";1;5,4;12,72
"Ommen";18457;"2023-06-19";"2023-06-25";0;0;74,21
"Oost Gelre";29603;"2023-06-19";"2023-06-25";0;0;39,67
"Oosterhout";56535;"2023-06-19";"2023-06-25";0;0;14,89
"Ooststellingwerf";25680;"2023-06-19";"2023-06-25";0;0;64,25
"Oostzaan";9639;"2023-06-19";"2023-06-25";0;0;20,9
"Opmeer";12074;"2023-06-19";"2023-06-25";0;0;46,58
"Opsterland";29791;"2023-06-19";"2023-06-25";0;0;56,27
"Oss";93307;"2023-06-19";"2023-06-25";0;0;3,25
"Oude IJsselstreek";39387;"2023-06-19";"2023-06-25";0;0;38,57
"Ouder-Amstel";14212;"2023-06-19";"2023-06-25";0;0;315,41
"Oudewater";10159;"2023-06-19";"2023-06-25";0;0;10,74
"Overbetuwe";48266;"2023-06-19";"2023-06-25";0;0;35,15
"Papendrecht";32208;"2023-06-19";"2023-06-25";0;0;23,37
"Peel en Maas";44278;"2023-06-19";"2023-06-25";0;0;33,54
"Pekela";12196;"2023-06-19";"2023-06-25";0;0;31,82
"Pijnacker-Nootdorp";56572;"2023-06-19";"2023-06-25";0;0;158,4
"Purmerend";92240;"2023-06-19";"2023-06-25";0;0;49,21
"Putten";24598;"2023-06-19";"2023-06-25";0;0;35,72
"Raalte";38140;"2023-06-19";"2023-06-25";0;0;22,94
"Reimerswaal";22920;"2023-06-19";"2023-06-25";0;0;19,92
"Renkum";31358;"2023-06-19";"2023-06-25";0;0;68,97
"Renswoude";5651;"2023-06-19";"2023-06-25";0;0;142,97
"Reusel-De Mierden";13271;"2023-06-19";"2023-06-25";0;0;6,47
"Rheden";43435;"2023-06-19";"2023-06-25";0;0;40,97
"Rhenen";20265;"2023-06-19";"2023-06-25";0;0;116,57
"Ridderkerk";47099;"2023-06-19";"2023-06-25";0;0;199,24
"Rijssen-Holten";38231;"2023-06-19";"2023-06-25";0;0;50,79
"Rijswijk";56941;"2023-06-19";"2023-06-25";2;3,5;158,4
"Roerdalen";20558;"2023-06-19";"2023-06-25";0;0;0
"Roermond";59184;"2023-06-19";"2023-06-25";1;1,7;0
"Roosendaal";77244;"2023-06-19";"2023-06-25";0;0;30,88
"Rotterdam";655468;"2023-06-19";"2023-06-25";0;0;67,56
"Rozendaal";1756;"2023-06-19";"2023-06-25";0;0;45,1
"Rucphen";23326;"2023-06-19";"2023-06-25";0;0;30,77
"Schagen";46833;"2023-06-19";"2023-06-25";0;0;494,42
"Scherpenzeel";10317;"2023-06-19";"2023-06-25";0;0;41,89
"Schiedam";79644;"2023-06-19";"2023-06-25";0;0;83,71
"Schiermonnikoog";944;"2023-06-19";"2023-06-25";0;0;
"Schouwen-Duiveland";34152;"2023-06-19";"2023-06-25";0;0;27,28
"Simpelveld";10425;"2023-06-19";"2023-06-25";0;0;3,19
"Sint-Michielsgestel";29731;"2023-06-19";"2023-06-25";0;0;43,46
"Sittard-Geleen";91719;"2023-06-19";"2023-06-25";1;1,1;5,48
"Sliedrecht";25897;"2023-06-19";"2023-06-25";0;0;44,41
"Sluis";23141;"2023-06-19";"2023-06-25";0;0;128,63
"Smallingerland";55895;"2023-06-19";"2023-06-25";0;0;119,1
"Soest";47113;"2023-06-19";"2023-06-25";0;0;166,93
"Someren";19701;"2023-06-19";"2023-06-25";0;0;16,13
"Son en Breugel";17775;"2023-06-19";"2023-06-25";0;0;43,5
"Stadskanaal";31851;"2023-06-19";"2023-06-25";0;0;50,71
"Staphorst";17282;"2023-06-19";"2023-06-25";0;0;0
"Stede Broec";21947;"2023-06-19";"2023-06-25";0;0;104,41
"Steenbergen";24333;"2023-06-19";"2023-06-25";0;0;20,98
"Steenwijkerland";44741;"2023-06-19";"2023-06-25";0;0;66,91
"Stein";24803;"2023-06-19";"2023-06-25";0;0;52,11
"Stichtse Vecht";65240;"2023-06-19";"2023-06-25";0;0;42,66
"Súdwest-Fryslân";90300;"2023-06-19";"2023-06-25";0;0;39,88
"Terneuzen";54501;"2023-06-19";"2023-06-25";0;0;63,87
"Terschelling";4960;"2023-06-19";"2023-06-25";0;0;62,41
"Texel";13687;"2023-06-19";"2023-06-25";0;0;79,67
"Teylingen";37942;"2023-06-19";"2023-06-25";0;0;6,97
"Tholen";26401;"2023-06-19";"2023-06-25";0;0;13,22
"Tiel";42277;"2023-06-19";"2023-06-25";0;0;37,45
"Tilburg";224459;"2023-06-19";"2023-06-25";0;0;13,09
"Tubbergen";21364;"2023-06-19";"2023-06-25";0;0;3,29
"Twenterand";33718;"2023-06-19";"2023-06-25";0;0;17,12
"Tynaarlo";34221;"2023-06-19";"2023-06-25";0;0;23,51
"Tytsjerksteradiel";32282;"2023-06-19";"2023-06-25";0;0;49,3
"Uitgeest";13563;"2023-06-19";"2023-06-25";0;0;63,87
"Uithoorn";31018;"2023-06-19";"2023-06-25";0;0;101,82
"Urk";21468;"2023-06-19";"2023-06-25";0;0;32,71
"Utrecht";361699;"2023-06-19";"2023-06-25";1;0,3;105,65
"Utrechtse Heuvelrug";49981;"2023-06-19";"2023-06-25";0;0;49,37
"Vaals";10135;"2023-06-19";"2023-06-25";0;0;28,27
"Valkenburg aan de Geul";16167;"2023-06-19";"2023-06-25";0;0;8,84
"Valkenswaard";31236;"2023-06-19";"2023-06-25";0;0;44,7
"Veendam";27466;"2023-06-19";"2023-06-25";0;0;4,71
"Veenendaal";67671;"2023-06-19";"2023-06-25";0;0;142,97
"Veere";21850;"2023-06-19";"2023-06-25";0;0;0
"Veldhoven";45822;"2023-06-19";"2023-06-25";0;0;44,7
"Velsen";68482;"2023-06-19";"2023-06-25";0;0;23,52
"Venlo";102136;"2023-06-19";"2023-06-25";0;0;34,42
"Venray";43964;"2023-06-19";"2023-06-25";0;0;17,28
"Vijfheerenlanden";58788;"2023-06-19";"2023-06-25";0;0;12,15
"Vlaardingen";74143;"2023-06-19";"2023-06-25";0;0;
"Vlieland";1195;"2023-06-19";"2023-06-25";0;0;
"Vlissingen";44585;"2023-06-19";"2023-06-25";0;0;0
"Voerendaal";12426;"2023-06-19";"2023-06-25";0;0;4,68
"Voorne aan Zee";73238;"2023-06-19";"2023-06-25";0;0;157,67
"Voorschoten";25627;"2023-06-19";"2023-06-25";0;0;29,14
"Voorst";24994;"2023-06-19";"2023-06-25";0;0;10,72
"Vught";31783;"2023-06-19";"2023-06-25";0;0;12,11
"Waadhoeke";46309;"2023-06-19";"2023-06-25";0;0;107,22
"Waalre";17626;"2023-06-19";"2023-06-25";0;0;44,7
"Waalwijk";49342;"2023-06-19";"2023-06-25";0;0;50,81
"Waddinxveen";31342;"2023-06-19";"2023-06-25";0;0;19,74
"Wageningen";39939;"2023-06-19";"2023-06-25";0;0;69,51
"Wassenaar";27115;"2023-06-19";"2023-06-25";0;0;158,4
"Waterland";17343;"2023-06-19";"2023-06-25";0;0;43,13
"Weert";50346;"2023-06-19";"2023-06-25";0;0;0
"West Betuwe";51971;"2023-06-19";"2023-06-25";0;0;19,18
"West Maas en Waal";19675;"2023-06-19";"2023-06-25";0;0;36,91
"Westerkwartier";64306;"2023-06-19";"2023-06-25";0;0;64,16
"Westerveld";19854;"2023-06-19";"2023-06-25";0;0;178,86
"Westervoort";14944;"2023-06-19";"2023-06-25";0;0;45,1
"Westerwolde";26571;"2023-06-19";"2023-06-25";1;3,8;49,26
"Westland";112448;"2023-06-19";"2023-06-25";0;0;64,02
"Weststellingwerf";26278;"2023-06-19";"2023-06-25";0;0;0
"Wierden";24643;"2023-06-19";"2023-06-25";0;0;80,15
"Wijchen";41344;"2023-06-19";"2023-06-25";0;0;52,6
"Wijdemeren";24494;"2023-06-19";"2023-06-25";0;0;0
"Wijk bij Duurstede";23921;"2023-06-19";"2023-06-25";1;4,2;23,91
"Winterswijk";29185;"2023-06-19";"2023-06-25";0;0;61,13
"Woensdrecht";22112;"2023-06-19";"2023-06-25";0;0;25,95
"Woerden";52882;"2023-06-19";"2023-06-25";0;0;217,01
"Wormerland";16381;"2023-06-19";"2023-06-25";0;0;61,98
"Woudenberg";13873;"2023-06-19";"2023-06-25";0;0;42,06
"Zaanstad";157166;"2023-06-19";"2023-06-25";0;0;38,49
"Zaltbommel";29957;"2023-06-19";"2023-06-25";0;0;0
"Zandvoort";17107;"2023-06-19";"2023-06-25";0;0;0
"Zeewolde";23348;"2023-06-19";"2023-06-25";0;0;126,22
"Zeist";65987;"2023-06-19";"2023-06-25";0;0;23,02
"Zevenaar";44645;"2023-06-19";"2023-06-25";0;0;44,88
"Zoetermeer";125767;"2023-06-19";"2023-06-25";0;0;158,4
"Zoeterwoude";9302;"2023-06-19";"2023-06-25";0;0;30,31
"Zuidplas";45794;"2023-06-19";"2023-06-25";0;0;65,19
"Zundert";22260;"2023-06-19";"2023-06-25";0;0;0,1
"Zutphen";48330;"2023-06-19";"2023-06-25";0;0;23,78
"Zwartewaterland";23012;"2023-06-19";"2023-06-25";0;0;120,13
"Zwijndrecht";44789;"2023-06-19";"2023-06-25";0;0;116,55
"Zwolle";130668;"2023-06-19";"2023-06-25";1;0,8;53,18
