"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Dronten";42865;"26-10-2022";"08-11-2022";27;63;5;11,7;0;0
"Druten";19178;"26-10-2022";"08-11-2022";27;140,8;1;5,2;0;0
"Duiven";24946;"26-10-2022";"08-11-2022";22;88,2;0;0;0;0
"Echt-Susteren";31731;"26-10-2022";"08-11-2022";98;308,8;2;6,3;1;3,2
"Edam-Volendam";36471;"26-10-2022";"08-11-2022";21;57,6;0;0;0;0
"Ede";119986;"26-10-2022";"08-11-2022";142;118,3;2;1,7;1;0,8
"Eemnes";9450;"26-10-2022";"08-11-2022";8;84,7;0;0;0;0
"Eemsdelta";45389;"26-10-2022";"08-11-2022";32;70,5;0;0;0;0
"Eersel";19823;"26-10-2022";"08-11-2022";16;80,7;0;0;0;0
"Eijsden-Margraten";25857;"26-10-2022";"08-11-2022";34;131,5;0;0;0;0
"Eindhoven";238326;"26-10-2022";"08-11-2022";244;102,4;14;5,9;0;0
"Elburg";23740;"26-10-2022";"08-11-2022";13;54,8;1;4,2;0;0
"Emmen";107856;"26-10-2022";"08-11-2022";102;94,6;0;0;1;0,9
"Enkhuizen";18620;"26-10-2022";"08-11-2022";16;85,9;2;10,7;0;0
"Enschede";160640;"26-10-2022";"08-11-2022";187;116,4;13;8,1;0;0
"Epe";33257;"26-10-2022";"08-11-2022";35;105,2;1;3;0;0
"Ermelo";27258;"26-10-2022";"08-11-2022";30;110,1;0;0;0;0
"Etten-Leur";44152;"26-10-2022";"08-11-2022";34;77;4;9,1;0;0
"Geertruidenberg";21944;"26-10-2022";"08-11-2022";20;91,1;3;13,7;0;0
"Geldrop-Mierlo";40131;"26-10-2022";"08-11-2022";49;122,1;8;19,9;0;0
"Gemert-Bakel";31040;"26-10-2022";"08-11-2022";19;61,2;2;6,4;0;0
"Gennep";17237;"26-10-2022";"08-11-2022";14;81,2;1;5,8;0;0
"Gilze en Rijen";26557;"26-10-2022";"08-11-2022";19;71,5;1;3,8;0;0
"Goeree-Overflakkee";51051;"26-10-2022";"08-11-2022";56;109,7;7;13,7;0;0
"Goes";38950;"26-10-2022";"08-11-2022";58;148,9;2;5,1;0;0
"Goirle";23979;"26-10-2022";"08-11-2022";24;100,1;1;4,2;0;0
"Gooise Meren";58846;"26-10-2022";"08-11-2022";66;112,2;0;0;0;0
"Gorinchem";37632;"26-10-2022";"08-11-2022";19;50,5;3;8;0;0
"Gouda";74095;"26-10-2022";"08-11-2022";81;109,3;4;5,4;0;0
"Groningen";234950;"26-10-2022";"08-11-2022";207;88,1;9;3,8;1;0,4
"Gulpen-Wittem";14178;"26-10-2022";"08-11-2022";30;211,6;0;0;0;0
"Haaksbergen";24268;"26-10-2022";"08-11-2022";17;70,1;0;0;0;0
"Haarlem";162898;"26-10-2022";"08-11-2022";144;88,4;3;1,8;0;0
"Haarlemmermeer";159336;"26-10-2022";"08-11-2022";109;68,4;7;4,4;0;0
"Halderberge";30770;"26-10-2022";"08-11-2022";25;81,2;1;3,2;0;0
"Hardenberg";61798;"26-10-2022";"08-11-2022";56;90,6;2;3,2;0;0
"Harderwijk";48857;"26-10-2022";"08-11-2022";64;131;6;12,3;0;0
"Hardinxveld-Giessendam";18511;"26-10-2022";"08-11-2022";20;108;1;5,4;0;0
"Harlingen";15904;"26-10-2022";"08-11-2022";7;44;0;0;0;0
"Hattem";12307;"26-10-2022";"08-11-2022";19;154,4;1;8,1;0;0
"Heemskerk";39189;"26-10-2022";"08-11-2022";36;91,9;0;0;0;0
"Heemstede";27557;"26-10-2022";"08-11-2022";29;105,2;6;21,8;0;0
"Heerde";18976;"26-10-2022";"08-11-2022";12;63,2;0;0;0;0
"Heerenveen";51119;"26-10-2022";"08-11-2022";46;90;1;2;0;0
"Heerlen";86845;"26-10-2022";"08-11-2022";144;165,8;5;5,8;0;0
"Heeze-Leende";16470;"26-10-2022";"08-11-2022";20;121,4;1;6,1;0;0
"Heiloo";24417;"26-10-2022";"08-11-2022";22;90,1;0;0;0;0
"Hellendoorn";35940;"26-10-2022";"08-11-2022";18;50,1;2;5,6;0;0
"Hellevoetsluis";40574;"26-10-2022";"08-11-2022";29;71,5;2;4,9;0;0
"Helmond";93476;"26-10-2022";"08-11-2022";64;68,5;4;4,3;0;0
"Hendrik-Ido-Ambacht";31663;"26-10-2022";"08-11-2022";33;104,2;1;3,2;0;0
"Hengelo";81476;"26-10-2022";"08-11-2022";65;79,8;4;4,9;0;0
"Het Hogeland";48022;"26-10-2022";"08-11-2022";62;129,1;4;8,3;0;0
"Heumen";17175;"26-10-2022";"08-11-2022";15;87,3;2;11,6;0;0
"Heusden";45557;"26-10-2022";"08-11-2022";41;90;2;4,4;0;0
"Hillegom";22312;"26-10-2022";"08-11-2022";16;71,7;2;9;0;0
"Hilvarenbeek";15810;"26-10-2022";"08-11-2022";7;44,3;1;6,3;0;0
"Hilversum";91733;"26-10-2022";"08-11-2022";80;87,2;1;1,1;0;0
"Hoeksche Waard";88715;"26-10-2022";"08-11-2022";61;68,8;5;5,6;0;0
"Hof van Twente";35056;"26-10-2022";"08-11-2022";18;51,3;2;5,7;0;0
"Hollands Kroon";48778;"26-10-2022";"08-11-2022";37;75,9;3;6,2;0;0
"Hoogeveen";55857;"26-10-2022";"08-11-2022";46;82,4;3;5,4;0;0
"Hoorn";74298;"26-10-2022";"08-11-2022";69;92,9;5;6,7;0;0
"Horst aan de Maas";43039;"26-10-2022";"08-11-2022";50;116,2;0;0;0;0
"Houten";50323;"26-10-2022";"08-11-2022";39;77,5;4;7,9;0;0
"Huizen";40938;"26-10-2022";"08-11-2022";22;53,7;0;0;0;0
"Hulst";27533;"26-10-2022";"08-11-2022";25;90,8;0;0;0;0
"IJsselstein";33429;"26-10-2022";"08-11-2022";25;74,8;4;12;1;3
"Kaag en Braassem";27895;"26-10-2022";"08-11-2022";17;60,9;2;7,2;0;0
"Kampen";54791;"26-10-2022";"08-11-2022";39;71,2;6;11;0;0
"Kapelle";13020;"26-10-2022";"08-11-2022";22;169;2;15,4;0;0
"Katwijk";66032;"26-10-2022";"08-11-2022";41;62,1;2;3;0;0
"Kerkrade";45324;"26-10-2022";"08-11-2022";43;94,9;1;2,2;0;0
"Koggenland";23048;"26-10-2022";"08-11-2022";16;69,4;1;4,3;0;0
"Krimpen aan den IJssel";29415;"26-10-2022";"08-11-2022";25;85;4;13,6;0;0
"Krimpenerwaard";57062;"26-10-2022";"08-11-2022";40;70,1;7;12,3;0;0
"Laarbeek";22943;"26-10-2022";"08-11-2022";13;56,7;1;4,4;0;0
"Land van Cuijk";90707;"26-10-2022";"08-11-2022";83;91,5;5;5,5;0;0
"Landgraaf";37023;"26-10-2022";"08-11-2022";61;164,8;4;10,8;0;0
"Landsmeer";11560;"26-10-2022";"08-11-2022";13;112,5;0;0;0;0
"Lansingerland";64110;"26-10-2022";"08-11-2022";61;95,1;2;3,1;0;0
"Laren";11528;"26-10-2022";"08-11-2022";14;121,4;0;0;0;0
"Leeuwarden";125504;"26-10-2022";"08-11-2022";148;117,9;4;3,2;0;0
"Leiden";125074;"26-10-2022";"08-11-2022";120;95,9;6;4,8;0;0
"Leiderdorp";27464;"26-10-2022";"08-11-2022";34;123,8;2;7,3;0;0
"Leidschendam-Voorburg";76659;"26-10-2022";"08-11-2022";53;69,1;0;0;1;1,3
"Lelystad";81214;"26-10-2022";"08-11-2022";84;103,4;6;7,4;0;0
"Leudal";35928;"26-10-2022";"08-11-2022";39;108,6;0;0;0;0
"Leusden";30713;"26-10-2022";"08-11-2022";33;107,4;3;9,8;0;0
"Lingewaard";46963;"26-10-2022";"08-11-2022";46;97,9;3;6,4;0;0
"Lisse";23015;"26-10-2022";"08-11-2022";15;65,2;2;8,7;1;4,3
"Lochem";34069;"26-10-2022";"08-11-2022";30;88,1;3;8,8;1;2,9
"Loon op Zand";23768;"26-10-2022";"08-11-2022";13;54,7;1;4,2;0;0
"Lopik";14512;"26-10-2022";"08-11-2022";20;137,8;3;20,7;0;0
"Losser";23084;"26-10-2022";"08-11-2022";34;147,3;0;0;0;0
"Maasdriel";25504;"26-10-2022";"08-11-2022";29;113,7;2;7,8;0;0
"Maasgouw";24028;"26-10-2022";"08-11-2022";36;149,8;1;4,2;0;0
"Maashorst";58362;"26-10-2022";"08-11-2022";33;56,5;0;0;1;1,7
"Maassluis";34148;"26-10-2022";"08-11-2022";28;82;3;8,8;0;0
"Maastricht";121151;"26-10-2022";"08-11-2022";179;147,7;0;0;1;0,8
"Medemblik";45464;"26-10-2022";"08-11-2022";18;39,6;0;0;0;0
"Meerssen";18581;"26-10-2022";"08-11-2022";37;199,1;0;0;0;0
"Meierijstad";82613;"26-10-2022";"08-11-2022";61;73,8;2;2,4;1;1,2
"Meppel";34761;"26-10-2022";"08-11-2022";49;141;1;2,9;0;0
"Middelburg";49199;"26-10-2022";"08-11-2022";40;81,3;1;2;0;0
"Midden-Delfland";19484;"26-10-2022";"08-11-2022";12;61,6;0;0;0;0
"Midden-Drenthe";33689;"26-10-2022";"08-11-2022";25;74,2;0;0;0;0
"Midden-Groningen";60898;"26-10-2022";"08-11-2022";72;118,2;6;9,9;0;0
"Moerdijk";37313;"26-10-2022";"08-11-2022";31;83,1;2;5,4;0;0
"Molenlanden";44644;"26-10-2022";"08-11-2022";25;56;1;2,2;0;0
"Montferland";36359;"26-10-2022";"08-11-2022";29;79,8;0;0;0;0
"Montfoort";13818;"26-10-2022";"08-11-2022";13;94,1;0;0;0;0
"Mook en Middelaar";7989;"26-10-2022";"08-11-2022";8;100,1;1;12,5;0;0
"Neder-Betuwe";25032;"26-10-2022";"08-11-2022";16;63,9;1;4;0;0
"Nederweert";17323;"26-10-2022";"08-11-2022";17;98,1;0;0;0;0
"Nieuwegein";64554;"26-10-2022";"08-11-2022";52;80,6;2;3,1;1;1,5
"Nieuwkoop";29304;"26-10-2022";"08-11-2022";26;88,7;1;3,4;0;0
"Nijkerk";44311;"26-10-2022";"08-11-2022";49;110,6;3;6,8;0;0
"Nijmegen";179100;"26-10-2022";"08-11-2022";170;94,9;6;3,4;3;1,7
"Nissewaard";86332;"26-10-2022";"08-11-2022";118;136,7;6;6,9;0;0
"Noardeast-Fryslân";45593;"26-10-2022";"08-11-2022";44;96,5;2;4,4;0;0
"Noord-Beveland";7668;"26-10-2022";"08-11-2022";2;26,1;0;0;0;0
"Noordenveld";31238;"26-10-2022";"08-11-2022";18;57,6;1;3,2;1;3,2
"Noordoostpolder";48048;"26-10-2022";"08-11-2022";39;81,2;2;4,2;0;0
"Noordwijk";44365;"26-10-2022";"08-11-2022";28;63,1;2;4,5;0;0
"Nuenen, Gerwen en Nederwetten";23826;"26-10-2022";"08-11-2022";16;67,2;1;4,2;0;0
"Nunspeet";28223;"26-10-2022";"08-11-2022";25;88,6;0;0;0;0
"Oegstgeest";25499;"26-10-2022";"08-11-2022";19;74,5;0;0;0;0
"Oirschot";19061;"26-10-2022";"08-11-2022";11;57,7;0;0;0;0
"Oisterwijk";32503;"26-10-2022";"08-11-2022";36;110,8;3;9,2;1;3,1
"Oldambt";38521;"26-10-2022";"08-11-2022";41;106,4;0;0;0;0
"Oldebroek";23930;"26-10-2022";"08-11-2022";16;66,9;1;4,2;0;0
"Oldenzaal";31741;"26-10-2022";"08-11-2022";26;81,9;2;6,3;0;0
"Olst-Wijhe";18496;"26-10-2022";"08-11-2022";12;64,9;0;0;0;0
"Ommen";18457;"26-10-2022";"08-11-2022";14;75,9;0;0;0;0
"Oost Gelre";29603;"26-10-2022";"08-11-2022";24;81,1;0;0;0;0
"Oosterhout";56535;"26-10-2022";"08-11-2022";55;97,3;5;8,8;0;0
"Ooststellingwerf";25680;"26-10-2022";"08-11-2022";8;31,2;0;0;0;0
"Oostzaan";9639;"26-10-2022";"08-11-2022";9;93,4;0;0;0;0
"Opmeer";12074;"26-10-2022";"08-11-2022";8;66,3;0;0;0;0
"Opsterland";29791;"26-10-2022";"08-11-2022";15;50,4;2;6,7;0;0
"Oss";93307;"26-10-2022";"08-11-2022";59;63,2;6;6,4;0;0
"Oude IJsselstreek";39387;"26-10-2022";"08-11-2022";33;83,8;0;0;0;0
"Ouder-Amstel";14212;"26-10-2022";"08-11-2022";12;84,4;0;0;0;0
"Oudewater";10159;"26-10-2022";"08-11-2022";7;68,9;0;0;0;0
"Overbetuwe";48266;"26-10-2022";"08-11-2022";49;101,5;3;6,2;0;0
"Papendrecht";32208;"26-10-2022";"08-11-2022";33;102,5;0;0;0;0
"Peel en Maas";44278;"26-10-2022";"08-11-2022";43;97,1;0;0;0;0
"Pekela";12196;"26-10-2022";"08-11-2022";11;90,2;0;0;0;0
"Pijnacker-Nootdorp";56572;"26-10-2022";"08-11-2022";51;90,2;2;3,5;0;0
"Purmerend";92240;"26-10-2022";"08-11-2022";65;70,5;2;2,2;0;0
"Putten";24598;"26-10-2022";"08-11-2022";23;93,5;3;12,2;0;0
"Raalte";38140;"26-10-2022";"08-11-2022";21;55,1;2;5,2;0;0
"Reimerswaal";22920;"26-10-2022";"08-11-2022";16;69,8;1;4,4;0;0
"Renkum";31358;"26-10-2022";"08-11-2022";31;98,9;0;0;0;0
"Renswoude";5651;"26-10-2022";"08-11-2022";3;53,1;0;0;0;0
"Reusel-De Mierden";13271;"26-10-2022";"08-11-2022";17;128,1;0;0;0;0
"Rheden";43435;"26-10-2022";"08-11-2022";36;82,9;2;4,6;0;0
"Rhenen";20265;"26-10-2022";"08-11-2022";16;79;0;0;0;0
"Ridderkerk";47099;"26-10-2022";"08-11-2022";49;104;5;10,6;0;0
"Rijssen-Holten";38231;"26-10-2022";"08-11-2022";24;62,8;0;0;1;2,6
"Rijswijk";56941;"26-10-2022";"08-11-2022";55;96,6;3;5,3;0;0
"Roerdalen";20558;"26-10-2022";"08-11-2022";26;126,5;0;0;0;0
"Roermond";59184;"26-10-2022";"08-11-2022";80;135,2;1;1,7;0;0
"Roosendaal";77244;"26-10-2022";"08-11-2022";58;75,1;6;7,8;0;0
"Rotterdam";655468;"26-10-2022";"08-11-2022";609;92,9;49;7,5;0;0
"Rozendaal";1756;"26-10-2022";"08-11-2022";4;227,8;0;0;0;0
"Rucphen";23326;"26-10-2022";"08-11-2022";15;64,3;1;4,3;0;0
"Schagen";46833;"26-10-2022";"08-11-2022";29;61,9;5;10,7;0;0
"Scherpenzeel";10317;"26-10-2022";"08-11-2022";13;126;0;0;0;0
"Schiedam";79644;"26-10-2022";"08-11-2022";68;85,4;4;5;0;0
"Schiermonnikoog";944;"26-10-2022";"08-11-2022";0;0;0;0;0;0
"Schouwen-Duiveland";34152;"26-10-2022";"08-11-2022";25;73,2;5;14,6;0;0
"Simpelveld";10425;"26-10-2022";"08-11-2022";10;95,9;0;0;0;0
"Sint-Michielsgestel";29731;"26-10-2022";"08-11-2022";27;90,8;0;0;0;0
"Sittard-Geleen";91719;"26-10-2022";"08-11-2022";312;340,2;2;2,2;0;0
"Sliedrecht";25897;"26-10-2022";"08-11-2022";24;92,7;1;3,9;0;0
"Sluis";23141;"26-10-2022";"08-11-2022";14;60,5;1;4,3;0;0
"Smallingerland";55895;"26-10-2022";"08-11-2022";45;80,5;4;7,2;0;0
"Soest";47113;"26-10-2022";"08-11-2022";61;129,5;5;10,6;0;0
"Someren";19701;"26-10-2022";"08-11-2022";9;45,7;1;5,1;0;0
"Son en Breugel";17775;"26-10-2022";"08-11-2022";9;50,6;0;0;0;0
"Stadskanaal";31851;"26-10-2022";"08-11-2022";29;91;0;0;0;0
"Staphorst";17282;"26-10-2022";"08-11-2022";13;75,2;0;0;0;0
"Stede Broec";21947;"26-10-2022";"08-11-2022";19;86,6;2;9,1;0;0
"Steenbergen";24333;"26-10-2022";"08-11-2022";20;82,2;3;12,3;0;0
"Steenwijkerland";44741;"26-10-2022";"08-11-2022";28;62,6;4;8,9;0;0
"Stein";24803;"26-10-2022";"08-11-2022";54;217,7;0;0;0;0
"Stichtse Vecht";65240;"26-10-2022";"08-11-2022";50;76,6;2;3,1;1;1,5
"Súdwest-Fryslân";90300;"26-10-2022";"08-11-2022";60;66,4;4;4,4;0;0
"Terneuzen";54501;"26-10-2022";"08-11-2022";84;154,1;0;0;0;0
"Terschelling";4960;"26-10-2022";"08-11-2022";5;100,8;0;0;0;0
"Texel";13687;"26-10-2022";"08-11-2022";3;21,9;0;0;0;0
"Teylingen";37942;"26-10-2022";"08-11-2022";42;110,7;1;2,6;0;0
"Tholen";26401;"26-10-2022";"08-11-2022";9;34,1;0;0;0;0
"Tiel";42277;"26-10-2022";"08-11-2022";39;92,2;2;4,7;0;0
"Tilburg";224459;"26-10-2022";"08-11-2022";246;109,6;15;6,7;1;0,4
"Tubbergen";21364;"26-10-2022";"08-11-2022";15;70,2;0;0;0;0
"Twenterand";33718;"26-10-2022";"08-11-2022";22;65,2;5;14,8;0;0
"Tynaarlo";34221;"26-10-2022";"08-11-2022";23;67,2;1;2,9;0;0
"Tytsjerksteradiel";32282;"26-10-2022";"08-11-2022";58;179,7;2;6,2;1;3,1
"Uitgeest";13563;"26-10-2022";"08-11-2022";14;103,2;0;0;0;0
"Uithoorn";31018;"26-10-2022";"08-11-2022";35;112,8;0;0;0;0
"Urk";21468;"26-10-2022";"08-11-2022";3;14;0;0;0;0
"Utrecht";361699;"26-10-2022";"08-11-2022";320;88,5;13;3,6;0;0
"Utrechtse Heuvelrug";49981;"26-10-2022";"08-11-2022";55;110;5;10;0;0
"Vaals";10135;"26-10-2022";"08-11-2022";10;98,7;1;9,9;0;0
"Valkenburg aan de Geul";16167;"26-10-2022";"08-11-2022";15;92,8;0;0;0;0
"Valkenswaard";31236;"26-10-2022";"08-11-2022";28;89,6;6;19,2;0;0
"Veendam";27466;"26-10-2022";"08-11-2022";33;120,1;0;0;0;0
"Veenendaal";67671;"26-10-2022";"08-11-2022";74;109,4;3;4,4;0;0
"Veere";21850;"26-10-2022";"08-11-2022";16;73,2;0;0;0;0
"Veldhoven";45822;"26-10-2022";"08-11-2022";25;54,6;3;6,5;0;0
"Velsen";68482;"26-10-2022";"08-11-2022";48;70,1;2;2,9;0;0
"Venlo";102136;"26-10-2022";"08-11-2022";115;112,6;1;1;1;1
"Venray";43964;"26-10-2022";"08-11-2022";31;70,5;1;2,3;1;2,3
"Vijfheerenlanden";58788;"26-10-2022";"08-11-2022";32;54,4;4;6,8;0;0
"Vlaardingen";74143;"26-10-2022";"08-11-2022";44;59,3;6;8,1;0;0
"Vlieland";1195;"26-10-2022";"08-11-2022";0;0;0;0;0;0
"Vlissingen";44585;"26-10-2022";"08-11-2022";45;100,9;3;6,7;0;0
"Voerendaal";12426;"26-10-2022";"08-11-2022";12;96,6;0;0;0;0
"Voorschoten";25627;"26-10-2022";"08-11-2022";21;81,9;0;0;0;0
"Voorst";24994;"26-10-2022";"08-11-2022";22;88;4;16;0;0
"Vught";31783;"26-10-2022";"08-11-2022";41;129;4;12,6;0;0
"Waadhoeke";46309;"26-10-2022";"08-11-2022";28;60,5;0;0;0;0
"Waalre";17626;"26-10-2022";"08-11-2022";26;147,5;3;17;0;0
"Waalwijk";49342;"26-10-2022";"08-11-2022";43;87,1;6;12,2;0;0
"Waddinxveen";31342;"26-10-2022";"08-11-2022";31;98,9;2;6,4;0;0
"Wageningen";39939;"26-10-2022";"08-11-2022";28;70,1;2;5;0;0
"Wassenaar";27115;"26-10-2022";"08-11-2022";42;154,9;0;0;0;0
"Waterland";17343;"26-10-2022";"08-11-2022";23;132,6;0;0;0;0
"Weert";50346;"26-10-2022";"08-11-2022";22;43,7;0;0;0;0
"West Betuwe";51971;"26-10-2022";"08-11-2022";23;44,3;3;5,8;1;1,9
"West Maas en Waal";19675;"26-10-2022";"08-11-2022";23;116,9;0;0;0;0
"Westerkwartier";64306;"26-10-2022";"08-11-2022";43;66,9;3;4,7;0;0
"Westerveld";19854;"26-10-2022";"08-11-2022";28;141;3;15,1;0;0
"Westervoort";14944;"26-10-2022";"08-11-2022";13;87;0;0;0;0
"Westerwolde";26571;"26-10-2022";"08-11-2022";14;52,7;1;3,8;0;0
"Westland";112448;"26-10-2022";"08-11-2022";78;69,4;1;0,9;0;0
"Weststellingwerf";26278;"26-10-2022";"08-11-2022";12;45,7;0;0;0;0
"Westvoorne";14960;"26-10-2022";"08-11-2022";13;86,9;1;6,7;0;0
"Wierden";24643;"26-10-2022";"08-11-2022";11;44,6;0;0;0;0
"Wijchen";41344;"26-10-2022";"08-11-2022";32;77,4;3;7,3;0;0
"Wijdemeren";24494;"26-10-2022";"08-11-2022";31;126,6;1;4,1;0;0
"Wijk bij Duurstede";23921;"26-10-2022";"08-11-2022";32;133,8;2;8,4;0;0
"Winterswijk";29185;"26-10-2022";"08-11-2022";21;72;3;10,3;0;0
"Woensdrecht";22112;"26-10-2022";"08-11-2022";16;72,4;1;4,5;0;0
