"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Berg en Dal";34951;"21-12-2022";"03-01-2023";39;111,6;4;11,4;0;0
"Bergeijk";18879;"21-12-2022";"03-01-2023";3;15,9;1;5,3;0;0
"Bergen (L.)";13106;"21-12-2022";"03-01-2023";8;61;2;15,3;0;0
"Bergen (NH.)";29723;"21-12-2022";"03-01-2023";14;47,1;6;20,2;0;0
"Bergen op Zoom";67894;"21-12-2022";"03-01-2023";15;22,1;7;10,3;0;0
"Berkelland";43850;"21-12-2022";"03-01-2023";44;100,3;8;18,2;0;0
"Bernheze";31715;"21-12-2022";"03-01-2023";16;50,4;1;3,2;0;0
"Best";30608;"21-12-2022";"03-01-2023";18;58,8;0;0;0;0
"Beuningen";26235;"21-12-2022";"03-01-2023";23;87,7;6;22,9;0;0
"Beverwijk";42084;"21-12-2022";"03-01-2023";41;97,4;0;0;0;0
"Bladel";20718;"21-12-2022";"03-01-2023";3;14,5;0;0;0;0
"Blaricum";12359;"21-12-2022";"03-01-2023";6;48,5;0;0;0;0
"Bloemendaal";23732;"21-12-2022";"03-01-2023";20;84,3;2;8,4;0;0
"Bodegraven-Reeuwijk";35752;"21-12-2022";"03-01-2023";24;67,1;5;14;0;0
"Boekel";11030;"21-12-2022";"03-01-2023";5;45,3;3;27,2;0;0
"Borger-Odoorn";25681;"21-12-2022";"03-01-2023";10;38,9;0;0;0;0
"Borne";24007;"21-12-2022";"03-01-2023";18;75;1;4,2;1;4,2
"Borsele";22847;"21-12-2022";"03-01-2023";25;109,4;0;0;0;0
"Boxtel";33129;"21-12-2022";"03-01-2023";23;69,4;5;15,1;0;0
"Breda";184702;"21-12-2022";"03-01-2023";91;49,3;8;4,3;0;0
"Bronckhorst";36077;"21-12-2022";"03-01-2023";18;49,9;0;0;0;0
"Brummen";20890;"21-12-2022";"03-01-2023";18;86,2;3;14,4;0;0
"Brunssum";27674;"21-12-2022";"03-01-2023";39;140,9;3;10,8;0;0
"Bunnik";15590;"21-12-2022";"03-01-2023";3;19,2;2;12,8;0;0
"Bunschoten";22325;"21-12-2022";"03-01-2023";7;31,4;1;4,5;1;4,5
"Buren";27155;"21-12-2022";"03-01-2023";21;77,3;1;3,7;0;0
"Capelle aan den IJssel";67188;"21-12-2022";"03-01-2023";25;37,2;3;4,5;0;0
"Castricum";36263;"21-12-2022";"03-01-2023";23;63,4;2;5,5;0;0
"Coevorden";35517;"21-12-2022";"03-01-2023";21;59,1;1;2,8;0;0
"Cranendonck";20669;"21-12-2022";"03-01-2023";12;58,1;1;4,8;0;0
"Culemborg";29397;"21-12-2022";"03-01-2023";18;61,2;2;6,8;0;0
"Dalfsen";29162;"21-12-2022";"03-01-2023";9;30,9;1;3,4;0;0
"Dantumadiel";18957;"21-12-2022";"03-01-2023";13;68,6;3;15,8;0;0
"De Bilt";43508;"21-12-2022";"03-01-2023";39;89,6;6;13,8;0;0
"De Fryske Marren";51597;"21-12-2022";"03-01-2023";11;21,3;3;5,8;0;0
"De Ronde Venen";44955;"21-12-2022";"03-01-2023";24;53,4;2;4,4;0;0
"De Wolden";24511;"21-12-2022";"03-01-2023";9;36,7;1;4,1;0;0
"Delft";104572;"21-12-2022";"03-01-2023";56;53,6;10;9,6;0;0
"Den Helder";56334;"21-12-2022";"03-01-2023";35;62,1;8;14,2;0;0
"Deurne";32606;"21-12-2022";"03-01-2023";7;21,5;6;18,4;0;0
"Deventer";101446;"21-12-2022";"03-01-2023";70;69;6;5,9;0;0
"Diemen";31822;"21-12-2022";"03-01-2023";22;69,1;2;6,3;0;0
"Dijk en Waard";87695;"21-12-2022";"03-01-2023";38;43,3;11;12,5;1;1,1
"Dinkelland";26594;"21-12-2022";"03-01-2023";13;48,9;0;0;0;0
"Doesburg";11036;"21-12-2022";"03-01-2023";4;36,2;0;0;0;0
"Doetinchem";58546;"21-12-2022";"03-01-2023";57;97,4;1;1,7;1;1,7
"Dongen";26483;"21-12-2022";"03-01-2023";8;30,2;3;11,3;0;0
"Dordrecht";119537;"21-12-2022";"03-01-2023";93;77,8;4;3,3;0;0
"Drechterland";19983;"21-12-2022";"03-01-2023";12;60,1;1;5;0;0
"Drimmelen";27476;"21-12-2022";"03-01-2023";10;36,4;4;14,6;0;0
"Dronten";42865;"21-12-2022";"03-01-2023";24;56;3;7;0;0
"Druten";19178;"21-12-2022";"03-01-2023";19;99,1;2;10,4;0;0
"Duiven";24946;"21-12-2022";"03-01-2023";22;88,2;0;0;0;0
"Echt-Susteren";31731;"21-12-2022";"03-01-2023";35;110,3;0;0;0;0
"Edam-Volendam";36471;"21-12-2022";"03-01-2023";11;30,2;0;0;1;2,7
"Ede";119986;"21-12-2022";"03-01-2023";128;106,7;6;5;0;0
"Eemnes";9450;"21-12-2022";"03-01-2023";0;0;0;0;0;0
"Eemsdelta";45389;"21-12-2022";"03-01-2023";23;50,7;0;0;1;2,2
"Eersel";19823;"21-12-2022";"03-01-2023";5;25,2;2;10,1;0;0
"Eijsden-Margraten";25857;"21-12-2022";"03-01-2023";12;46,4;0;0;0;0
"Eindhoven";238326;"21-12-2022";"03-01-2023";136;57,1;10;4,2;0;0
"Elburg";23740;"21-12-2022";"03-01-2023";11;46,3;3;12,6;0;0
"Emmen";107856;"21-12-2022";"03-01-2023";55;51;1;0,9;0;0
"Enkhuizen";18620;"21-12-2022";"03-01-2023";12;64,4;1;5,4;0;0
"Enschede";160640;"21-12-2022";"03-01-2023";133;82,8;15;9,3;0;0
"Epe";33257;"21-12-2022";"03-01-2023";16;48,1;2;6;0;0
"Ermelo";27258;"21-12-2022";"03-01-2023";30;110,1;5;18,3;1;3,7
"Etten-Leur";44152;"21-12-2022";"03-01-2023";20;45,3;7;15,9;0;0
"Geertruidenberg";21944;"21-12-2022";"03-01-2023";3;13,7;1;4,6;0;0
"Geldrop-Mierlo";40131;"21-12-2022";"03-01-2023";25;62,3;3;7,5;0;0
"Gemert-Bakel";31040;"21-12-2022";"03-01-2023";10;32,2;3;9,7;0;0
"Gennep";17237;"21-12-2022";"03-01-2023";11;63,8;0;0;0;0
"Gilze en Rijen";26557;"21-12-2022";"03-01-2023";9;33,9;2;7,5;0;0
"Goeree-Overflakkee";51051;"21-12-2022";"03-01-2023";51;99,9;4;7,8;0;0
"Goes";38950;"21-12-2022";"03-01-2023";49;125,8;2;5,1;0;0
"Goirle";23979;"21-12-2022";"03-01-2023";11;45,9;1;4,2;0;0
"Gooise Meren";58846;"21-12-2022";"03-01-2023";37;62,9;0;0;0;0
"Gorinchem";37632;"21-12-2022";"03-01-2023";23;61,1;2;5,3;0;0
"Gouda";74095;"21-12-2022";"03-01-2023";58;78,3;4;5,4;0;0
"Groningen";234950;"21-12-2022";"03-01-2023";133;56,6;11;4,7;1;0,4
"Gulpen-Wittem";14178;"21-12-2022";"03-01-2023";8;56,4;0;0;0;0
"Haaksbergen";24268;"21-12-2022";"03-01-2023";14;57,7;5;20,6;0;0
"Haarlem";162898;"21-12-2022";"03-01-2023";90;55,2;10;6,1;0;0
"Haarlemmermeer";159336;"21-12-2022";"03-01-2023";121;75,9;5;3,1;1;0,6
"Halderberge";30770;"21-12-2022";"03-01-2023";16;52;1;3,2;0;0
"Hardenberg";61798;"21-12-2022";"03-01-2023";34;55;5;8,1;0;0
"Harderwijk";48857;"21-12-2022";"03-01-2023";53;108,5;4;8,2;0;0
"Hardinxveld-Giessendam";18511;"21-12-2022";"03-01-2023";6;32,4;1;5,4;0;0
"Harlingen";15904;"21-12-2022";"03-01-2023";52;327;4;25,2;0;0
"Hattem";12307;"21-12-2022";"03-01-2023";3;24,4;0;0;0;0
"Heemskerk";39189;"21-12-2022";"03-01-2023";53;135,2;0;0;0;0
"Heemstede";27557;"21-12-2022";"03-01-2023";22;79,8;1;3,6;0;0
"Heerde";18976;"21-12-2022";"03-01-2023";11;58;1;5,3;0;0
"Heerenveen";51119;"21-12-2022";"03-01-2023";54;105,6;6;11,7;0;0
"Heerlen";86845;"21-12-2022";"03-01-2023";80;92,1;3;3,5;0;0
"Heeze-Leende";16470;"21-12-2022";"03-01-2023";15;91,1;5;30,4;0;0
"Heiloo";24417;"21-12-2022";"03-01-2023";17;69,6;3;12,3;0;0
"Hellendoorn";35940;"21-12-2022";"03-01-2023";15;41,7;4;11,1;0;0
"Helmond";93476;"21-12-2022";"03-01-2023";48;51,4;12;12,8;0;0
"Hendrik-Ido-Ambacht";31663;"21-12-2022";"03-01-2023";19;60;0;0;0;0
"Hengelo";81476;"21-12-2022";"03-01-2023";48;58,9;5;6,1;0;0
"Het Hogeland";48022;"21-12-2022";"03-01-2023";18;37,5;0;0;0;0
"Heumen";17175;"21-12-2022";"03-01-2023";22;128,1;3;17,5;0;0
"Heusden";45557;"21-12-2022";"03-01-2023";18;39,5;3;6,6;0;0
"Hillegom";22312;"21-12-2022";"03-01-2023";10;44,8;1;4,5;0;0
"Hilvarenbeek";15810;"21-12-2022";"03-01-2023";2;12,7;0;0;0;0
"Hilversum";91733;"21-12-2022";"03-01-2023";51;55,6;2;2,2;0;0
"Hoeksche Waard";88715;"21-12-2022";"03-01-2023";38;42,8;6;6,8;0;0
"Hof van Twente";35056;"21-12-2022";"03-01-2023";16;45,6;2;5,7;0;0
"Hollands Kroon";48778;"21-12-2022";"03-01-2023";18;36,9;2;4,1;0;0
"Hoogeveen";55857;"21-12-2022";"03-01-2023";18;32,2;2;3,6;0;0
"Hoorn";74298;"21-12-2022";"03-01-2023";34;45,8;4;5,4;0;0
"Horst aan de Maas";43039;"21-12-2022";"03-01-2023";20;46,5;2;4,6;0;0
"Houten";50323;"21-12-2022";"03-01-2023";25;49,7;6;11,9;0;0
"Huizen";40938;"21-12-2022";"03-01-2023";30;73,3;0;0;0;0
"Hulst";27533;"21-12-2022";"03-01-2023";31;112,6;0;0;0;0
"IJsselstein";33429;"21-12-2022";"03-01-2023";30;89,7;0;0;0;0
"Kaag en Braassem";27895;"21-12-2022";"03-01-2023";11;39,4;2;7,2;0;0
"Kampen";54791;"21-12-2022";"03-01-2023";33;60,2;5;9,1;0;0
"Kapelle";13020;"21-12-2022";"03-01-2023";8;61,4;0;0;0;0
"Katwijk";66032;"21-12-2022";"03-01-2023";44;66,6;6;9,1;0;0
"Kerkrade";45324;"21-12-2022";"03-01-2023";32;70,6;3;6,6;0;0
"Koggenland";23048;"21-12-2022";"03-01-2023";7;30,4;1;4,3;0;0
"Krimpen aan den IJssel";29415;"21-12-2022";"03-01-2023";13;44,2;1;3,4;0;0
"Krimpenerwaard";57062;"21-12-2022";"03-01-2023";29;50,8;3;5,3;0;0
"Laarbeek";22943;"21-12-2022";"03-01-2023";3;13,1;3;13,1;0;0
"Land van Cuijk";90707;"21-12-2022";"03-01-2023";54;59,5;11;12,1;0;0
"Landgraaf";37023;"21-12-2022";"03-01-2023";22;59,4;3;8,1;0;0
"Landsmeer";11560;"21-12-2022";"03-01-2023";12;103,8;0;0;0;0
"Lansingerland";64110;"21-12-2022";"03-01-2023";31;48,4;4;6,2;0;0
"Laren";11528;"21-12-2022";"03-01-2023";10;86,7;0;0;0;0
"Leeuwarden";125504;"21-12-2022";"03-01-2023";106;84,5;9;7,2;0;0
"Leiden";125074;"21-12-2022";"03-01-2023";100;80;5;4;0;0
"Leiderdorp";27464;"21-12-2022";"03-01-2023";30;109,2;2;7,3;0;0
"Leidschendam-Voorburg";76659;"21-12-2022";"03-01-2023";54;70,4;0;0;0;0
"Lelystad";81214;"21-12-2022";"03-01-2023";68;83,7;7;8,6;0;0
"Leudal";35928;"21-12-2022";"03-01-2023";17;47,3;1;2,8;0;0
"Leusden";30713;"21-12-2022";"03-01-2023";28;91,2;0;0;0;0
"Lingewaard";46963;"21-12-2022";"03-01-2023";23;49;2;4,3;0;0
"Lisse";23015;"21-12-2022";"03-01-2023";11;47,8;1;4,3;0;0
"Lochem";34069;"21-12-2022";"03-01-2023";14;41,1;1;2,9;0;0
"Loon op Zand";23768;"21-12-2022";"03-01-2023";9;37,9;0;0;0;0
"Lopik";14512;"21-12-2022";"03-01-2023";6;41,3;2;13,8;0;0
"Losser";23084;"21-12-2022";"03-01-2023";23;99,6;2;8,7;0;0
"Maasdriel";25504;"21-12-2022";"03-01-2023";13;51;3;11,8;0;0
"Maasgouw";24028;"21-12-2022";"03-01-2023";16;66,6;0;0;0;0
"Maashorst";58362;"21-12-2022";"03-01-2023";19;32,6;3;5,1;0;0
"Maassluis";34148;"21-12-2022";"03-01-2023";14;41;2;5,9;0;0
"Maastricht";121151;"21-12-2022";"03-01-2023";110;90,8;4;3,3;0;0
"Medemblik";45464;"21-12-2022";"03-01-2023";15;33;2;4,4;0;0
"Meerssen";18581;"21-12-2022";"03-01-2023";12;64,6;0;0;1;5,4
"Meierijstad";82613;"21-12-2022";"03-01-2023";37;44,8;6;7,3;1;1,2
"Meppel";34761;"21-12-2022";"03-01-2023";20;57,5;1;2,9;0;0
"Middelburg";49199;"21-12-2022";"03-01-2023";45;91,5;1;2;0;0
"Midden-Delfland";19484;"21-12-2022";"03-01-2023";8;41,1;2;10,3;0;0
"Midden-Drenthe";33689;"21-12-2022";"03-01-2023";19;56,4;0;0;0;0
"Midden-Groningen";60898;"21-12-2022";"03-01-2023";30;49,3;3;4,9;0;0
"Moerdijk";37313;"21-12-2022";"03-01-2023";25;67;2;5,4;0;0
"Molenlanden";44644;"21-12-2022";"03-01-2023";17;38,1;1;2,2;0;0
"Montferland";36359;"21-12-2022";"03-01-2023";28;77;0;0;1;2,8
"Montfoort";13818;"21-12-2022";"03-01-2023";10;72,4;1;7,2;0;0
"Mook en Middelaar";7989;"21-12-2022";"03-01-2023";9;112,7;1;12,5;0;0
"Neder-Betuwe";25032;"21-12-2022";"03-01-2023";14;55,9;6;24;0;0
"Nederweert";17323;"21-12-2022";"03-01-2023";4;23,1;0;0;0;0
"Nieuwegein";64554;"21-12-2022";"03-01-2023";29;44,9;6;9,3;0;0
"Nieuwkoop";29304;"21-12-2022";"03-01-2023";14;47,8;0;0;0;0
"Nijkerk";44311;"21-12-2022";"03-01-2023";46;103,8;1;2,3;0;0
"Nijmegen";179100;"21-12-2022";"03-01-2023";142;79,3;15;8,4;0;0
"Nissewaard";86332;"21-12-2022";"03-01-2023";48;55,6;10;11,6;0;0
"Noardeast-Fryslân";45593;"21-12-2022";"03-01-2023";29;63,6;3;6,6;1;2,2
"Noord-Beveland";7668;"21-12-2022";"03-01-2023";12;156,5;0;0;0;0
"Noordenveld";31238;"21-12-2022";"03-01-2023";20;64;4;12,8;0;0
"Noordoostpolder";48048;"21-12-2022";"03-01-2023";28;58,3;7;14,6;0;0
"Noordwijk";44365;"21-12-2022";"03-01-2023";18;40,6;3;6,8;0;0
"Nuenen, Gerwen en Nederwetten";23826;"21-12-2022";"03-01-2023";12;50,4;5;21;0;0
"Nunspeet";28223;"21-12-2022";"03-01-2023";15;53,1;2;7,1;0;0
"Oegstgeest";25499;"21-12-2022";"03-01-2023";19;74,5;6;23,5;0;0
"Oirschot";19061;"21-12-2022";"03-01-2023";5;26,2;0;0;0;0
"Oisterwijk";32503;"21-12-2022";"03-01-2023";14;43,1;0;0;0;0
"Oldambt";38521;"21-12-2022";"03-01-2023";17;44,1;2;5,2;0;0
"Oldebroek";23930;"21-12-2022";"03-01-2023";13;54,3;4;16,7;0;0
"Oldenzaal";31741;"21-12-2022";"03-01-2023";17;53,6;3;9,5;0;0
"Olst-Wijhe";18496;"21-12-2022";"03-01-2023";1;5,4;0;0;0;0
"Ommen";18457;"21-12-2022";"03-01-2023";6;32,5;1;5,4;0;0
"Oost Gelre";29603;"21-12-2022";"03-01-2023";13;43,9;1;3,4;0;0
"Oosterhout";56535;"21-12-2022";"03-01-2023";31;54,8;11;19,5;0;0
"Ooststellingwerf";25680;"21-12-2022";"03-01-2023";9;35;2;7,8;0;0
"Oostzaan";9639;"21-12-2022";"03-01-2023";7;72,6;1;10,4;0;0
"Opmeer";12074;"21-12-2022";"03-01-2023";7;58;2;16,6;0;0
"Opsterland";29791;"21-12-2022";"03-01-2023";12;40,3;0;0;0;0
"Oss";93307;"21-12-2022";"03-01-2023";42;45;3;3,2;0;0
"Oude IJsselstreek";39387;"21-12-2022";"03-01-2023";23;58,4;0;0;0;0
"Ouder-Amstel";14212;"21-12-2022";"03-01-2023";10;70,4;0;0;0;0
"Oudewater";10159;"21-12-2022";"03-01-2023";3;29,5;0;0;0;0
"Overbetuwe";48266;"21-12-2022";"03-01-2023";25;51,8;1;2,1;0;0
"Papendrecht";32208;"21-12-2022";"03-01-2023";16;49,7;0;0;0;0
"Peel en Maas";44278;"21-12-2022";"03-01-2023";17;38,4;2;4,5;0;0
"Pekela";12196;"21-12-2022";"03-01-2023";2;16,4;0;0;0;0
"Pijnacker-Nootdorp";56572;"21-12-2022";"03-01-2023";33;58,3;4;7,1;0;0
"Purmerend";92240;"21-12-2022";"03-01-2023";39;42,3;6;6,5;0;0
"Putten";24598;"21-12-2022";"03-01-2023";12;48,8;1;4,1;0;0
"Raalte";38140;"21-12-2022";"03-01-2023";15;39,3;2;5,2;0;0
"Reimerswaal";22920;"21-12-2022";"03-01-2023";10;43,6;0;0;0;0
"Renkum";31358;"21-12-2022";"03-01-2023";65;207,3;2;6,4;0;0
"Renswoude";5651;"21-12-2022";"03-01-2023";0;0;0;0;0;0
"Reusel-De Mierden";13271;"21-12-2022";"03-01-2023";2;15,1;0;0;0;0
"Rheden";43435;"21-12-2022";"03-01-2023";53;122;1;2,3;1;2,3
"Rhenen";20265;"21-12-2022";"03-01-2023";14;69,1;0;0;0;0
"Ridderkerk";47099;"21-12-2022";"03-01-2023";32;67,9;9;19,1;0;0
"Rijssen-Holten";38231;"21-12-2022";"03-01-2023";3;7,8;1;2,6;0;0
"Rijswijk";56941;"21-12-2022";"03-01-2023";38;66,7;8;14;0;0
"Roerdalen";20558;"21-12-2022";"03-01-2023";11;53,5;0;0;0;0
"Roermond";59184;"21-12-2022";"03-01-2023";44;74,3;0;0;0;0
"Roosendaal";77244;"21-12-2022";"03-01-2023";22;28,5;7;9,1;0;0
"Rotterdam";655468;"21-12-2022";"03-01-2023";352;53,7;69;10,5;0;0
"Rozendaal";1756;"21-12-2022";"03-01-2023";0;0;0;0;0;0
"Rucphen";23326;"21-12-2022";"03-01-2023";6;25,7;3;12,9;0;0
"Schagen";46833;"21-12-2022";"03-01-2023";17;36,3;5;10,7;0;0
"Scherpenzeel";10317;"21-12-2022";"03-01-2023";6;58,2;0;0;0;0
"Schiedam";79644;"21-12-2022";"03-01-2023";47;59;7;8,8;0;0
"Schiermonnikoog";944;"21-12-2022";"03-01-2023";0;0;0;0;0;0
"Schouwen-Duiveland";34152;"21-12-2022";"03-01-2023";21;61,5;1;2,9;0;0
"Simpelveld";10425;"21-12-2022";"03-01-2023";7;67,1;0;0;0;0
"Sint-Michielsgestel";29731;"21-12-2022";"03-01-2023";14;47,1;2;6,7;0;0
"Sittard-Geleen";91719;"21-12-2022";"03-01-2023";63;68,7;4;4,4;0;0
"Sliedrecht";25897;"21-12-2022";"03-01-2023";23;88,8;0;0;0;0
"Sluis";23141;"21-12-2022";"03-01-2023";10;43,2;0;0;0;0
"Smallingerland";55895;"21-12-2022";"03-01-2023";29;51,9;3;5,4;0;0
"Soest";47113;"21-12-2022";"03-01-2023";24;50,9;1;2,1;0;0
"Someren";19701;"21-12-2022";"03-01-2023";6;30,5;3;15,2;0;0
"Son en Breugel";17775;"21-12-2022";"03-01-2023";7;39,4;1;5,6;0;0
"Stadskanaal";31851;"21-12-2022";"03-01-2023";13;40,8;1;3,1;0;0
"Staphorst";17282;"21-12-2022";"03-01-2023";3;17,4;1;5,8;0;0
"Stede Broec";21947;"21-12-2022";"03-01-2023";11;50,1;1;4,6;0;0
"Steenbergen";24333;"21-12-2022";"03-01-2023";7;28,8;0;0;0;0
"Steenwijkerland";44741;"21-12-2022";"03-01-2023";23;51,4;5;11,2;0;0
"Stein";24803;"21-12-2022";"03-01-2023";24;96,8;1;4;0;0
"Stichtse Vecht";65240;"21-12-2022";"03-01-2023";45;69;5;7,7;0;0
"Súdwest-Fryslân";90300;"21-12-2022";"03-01-2023";51;56,5;10;11,1;0;0
"Terneuzen";54501;"21-12-2022";"03-01-2023";59;108,3;0;0;0;0
"Terschelling";4960;"21-12-2022";"03-01-2023";0;0;0;0;0;0
"Texel";13687;"21-12-2022";"03-01-2023";3;21,9;1;7,3;0;0
"Teylingen";37942;"21-12-2022";"03-01-2023";22;58;2;5,3;0;0
"Tholen";26401;"21-12-2022";"03-01-2023";19;72;7;26,5;0;0
"Tiel";42277;"21-12-2022";"03-01-2023";63;149;4;9,5;0;0
"Tilburg";224459;"21-12-2022";"03-01-2023";128;57;11;4,9;0;0
"Tubbergen";21364;"21-12-2022";"03-01-2023";5;23,4;1;4,7;0;0
"Twenterand";33718;"21-12-2022";"03-01-2023";12;35,6;2;5,9;0;0
"Tynaarlo";34221;"21-12-2022";"03-01-2023";21;61,4;1;2,9;0;0
"Tytsjerksteradiel";32282;"21-12-2022";"03-01-2023";18;55,8;0;0;0;0
"Uitgeest";13563;"21-12-2022";"03-01-2023";5;36,9;0;0;0;0
"Uithoorn";31018;"21-12-2022";"03-01-2023";18;58;1;3,2;0;0
"Urk";21468;"21-12-2022";"03-01-2023";3;14;2;9,3;0;0
"Utrecht";361699;"21-12-2022";"03-01-2023";222;61,4;33;9,1;0;0
"Utrechtse Heuvelrug";49981;"21-12-2022";"03-01-2023";37;74;6;12;0;0
"Vaals";10135;"21-12-2022";"03-01-2023";7;69,1;0;0;0;0
"Valkenburg aan de Geul";16167;"21-12-2022";"03-01-2023";12;74,2;0;0;0;0
"Valkenswaard";31236;"21-12-2022";"03-01-2023";9;28,8;1;3,2;0;0
"Veendam";27466;"21-12-2022";"03-01-2023";11;40;0;0;0;0
"Veenendaal";67671;"21-12-2022";"03-01-2023";55;81,3;2;3;0;0
"Veere";21850;"21-12-2022";"03-01-2023";46;210,5;1;4,6;0;0
"Veldhoven";45822;"21-12-2022";"03-01-2023";14;30,6;1;2,2;0;0
"Velsen";68482;"21-12-2022";"03-01-2023";46;67,2;2;2,9;0;0
"Venlo";102136;"21-12-2022";"03-01-2023";69;67,6;1;1;0;0
"Venray";43964;"21-12-2022";"03-01-2023";26;59,1;1;2,3;0;0
"Vijfheerenlanden";58788;"21-12-2022";"03-01-2023";23;39,1;4;6,8;1;1,7
"Vlaardingen";74143;"21-12-2022";"03-01-2023";26;35,1;5;6,7;0;0
"Vlieland";1195;"21-12-2022";"03-01-2023";1;83,7;0;0;0;0
"Vlissingen";44585;"21-12-2022";"03-01-2023";41;92;1;2,2;0;0
"Voerendaal";12426;"21-12-2022";"03-01-2023";10;80,5;1;8;0;0
"Voorne aan Zee";73238;"21-12-2022";"03-01-2023";40;54,6;14;19,1;0;0
"Voorschoten";25627;"21-12-2022";"03-01-2023";16;62,4;2;7,8;0;0
"Voorst";24994;"21-12-2022";"03-01-2023";11;44;0;0;0;0
"Vught";31783;"21-12-2022";"03-01-2023";31;97,5;1;3,1;0;0
"Waadhoeke";46309;"21-12-2022";"03-01-2023";21;45,3;4;8,6;0;0
"Waalre";17626;"21-12-2022";"03-01-2023";8;45,4;1;5,7;0;0
"Waalwijk";49342;"21-12-2022";"03-01-2023";29;58,8;2;4,1;0;0
"Waddinxveen";31342;"21-12-2022";"03-01-2023";13;41,5;3;9,6;0;0
"Wageningen";39939;"21-12-2022";"03-01-2023";28;70,1;0;0;0;0
"Wassenaar";27115;"21-12-2022";"03-01-2023";13;47,9;0;0;0;0
"Waterland";17343;"21-12-2022";"03-01-2023";12;69,2;0;0;0;0
"Weert";50346;"21-12-2022";"03-01-2023";35;69,5;0;0;0;0
"West Betuwe";51971;"21-12-2022";"03-01-2023";48;92,4;6;11,5;0;0
"West Maas en Waal";19675;"21-12-2022";"03-01-2023";14;71,2;3;15,2;0;0
"Westerkwartier";64306;"21-12-2022";"03-01-2023";31;48,2;4;6,2;0;0
"Westerveld";19854;"21-12-2022";"03-01-2023";17;85,6;3;15,1;0;0
"Westervoort";14944;"21-12-2022";"03-01-2023";17;113,8;0;0;0;0
"Westerwolde";26571;"21-12-2022";"03-01-2023";7;26,3;0;0;0;0
"Westland";112448;"21-12-2022";"03-01-2023";45;40;7;6,2;0;0
"Weststellingwerf";26278;"21-12-2022";"03-01-2023";22;83,7;2;7,6;0;0
"Wierden";24643;"21-12-2022";"03-01-2023";13;52,8;2;8,1;0;0
"Wijchen";41344;"21-12-2022";"03-01-2023";26;62,9;2;4,8;0;0
"Wijdemeren";24494;"21-12-2022";"03-01-2023";17;69,4;0;0;0;0
"Wijk bij Duurstede";23921;"21-12-2022";"03-01-2023";12;50,2;0;0;0;0
"Winterswijk";29185;"21-12-2022";"03-01-2023";8;27,4;5;17,1;0;0
"Woensdrecht";22112;"21-12-2022";"03-01-2023";8;36,2;1;4,5;0;0
"Woerden";52882;"21-12-2022";"03-01-2023";31;58,6;4;7,6;0;0
