"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Aa en Hunze";1680;"Aa en Hunze";25445;"30-06-2021";"13-07-2021";56;220.1;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31859;"30-06-2021";"13-07-2021";278;872.6;1;3.1;0;0
"Aalten";197;"Aalten";27121;"30-06-2021";"13-07-2021";76;280.2;0;0;0;0
"Achtkarspelen";59;"Achtkarspelen";27843;"30-06-2021";"13-07-2021";47;168.8;0;0;0;0
"Alblasserdam";482;"Alblasserdam";20165;"30-06-2021";"13-07-2021";72;357.1;0;0;0;0
"Albrandswaard";613;"Albrandswaard";25590;"30-06-2021";"13-07-2021";101;394.7;0;0;1;3.9
"Alkmaar";361;"Alkmaar";109436;"30-06-2021";"13-07-2021";254;232.1;1;0.9;0;0
"Almelo";141;"Almelo";73107;"30-06-2021";"13-07-2021";135;184.7;0;0;0;0
"Almere";34;"Almere";211893;"30-06-2021";"13-07-2021";493;232.7;1;0.5;0;0
"Alphen aan den Rijn";484;"Alphen aan den Rijn";111897;"30-06-2021";"13-07-2021";333;297.6;0;0;0;0
"Alphen-Chaam";1723;"Alphen-Chaam";10203;"30-06-2021";"13-07-2021";27;264.6;0;0;0;0
"Altena";1959;"Altena";55967;"30-06-2021";"13-07-2021";93;166.2;0;0;0;0
"Ameland";60;"Ameland";3716;"30-06-2021";"13-07-2021";34;915;0;0;0;0
"Amersfoort";307;"Amersfoort";157276;"30-06-2021";"13-07-2021";522;331.9;0;0;0;0
"Amstelveen";362;"Amstelveen";91675;"30-06-2021";"13-07-2021";674;735.2;1;1.1;0;0
"Amsterdam";363;"Amsterdam";872757;"30-06-2021";"13-07-2021";7393;847.1;6;0.7;2;0.2
"Apeldoorn";200;"Apeldoorn";163818;"30-06-2021";"13-07-2021";427;260.7;1;0.6;0;0
"Arnhem";202;"Arnhem";161348;"30-06-2021";"13-07-2021";395;244.8;1;0.6;0;0
"Assen";106;"Assen";68599;"30-06-2021";"13-07-2021";121;176.4;0;0;0;0
"Asten";743;"Asten";16721;"30-06-2021";"13-07-2021";24;143.5;0;0;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6859;"30-06-2021";"13-07-2021";39;568.6;0;0;0;0
"Baarn";308;"Baarn";24868;"30-06-2021";"13-07-2021";63;253.3;0;0;0;0
"Barendrecht";489;"Barendrecht";48714;"30-06-2021";"13-07-2021";217;445.5;0;0;0;0
"Barneveld";203;"Barneveld";59082;"30-06-2021";"13-07-2021";120;203.1;0;0;0;0
"Beek";888;"Beek";15865;"30-06-2021";"13-07-2021";10;63;0;0;0;0
"Beekdaelen";1954;"Beekdaelen";35938;"30-06-2021";"13-07-2021";28;77.9;0;0;0;0
"Beemster";370;"Beemster";10022;"30-06-2021";"13-07-2021";40;399.1;0;0;0;0
"Beesel";889;"Beesel";13482;"30-06-2021";"13-07-2021";12;89;0;0;0;0
"Berg en Dal";1945;"Berg en Dal";34992;"30-06-2021";"13-07-2021";56;160;0;0;0;0
"Bergeijk";1724;"Bergeijk";18635;"30-06-2021";"13-07-2021";30;161;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13085;"30-06-2021";"13-07-2021";19;145.2;0;0;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29839;"30-06-2021";"13-07-2021";81;271.5;0;0;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67496;"30-06-2021";"13-07-2021";237;351.1;0;0;0;0
"Berkelland";1859;"Berkelland";43747;"30-06-2021";"13-07-2021";98;224;0;0;0;0
"Bernheze";1721;"Bernheze";31240;"30-06-2021";"13-07-2021";44;140.8;0;0;0;0
"Best";753;"Best";29988;"30-06-2021";"13-07-2021";52;173.4;0;0;0;0
"Beuningen";209;"Beuningen";25890;"30-06-2021";"13-07-2021";51;197;0;0;0;0
"Beverwijk";375;"Beverwijk";41626;"30-06-2021";"13-07-2021";147;353.1;1;2.4;0;0
"Bladel";1728;"Bladel";20390;"30-06-2021";"13-07-2021";21;103;0;0;0;0
"Blaricum";376;"Blaricum";11540;"30-06-2021";"13-07-2021";53;459.3;0;0;0;0
"Bloemendaal";377;"Bloemendaal";23571;"30-06-2021";"13-07-2021";157;666.1;0;0;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";34872;"30-06-2021";"13-07-2021";125;358.5;0;0;1;2.9
