"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Gemert-Bakel";1652;"Gemert-Bakel";30723;"17-02-2021";"02-03-2021";59;192;0;0;0;0
"Gennep";907;"Gennep";16921;"17-02-2021";"02-03-2021";59;348.7;0;0;2;11.8
"Gilze en Rijen";784;"Gilze en Rijen";26431;"17-02-2021";"02-03-2021";78;295.1;0;0;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50049;"17-02-2021";"02-03-2021";156;311.7;3;6;4;8
"Goes";664;"Goes";38082;"17-02-2021";"02-03-2021";80;210.1;0;0;1;2.6
"Goirle";785;"Goirle";23904;"17-02-2021";"02-03-2021";94;393.2;1;4.2;1;4.2
"Gooise Meren";1942;"Gooise Meren";58055;"17-02-2021";"02-03-2021";232;399.6;2;3.4;2;3.4
"Gorinchem";512;"Gorinchem";37022;"17-02-2021";"02-03-2021";125;337.6;1;2.7;3;8.1
"Gouda";513;"Gouda";73427;"17-02-2021";"02-03-2021";191;260.1;5;6.8;3;4.1
"Grave";786;"Grave";12436;"17-02-2021";"02-03-2021";63;506.6;0;0;0;0
"'s-Gravenhage";518;"'s-Gravenhage";545838;"17-02-2021";"02-03-2021";1294;237.1;19;3.5;7;1.3
"Groningen";14;"Groningen";232874;"17-02-2021";"02-03-2021";731;313.9;0;0;2;0.9
"Gulpen-Wittem";1729;"Gulpen-Wittem";14171;"17-02-2021";"02-03-2021";45;317.5;0;0;0;0
"Haaksbergen";158;"Haaksbergen";24311;"17-02-2021";"02-03-2021";44;181;0;0;0;0
"Haarlem";392;"Haarlem";162902;"17-02-2021";"02-03-2021";473;290.4;1;0.6;1;0.6
"Haarlemmermeer";394;"Haarlemmermeer";156002;"17-02-2021";"02-03-2021";451;289.1;0;0;2;1.3
"Halderberge";1655;"Halderberge";30284;"17-02-2021";"02-03-2021";95;313.7;1;3.3;0;0
"Hardenberg";160;"Hardenberg";60948;"17-02-2021";"02-03-2021";214;351.1;1;1.6;0;0
"Harderwijk";243;"Harderwijk";48414;"17-02-2021";"02-03-2021";133;274.7;1;2.1;3;6.2
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18295;"17-02-2021";"02-03-2021";166;907.4;0;0;2;10.9
"Harlingen";72;"Harlingen";15722;"17-02-2021";"02-03-2021";64;407.1;0;0;0;0
"Hattem";244;"Hattem";12209;"17-02-2021";"02-03-2021";35;286.7;0;0;0;0
"Heemskerk";396;"Heemskerk";39182;"17-02-2021";"02-03-2021";324;826.9;4;10.2;4;10.2
"Heemstede";397;"Heemstede";27234;"17-02-2021";"02-03-2021";53;194.6;0;0;0;0
"Heerde";246;"Heerde";18589;"17-02-2021";"02-03-2021";27;145.2;0;0;0;0
"Heerenveen";74;"Heerenveen";50493;"17-02-2021";"02-03-2021";159;314.9;3;5.9;2;4
"Heerhugowaard";398;"Heerhugowaard";57587;"17-02-2021";"02-03-2021";316;548.7;1;1.7;1;1.7
"Heerlen";917;"Heerlen";87086;"17-02-2021";"02-03-2021";207;237.7;3;3.4;1;1.1
"Heeze-Leende";1658;"Heeze-Leende";16152;"17-02-2021";"02-03-2021";75;464.3;0;0;0;0
"Heiloo";399;"Heiloo";23968;"17-02-2021";"02-03-2021";72;300.4;0;0;0;0
"Hellendoorn";163;"Hellendoorn";35916;"17-02-2021";"02-03-2021";197;548.5;1;2.8;3;8.4
"Hellevoetsluis";530;"Hellevoetsluis";40142;"17-02-2021";"02-03-2021";85;211.7;1;2.5;1;2.5
"Helmond";794;"Helmond";92423;"17-02-2021";"02-03-2021";659;713;4;4.3;3;3.2
"Hendrik-Ido-Ambacht";531;"Hendrik-Ido-Ambacht";31202;"17-02-2021";"02-03-2021";95;304.5;0;0;3;9.6
"Hengelo (O.)";164;"Hengelo (O.)";81140;"17-02-2021";"02-03-2021";125;154.1;1;1.2;0;0
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155111;"17-02-2021";"02-03-2021";632;407.5;3;1.9;5;3.2
"Het Hogeland";1966;"Het Hogeland";47801;"17-02-2021";"02-03-2021";116;242.7;1;2.1;0;0
"Heumen";252;"Heumen";16454;"17-02-2021";"02-03-2021";26;158;0;0;0;0
"Heusden";797;"Heusden";44692;"17-02-2021";"02-03-2021";196;438.6;0;0;2;4.5
"Hillegom";534;"Hillegom";22209;"17-02-2021";"02-03-2021";59;265.7;0;0;1;4.5
"Hilvarenbeek";798;"Hilvarenbeek";15518;"17-02-2021";"02-03-2021";95;612.2;1;6.4;0;0
"Hilversum";402;"Hilversum";90831;"17-02-2021";"02-03-2021";178;196;1;1.1;1;1.1
"Hoeksche Waard";1963;"Hoeksche Waard";87401;"17-02-2021";"02-03-2021";248;283.7;5;5.7;3;3.4
"Hof van Twente";1735;"Hof van Twente";35017;"17-02-2021";"02-03-2021";121;345.5;0;0;1;2.9
"Hollands Kroon";1911;"Hollands Kroon";48432;"17-02-2021";"02-03-2021";348;718.5;2;4.1;4;8.3
"Hoogeveen";118;"Hoogeveen";55699;"17-02-2021";"02-03-2021";149;267.5;1;1.8;3;5.4
"Hoorn";405;"Hoorn";73261;"17-02-2021";"02-03-2021";757;1033.3;3;4.1;1;1.4
"Horst aan de Maas";1507;"Horst aan de Maas";42429;"17-02-2021";"02-03-2021";208;490.2;1;2.4;1;2.4
"Houten";321;"Houten";50146;"17-02-2021";"02-03-2021";141;281.2;1;2;0;0
"Huizen";406;"Huizen";41273;"17-02-2021";"02-03-2021";167;404.6;1;2.4;0;0
"Hulst";677;"Hulst";27556;"17-02-2021";"02-03-2021";49;177.8;0;0;0;0
"IJsselstein";353;"IJsselstein";34109;"17-02-2021";"02-03-2021";165;483.7;0;0;2;5.9
"Kaag en Braassem";1884;"Kaag en Braassem";27297;"17-02-2021";"02-03-2021";90;329.7;1;3.7;0;0
"Kampen";166;"Kampen";54319;"17-02-2021";"02-03-2021";103;189.6;0;0;0;0
"Kapelle";678;"Kapelle";12695;"17-02-2021";"02-03-2021";37;291.5;0;0;0;0
"Katwijk";537;"Katwijk";65753;"17-02-2021";"02-03-2021";297;451.7;3;4.6;2;3
"Kerkrade";928;"Kerkrade";45749;"17-02-2021";"02-03-2021";110;240.4;0;0;4;8.7
"Koggenland";1598;"Koggenland";22749;"17-02-2021";"02-03-2021";185;813.2;0;0;0;0
"Krimpen aan den IJssel";542;"Krimpen aan den IJssel";29526;"17-02-2021";"02-03-2021";112;379.3;2;6.8;1;3.4
"Krimpenerwaard";1931;"Krimpenerwaard";56319;"17-02-2021";"02-03-2021";278;493.6;2;3.6;1;1.8
"Laarbeek";1659;"Laarbeek";22523;"17-02-2021";"02-03-2021";78;346.3;0;0;2;8.9
"Landerd";1685;"Landerd";15730;"17-02-2021";"02-03-2021";45;286.1;0;0;1;6.4
"Landgraaf";882;"Landgraaf";37445;"17-02-2021";"02-03-2021";142;379.2;1;2.7;5;13.4
"Landsmeer";415;"Landsmeer";11491;"17-02-2021";"02-03-2021";84;731;0;0;0;0
"Langedijk";416;"Langedijk";28163;"17-02-2021";"02-03-2021";127;450.9;2;7.1;0;0
"Lansingerland";1621;"Lansingerland";62384;"17-02-2021";"02-03-2021";177;283.7;3;4.8;1;1.6
"Laren";417;"Laren";11280;"17-02-2021";"02-03-2021";53;469.9;0;0;1;8.9
"Leeuwarden";80;"Leeuwarden";124084;"17-02-2021";"02-03-2021";450;362.7;2;1.6;3;2.4
"Leiden";546;"Leiden";125099;"17-02-2021";"02-03-2021";261;208.6;2;1.6;1;0.8
"Leiderdorp";547;"Leiderdorp";27056;"17-02-2021";"02-03-2021";50;184.8;0;0;0;0
"Leidschendam-Voorburg";1916;"Leidschendam-Voorburg";76534;"17-02-2021";"02-03-2021";143;186.8;5;6.5;2;2.6
"Lelystad";995;"Lelystad";78598;"17-02-2021";"02-03-2021";155;197.2;1;1.3;0;0
"Leudal";1640;"Leudal";35879;"17-02-2021";"02-03-2021";189;526.8;1;2.8;2;5.6
"Leusden";327;"Leusden";30401;"17-02-2021";"02-03-2021";85;279.6;3;9.9;1;3.3
"Lingewaard";1705;"Lingewaard";46601;"17-02-2021";"02-03-2021";59;126.6;0;0;0;0
"Lisse";553;"Lisse";22955;"17-02-2021";"02-03-2021";58;252.7;0;0;0;0
"Lochem";262;"Lochem";33729;"17-02-2021";"02-03-2021";52;154.2;0;0;0;0
"Loon op Zand";809;"Loon op Zand";23408;"17-02-2021";"02-03-2021";95;405.8;0;0;1;4.3
"Lopik";331;"Lopik";14467;"17-02-2021";"02-03-2021";95;656.7;0;0;0;0
"Losser";168;"Losser";22683;"17-02-2021";"02-03-2021";54;238.1;0;0;0;0
"Maasdriel";263;"Maasdriel";25030;"17-02-2021";"02-03-2021";191;763.1;0;0;2;8
"Maasgouw";1641;"Maasgouw";23965;"17-02-2021";"02-03-2021";114;475.7;1;4.2;3;12.5
"Maassluis";556;"Maassluis";33213;"17-02-2021";"02-03-2021";92;277;1;3;1;3
"Maastricht";935;"Maastricht";121575;"17-02-2021";"02-03-2021";295;242.6;3;2.5;4;3.3
"Medemblik";420;"Medemblik";45101;"17-02-2021";"02-03-2021";323;716.2;2;4.4;1;2.2
"Meerssen";938;"Meerssen";18828;"17-02-2021";"02-03-2021";42;223.1;1;5.3;0;0
"Meierijstad";1948;"Meierijstad";81194;"17-02-2021";"02-03-2021";455;560.4;1;1.2;1;1.2
"Meppel";119;"Meppel";33920;"17-02-2021";"02-03-2021";49;144.5;0;0;0;0
"Middelburg";687;"Middelburg";48822;"17-02-2021";"02-03-2021";246;503.9;0;0;0;0
"Midden-Delfland";1842;"Midden-Delfland";19341;"17-02-2021";"02-03-2021";45;232.7;0;0;0;0
"Midden-Drenthe";1731;"Midden-Drenthe";33185;"17-02-2021";"02-03-2021";137;412.8;5;15.1;0;0
"Midden-Groningen";1952;"Midden-Groningen";60797;"17-02-2021";"02-03-2021";266;437.5;1;1.6;2;3.3
"Mill en Sint Hubert";815;"Mill en Sint Hubert";10939;"17-02-2021";"02-03-2021";43;393.1;1;9.1;1;9.1
"Moerdijk";1709;"Moerdijk";37129;"17-02-2021";"02-03-2021";160;430.9;1;2.7;2;5.4
"Molenlanden";1978;"Molenlanden";43909;"17-02-2021";"02-03-2021";319;726.5;0;0;3;6.8
"Montferland";1955;"Montferland";36011;"17-02-2021";"02-03-2021";81;224.9;0;0;2;5.6
"Montfoort";335;"Montfoort";13917;"17-02-2021";"02-03-2021";111;797.6;2;14.4;0;0
"Mook en Middelaar";944;"Mook en Middelaar";7847;"17-02-2021";"02-03-2021";1;12.7;0;0;0;0
"Neder-Betuwe";1740;"Neder-Betuwe";24339;"17-02-2021";"02-03-2021";98;402.6;0;0;0;0
"Nederweert";946;"Nederweert";17019;"17-02-2021";"02-03-2021";81;475.9;0;0;0;0
"Nieuwegein";356;"Nieuwegein";63462;"17-02-2021";"02-03-2021";171;269.5;2;3.2;0;0
"Nieuwkoop";569;"Nieuwkoop";28811;"17-02-2021";"02-03-2021";186;645.6;1;3.5;1;3.5
"Nijkerk";267;"Nijkerk";43171;"17-02-2021";"02-03-2021";68;157.5;0;0;0;0
"Nijmegen";268;"Nijmegen";177659;"17-02-2021";"02-03-2021";408;229.7;4;2.3;2;1.1
"Nissewaard";1930;"Nissewaard";85219;"17-02-2021";"02-03-2021";198;232.3;2;2.3;1;1.2
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45228;"17-02-2021";"02-03-2021";142;314;2;4.4;4;8.8
"Noord-Beveland";1695;"Noord-Beveland";7392;"17-02-2021";"02-03-2021";43;581.7;0;0;2;27.1
"Noordenveld";1699;"Noordenveld";31253;"17-02-2021";"02-03-2021";126;403.2;3;9.6;2;6.4
"Noordoostpolder";171;"Noordoostpolder";47291;"17-02-2021";"02-03-2021";53;112.1;0;0;0;0
"Noordwijk";575;"Noordwijk";43508;"17-02-2021";"02-03-2021";146;335.6;0;0;1;2.3
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23383;"17-02-2021";"02-03-2021";85;363.5;0;0;1;4.3
"Nunspeet";302;"Nunspeet";27851;"17-02-2021";"02-03-2021";70;251.3;0;0;0;0
"Oegstgeest";579;"Oegstgeest";24840;"17-02-2021";"02-03-2021";39;157;1;4;0;0
"Oirschot";823;"Oirschot";18714;"17-02-2021";"02-03-2021";144;769.5;0;0;0;0
"Oisterwijk";824;"Oisterwijk";32130;"17-02-2021";"02-03-2021";105;326.8;1;3.1;0;0
"Oldambt";1895;"Oldambt";38209;"17-02-2021";"02-03-2021";211;552.2;1;2.6;1;2.6
"Oldebroek";269;"Oldebroek";23646;"17-02-2021";"02-03-2021";75;317.2;0;0;0;0
"Oldenzaal";173;"Oldenzaal";31836;"17-02-2021";"02-03-2021";88;276.4;0;0;1;3.1
"Olst-Wijhe";1773;"Olst-Wijhe";18252;"17-02-2021";"02-03-2021";79;432.8;1;5.5;0;0
"Ommen";175;"Ommen";18009;"17-02-2021";"02-03-2021";56;311;0;0;0;0
"Oost Gelre";1586;"Oost Gelre";29627;"17-02-2021";"02-03-2021";87;293.7;0;0;0;0
"Oosterhout";826;"Oosterhout";55982;"17-02-2021";"02-03-2021";155;276.9;2;3.6;0;0
"Ooststellingwerf";85;"Ooststellingwerf";25469;"17-02-2021";"02-03-2021";73;286.6;0;0;0;0
"Oostzaan";431;"Oostzaan";9735;"17-02-2021";"02-03-2021";26;267.1;0;0;0;0
"Opmeer";432;"Opmeer";11836;"17-02-2021";"02-03-2021";77;650.6;0;0;1;8.4
"Opsterland";86;"Opsterland";29733;"17-02-2021";"02-03-2021";56;188.3;1;3.4;1;3.4
"Oss";828;"Oss";91915;"17-02-2021";"02-03-2021";446;485.2;2;2.2;1;1.1
"Oude IJsselstreek";1509;"Oude IJsselstreek";39388;"17-02-2021";"02-03-2021";109;276.7;0;0;0;0
"Ouder-Amstel";437;"Ouder-Amstel";14026;"17-02-2021";"02-03-2021";34;242.4;1;7.1;0;0
"Oudewater";589;"Oudewater";10230;"17-02-2021";"02-03-2021";47;459.4;0;0;0;0
"Overbetuwe";1734;"Overbetuwe";47906;"17-02-2021";"02-03-2021";105;219.2;1;2.1;1;2.1
"Papendrecht";590;"Papendrecht";32136;"17-02-2021";"02-03-2021";88;273.8;1;3.1;3;9.3
"Peel en Maas";1894;"Peel en Maas";43425;"17-02-2021";"02-03-2021";204;469.8;2;4.6;1;2.3
"Pekela";765;"Pekela";12196;"17-02-2021";"02-03-2021";67;549.4;1;8.2;1;8.2
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55308;"17-02-2021";"02-03-2021";102;184.4;0;0;1;1.8
"Purmerend";439;"Purmerend";81249;"17-02-2021";"02-03-2021";528;649.9;7;8.6;5;6.2
"Putten";273;"Putten";24112;"17-02-2021";"02-03-2021";51;211.5;0;0;0;0
"Raalte";177;"Raalte";37712;"17-02-2021";"02-03-2021";102;270.5;1;2.7;2;5.3
"Reimerswaal";703;"Reimerswaal";22730;"17-02-2021";"02-03-2021";62;272.8;1;4.4;1;4.4
"Renkum";274;"Renkum";31419;"17-02-2021";"02-03-2021";35;111.4;0;0;0;0
"Renswoude";339;"Renswoude";5444;"17-02-2021";"02-03-2021";19;349;0;0;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13112;"17-02-2021";"02-03-2021";26;198.3;0;0;0;0
"Rheden";275;"Rheden";43761;"17-02-2021";"02-03-2021";115;262.8;0;0;1;2.3
"Rhenen";340;"Rhenen";20119;"17-02-2021";"02-03-2021";109;541.8;0;0;0;0
"Ridderkerk";597;"Ridderkerk";46189;"17-02-2021";"02-03-2021";208;450.3;1;2.2;4;8.7
"Rijssen-Holten";1742;"Rijssen-Holten";38177;"17-02-2021";"02-03-2021";78;204.3;2;5.2;1;2.6
"Rijswijk";603;"Rijswijk";54450;"17-02-2021";"02-03-2021";112;205.7;1;1.8;0;0
"Roerdalen";1669;"Roerdalen";20574;"17-02-2021";"02-03-2021";94;456.9;1;4.9;3;14.6
"Roermond";957;"Roermond";58260;"17-02-2021";"02-03-2021";215;369;0;0;2;3.4
"Roosendaal";1674;"Roosendaal";77251;"17-02-2021";"02-03-2021";336;434.9;5;6.5;5;6.5
"Rotterdam";599;"Rotterdam";651157;"17-02-2021";"02-03-2021";1884;289.3;45;6.9;17;2.6
"Rozendaal";277;"Rozendaal";1704;"17-02-2021";"02-03-2021";0;0;0;0;0;0
"Rucphen";840;"Rucphen";22878;"17-02-2021";"02-03-2021";95;415.2;4;17.5;0;0
"Schagen";441;"Schagen";46483;"17-02-2021";"02-03-2021";211;453.9;0;0;2;4.3
"Scherpenzeel";279;"Scherpenzeel";9880;"17-02-2021";"02-03-2021";27;273.3;0;0;0;0
"Schiedam";606;"Schiedam";78730;"17-02-2021";"02-03-2021";304;386.1;15;19.1;4;5.1
"Schiermonnikoog";88;"Schiermonnikoog";947;"17-02-2021";"02-03-2021";25;2639.9;0;0;1;105.6
"Schouwen-Duiveland";1676;"Schouwen-Duiveland";33839;"17-02-2021";"02-03-2021";58;171.4;1;3;0;0
