"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Aa en Hunze";1680;"Aa en Hunze";25445;"07-04-2021";"20-04-2021";88;345.8;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31859;"07-04-2021";"20-04-2021";213;668.6;0;0;1;3.1
"Aalten";197;"Aalten";27121;"07-04-2021";"20-04-2021";175;645.3;1;3.7;2;7.4
"Achtkarspelen";59;"Achtkarspelen";27843;"07-04-2021";"20-04-2021";116;416.6;1;3.6;0;0
"Alblasserdam";482;"Alblasserdam";20165;"07-04-2021";"20-04-2021";187;927.3;0;0;0;0
"Albrandswaard";613;"Albrandswaard";25590;"07-04-2021";"20-04-2021";145;566.6;0;0;1;3.9
"Alkmaar";361;"Alkmaar";109436;"07-04-2021";"20-04-2021";471;430.4;0;0;0;0
"Almelo";141;"Almelo";73107;"07-04-2021";"20-04-2021";306;418.6;3;4.1;1;1.4
"Almere";34;"Almere";211893;"07-04-2021";"20-04-2021";913;430.9;8;3.8;1;0.5
"Alphen aan den Rijn";484;"Alphen aan den Rijn";111897;"07-04-2021";"20-04-2021";648;579.1;4;3.6;1;0.9
"Alphen-Chaam";1723;"Alphen-Chaam";10203;"07-04-2021";"20-04-2021";85;833.1;0;0;0;0
"Altena";1959;"Altena";55967;"07-04-2021";"20-04-2021";365;652.2;3;5.4;1;1.8
"Ameland";60;"Ameland";3716;"07-04-2021";"20-04-2021";14;376.7;2;53.8;0;0
"Amersfoort";307;"Amersfoort";157276;"07-04-2021";"20-04-2021";756;480.7;3;1.9;2;1.3
"Amstelveen";362;"Amstelveen";91675;"07-04-2021";"20-04-2021";428;466.9;1;1.1;0;0
"Amsterdam";363;"Amsterdam";872757;"07-04-2021";"20-04-2021";4060;465.2;52;6;12;1.4
"Apeldoorn";200;"Apeldoorn";163818;"07-04-2021";"20-04-2021";889;542.7;2;1.2;2;1.2
"Arnhem";202;"Arnhem";161348;"07-04-2021";"20-04-2021";714;442.5;2;1.2;1;0.6
"Assen";106;"Assen";68599;"07-04-2021";"20-04-2021";220;320.7;3;4.4;0;0
"Asten";743;"Asten";16721;"07-04-2021";"20-04-2021";108;645.9;0;0;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6859;"07-04-2021";"20-04-2021";33;481.1;0;0;0;0
"Baarn";308;"Baarn";24868;"07-04-2021";"20-04-2021";76;305.6;0;0;0;0
