"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Aa en Hunze";1680;"Aa en Hunze";25445;"26-05-2021";"08-06-2021";40;157.2;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31859;"26-05-2021";"08-06-2021";80;251.1;0;0;0;0
"Aalten";197;"Aalten";27121;"26-05-2021";"08-06-2021";25;92.2;1;3.7;1;3.7
"Achtkarspelen";59;"Achtkarspelen";27843;"26-05-2021";"08-06-2021";29;104.2;0;0;0;0
"Alblasserdam";482;"Alblasserdam";20165;"26-05-2021";"08-06-2021";30;148.8;0;0;0;0
"Albrandswaard";613;"Albrandswaard";25590;"26-05-2021";"08-06-2021";81;316.5;0;0;0;0
"Alkmaar";361;"Alkmaar";109436;"26-05-2021";"08-06-2021";96;87.7;2;1.8;0;0
"Almelo";141;"Almelo";73107;"26-05-2021";"08-06-2021";194;265.4;3;4.1;0;0
"Almere";34;"Almere";211893;"26-05-2021";"08-06-2021";209;98.6;2;0.9;0;0
"Alphen aan den Rijn";484;"Alphen aan den Rijn";111897;"26-05-2021";"08-06-2021";191;170.7;1;0.9;1;0.9
"Alphen-Chaam";1723;"Alphen-Chaam";10203;"26-05-2021";"08-06-2021";13;127.4;0;0;0;0
"Altena";1959;"Altena";55967;"26-05-2021";"08-06-2021";118;210.8;0;0;0;0
"Ameland";60;"Ameland";3716;"26-05-2021";"08-06-2021";13;349.8;0;0;0;0
"Amersfoort";307;"Amersfoort";157276;"26-05-2021";"08-06-2021";388;246.7;2;1.3;2;1.3
"Amstelveen";362;"Amstelveen";91675;"26-05-2021";"08-06-2021";141;153.8;2;2.2;0;0
"Amsterdam";363;"Amsterdam";872757;"26-05-2021";"08-06-2021";1456;166.8;11;1.3;12;1.4
"Apeldoorn";200;"Apeldoorn";163818;"26-05-2021";"08-06-2021";251;153.2;0;0;2;1.2
"Arnhem";202;"Arnhem";161348;"26-05-2021";"08-06-2021";317;196.5;4;2.5;1;0.6
"Assen";106;"Assen";68599;"26-05-2021";"08-06-2021";75;109.3;2;2.9;0;0
"Asten";743;"Asten";16721;"26-05-2021";"08-06-2021";19;113.6;0;0;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6859;"26-05-2021";"08-06-2021";11;160.4;0;0;0;0
"Baarn";308;"Baarn";24868;"26-05-2021";"08-06-2021";54;217.1;0;0;0;0
"Barendrecht";489;"Barendrecht";48714;"26-05-2021";"08-06-2021";93;190.9;1;2.1;0;0
"Barneveld";203;"Barneveld";59082;"26-05-2021";"08-06-2021";127;215;0;0;0;0
"Beek";888;"Beek";15865;"26-05-2021";"08-06-2021";54;340.4;0;0;0;0
"Beekdaelen";1954;"Beekdaelen";35938;"26-05-2021";"08-06-2021";69;192;1;2.8;0;0
"Beemster";370;"Beemster";10022;"26-05-2021";"08-06-2021";9;89.8;0;0;0;0
"Beesel";889;"Beesel";13482;"26-05-2021";"08-06-2021";25;185.4;0;0;1;7.4
"Berg en Dal";1945;"Berg en Dal";34992;"26-05-2021";"08-06-2021";90;257.2;0;0;0;0
"Bergeijk";1724;"Bergeijk";18635;"26-05-2021";"08-06-2021";37;198.6;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13085;"26-05-2021";"08-06-2021";58;443.3;0;0;1;7.6
"Bergen (NH.)";373;"Bergen (NH.)";29839;"26-05-2021";"08-06-2021";47;157.5;0;0;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67496;"26-05-2021";"08-06-2021";96;142.2;1;1.5;0;0
"Berkelland";1859;"Berkelland";43747;"26-05-2021";"08-06-2021";86;196.6;1;2.3;0;0
"Bernheze";1721;"Bernheze";31240;"26-05-2021";"08-06-2021";89;284.9;0;0;0;0
"Best";753;"Best";29988;"26-05-2021";"08-06-2021";84;280.1;0;0;0;0
"Beuningen";209;"Beuningen";25890;"26-05-2021";"08-06-2021";40;154.5;0;0;0;0
"Beverwijk";375;"Beverwijk";41626;"26-05-2021";"08-06-2021";62;148.9;0;0;0;0
"Bladel";1728;"Bladel";20390;"26-05-2021";"08-06-2021";54;264.8;0;0;0;0
