"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Winterswijk";29185;"28-09-2022";"11-10-2022";39;133,6;1;3,4;0;0
"Woensdrecht";22112;"28-09-2022";"11-10-2022";42;189,9;2;9;0;0
"Woerden";52882;"28-09-2022";"11-10-2022";123;232,6;6;11,3;1;1,9
"Wormerland";16381;"28-09-2022";"11-10-2022";34;207,6;1;6,1;0;0
"Woudenberg";13873;"28-09-2022";"11-10-2022";22;158,6;1;7,2;0;0
"Zaanstad";157166;"28-09-2022";"11-10-2022";298;189,6;12;7,6;0;0
"Zaltbommel";29957;"28-09-2022";"11-10-2022";48;160,2;3;10;0;0
"Zandvoort";17107;"28-09-2022";"11-10-2022";39;228;5;29,2;0;0
"Zeewolde";23348;"28-09-2022";"11-10-2022";30;128,5;1;4,3;0;0
"Zeist";65987;"28-09-2022";"11-10-2022";164;248,5;8;12,1;0;0
"Zevenaar";44645;"28-09-2022";"11-10-2022";115;257,6;4;9;0;0
"Zoetermeer";125767;"28-09-2022";"11-10-2022";307;244,1;8;6,4;0;0
"Zoeterwoude";9302;"28-09-2022";"11-10-2022";27;290,3;0;0;0;0
"Zuidplas";45794;"28-09-2022";"11-10-2022";106;231,5;2;4,4;0;0
"Zundert";22260;"28-09-2022";"11-10-2022";48;215,6;0;0;0;0
"Zutphen";48330;"28-09-2022";"11-10-2022";129;266,9;5;10,3;0;0
"Zwartewaterland";23012;"28-09-2022";"11-10-2022";41;178,2;3;13;0;0
"Zwijndrecht";44789;"28-09-2022";"11-10-2022";102;227,7;1;2,2;0;0
"Zwolle";130668;"28-09-2022";"11-10-2022";481;368,1;11;8,4;1;0,8
