"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Woerden";52882;"14-12-2022";"27-12-2022";24;45,4;3;5,7;0;0
"Wormerland";16381;"14-12-2022";"27-12-2022";5;30,5;0;0;0;0
"Woudenberg";13873;"14-12-2022";"27-12-2022";21;151,4;0;0;0;0
"Zaanstad";157166;"14-12-2022";"27-12-2022";68;43,3;6;3,8;0;0
"Zaltbommel";29957;"14-12-2022";"27-12-2022";20;66,8;2;6,7;0;0
"Zandvoort";17107;"14-12-2022";"27-12-2022";18;105,2;0;0;0;0
"Zeewolde";23348;"14-12-2022";"27-12-2022";8;34,3;1;4,3;0;0
"Zeist";65987;"14-12-2022";"27-12-2022";67;101,5;5;7,6;0;0
"Zevenaar";44645;"14-12-2022";"27-12-2022";19;42,6;0;0;0;0
"Zoetermeer";125767;"14-12-2022";"27-12-2022";70;55,7;6;4,8;0;0
"Zoeterwoude";9302;"14-12-2022";"27-12-2022";8;86;0;0;0;0
"Zuidplas";45794;"14-12-2022";"27-12-2022";20;43,7;3;6,6;0;0
"Zundert";22260;"14-12-2022";"27-12-2022";8;35,9;1;4,5;0;0
"Zutphen";48330;"14-12-2022";"27-12-2022";29;60;3;6,2;0;0
"Zwartewaterland";23012;"14-12-2022";"27-12-2022";22;95,6;5;21,7;0;0
"Zwijndrecht";44789;"14-12-2022";"27-12-2022";21;46,9;1;2,2;0;0
"Zwolle";130668;"14-12-2022";"27-12-2022";123;94,1;15;11,5;0;0
