"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Aa en Hunze";1680;"Aa en Hunze";25445;"06-01-2021";"19-01-2021";89;349.8;1;3.9;5;19.7
"Aalsmeer";358;"Aalsmeer";31859;"06-01-2021";"19-01-2021";98;307.6;2;6.3;0;0
"Aalten";197;"Aalten";27121;"06-01-2021";"19-01-2021";136;501.5;1;3.7;3;11.1
"Achtkarspelen";59;"Achtkarspelen";27843;"06-01-2021";"19-01-2021";286;1027.2;2;7.2;4;14.4
"Alblasserdam";482;"Alblasserdam";20165;"06-01-2021";"19-01-2021";115;570.3;0;0;0;0
"Albrandswaard";613;"Albrandswaard";25590;"06-01-2021";"19-01-2021";95;371.2;0;0;1;3.9
"Alkmaar";361;"Alkmaar";109436;"06-01-2021";"19-01-2021";392;358.2;1;0.9;1;0.9
"Almelo";141;"Almelo";73107;"06-01-2021";"19-01-2021";337;461;5;6.8;5;6.8
"Almere";34;"Almere";211893;"06-01-2021";"19-01-2021";1004;473.8;4;1.9;6;2.8
"Alphen aan den Rijn";484;"Alphen aan den Rijn";111897;"06-01-2021";"19-01-2021";404;361;3;2.7;8;7.1
"Alphen-Chaam";1723;"Alphen-Chaam";10203;"06-01-2021";"19-01-2021";15;147;0;0;0;0
"Altena";1959;"Altena";55967;"06-01-2021";"19-01-2021";405;723.6;3;5.4;1;1.8
"Ameland";60;"Ameland";3716;"06-01-2021";"19-01-2021";8;215.3;0;0;0;0
"Amersfoort";307;"Amersfoort";157276;"06-01-2021";"19-01-2021";594;377.7;2;1.3;5;3.2
"Amstelveen";362;"Amstelveen";91675;"06-01-2021";"19-01-2021";306;333.8;2;2.2;1;1.1
"Amsterdam";363;"Amsterdam";872757;"06-01-2021";"19-01-2021";3364;385.4;42;4.8;34;3.9
"Apeldoorn";200;"Apeldoorn";163818;"06-01-2021";"19-01-2021";564;344.3;2;1.2;21;12.8
"Arnhem";202;"Arnhem";161348;"06-01-2021";"19-01-2021";686;425.2;6;3.7;12;7.4
"Assen";106;"Assen";68599;"06-01-2021";"19-01-2021";175;255.1;1;1.5;2;2.9
"Asten";743;"Asten";16721;"06-01-2021";"19-01-2021";74;442.6;0;0;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6859;"06-01-2021";"19-01-2021";21;306.2;0;0;0;0
"Baarn";308;"Baarn";24868;"06-01-2021";"19-01-2021";82;329.7;0;0;1;4
"Barendrecht";489;"Barendrecht";48714;"06-01-2021";"19-01-2021";148;303.8;0;0;1;2.1
"Barneveld";203;"Barneveld";59082;"06-01-2021";"19-01-2021";721;1220.3;2;3.4;10;16.9
"Beek";888;"Beek";15865;"06-01-2021";"19-01-2021";89;561;2;12.6;0;0
"Beekdaelen";1954;"Beekdaelen";35938;"06-01-2021";"19-01-2021";191;531.5;3;8.3;2;5.6
"Beemster";370;"Beemster";10022;"06-01-2021";"19-01-2021";48;478.9;1;10;0;0
"Beesel";889;"Beesel";13482;"06-01-2021";"19-01-2021";72;534;0;0;0;0
"Berg en Dal";1945;"Berg en Dal";34992;"06-01-2021";"19-01-2021";173;494.4;0;0;1;2.9
"Bergeijk";1724;"Bergeijk";18635;"06-01-2021";"19-01-2021";136;729.8;1;5.4;0;0
"Bergen (L.)";893;"Bergen (L.)";13085;"06-01-2021";"19-01-2021";188;1436.8;2;15.3;2;15.3
"Bergen (NH.)";373;"Bergen (NH.)";29839;"06-01-2021";"19-01-2021";66;221.2;0;0;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67496;"06-01-2021";"19-01-2021";139;205.9;3;4.4;1;1.5
"Berkelland";1859;"Berkelland";43747;"06-01-2021";"19-01-2021";293;669.8;1;2.3;2;4.6
"Bernheze";1721;"Bernheze";31240;"06-01-2021";"19-01-2021";182;582.6;1;3.2;0;0
