"Gemeente";"Inwoners";"Van";"Tot";"Zkh opname";"Zkh opname per 100.000";"Aantal x100 miljard"
"Beekdaelen";35922;"2023-05-29";"2023-06-04";0;0;87,79
"Beesel";13408;"2023-05-29";"2023-06-04";0;0;93,53
"Berg en Dal";34951;"2023-05-29";"2023-06-04";0;0;113,11
"Bergeijk";18879;"2023-05-29";"2023-06-04";0;0;94,01
"Bergen (L.)";13106;"2023-05-29";"2023-06-04";0;0;17,99
"Bergen (NH.)";29723;"2023-05-29";"2023-06-04";0;0;
"Bergen op Zoom";67894;"2023-05-29";"2023-06-04";0;0;34,79
"Berkelland";43850;"2023-05-29";"2023-06-04";0;0;49,08
"Bernheze";31715;"2023-05-29";"2023-06-04";0;0;91,82
"Best";30608;"2023-05-29";"2023-06-04";0;0;50,76
"Beuningen";26235;"2023-05-29";"2023-06-04";0;0;190,48
"Beverwijk";42084;"2023-05-29";"2023-06-04";0;0;
"Bladel";20718;"2023-05-29";"2023-06-04";0;0;
"Blaricum";12359;"2023-05-29";"2023-06-04";0;0;
"Bloemendaal";23732;"2023-05-29";"2023-06-04";0;0;
"Bodegraven-Reeuwijk";35752;"2023-05-29";"2023-06-04";0;0;102,59
"Boekel";11030;"2023-05-29";"2023-06-04";1;9,1;183,48
"Borger-Odoorn";25681;"2023-05-29";"2023-06-04";0;0;79,58
"Borne";24007;"2023-05-29";"2023-06-04";0;0;12,64
"Borsele";22847;"2023-05-29";"2023-06-04";0;0;393,35
"Boxtel";33129;"2023-05-29";"2023-06-04";0;0;19,85
"Breda";184702;"2023-05-29";"2023-06-04";1;0,5;26,37
"Bronckhorst";36077;"2023-05-29";"2023-06-04";0;0;64,67
"Brummen";20890;"2023-05-29";"2023-06-04";1;4,8;232,87
"Brunssum";27674;"2023-05-29";"2023-06-04";0;0;202,66
"Bunnik";15590;"2023-05-29";"2023-06-04";0;0;5,32
"Bunschoten";22325;"2023-05-29";"2023-06-04";0;0;65,64
"Buren";27155;"2023-05-29";"2023-06-04";0;0;69,33
"Capelle aan den IJssel";67188;"2023-05-29";"2023-06-04";1;1,5;218,55
"Castricum";36263;"2023-05-29";"2023-06-04";0;0;
"Coevorden";35517;"2023-05-29";"2023-06-04";0;0;31,65
"Cranendonck";20669;"2023-05-29";"2023-06-04";0;0;28,48
"Culemborg";29397;"2023-05-29";"2023-06-04";0;0;0
"Dalfsen";29162;"2023-05-29";"2023-06-04";0;0;43,21
"Dantumadiel";18957;"2023-05-29";"2023-06-04";0;0;50,63
"De Bilt";43508;"2023-05-29";"2023-06-04";0;0;26,68
"De Fryske Marren";51597;"2023-05-29";"2023-06-04";0;0;100,2
"De Ronde Venen";44955;"2023-05-29";"2023-06-04";0;0;
"De Wolden";24511;"2023-05-29";"2023-06-04";0;0;45,58
"Delft";104572;"2023-05-29";"2023-06-04";0;0;135,85
"Den Helder";56334;"2023-05-29";"2023-06-04";0;0;
"Deurne";32606;"2023-05-29";"2023-06-04";1;3,1;89,33
"Deventer";101446;"2023-05-29";"2023-06-04";0;0;36,81
"Diemen";31822;"2023-05-29";"2023-06-04";0;0;27,96
"Dijk en Waard";87695;"2023-05-29";"2023-06-04";0;0;
"Dinkelland";26594;"2023-05-29";"2023-06-04";0;0;14,21
"Doesburg";11036;"2023-05-29";"2023-06-04";0;0;66,29
"Doetinchem";58546;"2023-05-29";"2023-06-04";1;1,7;61,87
"Dongen";26483;"2023-05-29";"2023-06-04";0;0;141,42
"Dordrecht";119537;"2023-05-29";"2023-06-04";0;0;89,7
"Drechterland";19983;"2023-05-29";"2023-06-04";0;0;
"Drimmelen";27476;"2023-05-29";"2023-06-04";0;0;43,08
"Dronten";42865;"2023-05-29";"2023-06-04";0;0;232,23
"Druten";19178;"2023-05-29";"2023-06-04";0;0;83,88
"Duiven";24946;"2023-05-29";"2023-06-04";1;4;148,9
"Echt-Susteren";31731;"2023-05-29";"2023-06-04";0;0;254,92
"Edam-Volendam";36471;"2023-05-29";"2023-06-04";0;0;
"Ede";119986;"2023-05-29";"2023-06-04";0;0;26,91
"Eemnes";9450;"2023-05-29";"2023-06-04";0;0;
"Eemsdelta";45389;"2023-05-29";"2023-06-04";0;0;120,42
"Eersel";19823;"2023-05-29";"2023-06-04";0;0;94,13
"Eijsden-Margraten";25857;"2023-05-29";"2023-06-04";0;0;53,42
"Eindhoven";238326;"2023-05-29";"2023-06-04";0;0;94,01
"Elburg";23740;"2023-05-29";"2023-06-04";0;0;101,87
"Emmen";107856;"2023-05-29";"2023-06-04";1;0,9;54,03
"Enkhuizen";18620;"2023-05-29";"2023-06-04";0;0;
"Enschede";160640;"2023-05-29";"2023-06-04";0;0;103,22
"Epe";33257;"2023-05-29";"2023-06-04";1;3;175,81
"Ermelo";27258;"2023-05-29";"2023-06-04";0;0;63,79
"Etten-Leur";44152;"2023-05-29";"2023-06-04";0;0;26,26
"Geertruidenberg";21944;"2023-05-29";"2023-06-04";2;9,1;29,71
"Geldrop-Mierlo";40131;"2023-05-29";"2023-06-04";2;5;94,02
"Gemert-Bakel";31040;"2023-05-29";"2023-06-04";0;0;97,21
"Gennep";17237;"2023-05-29";"2023-06-04";0;0;14,66
"Gilze en Rijen";26557;"2023-05-29";"2023-06-04";0;0;122,78
"Goeree-Overflakkee";51051;"2023-05-29";"2023-06-04";1;2;169,88
"Goes";38950;"2023-05-29";"2023-06-04";0;0;393,35
"Goirle";23979;"2023-05-29";"2023-06-04";0;0;112,03
"Gooise Meren";58846;"2023-05-29";"2023-06-04";0;0;27,96
"Gorinchem";37632;"2023-05-29";"2023-06-04";0;0;69,52
"Gouda";74095;"2023-05-29";"2023-06-04";1;1,3;154,58
"Groningen";234950;"2023-05-29";"2023-06-04";1;0,4;82,43
"Gulpen-Wittem";14178;"2023-05-29";"2023-06-04";0;0;84,54
"Haaksbergen";24268;"2023-05-29";"2023-06-04";0;0;58,02
"Haarlem";162898;"2023-05-29";"2023-06-04";0;0;
"Haarlemmermeer";159336;"2023-05-29";"2023-06-04";0;0;44,66
"Halderberge";30770;"2023-05-29";"2023-06-04";0;0;22,01
"Hardenberg";61798;"2023-05-29";"2023-06-04";0;0;43,31
"Harderwijk";48857;"2023-05-29";"2023-06-04";0;0;63,81
"Hardinxveld-Giessendam";18511;"2023-05-29";"2023-06-04";0;0;75,58
"Harlingen";15904;"2023-05-29";"2023-06-04";0;0;322,22
"Hattem";12307;"2023-05-29";"2023-06-04";1;8,1;72,06
"Heemskerk";39189;"2023-05-29";"2023-06-04";0;0;
"Heemstede";27557;"2023-05-29";"2023-06-04";0;0;
"Heerde";18976;"2023-05-29";"2023-06-04";0;0;29,96
"Heerenveen";51119;"2023-05-29";"2023-06-04";0;0;91,81
"Heerlen";86845;"2023-05-29";"2023-06-04";0;0;35,18
"Heeze-Leende";16470;"2023-05-29";"2023-06-04";0;0;93,85
"Heiloo";24417;"2023-05-29";"2023-06-04";0;0;
"Hellendoorn";35940;"2023-05-29";"2023-06-04";0;0;28,01
"Helmond";93476;"2023-05-29";"2023-06-04";4;4,3;97,14
"Hendrik-Ido-Ambacht";31663;"2023-05-29";"2023-06-04";0;0;167,54
"Hengelo";81476;"2023-05-29";"2023-06-04";0;0;12,64
"Het Hogeland";48022;"2023-05-29";"2023-06-04";0;0;81,42
"Heumen";17175;"2023-05-29";"2023-06-04";0;0;150,76
"Heusden";45557;"2023-05-29";"2023-06-04";0;0;10,92
"Hillegom";22312;"2023-05-29";"2023-06-04";0;0;
"Hilvarenbeek";15810;"2023-05-29";"2023-06-04";0;0;118,52
"Hilversum";91733;"2023-05-29";"2023-06-04";0;0;
"Hoeksche Waard";88715;"2023-05-29";"2023-06-04";0;0;133,54
"Hof van Twente";35056;"2023-05-29";"2023-06-04";0;0;43,03
"Hollands Kroon";48778;"2023-05-29";"2023-06-04";0;0;
"Hoogeveen";55857;"2023-05-29";"2023-06-04";1;1,8;49,8
"Hoorn";74298;"2023-05-29";"2023-06-04";0;0;
"Horst aan de Maas";43039;"2023-05-29";"2023-06-04";0;0;83,55
"Houten";50323;"2023-05-29";"2023-06-04";0;0;131,9
"Huizen";40938;"2023-05-29";"2023-06-04";0;0;
"Hulst";27533;"2023-05-29";"2023-06-04";0;0;41,3
"IJsselstein";33429;"2023-05-29";"2023-06-04";0;0;
"Kaag en Braassem";27895;"2023-05-29";"2023-06-04";0;0;213,98
"Kampen";54791;"2023-05-29";"2023-06-04";1;1,8;20,81
"Kapelle";13020;"2023-05-29";"2023-06-04";0;0;393,35
"Katwijk";66032;"2023-05-29";"2023-06-04";1;1,5;
"Kerkrade";45324;"2023-05-29";"2023-06-04";0;0;85,06
"Koggenland";23048;"2023-05-29";"2023-06-04";0;0;
"Krimpen aan den IJssel";29415;"2023-05-29";"2023-06-04";0;0;183,88
"Krimpenerwaard";57062;"2023-05-29";"2023-06-04";0;0;262,23
"Laarbeek";22943;"2023-05-29";"2023-06-04";2;8,7;97,14
"Land van Cuijk";90707;"2023-05-29";"2023-06-04";0;0;192,85
"Landgraaf";37023;"2023-05-29";"2023-06-04";0;0;32,45
"Landsmeer";11560;"2023-05-29";"2023-06-04";0;0;
"Lansingerland";64110;"2023-05-29";"2023-06-04";0;0;215,95
"Laren";11528;"2023-05-29";"2023-06-04";0;0;
"Leeuwarden";125504;"2023-05-29";"2023-06-04";1;0,8;94,39
"Leiden";125074;"2023-05-29";"2023-06-04";0;0;
"Leiderdorp";27464;"2023-05-29";"2023-06-04";0;0;
"Leidschendam-Voorburg";76659;"2023-05-29";"2023-06-04";1;1,3;135,85
"Lelystad";81214;"2023-05-29";"2023-06-04";0;0;289,17
"Leudal";35928;"2023-05-29";"2023-06-04";0;0;49,53
"Leusden";30713;"2023-05-29";"2023-06-04";0;0;65,56
"Lingewaard";46963;"2023-05-29";"2023-06-04";0;0;58,51
"Lisse";23015;"2023-05-29";"2023-06-04";0;0;123,67
"Lochem";34069;"2023-05-29";"2023-06-04";0;0;81
"Loon op Zand";23768;"2023-05-29";"2023-06-04";0;0;427,87
"Lopik";14512;"2023-05-29";"2023-06-04";0;0;
"Losser";23084;"2023-05-29";"2023-06-04";0;0;62,31
"Maasdriel";25504;"2023-05-29";"2023-06-04";0;0;66,35
"Maasgouw";24028;"2023-05-29";"2023-06-04";0;0;54,57
"Maashorst";58362;"2023-05-29";"2023-06-04";0;0;164,01
"Maassluis";34148;"2023-05-29";"2023-06-04";0;0;78,84
"Maastricht";121151;"2023-05-29";"2023-06-04";0;0;38,58
"Medemblik";45464;"2023-05-29";"2023-06-04";0;0;
"Meerssen";18581;"2023-05-29";"2023-06-04";0;0;26,66
"Meierijstad";82613;"2023-05-29";"2023-06-04";1;1,2;153,28
"Meppel";34761;"2023-05-29";"2023-06-04";0;0;222,13
"Middelburg";49199;"2023-05-29";"2023-06-04";1;2;83,11
"Midden-Delfland";19484;"2023-05-29";"2023-06-04";0;0;116,42
"Midden-Drenthe";33689;"2023-05-29";"2023-06-04";0;0;29,5
"Midden-Groningen";60898;"2023-05-29";"2023-06-04";0;0;87,9
"Moerdijk";37313;"2023-05-29";"2023-06-04";0;0;22,23
"Molenlanden";44644;"2023-05-29";"2023-06-04";0;0;107,46
"Montferland";36359;"2023-05-29";"2023-06-04";1;2,8;103,64
"Montfoort";13818;"2023-05-29";"2023-06-04";0;0;
"Mook en Middelaar";7989;"2023-05-29";"2023-06-04";0;0;14,66
"Neder-Betuwe";25032;"2023-05-29";"2023-06-04";1;4;76,81
"Nederweert";17323;"2023-05-29";"2023-06-04";0;0;73,34
"Nieuwegein";64554;"2023-05-29";"2023-06-04";0;0;131,91
"Nieuwkoop";29304;"2023-05-29";"2023-06-04";0;0;161,01
"Nijkerk";44311;"2023-05-29";"2023-06-04";0;0;24,43
"Nijmegen";179100;"2023-05-29";"2023-06-04";1;0,6;179,47
"Nissewaard";86332;"2023-05-29";"2023-06-04";0;0;428,84
"Noardeast-Fryslân";45593;"2023-05-29";"2023-06-04";0;0;51,98
"Noord-Beveland";7668;"2023-05-29";"2023-06-04";0;0;440,52
"Noordenveld";31238;"2023-05-29";"2023-06-04";1;3,2;90,05
"Noordoostpolder";48048;"2023-05-29";"2023-06-04";1;2,1;63,79
"Noordwijk";44365;"2023-05-29";"2023-06-04";1;2,3;
"Nuenen, Gerwen en Nederwetten";23826;"2023-05-29";"2023-06-04";0;0;94,01
"Nunspeet";28223;"2023-05-29";"2023-06-04";0;0;101,92
"Oegstgeest";25499;"2023-05-29";"2023-06-04";0;0;
"Oirschot";19061;"2023-05-29";"2023-06-04";0;0;70,59
"Oisterwijk";32503;"2023-05-29";"2023-06-04";0;0;21,07
"Oldambt";38521;"2023-05-29";"2023-06-04";0;0;113,23
"Oldebroek";23930;"2023-05-29";"2023-06-04";1;4,2;72,1
"Oldenzaal";31741;"2023-05-29";"2023-06-04";0;0;40,19
"Olst-Wijhe";18496;"2023-05-29";"2023-06-04";0;0;66,68
"Ommen";18457;"2023-05-29";"2023-06-04";0;0;138,49
"Oost Gelre";29603;"2023-05-29";"2023-06-04";0;0;115,58
"Oosterhout";56535;"2023-05-29";"2023-06-04";0;0;29,65
"Ooststellingwerf";25680;"2023-05-29";"2023-06-04";0;0;55,35
"Oostzaan";9639;"2023-05-29";"2023-06-04";0;0;
"Opmeer";12074;"2023-05-29";"2023-06-04";0;0;
"Opsterland";29791;"2023-05-29";"2023-06-04";0;0;5,56
"Oss";93307;"2023-05-29";"2023-06-04";0;0;28
"Oude IJsselstreek";39387;"2023-05-29";"2023-06-04";1;2,5;61,65
"Ouder-Amstel";14212;"2023-05-29";"2023-06-04";0;0;251,42
"Oudewater";10159;"2023-05-29";"2023-06-04";0;0;
"Overbetuwe";48266;"2023-05-29";"2023-06-04";0;0;84,51
"Papendrecht";32208;"2023-05-29";"2023-06-04";0;0;
"Peel en Maas";44278;"2023-05-29";"2023-06-04";0;0;108,12
"Pekela";12196;"2023-05-29";"2023-06-04";0;0;75,23
"Pijnacker-Nootdorp";56572;"2023-05-29";"2023-06-04";0;0;135,85
"Purmerend";92240;"2023-05-29";"2023-06-04";1;1,1;
"Putten";24598;"2023-05-29";"2023-06-04";0;0;63,79
"Raalte";38140;"2023-05-29";"2023-06-04";0;0;32,52
"Reimerswaal";22920;"2023-05-29";"2023-06-04";0;0;58,77
"Renkum";31358;"2023-05-29";"2023-06-04";0;0;148,9
"Renswoude";5651;"2023-05-29";"2023-06-04";0;0;942,79
"Reusel-De Mierden";13271;"2023-05-29";"2023-06-04";0;0;
"Rheden";43435;"2023-05-29";"2023-06-04";0;0;100,87
"Rhenen";20265;"2023-05-29";"2023-06-04";0;0;268,92
"Ridderkerk";47099;"2023-05-29";"2023-06-04";0;0;226,85
"Rijssen-Holten";38231;"2023-05-29";"2023-06-04";0;0;30,87
"Rijswijk";56941;"2023-05-29";"2023-06-04";0;0;135,85
"Roerdalen";20558;"2023-05-29";"2023-06-04";0;0;61,49
"Roermond";59184;"2023-05-29";"2023-06-04";0;0;61,49
"Roosendaal";77244;"2023-05-29";"2023-06-04";0;0;22,01
"Rotterdam";655468;"2023-05-29";"2023-06-04";1;0,2;193,79
"Rozendaal";1756;"2023-05-29";"2023-06-04";0;0;148,9
"Rucphen";23326;"2023-05-29";"2023-06-04";0;0;22,03
"Schagen";46833;"2023-05-29";"2023-06-04";1;2,1;
"Scherpenzeel";10317;"2023-05-29";"2023-06-04";0;0;38,9
"Schiedam";79644;"2023-05-29";"2023-06-04";0;0;78,84
"Schiermonnikoog";944;"2023-05-29";"2023-06-04";0;0;
"Schouwen-Duiveland";34152;"2023-05-29";"2023-06-04";0;0;131,21
"Simpelveld";10425;"2023-05-29";"2023-06-04";0;0;56,76
"Sint-Michielsgestel";29731;"2023-05-29";"2023-06-04";0;0;48,66
"Sittard-Geleen";91719;"2023-05-29";"2023-06-04";0;0;190,76
"Sliedrecht";25897;"2023-05-29";"2023-06-04";0;0;46,24
"Sluis";23141;"2023-05-29";"2023-06-04";0;0;46,38
"Smallingerland";55895;"2023-05-29";"2023-06-04";0;0;49,85
"Soest";47113;"2023-05-29";"2023-06-04";0;0;138,33
"Someren";19701;"2023-05-29";"2023-06-04";0;0;64,01
"Son en Breugel";17775;"2023-05-29";"2023-06-04";0;0;92,04
"Stadskanaal";31851;"2023-05-29";"2023-06-04";1;3,1;41,23
"Staphorst";17282;"2023-05-29";"2023-06-04";0;0;46,29
"Stede Broec";21947;"2023-05-29";"2023-06-04";0;0;
"Steenbergen";24333;"2023-05-29";"2023-06-04";0;0;21,62
"Steenwijkerland";44741;"2023-05-29";"2023-06-04";0;0;197,05
"Stein";24803;"2023-05-29";"2023-06-04";0;0;400,63
"Stichtse Vecht";65240;"2023-05-29";"2023-06-04";0;0;27,96
"Súdwest-Fryslân";90300;"2023-05-29";"2023-06-04";0;0;123,7
"Terneuzen";54501;"2023-05-29";"2023-06-04";0;0;60,19
"Terschelling";4960;"2023-05-29";"2023-06-04";0;0;711,76
"Texel";13687;"2023-05-29";"2023-06-04";0;0;
"Teylingen";37942;"2023-05-29";"2023-06-04";0;0;271,32
"Tholen";26401;"2023-05-29";"2023-06-04";1;3,8;447,54
"Tiel";42277;"2023-05-29";"2023-06-04";1;2,4;79,22
"Tilburg";224459;"2023-05-29";"2023-06-04";0;0;107,82
"Tubbergen";21364;"2023-05-29";"2023-06-04";0;0;35,17
"Twenterand";33718;"2023-05-29";"2023-06-04";0;0;29,36
"Tynaarlo";34221;"2023-05-29";"2023-06-04";0;0;80,91
"Tytsjerksteradiel";32282;"2023-05-29";"2023-06-04";0;0;97,8
"Uitgeest";13563;"2023-05-29";"2023-06-04";0;0;
"Uithoorn";31018;"2023-05-29";"2023-06-04";0;0;876,31
"Urk";21468;"2023-05-29";"2023-06-04";0;0;63,79
"Utrecht";361699;"2023-05-29";"2023-06-04";1;0,3;
"Utrechtse Heuvelrug";49981;"2023-05-29";"2023-06-04";1;2;237,62
"Vaals";10135;"2023-05-29";"2023-06-04";0;0;85,62
"Valkenburg aan de Geul";16167;"2023-05-29";"2023-06-04";0;0;26,97
"Valkenswaard";31236;"2023-05-29";"2023-06-04";0;0;94,01
"Veendam";27466;"2023-05-29";"2023-06-04";0;0;118,3
"Veenendaal";67671;"2023-05-29";"2023-06-04";0;0;942,79
"Veere";21850;"2023-05-29";"2023-06-04";0;0;83,11
"Veldhoven";45822;"2023-05-29";"2023-06-04";1;2,2;94,01
"Velsen";68482;"2023-05-29";"2023-06-04";0;0;
"Venlo";102136;"2023-05-29";"2023-06-04";0;0;93,53
"Venray";43964;"2023-05-29";"2023-06-04";0;0;25,58
"Vijfheerenlanden";58788;"2023-05-29";"2023-06-04";0;0;153,91
"Vlaardingen";74143;"2023-05-29";"2023-06-04";0;0;78,84
"Vlieland";1195;"2023-05-29";"2023-06-04";0;0;912,78
"Vlissingen";44585;"2023-05-29";"2023-06-04";0;0;83,11
"Voerendaal";12426;"2023-05-29";"2023-06-04";0;0;32,81
"Voorne aan Zee";73238;"2023-05-29";"2023-06-04";0;0;425,54
"Voorschoten";25627;"2023-05-29";"2023-06-04";1;3,9;
"Voorst";24994;"2023-05-29";"2023-06-04";1;4;17,46
"Vught";31783;"2023-05-29";"2023-06-04";0;0;12,53
"Waadhoeke";46309;"2023-05-29";"2023-06-04";0;0;97,27
"Waalre";17626;"2023-05-29";"2023-06-04";0;0;94,01
"Waalwijk";49342;"2023-05-29";"2023-06-04";0;0;172,91
"Waddinxveen";31342;"2023-05-29";"2023-06-04";0;0;154,58
"Wageningen";39939;"2023-05-29";"2023-06-04";0;0;51,4
"Wassenaar";27115;"2023-05-29";"2023-06-04";0;0;135,85
"Waterland";17343;"2023-05-29";"2023-06-04";0;0;
"Weert";50346;"2023-05-29";"2023-06-04";0;0;74,13
"West Betuwe";51971;"2023-05-29";"2023-06-04";0;0;81,59
"West Maas en Waal";19675;"2023-05-29";"2023-06-04";0;0;95,2
"Westerkwartier";64306;"2023-05-29";"2023-06-04";0;0;97,46
"Westerveld";19854;"2023-05-29";"2023-06-04";0;0;
"Westervoort";14944;"2023-05-29";"2023-06-04";0;0;148,9
"Westerwolde";26571;"2023-05-29";"2023-06-04";0;0;227,45
"Westland";112448;"2023-05-29";"2023-06-04";2;1,8;122,79
"Weststellingwerf";26278;"2023-05-29";"2023-06-04";0;0;56,51
"Wierden";24643;"2023-05-29";"2023-06-04";0;0;31,18
"Wijchen";41344;"2023-05-29";"2023-06-04";1;2,4;176,62
"Wijdemeren";24494;"2023-05-29";"2023-06-04";0;0;
"Wijk bij Duurstede";23921;"2023-05-29";"2023-06-04";1;4,2;116,57
"Winterswijk";29185;"2023-05-29";"2023-06-04";0;0;105,47
"Woensdrecht";22112;"2023-05-29";"2023-06-04";0;0;20,38
"Woerden";52882;"2023-05-29";"2023-06-04";0;0;102,59
"Wormerland";16381;"2023-05-29";"2023-06-04";0;0;
"Woudenberg";13873;"2023-05-29";"2023-06-04";0;0;40,38
"Zaanstad";157166;"2023-05-29";"2023-06-04";0;0;
"Zaltbommel";29957;"2023-05-29";"2023-06-04";0;0;66,35
"Zandvoort";17107;"2023-05-29";"2023-06-04";0;0;
"Zeewolde";23348;"2023-05-29";"2023-06-04";0;0;385,36
"Zeist";65987;"2023-05-29";"2023-06-04";0;0;35,18
"Zevenaar";44645;"2023-05-29";"2023-06-04";0;0;146,41
"Zoetermeer";125767;"2023-05-29";"2023-06-04";0;0;135,85
"Zoeterwoude";9302;"2023-05-29";"2023-06-04";0;0;135,85
"Zuidplas";45794;"2023-05-29";"2023-06-04";0;0;152,62
"Zundert";22260;"2023-05-29";"2023-06-04";0;0;26,31
"Zutphen";48330;"2023-05-29";"2023-06-04";1;2,1;91,03
"Zwartewaterland";23012;"2023-05-29";"2023-06-04";0;0;33,96
"Zwijndrecht";44789;"2023-05-29";"2023-06-04";0;0;167,58
"Zwolle";130668;"2023-05-29";"2023-06-04";0;0;49,53
