"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage";518;"'s-Gravenhage";548320;"22-09-2021";"05-10-2021";1058;193;11;2;1;0.2
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155490;"22-09-2021";"05-10-2021";151;97.1;2;1.3;0;0
"Aa en Hunze";1680;"Aa en Hunze";25399;"22-09-2021";"05-10-2021";6;23.6;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31991;"22-09-2021";"05-10-2021";27;84.4;1;3.1;0;0
"Aalten";197;"Aalten";27120;"22-09-2021";"05-10-2021";27;99.6;0;0;0;0
"Achtkarspelen";59;"Achtkarspelen";27900;"22-09-2021";"05-10-2021";63;225.8;0;0;0;0
"Alblasserdam";482;"Alblasserdam";20136;"22-09-2021";"05-10-2021";29;144;1;5;0;0
"Albrandswaard";613;"Albrandswaard";25814;"22-09-2021";"05-10-2021";29;112.3;0;0;0;0
"Alkmaar";361;"Alkmaar";109896;"22-09-2021";"05-10-2021";72;65.5;0;0;0;0
"Almelo";141;"Almelo";73132;"22-09-2021";"05-10-2021";89;121.7;0;0;0;0
"Almere";34;"Almere";214715;"22-09-2021";"05-10-2021";285;132.7;1;0.5;1;0.5
"Alphen aan den Rijn";484;"Alphen aan den Rijn";112587;"22-09-2021";"05-10-2021";182;161.7;0;0;0;0
"Alphen-Chaam";1723;"Alphen-Chaam";10373;"22-09-2021";"05-10-2021";11;106;0;0;0;0
"Altena";1959;"Altena";56352;"22-09-2021";"05-10-2021";72;127.8;0;0;0;0
"Ameland";60;"Ameland";3746;"22-09-2021";"05-10-2021";1;26.7;0;0;0;0
"Amersfoort";307;"Amersfoort";157462;"22-09-2021";"05-10-2021";349;221.6;0;0;0;0
"Amstelveen";362;"Amstelveen";90829;"22-09-2021";"05-10-2021";66;72.7;0;0;0;0
"Amsterdam";363;"Amsterdam";873338;"22-09-2021";"05-10-2021";1030;117.9;3;0.3;4;0.5
"Apeldoorn";200;"Apeldoorn";164781;"22-09-2021";"05-10-2021";217;131.7;2;1.2;0;0
"Arnhem";202;"Arnhem";162424;"22-09-2021";"05-10-2021";290;178.5;2;1.2;0;0
"Assen";106;"Assen";68836;"22-09-2021";"05-10-2021";42;61;0;0;0;0
"Asten";743;"Asten";16817;"22-09-2021";"05-10-2021";10;59.5;0;0;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6899;"22-09-2021";"05-10-2021";33;478.3;0;0;0;0
"Baarn";308;"Baarn";24792;"22-09-2021";"05-10-2021";24;96.8;0;0;0;0
"Barendrecht";489;"Barendrecht";48643;"22-09-2021";"05-10-2021";89;183;0;0;0;0
"Barneveld";203;"Barneveld";59992;"22-09-2021";"05-10-2021";200;333.4;1;1.7;0;0
"Beek";888;"Beek";15875;"22-09-2021";"05-10-2021";19;119.7;0;0;0;0
"Beekdaelen";1954;"Beekdaelen";36065;"22-09-2021";"05-10-2021";69;191.3;0;0;0;0
"Beemster";370;"Beemster";10110;"22-09-2021";"05-10-2021";4;39.6;0;0;0;0
"Beesel";889;"Beesel";13450;"22-09-2021";"05-10-2021";32;237.9;1;7.4;0;0
"Berg en Dal";1945;"Berg en Dal";35010;"22-09-2021";"05-10-2021";22;62.8;0;0;0;0
"Bergeijk";1724;"Bergeijk";18754;"22-09-2021";"05-10-2021";10;53.3;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13108;"22-09-2021";"05-10-2021";31;236.5;0;0;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29715;"22-09-2021";"05-10-2021";12;40.4;0;0;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67514;"22-09-2021";"05-10-2021";53;78.5;0;0;0;0
"Berkelland";1859;"Berkelland";43846;"22-09-2021";"05-10-2021";36;82.1;0;0;0;0
"Bernheze";1721;"Bernheze";31455;"22-09-2021";"05-10-2021";30;95.4;0;0;0;0
"Best";753;"Best";30216;"22-09-2021";"05-10-2021";32;105.9;0;0;0;0
"Beuningen";209;"Beuningen";26157;"22-09-2021";"05-10-2021";22;84.1;0;0;0;0
"Beverwijk";375;"Beverwijk";41863;"22-09-2021";"05-10-2021";33;78.8;0;0;0;0
"Bladel";1728;"Bladel";20529;"22-09-2021";"05-10-2021";5;24.4;0;0;0;0
"Blaricum";376;"Blaricum";11954;"22-09-2021";"05-10-2021";13;108.8;0;0;0;0
"Bloemendaal";377;"Bloemendaal";23478;"22-09-2021";"05-10-2021";10;42.6;0;0;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";35278;"22-09-2021";"05-10-2021";103;292;0;0;0;0
"Boekel";755;"Boekel";10959;"22-09-2021";"05-10-2021";3;27.4;0;0;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25598;"22-09-2021";"05-10-2021";18;70.3;0;0;0;0
"Borne";147;"Borne";23668;"22-09-2021";"05-10-2021";18;76.1;0;0;0;0
"Borsele";654;"Borsele";22818;"22-09-2021";"05-10-2021";33;144.6;0;0;0;0
"Boxmeer";756;"Boxmeer";29609;"22-09-2021";"05-10-2021";47;158.7;1;3.4;0;0
"Boxtel";757;"Boxtel";32973;"22-09-2021";"05-10-2021";37;112.2;0;0;0;0
"Breda";758;"Breda";184126;"22-09-2021";"05-10-2021";185;100.5;2;1.1;2;1.1
"Brielle";501;"Brielle";17439;"22-09-2021";"05-10-2021";13;74.5;0;0;0;0
"Bronckhorst";1876;"Bronckhorst";36087;"22-09-2021";"05-10-2021";50;138.6;2;5.5;0;0
"Brummen";213;"Brummen";20884;"22-09-2021";"05-10-2021";11;52.7;0;0;0;0
"Brunssum";899;"Brunssum";27670;"22-09-2021";"05-10-2021";66;238.5;0;0;0;0
"Bunnik";312;"Bunnik";15341;"22-09-2021";"05-10-2021";11;71.7;0;0;0;0
"Bunschoten";313;"Bunschoten";22019;"22-09-2021";"05-10-2021";18;81.7;0;0;0;0
"Buren";214;"Buren";27009;"22-09-2021";"05-10-2021";36;133.3;1;3.7;0;0
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67319;"22-09-2021";"05-10-2021";95;141.1;1;1.5;0;0
"Castricum";383;"Castricum";36086;"22-09-2021";"05-10-2021";29;80.4;0;0;0;0
"Coevorden";109;"Coevorden";35317;"22-09-2021";"05-10-2021";72;203.9;0;0;0;0
"Cranendonck";1706;"Cranendonck";21001;"22-09-2021";"05-10-2021";16;76.2;0;0;0;0
"Cuijk";1684;"Cuijk";25404;"22-09-2021";"05-10-2021";20;78.7;0;0;0;0
"Culemborg";216;"Culemborg";29121;"22-09-2021";"05-10-2021";41;140.8;0;0;0;0
"Dalfsen";148;"Dalfsen";28901;"22-09-2021";"05-10-2021";12;41.5;0;0;1;3.5
"Dantumadiel";1891;"Dantumadiel";18943;"22-09-2021";"05-10-2021";82;432.9;1;5.3;0;0
"De Bilt";310;"De Bilt";43384;"22-09-2021";"05-10-2021";67;154.4;1;2.3;0;0
"De Fryske Marren";1940;"De Fryske Marren";51778;"22-09-2021";"05-10-2021";43;83;0;0;0;0
"De Ronde Venen";736;"De Ronde Venen";44720;"22-09-2021";"05-10-2021";72;161;0;0;0;0
"De Wolden";1690;"De Wolden";24374;"22-09-2021";"05-10-2021";14;57.4;0;0;0;0
"Delft";503;"Delft";103581;"22-09-2021";"05-10-2021";137;132.3;2;1.9;0;0
"Den Helder";400;"Den Helder";56582;"22-09-2021";"05-10-2021";30;53;0;0;0;0
"Deurne";762;"Deurne";32437;"22-09-2021";"05-10-2021";18;55.5;0;0;0;0
"Deventer";150;"Deventer";101236;"22-09-2021";"05-10-2021";65;64.2;0;0;0;0
"Diemen";384;"Diemen";31334;"22-09-2021";"05-10-2021";37;118.1;0;0;0;0
"Dinkelland";1774;"Dinkelland";26606;"22-09-2021";"05-10-2021";12;45.1;1;3.8;0;0
"Doesburg";221;"Doesburg";11064;"22-09-2021";"05-10-2021";6;54.2;1;9;0;0
"Doetinchem";222;"Doetinchem";58270;"22-09-2021";"05-10-2021";54;92.7;0;0;0;0
"Dongen";766;"Dongen";26368;"22-09-2021";"05-10-2021";34;128.9;0;0;0;0
"Dordrecht";505;"Dordrecht";119115;"22-09-2021";"05-10-2021";138;115.9;1;0.8;0;0
"Drechterland";498;"Drechterland";19838;"22-09-2021";"05-10-2021";6;30.2;0;0;0;0
"Drimmelen";1719;"Drimmelen";27325;"22-09-2021";"05-10-2021";11;40.3;0;0;0;0
"Dronten";303;"Dronten";42011;"22-09-2021";"05-10-2021";41;97.6;0;0;0;0
"Druten";225;"Druten";18991;"22-09-2021";"05-10-2021";28;147.4;0;0;1;5.3
"Duiven";226;"Duiven";25066;"22-09-2021";"05-10-2021";14;55.9;0;0;0;0
"Echt-Susteren";1711;"Echt-Susteren";31751;"22-09-2021";"05-10-2021";16;50.4;0;0;0;0
"Edam-Volendam";385;"Edam-Volendam";36268;"22-09-2021";"05-10-2021";30;82.7;0;0;0;0
"Ede";228;"Ede";118530;"22-09-2021";"05-10-2021";374;315.5;1;0.8;1;0.8
"Eemnes";317;"Eemnes";9362;"22-09-2021";"05-10-2021";23;245.7;0;0;0;0
"Eemsdelta";1979;"Eemsdelta";45587;"22-09-2021";"05-10-2021";19;41.7;0;0;0;0
"Eersel";770;"Eersel";19528;"22-09-2021";"05-10-2021";14;71.7;0;0;0;0
"Eijsden-Margraten";1903;"Eijsden-Margraten";25900;"22-09-2021";"05-10-2021";18;69.5;0;0;0;0
"Eindhoven";772;"Eindhoven";235691;"22-09-2021";"05-10-2021";247;104.8;0;0;0;0
"Elburg";230;"Elburg";23429;"22-09-2021";"05-10-2021";59;251.8;0;0;0;0
"Emmen";114;"Emmen";107024;"22-09-2021";"05-10-2021";107;100;2;1.9;1;0.9
"Enkhuizen";388;"Enkhuizen";18637;"22-09-2021";"05-10-2021";27;144.9;0;0;0;0
"Enschede";153;"Enschede";159732;"22-09-2021";"05-10-2021";226;141.5;1;0.6;0;0
"Epe";232;"Epe";33198;"22-09-2021";"05-10-2021";38;114.5;0;0;0;0
"Ermelo";233;"Ermelo";27016;"22-09-2021";"05-10-2021";39;144.4;0;0;0;0
"Etten-Leur";777;"Etten-Leur";43869;"22-09-2021";"05-10-2021";20;45.6;0;0;0;0
"Geertruidenberg";779;"Geertruidenberg";21770;"22-09-2021";"05-10-2021";11;50.5;0;0;0;0
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";40066;"22-09-2021";"05-10-2021";40;99.8;0;0;0;0
"Gemert-Bakel";1652;"Gemert-Bakel";30760;"22-09-2021";"05-10-2021";14;45.5;0;0;0;0
"Gennep";907;"Gennep";17035;"22-09-2021";"05-10-2021";23;135;0;0;0;0
"Gilze en Rijen";784;"Gilze en Rijen";26723;"22-09-2021";"05-10-2021";6;22.5;0;0;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50589;"22-09-2021";"05-10-2021";47;92.9;0;0;0;0
"Goes";664;"Goes";38594;"22-09-2021";"05-10-2021";66;171;0;0;0;0
"Goirle";785;"Goirle";23952;"22-09-2021";"05-10-2021";14;58.5;0;0;0;0
"Gooise Meren";1942;"Gooise Meren";58524;"22-09-2021";"05-10-2021";52;88.9;0;0;0;0
"Gorinchem";512;"Gorinchem";37410;"22-09-2021";"05-10-2021";90;240.6;0;0;1;2.7
"Gouda";513;"Gouda";73681;"22-09-2021";"05-10-2021";137;185.9;0;0;0;0
"Grave";786;"Grave";12486;"22-09-2021";"05-10-2021";10;80.1;0;0;0;0
"Groningen";14;"Groningen";233273;"22-09-2021";"05-10-2021";212;90.9;1;0.4;0;0
