"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage";518;"'s-Gravenhage";548320;"05-01-2022";"18-01-2022";14536;2651;76;13.9;3;0.5
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155490;"05-01-2022";"18-01-2022";4629;2977;10;6.4;2;1.3
"Aa en Hunze";1680;"Aa en Hunze";25399;"05-01-2022";"18-01-2022";424;1669.4;1;3.9;1;3.9
"Aalsmeer";358;"Aalsmeer";31991;"05-01-2022";"18-01-2022";1011;3160.3;2;6.3;0;0
"Aalten";197;"Aalten";27120;"05-01-2022";"18-01-2022";295;1087.8;2;7.4;0;0
"Achtkarspelen";59;"Achtkarspelen";27900;"05-01-2022";"18-01-2022";355;1272.4;3;10.8;0;0
"Alblasserdam";482;"Alblasserdam";20136;"05-01-2022";"18-01-2022";317;1574.3;3;14.9;1;5
"Albrandswaard";613;"Albrandswaard";25814;"05-01-2022";"18-01-2022";689;2669.1;6;23.2;0;0
"Alkmaar";361;"Alkmaar";109896;"05-01-2022";"18-01-2022";2636;2398.6;10;9.1;0;0
"Almelo";141;"Almelo";73132;"05-01-2022";"18-01-2022";1451;1984.1;9;12.3;0;0
"Almere";34;"Almere";214715;"05-01-2022";"18-01-2022";5483;2553.6;31;14.4;2;0.9
"Alphen aan den Rijn";484;"Alphen aan den Rijn";112587;"05-01-2022";"18-01-2022";2818;2503;4;3.6;1;0.9
"Alphen-Chaam";1723;"Alphen-Chaam";10373;"05-01-2022";"18-01-2022";186;1793.1;1;9.6;0;0
"Altena";1959;"Altena";56352;"05-01-2022";"18-01-2022";819;1453.4;2;3.5;0;0
"Ameland";60;"Ameland";3746;"05-01-2022";"18-01-2022";9;240.3;0;0;0;0
"Amersfoort";307;"Amersfoort";157462;"05-01-2022";"18-01-2022";3789;2406.3;7;4.4;0;0
"Amstelveen";362;"Amstelveen";90829;"05-01-2022";"18-01-2022";3146;3463.7;6;6.6;0;0
"Amsterdam";363;"Amsterdam";873338;"05-01-2022";"18-01-2022";36760;4209.1;87;10;12;1.4
"Apeldoorn";200;"Apeldoorn";164781;"05-01-2022";"18-01-2022";3023;1834.6;11;6.7;2;1.2
"Arnhem";202;"Arnhem";162424;"05-01-2022";"18-01-2022";3533;2175.2;10;6.2;2;1.2
"Assen";106;"Assen";68836;"05-01-2022";"18-01-2022";1021;1483.2;10;14.5;0;0
"Asten";743;"Asten";16817;"05-01-2022";"18-01-2022";464;2759.1;3;17.8;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6899;"05-01-2022";"18-01-2022";171;2478.6;0;0;0;0
"Baarn";308;"Baarn";24792;"05-01-2022";"18-01-2022";649;2617.8;1;4;0;0
"Barendrecht";489;"Barendrecht";48643;"05-01-2022";"18-01-2022";1305;2682.8;3;6.2;0;0
"Barneveld";203;"Barneveld";59992;"05-01-2022";"18-01-2022";923;1538.5;4;6.7;2;3.3
"Beek";888;"Beek";15875;"05-01-2022";"18-01-2022";211;1329.1;1;6.3;0;0
"Beekdaelen";1954;"Beekdaelen";36065;"05-01-2022";"18-01-2022";413;1145.2;5;13.9;0;0
"Beemster";370;"Beemster";10110;"05-01-2022";"18-01-2022";330;3264.1;0;0;0;0
"Beesel";889;"Beesel";13450;"05-01-2022";"18-01-2022";172;1278.8;0;0;0;0
"Berg en Dal";1945;"Berg en Dal";35010;"05-01-2022";"18-01-2022";709;2025.1;2;5.7;0;0
"Bergeijk";1724;"Bergeijk";18754;"05-01-2022";"18-01-2022";503;2682.1;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13108;"05-01-2022";"18-01-2022";106;808.7;0;0;1;7.6
"Bergen (NH.)";373;"Bergen (NH.)";29715;"05-01-2022";"18-01-2022";790;2658.6;1;3.4;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67514;"05-01-2022";"18-01-2022";1608;2381.7;4;5.9;0;0
"Berkelland";1859;"Berkelland";43846;"05-01-2022";"18-01-2022";856;1952.3;3;6.8;0;0
"Bernheze";1721;"Bernheze";31455;"05-01-2022";"18-01-2022";947;3010.7;3;9.5;0;0
"Best";753;"Best";30216;"05-01-2022";"18-01-2022";683;2260.4;0;0;0;0
"Beuningen";209;"Beuningen";26157;"05-01-2022";"18-01-2022";588;2248;1;3.8;0;0
"Beverwijk";375;"Beverwijk";41863;"05-01-2022";"18-01-2022";1027;2453.2;2;4.8;0;0
"Bladel";1728;"Bladel";20529;"05-01-2022";"18-01-2022";454;2211.5;0;0;0;0
"Blaricum";376;"Blaricum";11954;"05-01-2022";"18-01-2022";372;3111.9;1;8.4;0;0
"Bloemendaal";377;"Bloemendaal";23478;"05-01-2022";"18-01-2022";965;4110.2;2;8.5;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";35278;"05-01-2022";"18-01-2022";984;2789.3;2;5.7;0;0
"Boekel";755;"Boekel";10959;"05-01-2022";"18-01-2022";298;2719.2;0;0;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25598;"05-01-2022";"18-01-2022";421;1644.7;1;3.9;0;0
"Borne";147;"Borne";23668;"05-01-2022";"18-01-2022";562;2374.5;3;12.7;0;0
"Borsele";654;"Borsele";22818;"05-01-2022";"18-01-2022";480;2103.6;5;21.9;0;0
"Boxmeer";756;"Boxmeer";29609;"05-01-2022";"18-01-2022";488;1648.1;0;0;0;0
"Boxtel";757;"Boxtel";32973;"05-01-2022";"18-01-2022";873;2647.6;1;3;0;0
"Breda";758;"Breda";184126;"05-01-2022";"18-01-2022";5421;2944.2;10;5.4;0;0
"Brielle";501;"Brielle";17439;"05-01-2022";"18-01-2022";369;2115.9;0;0;0;0
"Bronckhorst";1876;"Bronckhorst";36087;"05-01-2022";"18-01-2022";566;1568.4;1;2.8;0;0
"Brummen";213;"Brummen";20884;"05-01-2022";"18-01-2022";276;1321.6;0;0;0;0
"Brunssum";899;"Brunssum";27670;"05-01-2022";"18-01-2022";373;1348;0;0;0;0
"Bunnik";312;"Bunnik";15341;"05-01-2022";"18-01-2022";334;2177.2;1;6.5;0;0
"Bunschoten";313;"Bunschoten";22019;"05-01-2022";"18-01-2022";687;3120;1;4.5;0;0
"Buren";214;"Buren";27009;"05-01-2022";"18-01-2022";490;1814.2;1;3.7;0;0
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67319;"05-01-2022";"18-01-2022";1535;2280.2;15;22.3;0;0
"Castricum";383;"Castricum";36086;"05-01-2022";"18-01-2022";746;2067.3;1;2.8;0;0
"Coevorden";109;"Coevorden";35317;"05-01-2022";"18-01-2022";727;2058.5;3;8.5;0;0
"Cranendonck";1706;"Cranendonck";21001;"05-01-2022";"18-01-2022";391;1861.8;2;9.5;0;0
"Cuijk";1684;"Cuijk";25404;"05-01-2022";"18-01-2022";425;1673;0;0;1;3.9
"Culemborg";216;"Culemborg";29121;"05-01-2022";"18-01-2022";565;1940.2;0;0;0;0
"Dalfsen";148;"Dalfsen";28901;"05-01-2022";"18-01-2022";449;1553.6;1;3.5;0;0
"Dantumadiel";1891;"Dantumadiel";18943;"05-01-2022";"18-01-2022";424;2238.3;3;15.8;0;0
"De Bilt";310;"De Bilt";43384;"05-01-2022";"18-01-2022";992;2286.6;3;6.9;0;0
"De Fryske Marren";1940;"De Fryske Marren";51778;"05-01-2022";"18-01-2022";896;1730.5;1;1.9;0;0
"De Ronde Venen";736;"De Ronde Venen";44720;"05-01-2022";"18-01-2022";1411;3155.2;2;4.5;0;0
"De Wolden";1690;"De Wolden";24374;"05-01-2022";"18-01-2022";377;1546.7;0;0;2;8.2
"Delft";503;"Delft";103581;"05-01-2022";"18-01-2022";3051;2945.5;11;10.6;0;0
"Den Helder";400;"Den Helder";56582;"05-01-2022";"18-01-2022";817;1443.9;6;10.6;0;0
"Deurne";762;"Deurne";32437;"05-01-2022";"18-01-2022";620;1911.4;0;0;1;3.1
"Deventer";150;"Deventer";101236;"05-01-2022";"18-01-2022";1852;1829.4;9;8.9;1;1
"Diemen";384;"Diemen";31334;"05-01-2022";"18-01-2022";1160;3702;3;9.6;0;0
"Dinkelland";1774;"Dinkelland";26606;"05-01-2022";"18-01-2022";1044;3923.9;3;11.3;0;0
"Doesburg";221;"Doesburg";11064;"05-01-2022";"18-01-2022";123;1111.7;0;0;0;0
"Doetinchem";222;"Doetinchem";58270;"05-01-2022";"18-01-2022";986;1692.1;3;5.1;2;3.4
"Dongen";766;"Dongen";26368;"05-01-2022";"18-01-2022";612;2321;3;11.4;0;0
"Dordrecht";505;"Dordrecht";119115;"05-01-2022";"18-01-2022";2609;2190.3;7;5.9;0;0
"Drechterland";498;"Drechterland";19838;"05-01-2022";"18-01-2022";287;1446.7;1;5;0;0
"Drimmelen";1719;"Drimmelen";27325;"05-01-2022";"18-01-2022";674;2466.6;0;0;0;0
"Dronten";303;"Dronten";42011;"05-01-2022";"18-01-2022";770;1832.9;2;4.8;0;0
"Druten";225;"Druten";18991;"05-01-2022";"18-01-2022";401;2111.5;1;5.3;0;0
"Duiven";226;"Duiven";25066;"05-01-2022";"18-01-2022";396;1579.8;1;4;0;0
"Echt-Susteren";1711;"Echt-Susteren";31751;"05-01-2022";"18-01-2022";394;1240.9;3;9.4;0;0
"Edam-Volendam";385;"Edam-Volendam";36268;"05-01-2022";"18-01-2022";1755;4839;6;16.5;0;0
"Ede";228;"Ede";118530;"05-01-2022";"18-01-2022";1800;1518.6;5;4.2;0;0
"Eemnes";317;"Eemnes";9362;"05-01-2022";"18-01-2022";307;3279.2;0;0;0;0
"Eemsdelta";1979;"Eemsdelta";45587;"05-01-2022";"18-01-2022";482;1057.3;2;4.4;0;0
"Eersel";770;"Eersel";19528;"05-01-2022";"18-01-2022";481;2463.1;1;5.1;0;0
"Eijsden-Margraten";1903;"Eijsden-Margraten";25900;"05-01-2022";"18-01-2022";431;1664.1;0;0;1;3.9
"Eindhoven";772;"Eindhoven";235691;"05-01-2022";"18-01-2022";5622;2385.3;10;4.2;1;0.4
"Elburg";230;"Elburg";23429;"05-01-2022";"18-01-2022";429;1831.1;1;4.3;0;0
"Emmen";114;"Emmen";107024;"05-01-2022";"18-01-2022";1691;1580;17;15.9;3;2.8
"Enkhuizen";388;"Enkhuizen";18637;"05-01-2022";"18-01-2022";329;1765.3;2;10.7;0;0
"Enschede";153;"Enschede";159732;"05-01-2022";"18-01-2022";3357;2101.6;14;8.8;0;0
"Epe";232;"Epe";33198;"05-01-2022";"18-01-2022";656;1976;1;3;0;0
"Ermelo";233;"Ermelo";27016;"05-01-2022";"18-01-2022";414;1532.4;2;7.4;0;0
"Etten-Leur";777;"Etten-Leur";43869;"05-01-2022";"18-01-2022";916;2088;1;2.3;0;0
"Geertruidenberg";779;"Geertruidenberg";21770;"05-01-2022";"18-01-2022";554;2544.8;0;0;0;0
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";40066;"05-01-2022";"18-01-2022";821;2049.1;3;7.5;0;0
"Gemert-Bakel";1652;"Gemert-Bakel";30760;"05-01-2022";"18-01-2022";600;1950.6;1;3.3;0;0
"Gennep";907;"Gennep";17035;"05-01-2022";"18-01-2022";220;1291.5;2;11.7;0;0
"Gilze en Rijen";784;"Gilze en Rijen";26723;"05-01-2022";"18-01-2022";590;2207.8;1;3.7;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50589;"05-01-2022";"18-01-2022";889;1757.3;5;9.9;0;0
"Goes";664;"Goes";38594;"05-01-2022";"18-01-2022";759;1966.6;6;15.5;1;2.6
"Goirle";785;"Goirle";23952;"05-01-2022";"18-01-2022";609;2542.6;2;8.4;0;0
"Gooise Meren";1942;"Gooise Meren";58524;"05-01-2022";"18-01-2022";1793;3063.7;5;8.5;0;0
"Gorinchem";512;"Gorinchem";37410;"05-01-2022";"18-01-2022";792;2117.1;3;8;0;0
"Gouda";513;"Gouda";73681;"05-01-2022";"18-01-2022";1959;2658.8;6;8.1;0;0
"Grave";786;"Grave";12486;"05-01-2022";"18-01-2022";285;2282.6;0;0;0;0
"Groningen";14;"Groningen";233273;"05-01-2022";"18-01-2022";6023;2582;11;4.7;1;0.4
"Gulpen-Wittem";1729;"Gulpen-Wittem";14206;"05-01-2022";"18-01-2022";182;1281.1;1;7;0;0
"Haaksbergen";158;"Haaksbergen";24229;"05-01-2022";"18-01-2022";597;2464;1;4.1;0;0
"Haarlem";392;"Haarlem";162543;"05-01-2022";"18-01-2022";4986;3067.5;8;4.9;1;0.6
"Haarlemmermeer";394;"Haarlemmermeer";157789;"05-01-2022";"18-01-2022";4856;3077.5;6;3.8;1;0.6
"Halderberge";1655;"Halderberge";30430;"05-01-2022";"18-01-2022";644;2116.3;0;0;0;0
"Hardenberg";160;"Hardenberg";61357;"05-01-2022";"18-01-2022";889;1448.9;1;1.6;1;1.6
"Harderwijk";243;"Harderwijk";48726;"05-01-2022";"18-01-2022";998;2048.2;0;0;0;0
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18413;"05-01-2022";"18-01-2022";360;1955.1;2;10.9;0;0
"Harlingen";72;"Harlingen";15807;"05-01-2022";"18-01-2022";151;955.3;1;6.3;0;0
"Hattem";244;"Hattem";12228;"05-01-2022";"18-01-2022";208;1701;0;0;0;0
"Heemskerk";396;"Heemskerk";39191;"05-01-2022";"18-01-2022";885;2258.2;3;7.7;0;0
"Heemstede";397;"Heemstede";27545;"05-01-2022";"18-01-2022";915;3321.8;0;0;0;0
"Heerde";246;"Heerde";18776;"05-01-2022";"18-01-2022";294;1565.8;2;10.7;0;0
"Heerenveen";74;"Heerenveen";50650;"05-01-2022";"18-01-2022";662;1307;4;7.9;0;0
"Heerhugowaard";398;"Heerhugowaard";58387;"05-01-2022";"18-01-2022";1138;1949.1;0;0;0;0
"Heerlen";917;"Heerlen";86936;"05-01-2022";"18-01-2022";1171;1347;10;11.5;0;0
"Heeze-Leende";1658;"Heeze-Leende";16243;"05-01-2022";"18-01-2022";304;1871.6;2;12.3;0;0
"Heiloo";399;"Heiloo";24144;"05-01-2022";"18-01-2022";447;1851.4;0;0;0;0
