"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Culemborg";29397;"28-12-2022";"10-01-2023";14;47,6;2;6,8;;
"Dalfsen";29162;"28-12-2022";"10-01-2023";8;27,4;0;0;;
"Dantumadiel";18957;"28-12-2022";"10-01-2023";7;36,9;0;0;;
"De Bilt";43508;"28-12-2022";"10-01-2023";34;78,1;10;23;;
"De Fryske Marren";51597;"28-12-2022";"10-01-2023";8;15,5;4;7,8;;
"De Ronde Venen";44955;"28-12-2022";"10-01-2023";25;55,6;2;4,4;;
"De Wolden";24511;"28-12-2022";"10-01-2023";11;44,9;1;4,1;;
"Delft";104572;"28-12-2022";"10-01-2023";40;38,3;7;6,7;;
"Den Helder";56334;"28-12-2022";"10-01-2023";30;53,3;3;5,3;;
"Deurne";32606;"28-12-2022";"10-01-2023";11;33,7;5;15,3;;
"Deventer";101446;"28-12-2022";"10-01-2023";52;51,3;8;7,9;;
"Diemen";31822;"28-12-2022";"10-01-2023";22;69,1;2;6,3;;
"Dijk en Waard";87695;"28-12-2022";"10-01-2023";40;45,6;9;10,3;;
"Dinkelland";26594;"28-12-2022";"10-01-2023";18;67,7;3;11,3;;
"Doesburg";11036;"28-12-2022";"10-01-2023";5;45,3;0;0;;
"Doetinchem";58546;"28-12-2022";"10-01-2023";41;70;0;0;;
"Dongen";26483;"28-12-2022";"10-01-2023";6;22,7;2;7,6;;
"Dordrecht";119537;"28-12-2022";"10-01-2023";95;79,5;9;7,5;;
"Drechterland";19983;"28-12-2022";"10-01-2023";8;40;2;10;;
"Drimmelen";27476;"28-12-2022";"10-01-2023";5;18,2;1;3,6;;
"Dronten";42865;"28-12-2022";"10-01-2023";22;51,3;1;2,3;;
"Druten";19178;"28-12-2022";"10-01-2023";11;57,4;2;10,4;;
"Duiven";24946;"28-12-2022";"10-01-2023";14;56,1;5;20;;
"Echt-Susteren";31731;"28-12-2022";"10-01-2023";24;75,6;1;3,2;;
"Edam-Volendam";36471;"28-12-2022";"10-01-2023";11;30,2;2;5,5;;
"Ede";119986;"28-12-2022";"10-01-2023";77;64,2;8;6,7;;
"Eemnes";9450;"28-12-2022";"10-01-2023";0;0;0;0;;
"Eemsdelta";45389;"28-12-2022";"10-01-2023";17;37,5;0;0;;
"Eersel";19823;"28-12-2022";"10-01-2023";1;5;0;0;;
"Eijsden-Margraten";25857;"28-12-2022";"10-01-2023";5;19,3;0;0;;
"Eindhoven";238326;"28-12-2022";"10-01-2023";102;42,8;13;5,5;;
"Elburg";23740;"28-12-2022";"10-01-2023";4;16,8;2;8,4;;
"Emmen";107856;"28-12-2022";"10-01-2023";74;68,6;2;1,9;;
"Enkhuizen";18620;"28-12-2022";"10-01-2023";11;59,1;3;16,1;;
"Enschede";160640;"28-12-2022";"10-01-2023";87;54,2;16;10;;
"Epe";33257;"28-12-2022";"10-01-2023";16;48,1;2;6;;
"Ermelo";27258;"28-12-2022";"10-01-2023";21;77;4;14,7;;
"Etten-Leur";44152;"28-12-2022";"10-01-2023";17;38,5;6;13,6;;
"Geertruidenberg";21944;"28-12-2022";"10-01-2023";1;4,6;2;9,1;;
"Geldrop-Mierlo";40131;"28-12-2022";"10-01-2023";15;37,4;5;12,5;;
"Gemert-Bakel";31040;"28-12-2022";"10-01-2023";6;19,3;3;9,7;;
"Gennep";17237;"28-12-2022";"10-01-2023";7;40,6;1;5,8;;
"Gilze en Rijen";26557;"28-12-2022";"10-01-2023";13;49;2;7,5;;
"Goeree-Overflakkee";51051;"28-12-2022";"10-01-2023";29;56,8;7;13,7;;
"Goes";38950;"28-12-2022";"10-01-2023";31;79,6;4;10,3;;
"Goirle";23979;"28-12-2022";"10-01-2023";13;54,2;1;4,2;;
"Gooise Meren";58846;"28-12-2022";"10-01-2023";28;47,6;0;0;;
"Gorinchem";37632;"28-12-2022";"10-01-2023";17;45,2;0;0;;
"Gouda";74095;"28-12-2022";"10-01-2023";49;66,1;4;5,4;;
"Groningen";234950;"28-12-2022";"10-01-2023";116;49,4;13;5,5;;
"Gulpen-Wittem";14178;"28-12-2022";"10-01-2023";9;63,5;0;0;;
"Haaksbergen";24268;"28-12-2022";"10-01-2023";11;45,3;2;8,2;;
"Haarlem";162898;"28-12-2022";"10-01-2023";80;49,1;12;7,4;;
"Haarlemmermeer";159336;"28-12-2022";"10-01-2023";76;47,7;3;1,9;;
"Halderberge";30770;"28-12-2022";"10-01-2023";5;16,2;4;13;;
"Hardenberg";61798;"28-12-2022";"10-01-2023";28;45,3;3;4,9;;
"Harderwijk";48857;"28-12-2022";"10-01-2023";47;96,2;2;4,1;;
"Hardinxveld-Giessendam";18511;"28-12-2022";"10-01-2023";10;54;0;0;;
"Harlingen";15904;"28-12-2022";"10-01-2023";27;169,8;2;12,6;;
"Hattem";12307;"28-12-2022";"10-01-2023";2;16,3;0;0;;
"Heemskerk";39189;"28-12-2022";"10-01-2023";49;125;1;2,6;;
"Heemstede";27557;"28-12-2022";"10-01-2023";18;65,3;2;7,3;;
"Heerde";18976;"28-12-2022";"10-01-2023";7;36,9;3;15,8;;
"Heerenveen";51119;"28-12-2022";"10-01-2023";26;50,9;3;5,9;;
"Heerlen";86845;"28-12-2022";"10-01-2023";44;50,7;1;1,2;;
"Heeze-Leende";16470;"28-12-2022";"10-01-2023";8;48,6;3;18,2;;
"Heiloo";24417;"28-12-2022";"10-01-2023";9;36,9;3;12,3;;
"Hellendoorn";35940;"28-12-2022";"10-01-2023";13;36,2;4;11,1;;
"Helmond";93476;"28-12-2022";"10-01-2023";38;40,7;11;11,8;;
"Hendrik-Ido-Ambacht";31663;"28-12-2022";"10-01-2023";24;75,8;0;0;;
"Hengelo";81476;"28-12-2022";"10-01-2023";35;43;8;9,8;;
"Het Hogeland";48022;"28-12-2022";"10-01-2023";18;37,5;1;2,1;;
"Heumen";17175;"28-12-2022";"10-01-2023";11;64;1;5,8;;
"Heusden";45557;"28-12-2022";"10-01-2023";16;35,1;1;2,2;;
"Hillegom";22312;"28-12-2022";"10-01-2023";3;13,4;0;0;;
"Hilvarenbeek";15810;"28-12-2022";"10-01-2023";2;12,7;1;6,3;;
"Hilversum";91733;"28-12-2022";"10-01-2023";33;36;1;1,1;;
"Hoeksche Waard";88715;"28-12-2022";"10-01-2023";30;33,8;8;9;;
"Hof van Twente";35056;"28-12-2022";"10-01-2023";17;48,5;1;2,9;;
"Hollands Kroon";48778;"28-12-2022";"10-01-2023";26;53,3;4;8,2;;
"Hoogeveen";55857;"28-12-2022";"10-01-2023";32;57,3;1;1,8;;
"Hoorn";74298;"28-12-2022";"10-01-2023";31;41,7;4;5,4;;
"Horst aan de Maas";43039;"28-12-2022";"10-01-2023";19;44,1;0;0;;
"Houten";50323;"28-12-2022";"10-01-2023";12;23,8;5;9,9;;
"Huizen";40938;"28-12-2022";"10-01-2023";28;68,4;0;0;;
"Hulst";27533;"28-12-2022";"10-01-2023";36;130,8;3;10,9;;
"IJsselstein";33429;"28-12-2022";"10-01-2023";18;53,8;0;0;;
"Kaag en Braassem";27895;"28-12-2022";"10-01-2023";4;14,3;3;10,8;;
"Kampen";54791;"28-12-2022";"10-01-2023";23;42;6;11;;
"Kapelle";13020;"28-12-2022";"10-01-2023";5;38,4;0;0;;
"Katwijk";66032;"28-12-2022";"10-01-2023";29;43,9;3;4,5;;
"Kerkrade";45324;"28-12-2022";"10-01-2023";24;53;1;2,2;;
"Koggenland";23048;"28-12-2022";"10-01-2023";4;17,4;1;4,3;;
"Krimpen aan den IJssel";29415;"28-12-2022";"10-01-2023";16;54,4;1;3,4;;
"Krimpenerwaard";57062;"28-12-2022";"10-01-2023";16;28;1;1,8;;
"Laarbeek";22943;"28-12-2022";"10-01-2023";3;13,1;2;8,7;;
"Land van Cuijk";90707;"28-12-2022";"10-01-2023";65;71,7;9;9,9;;
"Landgraaf";37023;"28-12-2022";"10-01-2023";27;72,9;0;0;;
"Landsmeer";11560;"28-12-2022";"10-01-2023";11;95,2;0;0;;
"Lansingerland";64110;"28-12-2022";"10-01-2023";28;43,7;3;4,7;;
"Laren";11528;"28-12-2022";"10-01-2023";5;43,4;0;0;;
"Leeuwarden";125504;"28-12-2022";"10-01-2023";90;71,7;0;0;;
"Leiden";125074;"28-12-2022";"10-01-2023";66;52,8;4;3,2;;
"Leiderdorp";27464;"28-12-2022";"10-01-2023";19;69,2;4;14,6;;
"Leidschendam-Voorburg";76659;"28-12-2022";"10-01-2023";38;49,6;1;1,3;;
"Lelystad";81214;"28-12-2022";"10-01-2023";46;56,6;3;3,7;;
"Leudal";35928;"28-12-2022";"10-01-2023";7;19,5;0;0;;
"Leusden";30713;"28-12-2022";"10-01-2023";22;71,6;1;3,3;;
"Lingewaard";46963;"28-12-2022";"10-01-2023";33;70,3;4;8,5;;
"Lisse";23015;"28-12-2022";"10-01-2023";11;47,8;2;8,7;;
"Lochem";34069;"28-12-2022";"10-01-2023";14;41,1;0;0;;
"Loon op Zand";23768;"28-12-2022";"10-01-2023";11;46,3;0;0;;
"Lopik";14512;"28-12-2022";"10-01-2023";1;6,9;0;0;;
"Losser";23084;"28-12-2022";"10-01-2023";17;73,6;1;4,3;;
"Maasdriel";25504;"28-12-2022";"10-01-2023";15;58,8;4;15,7;;
"Maasgouw";24028;"28-12-2022";"10-01-2023";15;62,4;0;0;;
"Maashorst";58362;"28-12-2022";"10-01-2023";19;32,6;2;3,4;;
"Maassluis";34148;"28-12-2022";"10-01-2023";14;41;3;8,8;;
"Maastricht";121151;"28-12-2022";"10-01-2023";77;63,6;1;0,8;;
"Medemblik";45464;"28-12-2022";"10-01-2023";18;39,6;6;13,2;;
"Meerssen";18581;"28-12-2022";"10-01-2023";11;59,2;0;0;;
"Meierijstad";82613;"28-12-2022";"10-01-2023";28;33,9;5;6,1;;
"Meppel";34761;"28-12-2022";"10-01-2023";16;46;1;2,9;;
"Middelburg";49199;"28-12-2022";"10-01-2023";46;93,5;2;4,1;;
"Midden-Delfland";19484;"28-12-2022";"10-01-2023";7;35,9;3;15,4;;
"Midden-Drenthe";33689;"28-12-2022";"10-01-2023";24;71,2;0;0;;
"Midden-Groningen";60898;"28-12-2022";"10-01-2023";29;47,6;2;3,3;;
"Moerdijk";37313;"28-12-2022";"10-01-2023";16;42,9;1;2,7;;
"Molenlanden";44644;"28-12-2022";"10-01-2023";13;29,1;0;0;;
"Montferland";36359;"28-12-2022";"10-01-2023";24;66;2;5,5;;
"Montfoort";13818;"28-12-2022";"10-01-2023";8;57,9;0;0;;
"Mook en Middelaar";7989;"28-12-2022";"10-01-2023";4;50,1;1;12,5;;
"Neder-Betuwe";25032;"28-12-2022";"10-01-2023";5;20;4;16;;
"Nederweert";17323;"28-12-2022";"10-01-2023";3;17,3;0;0;;
"Nieuwegein";64554;"28-12-2022";"10-01-2023";38;58,9;7;10,8;;
"Nieuwkoop";29304;"28-12-2022";"10-01-2023";11;37,5;2;6,8;;
"Nijkerk";44311;"28-12-2022";"10-01-2023";18;40,6;3;6,8;;
"Nijmegen";179100;"28-12-2022";"10-01-2023";117;65,3;16;8,9;;
"Nissewaard";86332;"28-12-2022";"10-01-2023";34;39,4;9;10,4;;
"Noardeast-Fryslân";45593;"28-12-2022";"10-01-2023";26;57;1;2,2;;
"Noord-Beveland";7668;"28-12-2022";"10-01-2023";4;52,2;1;13;;
"Noordenveld";31238;"28-12-2022";"10-01-2023";17;54,4;4;12,8;;
"Noordoostpolder";48048;"28-12-2022";"10-01-2023";24;50;8;16,7;;
"Noordwijk";44365;"28-12-2022";"10-01-2023";15;33,8;2;4,5;;
"Nuenen, Gerwen en Nederwetten";23826;"28-12-2022";"10-01-2023";12;50,4;5;21;;
"Nunspeet";28223;"28-12-2022";"10-01-2023";15;53,1;2;7,1;;
"Oegstgeest";25499;"28-12-2022";"10-01-2023";13;51;4;15,7;;
"Oirschot";19061;"28-12-2022";"10-01-2023";4;21;1;5,2;;
"Oisterwijk";32503;"28-12-2022";"10-01-2023";7;21,5;3;9,2;;
"Oldambt";38521;"28-12-2022";"10-01-2023";16;41,5;0;0;;
"Oldebroek";23930;"28-12-2022";"10-01-2023";11;46;4;16,7;;
"Oldenzaal";31741;"28-12-2022";"10-01-2023";18;56,7;3;9,5;;
"Olst-Wijhe";18496;"28-12-2022";"10-01-2023";3;16,2;0;0;;
"Ommen";18457;"28-12-2022";"10-01-2023";6;32,5;0;0;;
"Oost Gelre";29603;"28-12-2022";"10-01-2023";12;40,5;1;3,4;;
"Oosterhout";56535;"28-12-2022";"10-01-2023";19;33,6;6;10,6;;
"Ooststellingwerf";25680;"28-12-2022";"10-01-2023";11;42,8;2;7,8;;
"Oostzaan";9639;"28-12-2022";"10-01-2023";3;31,1;0;0;;
"Opmeer";12074;"28-12-2022";"10-01-2023";6;49,7;1;8,3;;
"Opsterland";29791;"28-12-2022";"10-01-2023";11;36,9;0;0;;
"Oss";93307;"28-12-2022";"10-01-2023";35;37,5;7;7,5;;
"Oude IJsselstreek";39387;"28-12-2022";"10-01-2023";24;60,9;0;0;;
"Ouder-Amstel";14212;"28-12-2022";"10-01-2023";4;28,1;0;0;;
"Oudewater";10159;"28-12-2022";"10-01-2023";3;29,5;2;19,7;;
"Overbetuwe";48266;"28-12-2022";"10-01-2023";15;31,1;5;10,4;;
"Papendrecht";32208;"28-12-2022";"10-01-2023";14;43,5;1;3,1;;
"Peel en Maas";44278;"28-12-2022";"10-01-2023";9;20,3;2;4,5;;
"Pekela";12196;"28-12-2022";"10-01-2023";2;16,4;0;0;;
"Pijnacker-Nootdorp";56572;"28-12-2022";"10-01-2023";20;35,4;2;3,5;;
"Purmerend";92240;"28-12-2022";"10-01-2023";37;40,1;9;9,8;;
"Putten";24598;"28-12-2022";"10-01-2023";15;61;1;4,1;;
"Raalte";38140;"28-12-2022";"10-01-2023";12;31,5;2;5,2;;
"Reimerswaal";22920;"28-12-2022";"10-01-2023";6;26,2;1;4,4;;
"Renkum";31358;"28-12-2022";"10-01-2023";72;229,6;1;3,2;;
"Renswoude";5651;"28-12-2022";"10-01-2023";1;17,7;1;17,7;;
"Reusel-De Mierden";13271;"28-12-2022";"10-01-2023";1;7,5;0;0;;
"Rheden";43435;"28-12-2022";"10-01-2023";50;115,1;4;9,2;;
"Rhenen";20265;"28-12-2022";"10-01-2023";16;79;0;0;;
"Ridderkerk";47099;"28-12-2022";"10-01-2023";33;70,1;6;12,7;;
"Rijssen-Holten";38231;"28-12-2022";"10-01-2023";8;20,9;3;7,8;;
"Rijswijk";56941;"28-12-2022";"10-01-2023";33;58;5;8,8;;
"Roerdalen";20558;"28-12-2022";"10-01-2023";8;38,9;0;0;;
"Roermond";59184;"28-12-2022";"10-01-2023";27;45,6;0;0;;
"Roosendaal";77244;"28-12-2022";"10-01-2023";26;33,7;7;9,1;;
"Rotterdam";655468;"28-12-2022";"10-01-2023";302;46,1;82;12,5;;
"Rozendaal";1756;"28-12-2022";"10-01-2023";0;0;0;0;;
"Rucphen";23326;"28-12-2022";"10-01-2023";3;12,9;4;17,1;;
"Schagen";46833;"28-12-2022";"10-01-2023";19;40,6;6;12,8;;
"Scherpenzeel";10317;"28-12-2022";"10-01-2023";4;38,8;0;0;;
"Schiedam";79644;"28-12-2022";"10-01-2023";28;35,2;4;5;;
"Schiermonnikoog";944;"28-12-2022";"10-01-2023";0;0;0;0;;
"Schouwen-Duiveland";34152;"28-12-2022";"10-01-2023";11;32,2;0;0;;
"Simpelveld";10425;"28-12-2022";"10-01-2023";3;28,8;0;0;;
"Sint-Michielsgestel";29731;"28-12-2022";"10-01-2023";11;37;2;6,7;;
"Sittard-Geleen";91719;"28-12-2022";"10-01-2023";47;51,2;3;3,3;;
"Sliedrecht";25897;"28-12-2022";"10-01-2023";19;73,4;2;7,7;;
"Sluis";23141;"28-12-2022";"10-01-2023";11;47,5;1;4,3;;
"Smallingerland";55895;"28-12-2022";"10-01-2023";22;39,4;3;5,4;;
"Soest";47113;"28-12-2022";"10-01-2023";24;50,9;1;2,1;;
"Someren";19701;"28-12-2022";"10-01-2023";6;30,5;3;15,2;;
"Son en Breugel";17775;"28-12-2022";"10-01-2023";7;39,4;0;0;;
"Stadskanaal";31851;"28-12-2022";"10-01-2023";15;47,1;1;3,1;;
"Staphorst";17282;"28-12-2022";"10-01-2023";6;34,7;0;0;;
"Stede Broec";21947;"28-12-2022";"10-01-2023";11;50,1;1;4,6;;
"Steenbergen";24333;"28-12-2022";"10-01-2023";9;37;1;4,1;;
"Steenwijkerland";44741;"28-12-2022";"10-01-2023";16;35,8;1;2,2;;
"Stein";24803;"28-12-2022";"10-01-2023";18;72,6;1;4;;
"Stichtse Vecht";65240;"28-12-2022";"10-01-2023";25;38,3;4;6,1;;
"Súdwest-Fryslân";90300;"28-12-2022";"10-01-2023";30;33,2;8;8,9;;
"Terneuzen";54501;"28-12-2022";"10-01-2023";43;78,9;3;5,5;;
"Terschelling";4960;"28-12-2022";"10-01-2023";0;0;0;0;;
"Texel";13687;"28-12-2022";"10-01-2023";3;21,9;1;7,3;;
"Teylingen";37942;"28-12-2022";"10-01-2023";18;47,4;2;5,3;;
"Tholen";26401;"28-12-2022";"10-01-2023";19;72;6;22,7;;
"Tiel";42277;"28-12-2022";"10-01-2023";33;78,1;8;18,9;;
"Tilburg";224459;"28-12-2022";"10-01-2023";85;37,9;8;3,6;;
"Tubbergen";21364;"28-12-2022";"10-01-2023";5;23,4;2;9,4;;
"Twenterand";33718;"28-12-2022";"10-01-2023";9;26,7;0;0;;
"Tynaarlo";34221;"28-12-2022";"10-01-2023";14;40,9;1;2,9;;
"Tytsjerksteradiel";32282;"28-12-2022";"10-01-2023";17;52,7;1;3,1;;
"Uitgeest";13563;"28-12-2022";"10-01-2023";8;59;0;0;;
"Uithoorn";31018;"28-12-2022";"10-01-2023";16;51,6;1;3,2;;
"Urk";21468;"28-12-2022";"10-01-2023";2;9,3;0;0;;
"Utrecht";361699;"28-12-2022";"10-01-2023";184;50,9;31;8,6;;
"Utrechtse Heuvelrug";49981;"28-12-2022";"10-01-2023";22;44;4;8;;
"Vaals";10135;"28-12-2022";"10-01-2023";3;29,6;0;0;;
"Valkenburg aan de Geul";16167;"28-12-2022";"10-01-2023";8;49,5;0;0;;
"Valkenswaard";31236;"28-12-2022";"10-01-2023";11;35,2;1;3,2;;
"Veendam";27466;"28-12-2022";"10-01-2023";13;47,3;0;0;;
"Veenendaal";67671;"28-12-2022";"10-01-2023";36;53,2;2;3;;
"Veere";21850;"28-12-2022";"10-01-2023";24;109,8;3;13,7;;
"Veldhoven";45822;"28-12-2022";"10-01-2023";14;30,6;7;15,3;;
"Velsen";68482;"28-12-2022";"10-01-2023";49;71,6;2;2,9;;
"Venlo";102136;"28-12-2022";"10-01-2023";45;44,1;1;1;;
"Venray";43964;"28-12-2022";"10-01-2023";18;40,9;0;0;;
"Vijfheerenlanden";58788;"28-12-2022";"10-01-2023";14;23,8;1;1,7;;
"Vlaardingen";74143;"28-12-2022";"10-01-2023";24;32,4;5;6,7;;
"Vlieland";1195;"28-12-2022";"10-01-2023";1;83,7;0;0;;
"Vlissingen";44585;"28-12-2022";"10-01-2023";39;87,5;5;11,2;;
"Voerendaal";12426;"28-12-2022";"10-01-2023";8;64,4;1;8;;
"Voorne aan Zee";73238;"28-12-2022";"10-01-2023";38;51,9;11;15;;
"Voorschoten";25627;"28-12-2022";"10-01-2023";11;42,9;2;7,8;;
"Voorst";24994;"28-12-2022";"10-01-2023";9;36;1;4;;
"Vught";31783;"28-12-2022";"10-01-2023";30;94,4;0;0;;
"Waadhoeke";46309;"28-12-2022";"10-01-2023";25;54;0;0;;
"Waalre";17626;"28-12-2022";"10-01-2023";5;28,4;0;0;;
"Waalwijk";49342;"28-12-2022";"10-01-2023";15;30,4;2;4,1;;
"Waddinxveen";31342;"28-12-2022";"10-01-2023";13;41,5;2;6,4;;
"Wageningen";39939;"28-12-2022";"10-01-2023";27;67,6;1;2,5;;
"Wassenaar";27115;"28-12-2022";"10-01-2023";14;51,6;1;3,7;;
"Waterland";17343;"28-12-2022";"10-01-2023";5;28,8;0;0;;
"Weert";50346;"28-12-2022";"10-01-2023";31;61,6;0;0;;
"West Betuwe";51971;"28-12-2022";"10-01-2023";30;57,7;2;3,8;;
"West Maas en Waal";19675;"28-12-2022";"10-01-2023";12;61;3;15,2;;
"Westerkwartier";64306;"28-12-2022";"10-01-2023";22;34,2;5;7,8;;
"Westerveld";19854;"28-12-2022";"10-01-2023";10;50,4;0;0;;
"Westervoort";14944;"28-12-2022";"10-01-2023";13;87;3;20,1;;
"Westerwolde";26571;"28-12-2022";"10-01-2023";9;33,9;0;0;;
"Westland";112448;"28-12-2022";"10-01-2023";40;35,6;5;4,4;;
"Weststellingwerf";26278;"28-12-2022";"10-01-2023";14;53,3;3;11,4;;
"Wierden";24643;"28-12-2022";"10-01-2023";10;40,6;3;12,2;;
"Wijchen";41344;"28-12-2022";"10-01-2023";26;62,9;5;12,1;;
"Wijdemeren";24494;"28-12-2022";"10-01-2023";6;24,5;0;0;;
"Wijk bij Duurstede";23921;"28-12-2022";"10-01-2023";8;33,4;3;12,5;;
"Winterswijk";29185;"28-12-2022";"10-01-2023";11;37,7;5;17,1;;
"Woensdrecht";22112;"28-12-2022";"10-01-2023";4;18,1;2;9;;
"Woerden";52882;"28-12-2022";"10-01-2023";28;52,9;3;5,7;;
"Wormerland";16381;"28-12-2022";"10-01-2023";12;73,3;1;6,1;;
"Woudenberg";13873;"28-12-2022";"10-01-2023";10;72,1;0;0;;
"Zaanstad";157166;"28-12-2022";"10-01-2023";78;49,6;9;5,7;;
"Zaltbommel";29957;"28-12-2022";"10-01-2023";9;30;0;0;;
"Zandvoort";17107;"28-12-2022";"10-01-2023";5;29,2;1;5,8;;
"Zeewolde";23348;"28-12-2022";"10-01-2023";4;17,1;1;4,3;;
"Zeist";65987;"28-12-2022";"10-01-2023";54;81,8;8;12,1;;
"Zevenaar";44645;"28-12-2022";"10-01-2023";21;47;2;4,5;;
"Zoetermeer";125767;"28-12-2022";"10-01-2023";65;51,7;7;5,6;;
"Zoeterwoude";9302;"28-12-2022";"10-01-2023";8;86;0;0;;
"Zuidplas";45794;"28-12-2022";"10-01-2023";25;54,6;4;8,7;;
"Zundert";22260;"28-12-2022";"10-01-2023";8;35,9;3;13,5;;
"Zutphen";48330;"28-12-2022";"10-01-2023";25;51,7;1;2,1;;
"Zwartewaterland";23012;"28-12-2022";"10-01-2023";11;47,8;0;0;;
"Zwijndrecht";44789;"28-12-2022";"10-01-2023";15;33,5;0;0;;
"Zwolle";130668;"28-12-2022";"10-01-2023";83;63,5;9;6,9;;
