"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Aa en Hunze";1680;"Aa en Hunze";25445;"28-04-2021";"11-05-2021";36;141.5;1;3.9;0;0
"Aalsmeer";358;"Aalsmeer";31859;"28-04-2021";"11-05-2021";170;533.6;0;0;0;0
"Aalten";197;"Aalten";27121;"28-04-2021";"11-05-2021";117;431.4;1;3.7;0;0
"Achtkarspelen";59;"Achtkarspelen";27843;"28-04-2021";"11-05-2021";131;470.5;1;3.6;1;3.6
"Alblasserdam";482;"Alblasserdam";20165;"28-04-2021";"11-05-2021";170;843;0;0;1;5
"Albrandswaard";613;"Albrandswaard";25590;"28-04-2021";"11-05-2021";121;472.8;1;3.9;0;0
"Alkmaar";361;"Alkmaar";109436;"28-04-2021";"11-05-2021";422;385.6;3;2.7;5;4.6
"Almelo";141;"Almelo";73107;"28-04-2021";"11-05-2021";383;523.9;3;4.1;1;1.4
"Almere";34;"Almere";211893;"28-04-2021";"11-05-2021";747;352.5;1;0.5;0;0
"Alphen aan den Rijn";484;"Alphen aan den Rijn";111897;"28-04-2021";"11-05-2021";500;446.8;2;1.8;1;0.9
"Alphen-Chaam";1723;"Alphen-Chaam";10203;"28-04-2021";"11-05-2021";87;852.7;0;0;0;0
"Altena";1959;"Altena";55967;"28-04-2021";"11-05-2021";309;552.1;0;0;0;0
"Ameland";60;"Ameland";3716;"28-04-2021";"11-05-2021";7;188.4;0;0;0;0
"Amersfoort";307;"Amersfoort";157276;"28-04-2021";"11-05-2021";617;392.3;5;3.2;3;1.9
"Amstelveen";362;"Amstelveen";91675;"28-04-2021";"11-05-2021";423;461.4;2;2.2;0;0
"Amsterdam";363;"Amsterdam";872757;"28-04-2021";"11-05-2021";4516;517.4;30;3.4;18;2.1
"Apeldoorn";200;"Apeldoorn";163818;"28-04-2021";"11-05-2021";665;405.9;1;0.6;1;0.6
"Arnhem";202;"Arnhem";161348;"28-04-2021";"11-05-2021";814;504.5;5;3.1;1;0.6
"Assen";106;"Assen";68599;"28-04-2021";"11-05-2021";163;237.6;3;4.4;1;1.5
"Asten";743;"Asten";16721;"28-04-2021";"11-05-2021";110;657.9;0;0;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6859;"28-04-2021";"11-05-2021";46;670.7;0;0;0;0
"Baarn";308;"Baarn";24868;"28-04-2021";"11-05-2021";151;607.2;0;0;0;0
"Barendrecht";489;"Barendrecht";48714;"28-04-2021";"11-05-2021";256;525.5;2;4.1;0;0
"Barneveld";203;"Barneveld";59082;"28-04-2021";"11-05-2021";374;633;2;3.4;0;0
"Beek";888;"Beek";15865;"28-04-2021";"11-05-2021";124;781.6;1;6.3;0;0
"Beekdaelen";1954;"Beekdaelen";35938;"28-04-2021";"11-05-2021";257;715.1;2;5.6;2;5.6
"Beemster";370;"Beemster";10022;"28-04-2021";"11-05-2021";41;409.1;0;0;0;0
"Beesel";889;"Beesel";13482;"28-04-2021";"11-05-2021";110;815.9;0;0;0;0
"Berg en Dal";1945;"Berg en Dal";34992;"28-04-2021";"11-05-2021";191;545.8;0;0;2;5.7
"Bergeijk";1724;"Bergeijk";18635;"28-04-2021";"11-05-2021";77;413.2;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13085;"28-04-2021";"11-05-2021";88;672.5;2;15.3;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29839;"28-04-2021";"11-05-2021";86;288.2;0;0;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67496;"28-04-2021";"11-05-2021";253;374.8;1;1.5;2;3
"Berkelland";1859;"Berkelland";43747;"28-04-2021";"11-05-2021";185;422.9;1;2.3;0;0
"Bernheze";1721;"Bernheze";31240;"28-04-2021";"11-05-2021";262;838.7;0;0;0;0
"Best";753;"Best";29988;"28-04-2021";"11-05-2021";125;416.8;1;3.3;0;0
"Beuningen";209;"Beuningen";25890;"28-04-2021";"11-05-2021";178;687.5;1;3.9;0;0
"Beverwijk";375;"Beverwijk";41626;"28-04-2021";"11-05-2021";167;401.2;0;0;0;0
"Bladel";1728;"Bladel";20390;"28-04-2021";"11-05-2021";160;784.7;0;0;0;0
"Blaricum";376;"Blaricum";11540;"28-04-2021";"11-05-2021";59;511.3;0;0;0;0
"Bloemendaal";377;"Bloemendaal";23571;"28-04-2021";"11-05-2021";59;250.3;0;0;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";34872;"28-04-2021";"11-05-2021";198;567.8;1;2.9;0;0
"Boekel";755;"Boekel";10785;"28-04-2021";"11-05-2021";98;908.7;1;9.3;0;0
