"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage";518;"'s-Gravenhage";548320;"23-03-2022";"05-04-2022";8429;1537.2;56;10.2;2;0.4
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155490;"23-03-2022";"05-04-2022";1698;1092;4;2.6;0;0
"Aa en Hunze";1680;"Aa en Hunze";25399;"23-03-2022";"05-04-2022";629;2476.5;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31991;"23-03-2022";"05-04-2022";620;1938;1;3.1;0;0
"Aalten";197;"Aalten";27120;"23-03-2022";"05-04-2022";699;2577.4;2;7.4;0;0
"Achtkarspelen";59;"Achtkarspelen";27900;"23-03-2022";"05-04-2022";365;1308.2;2;7.2;0;0
"Alblasserdam";482;"Alblasserdam";20136;"23-03-2022";"05-04-2022";268;1330.9;3;14.9;0;0
"Albrandswaard";613;"Albrandswaard";25814;"23-03-2022";"05-04-2022";594;2301.1;5;19.4;0;0
"Alkmaar";361;"Alkmaar";109896;"23-03-2022";"05-04-2022";1797;1635.2;20;18.2;0;0
"Almelo";141;"Almelo";73132;"23-03-2022";"05-04-2022";1616;2209.7;9;12.3;0;0
"Almere";34;"Almere";214715;"23-03-2022";"05-04-2022";3507;1633.3;13;6.1;1;0.5
"Alphen aan den Rijn";484;"Alphen aan den Rijn";112587;"23-03-2022";"05-04-2022";2151;1910.5;6;5.3;1;0.9
"Alphen-Chaam";1723;"Alphen-Chaam";10373;"23-03-2022";"05-04-2022";122;1176.1;1;9.6;0;0
"Altena";1959;"Altena";56352;"23-03-2022";"05-04-2022";740;1313.2;5;8.9;1;1.8
"Ameland";60;"Ameland";3746;"23-03-2022";"05-04-2022";90;2402.6;0;0;0;0
"Amersfoort";307;"Amersfoort";157462;"23-03-2022";"05-04-2022";3173;2015.1;17;10.8;1;0.6
"Amstelveen";362;"Amstelveen";90829;"23-03-2022";"05-04-2022";1609;1771.5;3;3.3;1;1.1
"Amsterdam";363;"Amsterdam";893783;"23-03-2022";"05-04-2022";13109;1466.7;52;5.8;11;1.2
