"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage";518;"'s-Gravenhage";548320;"29-12-2021";"11-01-2022";9195;1676.9;77;14;1;0.2
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155490;"29-12-2021";"11-01-2022";3194;2054.2;10;6.4;1;0.6
"Aa en Hunze";1680;"Aa en Hunze";25399;"29-12-2021";"11-01-2022";340;1338.6;1;3.9;1;3.9
"Aalsmeer";358;"Aalsmeer";31991;"29-12-2021";"11-01-2022";809;2528.8;1;3.1;0;0
"Aalten";197;"Aalten";27120;"29-12-2021";"11-01-2022";188;693.2;4;14.7;0;0
"Achtkarspelen";59;"Achtkarspelen";27900;"29-12-2021";"11-01-2022";316;1132.6;1;3.6;0;0
"Alblasserdam";482;"Alblasserdam";20136;"29-12-2021";"11-01-2022";210;1042.9;1;5;0;0
"Albrandswaard";613;"Albrandswaard";25814;"29-12-2021";"11-01-2022";481;1863.3;4;15.5;0;0
"Alkmaar";361;"Alkmaar";109896;"29-12-2021";"11-01-2022";1848;1681.6;6;5.5;1;0.9
"Almelo";141;"Almelo";73132;"29-12-2021";"11-01-2022";1029;1407;7;9.6;0;0
"Almere";34;"Almere";214715;"29-12-2021";"11-01-2022";3957;1842.9;35;16.3;0;0
"Alphen aan den Rijn";484;"Alphen aan den Rijn";112587;"29-12-2021";"11-01-2022";1982;1760.4;7;6.2;0;0
"Alphen-Chaam";1723;"Alphen-Chaam";10373;"29-12-2021";"11-01-2022";126;1214.7;1;9.6;0;0
"Altena";1959;"Altena";56352;"29-12-2021";"11-01-2022";617;1094.9;6;10.6;0;0
"Ameland";60;"Ameland";3746;"29-12-2021";"11-01-2022";11;293.6;0;0;0;0
"Amersfoort";307;"Amersfoort";157462;"29-12-2021";"11-01-2022";2418;1535.6;10;6.4;0;0
"Amstelveen";362;"Amstelveen";90829;"29-12-2021";"11-01-2022";2125;2339.6;6;6.6;2;2.2
"Amsterdam";363;"Amsterdam";873338;"29-12-2021";"11-01-2022";25941;2970.3;84;9.6;12;1.4
"Apeldoorn";200;"Apeldoorn";164781;"29-12-2021";"11-01-2022";2269;1377;17;10.3;2;1.2
"Arnhem";202;"Arnhem";162424;"29-12-2021";"11-01-2022";2769;1704.8;9;5.5;2;1.2
"Assen";106;"Assen";68836;"29-12-2021";"11-01-2022";759;1102.6;8;11.6;0;0
"Asten";743;"Asten";16817;"29-12-2021";"11-01-2022";393;2336.9;1;5.9;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6899;"29-12-2021";"11-01-2022";101;1464;0;0;0;0
"Baarn";308;"Baarn";24792;"29-12-2021";"11-01-2022";440;1774.8;1;4;0;0
"Barendrecht";489;"Barendrecht";48643;"29-12-2021";"11-01-2022";878;1805;1;2.1;0;0
"Barneveld";203;"Barneveld";59992;"29-12-2021";"11-01-2022";823;1371.8;4;6.7;3;5
"Beek";888;"Beek";15875;"29-12-2021";"11-01-2022";155;976.4;3;18.9;0;0
"Beekdaelen";1954;"Beekdaelen";36065;"29-12-2021";"11-01-2022";361;1001;3;8.3;0;0
"Beemster";370;"Beemster";10110;"29-12-2021";"11-01-2022";289;2858.6;1;9.9;0;0
"Beesel";889;"Beesel";13450;"29-12-2021";"11-01-2022";104;773.2;2;14.9;0;0
"Berg en Dal";1945;"Berg en Dal";35010;"29-12-2021";"11-01-2022";528;1508.1;5;14.3;0;0
"Bergeijk";1724;"Bergeijk";18754;"29-12-2021";"11-01-2022";309;1647.6;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13108;"29-12-2021";"11-01-2022";113;862.1;0;0;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29715;"29-12-2021";"11-01-2022";655;2204.3;2;6.7;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67514;"29-12-2021";"11-01-2022";1004;1487.1;3;4.4;0;0
"Berkelland";1859;"Berkelland";43846;"29-12-2021";"11-01-2022";677;1544;4;9.1;0;0
"Bernheze";1721;"Bernheze";31455;"29-12-2021";"11-01-2022";675;2145.9;3;9.5;0;0
"Best";753;"Best";30216;"29-12-2021";"11-01-2022";590;1952.6;1;3.3;1;3.3
"Beuningen";209;"Beuningen";26157;"29-12-2021";"11-01-2022";446;1705.1;3;11.5;0;0
"Beverwijk";375;"Beverwijk";41863;"29-12-2021";"11-01-2022";786;1877.6;2;4.8;0;0
"Bladel";1728;"Bladel";20529;"29-12-2021";"11-01-2022";362;1763.4;0;0;0;0
"Blaricum";376;"Blaricum";11954;"29-12-2021";"11-01-2022";211;1765.1;1;8.4;1;8.4
"Bloemendaal";377;"Bloemendaal";23478;"29-12-2021";"11-01-2022";620;2640.8;1;4.3;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";35278;"29-12-2021";"11-01-2022";750;2126;5;14.2;0;0
"Boekel";755;"Boekel";10959;"29-12-2021";"11-01-2022";277;2527.6;0;0;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25598;"29-12-2021";"11-01-2022";295;1152.4;1;3.9;1;3.9
"Borne";147;"Borne";23668;"29-12-2021";"11-01-2022";437;1846.4;2;8.5;0;0
"Borsele";654;"Borsele";22818;"29-12-2021";"11-01-2022";324;1419.9;2;8.8;0;0
"Boxmeer";756;"Boxmeer";29609;"29-12-2021";"11-01-2022";323;1090.9;0;0;0;0
"Boxtel";757;"Boxtel";32973;"29-12-2021";"11-01-2022";584;1771.1;2;6.1;1;3
"Breda";758;"Breda";184126;"29-12-2021";"11-01-2022";3630;1971.5;12;6.5;1;0.5
"Brielle";501;"Brielle";17439;"29-12-2021";"11-01-2022";277;1588.4;0;0;1;5.7
"Bronckhorst";1876;"Bronckhorst";36087;"29-12-2021";"11-01-2022";439;1216.5;5;13.9;0;0
"Brummen";213;"Brummen";20884;"29-12-2021";"11-01-2022";205;981.6;1;4.8;1;4.8
"Brunssum";899;"Brunssum";27670;"29-12-2021";"11-01-2022";264;954.1;2;7.2;1;3.6
"Bunnik";312;"Bunnik";15341;"29-12-2021";"11-01-2022";288;1877.3;1;6.5;0;0
"Bunschoten";313;"Bunschoten";22019;"29-12-2021";"11-01-2022";448;2034.6;0;0;0;0
"Buren";214;"Buren";27009;"29-12-2021";"11-01-2022";366;1355.1;2;7.4;0;0
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67319;"29-12-2021";"11-01-2022";1152;1711.3;9;13.4;0;0
"Castricum";383;"Castricum";36086;"29-12-2021";"11-01-2022";544;1507.5;2;5.5;0;0
"Coevorden";109;"Coevorden";35317;"29-12-2021";"11-01-2022";776;2197.2;2;5.7;0;0
"Cranendonck";1706;"Cranendonck";21001;"29-12-2021";"11-01-2022";305;1452.3;2;9.5;0;0
"Cuijk";1684;"Cuijk";25404;"29-12-2021";"11-01-2022";328;1291.1;1;3.9;1;3.9
"Culemborg";216;"Culemborg";29121;"29-12-2021";"11-01-2022";416;1428.5;0;0;0;0
"Dalfsen";148;"Dalfsen";28901;"29-12-2021";"11-01-2022";369;1276.8;0;0;0;0
"Dantumadiel";1891;"Dantumadiel";18943;"29-12-2021";"11-01-2022";313;1652.3;2;10.6;1;5.3
"De Bilt";310;"De Bilt";43384;"29-12-2021";"11-01-2022";651;1500.6;4;9.2;1;2.3
"De Fryske Marren";1940;"De Fryske Marren";51778;"29-12-2021";"11-01-2022";712;1375.1;6;11.6;0;0
"De Ronde Venen";736;"De Ronde Venen";44720;"29-12-2021";"11-01-2022";884;1976.7;1;2.2;0;0
"De Wolden";1690;"De Wolden";24374;"29-12-2021";"11-01-2022";308;1263.6;0;0;0;0
"Delft";503;"Delft";103581;"29-12-2021";"11-01-2022";2106;2033.2;15;14.5;1;1
"Den Helder";400;"Den Helder";56582;"29-12-2021";"11-01-2022";582;1028.6;5;8.8;0;0
"Deurne";762;"Deurne";32437;"29-12-2021";"11-01-2022";502;1547.6;0;0;0;0
"Deventer";150;"Deventer";101236;"29-12-2021";"11-01-2022";1178;1163.6;6;5.9;2;2
"Diemen";384;"Diemen";31334;"29-12-2021";"11-01-2022";837;2671.2;2;6.4;1;3.2
"Dinkelland";1774;"Dinkelland";26606;"29-12-2021";"11-01-2022";795;2988;3;11.3;0;0
"Doesburg";221;"Doesburg";11064;"29-12-2021";"11-01-2022";103;930.9;1;9;0;0
"Doetinchem";222;"Doetinchem";58270;"29-12-2021";"11-01-2022";779;1336.9;4;6.9;4;6.9
"Dongen";766;"Dongen";26368;"29-12-2021";"11-01-2022";426;1615.6;1;3.8;0;0
"Dordrecht";505;"Dordrecht";119115;"29-12-2021";"11-01-2022";1933;1622.8;15;12.6;0;0
"Drechterland";498;"Drechterland";19838;"29-12-2021";"11-01-2022";307;1547.5;0;0;0;0
"Drimmelen";1719;"Drimmelen";27325;"29-12-2021";"11-01-2022";480;1756.6;0;0;0;0
"Dronten";303;"Dronten";42011;"29-12-2021";"11-01-2022";541;1287.8;3;7.1;0;0
