"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"De Wolden";24511;"09-11-2022";"22-11-2022";11;44,9;1;4,1;0;0
"Delft";104572;"09-11-2022";"22-11-2022";58;55,5;4;3,8;0;0
"Den Helder";56334;"09-11-2022";"22-11-2022";48;85,2;6;10,7;0;0
"Deurne";32606;"09-11-2022";"22-11-2022";13;39,9;3;9,2;0;0
"Deventer";101446;"09-11-2022";"22-11-2022";52;51,3;2;2;0;0
"Diemen";31822;"09-11-2022";"22-11-2022";44;138,3;0;0;0;0
"Dijk en Waard";87695;"09-11-2022";"22-11-2022";43;49;2;2,3;1;1,1
"Dinkelland";26594;"09-11-2022";"22-11-2022";11;41,4;0;0;0;0
"Doesburg";11036;"09-11-2022";"22-11-2022";3;27,2;0;0;0;0
"Doetinchem";58546;"09-11-2022";"22-11-2022";30;51,2;0;0;0;0
"Dongen";26483;"09-11-2022";"22-11-2022";12;45,3;1;3,8;0;0
"Dordrecht";119537;"09-11-2022";"22-11-2022";75;62,7;9;7,5;0;0
"Drechterland";19983;"09-11-2022";"22-11-2022";13;65,1;1;5;0;0
"Drimmelen";27476;"09-11-2022";"22-11-2022";21;76,4;2;7,3;0;0
"Dronten";42865;"09-11-2022";"22-11-2022";23;53,7;2;4,7;0;0
"Druten";19178;"09-11-2022";"22-11-2022";6;31,3;1;5,2;0;0
"Duiven";24946;"09-11-2022";"22-11-2022";11;44,1;0;0;0;0
"Echt-Susteren";31731;"09-11-2022";"22-11-2022";49;154,4;2;6,3;0;0
"Edam-Volendam";36471;"09-11-2022";"22-11-2022";13;35,6;3;8,2;0;0
"Ede";119986;"09-11-2022";"22-11-2022";74;61,7;2;1,7;0;0
"Eemnes";9450;"09-11-2022";"22-11-2022";3;31,7;0;0;0;0
"Eemsdelta";45389;"09-11-2022";"22-11-2022";9;19,8;1;2,2;0;0
"Eersel";19823;"09-11-2022";"22-11-2022";8;40,4;0;0;0;0
"Eijsden-Margraten";25857;"09-11-2022";"22-11-2022";34;131,5;0;0;0;0
"Eindhoven";238326;"09-11-2022";"22-11-2022";127;53,3;5;2,1;1;0,4
"Elburg";23740;"09-11-2022";"22-11-2022";7;29,5;1;4,2;0;0
"Emmen";107856;"09-11-2022";"22-11-2022";39;36,2;4;3,7;0;0
"Enkhuizen";18620;"09-11-2022";"22-11-2022";6;32,2;1;5,4;0;0
"Enschede";160640;"09-11-2022";"22-11-2022";88;54,8;6;3,7;1;0,6
"Epe";33257;"09-11-2022";"22-11-2022";21;63,1;0;0;0;0
"Ermelo";27258;"09-11-2022";"22-11-2022";10;36,7;3;11;0;0
"Etten-Leur";44152;"09-11-2022";"22-11-2022";14;31,7;1;2,3;0;0
"Geertruidenberg";21944;"09-11-2022";"22-11-2022";7;31,9;2;9,1;0;0
"Geldrop-Mierlo";40131;"09-11-2022";"22-11-2022";15;37,4;3;7,5;0;0
"Gemert-Bakel";31040;"09-11-2022";"22-11-2022";11;35,4;1;3,2;0;0
"Gennep";17237;"09-11-2022";"22-11-2022";14;81,2;2;11,6;0;0
"Gilze en Rijen";26557;"09-11-2022";"22-11-2022";10;37,7;0;0;0;0
"Goeree-Overflakkee";51051;"09-11-2022";"22-11-2022";51;99,9;8;15,7;0;0
"Goes";38950;"09-11-2022";"22-11-2022";35;89,9;1;2,6;0;0
"Goirle";23979;"09-11-2022";"22-11-2022";8;33,4;1;4,2;0;0
"Gooise Meren";58846;"09-11-2022";"22-11-2022";27;45,9;0;0;0;0
"Gorinchem";37632;"09-11-2022";"22-11-2022";19;50,5;0;0;0;0
"Gouda";74095;"09-11-2022";"22-11-2022";50;67,5;4;5,4;0;0
"Groningen";234950;"09-11-2022";"22-11-2022";113;48,1;6;2,6;0;0
"Gulpen-Wittem";14178;"09-11-2022";"22-11-2022";19;134;0;0;0;0
"Haaksbergen";24268;"09-11-2022";"22-11-2022";10;41,2;0;0;0;0
"Haarlem";162898;"09-11-2022";"22-11-2022";90;55,2;2;1,2;0;0
"Haarlemmermeer";159336;"09-11-2022";"22-11-2022";73;45,8;3;1,9;0;0
"Halderberge";30770;"09-11-2022";"22-11-2022";16;52;4;13;0;0
"Hardenberg";61798;"09-11-2022";"22-11-2022";24;38,8;3;4,9;0;0
"Harderwijk";48857;"09-11-2022";"22-11-2022";28;57,3;0;0;0;0
"Hardinxveld-Giessendam";18511;"09-11-2022";"22-11-2022";6;32,4;1;5,4;0;0
"Harlingen";15904;"09-11-2022";"22-11-2022";4;25,2;1;6,3;0;0
"Hattem";12307;"09-11-2022";"22-11-2022";4;32,5;0;0;0;0
"Heemskerk";39189;"09-11-2022";"22-11-2022";23;58,7;0;0;0;0
"Heemstede";27557;"09-11-2022";"22-11-2022";18;65,3;1;3,6;0;0
"Heerde";18976;"09-11-2022";"22-11-2022";8;42,2;1;5,3;0;0
"Heerenveen";51119;"09-11-2022";"22-11-2022";25;48,9;1;2;0;0
"Heerlen";86845;"09-11-2022";"22-11-2022";84;96,7;2;2,3;0;0
"Heeze-Leende";16470;"09-11-2022";"22-11-2022";6;36,4;0;0;0;0
"Heiloo";24417;"09-11-2022";"22-11-2022";11;45,1;0;0;0;0
"Hellendoorn";35940;"09-11-2022";"22-11-2022";9;25;2;5,6;0;0
"Hellevoetsluis";40574;"09-11-2022";"22-11-2022";18;44,4;4;9,9;1;2,5
"Helmond";93476;"09-11-2022";"22-11-2022";45;48,1;6;6,4;0;0
"Hendrik-Ido-Ambacht";31663;"09-11-2022";"22-11-2022";15;47,4;1;3,2;0;0
"Hengelo";81476;"09-11-2022";"22-11-2022";39;47,9;2;2,5;0;0
"Het Hogeland";48022;"09-11-2022";"22-11-2022";29;60,4;2;4,2;0;0
"Heumen";17175;"09-11-2022";"22-11-2022";18;104,8;1;5,8;0;0
"Heusden";45557;"09-11-2022";"22-11-2022";28;61,5;1;2,2;0;0
"Hillegom";22312;"09-11-2022";"22-11-2022";7;31,4;1;4,5;0;0
"Hilvarenbeek";15810;"09-11-2022";"22-11-2022";9;56,9;1;6,3;0;0
"Hilversum";91733;"09-11-2022";"22-11-2022";48;52,3;0;0;1;1,1
"Hoeksche Waard";88715;"09-11-2022";"22-11-2022";44;49,6;1;1,1;0;0
"Hof van Twente";35056;"09-11-2022";"22-11-2022";7;20;1;2,9;0;0
"Hollands Kroon";48778;"09-11-2022";"22-11-2022";19;39;1;2,1;0;0
"Hoogeveen";55857;"09-11-2022";"22-11-2022";15;26,9;3;5,4;0;0
"Hoorn";74298;"09-11-2022";"22-11-2022";30;40,4;2;2,7;0;0
"Horst aan de Maas";43039;"09-11-2022";"22-11-2022";41;95,3;0;0;0;0
"Houten";50323;"09-11-2022";"22-11-2022";23;45,7;1;2;0;0
"Huizen";40938;"09-11-2022";"22-11-2022";24;58,6;0;0;1;2,4
"Hulst";27533;"09-11-2022";"22-11-2022";20;72,6;1;3,6;0;0
"IJsselstein";33429;"09-11-2022";"22-11-2022";14;41,9;1;3;0;0
"Kaag en Braassem";27895;"09-11-2022";"22-11-2022";10;35,8;1;3,6;0;0
"Kampen";54791;"09-11-2022";"22-11-2022";19;34,7;2;3,7;0;0
"Kapelle";13020;"09-11-2022";"22-11-2022";10;76,8;0;0;1;7,7
"Katwijk";66032;"09-11-2022";"22-11-2022";29;43,9;2;3;0;0
"Kerkrade";45324;"09-11-2022";"22-11-2022";44;97,1;2;4,4;0;0
"Koggenland";23048;"09-11-2022";"22-11-2022";7;30,4;2;8,7;0;0
"Krimpen aan den IJssel";29415;"09-11-2022";"22-11-2022";20;68;0;0;0;0
"Krimpenerwaard";57062;"09-11-2022";"22-11-2022";21;36,8;1;1,8;0;0
"Laarbeek";22943;"09-11-2022";"22-11-2022";10;43,6;0;0;0;0
"Land van Cuijk";90707;"09-11-2022";"22-11-2022";46;50,7;2;2,2;0;0
"Landgraaf";37023;"09-11-2022";"22-11-2022";39;105,3;1;2,7;0;0
"Landsmeer";11560;"09-11-2022";"22-11-2022";12;103,8;0;0;0;0
"Lansingerland";64110;"09-11-2022";"22-11-2022";41;64;2;3,1;0;0
"Laren";11528;"09-11-2022";"22-11-2022";8;69,4;0;0;0;0
"Leeuwarden";125504;"09-11-2022";"22-11-2022";63;50,2;5;4;0;0
"Leiden";125074;"09-11-2022";"22-11-2022";74;59,2;7;5,6;1;0,8
"Leiderdorp";27464;"09-11-2022";"22-11-2022";13;47,3;2;7,3;0;0
"Leidschendam-Voorburg";76659;"09-11-2022";"22-11-2022";40;52,2;2;2,6;0;0
"Lelystad";81214;"09-11-2022";"22-11-2022";58;71,4;5;6,2;0;0
"Leudal";35928;"09-11-2022";"22-11-2022";23;64;1;2,8;0;0
"Leusden";30713;"09-11-2022";"22-11-2022";23;74,9;2;6,5;0;0
"Lingewaard";46963;"09-11-2022";"22-11-2022";27;57,5;0;0;1;2,1
"Lisse";23015;"09-11-2022";"22-11-2022";2;8,7;0;0;0;0
"Lochem";34069;"09-11-2022";"22-11-2022";13;38,2;1;2,9;0;0
"Loon op Zand";23768;"09-11-2022";"22-11-2022";15;63,1;0;0;0;0
"Lopik";14512;"09-11-2022";"22-11-2022";4;27,6;2;13,8;0;0
"Losser";23084;"09-11-2022";"22-11-2022";3;13;2;8,7;0;0
"Maasdriel";25504;"09-11-2022";"22-11-2022";8;31,4;0;0;0;0
"Maasgouw";24028;"09-11-2022";"22-11-2022";24;99,9;0;0;0;0
"Maashorst";58362;"09-11-2022";"22-11-2022";13;22,3;0;0;0;0
"Maassluis";34148;"09-11-2022";"22-11-2022";17;49,8;1;2,9;0;0
"Maastricht";121151;"09-11-2022";"22-11-2022";103;85;0;0;1;0,8
"Medemblik";45464;"09-11-2022";"22-11-2022";13;28,6;1;2,2;0;0
"Meerssen";18581;"09-11-2022";"22-11-2022";22;118,4;0;0;0;0
"Meierijstad";82613;"09-11-2022";"22-11-2022";36;43,6;4;4,8;0;0
"Meppel";34761;"09-11-2022";"22-11-2022";19;54,7;0;0;0;0
"Middelburg";49199;"09-11-2022";"22-11-2022";45;91,5;3;6,1;0;0
"Midden-Delfland";19484;"09-11-2022";"22-11-2022";15;77;0;0;0;0
"Midden-Drenthe";33689;"09-11-2022";"22-11-2022";13;38,6;0;0;0;0
"Midden-Groningen";60898;"09-11-2022";"22-11-2022";18;29,6;0;0;0;0
"Moerdijk";37313;"09-11-2022";"22-11-2022";16;42,9;0;0;0;0
"Molenlanden";44644;"09-11-2022";"22-11-2022";13;29,1;0;0;0;0
"Montferland";36359;"09-11-2022";"22-11-2022";18;49,5;1;2,8;0;0
"Montfoort";13818;"09-11-2022";"22-11-2022";5;36,2;1;7,2;0;0
"Mook en Middelaar";7989;"09-11-2022";"22-11-2022";2;25;0;0;0;0
"Neder-Betuwe";25032;"09-11-2022";"22-11-2022";8;32;1;4;0;0
"Nederweert";17323;"09-11-2022";"22-11-2022";4;23,1;0;0;0;0
"Nieuwegein";64554;"09-11-2022";"22-11-2022";32;49,6;0;0;0;0
"Nieuwkoop";29304;"09-11-2022";"22-11-2022";15;51,2;0;0;0;0
"Nijkerk";44311;"09-11-2022";"22-11-2022";24;54,2;3;6,8;0;0
"Nijmegen";179100;"09-11-2022";"22-11-2022";122;68,1;16;8,9;1;0,6
"Nissewaard";86332;"09-11-2022";"22-11-2022";69;79,9;7;8,1;0;0
"Noardeast-Fryslân";45593;"09-11-2022";"22-11-2022";13;28,5;0;0;0;0
"Noord-Beveland";7668;"09-11-2022";"22-11-2022";4;52,2;0;0;0;0
"Noordenveld";31238;"09-11-2022";"22-11-2022";9;28,8;0;0;0;0
"Noordoostpolder";48048;"09-11-2022";"22-11-2022";40;83,3;1;2,1;1;2,1
"Noordwijk";44365;"09-11-2022";"22-11-2022";11;24,8;0;0;0;0
"Nuenen, Gerwen en Nederwetten";23826;"09-11-2022";"22-11-2022";13;54,6;2;8,4;0;0
"Nunspeet";28223;"09-11-2022";"22-11-2022";9;31,9;2;7,1;0;0
"Oegstgeest";25499;"09-11-2022";"22-11-2022";20;78,4;0;0;0;0
"Oirschot";19061;"09-11-2022";"22-11-2022";8;42;1;5,2;0;0
"Oisterwijk";32503;"09-11-2022";"22-11-2022";12;36,9;1;3,1;0;0
"Oldambt";38521;"09-11-2022";"22-11-2022";17;44,1;0;0;0;0
"Oldebroek";23930;"09-11-2022";"22-11-2022";12;50,1;1;4,2;0;0
"Oldenzaal";31741;"09-11-2022";"22-11-2022";11;34,7;0;0;0;0
"Olst-Wijhe";18496;"09-11-2022";"22-11-2022";11;59,5;0;0;0;0
"Ommen";18457;"09-11-2022";"22-11-2022";7;37,9;1;5,4;0;0
"Oost Gelre";29603;"09-11-2022";"22-11-2022";19;64,2;1;3,4;0;0
"Oosterhout";56535;"09-11-2022";"22-11-2022";42;74,3;3;5,3;0;0
"Ooststellingwerf";25680;"09-11-2022";"22-11-2022";4;15,6;1;3,9;0;0
"Oostzaan";9639;"09-11-2022";"22-11-2022";7;72,6;0;0;0;0
"Opmeer";12074;"09-11-2022";"22-11-2022";4;33,1;0;0;0;0
"Opsterland";29791;"09-11-2022";"22-11-2022";10;33,6;0;0;0;0
"Oss";93307;"09-11-2022";"22-11-2022";40;42,9;0;0;0;0
"Oude IJsselstreek";39387;"09-11-2022";"22-11-2022";16;40,6;0;0;0;0
"Ouder-Amstel";14212;"09-11-2022";"22-11-2022";19;133,7;0;0;0;0
"Oudewater";10159;"09-11-2022";"22-11-2022";3;29,5;0;0;0;0
"Overbetuwe";48266;"09-11-2022";"22-11-2022";34;70,4;0;0;0;0
"Papendrecht";32208;"09-11-2022";"22-11-2022";22;68,3;1;3,1;0;0
"Peel en Maas";44278;"09-11-2022";"22-11-2022";20;45,2;0;0;0;0
"Pekela";12196;"09-11-2022";"22-11-2022";1;8,2;0;0;0;0
"Pijnacker-Nootdorp";56572;"09-11-2022";"22-11-2022";26;46;0;0;0;0
"Purmerend";92240;"09-11-2022";"22-11-2022";46;49,9;6;6,5;0;0
"Putten";24598;"09-11-2022";"22-11-2022";16;65;0;0;0;0
"Raalte";38140;"09-11-2022";"22-11-2022";8;21;0;0;0;0
"Reimerswaal";22920;"09-11-2022";"22-11-2022";9;39,3;1;4,4;0;0
"Renkum";31358;"09-11-2022";"22-11-2022";21;67;2;6,4;0;0
"Renswoude";5651;"09-11-2022";"22-11-2022";0;0;0;0;0;0
"Reusel-De Mierden";13271;"09-11-2022";"22-11-2022";6;45,2;0;0;0;0
"Rheden";43435;"09-11-2022";"22-11-2022";18;41,4;2;4,6;0;0
"Rhenen";20265;"09-11-2022";"22-11-2022";12;59,2;1;4,9;0;0
"Ridderkerk";47099;"09-11-2022";"22-11-2022";18;38,2;3;6,4;0;0
"Rijssen-Holten";38231;"09-11-2022";"22-11-2022";12;31,4;0;0;0;0
"Rijswijk";56941;"09-11-2022";"22-11-2022";34;59,7;2;3,5;0;0
"Roerdalen";20558;"09-11-2022";"22-11-2022";8;38,9;0;0;0;0
"Roermond";59184;"09-11-2022";"22-11-2022";53;89,6;1;1,7;0;0
"Roosendaal";77244;"09-11-2022";"22-11-2022";27;35;2;2,6;1;1,3
"Rotterdam";655468;"09-11-2022";"22-11-2022";391;59,7;25;3,8;1;0,2
"Rozendaal";1756;"09-11-2022";"22-11-2022";0;0;0;0;0;0
"Rucphen";23326;"09-11-2022";"22-11-2022";9;38,6;1;4,3;0;0
"Schagen";46833;"09-11-2022";"22-11-2022";22;47;0;0;0;0
"Scherpenzeel";10317;"09-11-2022";"22-11-2022";2;19,4;0;0;0;0
"Schiedam";79644;"09-11-2022";"22-11-2022";32;40,2;2;2,5;0;0
"Schiermonnikoog";944;"09-11-2022";"22-11-2022";0;0;0;0;0;0
"Schouwen-Duiveland";34152;"09-11-2022";"22-11-2022";19;55,6;0;0;0;0
"Simpelveld";10425;"09-11-2022";"22-11-2022";8;76,7;0;0;0;0
"Sint-Michielsgestel";29731;"09-11-2022";"22-11-2022";16;53,8;1;3,4;0;0
"Sittard-Geleen";91719;"09-11-2022";"22-11-2022";108;117,8;5;5,5;0;0
"Sliedrecht";25897;"09-11-2022";"22-11-2022";10;38,6;0;0;0;0
"Sluis";23141;"09-11-2022";"22-11-2022";23;99,4;2;8,6;0;0
"Smallingerland";55895;"09-11-2022";"22-11-2022";15;26,8;1;1,8;0;0
"Soest";47113;"09-11-2022";"22-11-2022";27;57,3;1;2,1;0;0
"Someren";19701;"09-11-2022";"22-11-2022";5;25,4;0;0;0;0
"Son en Breugel";17775;"09-11-2022";"22-11-2022";8;45;0;0;0;0
"Stadskanaal";31851;"09-11-2022";"22-11-2022";14;44;0;0;0;0
"Staphorst";17282;"09-11-2022";"22-11-2022";6;34,7;0;0;0;0
"Stede Broec";21947;"09-11-2022";"22-11-2022";10;45,6;0;0;0;0
"Steenbergen";24333;"09-11-2022";"22-11-2022";11;45,2;0;0;0;0
"Steenwijkerland";44741;"09-11-2022";"22-11-2022";24;53,6;3;6,7;0;0
"Stein";24803;"09-11-2022";"22-11-2022";23;92,7;1;4;0;0
"Stichtse Vecht";65240;"09-11-2022";"22-11-2022";27;41,4;3;4,6;0;0
"Súdwest-Fryslân";90300;"09-11-2022";"22-11-2022";30;33,2;2;2,2;0;0
"Terneuzen";54501;"09-11-2022";"22-11-2022";32;58,7;4;7,3;0;0
"Terschelling";4960;"09-11-2022";"22-11-2022";1;20,2;0;0;0;0
"Texel";13687;"09-11-2022";"22-11-2022";3;21,9;1;7,3;0;0
"Teylingen";37942;"09-11-2022";"22-11-2022";23;60,6;0;0;0;0
"Tholen";26401;"09-11-2022";"22-11-2022";6;22,7;0;0;0;0
"Tiel";42277;"09-11-2022";"22-11-2022";15;35,5;2;4,7;0;0
"Tilburg";224459;"09-11-2022";"22-11-2022";108;48,1;6;2,7;1;0,4
"Tubbergen";21364;"09-11-2022";"22-11-2022";6;28,1;2;9,4;0;0
"Twenterand";33718;"09-11-2022";"22-11-2022";7;20,8;1;3;0;0
"Tynaarlo";34221;"09-11-2022";"22-11-2022";12;35,1;1;2,9;0;0
"Tytsjerksteradiel";32282;"09-11-2022";"22-11-2022";15;46,5;0;0;0;0
"Uitgeest";13563;"09-11-2022";"22-11-2022";9;66,4;0;0;0;0
"Uithoorn";31018;"09-11-2022";"22-11-2022";21;67,7;1;3,2;0;0
"Urk";21468;"09-11-2022";"22-11-2022";6;27,9;0;0;0;0
"Utrecht";361699;"09-11-2022";"22-11-2022";219;60,5;17;4,7;0;0
"Utrechtse Heuvelrug";49981;"09-11-2022";"22-11-2022";27;54;4;8;1;2
"Vaals";10135;"09-11-2022";"22-11-2022";5;49,3;0;0;0;0
"Valkenburg aan de Geul";16167;"09-11-2022";"22-11-2022";16;99;0;0;0;0
"Valkenswaard";31236;"09-11-2022";"22-11-2022";12;38,4;1;3,2;0;0
"Veendam";27466;"09-11-2022";"22-11-2022";15;54,6;0;0;0;0
"Veenendaal";67671;"09-11-2022";"22-11-2022";47;69,5;3;4,4;1;1,5
"Veere";21850;"09-11-2022";"22-11-2022";15;68,6;0;0;0;0
"Veldhoven";45822;"09-11-2022";"22-11-2022";16;34,9;2;4,4;0;0
"Velsen";68482;"09-11-2022";"22-11-2022";42;61,3;1;1,5;1;1,5
"Venlo";102136;"09-11-2022";"22-11-2022";65;63,6;0;0;0;0
"Venray";43964;"09-11-2022";"22-11-2022";16;36,4;0;0;0;0
"Vijfheerenlanden";58788;"09-11-2022";"22-11-2022";21;35,7;0;0;0;0
"Vlaardingen";74143;"09-11-2022";"22-11-2022";51;68,8;7;9,4;0;0
"Vlieland";1195;"09-11-2022";"22-11-2022";0;0;0;0;0;0
"Vlissingen";44585;"09-11-2022";"22-11-2022";37;83;3;6,7;0;0
"Voerendaal";12426;"09-11-2022";"22-11-2022";7;56,3;0;0;0;0
"Voorschoten";25627;"09-11-2022";"22-11-2022";16;62,4;1;3,9;0;0
"Voorst";24994;"09-11-2022";"22-11-2022";9;36;0;0;0;0
"Vught";31783;"09-11-2022";"22-11-2022";18;56,6;3;9,4;0;0
"Waadhoeke";46309;"09-11-2022";"22-11-2022";26;56,1;0;0;0;0
"Waalre";17626;"09-11-2022";"22-11-2022";10;56,7;0;0;0;0
"Waalwijk";49342;"09-11-2022";"22-11-2022";29;58,8;3;6,1;0;0
"Waddinxveen";31342;"09-11-2022";"22-11-2022";13;41,5;1;3,2;0;0
"Wageningen";39939;"09-11-2022";"22-11-2022";24;60,1;2;5;0;0
"Wassenaar";27115;"09-11-2022";"22-11-2022";23;84,8;0;0;0;0
"Waterland";17343;"09-11-2022";"22-11-2022";13;75;1;5,8;0;0
"Weert";50346;"09-11-2022";"22-11-2022";39;77,5;1;2;0;0
"West Betuwe";51971;"09-11-2022";"22-11-2022";23;44,3;1;1,9;0;0
"West Maas en Waal";19675;"09-11-2022";"22-11-2022";7;35,6;1;5,1;0;0
"Westerkwartier";64306;"09-11-2022";"22-11-2022";16;24,9;1;1,6;0;0
"Westerveld";19854;"09-11-2022";"22-11-2022";5;25,2;2;10,1;0;0
"Westervoort";14944;"09-11-2022";"22-11-2022";12;80,3;0;0;0;0
"Westerwolde";26571;"09-11-2022";"22-11-2022";8;30,1;2;7,5;0;0
"Westland";112448;"09-11-2022";"22-11-2022";40;35,6;4;3,6;0;0
"Weststellingwerf";26278;"09-11-2022";"22-11-2022";10;38,1;3;11,4;0;0
"Westvoorne";14960;"09-11-2022";"22-11-2022";8;53,5;0;0;0;0
"Wierden";24643;"09-11-2022";"22-11-2022";4;16,2;2;8,1;0;0
"Wijchen";41344;"09-11-2022";"22-11-2022";32;77,4;3;7,3;0;0
"Wijdemeren";24494;"09-11-2022";"22-11-2022";19;77,6;0;0;0;0
"Wijk bij Duurstede";23921;"09-11-2022";"22-11-2022";10;41,8;1;4,2;0;0
"Winterswijk";29185;"09-11-2022";"22-11-2022";12;41,1;2;6,9;0;0
"Woensdrecht";22112;"09-11-2022";"22-11-2022";5;22,6;0;0;0;0
"Woerden";52882;"09-11-2022";"22-11-2022";27;51,1;0;0;0;0
