"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage";518;"'s-Gravenhage";548320;"16-02-2022";"01-03-2022";11245;2050.8;52;9.5;1;0.2
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155490;"16-02-2022";"01-03-2022";4146;2666.4;17;10.9;2;1.3
"Aa en Hunze";1680;"Aa en Hunze";25399;"16-02-2022";"01-03-2022";930;3661.6;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31991;"16-02-2022";"01-03-2022";894;2794.5;0;0;0;0
"Aalten";197;"Aalten";27120;"16-02-2022";"01-03-2022";1011;3727.9;4;14.7;1;3.7
"Achtkarspelen";59;"Achtkarspelen";27900;"16-02-2022";"01-03-2022";1315;4713.3;7;25.1;0;0
"Alblasserdam";482;"Alblasserdam";20136;"16-02-2022";"01-03-2022";457;2269.6;6;29.8;0;0
"Albrandswaard";613;"Albrandswaard";25814;"16-02-2022";"01-03-2022";566;2192.6;3;11.6;0;0
"Alkmaar";361;"Alkmaar";109896;"16-02-2022";"01-03-2022";3267;2972.8;16;14.6;0;0
"Almelo";141;"Almelo";73132;"16-02-2022";"01-03-2022";2022;2764.9;7;9.6;0;0
"Almere";34;"Almere";214715;"16-02-2022";"01-03-2022";4007;1866.2;20;9.3;1;0.5
"Alphen aan den Rijn";484;"Alphen aan den Rijn";112587;"16-02-2022";"01-03-2022";3191;2834.3;10;8.9;0;0
"Alphen-Chaam";1723;"Alphen-Chaam";10373;"16-02-2022";"01-03-2022";214;2063;1;9.6;0;0
"Altena";1959;"Altena";56352;"16-02-2022";"01-03-2022";1409;2500.4;5;8.9;1;1.8
"Ameland";60;"Ameland";3746;"16-02-2022";"01-03-2022";143;3817.4;0;0;0;0
"Amersfoort";307;"Amersfoort";157462;"16-02-2022";"01-03-2022";5163;3278.9;19;12.1;0;0
"Amstelveen";362;"Amstelveen";90829;"16-02-2022";"01-03-2022";2147;2363.8;4;4.4;2;2.2
"Amsterdam";363;"Amsterdam";873338;"16-02-2022";"01-03-2022";20462;2343;54;6.2;8;0.9
"Apeldoorn";200;"Apeldoorn";164781;"16-02-2022";"01-03-2022";4798;2911.7;15;9.1;1;0.6
"Arnhem";202;"Arnhem";162424;"16-02-2022";"01-03-2022";5398;3323.4;19;11.7;2;1.2
"Assen";106;"Assen";68836;"16-02-2022";"01-03-2022";2771;4025.5;2;2.9;0;0
"Asten";743;"Asten";16817;"16-02-2022";"01-03-2022";500;2973.2;3;17.8;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6899;"16-02-2022";"01-03-2022";120;1739.4;1;14.5;0;0
"Baarn";308;"Baarn";24792;"16-02-2022";"01-03-2022";650;2621.8;3;12.1;0;0
"Barendrecht";489;"Barendrecht";48643;"16-02-2022";"01-03-2022";1107;2275.8;5;10.3;0;0
"Barneveld";203;"Barneveld";59992;"16-02-2022";"01-03-2022";2071;3452.1;8;13.3;1;1.7
"Beek";888;"Beek";15875;"16-02-2022";"01-03-2022";374;2355.9;3;18.9;0;0
"Beekdaelen";1954;"Beekdaelen";36065;"16-02-2022";"01-03-2022";885;2453.9;5;13.9;0;0
"Beesel";889;"Beesel";13450;"16-02-2022";"01-03-2022";309;2297.4;2;14.9;0;0
"Berg en Dal";1945;"Berg en Dal";35010;"16-02-2022";"01-03-2022";1150;3284.8;7;20;1;2.9
"Bergeijk";1724;"Bergeijk";18754;"16-02-2022";"01-03-2022";507;2703.4;3;16;1;5.3
"Bergen (L.)";893;"Bergen (L.)";13108;"16-02-2022";"01-03-2022";369;2815.1;0;0;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29715;"16-02-2022";"01-03-2022";751;2527.3;2;6.7;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67514;"16-02-2022";"01-03-2022";1414;2094.4;14;20.7;0;0
"Berkelland";1859;"Berkelland";43846;"16-02-2022";"01-03-2022";1425;3250;4;9.1;1;2.3
"Bernheze";1721;"Bernheze";31455;"16-02-2022";"01-03-2022";878;2791.3;4;12.7;0;0
"Best";753;"Best";30216;"16-02-2022";"01-03-2022";889;2942.1;3;9.9;0;0
"Beuningen";209;"Beuningen";26157;"16-02-2022";"01-03-2022";790;3020.2;4;15.3;0;0
"Beverwijk";375;"Beverwijk";41863;"16-02-2022";"01-03-2022";1064;2541.6;2;4.8;0;0
"Bladel";1728;"Bladel";20529;"16-02-2022";"01-03-2022";609;2966.5;1;4.9;0;0
"Blaricum";376;"Blaricum";11954;"16-02-2022";"01-03-2022";275;2300.5;1;8.4;0;0
"Bloemendaal";377;"Bloemendaal";23478;"16-02-2022";"01-03-2022";641;2730.2;0;0;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";35278;"16-02-2022";"01-03-2022";944;2675.9;3;8.5;0;0
"Boekel";755;"Boekel";10959;"16-02-2022";"01-03-2022";381;3476.6;1;9.1;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25598;"16-02-2022";"01-03-2022";720;2812.7;5;19.5;0;0
"Borne";147;"Borne";23668;"16-02-2022";"01-03-2022";744;3143.5;3;12.7;0;0
"Borsele";654;"Borsele";22818;"16-02-2022";"01-03-2022";610;2673.3;0;0;0;0
"Boxtel";757;"Boxtel";32973;"16-02-2022";"01-03-2022";847;2568.8;3;9.1;1;3
"Breda";758;"Breda";184126;"16-02-2022";"01-03-2022";4420;2400.5;16;8.7;0;0
"Brielle";501;"Brielle";17439;"16-02-2022";"01-03-2022";377;2161.8;1;5.7;0;0
"Bronckhorst";1876;"Bronckhorst";36087;"16-02-2022";"01-03-2022";1464;4056.9;4;11.1;0;0
