"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage";518;"'s-Gravenhage";545838;"11-08-2021";"24-08-2021";0;0;0;0;0;0
"'s-Gravenhage";518;"'s-Gravenhage";548320;"11-08-2021";"24-08-2021";1269;231.4;14;2.6;2;0.4
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155111;"11-08-2021";"24-08-2021";0;0;0;0;0;0
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155490;"11-08-2021";"24-08-2021";258;165.9;2;1.3;0;0
"Aa en Hunze";1680;"Aa en Hunze";25399;"11-08-2021";"24-08-2021";10;39.4;0;0;0;0
"Aa en Hunze";1680;"Aa en Hunze";25445;"11-08-2021";"24-08-2021";0;0;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31859;"11-08-2021";"24-08-2021";0;0;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31991;"11-08-2021";"24-08-2021";50;156.3;0;0;0;0
"Aalten";197;"Aalten";27120;"11-08-2021";"24-08-2021";27;99.6;0;0;0;0
"Aalten";197;"Aalten";27121;"11-08-2021";"24-08-2021";0;0;0;0;0;0
"Achtkarspelen";59;"Achtkarspelen";27843;"11-08-2021";"24-08-2021";0;0;0;0;0;0
"Achtkarspelen";59;"Achtkarspelen";27900;"11-08-2021";"24-08-2021";89;319;1;3.6;0;0
"Alblasserdam";482;"Alblasserdam";20136;"11-08-2021";"24-08-2021";54;268.2;0;0;0;0
"Alblasserdam";482;"Alblasserdam";20165;"11-08-2021";"24-08-2021";0;0;0;0;0;0
"Albrandswaard";613;"Albrandswaard";25590;"11-08-2021";"24-08-2021";0;0;0;0;0;0
"Albrandswaard";613;"Albrandswaard";25814;"11-08-2021";"24-08-2021";48;185.9;1;3.9;0;0
"Alkmaar";361;"Alkmaar";109436;"11-08-2021";"24-08-2021";0;0;0;0;0;0
"Alkmaar";361;"Alkmaar";109896;"11-08-2021";"24-08-2021";185;168.3;1;0.9;0;0
"Almelo";141;"Almelo";73107;"11-08-2021";"24-08-2021";0;0;0;0;0;0
"Almelo";141;"Almelo";73132;"11-08-2021";"24-08-2021";158;216;2;2.7;0;0
"Almere";34;"Almere";211893;"11-08-2021";"24-08-2021";0;0;0;0;0;0
"Almere";34;"Almere";214715;"11-08-2021";"24-08-2021";780;363.3;6;2.8;2;0.9
"Alphen aan den Rijn";484;"Alphen aan den Rijn";111897;"11-08-2021";"24-08-2021";0;0;0;0;0;0
"Alphen aan den Rijn";484;"Alphen aan den Rijn";112587;"11-08-2021";"24-08-2021";176;156.3;0;0;0;0
"Alphen-Chaam";1723;"Alphen-Chaam";10203;"11-08-2021";"24-08-2021";0;0;0;0;0;0
"Alphen-Chaam";1723;"Alphen-Chaam";10373;"11-08-2021";"24-08-2021";8;77.1;0;0;0;0
"Altena";1959;"Altena";55967;"11-08-2021";"24-08-2021";0;0;0;0;0;0
"Altena";1959;"Altena";56352;"11-08-2021";"24-08-2021";93;165;0;0;0;0
"Ameland";60;"Ameland";3716;"11-08-2021";"24-08-2021";0;0;0;0;0;0
"Ameland";60;"Ameland";3746;"11-08-2021";"24-08-2021";1;26.7;0;0;0;0
"Amersfoort";307;"Amersfoort";157276;"11-08-2021";"24-08-2021";0;0;0;0;0;0
