"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage";518;"'s-Gravenhage";548320;"16-03-2022";"29-03-2022";12100;2206.7;36;6.6;3;0.5
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155490;"16-03-2022";"29-03-2022";2698;1735.2;20;12.9;3;1.9
"Aa en Hunze";1680;"Aa en Hunze";25399;"16-03-2022";"29-03-2022";988;3889.9;5;19.7;0;0
"Aalsmeer";358;"Aalsmeer";31991;"16-03-2022";"29-03-2022";1056;3300.9;5;15.6;0;0
"Aalten";197;"Aalten";27120;"16-03-2022";"29-03-2022";1252;4616.5;5;18.4;0;0
"Achtkarspelen";59;"Achtkarspelen";27900;"16-03-2022";"29-03-2022";635;2276;5;17.9;0;0
"Alblasserdam";482;"Alblasserdam";20136;"16-03-2022";"29-03-2022";338;1678.6;2;9.9;0;0
"Albrandswaard";613;"Albrandswaard";25814;"16-03-2022";"29-03-2022";784;3037.1;4;15.5;0;0
"Alkmaar";361;"Alkmaar";109896;"16-03-2022";"29-03-2022";2628;2391.4;27;24.6;0;0
"Almelo";141;"Almelo";73132;"16-03-2022";"29-03-2022";2334;3191.5;8;10.9;0;0
"Almere";34;"Almere";214715;"16-03-2022";"29-03-2022";5511;2566.7;21;9.8;2;0.9
"Alphen aan den Rijn";484;"Alphen aan den Rijn";112587;"16-03-2022";"29-03-2022";3205;2846.7;11;9.8;0;0
"Alphen-Chaam";1723;"Alphen-Chaam";10373;"16-03-2022";"29-03-2022";155;1494.3;1;9.6;0;0
"Altena";1959;"Altena";56352;"16-03-2022";"29-03-2022";1096;1944.9;10;17.7;0;0
"Ameland";60;"Ameland";3746;"16-03-2022";"29-03-2022";118;3150;1;26.7;0;0
"Amersfoort";307;"Amersfoort";157462;"16-03-2022";"29-03-2022";4723;2999.5;23;14.6;1;0.6
"Amstelveen";362;"Amstelveen";90829;"16-03-2022";"29-03-2022";2383;2623.6;5;5.5;1;1.1
"Amsterdam";363;"Amsterdam";893783;"16-03-2022";"29-03-2022";19641;2197.5;65;7.3;10;1.1
"Apeldoorn";200;"Apeldoorn";164781;"16-03-2022";"29-03-2022";5789;3513.1;40;24.3;5;3
"Arnhem";202;"Arnhem";162424;"16-03-2022";"29-03-2022";5015;3087.6;25;15.4;2;1.2
"Assen";106;"Assen";68836;"16-03-2022";"29-03-2022";3022;4390.1;7;10.2;0;0
"Asten";743;"Asten";16817;"16-03-2022";"29-03-2022";342;2033.7;3;17.8;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6899;"16-03-2022";"29-03-2022";115;1666.9;1;14.5;0;0
"Baarn";308;"Baarn";24792;"16-03-2022";"29-03-2022";628;2533.1;3;12.1;0;0
"Barendrecht";489;"Barendrecht";48643;"16-03-2022";"29-03-2022";1287;2645.8;4;8.2;0;0
"Barneveld";203;"Barneveld";59992;"16-03-2022";"29-03-2022";1470;2450.3;13;21.7;0;0
"Beek";888;"Beek";15875;"16-03-2022";"29-03-2022";358;2255.1;2;12.6;0;0
"Beekdaelen";1954;"Beekdaelen";36065;"16-03-2022";"29-03-2022";789;2187.7;6;16.6;0;0
"Beesel";889;"Beesel";13450;"16-03-2022";"29-03-2022";273;2029.7;3;22.3;0;0
"Berg en Dal";1945;"Berg en Dal";35010;"16-03-2022";"29-03-2022";956;2730.6;9;25.7;0;0
"Bergeijk";1724;"Bergeijk";18754;"16-03-2022";"29-03-2022";403;2148.9;4;21.3;0;0
