"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Aa en Hunze";1680;"Aa en Hunze";25445;"17-03-2021";"30-03-2021";77;302.6;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31859;"17-03-2021";"30-03-2021";200;627.8;1;3.1;0;0
"Aalten";197;"Aalten";27121;"17-03-2021";"30-03-2021";231;851.7;0;0;1;3.7
"Achtkarspelen";59;"Achtkarspelen";27843;"17-03-2021";"30-03-2021";85;305.3;0;0;0;0
"Alblasserdam";482;"Alblasserdam";20165;"17-03-2021";"30-03-2021";195;967;2;9.9;1;5
"Albrandswaard";613;"Albrandswaard";25590;"17-03-2021";"30-03-2021";158;617.4;0;0;0;0
"Alkmaar";361;"Alkmaar";109436;"17-03-2021";"30-03-2021";546;498.9;3;2.7;3;2.7
"Almelo";141;"Almelo";73107;"17-03-2021";"30-03-2021";204;279;3;4.1;1;1.4
"Almere";34;"Almere";211893;"17-03-2021";"30-03-2021";945;446;6;2.8;0;0
"Alphen aan den Rijn";484;"Alphen aan den Rijn";111897;"17-03-2021";"30-03-2021";632;564.8;4;3.6;0;0
"Alphen-Chaam";1723;"Alphen-Chaam";10203;"17-03-2021";"30-03-2021";34;333.2;0;0;0;0
"Altena";1959;"Altena";55967;"17-03-2021";"30-03-2021";245;437.8;0;0;1;1.8
"Ameland";60;"Ameland";3716;"17-03-2021";"30-03-2021";0;0;0;0;0;0
"Amersfoort";307;"Amersfoort";157276;"17-03-2021";"30-03-2021";739;469.9;3;1.9;1;0.6
"Amstelveen";362;"Amstelveen";91675;"17-03-2021";"30-03-2021";409;446.1;2;2.2;1;1.1
"Amsterdam";363;"Amsterdam";872757;"17-03-2021";"30-03-2021";3959;453.6;42;4.8;10;1.1
"Apeldoorn";200;"Apeldoorn";163818;"17-03-2021";"30-03-2021";811;495.1;2;1.2;0;0
"Arnhem";202;"Arnhem";161348;"17-03-2021";"30-03-2021";511;316.7;2;1.2;2;1.2
"Assen";106;"Assen";68599;"17-03-2021";"30-03-2021";360;524.8;1;1.5;1;1.5
"Asten";743;"Asten";16721;"17-03-2021";"30-03-2021";97;580.1;0;0;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6859;"17-03-2021";"30-03-2021";23;335.3;0;0;0;0
"Baarn";308;"Baarn";24868;"17-03-2021";"30-03-2021";136;546.9;1;4;1;4
"Barendrecht";489;"Barendrecht";48714;"17-03-2021";"30-03-2021";352;722.6;4;8.2;2;4.1
"Barneveld";203;"Barneveld";59082;"17-03-2021";"30-03-2021";247;418.1;1;1.7;0;0
"Beek";888;"Beek";15865;"17-03-2021";"30-03-2021";78;491.6;1;6.3;0;0
"Beekdaelen";1954;"Beekdaelen";35938;"17-03-2021";"30-03-2021";192;534.3;3;8.3;2;5.6
"Beemster";370;"Beemster";10022;"17-03-2021";"30-03-2021";50;498.9;0;0;1;10
"Beesel";889;"Beesel";13482;"17-03-2021";"30-03-2021";107;793.7;0;0;0;0
"Berg en Dal";1945;"Berg en Dal";34992;"17-03-2021";"30-03-2021";203;580.1;1;2.9;0;0
"Bergeijk";1724;"Bergeijk";18635;"17-03-2021";"30-03-2021";93;499.1;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13085;"17-03-2021";"30-03-2021";31;236.9;0;0;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29839;"17-03-2021";"30-03-2021";163;546.3;0;0;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67496;"17-03-2021";"30-03-2021";378;560;2;3;3;4.4
"Berkelland";1859;"Berkelland";43747;"17-03-2021";"30-03-2021";148;338.3;1;2.3;0;0
"Bernheze";1721;"Bernheze";31240;"17-03-2021";"30-03-2021";177;566.6;1;3.2;0;0
"Best";753;"Best";29988;"17-03-2021";"30-03-2021";123;410.2;0;0;0;0
"Beuningen";209;"Beuningen";25890;"17-03-2021";"30-03-2021";118;455.8;2;7.7;1;3.9
"Beverwijk";375;"Beverwijk";41626;"17-03-2021";"30-03-2021";291;699.1;1;2.4;2;4.8
"Bladel";1728;"Bladel";20390;"17-03-2021";"30-03-2021";111;544.4;0;0;0;0
"Blaricum";376;"Blaricum";11540;"17-03-2021";"30-03-2021";70;606.6;1;8.7;0;0
"Bloemendaal";377;"Bloemendaal";23571;"17-03-2021";"30-03-2021";112;475.2;0;0;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";34872;"17-03-2021";"30-03-2021";205;587.9;4;11.5;1;2.9
"Boekel";755;"Boekel";10785;"17-03-2021";"30-03-2021";33;306;0;0;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25559;"17-03-2021";"30-03-2021";90;352.1;2;7.8;0;0
"Borne";147;"Borne";23312;"17-03-2021";"30-03-2021";82;351.8;0;0;0;0
"Borsele";654;"Borsele";22739;"17-03-2021";"30-03-2021";99;435.4;3;13.2;0;0
"Boxmeer";756;"Boxmeer";29365;"17-03-2021";"30-03-2021";139;473.4;0;0;0;0
"Boxtel";757;"Boxtel";32970;"17-03-2021";"30-03-2021";199;603.6;0;0;1;3
"Breda";758;"Breda";184069;"17-03-2021";"30-03-2021";695;377.6;0;0;0;0
"Brielle";501;"Brielle";17271;"17-03-2021";"30-03-2021";85;492.2;0;0;0;0
"Bronckhorst";1876;"Bronckhorst";36055;"17-03-2021";"30-03-2021";242;671.2;0;0;0;0
"Brummen";213;"Brummen";20726;"17-03-2021";"30-03-2021";86;414.9;1;4.8;0;0
"Brunssum";899;"Brunssum";27821;"17-03-2021";"30-03-2021";197;708.1;1;3.6;1;3.6
"Bunnik";312;"Bunnik";15191;"17-03-2021";"30-03-2021";59;388.4;0;0;0;0
"Bunschoten";313;"Bunschoten";21866;"17-03-2021";"30-03-2021";182;832.3;1;4.6;1;4.6
"Buren";214;"Buren";26749;"17-03-2021";"30-03-2021";135;504.7;1;3.7;1;3.7
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67122;"17-03-2021";"30-03-2021";574;855.2;2;3;5;7.4
