"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Amstelveen";362;"Amstelveen";90829;"09-02-2022";"22-02-2022";2936;3232.4;4;4.4;1;1.1
"Amsterdam";363;"Amsterdam";873338;"09-02-2022";"22-02-2022";27699;3171.6;71;8.1;19;2.2
"Apeldoorn";200;"Apeldoorn";164781;"09-02-2022";"22-02-2022";7730;4691.1;19;11.5;1;0.6
"Arnhem";202;"Arnhem";162424;"09-02-2022";"22-02-2022";8048;4954.9;15;9.2;2;1.2
"Assen";106;"Assen";68836;"09-02-2022";"22-02-2022";3630;5273.4;3;4.4;0;0
"Asten";743;"Asten";16817;"09-02-2022";"22-02-2022";874;5197.1;2;11.9;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6899;"09-02-2022";"22-02-2022";213;3087.4;3;43.5;0;0
"Baarn";308;"Baarn";24792;"09-02-2022";"22-02-2022";953;3844;7;28.2;0;0
"Barendrecht";489;"Barendrecht";48643;"09-02-2022";"22-02-2022";1896;3897.8;3;6.2;0;0
"Barneveld";203;"Barneveld";59992;"09-02-2022";"22-02-2022";3215;5359;11;18.3;1;1.7
"Beek";888;"Beek";15875;"09-02-2022";"22-02-2022";499;3143.3;4;25.2;0;0
"Beekdaelen";1954;"Beekdaelen";36065;"09-02-2022";"22-02-2022";1302;3610.1;5;13.9;0;0
"Beesel";889;"Beesel";13450;"09-02-2022";"22-02-2022";400;2974;3;22.3;0;0
"Berg en Dal";1945;"Berg en Dal";35010;"09-02-2022";"22-02-2022";1723;4921.5;7;20;2;5.7
"Bergeijk";1724;"Bergeijk";18754;"09-02-2022";"22-02-2022";779;4153.8;1;5.3;0;0
"Bergen (L.)";893;"Bergen (L.)";13108;"09-02-2022";"22-02-2022";557;4249.3;1;7.6;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29715;"09-02-2022";"22-02-2022";1014;3412.4;4;13.5;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67514;"09-02-2022";"22-02-2022";2051;3037.9;17;25.2;0;0
"Berkelland";1859;"Berkelland";43846;"09-02-2022";"22-02-2022";2072;4725.6;4;9.1;0;0
"Bernheze";1721;"Bernheze";31455;"09-02-2022";"22-02-2022";1345;4275.9;2;6.4;0;0
"Best";753;"Best";30216;"09-02-2022";"22-02-2022";1115;3690.1;5;16.5;0;0
"Beuningen";209;"Beuningen";26157;"09-02-2022";"22-02-2022";1309;5004.4;3;11.5;0;0
"Beverwijk";375;"Beverwijk";41863;"09-02-2022";"22-02-2022";1614;3855.4;1;2.4;0;0
"Bladel";1728;"Bladel";20529;"09-02-2022";"22-02-2022";906;4413.3;2;9.7;0;0
"Blaricum";376;"Blaricum";11954;"09-02-2022";"22-02-2022";333;2785.7;0;0;0;0
"Bloemendaal";377;"Bloemendaal";23478;"09-02-2022";"22-02-2022";829;3531;1;4.3;1;4.3
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";35278;"09-02-2022";"22-02-2022";1262;3577.3;6;17;0;0
"Boekel";755;"Boekel";10959;"09-02-2022";"22-02-2022";569;5192.1;0;0;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25598;"09-02-2022";"22-02-2022";1085;4238.6;2;7.8;0;0
"Borne";147;"Borne";23668;"09-02-2022";"22-02-2022";1193;5040.6;2;8.5;0;0
"Borsele";654;"Borsele";22818;"09-02-2022";"22-02-2022";893;3913.6;4;17.5;0;0
"Boxtel";757;"Boxtel";32973;"09-02-2022";"22-02-2022";1148;3481.6;0;0;0;0
"Breda";758;"Breda";184126;"09-02-2022";"22-02-2022";6968;3784.4;24;13;1;0.5
"Brielle";501;"Brielle";17439;"09-02-2022";"22-02-2022";633;3629.8;0;0;0;0
"Bronckhorst";1876;"Bronckhorst";36087;"09-02-2022";"22-02-2022";1788;4954.7;4;11.1;0;0
"Brummen";213;"Brummen";20884;"09-02-2022";"22-02-2022";929;4448.4;2;9.6;0;0
"Brunssum";899;"Brunssum";27670;"09-02-2022";"22-02-2022";993;3588.7;2;7.2;0;0
"Bunnik";312;"Bunnik";15341;"09-02-2022";"22-02-2022";845;5508.1;0;0;0;0
"Bunschoten";313;"Bunschoten";22019;"09-02-2022";"22-02-2022";866;3933;4;18.2;0;0
"Buren";214;"Buren";27009;"09-02-2022";"22-02-2022";1136;4206;1;3.7;0;0
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67319;"09-02-2022";"22-02-2022";1723;2559.5;14;20.8;0;0
"Castricum";383;"Castricum";36086;"09-02-2022";"22-02-2022";1308;3624.7;6;16.6;0;0
"Coevorden";109;"Coevorden";35317;"09-02-2022";"22-02-2022";1776;5028.7;3;8.5;0;0
"Cranendonck";1706;"Cranendonck";21001;"09-02-2022";"22-02-2022";672;3199.8;2;9.5;0;0
"Culemborg";216;"Culemborg";29121;"09-02-2022";"22-02-2022";1414;4855.6;9;30.9;2;6.9
"Dalfsen";148;"Dalfsen";28901;"09-02-2022";"22-02-2022";1536;5314.7;0;0;0;0
"Dantumadiel";1891;"Dantumadiel";18943;"09-02-2022";"22-02-2022";1059;5590.5;3;15.8;0;0
"De Bilt";310;"De Bilt";43384;"09-02-2022";"22-02-2022";1960;4517.8;6;13.8;1;2.3
"De Fryske Marren";1940;"De Fryske Marren";51778;"09-02-2022";"22-02-2022";2718;5249.3;3;5.8;0;0
"De Ronde Venen";736;"De Ronde Venen";44720;"09-02-2022";"22-02-2022";1630;3644.9;2;4.5;0;0
"De Wolden";1690;"De Wolden";24374;"09-02-2022";"22-02-2022";1158;4751;2;8.2;0;0
"Delft";503;"Delft";103581;"09-02-2022";"22-02-2022";3987;3849.2;16;15.4;0;0
"Den Helder";400;"Den Helder";56582;"09-02-2022";"22-02-2022";2341;4137.4;11;19.4;1;1.8
"Deurne";762;"Deurne";32437;"09-02-2022";"22-02-2022";1545;4763.1;5;15.4;0;0
"Deventer";150;"Deventer";101236;"09-02-2022";"22-02-2022";5258;5193.8;13;12.8;1;1
"Diemen";384;"Diemen";31334;"09-02-2022";"22-02-2022";994;3172.3;4;12.8;0;0
"Dijk en Waard";1980;"Dijk en Waard";86722;"09-02-2022";"22-02-2022";3629;4184.6;12;13.8;0;0
"Dinkelland";1774;"Dinkelland";26606;"09-02-2022";"22-02-2022";1153;4333.6;2;7.5;0;0
"Doesburg";221;"Doesburg";11064;"09-02-2022";"22-02-2022";477;4311.3;4;36.2;2;18.1
"Doetinchem";222;"Doetinchem";58270;"09-02-2022";"22-02-2022";2880;4942.5;5;8.6;1;1.7
"Dongen";766;"Dongen";26368;"09-02-2022";"22-02-2022";912;3458.7;3;11.4;0;0
"Dordrecht";505;"Dordrecht";119115;"09-02-2022";"22-02-2022";4031;3384.1;29;24.3;1;0.8
"Drechterland";498;"Drechterland";19838;"09-02-2022";"22-02-2022";823;4148.6;0;0;0;0
"Drimmelen";1719;"Drimmelen";27325;"09-02-2022";"22-02-2022";948;3469.4;2;7.3;0;0
"Dronten";303;"Dronten";42011;"09-02-2022";"22-02-2022";1911;4548.8;2;4.8;0;0
"Druten";225;"Druten";18991;"09-02-2022";"22-02-2022";740;3896.6;6;31.6;0;0
"Duiven";226;"Duiven";25066;"09-02-2022";"22-02-2022";1277;5094.6;1;4;0;0
"Echt-Susteren";1711;"Echt-Susteren";31751;"09-02-2022";"22-02-2022";1008;3174.7;3;9.4;0;0
"Edam-Volendam";385;"Edam-Volendam";36268;"09-02-2022";"22-02-2022";1248;3441;9;24.8;1;2.8
"Ede";228;"Ede";118530;"09-02-2022";"22-02-2022";5155;4349.1;11;9.3;1;0.8
"Eemnes";317;"Eemnes";9362;"09-02-2022";"22-02-2022";343;3663.7;0;0;0;0
"Eemsdelta";1979;"Eemsdelta";45587;"09-02-2022";"22-02-2022";2140;4694.3;5;11;0;0
"Eersel";770;"Eersel";19528;"09-02-2022";"22-02-2022";823;4214.5;3;15.4;0;0
"Eijsden-Margraten";1903;"Eijsden-Margraten";25900;"09-02-2022";"22-02-2022";952;3675.7;3;11.6;0;0
"Eindhoven";772;"Eindhoven";235691;"09-02-2022";"22-02-2022";8419;3572;42;17.8;3;1.3
"Elburg";230;"Elburg";23429;"09-02-2022";"22-02-2022";1096;4678;1;4.3;0;0
"Emmen";114;"Emmen";107024;"09-02-2022";"22-02-2022";5445;5087.6;21;19.6;0;0
"Enkhuizen";388;"Enkhuizen";18637;"09-02-2022";"22-02-2022";791;4244.2;2;10.7;0;0
"Enschede";153;"Enschede";159732;"09-02-2022";"22-02-2022";7611;4764.9;25;15.7;0;0
"Epe";232;"Epe";33198;"09-02-2022";"22-02-2022";1881;5666;6;18.1;0;0
"Ermelo";233;"Ermelo";27016;"09-02-2022";"22-02-2022";1497;5541.2;6;22.2;2;7.4
"Etten-Leur";777;"Etten-Leur";43869;"09-02-2022";"22-02-2022";1347;3070.5;6;13.7;0;0
"Geertruidenberg";779;"Geertruidenberg";21770;"09-02-2022";"22-02-2022";896;4115.8;2;9.2;0;0
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";40066;"09-02-2022";"22-02-2022";1447;3611.5;8;20;0;0
"Gemert-Bakel";1652;"Gemert-Bakel";30760;"09-02-2022";"22-02-2022";1469;4775.7;4;13;0;0
"Gennep";907;"Gennep";17035;"09-02-2022";"22-02-2022";887;5206.9;3;17.6;0;0
"Gilze en Rijen";784;"Gilze en Rijen";26723;"09-02-2022";"22-02-2022";864;3233.2;4;15;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50589;"09-02-2022";"22-02-2022";1834;3625.3;12;23.7;0;0
"Goes";664;"Goes";38594;"09-02-2022";"22-02-2022";1719;4454.1;5;13;0;0
"Goirle";785;"Goirle";23952;"09-02-2022";"22-02-2022";928;3874.4;3;12.5;0;0
"Gooise Meren";1942;"Gooise Meren";58524;"09-02-2022";"22-02-2022";2041;3487.5;6;10.3;1;1.7
"Gorinchem";512;"Gorinchem";37410;"09-02-2022";"22-02-2022";1523;4071.1;4;10.7;1;2.7
"Gouda";513;"Gouda";73681;"09-02-2022";"22-02-2022";2753;3736.4;11;14.9;0;0
"Groningen";14;"Groningen";233273;"09-02-2022";"22-02-2022";12956;5554;26;11.1;0;0
"Gulpen-Wittem";1729;"Gulpen-Wittem";14206;"09-02-2022";"22-02-2022";468;3294.4;3;21.1;0;0
"Haaksbergen";158;"Haaksbergen";24229;"09-02-2022";"22-02-2022";1159;4783.5;2;8.3;0;0
"Haarlem";392;"Haarlem";162543;"09-02-2022";"22-02-2022";6178;3800.8;20;12.3;3;1.8
"Haarlemmermeer";394;"Haarlemmermeer";157789;"09-02-2022";"22-02-2022";5430;3441.3;10;6.3;2;1.3
"Halderberge";1655;"Halderberge";30430;"09-02-2022";"22-02-2022";790;2596.1;1;3.3;0;0
"Hardenberg";160;"Hardenberg";61357;"09-02-2022";"22-02-2022";3427;5585.3;5;8.1;0;0
"Harderwijk";243;"Harderwijk";48726;"09-02-2022";"22-02-2022";3047;6253.3;6;12.3;0;0
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18413;"09-02-2022";"22-02-2022";820;4453.4;1;5.4;0;0
"Harlingen";72;"Harlingen";15807;"09-02-2022";"22-02-2022";828;5238.2;1;6.3;0;0
"Hattem";244;"Hattem";12228;"09-02-2022";"22-02-2022";598;4890.4;1;8.2;0;0
"Heemskerk";396;"Heemskerk";39191;"09-02-2022";"22-02-2022";1577;4023.9;1;2.6;0;0
"Heemstede";397;"Heemstede";27545;"09-02-2022";"22-02-2022";1182;4291.2;2;7.3;0;0
"Heerde";246;"Heerde";18776;"09-02-2022";"22-02-2022";1183;6300.6;1;5.3;2;10.7
"Heerenveen";74;"Heerenveen";50650;"09-02-2022";"22-02-2022";2965;5853.9;8;15.8;0;0
"Heerlen";917;"Heerlen";86936;"09-02-2022";"22-02-2022";2864;3294.4;13;15;1;1.2
"Heeze-Leende";1658;"Heeze-Leende";16243;"09-02-2022";"22-02-2022";583;3589.2;1;6.2;0;0
"Heiloo";399;"Heiloo";24144;"09-02-2022";"22-02-2022";844;3495.7;2;8.3;0;0
"Hellendoorn";163;"Hellendoorn";35932;"09-02-2022";"22-02-2022";1719;4784;4;11.1;0;0
"Hellevoetsluis";530;"Hellevoetsluis";40312;"09-02-2022";"22-02-2022";1243;3083.4;4;9.9;0;0
"Helmond";794;"Helmond";92627;"09-02-2022";"22-02-2022";3851;4157.5;14;15.1;1;1.1
"Hendrik-Ido-Ambacht";531;"Hendrik-Ido-Ambacht";31258;"09-02-2022";"22-02-2022";1339;4283.7;2;6.4;0;0
"Hengelo";164;"Hengelo";81049;"09-02-2022";"22-02-2022";3670;4528.1;22;27.1;0;0
"Het Hogeland";1966;"Het Hogeland";47834;"09-02-2022";"22-02-2022";2496;5218;8;16.7;0;0
"Heumen";252;"Heumen";16569;"09-02-2022";"22-02-2022";900;5431.8;2;12.1;0;0
"Heusden";797;"Heusden";45005;"09-02-2022";"22-02-2022";1679;3730.7;3;6.7;0;0
"Hillegom";534;"Hillegom";22197;"09-02-2022";"22-02-2022";837;3770.8;2;9;0;0
"Hilvarenbeek";798;"Hilvarenbeek";15698;"09-02-2022";"22-02-2022";653;4159.8;0;0;0;0
"Hilversum";402;"Hilversum";91235;"09-02-2022";"22-02-2022";3299;3615.9;7;7.7;0;0
"Hoeksche Waard";1963;"Hoeksche Waard";88047;"09-02-2022";"22-02-2022";3259;3701.4;11;12.5;0;0
"Hof van Twente";1735;"Hof van Twente";35040;"09-02-2022";"22-02-2022";1849;5276.8;3;8.6;0;0
"Hollands Kroon";1911;"Hollands Kroon";48583;"09-02-2022";"22-02-2022";2081;4283.4;6;12.3;0;0
"Hoogeveen";118;"Hoogeveen";55603;"09-02-2022";"22-02-2022";3082;5542.9;6;10.8;0;0
"Hoorn";405;"Hoorn";73619;"09-02-2022";"22-02-2022";2602;3534.4;9;12.2;0;0
"Horst aan de Maas";1507;"Horst aan de Maas";42487;"09-02-2022";"22-02-2022";1610;3789.4;2;4.7;0;0
"Houten";321;"Houten";50223;"09-02-2022";"22-02-2022";2350;4679.1;4;8;0;0
"Huizen";406;"Huizen";41090;"09-02-2022";"22-02-2022";1313;3195.4;5;12.2;1;2.4
"Hulst";677;"Hulst";27575;"09-02-2022";"22-02-2022";492;1784.2;6;21.8;0;0
"IJsselstein";353;"IJsselstein";33819;"09-02-2022";"22-02-2022";1581;4674.9;5;14.8;0;0
"Kaag en Braassem";1884;"Kaag en Braassem";27541;"09-02-2022";"22-02-2022";983;3569.2;1;3.6;0;0
"Kampen";166;"Kampen";54474;"09-02-2022";"22-02-2022";2988;5485.2;8;14.7;0;0
"Kapelle";678;"Kapelle";12882;"09-02-2022";"22-02-2022";643;4991.5;1;7.8;0;0
"Katwijk";537;"Katwijk";65995;"09-02-2022";"22-02-2022";2549;3862.4;6;9.1;0;0
"Kerkrade";928;"Kerkrade";45442;"09-02-2022";"22-02-2022";1354;2979.6;5;11;0;0
"Koggenland";1598;"Koggenland";22940;"09-02-2022";"22-02-2022";929;4049.7;4;17.4;1;4.4
"Krimpen aan den IJssel";542;"Krimpen aan den IJssel";29410;"09-02-2022";"22-02-2022";761;2587.6;5;17;0;0
"Krimpenerwaard";1931;"Krimpenerwaard";56622;"09-02-2022";"22-02-2022";2219;3919;11;19.4;1;1.8
"Laarbeek";1659;"Laarbeek";22805;"09-02-2022";"22-02-2022";1014;4446.4;1;4.4;1;4.4
"Land van Cuijk";1982;"Land van Cuijk";90194;"09-02-2022";"22-02-2022";4204;4661.1;8;8.9;1;1.1
"Landgraaf";882;"Landgraaf";37262;"09-02-2022";"22-02-2022";1258;3376.1;8;21.5;1;2.7
"Landsmeer";415;"Landsmeer";11565;"09-02-2022";"22-02-2022";337;2914;1;8.6;0;0
"Lansingerland";1621;"Lansingerland";63363;"09-02-2022";"22-02-2022";2523;3981.8;4;6.3;0;0
"Laren";417;"Laren";11398;"09-02-2022";"22-02-2022";323;2833.8;3;26.3;0;0
"Leeuwarden";80;"Leeuwarden";124481;"09-02-2022";"22-02-2022";6890;5535;18;14.5;2;1.6
"Leiden";546;"Leiden";124093;"09-02-2022";"22-02-2022";5256;4235.5;15;12.1;0;0
"Leiderdorp";547;"Leiderdorp";27377;"09-02-2022";"22-02-2022";1059;3868.2;1;3.7;0;0
"Leidschendam-Voorburg";1916;"Leidschendam-Voorburg";76433;"09-02-2022";"22-02-2022";2552;3338.9;3;3.9;0;0
"Lelystad";995;"Lelystad";79811;"09-02-2022";"22-02-2022";2607;3266.5;8;10;2;2.5
"Leudal";1640;"Leudal";36045;"09-02-2022";"22-02-2022";1178;3268.1;5;13.9;1;2.8
"Leusden";327;"Leusden";30544;"09-02-2022";"22-02-2022";1574;5153.2;4;13.1;0;0
"Lingewaard";1705;"Lingewaard";46822;"09-02-2022";"22-02-2022";2370;5061.7;6;12.8;0;0
"Lisse";553;"Lisse";22982;"09-02-2022";"22-02-2022";932;4055.3;0;0;0;0
"Lochem";262;"Lochem";33948;"09-02-2022";"22-02-2022";1696;4995.9;2;5.9;0;0
"Loon op Zand";809;"Loon op Zand";23504;"09-02-2022";"22-02-2022";803;3416.4;3;12.8;0;0
"Lopik";331;"Lopik";14456;"09-02-2022";"22-02-2022";564;3901.5;4;27.7;0;0
"Losser";168;"Losser";22888;"09-02-2022";"22-02-2022";1067;4661.8;7;30.6;0;0
"Maasdriel";263;"Maasdriel";25452;"09-02-2022";"22-02-2022";857;3367.1;2;7.9;0;0
"Maasgouw";1641;"Maasgouw";23947;"09-02-2022";"22-02-2022";790;3299;4;16.7;1;4.2
"Maashorst";1991;"Maashorst";58108;"09-02-2022";"22-02-2022";2587;4452.1;4;6.9;0;0
"Maassluis";556;"Maassluis";33567;"09-02-2022";"22-02-2022";1058;3151.9;4;11.9;0;0
"Maastricht";935;"Maastricht";120227;"09-02-2022";"22-02-2022";3950;3285.5;15;12.5;0;0
"Medemblik";420;"Medemblik";45165;"09-02-2022";"22-02-2022";1586;3511.6;4;8.9;0;0
"Meerssen";938;"Meerssen";18661;"09-02-2022";"22-02-2022";568;3043.8;0;0;0;0
"Meierijstad";1948;"Meierijstad";81647;"09-02-2022";"22-02-2022";3398;4161.8;12;14.7;0;0
"Meppel";119;"Meppel";34386;"09-02-2022";"22-02-2022";1771;5150.4;3;8.7;0;0
"Middelburg";687;"Middelburg";48964;"09-02-2022";"22-02-2022";1776;3627.2;7;14.3;1;2
"Midden-Delfland";1842;"Midden-Delfland";19414;"09-02-2022";"22-02-2022";912;4697.6;2;10.3;0;0
"Midden-Drenthe";1731;"Midden-Drenthe";33381;"09-02-2022";"22-02-2022";1905;5706.8;1;3;0;0
"Midden-Groningen";1952;"Midden-Groningen";60726;"09-02-2022";"22-02-2022";2613;4302.9;12;19.8;0;0
"Moerdijk";1709;"Moerdijk";37185;"09-02-2022";"22-02-2022";1221;3283.6;5;13.4;0;0
"Molenlanden";1978;"Molenlanden";44130;"09-02-2022";"22-02-2022";1839;4167.2;3;6.8;0;0
"Montferland";1955;"Montferland";36031;"09-02-2022";"22-02-2022";1749;4854.2;2;5.6;1;2.8
"Montfoort";335;"Montfoort";13896;"09-02-2022";"22-02-2022";694;4994.2;3;21.6;0;0
"Mook en Middelaar";944;"Mook en Middelaar";7909;"09-02-2022";"22-02-2022";357;4513.8;0;0;0;0
"Neder-Betuwe";1740;"Neder-Betuwe";24648;"09-02-2022";"22-02-2022";1005;4077.4;4;16.2;0;0
"Nederweert";946;"Nederweert";17171;"09-02-2022";"22-02-2022";688;4006.8;2;11.6;0;0
"Nieuwegein";356;"Nieuwegein";63866;"09-02-2022";"22-02-2022";2455;3844;9;14.1;3;4.7
"Nieuwkoop";569;"Nieuwkoop";29151;"09-02-2022";"22-02-2022";1102;3780.3;1;3.4;0;0
"Nijkerk";267;"Nijkerk";43600;"09-02-2022";"22-02-2022";2341;5369.3;6;13.8;1;2.3
"Nijmegen";268;"Nijmegen";177359;"09-02-2022";"22-02-2022";9122;5143.2;37;20.9;2;1.1
"Nissewaard";1930;"Nissewaard";85440;"09-02-2022";"22-02-2022";2671;3126.2;16;18.7;0;0
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45481;"09-02-2022";"22-02-2022";2834;6231.2;9;19.8;1;2.2
"Noord-Beveland";1695;"Noord-Beveland";7581;"09-02-2022";"22-02-2022";239;3152.6;0;0;0;0
"Noordenveld";1699;"Noordenveld";31214;"09-02-2022";"22-02-2022";1480;4741.5;3;9.6;0;0
"Noordoostpolder";171;"Noordoostpolder";47583;"09-02-2022";"22-02-2022";2090;4392.3;4;8.4;0;0
"Noordwijk";575;"Noordwijk";44062;"09-02-2022";"22-02-2022";1635;3710.7;1;2.3;0;0
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23702;"09-02-2022";"22-02-2022";925;3902.6;0;0;0;0
"Nunspeet";302;"Nunspeet";28021;"09-02-2022";"22-02-2022";1693;6041.9;5;17.8;0;0
"Oegstgeest";579;"Oegstgeest";25064;"09-02-2022";"22-02-2022";1110;4428.7;1;4;0;0
"Oirschot";823;"Oirschot";18842;"09-02-2022";"22-02-2022";780;4139.7;2;10.6;0;0
"Oisterwijk";824;"Oisterwijk";32373;"09-02-2022";"22-02-2022";1065;3289.8;2;6.2;0;0
"Oldambt";1895;"Oldambt";38277;"09-02-2022";"22-02-2022";1707;4459.6;3;7.8;0;0
"Oldebroek";269;"Oldebroek";23760;"09-02-2022";"22-02-2022";1249;5256.7;1;4.2;0;0
"Oldenzaal";173;"Oldenzaal";31701;"09-02-2022";"22-02-2022";1618;5103.9;2;6.3;1;3.2
"Olst-Wijhe";1773;"Olst-Wijhe";18361;"09-02-2022";"22-02-2022";925;5037.9;0;0;0;0
"Ommen";175;"Ommen";18295;"09-02-2022";"22-02-2022";948;5181.7;1;5.5;1;5.5
"Oost Gelre";1586;"Oost Gelre";29574;"09-02-2022";"22-02-2022";1553;5251.2;2;6.8;0;0
"Oosterhout";826;"Oosterhout";56206;"09-02-2022";"22-02-2022";1878;3341.3;8;14.2;0;0
"Ooststellingwerf";85;"Ooststellingwerf";25464;"09-02-2022";"22-02-2022";1748;6864.6;5;19.6;0;0
"Oostzaan";431;"Oostzaan";9689;"09-02-2022";"22-02-2022";315;3251.1;0;0;0;0
"Opmeer";432;"Opmeer";12009;"09-02-2022";"22-02-2022";399;3322.5;2;16.7;0;0
"Opsterland";86;"Opsterland";29812;"09-02-2022";"22-02-2022";1945;6524.2;3;10.1;0;0
"Oss";828;"Oss";92526;"09-02-2022";"22-02-2022";3903;4218.3;13;14.1;0;0
"Oude IJsselstreek";1509;"Oude IJsselstreek";39346;"09-02-2022";"22-02-2022";2022;5139;4;10.2;0;0
"Ouder-Amstel";437;"Ouder-Amstel";14125;"09-02-2022";"22-02-2022";474;3355.8;0;0;0;0
"Oudewater";589;"Oudewater";10138;"09-02-2022";"22-02-2022";348;3432.6;0;0;0;0
"Overbetuwe";1734;"Overbetuwe";48214;"09-02-2022";"22-02-2022";2629;5452.8;7;14.5;0;0
"Papendrecht";590;"Papendrecht";32171;"09-02-2022";"22-02-2022";1333;4143.5;6;18.7;0;0
"Peel en Maas";1894;"Peel en Maas";43660;"09-02-2022";"22-02-2022";1650;3779.2;3;6.9;0;0
"Pekela";765;"Pekela";12176;"09-02-2022";"22-02-2022";495;4065.4;1;8.2;0;0
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55674;"09-02-2022";"22-02-2022";2453;4406;3;5.4;0;0
"Purmerend";439;"Purmerend";91793;"09-02-2022";"22-02-2022";3173;3456.7;16;17.4;2;2.2
"Putten";273;"Putten";24365;"09-02-2022";"22-02-2022";1253;5142.6;7;28.7;4;16.4
"Raalte";177;"Raalte";37911;"09-02-2022";"22-02-2022";2118;5586.8;3;7.9;0;0
"Reimerswaal";703;"Reimerswaal";22896;"09-02-2022";"22-02-2022";1201;5245.5;7;30.6;0;0
"Renkum";274;"Renkum";31417;"09-02-2022";"22-02-2022";1303;4147.4;2;6.4;1;3.2
"Renswoude";339;"Renswoude";5556;"09-02-2022";"22-02-2022";303;5453.6;2;36;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13127;"09-02-2022";"22-02-2022";522;3976.5;0;0;0;0
"Rheden";275;"Rheden";43525;"09-02-2022";"22-02-2022";1978;4544.5;3;6.9;0;0
"Rhenen";340;"Rhenen";20203;"09-02-2022";"22-02-2022";865;4281.5;3;14.8;0;0
"Ridderkerk";597;"Ridderkerk";46671;"09-02-2022";"22-02-2022";1415;3031.9;7;15;0;0
"Rijssen-Holten";1742;"Rijssen-Holten";38204;"09-02-2022";"22-02-2022";2446;6402.5;3;7.9;0;0
"Rijswijk";603;"Rijswijk";55220;"09-02-2022";"22-02-2022";1736;3143.8;5;9.1;1;1.8
"Roerdalen";1669;"Roerdalen";20580;"09-02-2022";"22-02-2022";639;3105;5;24.3;0;0
"Roermond";957;"Roermond";58763;"09-02-2022";"22-02-2022";2044;3478.4;14;23.8;0;0
"Roosendaal";1674;"Roosendaal";77200;"09-02-2022";"22-02-2022";2114;2738.3;10;13;0;0
"Rotterdam";599;"Rotterdam";651631;"09-02-2022";"22-02-2022";17290;2653.3;101;15.5;1;0.2
"Rozendaal";277;"Rozendaal";1726;"09-02-2022";"22-02-2022";122;7068.4;0;0;0;0
"Rucphen";840;"Rucphen";23080;"09-02-2022";"22-02-2022";543;2352.7;3;13;0;0
"Schagen";441;"Schagen";46532;"09-02-2022";"22-02-2022";1760;3782.3;4;8.6;2;4.3
"Scherpenzeel";279;"Scherpenzeel";10128;"09-02-2022";"22-02-2022";412;4067.9;2;19.7;0;0
