"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage";518;"'s-Gravenhage";548320;"20-04-2022";"03-05-2022";778;141.9;17;3.1;2;0.4
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155490;"20-04-2022";"03-05-2022";139;89.4;7;4.5;0;0
"Aa en Hunze";1680;"Aa en Hunze";25399;"20-04-2022";"03-05-2022";18;70.9;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31991;"20-04-2022";"03-05-2022";40;125;1;3.1;0;0
"Aalten";197;"Aalten";27120;"20-04-2022";"03-05-2022";40;147.5;1;3.7;0;0
"Achtkarspelen";59;"Achtkarspelen";27900;"20-04-2022";"03-05-2022";16;57.3;1;3.6;0;0
"Alblasserdam";482;"Alblasserdam";20136;"20-04-2022";"03-05-2022";23;114.2;0;0;0;0
"Albrandswaard";613;"Albrandswaard";25814;"20-04-2022";"03-05-2022";53;205.3;1;3.9;0;0
"Alkmaar";361;"Alkmaar";109896;"20-04-2022";"03-05-2022";149;135.6;8;7.3;0;0
"Almelo";141;"Almelo";73132;"20-04-2022";"03-05-2022";80;109.4;4;5.5;0;0
"Almere";34;"Almere";214715;"20-04-2022";"03-05-2022";346;161.1;0;0;0;0
"Alphen aan den Rijn";484;"Alphen aan den Rijn";112587;"20-04-2022";"03-05-2022";144;127.9;4;3.6;0;0
"Alphen-Chaam";1723;"Alphen-Chaam";10373;"20-04-2022";"03-05-2022";6;57.8;1;9.6;0;0
"Altena";1959;"Altena";56352;"20-04-2022";"03-05-2022";30;53.2;3;5.3;0;0
"Ameland";60;"Ameland";3746;"20-04-2022";"03-05-2022";3;80.1;1;26.7;0;0
"Amersfoort";307;"Amersfoort";157462;"20-04-2022";"03-05-2022";262;166.4;3;1.9;0;0
"Amstelveen";362;"Amstelveen";90829;"20-04-2022";"03-05-2022";156;171.8;1;1.1;0;0
"Amsterdam";363;"Amsterdam";893783;"20-04-2022";"03-05-2022";1838;205.6;28;3.1;4;0.4
"Apeldoorn";200;"Apeldoorn";164781;"20-04-2022";"03-05-2022";193;117.1;3;1.8;1;0.6
"Arnhem";202;"Arnhem";162424;"20-04-2022";"03-05-2022";200;123.1;3;1.8;1;0.6
"Assen";106;"Assen";68836;"20-04-2022";"03-05-2022";132;191.8;2;2.9;0;0
"Asten";743;"Asten";16817;"20-04-2022";"03-05-2022";16;95.1;1;5.9;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6899;"20-04-2022";"03-05-2022";7;101.5;0;0;0;0
"Baarn";308;"Baarn";24792;"20-04-2022";"03-05-2022";29;117;3;12.1;0;0
"Barendrecht";489;"Barendrecht";48643;"20-04-2022";"03-05-2022";80;164.5;1;2.1;1;2.1
"Barneveld";203;"Barneveld";59992;"20-04-2022";"03-05-2022";66;110;6;10;0;0
"Beek";888;"Beek";15875;"20-04-2022";"03-05-2022";14;88.2;0;0;0;0
"Beekdaelen";1954;"Beekdaelen";36065;"20-04-2022";"03-05-2022";30;83.2;2;5.5;0;0
"Beesel";889;"Beesel";13450;"20-04-2022";"03-05-2022";5;37.2;0;0;0;0
"Berg en Dal";1945;"Berg en Dal";35010;"20-04-2022";"03-05-2022";31;88.5;1;2.9;0;0
"Bergeijk";1724;"Bergeijk";18754;"20-04-2022";"03-05-2022";13;69.3;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13108;"20-04-2022";"03-05-2022";10;76.3;1;7.6;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29715;"20-04-2022";"03-05-2022";27;90.9;0;0;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67514;"20-04-2022";"03-05-2022";45;66.7;0;0;0;0
"Berkelland";1859;"Berkelland";43846;"20-04-2022";"03-05-2022";47;107.2;5;11.4;1;2.3
"Bernheze";1721;"Bernheze";31455;"20-04-2022";"03-05-2022";15;47.7;0;0;0;0
"Best";753;"Best";30216;"20-04-2022";"03-05-2022";39;129.1;0;0;1;3.3
"Beuningen";209;"Beuningen";26157;"20-04-2022";"03-05-2022";27;103.2;1;3.8;0;0
"Beverwijk";375;"Beverwijk";41863;"20-04-2022";"03-05-2022";45;107.5;1;2.4;0;0
"Bladel";1728;"Bladel";20529;"20-04-2022";"03-05-2022";11;53.6;0;0;0;0
"Blaricum";376;"Blaricum";11954;"20-04-2022";"03-05-2022";17;142.2;0;0;0;0
"Bloemendaal";377;"Bloemendaal";23478;"20-04-2022";"03-05-2022";28;119.3;0;0;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";35278;"20-04-2022";"03-05-2022";46;130.4;2;5.7;0;0
"Boekel";755;"Boekel";10959;"20-04-2022";"03-05-2022";1;9.1;0;0;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25598;"20-04-2022";"03-05-2022";37;144.5;0;0;0;0
"Borne";147;"Borne";23668;"20-04-2022";"03-05-2022";26;109.9;1;4.2;0;0
"Borsele";654;"Borsele";22818;"20-04-2022";"03-05-2022";26;113.9;1;4.4;0;0
"Boxtel";757;"Boxtel";32973;"20-04-2022";"03-05-2022";27;81.9;3;9.1;0;0
"Breda";758;"Breda";184126;"20-04-2022";"03-05-2022";214;116.2;12;6.5;0;0
"Brielle";501;"Brielle";17439;"20-04-2022";"03-05-2022";14;80.3;4;22.9;0;0
"Bronckhorst";1876;"Bronckhorst";36087;"20-04-2022";"03-05-2022";50;138.6;0;0;0;0
"Brummen";213;"Brummen";20884;"20-04-2022";"03-05-2022";19;91;1;4.8;0;0
"Brunssum";899;"Brunssum";27670;"20-04-2022";"03-05-2022";28;101.2;0;0;0;0
"Bunnik";312;"Bunnik";15341;"20-04-2022";"03-05-2022";24;156.4;0;0;0;0
