"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage";518;"'s-Gravenhage";548320;"01-06-2022";"14-06-2022";860;156.8;15;2.7;0;0
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155490;"01-06-2022";"14-06-2022";138;88.8;2;1.3;0;0
"Aa en Hunze";1680;"Aa en Hunze";25399;"01-06-2022";"14-06-2022";22;86.6;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31991;"01-06-2022";"14-06-2022";45;140.7;0;0;0;0
"Aalten";197;"Aalten";27120;"01-06-2022";"14-06-2022";22;81.1;0;0;0;0
"Achtkarspelen";59;"Achtkarspelen";27900;"01-06-2022";"14-06-2022";29;103.9;1;3.6;0;0
"Alblasserdam";482;"Alblasserdam";20136;"01-06-2022";"14-06-2022";28;139.1;0;0;0;0
"Albrandswaard";613;"Albrandswaard";25814;"01-06-2022";"14-06-2022";50;193.7;1;3.9;1;3.9
"Alkmaar";361;"Alkmaar";109896;"01-06-2022";"14-06-2022";133;121;2;1.8;0;0
"Almelo";141;"Almelo";73132;"01-06-2022";"14-06-2022";74;101.2;3;4.1;0;0
"Almere";34;"Almere";214715;"01-06-2022";"14-06-2022";405;188.6;1;0.5;0;0
"Alphen aan den Rijn";484;"Alphen aan den Rijn";112587;"01-06-2022";"14-06-2022";197;175;1;0.9;0;0
"Alphen-Chaam";1723;"Alphen-Chaam";10373;"01-06-2022";"14-06-2022";10;96.4;0;0;1;9.6
"Altena";1959;"Altena";56352;"01-06-2022";"14-06-2022";65;115.3;3;5.3;0;0
"Ameland";60;"Ameland";3746;"01-06-2022";"14-06-2022";0;0;1;26.7;0;0
"Amersfoort";307;"Amersfoort";157462;"01-06-2022";"14-06-2022";349;221.6;7;4.4;0;0
"Amstelveen";362;"Amstelveen";90829;"01-06-2022";"14-06-2022";205;225.7;0;0;0;0
"Amsterdam";363;"Amsterdam";893783;"01-06-2022";"14-06-2022";1969;220.3;12;1.3;0;0
