"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage";518;"'s-Gravenhage";548320;"13-04-2022";"26-04-2022";1204;219.6;17;3.1;0;0
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155490;"13-04-2022";"26-04-2022";194;124.8;6;3.9;0;0
"Aa en Hunze";1680;"Aa en Hunze";25399;"13-04-2022";"26-04-2022";61;240.2;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31991;"13-04-2022";"26-04-2022";77;240.7;0;0;0;0
"Aalten";197;"Aalten";27120;"13-04-2022";"26-04-2022";44;162.2;5;18.4;0;0
"Achtkarspelen";59;"Achtkarspelen";27900;"13-04-2022";"26-04-2022";38;136.2;2;7.2;0;0
"Alblasserdam";482;"Alblasserdam";20136;"13-04-2022";"26-04-2022";35;173.8;1;5;0;0
"Albrandswaard";613;"Albrandswaard";25814;"13-04-2022";"26-04-2022";76;294.4;2;7.7;0;0
"Alkmaar";361;"Alkmaar";109896;"13-04-2022";"26-04-2022";239;217.5;13;11.8;0;0
"Almelo";141;"Almelo";73132;"13-04-2022";"26-04-2022";152;207.8;5;6.8;0;0
"Almere";34;"Almere";214715;"13-04-2022";"26-04-2022";479;223.1;0;0;0;0
"Alphen aan den Rijn";484;"Alphen aan den Rijn";112587;"13-04-2022";"26-04-2022";191;169.6;3;2.7;1;0.9
"Alphen-Chaam";1723;"Alphen-Chaam";10373;"13-04-2022";"26-04-2022";20;192.8;1;9.6;0;0
"Altena";1959;"Altena";56352;"13-04-2022";"26-04-2022";53;94.1;6;10.6;0;0
"Ameland";60;"Ameland";3746;"13-04-2022";"26-04-2022";5;133.5;1;26.7;0;0
"Amersfoort";307;"Amersfoort";157462;"13-04-2022";"26-04-2022";334;212.1;8;5.1;0;0
"Amstelveen";362;"Amstelveen";90829;"13-04-2022";"26-04-2022";223;245.5;0;0;0;0
"Amsterdam";363;"Amsterdam";893783;"13-04-2022";"26-04-2022";2552;285.5;18;2;3;0.3
"Apeldoorn";200;"Apeldoorn";164781;"13-04-2022";"26-04-2022";360;218.5;5;3;1;0.6
"Arnhem";202;"Arnhem";162424;"13-04-2022";"26-04-2022";317;195.2;9;5.5;0;0
"Assen";106;"Assen";68836;"13-04-2022";"26-04-2022";226;328.3;0;0;0;0
"Asten";743;"Asten";16817;"13-04-2022";"26-04-2022";26;154.6;1;5.9;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6899;"13-04-2022";"26-04-2022";5;72.5;1;14.5;0;0
"Baarn";308;"Baarn";24792;"13-04-2022";"26-04-2022";49;197.6;2;8.1;0;0
"Barendrecht";489;"Barendrecht";48643;"13-04-2022";"26-04-2022";115;236.4;1;2.1;1;2.1
"Barneveld";203;"Barneveld";59992;"13-04-2022";"26-04-2022";88;146.7;6;10;0;0
"Beek";888;"Beek";15875;"13-04-2022";"26-04-2022";28;176.4;0;0;0;0
"Beekdaelen";1954;"Beekdaelen";36065;"13-04-2022";"26-04-2022";51;141.4;1;2.8;0;0
"Beesel";889;"Beesel";13450;"13-04-2022";"26-04-2022";8;59.5;0;0;0;0
"Berg en Dal";1945;"Berg en Dal";35010;"13-04-2022";"26-04-2022";62;177.1;3;8.6;0;0
"Bergeijk";1724;"Bergeijk";18754;"13-04-2022";"26-04-2022";10;53.3;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13108;"13-04-2022";"26-04-2022";24;183.1;4;30.5;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29715;"13-04-2022";"26-04-2022";58;195.2;1;3.4;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67514;"13-04-2022";"26-04-2022";76;112.6;2;3;0;0
"Berkelland";1859;"Berkelland";43846;"13-04-2022";"26-04-2022";87;198.4;7;16;0;0
"Bernheze";1721;"Bernheze";31455;"13-04-2022";"26-04-2022";22;69.9;1;3.2;0;0
"Best";753;"Best";30216;"13-04-2022";"26-04-2022";50;165.5;0;0;0;0
"Beuningen";209;"Beuningen";26157;"13-04-2022";"26-04-2022";52;198.8;3;11.5;0;0
"Beverwijk";375;"Beverwijk";41863;"13-04-2022";"26-04-2022";91;217.4;0;0;1;2.4
"Bladel";1728;"Bladel";20529;"13-04-2022";"26-04-2022";17;82.8;0;0;0;0
"Blaricum";376;"Blaricum";11954;"13-04-2022";"26-04-2022";33;276.1;0;0;0;0
"Bloemendaal";377;"Bloemendaal";23478;"13-04-2022";"26-04-2022";53;225.7;1;4.3;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";35278;"13-04-2022";"26-04-2022";81;229.6;3;8.5;0;0
"Boekel";755;"Boekel";10959;"13-04-2022";"26-04-2022";5;45.6;0;0;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25598;"13-04-2022";"26-04-2022";53;207;0;0;0;0
"Borne";147;"Borne";23668;"13-04-2022";"26-04-2022";47;198.6;1;4.2;0;0
"Borsele";654;"Borsele";22818;"13-04-2022";"26-04-2022";43;188.4;0;0;0;0
"Boxtel";757;"Boxtel";32973;"13-04-2022";"26-04-2022";33;100.1;3;9.1;0;0
"Breda";758;"Breda";184126;"13-04-2022";"26-04-2022";333;180.9;12;6.5;0;0
"Brielle";501;"Brielle";17439;"13-04-2022";"26-04-2022";44;252.3;2;11.5;0;0
"Bronckhorst";1876;"Bronckhorst";36087;"13-04-2022";"26-04-2022";69;191.2;3;8.3;0;0
"Brummen";213;"Brummen";20884;"13-04-2022";"26-04-2022";43;205.9;1;4.8;0;0
"Brunssum";899;"Brunssum";27670;"13-04-2022";"26-04-2022";29;104.8;0;0;0;0
"Bunnik";312;"Bunnik";15341;"13-04-2022";"26-04-2022";36;234.7;0;0;0;0
"Bunschoten";313;"Bunschoten";22019;"13-04-2022";"26-04-2022";19;86.3;1;4.5;0;0
"Buren";214;"Buren";27009;"13-04-2022";"26-04-2022";45;166.6;1;3.7;0;0
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67319;"13-04-2022";"26-04-2022";128;190.1;7;10.4;0;0
"Castricum";383;"Castricum";36086;"13-04-2022";"26-04-2022";75;207.8;5;13.9;0;0
"Coevorden";109;"Coevorden";35317;"13-04-2022";"26-04-2022";57;161.4;1;2.8;0;0
"Cranendonck";1706;"Cranendonck";21001;"13-04-2022";"26-04-2022";16;76.2;1;4.8;0;0
"Culemborg";216;"Culemborg";29121;"13-04-2022";"26-04-2022";57;195.7;1;3.4;0;0
"Dalfsen";148;"Dalfsen";28901;"13-04-2022";"26-04-2022";65;224.9;4;13.8;0;0
"Dantumadiel";1891;"Dantumadiel";18943;"13-04-2022";"26-04-2022";29;153.1;0;0;0;0
"De Bilt";310;"De Bilt";43384;"13-04-2022";"26-04-2022";98;225.9;6;13.8;0;0
"De Fryske Marren";1940;"De Fryske Marren";51778;"13-04-2022";"26-04-2022";86;166.1;4;7.7;0;0
"De Ronde Venen";736;"De Ronde Venen";44720;"13-04-2022";"26-04-2022";91;203.5;1;2.2;0;0
"De Wolden";1690;"De Wolden";24374;"13-04-2022";"26-04-2022";67;274.9;1;4.1;0;0
"Delft";503;"Delft";103581;"13-04-2022";"26-04-2022";274;264.5;7;6.8;0;0
"Den Helder";400;"Den Helder";56582;"13-04-2022";"26-04-2022";86;152;3;5.3;0;0
"Deurne";762;"Deurne";32437;"13-04-2022";"26-04-2022";24;74;7;21.6;0;0
"Deventer";150;"Deventer";101236;"13-04-2022";"26-04-2022";214;211.4;13;12.8;1;1
"Diemen";384;"Diemen";31334;"13-04-2022";"26-04-2022";75;239.4;0;0;0;0
"Dijk en Waard";1980;"Dijk en Waard";86722;"13-04-2022";"26-04-2022";156;179.9;3;3.5;0;0
"Dinkelland";1774;"Dinkelland";26606;"13-04-2022";"26-04-2022";52;195.4;2;7.5;0;0
"Doesburg";221;"Doesburg";11064;"13-04-2022";"26-04-2022";27;244;0;0;0;0
"Doetinchem";222;"Doetinchem";58270;"13-04-2022";"26-04-2022";89;152.7;2;3.4;0;0
"Dongen";766;"Dongen";26368;"13-04-2022";"26-04-2022";33;125.2;0;0;0;0
"Dordrecht";505;"Dordrecht";119115;"13-04-2022";"26-04-2022";254;213.2;5;4.2;0;0
"Drechterland";498;"Drechterland";19838;"13-04-2022";"26-04-2022";40;201.6;1;5;0;0
"Drimmelen";1719;"Drimmelen";27325;"13-04-2022";"26-04-2022";37;135.4;0;0;0;0
"Dronten";303;"Dronten";42011;"13-04-2022";"26-04-2022";59;140.4;0;0;0;0
"Druten";225;"Druten";18991;"13-04-2022";"26-04-2022";40;210.6;0;0;0;0
"Duiven";226;"Duiven";25066;"13-04-2022";"26-04-2022";38;151.6;1;4;0;0
"Echt-Susteren";1711;"Echt-Susteren";31751;"13-04-2022";"26-04-2022";46;144.9;1;3.1;0;0
"Edam-Volendam";385;"Edam-Volendam";36268;"13-04-2022";"26-04-2022";91;250.9;5;13.8;0;0
"Ede";228;"Ede";118530;"13-04-2022";"26-04-2022";256;216;2;1.7;1;0.8
"Eemnes";317;"Eemnes";9362;"13-04-2022";"26-04-2022";17;181.6;0;0;0;0
"Eemsdelta";1979;"Eemsdelta";45587;"13-04-2022";"26-04-2022";96;210.6;2;4.4;0;0
"Eersel";770;"Eersel";19528;"13-04-2022";"26-04-2022";18;92.2;0;0;0;0
"Eijsden-Margraten";1903;"Eijsden-Margraten";25900;"13-04-2022";"26-04-2022";25;96.5;0;0;0;0
"Eindhoven";772;"Eindhoven";235691;"13-04-2022";"26-04-2022";412;174.8;8;3.4;0;0
"Elburg";230;"Elburg";23429;"13-04-2022";"26-04-2022";42;179.3;4;17.1;0;0
"Emmen";114;"Emmen";107024;"13-04-2022";"26-04-2022";204;190.6;1;0.9;1;0.9
"Enkhuizen";388;"Enkhuizen";18637;"13-04-2022";"26-04-2022";37;198.5;1;5.4;0;0
"Enschede";153;"Enschede";159732;"13-04-2022";"26-04-2022";342;214.1;12;7.5;1;0.6
"Epe";232;"Epe";33198;"13-04-2022";"26-04-2022";66;198.8;1;3;1;3
"Ermelo";233;"Ermelo";27016;"13-04-2022";"26-04-2022";49;181.4;3;11.1;0;0
"Etten-Leur";777;"Etten-Leur";43869;"13-04-2022";"26-04-2022";57;129.9;3;6.8;0;0
"Geertruidenberg";779;"Geertruidenberg";21770;"13-04-2022";"26-04-2022";30;137.8;1;4.6;0;0
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";40066;"13-04-2022";"26-04-2022";63;157.2;6;15;0;0
"Gemert-Bakel";1652;"Gemert-Bakel";30760;"13-04-2022";"26-04-2022";28;91;2;6.5;0;0
"Gennep";907;"Gennep";17035;"13-04-2022";"26-04-2022";23;135;2;11.7;0;0
