"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Beemster";370;"Beemster";10022;"04-08-2021";"17-08-2021";13;129.7;0;0;0;0
"Beesel";889;"Beesel";13482;"04-08-2021";"17-08-2021";13;96.4;0;0;0;0
"Berg en Dal";1945;"Berg en Dal";34992;"04-08-2021";"17-08-2021";41;117.2;0;0;0;0
"Bergeijk";1724;"Bergeijk";18635;"04-08-2021";"17-08-2021";20;107.3;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13085;"04-08-2021";"17-08-2021";7;53.5;0;0;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29839;"04-08-2021";"17-08-2021";56;187.7;0;0;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67496;"04-08-2021";"17-08-2021";102;151.1;0;0;0;0
"Berkelland";1859;"Berkelland";43747;"04-08-2021";"17-08-2021";60;137.2;1;2.3;1;2.3
"Bernheze";1721;"Bernheze";31240;"04-08-2021";"17-08-2021";74;236.9;0;0;0;0
"Best";753;"Best";29988;"04-08-2021";"17-08-2021";60;200.1;0;0;0;0
"Beuningen";209;"Beuningen";25890;"04-08-2021";"17-08-2021";39;150.6;0;0;0;0
"Beverwijk";375;"Beverwijk";41626;"04-08-2021";"17-08-2021";89;213.8;0;0;0;0
"Bladel";1728;"Bladel";20390;"04-08-2021";"17-08-2021";21;103;0;0;1;4.9
"Blaricum";376;"Blaricum";11540;"04-08-2021";"17-08-2021";30;260;0;0;0;0
"Bloemendaal";377;"Bloemendaal";23571;"04-08-2021";"17-08-2021";51;216.4;0;0;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";34872;"04-08-2021";"17-08-2021";72;206.5;1;2.9;0;0
"Boekel";755;"Boekel";10785;"04-08-2021";"17-08-2021";48;445.1;0;0;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25559;"04-08-2021";"17-08-2021";10;39.1;0;0;0;0
"Borne";147;"Borne";23312;"04-08-2021";"17-08-2021";30;128.7;0;0;0;0
"Borsele";654;"Borsele";22739;"04-08-2021";"17-08-2021";26;114.3;0;0;1;4.4
"Boxmeer";756;"Boxmeer";29365;"04-08-2021";"17-08-2021";57;194.1;0;0;0;0
"Boxtel";757;"Boxtel";32970;"04-08-2021";"17-08-2021";50;151.7;0;0;0;0
"Breda";758;"Breda";184069;"04-08-2021";"17-08-2021";281;152.7;3;1.6;0;0
"Brielle";501;"Brielle";17271;"04-08-2021";"17-08-2021";31;179.5;0;0;0;0
"Bronckhorst";1876;"Bronckhorst";36055;"04-08-2021";"17-08-2021";32;88.8;0;0;0;0
"Brummen";213;"Brummen";20726;"04-08-2021";"17-08-2021";55;265.4;0;0;0;0
"Brunssum";899;"Brunssum";27821;"04-08-2021";"17-08-2021";49;176.1;1;3.6;0;0
"Bunnik";312;"Bunnik";15191;"04-08-2021";"17-08-2021";9;59.2;0;0;0;0
"Bunschoten";313;"Bunschoten";21866;"04-08-2021";"17-08-2021";26;118.9;0;0;0;0
"Buren";214;"Buren";26749;"04-08-2021";"17-08-2021";31;115.9;0;0;0;0
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67122;"04-08-2021";"17-08-2021";127;189.2;1;1.5;0;0
"Castricum";383;"Castricum";35986;"04-08-2021";"17-08-2021";57;158.4;0;0;0;0
"Coevorden";109;"Coevorden";35297;"04-08-2021";"17-08-2021";33;93.5;0;0;0;0
"Cranendonck";1706;"Cranendonck";21138;"04-08-2021";"17-08-2021";19;89.9;0;0;0;0
"Cuijk";1684;"Cuijk";25130;"04-08-2021";"17-08-2021";40;159.2;0;0;0;0
"Culemborg";216;"Culemborg";28955;"04-08-2021";"17-08-2021";50;172.7;0;0;0;0
"Dalfsen";148;"Dalfsen";28587;"04-08-2021";"17-08-2021";46;160.9;0;0;0;0
"Dantumadiel";1891;"Dantumadiel";18922;"04-08-2021";"17-08-2021";32;169.1;2;10.6;0;0
"De Bilt";310;"De Bilt";43137;"04-08-2021";"17-08-2021";48;111.3;0;0;0;0
"De Fryske Marren";1940;"De Fryske Marren";51564;"04-08-2021";"17-08-2021";112;217.2;0;0;1;1.9
"De Ronde Venen";736;"De Ronde Venen";44456;"04-08-2021";"17-08-2021";64;144;1;2.2;0;0
"De Wolden";1690;"De Wolden";24330;"04-08-2021";"17-08-2021";30;123.3;0;0;0;0
"Delft";503;"Delft";103595;"04-08-2021";"17-08-2021";171;165.1;1;1;0;0
"Den Helder";400;"Den Helder";56296;"04-08-2021";"17-08-2021";91;161.6;0;0;0;0
"Deurne";762;"Deurne";32471;"04-08-2021";"17-08-2021";75;231;0;0;0;0
"Deventer";150;"Deventer";100719;"04-08-2021";"17-08-2021";173;171.8;2;2;0;0
"Diemen";384;"Diemen";30780;"04-08-2021";"17-08-2021";105;341.1;1;3.2;0;0
"Dinkelland";1774;"Dinkelland";26461;"04-08-2021";"17-08-2021";34;128.5;0;0;0;0
"Doesburg";221;"Doesburg";11077;"04-08-2021";"17-08-2021";15;135.4;0;0;0;0
"Doetinchem";222;"Doetinchem";58001;"04-08-2021";"17-08-2021";70;120.7;0;0;0;0
"Dongen";766;"Dongen";26222;"04-08-2021";"17-08-2021";33;125.8;0;0;0;0
"Dordrecht";505;"Dordrecht";119284;"04-08-2021";"17-08-2021";195;163.5;0;0;0;0
"Drechterland";498;"Drechterland";19719;"04-08-2021";"17-08-2021";18;91.3;0;0;0;0
"Drimmelen";1719;"Drimmelen";27272;"04-08-2021";"17-08-2021";19;69.7;0;0;0;0
"Dronten";303;"Dronten";41555;"04-08-2021";"17-08-2021";58;139.6;0;0;0;0
"Druten";225;"Druten";18926;"04-08-2021";"17-08-2021";38;200.8;0;0;0;0
"Duiven";226;"Duiven";25126;"04-08-2021";"17-08-2021";30;119.4;0;0;1;4
"Echt-Susteren";1711;"Echt-Susteren";31610;"04-08-2021";"17-08-2021";75;237.3;0;0;0;0
"Edam-Volendam";385;"Edam-Volendam";36197;"04-08-2021";"17-08-2021";63;174;0;0;0;0
"Ede";228;"Ede";117165;"04-08-2021";"17-08-2021";221;188.6;3;2.6;3;2.6
"Eemnes";317;"Eemnes";9247;"04-08-2021";"17-08-2021";9;97.3;0;0;0;0
"Eemsdelta";1979;"Eemsdelta";45857;"04-08-2021";"17-08-2021";37;80.7;0;0;0;0
"Eersel";770;"Eersel";19313;"04-08-2021";"17-08-2021";24;124.3;0;0;0;0
"Eijsden-Margraten";1903;"Eijsden-Margraten";25768;"04-08-2021";"17-08-2021";30;116.4;0;0;0;0
"Eindhoven";772;"Eindhoven";234394;"04-08-2021";"17-08-2021";356;151.9;0;0;1;0.4
"Elburg";230;"Elburg";23161;"04-08-2021";"17-08-2021";25;107.9;0;0;0;0
"Emmen";114;"Emmen";107048;"04-08-2021";"17-08-2021";123;114.9;2;1.9;0;0
"Enkhuizen";388;"Enkhuizen";18591;"04-08-2021";"17-08-2021";21;113;0;0;0;0
"Enschede";153;"Enschede";159640;"04-08-2021";"17-08-2021";386;241.8;1;0.6;0;0
"Epe";232;"Epe";33178;"04-08-2021";"17-08-2021";46;138.6;0;0;0;0
"Ermelo";233;"Ermelo";27008;"04-08-2021";"17-08-2021";34;125.9;0;0;0;0
"Etten-Leur";777;"Etten-Leur";43878;"04-08-2021";"17-08-2021";58;132.2;0;0;0;0
"Geertruidenberg";779;"Geertruidenberg";21544;"04-08-2021";"17-08-2021";17;78.9;0;0;0;0
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";39726;"04-08-2021";"17-08-2021";67;168.7;0;0;0;0
"Gemert-Bakel";1652;"Gemert-Bakel";30723;"04-08-2021";"17-08-2021";59;192;0;0;0;0
"Gennep";907;"Gennep";16921;"04-08-2021";"17-08-2021";27;159.6;0;0;0;0
"Gilze en Rijen";784;"Gilze en Rijen";26431;"04-08-2021";"17-08-2021";41;155.1;0;0;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50049;"04-08-2021";"17-08-2021";68;135.9;0;0;0;0
"Goes";664;"Goes";38082;"04-08-2021";"17-08-2021";44;115.5;0;0;0;0
"Goirle";785;"Goirle";23904;"04-08-2021";"17-08-2021";26;108.8;0;0;0;0
"Gooise Meren";1942;"Gooise Meren";58055;"04-08-2021";"17-08-2021";93;160.2;1;1.7;0;0
"Gorinchem";512;"Gorinchem";37022;"04-08-2021";"17-08-2021";54;145.9;0;0;0;0
"Gouda";513;"Gouda";73427;"04-08-2021";"17-08-2021";144;196.1;0;0;0;0
"Grave";786;"Grave";12436;"04-08-2021";"17-08-2021";13;104.5;0;0;0;0
"'s-Gravenhage";518;"'s-Gravenhage";545838;"04-08-2021";"17-08-2021";1211;221.9;16;2.9;5;0.9
"Groningen";14;"Groningen";232874;"04-08-2021";"17-08-2021";398;170.9;0;0;1;0.4
"Gulpen-Wittem";1729;"Gulpen-Wittem";14171;"04-08-2021";"17-08-2021";24;169.4;1;7.1;1;7.1
"Haaksbergen";158;"Haaksbergen";24311;"04-08-2021";"17-08-2021";23;94.6;0;0;0;0
"Haarlem";392;"Haarlem";162902;"04-08-2021";"17-08-2021";287;176.2;4;2.5;0;0
"Haarlemmermeer";394;"Haarlemmermeer";156002;"04-08-2021";"17-08-2021";387;248.1;4;2.6;1;0.6
"Halderberge";1655;"Halderberge";30284;"04-08-2021";"17-08-2021";29;95.8;0;0;0;0
"Hardenberg";160;"Hardenberg";60948;"04-08-2021";"17-08-2021";52;85.3;0;0;0;0
"Harderwijk";243;"Harderwijk";48414;"04-08-2021";"17-08-2021";71;146.7;1;2.1;0;0
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18295;"04-08-2021";"17-08-2021";22;120.3;0;0;0;0
"Harlingen";72;"Harlingen";15722;"04-08-2021";"17-08-2021";18;114.5;0;0;0;0
"Hattem";244;"Hattem";12209;"04-08-2021";"17-08-2021";22;180.2;1;8.2;0;0
"Heemskerk";396;"Heemskerk";39182;"04-08-2021";"17-08-2021";44;112.3;0;0;0;0
"Heemstede";397;"Heemstede";27234;"04-08-2021";"17-08-2021";36;132.2;0;0;0;0
"Heerde";246;"Heerde";18589;"04-08-2021";"17-08-2021";18;96.8;0;0;0;0
"Heerenveen";74;"Heerenveen";50493;"04-08-2021";"17-08-2021";64;126.8;0;0;1;2
"Heerhugowaard";398;"Heerhugowaard";57587;"04-08-2021";"17-08-2021";95;165;1;1.7;0;0
"Heerlen";917;"Heerlen";87086;"04-08-2021";"17-08-2021";164;188.3;0;0;0;0
"Heeze-Leende";1658;"Heeze-Leende";16152;"04-08-2021";"17-08-2021";21;130;0;0;0;0
"Heiloo";399;"Heiloo";23968;"04-08-2021";"17-08-2021";36;150.2;1;4.2;0;0
"Hellendoorn";163;"Hellendoorn";35916;"04-08-2021";"17-08-2021";59;164.3;0;0;0;0
"Hellevoetsluis";530;"Hellevoetsluis";40142;"04-08-2021";"17-08-2021";78;194.3;0;0;0;0
"Helmond";794;"Helmond";92423;"04-08-2021";"17-08-2021";169;182.9;1;1.1;0;0
"Hendrik-Ido-Ambacht";531;"Hendrik-Ido-Ambacht";31202;"04-08-2021";"17-08-2021";67;214.7;0;0;0;0
"Hengelo (O.)";164;"Hengelo (O.)";81140;"04-08-2021";"17-08-2021";166;204.6;0;0;0;0
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155111;"04-08-2021";"17-08-2021";256;165;0;0;0;0
"Het Hogeland";1966;"Het Hogeland";47801;"04-08-2021";"17-08-2021";102;213.4;0;0;0;0
"Heumen";252;"Heumen";16454;"04-08-2021";"17-08-2021";29;176.2;0;0;0;0
"Heusden";797;"Heusden";44692;"04-08-2021";"17-08-2021";55;123.1;0;0;0;0
"Hillegom";534;"Hillegom";22209;"04-08-2021";"17-08-2021";36;162.1;1;4.5;0;0
"Hilvarenbeek";798;"Hilvarenbeek";15518;"04-08-2021";"17-08-2021";26;167.5;0;0;0;0
"Hilversum";402;"Hilversum";90831;"04-08-2021";"17-08-2021";109;120;3;3.3;1;1.1
"Hoeksche Waard";1963;"Hoeksche Waard";87401;"04-08-2021";"17-08-2021";200;228.8;1;1.1;0;0
"Hof van Twente";1735;"Hof van Twente";35017;"04-08-2021";"17-08-2021";60;171.3;0;0;0;0
"Hollands Kroon";1911;"Hollands Kroon";48432;"04-08-2021";"17-08-2021";58;119.8;2;4.1;0;0
"Hoogeveen";118;"Hoogeveen";55699;"04-08-2021";"17-08-2021";86;154.4;0;0;0;0
"Hoorn";405;"Hoorn";73261;"04-08-2021";"17-08-2021";113;154.2;0;0;0;0
"Horst aan de Maas";1507;"Horst aan de Maas";42429;"04-08-2021";"17-08-2021";56;132;0;0;0;0
"Houten";321;"Houten";50146;"04-08-2021";"17-08-2021";62;123.6;0;0;0;0
"Huizen";406;"Huizen";41273;"04-08-2021";"17-08-2021";83;201.1;0;0;0;0
"Hulst";677;"Hulst";27556;"04-08-2021";"17-08-2021";21;76.2;0;0;0;0
"IJsselstein";353;"IJsselstein";34109;"04-08-2021";"17-08-2021";52;152.5;0;0;0;0
"Kaag en Braassem";1884;"Kaag en Braassem";27297;"04-08-2021";"17-08-2021";41;150.2;0;0;0;0
"Kampen";166;"Kampen";54319;"04-08-2021";"17-08-2021";85;156.5;0;0;0;0
"Kapelle";678;"Kapelle";12695;"04-08-2021";"17-08-2021";15;118.2;0;0;0;0
"Katwijk";537;"Katwijk";65753;"04-08-2021";"17-08-2021";139;211.4;0;0;0;0
"Kerkrade";928;"Kerkrade";45749;"04-08-2021";"17-08-2021";60;131.2;1;2.2;0;0
"Koggenland";1598;"Koggenland";22749;"04-08-2021";"17-08-2021";40;175.8;0;0;0;0
"Krimpen aan den IJssel";542;"Krimpen aan den IJssel";29526;"04-08-2021";"17-08-2021";42;142.2;0;0;0;0
"Krimpenerwaard";1931;"Krimpenerwaard";56319;"04-08-2021";"17-08-2021";70;124.3;0;0;0;0
"Laarbeek";1659;"Laarbeek";22523;"04-08-2021";"17-08-2021";23;102.1;0;0;0;0
"Landerd";1685;"Landerd";15730;"04-08-2021";"17-08-2021";28;178;0;0;0;0
"Landgraaf";882;"Landgraaf";37445;"04-08-2021";"17-08-2021";51;136.2;0;0;0;0
"Landsmeer";415;"Landsmeer";11491;"04-08-2021";"17-08-2021";29;252.4;0;0;0;0
"Langedijk";416;"Langedijk";28163;"04-08-2021";"17-08-2021";36;127.8;1;3.6;0;0
"Lansingerland";1621;"Lansingerland";62384;"04-08-2021";"17-08-2021";108;173.1;0;0;1;1.6
"Laren";417;"Laren";11280;"04-08-2021";"17-08-2021";41;363.5;0;0;2;17.7
"Leeuwarden";80;"Leeuwarden";124084;"04-08-2021";"17-08-2021";195;157.2;3;2.4;0;0
"Leiden";546;"Leiden";125099;"04-08-2021";"17-08-2021";230;183.9;2;1.6;2;1.6
"Leiderdorp";547;"Leiderdorp";27056;"04-08-2021";"17-08-2021";39;144.1;1;3.7;0;0
"Leidschendam-Voorburg";1916;"Leidschendam-Voorburg";76534;"04-08-2021";"17-08-2021";116;151.6;0;0;2;2.6
"Lelystad";995;"Lelystad";78598;"04-08-2021";"17-08-2021";222;282.4;1;1.3;0;0
"Leudal";1640;"Leudal";35879;"04-08-2021";"17-08-2021";40;111.5;0;0;0;0
"Leusden";327;"Leusden";30401;"04-08-2021";"17-08-2021";45;148;0;0;0;0
"Lingewaard";1705;"Lingewaard";46601;"04-08-2021";"17-08-2021";45;96.6;0;0;0;0
"Lisse";553;"Lisse";22955;"04-08-2021";"17-08-2021";29;126.3;0;0;0;0
"Lochem";262;"Lochem";33729;"04-08-2021";"17-08-2021";41;121.6;0;0;0;0
"Loon op Zand";809;"Loon op Zand";23408;"04-08-2021";"17-08-2021";38;162.3;0;0;0;0
"Lopik";331;"Lopik";14467;"04-08-2021";"17-08-2021";37;255.8;0;0;0;0
"Losser";168;"Losser";22683;"04-08-2021";"17-08-2021";42;185.2;0;0;1;4.4
"Maasdriel";263;"Maasdriel";25030;"04-08-2021";"17-08-2021";29;115.9;0;0;0;0
"Maasgouw";1641;"Maasgouw";23965;"04-08-2021";"17-08-2021";34;141.9;0;0;0;0
"Maassluis";556;"Maassluis";33213;"04-08-2021";"17-08-2021";66;198.7;0;0;0;0
"Maastricht";935;"Maastricht";121575;"04-08-2021";"17-08-2021";200;164.5;2;1.6;1;0.8
"Medemblik";420;"Medemblik";45101;"04-08-2021";"17-08-2021";86;190.7;0;0;0;0
"Meerssen";938;"Meerssen";18828;"04-08-2021";"17-08-2021";31;164.6;1;5.3;0;0
"Meierijstad";1948;"Meierijstad";81194;"04-08-2021";"17-08-2021";123;151.5;0;0;0;0
"Meppel";119;"Meppel";33920;"04-08-2021";"17-08-2021";44;129.7;0;0;0;0
"Middelburg";687;"Middelburg";48822;"04-08-2021";"17-08-2021";131;268.3;0;0;0;0
"Midden-Delfland";1842;"Midden-Delfland";19341;"04-08-2021";"17-08-2021";32;165.5;0;0;0;0
"Midden-Drenthe";1731;"Midden-Drenthe";33185;"04-08-2021";"17-08-2021";34;102.5;1;3;0;0
"Midden-Groningen";1952;"Midden-Groningen";60797;"04-08-2021";"17-08-2021";67;110.2;0;0;0;0
"Mill en Sint Hubert";815;"Mill en Sint Hubert";10939;"04-08-2021";"17-08-2021";15;137.1;0;0;0;0
"Moerdijk";1709;"Moerdijk";37129;"04-08-2021";"17-08-2021";43;115.8;0;0;1;2.7
"Molenlanden";1978;"Molenlanden";43909;"04-08-2021";"17-08-2021";61;138.9;0;0;0;0
"Montferland";1955;"Montferland";36011;"04-08-2021";"17-08-2021";26;72.2;0;0;0;0
"Montfoort";335;"Montfoort";13917;"04-08-2021";"17-08-2021";23;165.3;0;0;0;0
"Mook en Middelaar";944;"Mook en Middelaar";7847;"04-08-2021";"17-08-2021";3;38.2;0;0;0;0
"Neder-Betuwe";1740;"Neder-Betuwe";24339;"04-08-2021";"17-08-2021";40;164.3;2;8.2;0;0
"Nederweert";946;"Nederweert";17019;"04-08-2021";"17-08-2021";26;152.8;0;0;0;0
"Nieuwegein";356;"Nieuwegein";63462;"04-08-2021";"17-08-2021";128;201.7;1;1.6;0;0
"Nieuwkoop";569;"Nieuwkoop";28811;"04-08-2021";"17-08-2021";35;121.5;0;0;0;0
"Nijkerk";267;"Nijkerk";43171;"04-08-2021";"17-08-2021";85;196.9;0;0;0;0
"Nijmegen";268;"Nijmegen";177659;"04-08-2021";"17-08-2021";292;164.4;5;2.8;4;2.3
"Nissewaard";1930;"Nissewaard";85219;"04-08-2021";"17-08-2021";196;230;0;0;0;0
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45228;"04-08-2021";"17-08-2021";79;174.7;0;0;0;0
"Noord-Beveland";1695;"Noord-Beveland";7392;"04-08-2021";"17-08-2021";9;121.8;0;0;0;0
"Noordenveld";1699;"Noordenveld";31253;"04-08-2021";"17-08-2021";29;92.8;0;0;0;0
"Noordoostpolder";171;"Noordoostpolder";47291;"04-08-2021";"17-08-2021";50;105.7;2;4.2;0;0
"Noordwijk";575;"Noordwijk";43508;"04-08-2021";"17-08-2021";82;188.5;1;2.3;0;0
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23383;"04-08-2021";"17-08-2021";18;77;0;0;0;0
"Nunspeet";302;"Nunspeet";27851;"04-08-2021";"17-08-2021";31;111.3;1;3.6;0;0
"Oegstgeest";579;"Oegstgeest";24840;"04-08-2021";"17-08-2021";32;128.8;0;0;0;0
"Oirschot";823;"Oirschot";18714;"04-08-2021";"17-08-2021";24;128.2;0;0;0;0
"Oisterwijk";824;"Oisterwijk";32130;"04-08-2021";"17-08-2021";48;149.4;0;0;0;0
"Oldambt";1895;"Oldambt";38209;"04-08-2021";"17-08-2021";25;65.4;0;0;0;0
"Oldebroek";269;"Oldebroek";23646;"04-08-2021";"17-08-2021";25;105.7;0;0;0;0
"Oldenzaal";173;"Oldenzaal";31836;"04-08-2021";"17-08-2021";52;163.3;0;0;0;0
"Olst-Wijhe";1773;"Olst-Wijhe";18252;"04-08-2021";"17-08-2021";24;131.5;0;0;0;0
"Ommen";175;"Ommen";18009;"04-08-2021";"17-08-2021";37;205.5;0;0;0;0
"Oost Gelre";1586;"Oost Gelre";29627;"04-08-2021";"17-08-2021";63;212.6;0;0;0;0
"Oosterhout";826;"Oosterhout";55982;"04-08-2021";"17-08-2021";97;173.3;1;1.8;0;0
"Ooststellingwerf";85;"Ooststellingwerf";25469;"04-08-2021";"17-08-2021";26;102.1;0;0;0;0
"Oostzaan";431;"Oostzaan";9735;"04-08-2021";"17-08-2021";17;174.6;0;0;0;0
"Opmeer";432;"Opmeer";11836;"04-08-2021";"17-08-2021";20;169;0;0;0;0
"Opsterland";86;"Opsterland";29733;"04-08-2021";"17-08-2021";46;154.7;1;3.4;0;0
"Oss";828;"Oss";91915;"04-08-2021";"17-08-2021";139;151.2;0;0;0;0
"Oude IJsselstreek";1509;"Oude IJsselstreek";39388;"04-08-2021";"17-08-2021";46;116.8;0;0;0;0
"Ouder-Amstel";437;"Ouder-Amstel";14026;"04-08-2021";"17-08-2021";43;306.6;1;7.1;0;0
"Oudewater";589;"Oudewater";10230;"04-08-2021";"17-08-2021";8;78.2;0;0;0;0
"Overbetuwe";1734;"Overbetuwe";47906;"04-08-2021";"17-08-2021";81;169.1;0;0;0;0
"Papendrecht";590;"Papendrecht";32136;"04-08-2021";"17-08-2021";53;164.9;0;0;0;0
"Peel en Maas";1894;"Peel en Maas";43425;"04-08-2021";"17-08-2021";70;161.2;0;0;0;0
"Pekela";765;"Pekela";12196;"04-08-2021";"17-08-2021";26;213.2;0;0;0;0
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55308;"04-08-2021";"17-08-2021";119;215.2;1;1.8;0;0
"Purmerend";439;"Purmerend";81249;"04-08-2021";"17-08-2021";155;190.8;1;1.2;1;1.2
"Putten";273;"Putten";24112;"04-08-2021";"17-08-2021";35;145.2;0;0;0;0
"Raalte";177;"Raalte";37712;"04-08-2021";"17-08-2021";70;185.6;0;0;0;0
"Reimerswaal";703;"Reimerswaal";22730;"04-08-2021";"17-08-2021";51;224.4;0;0;0;0
"Renkum";274;"Renkum";31419;"04-08-2021";"17-08-2021";50;159.1;0;0;3;9.5
"Renswoude";339;"Renswoude";5444;"04-08-2021";"17-08-2021";3;55.1;0;0;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13112;"04-08-2021";"17-08-2021";24;183;0;0;0;0
"Rheden";275;"Rheden";43761;"04-08-2021";"17-08-2021";47;107.4;0;0;0;0
"Rhenen";340;"Rhenen";20119;"04-08-2021";"17-08-2021";24;119.3;0;0;0;0
"Ridderkerk";597;"Ridderkerk";46189;"04-08-2021";"17-08-2021";99;214.3;2;4.3;0;0
"Rijssen-Holten";1742;"Rijssen-Holten";38177;"04-08-2021";"17-08-2021";50;131;0;0;0;0
"Rijswijk";603;"Rijswijk";54450;"04-08-2021";"17-08-2021";111;203.9;1;1.8;0;0
"Roerdalen";1669;"Roerdalen";20574;"04-08-2021";"17-08-2021";26;126.4;0;0;0;0
"Roermond";957;"Roermond";58260;"04-08-2021";"17-08-2021";132;226.6;3;5.1;1;1.7
"Roosendaal";1674;"Roosendaal";77251;"04-08-2021";"17-08-2021";102;132;0;0;0;0
"Rotterdam";599;"Rotterdam";651157;"04-08-2021";"17-08-2021";1697;260.6;18;2.8;1;0.2
"Rozendaal";277;"Rozendaal";1704;"04-08-2021";"17-08-2021";2;117.4;0;0;0;0
"Rucphen";840;"Rucphen";22878;"04-08-2021";"17-08-2021";17;74.3;0;0;0;0
"Schagen";441;"Schagen";46483;"04-08-2021";"17-08-2021";65;139.8;0;0;1;2.2
"Scherpenzeel";279;"Scherpenzeel";9880;"04-08-2021";"17-08-2021";10;101.2;0;0;0;0
"Schiedam";606;"Schiedam";78730;"04-08-2021";"17-08-2021";183;232.4;1;1.3;0;0
"Schiermonnikoog";88;"Schiermonnikoog";947;"04-08-2021";"17-08-2021";0;0;0;0;0;0
"Schouwen-Duiveland";1676;"Schouwen-Duiveland";33839;"04-08-2021";"17-08-2021";83;245.3;1;3;0;0
"Simpelveld";965;"Simpelveld";10555;"04-08-2021";"17-08-2021";21;199;0;0;0;0
"Sint Anthonis";1702;"Sint Anthonis";11664;"04-08-2021";"17-08-2021";11;94.3;1;8.6;0;0
"Sint-Michielsgestel";845;"Sint-Michielsgestel";29208;"04-08-2021";"17-08-2021";39;133.5;0;0;0;0
"Sittard-Geleen";1883;"Sittard-Geleen";92429;"04-08-2021";"17-08-2021";215;232.6;0;0;0;0
"Sliedrecht";610;"Sliedrecht";25220;"04-08-2021";"17-08-2021";35;138.8;0;0;0;0
"Sluis";1714;"Sluis";23210;"04-08-2021";"17-08-2021";10;43.1;0;0;0;0
