"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage";518;"'s-Gravenhage";548320;"06-04-2022";"19-04-2022";2492;454.5;30;5.5;2;0.4
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155490;"06-04-2022";"19-04-2022";492;316.4;7;4.5;0;0
"Aa en Hunze";1680;"Aa en Hunze";25399;"06-04-2022";"19-04-2022";153;602.4;1;3.9;0;0
"Aalsmeer";358;"Aalsmeer";31991;"06-04-2022";"19-04-2022";170;531.4;0;0;0;0
"Aalten";197;"Aalten";27120;"06-04-2022";"19-04-2022";132;486.7;4;14.7;0;0
"Achtkarspelen";59;"Achtkarspelen";27900;"06-04-2022";"19-04-2022";85;304.7;5;17.9;0;0
"Alblasserdam";482;"Alblasserdam";20136;"06-04-2022";"19-04-2022";80;397.3;0;0;0;0
"Albrandswaard";613;"Albrandswaard";25814;"06-04-2022";"19-04-2022";146;565.6;3;11.6;0;0
"Alkmaar";361;"Alkmaar";109896;"06-04-2022";"19-04-2022";467;424.9;10;9.1;1;0.9
"Almelo";141;"Almelo";73132;"06-04-2022";"19-04-2022";322;440.3;5;6.8;0;0
"Almere";34;"Almere";214715;"06-04-2022";"19-04-2022";976;454.6;5;2.3;0;0
"Alphen aan den Rijn";484;"Alphen aan den Rijn";112587;"06-04-2022";"19-04-2022";527;468.1;4;3.6;1;0.9
"Alphen-Chaam";1723;"Alphen-Chaam";10373;"06-04-2022";"19-04-2022";30;289.2;0;0;0;0
"Altena";1959;"Altena";56352;"06-04-2022";"19-04-2022";143;253.8;2;3.5;0;0
"Ameland";60;"Ameland";3746;"06-04-2022";"19-04-2022";12;320.3;0;0;0;0
"Amersfoort";307;"Amersfoort";157462;"06-04-2022";"19-04-2022";782;496.6;13;8.3;0;0
"Amstelveen";362;"Amstelveen";90829;"06-04-2022";"19-04-2022";447;492.1;1;1.1;2;2.2
"Amsterdam";363;"Amsterdam";893783;"06-04-2022";"19-04-2022";4381;490.2;27;3;4;0.4
"Apeldoorn";200;"Apeldoorn";164781;"06-04-2022";"19-04-2022";901;546.8;4;2.4;2;1.2
"Arnhem";202;"Arnhem";162424;"06-04-2022";"19-04-2022";745;458.7;14;8.6;0;0
"Assen";106;"Assen";68836;"06-04-2022";"19-04-2022";450;653.7;1;1.5;0;0
"Asten";743;"Asten";16817;"06-04-2022";"19-04-2022";39;231.9;1;5.9;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6899;"06-04-2022";"19-04-2022";16;231.9;2;29;0;0
"Baarn";308;"Baarn";24792;"06-04-2022";"19-04-2022";126;508.2;3;12.1;0;0
"Barendrecht";489;"Barendrecht";48643;"06-04-2022";"19-04-2022";251;516;5;10.3;0;0
"Barneveld";203;"Barneveld";59992;"06-04-2022";"19-04-2022";230;383.4;0;0;1;1.7
"Beek";888;"Beek";15875;"06-04-2022";"19-04-2022";64;403.1;1;6.3;0;0
"Beekdaelen";1954;"Beekdaelen";36065;"06-04-2022";"19-04-2022";140;388.2;1;2.8;0;0
"Beesel";889;"Beesel";13450;"06-04-2022";"19-04-2022";29;215.6;0;0;0;0
