"Gemeente";"Inwoners";"Van";"Tot";"Zkh opname";"Zkh opname per 100.000";"Aantal x100 miljard"
"Deventer";101446;"2023-05-22";"2023-05-28";0;0;53,64
"Diemen";31822;"2023-05-22";"2023-05-28";0;0;413,44
"Dijk en Waard";87695;"2023-05-22";"2023-05-28";0;0;49,04
"Dinkelland";26594;"2023-05-22";"2023-05-28";0;0;
"Doesburg";11036;"2023-05-22";"2023-05-28";0;0;69,11
"Doetinchem";58546;"2023-05-22";"2023-05-28";0;0;320,45
"Dongen";26483;"2023-05-22";"2023-05-28";0;0;244,91
"Dordrecht";119537;"2023-05-22";"2023-05-28";0;0;
"Drechterland";19983;"2023-05-22";"2023-05-28";0;0;80,75
"Drimmelen";27476;"2023-05-22";"2023-05-28";0;0;166,14
"Dronten";42865;"2023-05-22";"2023-05-28";0;0;130,53
"Druten";19178;"2023-05-22";"2023-05-28";0;0;75,73
"Duiven";24946;"2023-05-22";"2023-05-28";0;0;52,29
"Echt-Susteren";31731;"2023-05-22";"2023-05-28";0;0;41,03
"Edam-Volendam";36471;"2023-05-22";"2023-05-28";0;0;182,56
"Ede";119986;"2023-05-22";"2023-05-28";0;0;35,76
"Eemnes";9450;"2023-05-22";"2023-05-28";0;0;
"Eemsdelta";45389;"2023-05-22";"2023-05-28";0;0;140,02
"Eersel";19823;"2023-05-22";"2023-05-28";0;0;197,32
"Eijsden-Margraten";25857;"2023-05-22";"2023-05-28";0;0;62,01
"Eindhoven";238326;"2023-05-22";"2023-05-28";1;0,4;198,1
"Elburg";23740;"2023-05-22";"2023-05-28";1;4,2;78,51
"Emmen";107856;"2023-05-22";"2023-05-28";0;0;160,32
"Enkhuizen";18620;"2023-05-22";"2023-05-28";0;0;80,75
"Enschede";160640;"2023-05-22";"2023-05-28";0;0;
"Epe";33257;"2023-05-22";"2023-05-28";0;0;158,59
"Ermelo";27258;"2023-05-22";"2023-05-28";0;0;163,43
"Etten-Leur";44152;"2023-05-22";"2023-05-28";0;0;166,14
"Geertruidenberg";21944;"2023-05-22";"2023-05-28";0;0;
"Geldrop-Mierlo";40131;"2023-05-22";"2023-05-28";0;0;197,87
"Gemert-Bakel";31040;"2023-05-22";"2023-05-28";0;0;22,45
"Gennep";17237;"2023-05-22";"2023-05-28";0;0;45,8
"Gilze en Rijen";26557;"2023-05-22";"2023-05-28";0;0;256,17
"Goeree-Overflakkee";51051;"2023-05-22";"2023-05-28";1;2;75,49
"Goes";38950;"2023-05-22";"2023-05-28";0;0;161,51
"Goirle";23979;"2023-05-22";"2023-05-28";0;0;33,37
"Gooise Meren";58846;"2023-05-22";"2023-05-28";0;0;
"Gorinchem";37632;"2023-05-22";"2023-05-28";0;0;152,19
"Gouda";74095;"2023-05-22";"2023-05-28";1;1,3;
"Groningen";234950;"2023-05-22";"2023-05-28";0;0;144,78
"Gulpen-Wittem";14178;"2023-05-22";"2023-05-28";0;0;107,36
"Haaksbergen";24268;"2023-05-22";"2023-05-28";0;0;
"Haarlem";162898;"2023-05-22";"2023-05-28";0;0;314,31
"Haarlemmermeer";159336;"2023-05-22";"2023-05-28";0;0;128,05
"Halderberge";30770;"2023-05-22";"2023-05-28";0;0;
"Hardenberg";61798;"2023-05-22";"2023-05-28";0;0;60,47
"Harderwijk";48857;"2023-05-22";"2023-05-28";0;0;163,38
"Hardinxveld-Giessendam";18511;"2023-05-22";"2023-05-28";0;0;54,94
"Harlingen";15904;"2023-05-22";"2023-05-28";0;0;130,78
"Hattem";12307;"2023-05-22";"2023-05-28";0;0;
"Heemskerk";39189;"2023-05-22";"2023-05-28";0;0;
"Heemstede";27557;"2023-05-22";"2023-05-28";0;0;
"Heerde";18976;"2023-05-22";"2023-05-28";0;0;
"Heerenveen";51119;"2023-05-22";"2023-05-28";2;3,9;73,64
"Heerlen";86845;"2023-05-22";"2023-05-28";0;0;33,99
"Heeze-Leende";16470;"2023-05-22";"2023-05-28";0;0;197,59
"Heiloo";24417;"2023-05-22";"2023-05-28";0;0;133,56
"Hellendoorn";35940;"2023-05-22";"2023-05-28";0;0;50,72
"Helmond";93476;"2023-05-22";"2023-05-28";1;1,1;22,31
"Hendrik-Ido-Ambacht";31663;"2023-05-22";"2023-05-28";0;0;
"Hengelo";81476;"2023-05-22";"2023-05-28";0;0;
"Het Hogeland";48022;"2023-05-22";"2023-05-28";0;0;31,34
"Heumen";17175;"2023-05-22";"2023-05-28";1;5,8;
"Heusden";45557;"2023-05-22";"2023-05-28";1;2,2;211,91
"Hillegom";22312;"2023-05-22";"2023-05-28";0;0;
"Hilvarenbeek";15810;"2023-05-22";"2023-05-28";1;6,3;33,7
"Hilversum";91733;"2023-05-22";"2023-05-28";0;0;
"Hoeksche Waard";88715;"2023-05-22";"2023-05-28";0;0;223,86
"Hof van Twente";35056;"2023-05-22";"2023-05-28";0;0;392,34
"Hollands Kroon";48778;"2023-05-22";"2023-05-28";0;0;84,94
"Hoogeveen";55857;"2023-05-22";"2023-05-28";0;0;160,43
"Hoorn";74298;"2023-05-22";"2023-05-28";0;0;80,75
"Horst aan de Maas";43039;"2023-05-22";"2023-05-28";0;0;47,86
"Houten";50323;"2023-05-22";"2023-05-28";0;0;
"Huizen";40938;"2023-05-22";"2023-05-28";0;0;
"Hulst";27533;"2023-05-22";"2023-05-28";1;3,6;428,73
"IJsselstein";33429;"2023-05-22";"2023-05-28";0;0;871,88
"Kaag en Braassem";27895;"2023-05-22";"2023-05-28";0;0;126,8
"Kampen";54791;"2023-05-22";"2023-05-28";1;1,8;130,53
"Kapelle";13020;"2023-05-22";"2023-05-28";0;0;161,51
"Katwijk";66032;"2023-05-22";"2023-05-28";0;0;
"Kerkrade";45324;"2023-05-22";"2023-05-28";0;0;359,44
"Koggenland";23048;"2023-05-22";"2023-05-28";0;0;110,29
"Krimpen aan den IJssel";29415;"2023-05-22";"2023-05-28";0;0;34,25
"Krimpenerwaard";57062;"2023-05-22";"2023-05-28";0;0;264,34
"Laarbeek";22943;"2023-05-22";"2023-05-28";0;0;22,31
"Land van Cuijk";90707;"2023-05-22";"2023-05-28";0;0;249,68
"Landgraaf";37023;"2023-05-22";"2023-05-28";0;0;139,88
"Landsmeer";11560;"2023-05-22";"2023-05-28";0;0;50,21
"Lansingerland";64110;"2023-05-22";"2023-05-28";1;1,6;254,86
"Laren";11528;"2023-05-22";"2023-05-28";0;0;
"Leeuwarden";125504;"2023-05-22";"2023-05-28";0;0;218,42
"Leiden";125074;"2023-05-22";"2023-05-28";0;0;
"Leiderdorp";27464;"2023-05-22";"2023-05-28";1;3,6;
"Leidschendam-Voorburg";76659;"2023-05-22";"2023-05-28";0;0;254,86
"Lelystad";81214;"2023-05-22";"2023-05-28";0;0;
"Leudal";35928;"2023-05-22";"2023-05-28";0;0;51,55
"Leusden";30713;"2023-05-22";"2023-05-28";0;0;82,26
"Lingewaard";46963;"2023-05-22";"2023-05-28";0;0;
"Lisse";23015;"2023-05-22";"2023-05-28";0;0;
"Lochem";34069;"2023-05-22";"2023-05-28";0;0;52,83
"Loon op Zand";23768;"2023-05-22";"2023-05-28";0;0;78,82
"Lopik";14512;"2023-05-22";"2023-05-28";0;0;871,88
"Losser";23084;"2023-05-22";"2023-05-28";0;0;
"Maasdriel";25504;"2023-05-22";"2023-05-28";0;0;26,12
"Maasgouw";24028;"2023-05-22";"2023-05-28";0;0;42,19
"Maashorst";58362;"2023-05-22";"2023-05-28";0;0;111,56
"Maassluis";34148;"2023-05-22";"2023-05-28";0;0;84,1
"Maastricht";121151;"2023-05-22";"2023-05-28";0;0;88,88
"Medemblik";45464;"2023-05-22";"2023-05-28";0;0;80,8
"Meerssen";18581;"2023-05-22";"2023-05-28";0;0;127,13
"Meierijstad";82613;"2023-05-22";"2023-05-28";0;0;81,24
"Meppel";34761;"2023-05-22";"2023-05-28";0;0;139,28
"Middelburg";49199;"2023-05-22";"2023-05-28";0;0;0
"Midden-Delfland";19484;"2023-05-22";"2023-05-28";0;0;196,68
"Midden-Drenthe";33689;"2023-05-22";"2023-05-28";0;0;36,2
"Midden-Groningen";60898;"2023-05-22";"2023-05-28";2;3,3;108,01
"Moerdijk";37313;"2023-05-22";"2023-05-28";0;0;166,14
"Molenlanden";44644;"2023-05-22";"2023-05-28";0;0;189,98
"Montferland";36359;"2023-05-22";"2023-05-28";0;0;213,53
"Montfoort";13818;"2023-05-22";"2023-05-28";0;0;
"Mook en Middelaar";7989;"2023-05-22";"2023-05-28";0;0;45,8
"Neder-Betuwe";25032;"2023-05-22";"2023-05-28";0;0;97,23
"Nederweert";17323;"2023-05-22";"2023-05-28";0;0;57,55
"Nieuwegein";64554;"2023-05-22";"2023-05-28";0;0;871,88
"Nieuwkoop";29304;"2023-05-22";"2023-05-28";1;3,4;182,24
"Nijkerk";44311;"2023-05-22";"2023-05-28";0;0;104,59
"Nijmegen";179100;"2023-05-22";"2023-05-28";3;1,7;
"Nissewaard";86332;"2023-05-22";"2023-05-28";0;0;329,11
"Noardeast-Fryslân";45593;"2023-05-22";"2023-05-28";0;0;86,45
"Noord-Beveland";7668;"2023-05-22";"2023-05-28";0;0;137,6
"Noordenveld";31238;"2023-05-22";"2023-05-28";0;0;77,12
"Noordoostpolder";48048;"2023-05-22";"2023-05-28";0;0;
"Noordwijk";44365;"2023-05-22";"2023-05-28";0;0;81,12
"Nuenen, Gerwen en Nederwetten";23826;"2023-05-22";"2023-05-28";0;0;198,1
"Nunspeet";28223;"2023-05-22";"2023-05-28";0;0;78,51
"Oegstgeest";25499;"2023-05-22";"2023-05-28";0;0;
"Oirschot";19061;"2023-05-22";"2023-05-28";0;0;92,37
"Oisterwijk";32503;"2023-05-22";"2023-05-28";0;0;9,45
"Oldambt";38521;"2023-05-22";"2023-05-28";0;0;65,41
"Oldebroek";23930;"2023-05-22";"2023-05-28";0;0;78,51
"Oldenzaal";31741;"2023-05-22";"2023-05-28";0;0;
"Olst-Wijhe";18496;"2023-05-22";"2023-05-28";0;0;53,62
"Ommen";18457;"2023-05-22";"2023-05-28";0;0;395,62
"Oost Gelre";29603;"2023-05-22";"2023-05-28";0;0;58,52
"Oosterhout";56535;"2023-05-22";"2023-05-28";0;0;168,42
"Ooststellingwerf";25680;"2023-05-22";"2023-05-28";0;0;87,84
"Oostzaan";9639;"2023-05-22";"2023-05-28";0;0;48,23
"Opmeer";12074;"2023-05-22";"2023-05-28";0;0;109,71
"Opsterland";29791;"2023-05-22";"2023-05-28";0;0;69,28
"Oss";93307;"2023-05-22";"2023-05-28";0;0;141,69
"Oude IJsselstreek";39387;"2023-05-22";"2023-05-28";1;2,5;275,74
"Ouder-Amstel";14212;"2023-05-22";"2023-05-28";0;0;280,61
"Oudewater";10159;"2023-05-22";"2023-05-28";0;0;101,79
"Overbetuwe";48266;"2023-05-22";"2023-05-28";0;0;
"Papendrecht";32208;"2023-05-22";"2023-05-28";0;0;0
"Peel en Maas";44278;"2023-05-22";"2023-05-28";0;0;40,71
"Pekela";12196;"2023-05-22";"2023-05-28";0;0;
"Pijnacker-Nootdorp";56572;"2023-05-22";"2023-05-28";0;0;254,86
"Purmerend";92240;"2023-05-22";"2023-05-28";0;0;
"Putten";24598;"2023-05-22";"2023-05-28";0;0;162,87
"Raalte";38140;"2023-05-22";"2023-05-28";0;0;68,33
"Reimerswaal";22920;"2023-05-22";"2023-05-28";0;0;40,9
"Renkum";31358;"2023-05-22";"2023-05-28";0;0;16,53
"Renswoude";5651;"2023-05-22";"2023-05-28";0;0;366,26
"Reusel-De Mierden";13271;"2023-05-22";"2023-05-28";0;0;
"Rheden";43435;"2023-05-22";"2023-05-28";0;0;62,07
"Rhenen";20265;"2023-05-22";"2023-05-28";0;0;474,89
"Ridderkerk";47099;"2023-05-22";"2023-05-28";0;0;323,17
"Rijssen-Holten";38231;"2023-05-22";"2023-05-28";0;0;389,91
"Rijswijk";56941;"2023-05-22";"2023-05-28";0;0;254,86
"Roerdalen";20558;"2023-05-22";"2023-05-28";0;0;58,1
"Roermond";59184;"2023-05-22";"2023-05-28";0;0;58,1
"Roosendaal";77244;"2023-05-22";"2023-05-28";0;0;
"Rotterdam";655468;"2023-05-22";"2023-05-28";2;0,3;518,19
"Rozendaal";1756;"2023-05-22";"2023-05-28";0;0;52,29
"Rucphen";23326;"2023-05-22";"2023-05-28";0;0;166,14
"Schagen";46833;"2023-05-22";"2023-05-28";1;2,1;45,5
"Scherpenzeel";10317;"2023-05-22";"2023-05-28";0;0;102,79
"Schiedam";79644;"2023-05-22";"2023-05-28";1;1,3;84,1
"Schiermonnikoog";944;"2023-05-22";"2023-05-28";0;0;
"Schouwen-Duiveland";34152;"2023-05-22";"2023-05-28";0;0;65,55
"Simpelveld";10425;"2023-05-22";"2023-05-28";0;0;29,46
"Sint-Michielsgestel";29731;"2023-05-22";"2023-05-28";0;0;18,56
"Sittard-Geleen";91719;"2023-05-22";"2023-05-28";0;0;37,78
"Sliedrecht";25897;"2023-05-22";"2023-05-28";0;0;56,1
"Sluis";23141;"2023-05-22";"2023-05-28";0;0;113,99
"Smallingerland";55895;"2023-05-22";"2023-05-28";0;0;52,73
"Soest";47113;"2023-05-22";"2023-05-28";0;0;52,07
"Someren";19701;"2023-05-22";"2023-05-28";1;5,1;66,64
"Son en Breugel";17775;"2023-05-22";"2023-05-28";0;0;194,39
"Stadskanaal";31851;"2023-05-22";"2023-05-28";0;0;
"Staphorst";17282;"2023-05-22";"2023-05-28";0;0;140,75
"Stede Broec";21947;"2023-05-22";"2023-05-28";0;0;80,75
"Steenbergen";24333;"2023-05-22";"2023-05-28";0;0;
"Steenwijkerland";44741;"2023-05-22";"2023-05-28";0;0;254,55
"Stein";24803;"2023-05-22";"2023-05-28";0;0;82,34
"Stichtse Vecht";65240;"2023-05-22";"2023-05-28";0;0;38,73
"Súdwest-Fryslân";90300;"2023-05-22";"2023-05-28";0;0;130,43
"Terneuzen";54501;"2023-05-22";"2023-05-28";0;0;161,2
"Terschelling";4960;"2023-05-22";"2023-05-28";0;0;
"Texel";13687;"2023-05-22";"2023-05-28";0;0;278,61
"Teylingen";37942;"2023-05-22";"2023-05-28";0;0;81,12
"Tholen";26401;"2023-05-22";"2023-05-28";0;0;16,12
"Tiel";42277;"2023-05-22";"2023-05-28";0;0;97,23
"Tilburg";224459;"2023-05-22";"2023-05-28";0;0;256,17
"Tubbergen";21364;"2023-05-22";"2023-05-28";0;0;160,92
"Twenterand";33718;"2023-05-22";"2023-05-28";0;0;43,6
"Tynaarlo";34221;"2023-05-22";"2023-05-28";0;0;162,54
"Tytsjerksteradiel";32282;"2023-05-22";"2023-05-28";0;0;67,7
"Uitgeest";13563;"2023-05-22";"2023-05-28";0;0;
"Uithoorn";31018;"2023-05-22";"2023-05-28";0;0;166,32
"Urk";21468;"2023-05-22";"2023-05-28";0;0;
"Utrecht";361699;"2023-05-22";"2023-05-28";0;0;229,01
"Utrechtse Heuvelrug";49981;"2023-05-22";"2023-05-28";0;0;305,05
"Vaals";10135;"2023-05-22";"2023-05-28";0;0;
"Valkenburg aan de Geul";16167;"2023-05-22";"2023-05-28";0;0;126,24
"Valkenswaard";31236;"2023-05-22";"2023-05-28";1;3,2;198,1
"Veendam";27466;"2023-05-22";"2023-05-28";0;0;8,9
"Veenendaal";67671;"2023-05-22";"2023-05-28";0;0;366,26
"Veere";21850;"2023-05-22";"2023-05-28";0;0;0
"Veldhoven";45822;"2023-05-22";"2023-05-28";0;0;198,1
"Velsen";68482;"2023-05-22";"2023-05-28";1;1,5;
"Venlo";102136;"2023-05-22";"2023-05-28";0;0;46,73
"Venray";43964;"2023-05-22";"2023-05-28";0;0;54,44
"Vijfheerenlanden";58788;"2023-05-22";"2023-05-28";0;0;77,16
"Vlaardingen";74143;"2023-05-22";"2023-05-28";2;2,7;84,1
"Vlieland";1195;"2023-05-22";"2023-05-28";0;0;
"Vlissingen";44585;"2023-05-22";"2023-05-28";0;0;0
"Voerendaal";12426;"2023-05-22";"2023-05-28";0;0;38,76
"Voorne aan Zee";73238;"2023-05-22";"2023-05-28";1;1,4;451,65
"Voorschoten";25627;"2023-05-22";"2023-05-28";0;0;
"Voorst";24994;"2023-05-22";"2023-05-28";1;4;
"Vught";31783;"2023-05-22";"2023-05-28";0;0;181,21
"Waadhoeke";46309;"2023-05-22";"2023-05-28";0;0;130,78
"Waalre";17626;"2023-05-22";"2023-05-28";0;0;198,1
"Waalwijk";49342;"2023-05-22";"2023-05-28";0;0;79,33
"Waddinxveen";31342;"2023-05-22";"2023-05-28";0;0;506,28
"Wageningen";39939;"2023-05-22";"2023-05-28";0;0;16,67
"Wassenaar";27115;"2023-05-22";"2023-05-28";0;0;254,86
"Waterland";17343;"2023-05-22";"2023-05-28";0;0;45,66
"Weert";50346;"2023-05-22";"2023-05-28";0;0;
"West Betuwe";51971;"2023-05-22";"2023-05-28";0;0;306,61
"West Maas en Waal";19675;"2023-05-22";"2023-05-28";1;5,1;60,67
"Westerkwartier";64306;"2023-05-22";"2023-05-28";1;1,6;88,93
"Westerveld";19854;"2023-05-22";"2023-05-28";0;0;294,15
"Westervoort";14944;"2023-05-22";"2023-05-28";0;0;52,29
"Westerwolde";26571;"2023-05-22";"2023-05-28";0;0;149,16
"Westland";112448;"2023-05-22";"2023-05-28";1;0,9;224,4
"Weststellingwerf";26278;"2023-05-22";"2023-05-28";0;0;29,95
"Wierden";24643;"2023-05-22";"2023-05-28";0;0;60,47
"Wijchen";41344;"2023-05-22";"2023-05-28";1;2,4;
"Wijdemeren";24494;"2023-05-22";"2023-05-28";0;0;
"Wijk bij Duurstede";23921;"2023-05-22";"2023-05-28";0;0;266,71
"Winterswijk";29185;"2023-05-22";"2023-05-28";0;0;53,93
"Woensdrecht";22112;"2023-05-22";"2023-05-28";0;0;10,43
"Woerden";52882;"2023-05-22";"2023-05-28";0;0;39,77
"Wormerland";16381;"2023-05-22";"2023-05-28";0;0;45,66
"Woudenberg";13873;"2023-05-22";"2023-05-28";0;0;103,22
"Zaanstad";157166;"2023-05-22";"2023-05-28";0;0;89,64
"Zaltbommel";29957;"2023-05-22";"2023-05-28";0;0;
"Zandvoort";17107;"2023-05-22";"2023-05-28";0;0;
"Zeewolde";23348;"2023-05-22";"2023-05-28";0;0;
"Zeist";65987;"2023-05-22";"2023-05-28";1;1,5;139,3
"Zevenaar";44645;"2023-05-22";"2023-05-28";0;0;52,8
"Zoetermeer";125767;"2023-05-22";"2023-05-28";0;0;254,86
"Zoeterwoude";9302;"2023-05-22";"2023-05-28";0;0;254,86
"Zuidplas";45794;"2023-05-22";"2023-05-28";0;0;863,38
"Zundert";22260;"2023-05-22";"2023-05-28";0;0;166,14
"Zutphen";48330;"2023-05-22";"2023-05-28";0;0;52,05
"Zwartewaterland";23012;"2023-05-22";"2023-05-28";0;0;
"Zwijndrecht";44789;"2023-05-22";"2023-05-28";0;0;323,17
"Zwolle";130668;"2023-05-22";"2023-05-28";2;1,5;
