"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Doesburg";221;"Doesburg";11077;"07-07-2021";"20-07-2021";44;397.2;0;0;0;0
"Doetinchem";222;"Doetinchem";58001;"07-07-2021";"20-07-2021";292;503.4;0;0;0;0
"Dongen";766;"Dongen";26222;"07-07-2021";"20-07-2021";167;636.9;0;0;0;0
"Dordrecht";505;"Dordrecht";119284;"07-07-2021";"20-07-2021";497;416.7;1;0.8;0;0
"Drechterland";498;"Drechterland";19719;"07-07-2021";"20-07-2021";98;497;1;5.1;0;0
"Drimmelen";1719;"Drimmelen";27272;"07-07-2021";"20-07-2021";195;715;0;0;0;0
"Dronten";303;"Dronten";41555;"07-07-2021";"20-07-2021";161;387.4;0;0;0;0
"Druten";225;"Druten";18926;"07-07-2021";"20-07-2021";159;840.1;0;0;0;0
"Duiven";226;"Duiven";25126;"07-07-2021";"20-07-2021";127;505.5;0;0;0;0
"Echt-Susteren";1711;"Echt-Susteren";31610;"07-07-2021";"20-07-2021";72;227.8;0;0;0;0
"Edam-Volendam";385;"Edam-Volendam";36197;"07-07-2021";"20-07-2021";199;549.8;0;0;0;0
"Ede";228;"Ede";117165;"07-07-2021";"20-07-2021";600;512.1;0;0;0;0
"Eemnes";317;"Eemnes";9247;"07-07-2021";"20-07-2021";98;1059.8;0;0;0;0
"Eemsdelta";1979;"Eemsdelta";45857;"07-07-2021";"20-07-2021";109;237.7;0;0;0;0
"Eersel";770;"Eersel";19313;"07-07-2021";"20-07-2021";85;440.1;0;0;0;0
"Eijsden-Margraten";1903;"Eijsden-Margraten";25768;"07-07-2021";"20-07-2021";154;597.6;0;0;0;0
"Eindhoven";772;"Eindhoven";234394;"07-07-2021";"20-07-2021";1696;723.6;0;0;0;0
"Elburg";230;"Elburg";23161;"07-07-2021";"20-07-2021";91;392.9;0;0;0;0
"Emmen";114;"Emmen";107048;"07-07-2021";"20-07-2021";176;164.4;0;0;0;0
"Enkhuizen";388;"Enkhuizen";18591;"07-07-2021";"20-07-2021";76;408.8;0;0;0;0
"Enschede";153;"Enschede";159640;"07-07-2021";"20-07-2021";998;625.2;0;0;0;0
"Epe";232;"Epe";33178;"07-07-2021";"20-07-2021";124;373.7;0;0;0;0
"Ermelo";233;"Ermelo";27008;"07-07-2021";"20-07-2021";81;299.9;0;0;0;0
"Etten-Leur";777;"Etten-Leur";43878;"07-07-2021";"20-07-2021";278;633.6;0;0;0;0
"Geertruidenberg";779;"Geertruidenberg";21544;"07-07-2021";"20-07-2021";118;547.7;0;0;0;0
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";39726;"07-07-2021";"20-07-2021";212;533.7;0;0;0;0
"Gemert-Bakel";1652;"Gemert-Bakel";30723;"07-07-2021";"20-07-2021";123;400.4;0;0;0;0
"Gennep";907;"Gennep";16921;"07-07-2021";"20-07-2021";73;431.4;0;0;0;0
"Gilze en Rijen";784;"Gilze en Rijen";26431;"07-07-2021";"20-07-2021";147;556.2;0;0;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50049;"07-07-2021";"20-07-2021";182;363.6;0;0;0;0
"Goes";664;"Goes";38082;"07-07-2021";"20-07-2021";127;333.5;3;7.9;0;0
"Goirle";785;"Goirle";23904;"07-07-2021";"20-07-2021";153;640.1;0;0;0;0
"Gooise Meren";1942;"Gooise Meren";58055;"07-07-2021";"20-07-2021";587;1011.1;0;0;0;0
"Gorinchem";512;"Gorinchem";37022;"07-07-2021";"20-07-2021";243;656.4;0;0;0;0
"Gouda";513;"Gouda";73427;"07-07-2021";"20-07-2021";316;430.4;0;0;0;0
"Grave";786;"Grave";12436;"07-07-2021";"20-07-2021";67;538.8;0;0;0;0
"'s-Gravenhage";518;"'s-Gravenhage";545838;"07-07-2021";"20-07-2021";3408;624.4;5;0.9;1;0.2
"Groningen";14;"Groningen";232874;"07-07-2021";"20-07-2021";4427;1901;1;0.4;0;0
"Gulpen-Wittem";1729;"Gulpen-Wittem";14171;"07-07-2021";"20-07-2021";51;359.9;0;0;0;0
"Haaksbergen";158;"Haaksbergen";24311;"07-07-2021";"20-07-2021";113;464.8;0;0;0;0
"Haarlem";392;"Haarlem";162902;"07-07-2021";"20-07-2021";1647;1011;2;1.2;0;0
"Haarlemmermeer";394;"Haarlemmermeer";156002;"07-07-2021";"20-07-2021";1250;801.3;2;1.3;0;0
"Halderberge";1655;"Halderberge";30284;"07-07-2021";"20-07-2021";178;587.8;0;0;0;0
"Hardenberg";160;"Hardenberg";60948;"07-07-2021";"20-07-2021";113;185.4;0;0;0;0
"Harderwijk";243;"Harderwijk";48414;"07-07-2021";"20-07-2021";199;411;0;0;0;0
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18295;"07-07-2021";"20-07-2021";72;393.6;0;0;0;0
"Harlingen";72;"Harlingen";15722;"07-07-2021";"20-07-2021";52;330.7;0;0;0;0
"Hattem";244;"Hattem";12209;"07-07-2021";"20-07-2021";55;450.5;0;0;0;0
"Heemskerk";396;"Heemskerk";39182;"07-07-2021";"20-07-2021";284;724.8;0;0;0;0
"Heemstede";397;"Heemstede";27234;"07-07-2021";"20-07-2021";293;1075.9;0;0;0;0
"Heerde";246;"Heerde";18589;"07-07-2021";"20-07-2021";35;188.3;0;0;0;0
"Heerenveen";74;"Heerenveen";50493;"07-07-2021";"20-07-2021";311;615.9;0;0;0;0
"Heerhugowaard";398;"Heerhugowaard";57587;"07-07-2021";"20-07-2021";363;630.4;2;3.5;0;0
"Heerlen";917;"Heerlen";87086;"07-07-2021";"20-07-2021";182;209;1;1.1;0;0
"Heeze-Leende";1658;"Heeze-Leende";16152;"07-07-2021";"20-07-2021";51;315.8;0;0;0;0
"Heiloo";399;"Heiloo";23968;"07-07-2021";"20-07-2021";286;1193.3;0;0;0;0
"Hellendoorn";163;"Hellendoorn";35916;"07-07-2021";"20-07-2021";203;565.2;0;0;0;0
"Hellevoetsluis";530;"Hellevoetsluis";40142;"07-07-2021";"20-07-2021";176;438.4;0;0;0;0
"Helmond";794;"Helmond";92423;"07-07-2021";"20-07-2021";584;631.9;0;0;0;0
"Hendrik-Ido-Ambacht";531;"Hendrik-Ido-Ambacht";31202;"07-07-2021";"20-07-2021";124;397.4;0;0;0;0
"Hengelo (O.)";164;"Hengelo (O.)";81140;"07-07-2021";"20-07-2021";440;542.3;0;0;0;0
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155111;"07-07-2021";"20-07-2021";1182;762;2;1.3;0;0
"Het Hogeland";1966;"Het Hogeland";47801;"07-07-2021";"20-07-2021";272;569;0;0;0;0
"Heumen";252;"Heumen";16454;"07-07-2021";"20-07-2021";106;644.2;0;0;0;0
"Heusden";797;"Heusden";44692;"07-07-2021";"20-07-2021";198;443;0;0;0;0
"Hillegom";534;"Hillegom";22209;"07-07-2021";"20-07-2021";175;788;0;0;1;4.5
"Hilvarenbeek";798;"Hilvarenbeek";15518;"07-07-2021";"20-07-2021";85;547.8;0;0;0;0
"Hilversum";402;"Hilversum";90831;"07-07-2021";"20-07-2021";822;905;0;0;0;0
"Hoeksche Waard";1963;"Hoeksche Waard";87401;"07-07-2021";"20-07-2021";383;438.2;0;0;1;1.1
"Hof van Twente";1735;"Hof van Twente";35017;"07-07-2021";"20-07-2021";202;576.9;0;0;0;0
"Hollands Kroon";1911;"Hollands Kroon";48432;"07-07-2021";"20-07-2021";127;262.2;0;0;0;0
"Hoogeveen";118;"Hoogeveen";55699;"07-07-2021";"20-07-2021";260;466.8;0;0;0;0
"Hoorn";405;"Hoorn";73261;"07-07-2021";"20-07-2021";307;419;0;0;0;0
"Horst aan de Maas";1507;"Horst aan de Maas";42429;"07-07-2021";"20-07-2021";193;454.9;0;0;0;0
"Houten";321;"Houten";50146;"07-07-2021";"20-07-2021";372;741.8;0;0;0;0
"Huizen";406;"Huizen";41273;"07-07-2021";"20-07-2021";250;605.7;0;0;0;0
"Hulst";677;"Hulst";27556;"07-07-2021";"20-07-2021";109;395.6;0;0;0;0
"IJsselstein";353;"IJsselstein";34109;"07-07-2021";"20-07-2021";209;612.7;0;0;0;0
"Kaag en Braassem";1884;"Kaag en Braassem";27297;"07-07-2021";"20-07-2021";116;425;0;0;0;0
"Kampen";166;"Kampen";54319;"07-07-2021";"20-07-2021";184;338.7;0;0;0;0
"Kapelle";678;"Kapelle";12695;"07-07-2021";"20-07-2021";37;291.5;0;0;0;0
"Katwijk";537;"Katwijk";65753;"07-07-2021";"20-07-2021";268;407.6;0;0;0;0
"Kerkrade";928;"Kerkrade";45749;"07-07-2021";"20-07-2021";61;133.3;0;0;0;0
"Koggenland";1598;"Koggenland";22749;"07-07-2021";"20-07-2021";147;646.2;0;0;0;0
"Krimpen aan den IJssel";542;"Krimpen aan den IJssel";29526;"07-07-2021";"20-07-2021";205;694.3;0;0;0;0
"Krimpenerwaard";1931;"Krimpenerwaard";56319;"07-07-2021";"20-07-2021";248;440.3;0;0;0;0
"Laarbeek";1659;"Laarbeek";22523;"07-07-2021";"20-07-2021";117;519.5;0;0;0;0
"Landerd";1685;"Landerd";15730;"07-07-2021";"20-07-2021";42;267;0;0;0;0
"Landgraaf";882;"Landgraaf";37445;"07-07-2021";"20-07-2021";67;178.9;0;0;0;0
"Landsmeer";415;"Landsmeer";11491;"07-07-2021";"20-07-2021";97;844.1;0;0;0;0
"Langedijk";416;"Langedijk";28163;"07-07-2021";"20-07-2021";201;713.7;0;0;0;0
"Lansingerland";1621;"Lansingerland";62384;"07-07-2021";"20-07-2021";436;698.9;1;1.6;0;0
"Laren";417;"Laren";11280;"07-07-2021";"20-07-2021";116;1028.4;0;0;0;0
"Leeuwarden";80;"Leeuwarden";124084;"07-07-2021";"20-07-2021";445;358.6;0;0;0;0
"Leiden";546;"Leiden";125099;"07-07-2021";"20-07-2021";1618;1293.4;0;0;0;0
"Leiderdorp";547;"Leiderdorp";27056;"07-07-2021";"20-07-2021";174;643.1;0;0;0;0
"Leidschendam-Voorburg";1916;"Leidschendam-Voorburg";76534;"07-07-2021";"20-07-2021";468;611.5;2;2.6;0;0
"Lelystad";995;"Lelystad";78598;"07-07-2021";"20-07-2021";203;258.3;1;1.3;0;0
"Leudal";1640;"Leudal";35879;"07-07-2021";"20-07-2021";106;295.4;0;0;0;0
"Leusden";327;"Leusden";30401;"07-07-2021";"20-07-2021";211;694.1;0;0;0;0
"Lingewaard";1705;"Lingewaard";46601;"07-07-2021";"20-07-2021";238;510.7;0;0;0;0
"Lisse";553;"Lisse";22955;"07-07-2021";"20-07-2021";229;997.6;0;0;0;0
"Lochem";262;"Lochem";33729;"07-07-2021";"20-07-2021";209;619.6;1;3;0;0
"Loon op Zand";809;"Loon op Zand";23408;"07-07-2021";"20-07-2021";83;354.6;0;0;0;0
"Lopik";331;"Lopik";14467;"07-07-2021";"20-07-2021";58;400.9;0;0;0;0
"Losser";168;"Losser";22683;"07-07-2021";"20-07-2021";189;833.2;1;4.4;0;0
"Maasdriel";263;"Maasdriel";25030;"07-07-2021";"20-07-2021";154;615.3;0;0;0;0
"Maasgouw";1641;"Maasgouw";23965;"07-07-2021";"20-07-2021";76;317.1;0;0;0;0
"Maassluis";556;"Maassluis";33213;"07-07-2021";"20-07-2021";83;249.9;0;0;0;0
"Maastricht";935;"Maastricht";121575;"07-07-2021";"20-07-2021";1032;848.9;3;2.5;0;0
"Medemblik";420;"Medemblik";45101;"07-07-2021";"20-07-2021";126;279.4;0;0;0;0
"Meerssen";938;"Meerssen";18828;"07-07-2021";"20-07-2021";96;509.9;0;0;0;0
"Meierijstad";1948;"Meierijstad";81194;"07-07-2021";"20-07-2021";288;354.7;0;0;0;0
"Meppel";119;"Meppel";33920;"07-07-2021";"20-07-2021";83;244.7;0;0;0;0
"Middelburg";687;"Middelburg";48822;"07-07-2021";"20-07-2021";173;354.3;0;0;0;0
"Midden-Delfland";1842;"Midden-Delfland";19341;"07-07-2021";"20-07-2021";99;511.9;0;0;0;0
"Midden-Drenthe";1731;"Midden-Drenthe";33185;"07-07-2021";"20-07-2021";81;244.1;0;0;0;0
"Midden-Groningen";1952;"Midden-Groningen";60797;"07-07-2021";"20-07-2021";271;445.7;1;1.6;0;0
"Mill en Sint Hubert";815;"Mill en Sint Hubert";10939;"07-07-2021";"20-07-2021";26;237.7;0;0;0;0
"Moerdijk";1709;"Moerdijk";37129;"07-07-2021";"20-07-2021";184;495.6;0;0;0;0
"Molenlanden";1978;"Molenlanden";43909;"07-07-2021";"20-07-2021";218;496.5;0;0;0;0
"Montferland";1955;"Montferland";36011;"07-07-2021";"20-07-2021";153;424.9;0;0;0;0
"Montfoort";335;"Montfoort";13917;"07-07-2021";"20-07-2021";74;531.7;0;0;0;0
"Mook en Middelaar";944;"Mook en Middelaar";7847;"07-07-2021";"20-07-2021";34;433.3;0;0;0;0
"Neder-Betuwe";1740;"Neder-Betuwe";24339;"07-07-2021";"20-07-2021";36;147.9;0;0;0;0
"Nederweert";946;"Nederweert";17019;"07-07-2021";"20-07-2021";81;475.9;0;0;0;0
"Nieuwegein";356;"Nieuwegein";63462;"07-07-2021";"20-07-2021";310;488.5;1;1.6;0;0
"Nieuwkoop";569;"Nieuwkoop";28811;"07-07-2021";"20-07-2021";159;551.9;0;0;0;0
"Nijkerk";267;"Nijkerk";43171;"07-07-2021";"20-07-2021";189;437.8;1;2.3;0;0
"Nijmegen";268;"Nijmegen";177659;"07-07-2021";"20-07-2021";1972;1110;2;1.1;0;0
"Nissewaard";1930;"Nissewaard";85219;"07-07-2021";"20-07-2021";371;435.3;0;0;0;0
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45228;"07-07-2021";"20-07-2021";75;165.8;0;0;0;0
"Noord-Beveland";1695;"Noord-Beveland";7392;"07-07-2021";"20-07-2021";14;189.4;0;0;0;0
"Noordenveld";1699;"Noordenveld";31253;"07-07-2021";"20-07-2021";196;627.1;0;0;0;0
"Noordoostpolder";171;"Noordoostpolder";47291;"07-07-2021";"20-07-2021";136;287.6;0;0;0;0
"Noordwijk";575;"Noordwijk";43508;"07-07-2021";"20-07-2021";558;1282.5;0;0;1;2.3
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23383;"07-07-2021";"20-07-2021";115;491.8;0;0;0;0
"Nunspeet";302;"Nunspeet";27851;"07-07-2021";"20-07-2021";107;384.2;0;0;0;0
"Oegstgeest";579;"Oegstgeest";24840;"07-07-2021";"20-07-2021";172;692.4;0;0;0;0
"Oirschot";823;"Oirschot";18714;"07-07-2021";"20-07-2021";68;363.4;0;0;0;0
"Oisterwijk";824;"Oisterwijk";32130;"07-07-2021";"20-07-2021";140;435.7;0;0;0;0
"Oldambt";1895;"Oldambt";38209;"07-07-2021";"20-07-2021";81;212;0;0;0;0
"Oldebroek";269;"Oldebroek";23646;"07-07-2021";"20-07-2021";70;296;0;0;0;0
"Oldenzaal";173;"Oldenzaal";31836;"07-07-2021";"20-07-2021";202;634.5;0;0;0;0
"Olst-Wijhe";1773;"Olst-Wijhe";18252;"07-07-2021";"20-07-2021";132;723.2;0;0;0;0
"Ommen";175;"Ommen";18009;"07-07-2021";"20-07-2021";53;294.3;0;0;0;0
"Oost Gelre";1586;"Oost Gelre";29627;"07-07-2021";"20-07-2021";239;806.7;0;0;0;0
"Oosterhout";826;"Oosterhout";55982;"07-07-2021";"20-07-2021";376;671.6;0;0;1;1.8
"Ooststellingwerf";85;"Ooststellingwerf";25469;"07-07-2021";"20-07-2021";99;388.7;0;0;0;0
"Oostzaan";431;"Oostzaan";9735;"07-07-2021";"20-07-2021";69;708.8;0;0;0;0
"Opmeer";432;"Opmeer";11836;"07-07-2021";"20-07-2021";67;566.1;0;0;0;0
"Opsterland";86;"Opsterland";29733;"07-07-2021";"20-07-2021";176;591.9;1;3.4;0;0
"Oss";828;"Oss";91915;"07-07-2021";"20-07-2021";312;339.4;1;1.1;0;0
"Oude IJsselstreek";1509;"Oude IJsselstreek";39388;"07-07-2021";"20-07-2021";253;642.3;0;0;0;0
"Ouder-Amstel";437;"Ouder-Amstel";14026;"07-07-2021";"20-07-2021";186;1326.1;0;0;0;0
"Oudewater";589;"Oudewater";10230;"07-07-2021";"20-07-2021";50;488.8;0;0;0;0
"Overbetuwe";1734;"Overbetuwe";47906;"07-07-2021";"20-07-2021";221;461.3;0;0;0;0
"Papendrecht";590;"Papendrecht";32136;"07-07-2021";"20-07-2021";130;404.5;0;0;0;0
"Peel en Maas";1894;"Peel en Maas";43425;"07-07-2021";"20-07-2021";194;446.7;0;0;0;0
"Pekela";765;"Pekela";12196;"07-07-2021";"20-07-2021";18;147.6;0;0;0;0
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55308;"07-07-2021";"20-07-2021";433;782.9;0;0;0;0
"Purmerend";439;"Purmerend";81249;"07-07-2021";"20-07-2021";695;855.4;0;0;0;0
"Putten";273;"Putten";24112;"07-07-2021";"20-07-2021";60;248.8;0;0;0;0
"Raalte";177;"Raalte";37712;"07-07-2021";"20-07-2021";266;705.3;0;0;0;0
"Reimerswaal";703;"Reimerswaal";22730;"07-07-2021";"20-07-2021";45;198;0;0;0;0
"Renkum";274;"Renkum";31419;"07-07-2021";"20-07-2021";106;337.4;0;0;0;0
"Renswoude";339;"Renswoude";5444;"07-07-2021";"20-07-2021";34;624.5;0;0;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13112;"07-07-2021";"20-07-2021";73;556.7;0;0;0;0
"Rheden";275;"Rheden";43761;"07-07-2021";"20-07-2021";177;404.5;1;2.3;0;0
"Rhenen";340;"Rhenen";20119;"07-07-2021";"20-07-2021";60;298.2;0;0;0;0
"Ridderkerk";597;"Ridderkerk";46189;"07-07-2021";"20-07-2021";282;610.5;0;0;0;0
"Rijssen-Holten";1742;"Rijssen-Holten";38177;"07-07-2021";"20-07-2021";285;746.5;0;0;0;0
"Rijswijk";603;"Rijswijk";54450;"07-07-2021";"20-07-2021";289;530.8;1;1.8;0;0
"Roerdalen";1669;"Roerdalen";20574;"07-07-2021";"20-07-2021";48;233.3;0;0;0;0
"Roermond";957;"Roermond";58260;"07-07-2021";"20-07-2021";199;341.6;0;0;0;0
"Roosendaal";1674;"Roosendaal";77251;"07-07-2021";"20-07-2021";391;506.1;0;0;0;0
"Rotterdam";599;"Rotterdam";651157;"07-07-2021";"20-07-2021";7529;1156.2;10;1.5;1;0.2
"Rozendaal";277;"Rozendaal";1704;"07-07-2021";"20-07-2021";10;586.9;0;0;0;0
"Rucphen";840;"Rucphen";22878;"07-07-2021";"20-07-2021";118;515.8;0;0;0;0
"Schagen";441;"Schagen";46483;"07-07-2021";"20-07-2021";223;479.7;0;0;0;0
"Scherpenzeel";279;"Scherpenzeel";9880;"07-07-2021";"20-07-2021";63;637.7;0;0;0;0
"Schiedam";606;"Schiedam";78730;"07-07-2021";"20-07-2021";373;473.8;0;0;0;0
"Schiermonnikoog";88;"Schiermonnikoog";947;"07-07-2021";"20-07-2021";2;211.2;0;0;0;0
"Schouwen-Duiveland";1676;"Schouwen-Duiveland";33839;"07-07-2021";"20-07-2021";93;274.8;0;0;0;0
"Simpelveld";965;"Simpelveld";10555;"07-07-2021";"20-07-2021";31;293.7;0;0;0;0
"Sint Anthonis";1702;"Sint Anthonis";11664;"07-07-2021";"20-07-2021";42;360.1;0;0;0;0
"Sint-Michielsgestel";845;"Sint-Michielsgestel";29208;"07-07-2021";"20-07-2021";175;599.2;0;0;0;0
"Sittard-Geleen";1883;"Sittard-Geleen";92429;"07-07-2021";"20-07-2021";234;253.2;0;0;0;0
"Sliedrecht";610;"Sliedrecht";25220;"07-07-2021";"20-07-2021";85;337;0;0;0;0
"Sluis";1714;"Sluis";23210;"07-07-2021";"20-07-2021";52;224;1;4.3;0;0
"Smallingerland";90;"Smallingerland";56150;"07-07-2021";"20-07-2021";354;630.5;0;0;0;0
