"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage";518;"'s-Gravenhage";548320;"25-08-2021";"07-09-2021";1610;293.6;9;1.6;1;0.2
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155490;"25-08-2021";"07-09-2021";219;140.8;0;0;1;0.6
"Aa en Hunze";1680;"Aa en Hunze";25399;"25-08-2021";"07-09-2021";18;70.9;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31991;"25-08-2021";"07-09-2021";75;234.4;0;0;0;0
"Aalten";197;"Aalten";27120;"25-08-2021";"07-09-2021";24;88.5;0;0;0;0
"Achtkarspelen";59;"Achtkarspelen";27900;"25-08-2021";"07-09-2021";78;279.6;1;3.6;0;0
"Alblasserdam";482;"Alblasserdam";20136;"25-08-2021";"07-09-2021";59;293;0;0;0;0
"Albrandswaard";613;"Albrandswaard";25814;"25-08-2021";"07-09-2021";51;197.6;0;0;0;0
"Alkmaar";361;"Alkmaar";109896;"25-08-2021";"07-09-2021";168;152.9;0;0;0;0
"Almelo";141;"Almelo";73132;"25-08-2021";"07-09-2021";152;207.8;1;1.4;0;0
"Almere";34;"Almere";214715;"25-08-2021";"07-09-2021";551;256.6;3;1.4;1;0.5
"Alphen aan den Rijn";484;"Alphen aan den Rijn";112587;"25-08-2021";"07-09-2021";160;142.1;1;0.9;0;0
"Alphen-Chaam";1723;"Alphen-Chaam";10373;"25-08-2021";"07-09-2021";1;9.6;0;0;0;0
"Altena";1959;"Altena";56352;"25-08-2021";"07-09-2021";66;117.1;1;1.8;0;0
"Ameland";60;"Ameland";3746;"25-08-2021";"07-09-2021";0;0;0;0;0;0
"Amersfoort";307;"Amersfoort";157462;"25-08-2021";"07-09-2021";286;181.6;4;2.5;2;1.3
"Amstelveen";362;"Amstelveen";90829;"25-08-2021";"07-09-2021";169;186.1;0;0;2;2.2
"Amsterdam";363;"Amsterdam";873338;"25-08-2021";"07-09-2021";2586;296.1;25;2.9;9;1
"Apeldoorn";200;"Apeldoorn";164781;"25-08-2021";"07-09-2021";296;179.6;4;2.4;6;3.6
"Arnhem";202;"Arnhem";162424;"25-08-2021";"07-09-2021";339;208.7;1;0.6;0;0
"Assen";106;"Assen";68836;"25-08-2021";"07-09-2021";74;107.5;1;1.5;0;0
"Asten";743;"Asten";16817;"25-08-2021";"07-09-2021";12;71.4;0;0;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6899;"25-08-2021";"07-09-2021";4;58;0;0;0;0
"Baarn";308;"Baarn";24792;"25-08-2021";"07-09-2021";24;96.8;0;0;0;0
"Barendrecht";489;"Barendrecht";48643;"25-08-2021";"07-09-2021";129;265.2;0;0;0;0
"Barneveld";203;"Barneveld";59992;"25-08-2021";"07-09-2021";164;273.4;2;3.3;0;0
"Beek";888;"Beek";15875;"25-08-2021";"07-09-2021";19;119.7;0;0;0;0
"Beekdaelen";1954;"Beekdaelen";36065;"25-08-2021";"07-09-2021";37;102.6;0;0;2;5.5
"Beemster";370;"Beemster";10110;"25-08-2021";"07-09-2021";22;217.6;0;0;0;0
"Beesel";889;"Beesel";13450;"25-08-2021";"07-09-2021";15;111.5;0;0;0;0
"Berg en Dal";1945;"Berg en Dal";35010;"25-08-2021";"07-09-2021";34;97.1;0;0;0;0
"Bergeijk";1724;"Bergeijk";18754;"25-08-2021";"07-09-2021";21;112;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13108;"25-08-2021";"07-09-2021";24;183.1;0;0;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29715;"25-08-2021";"07-09-2021";38;127.9;0;0;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67514;"25-08-2021";"07-09-2021";87;128.9;0;0;0;0
"Berkelland";1859;"Berkelland";43846;"25-08-2021";"07-09-2021";42;95.8;1;2.3;0;0
"Bernheze";1721;"Bernheze";31455;"25-08-2021";"07-09-2021";38;120.8;1;3.2;0;0
"Best";753;"Best";30216;"25-08-2021";"07-09-2021";50;165.5;0;0;0;0
"Beuningen";209;"Beuningen";26157;"25-08-2021";"07-09-2021";25;95.6;0;0;1;3.8
"Beverwijk";375;"Beverwijk";41863;"25-08-2021";"07-09-2021";97;231.7;1;2.4;0;0
"Bladel";1728;"Bladel";20529;"25-08-2021";"07-09-2021";19;92.6;0;0;0;0
"Blaricum";376;"Blaricum";11954;"25-08-2021";"07-09-2021";25;209.1;0;0;0;0
