"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage";518;"'s-Gravenhage";548320;"19-01-2022";"01-02-2022";31563;5756.3;107;19.5;5;0.9
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155490;"19-01-2022";"01-02-2022";6996;4499.3;14;9;0;0
"Aa en Hunze";1680;"Aa en Hunze";25399;"19-01-2022";"01-02-2022";695;2736.3;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31991;"19-01-2022";"01-02-2022";1679;5248.4;0;0;0;0
"Aalten";197;"Aalten";27120;"19-01-2022";"01-02-2022";1026;3783.2;2;7.4;0;0
"Achtkarspelen";59;"Achtkarspelen";27900;"19-01-2022";"01-02-2022";893;3200.7;0;0;0;0
"Alblasserdam";482;"Alblasserdam";20136;"19-01-2022";"01-02-2022";1160;5760.8;3;14.9;1;5
"Albrandswaard";613;"Albrandswaard";25814;"19-01-2022";"01-02-2022";1379;5342.1;4;15.5;0;0
"Alkmaar";361;"Alkmaar";109896;"19-01-2022";"01-02-2022";6200;5641.7;17;15.5;0;0
"Almelo";141;"Almelo";73132;"19-01-2022";"01-02-2022";4359;5960.5;4;5.5;1;1.4
"Almere";34;"Almere";214715;"19-01-2022";"01-02-2022";10438;4861.3;37;17.2;1;0.5
"Alphen aan den Rijn";484;"Alphen aan den Rijn";112587;"19-01-2022";"01-02-2022";5674;5039.7;6;5.3;1;0.9
"Alphen-Chaam";1723;"Alphen-Chaam";10373;"19-01-2022";"01-02-2022";420;4049;1;9.6;0;0
"Altena";1959;"Altena";56352;"19-01-2022";"01-02-2022";2341;4154.2;3;5.3;0;0
"Ameland";60;"Ameland";3746;"19-01-2022";"01-02-2022";21;560.6;0;0;0;0
"Amersfoort";307;"Amersfoort";157462;"19-01-2022";"01-02-2022";11763;7470.4;16;10.2;1;0.6
"Amstelveen";362;"Amstelveen";90829;"19-01-2022";"01-02-2022";5350;5890.2;6;6.6;1;1.1
"Amsterdam";363;"Amsterdam";873338;"19-01-2022";"01-02-2022";48453;5548;108;12.4;9;1
"Apeldoorn";200;"Apeldoorn";164781;"19-01-2022";"01-02-2022";7905;4797.3;15;9.1;1;0.6
"Arnhem";202;"Arnhem";162424;"19-01-2022";"01-02-2022";3837;2362.3;4;2.5;0;0
"Assen";106;"Assen";68836;"19-01-2022";"01-02-2022";2251;3270.1;2;2.9;1;1.5
"Asten";743;"Asten";16817;"19-01-2022";"01-02-2022";569;3383.5;1;5.9;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6899;"19-01-2022";"01-02-2022";339;4913.8;2;29;0;0
"Baarn";308;"Baarn";24792;"19-01-2022";"01-02-2022";1478;5961.6;5;20.2;0;0
"Barendrecht";489;"Barendrecht";48643;"19-01-2022";"01-02-2022";2392;4917.5;11;22.6;0;0
"Barneveld";203;"Barneveld";59992;"19-01-2022";"01-02-2022";1153;1921.9;3;5;0;0
"Beek";888;"Beek";15875;"19-01-2022";"01-02-2022";738;4648.8;0;0;0;0
"Beekdaelen";1954;"Beekdaelen";36065;"19-01-2022";"01-02-2022";1554;4308.9;4;11.1;0;0
"Beesel";889;"Beesel";13450;"19-01-2022";"01-02-2022";442;3286.2;0;0;0;0
"Berg en Dal";1945;"Berg en Dal";35010;"19-01-2022";"01-02-2022";1354;3867.5;5;14.3;1;2.9
"Bergeijk";1724;"Bergeijk";18754;"19-01-2022";"01-02-2022";1083;5774.8;2;10.7;0;0
"Bergen (L.)";893;"Bergen (L.)";13108;"19-01-2022";"01-02-2022";480;3661.9;1;7.6;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29715;"19-01-2022";"01-02-2022";1172;3944.1;4;13.5;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67514;"19-01-2022";"01-02-2022";3933;5825.5;8;11.8;0;0
"Berkelland";1859;"Berkelland";43846;"19-01-2022";"01-02-2022";1873;4271.8;3;6.8;0;0
