"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Bunschoten";313;"Bunschoten";21866;"24-02-2021";"09-03-2021";233;1065.6;4;18.3;0;0
"Buren";214;"Buren";26749;"24-02-2021";"09-03-2021";89;332.7;1;3.7;0;0
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67122;"24-02-2021";"09-03-2021";269;400.8;5;7.4;7;10.4
"Castricum";383;"Castricum";35986;"24-02-2021";"09-03-2021";140;389;1;2.8;0;0
"Coevorden";109;"Coevorden";35297;"24-02-2021";"09-03-2021";188;532.6;0;0;1;2.8
"Cranendonck";1706;"Cranendonck";21138;"24-02-2021";"09-03-2021";59;279.1;0;0;0;0
"Cuijk";1684;"Cuijk";25130;"24-02-2021";"09-03-2021";88;350.2;4;15.9;1;4
"Culemborg";216;"Culemborg";28955;"24-02-2021";"09-03-2021";100;345.4;0;0;0;0
"Dalfsen";148;"Dalfsen";28587;"24-02-2021";"09-03-2021";74;258.9;0;0;0;0
"Dantumadiel";1891;"Dantumadiel";18922;"24-02-2021";"09-03-2021";47;248.4;1;5.3;1;5.3
"De Bilt";310;"De Bilt";43137;"24-02-2021";"09-03-2021";179;415;3;7;3;7
"De Fryske Marren";1940;"De Fryske Marren";51564;"24-02-2021";"09-03-2021";185;358.8;1;1.9;0;0
"De Ronde Venen";736;"De Ronde Venen";44456;"24-02-2021";"09-03-2021";154;346.4;2;4.5;0;0
"De Wolden";1690;"De Wolden";24330;"24-02-2021";"09-03-2021";94;386.4;3;12.3;1;4.1
"Delft";503;"Delft";103595;"24-02-2021";"09-03-2021";265;255.8;0;0;1;1
"Den Helder";400;"Den Helder";56296;"24-02-2021";"09-03-2021";420;746.1;6;10.7;3;5.3
"Deurne";762;"Deurne";32471;"24-02-2021";"09-03-2021";150;462;2;6.2;1;3.1
"Deventer";150;"Deventer";100719;"24-02-2021";"09-03-2021";147;146;1;1;0;0
"Diemen";384;"Diemen";30780;"24-02-2021";"09-03-2021";129;419.1;2;6.5;0;0
"Dinkelland";1774;"Dinkelland";26461;"24-02-2021";"09-03-2021";43;162.5;0;0;0;0
"Doesburg";221;"Doesburg";11077;"24-02-2021";"09-03-2021";32;288.9;0;0;0;0
"Doetinchem";222;"Doetinchem";58001;"24-02-2021";"09-03-2021";199;343.1;0;0;0;0
"Dongen";766;"Dongen";26222;"24-02-2021";"09-03-2021";141;537.7;0;0;1;3.8
"Dordrecht";505;"Dordrecht";119284;"24-02-2021";"09-03-2021";632;529.8;0;0;5;4.2
"Drechterland";498;"Drechterland";19719;"24-02-2021";"09-03-2021";139;704.9;0;0;0;0
"Drimmelen";1719;"Drimmelen";27272;"24-02-2021";"09-03-2021";40;146.7;0;0;0;0
"Dronten";303;"Dronten";41555;"24-02-2021";"09-03-2021";122;293.6;1;2.4;0;0
"Druten";225;"Druten";18926;"24-02-2021";"09-03-2021";92;486.1;1;5.3;2;10.6
"Duiven";226;"Duiven";25126;"24-02-2021";"09-03-2021";40;159.2;0;0;2;8
"Echt-Susteren";1711;"Echt-Susteren";31610;"24-02-2021";"09-03-2021";49;155;1;3.2;0;0
"Edam-Volendam";385;"Edam-Volendam";36197;"24-02-2021";"09-03-2021";314;867.5;0;0;0;0
"Ede";228;"Ede";117165;"24-02-2021";"09-03-2021";261;222.8;1;0.9;2;1.7
"Eemnes";317;"Eemnes";9247;"24-02-2021";"09-03-2021";51;551.5;1;10.8;1;10.8
"Eemsdelta";1979;"Eemsdelta";45857;"24-02-2021";"09-03-2021";131;285.7;1;2.2;1;2.2
"Eersel";770;"Eersel";19313;"24-02-2021";"09-03-2021";80;414.2;0;0;1;5.2
"Eijsden-Margraten";1903;"Eijsden-Margraten";25768;"24-02-2021";"09-03-2021";43;166.9;0;0;0;0
"Eindhoven";772;"Eindhoven";234394;"24-02-2021";"09-03-2021";774;330.2;8;3.4;9;3.8
"Elburg";230;"Elburg";23161;"24-02-2021";"09-03-2021";53;228.8;0;0;0;0
"Emmen";114;"Emmen";107048;"24-02-2021";"09-03-2021";494;461.5;8;7.5;6;5.6
"Enkhuizen";388;"Enkhuizen";18591;"24-02-2021";"09-03-2021";139;747.7;1;5.4;0;0
"Enschede";153;"Enschede";159640;"24-02-2021";"09-03-2021";274;171.6;3;1.9;3;1.9
"Epe";232;"Epe";33178;"24-02-2021";"09-03-2021";129;388.8;1;3;3;9
"Ermelo";233;"Ermelo";27008;"24-02-2021";"09-03-2021";47;174;0;0;0;0
"Etten-Leur";777;"Etten-Leur";43878;"24-02-2021";"09-03-2021";93;212;0;0;1;2.3
"Geertruidenberg";779;"Geertruidenberg";21544;"24-02-2021";"09-03-2021";84;389.9;1;4.6;0;0
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";39726;"24-02-2021";"09-03-2021";170;427.9;0;0;1;2.5
"Gemert-Bakel";1652;"Gemert-Bakel";30723;"24-02-2021";"09-03-2021";68;221.3;0;0;0;0
"Gennep";907;"Gennep";16921;"24-02-2021";"09-03-2021";38;224.6;0;0;2;11.8
"Gilze en Rijen";784;"Gilze en Rijen";26431;"24-02-2021";"09-03-2021";63;238.4;0;0;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50049;"24-02-2021";"09-03-2021";169;337.7;2;4;1;2
"Goes";664;"Goes";38082;"24-02-2021";"09-03-2021";81;212.7;3;7.9;1;2.6
"Goirle";785;"Goirle";23904;"24-02-2021";"09-03-2021";80;334.7;0;0;0;0
"Gooise Meren";1942;"Gooise Meren";58055;"24-02-2021";"09-03-2021";332;571.9;1;1.7;1;1.7
"Gorinchem";512;"Gorinchem";37022;"24-02-2021";"09-03-2021";143;386.3;0;0;2;5.4
"Gouda";513;"Gouda";73427;"24-02-2021";"09-03-2021";184;250.6;3;4.1;1;1.4
"Grave";786;"Grave";12436;"24-02-2021";"09-03-2021";70;562.9;0;0;0;0
"'s-Gravenhage";518;"'s-Gravenhage";545838;"24-02-2021";"09-03-2021";1395;255.6;27;4.9;8;1.5
"Groningen";14;"Groningen";232874;"24-02-2021";"09-03-2021";701;301;3;1.3;2;0.9
"Gulpen-Wittem";1729;"Gulpen-Wittem";14171;"24-02-2021";"09-03-2021";21;148.2;0;0;0;0
"Haaksbergen";158;"Haaksbergen";24311;"24-02-2021";"09-03-2021";46;189.2;0;0;0;0
"Haarlem";392;"Haarlem";162902;"24-02-2021";"09-03-2021";534;327.8;3;1.8;1;0.6
"Haarlemmermeer";394;"Haarlemmermeer";156002;"24-02-2021";"09-03-2021";511;327.6;2;1.3;1;0.6
"Halderberge";1655;"Halderberge";30284;"24-02-2021";"09-03-2021";105;346.7;0;0;0;0
"Hardenberg";160;"Hardenberg";60948;"24-02-2021";"09-03-2021";239;392.1;2;3.3;0;0
"Harderwijk";243;"Harderwijk";48414;"24-02-2021";"09-03-2021";170;351.1;1;2.1;2;4.1
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18295;"24-02-2021";"09-03-2021";149;814.4;0;0;5;27.3
"Harlingen";72;"Harlingen";15722;"24-02-2021";"09-03-2021";63;400.7;1;6.4;0;0
"Hattem";244;"Hattem";12209;"24-02-2021";"09-03-2021";34;278.5;0;0;0;0
"Heemskerk";396;"Heemskerk";39182;"24-02-2021";"09-03-2021";288;735;4;10.2;1;2.6
"Heemstede";397;"Heemstede";27234;"24-02-2021";"09-03-2021";43;157.9;1;3.7;0;0
"Heerde";246;"Heerde";18589;"24-02-2021";"09-03-2021";30;161.4;0;0;0;0
"Heerenveen";74;"Heerenveen";50493;"24-02-2021";"09-03-2021";158;312.9;3;5.9;2;4
"Heerhugowaard";398;"Heerhugowaard";57587;"24-02-2021";"09-03-2021";325;564.4;2;3.5;3;5.2
"Heerlen";917;"Heerlen";87086;"24-02-2021";"09-03-2021";189;217;3;3.4;1;1.1
"Heeze-Leende";1658;"Heeze-Leende";16152;"24-02-2021";"09-03-2021";66;408.6;0;0;0;0
"Heiloo";399;"Heiloo";23968;"24-02-2021";"09-03-2021";99;413.1;0;0;0;0
"Hellendoorn";163;"Hellendoorn";35916;"24-02-2021";"09-03-2021";168;467.8;0;0;0;0
"Hellevoetsluis";530;"Hellevoetsluis";40142;"24-02-2021";"09-03-2021";72;179.4;1;2.5;1;2.5
"Helmond";794;"Helmond";92423;"24-02-2021";"09-03-2021";440;476.1;2;2.2;0;0
"Hendrik-Ido-Ambacht";531;"Hendrik-Ido-Ambacht";31202;"24-02-2021";"09-03-2021";106;339.7;0;0;1;3.2
"Hengelo (O.)";164;"Hengelo (O.)";81140;"24-02-2021";"09-03-2021";131;161.4;0;0;0;0
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155111;"24-02-2021";"09-03-2021";676;435.8;0;0;4;2.6
"Het Hogeland";1966;"Het Hogeland";47801;"24-02-2021";"09-03-2021";98;205;2;4.2;0;0
"Heumen";252;"Heumen";16454;"24-02-2021";"09-03-2021";35;212.7;0;0;1;6.1
"Heusden";797;"Heusden";44692;"24-02-2021";"09-03-2021";165;369.2;0;0;1;2.2
"Hillegom";534;"Hillegom";22209;"24-02-2021";"09-03-2021";59;265.7;0;0;0;0
"Hilvarenbeek";798;"Hilvarenbeek";15518;"24-02-2021";"09-03-2021";71;457.5;0;0;0;0
"Hilversum";402;"Hilversum";90831;"24-02-2021";"09-03-2021";202;222.4;3;3.3;3;3.3
"Hoeksche Waard";1963;"Hoeksche Waard";87401;"24-02-2021";"09-03-2021";319;365;3;3.4;2;2.3
"Hof van Twente";1735;"Hof van Twente";35017;"24-02-2021";"09-03-2021";87;248.5;0;0;0;0
"Hollands Kroon";1911;"Hollands Kroon";48432;"24-02-2021";"09-03-2021";297;613.2;1;2.1;0;0
"Hoogeveen";118;"Hoogeveen";55699;"24-02-2021";"09-03-2021";116;208.3;1;1.8;1;1.8
"Hoorn";405;"Hoorn";73261;"24-02-2021";"09-03-2021";764;1042.8;5;6.8;3;4.1
"Horst aan de Maas";1507;"Horst aan de Maas";42429;"24-02-2021";"09-03-2021";247;582.1;1;2.4;1;2.4
"Houten";321;"Houten";50146;"24-02-2021";"09-03-2021";117;233.3;1;2;0;0
"Huizen";406;"Huizen";41273;"24-02-2021";"09-03-2021";147;356.2;1;2.4;0;0
"Hulst";677;"Hulst";27556;"24-02-2021";"09-03-2021";46;166.9;0;0;0;0
"IJsselstein";353;"IJsselstein";34109;"24-02-2021";"09-03-2021";174;510.1;3;8.8;0;0
"Kaag en Braassem";1884;"Kaag en Braassem";27297;"24-02-2021";"09-03-2021";108;395.6;1;3.7;0;0
"Kampen";166;"Kampen";54319;"24-02-2021";"09-03-2021";118;217.2;0;0;0;0
"Kapelle";678;"Kapelle";12695;"24-02-2021";"09-03-2021";29;228.4;0;0;0;0
"Katwijk";537;"Katwijk";65753;"24-02-2021";"09-03-2021";256;389.3;1;1.5;4;6.1
"Kerkrade";928;"Kerkrade";45749;"24-02-2021";"09-03-2021";79;172.7;0;0;2;4.4
"Koggenland";1598;"Koggenland";22749;"24-02-2021";"09-03-2021";158;694.5;0;0;0;0
"Krimpen aan den IJssel";542;"Krimpen aan den IJssel";29526;"24-02-2021";"09-03-2021";116;392.9;2;6.8;1;3.4
"Krimpenerwaard";1931;"Krimpenerwaard";56319;"24-02-2021";"09-03-2021";337;598.4;2;3.6;0;0
"Laarbeek";1659;"Laarbeek";22523;"24-02-2021";"09-03-2021";65;288.6;0;0;0;0
"Landerd";1685;"Landerd";15730;"24-02-2021";"09-03-2021";79;502.2;0;0;0;0
"Landgraaf";882;"Landgraaf";37445;"24-02-2021";"09-03-2021";105;280.4;2;5.3;2;5.3
"Landsmeer";415;"Landsmeer";11491;"24-02-2021";"09-03-2021";54;469.9;0;0;0;0
"Langedijk";416;"Langedijk";28163;"24-02-2021";"09-03-2021";144;511.3;2;7.1;0;0
"Lansingerland";1621;"Lansingerland";62384;"24-02-2021";"09-03-2021";163;261.3;2;3.2;2;3.2
"Laren";417;"Laren";11280;"24-02-2021";"09-03-2021";45;398.9;1;8.9;1;8.9
"Leeuwarden";80;"Leeuwarden";124084;"24-02-2021";"09-03-2021";429;345.7;0;0;3;2.4
"Leiden";546;"Leiden";125099;"24-02-2021";"09-03-2021";324;259;2;1.6;1;0.8
"Leiderdorp";547;"Leiderdorp";27056;"24-02-2021";"09-03-2021";30;110.9;0;0;0;0
"Leidschendam-Voorburg";1916;"Leidschendam-Voorburg";76534;"24-02-2021";"09-03-2021";131;171.2;4;5.2;0;0
"Lelystad";995;"Lelystad";78598;"24-02-2021";"09-03-2021";181;230.3;3;3.8;0;0
"Leudal";1640;"Leudal";35879;"24-02-2021";"09-03-2021";132;367.9;3;8.4;2;5.6
"Leusden";327;"Leusden";30401;"24-02-2021";"09-03-2021";82;269.7;1;3.3;1;3.3
"Lingewaard";1705;"Lingewaard";46601;"24-02-2021";"09-03-2021";62;133;0;0;0;0
"Lisse";553;"Lisse";22955;"24-02-2021";"09-03-2021";77;335.4;0;0;0;0
"Lochem";262;"Lochem";33729;"24-02-2021";"09-03-2021";46;136.4;0;0;0;0
"Loon op Zand";809;"Loon op Zand";23408;"24-02-2021";"09-03-2021";83;354.6;0;0;0;0
"Lopik";331;"Lopik";14467;"24-02-2021";"09-03-2021";109;753.4;0;0;1;6.9
"Losser";168;"Losser";22683;"24-02-2021";"09-03-2021";24;105.8;1;4.4;0;0
"Maasdriel";263;"Maasdriel";25030;"24-02-2021";"09-03-2021";205;819;1;4;2;8
"Maasgouw";1641;"Maasgouw";23965;"24-02-2021";"09-03-2021";104;434;1;4.2;5;20.9
"Maassluis";556;"Maassluis";33213;"24-02-2021";"09-03-2021";85;255.9;1;3;2;6
"Maastricht";935;"Maastricht";121575;"24-02-2021";"09-03-2021";275;226.2;2;1.6;4;3.3
"Medemblik";420;"Medemblik";45101;"24-02-2021";"09-03-2021";369;818.2;3;6.7;0;0
"Meerssen";938;"Meerssen";18828;"24-02-2021";"09-03-2021";41;217.8;0;0;0;0
"Meierijstad";1948;"Meierijstad";81194;"24-02-2021";"09-03-2021";455;560.4;1;1.2;1;1.2
"Meppel";119;"Meppel";33920;"24-02-2021";"09-03-2021";50;147.4;1;2.9;0;0
"Middelburg";687;"Middelburg";48822;"24-02-2021";"09-03-2021";209;428.1;0;0;1;2
"Midden-Delfland";1842;"Midden-Delfland";19341;"24-02-2021";"09-03-2021";49;253.3;0;0;0;0
"Midden-Drenthe";1731;"Midden-Drenthe";33185;"24-02-2021";"09-03-2021";109;328.5;3;9;4;12.1
"Midden-Groningen";1952;"Midden-Groningen";60797;"24-02-2021";"09-03-2021";212;348.7;3;4.9;2;3.3
"Mill en Sint Hubert";815;"Mill en Sint Hubert";10939;"24-02-2021";"09-03-2021";41;374.8;0;0;0;0
"Moerdijk";1709;"Moerdijk";37129;"24-02-2021";"09-03-2021";100;269.3;1;2.7;1;2.7
"Molenlanden";1978;"Molenlanden";43909;"24-02-2021";"09-03-2021";242;551.1;1;2.3;0;0
"Montferland";1955;"Montferland";36011;"24-02-2021";"09-03-2021";139;386;0;0;2;5.6
"Montfoort";335;"Montfoort";13917;"24-02-2021";"09-03-2021";102;732.9;2;14.4;1;7.2
"Mook en Middelaar";944;"Mook en Middelaar";7847;"24-02-2021";"09-03-2021";2;25.5;0;0;0;0
"Neder-Betuwe";1740;"Neder-Betuwe";24339;"24-02-2021";"09-03-2021";115;472.5;1;4.1;0;0
"Nederweert";946;"Nederweert";17019;"24-02-2021";"09-03-2021";107;628.7;2;11.8;0;0
"Nieuwegein";356;"Nieuwegein";63462;"24-02-2021";"09-03-2021";203;319.9;3;4.7;0;0
"Nieuwkoop";569;"Nieuwkoop";28811;"24-02-2021";"09-03-2021";181;628.2;0;0;0;0
"Nijkerk";267;"Nijkerk";43171;"24-02-2021";"09-03-2021";81;187.6;0;0;0;0
"Nijmegen";268;"Nijmegen";177659;"24-02-2021";"09-03-2021";385;216.7;3;1.7;0;0
"Nissewaard";1930;"Nissewaard";85219;"24-02-2021";"09-03-2021";256;300.4;3;3.5;0;0
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45228;"24-02-2021";"09-03-2021";133;294.1;2;4.4;5;11.1
"Noord-Beveland";1695;"Noord-Beveland";7392;"24-02-2021";"09-03-2021";39;527.6;0;0;1;13.5
"Noordenveld";1699;"Noordenveld";31253;"24-02-2021";"09-03-2021";114;364.8;2;6.4;2;6.4
"Noordoostpolder";171;"Noordoostpolder";47291;"24-02-2021";"09-03-2021";88;186.1;1;2.1;0;0
"Noordwijk";575;"Noordwijk";43508;"24-02-2021";"09-03-2021";129;296.5;2;4.6;0;0
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23383;"24-02-2021";"09-03-2021";55;235.2;0;0;1;4.3
"Nunspeet";302;"Nunspeet";27851;"24-02-2021";"09-03-2021";85;305.2;0;0;0;0
"Oegstgeest";579;"Oegstgeest";24840;"24-02-2021";"09-03-2021";63;253.6;0;0;0;0
"Oirschot";823;"Oirschot";18714;"24-02-2021";"09-03-2021";135;721.4;0;0;0;0
"Oisterwijk";824;"Oisterwijk";32130;"24-02-2021";"09-03-2021";118;367.3;1;3.1;0;0
"Oldambt";1895;"Oldambt";38209;"24-02-2021";"09-03-2021";191;499.9;6;15.7;2;5.2
"Oldebroek";269;"Oldebroek";23646;"24-02-2021";"09-03-2021";69;291.8;1;4.2;0;0
"Oldenzaal";173;"Oldenzaal";31836;"24-02-2021";"09-03-2021";82;257.6;0;0;0;0
"Olst-Wijhe";1773;"Olst-Wijhe";18252;"24-02-2021";"09-03-2021";76;416.4;1;5.5;0;0
"Ommen";175;"Ommen";18009;"24-02-2021";"09-03-2021";82;455.3;0;0;0;0
"Oost Gelre";1586;"Oost Gelre";29627;"24-02-2021";"09-03-2021";77;259.9;1;3.4;1;3.4
"Oosterhout";826;"Oosterhout";55982;"24-02-2021";"09-03-2021";155;276.9;0;0;0;0
"Ooststellingwerf";85;"Ooststellingwerf";25469;"24-02-2021";"09-03-2021";57;223.8;0;0;0;0
"Oostzaan";431;"Oostzaan";9735;"24-02-2021";"09-03-2021";23;236.3;0;0;0;0
"Opmeer";432;"Opmeer";11836;"24-02-2021";"09-03-2021";84;709.7;0;0;0;0
"Opsterland";86;"Opsterland";29733;"24-02-2021";"09-03-2021";66;222;1;3.4;0;0
"Oss";828;"Oss";91915;"24-02-2021";"09-03-2021";476;517.9;3;3.3;1;1.1
"Oude IJsselstreek";1509;"Oude IJsselstreek";39388;"24-02-2021";"09-03-2021";134;340.2;0;0;0;0
"Ouder-Amstel";437;"Ouder-Amstel";14026;"24-02-2021";"09-03-2021";39;278.1;0;0;0;0
"Oudewater";589;"Oudewater";10230;"24-02-2021";"09-03-2021";49;479;0;0;0;0
"Overbetuwe";1734;"Overbetuwe";47906;"24-02-2021";"09-03-2021";89;185.8;0;0;0;0
"Papendrecht";590;"Papendrecht";32136;"24-02-2021";"09-03-2021";118;367.2;0;0;2;6.2
"Peel en Maas";1894;"Peel en Maas";43425;"24-02-2021";"09-03-2021";246;566.5;2;4.6;0;0
"Pekela";765;"Pekela";12196;"24-02-2021";"09-03-2021";53;434.6;1;8.2;1;8.2
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55308;"24-02-2021";"09-03-2021";121;218.8;1;1.8;1;1.8
"Purmerend";439;"Purmerend";81249;"24-02-2021";"09-03-2021";487;599.4;4;4.9;6;7.4
"Putten";273;"Putten";24112;"24-02-2021";"09-03-2021";55;228.1;0;0;0;0
"Raalte";177;"Raalte";37712;"24-02-2021";"09-03-2021";112;297;2;5.3;0;0
"Reimerswaal";703;"Reimerswaal";22730;"24-02-2021";"09-03-2021";78;343.2;1;4.4;0;0
"Renkum";274;"Renkum";31419;"24-02-2021";"09-03-2021";60;191;0;0;0;0
"Renswoude";339;"Renswoude";5444;"24-02-2021";"09-03-2021";16;293.9;0;0;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13112;"24-02-2021";"09-03-2021";48;366.1;0;0;0;0
"Rheden";275;"Rheden";43761;"24-02-2021";"09-03-2021";164;374.8;0;0;5;11.4
"Rhenen";340;"Rhenen";20119;"24-02-2021";"09-03-2021";62;308.2;0;0;0;0
"Ridderkerk";597;"Ridderkerk";46189;"24-02-2021";"09-03-2021";255;552.1;0;0;2;4.3
"Rijssen-Holten";1742;"Rijssen-Holten";38177;"24-02-2021";"09-03-2021";81;212.2;1;2.6;0;0
"Rijswijk";603;"Rijswijk";54450;"24-02-2021";"09-03-2021";140;257.1;5;9.2;0;0
"Roerdalen";1669;"Roerdalen";20574;"24-02-2021";"09-03-2021";69;335.4;1;4.9;2;9.7
"Roermond";957;"Roermond";58260;"24-02-2021";"09-03-2021";181;310.7;2;3.4;1;1.7
"Roosendaal";1674;"Roosendaal";77251;"24-02-2021";"09-03-2021";238;308.1;4;5.2;2;2.6
"Rotterdam";599;"Rotterdam";651157;"24-02-2021";"09-03-2021";2169;333.1;34;5.2;17;2.6
"Rozendaal";277;"Rozendaal";1704;"24-02-2021";"09-03-2021";1;58.7;0;0;0;0
"Rucphen";840;"Rucphen";22878;"24-02-2021";"09-03-2021";61;266.6;0;0;1;4.4
"Schagen";441;"Schagen";46483;"24-02-2021";"09-03-2021";258;555;1;2.2;1;2.2
"Scherpenzeel";279;"Scherpenzeel";9880;"24-02-2021";"09-03-2021";23;232.8;0;0;0;0
"Schiedam";606;"Schiedam";78730;"24-02-2021";"09-03-2021";260;330.2;10;12.7;1;1.3
"Schiermonnikoog";88;"Schiermonnikoog";947;"24-02-2021";"09-03-2021";9;950.4;0;0;2;211.2
"Schouwen-Duiveland";1676;"Schouwen-Duiveland";33839;"24-02-2021";"09-03-2021";80;236.4;0;0;0;0
"Simpelveld";965;"Simpelveld";10555;"24-02-2021";"09-03-2021";23;217.9;0;0;0;0
