"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Wijk bij Duurstede";23921;"12-10-2022";"25-10-2022";44;183,9;1;4,2;0;0
"Winterswijk";29185;"12-10-2022";"25-10-2022";50;171,3;2;6,9;0;0
"Woensdrecht";22112;"12-10-2022";"25-10-2022";57;257,8;5;22,6;0;0
"Woerden";52882;"12-10-2022";"25-10-2022";102;192,9;2;3,8;0;0
"Wormerland";16381;"12-10-2022";"25-10-2022";32;195,3;1;6,1;0;0
"Woudenberg";13873;"12-10-2022";"25-10-2022";19;137;1;7,2;0;0
"Zaanstad";157166;"12-10-2022";"25-10-2022";288;183,2;8;5,1;0;0
"Zaltbommel";29957;"12-10-2022";"25-10-2022";43;143,5;1;3,3;0;0
"Zandvoort";17107;"12-10-2022";"25-10-2022";35;204,6;1;5,8;0;0
"Zeewolde";23348;"12-10-2022";"25-10-2022";38;162,8;0;0;0;0
"Zeist";65987;"12-10-2022";"25-10-2022";170;257,6;6;9,1;0;0
"Zevenaar";44645;"12-10-2022";"25-10-2022";84;188,2;0;0;1;2,2
"Zoetermeer";125767;"12-10-2022";"25-10-2022";309;245,7;12;9,5;0;0
"Zoeterwoude";9302;"12-10-2022";"25-10-2022";33;354,8;1;10,8;0;0
"Zuidplas";45794;"12-10-2022";"25-10-2022";86;187,8;8;17,5;1;2,2
"Zundert";22260;"12-10-2022";"25-10-2022";29;130,3;0;0;0;0
"Zutphen";48330;"12-10-2022";"25-10-2022";139;287,6;8;16,6;0;0
"Zwartewaterland";23012;"12-10-2022";"25-10-2022";35;152,1;0;0;0;0
"Zwijndrecht";44789;"12-10-2022";"25-10-2022";73;163;1;2,2;0;0
"Zwolle";130668;"12-10-2022";"25-10-2022";290;221,9;7;5,4;2;1,5
