"Gemeente";"Inwoners";"Van";"Tot";"Zkh opname";"Zkh opname per 100.000";"Aantal x100 miljard"
"Echt-Susteren";31731;"2023-05-01";"2023-05-07";0;0;165,84
"Edam-Volendam";36471;"2023-05-01";"2023-05-07";0;0;421,26
"Ede";119986;"2023-05-01";"2023-05-07";0;0;344,98
"Eemnes";9450;"2023-05-01";"2023-05-07";0;0;317,06
"Eemsdelta";45389;"2023-05-01";"2023-05-07";0;0;730,67
"Eersel";19823;"2023-05-01";"2023-05-07";0;0;134,62
"Eijsden-Margraten";25857;"2023-05-01";"2023-05-07";0;0;291,24
"Eindhoven";238326;"2023-05-01";"2023-05-07";0;0;
"Elburg";23740;"2023-05-01";"2023-05-07";0;0;350,27
"Emmen";107856;"2023-05-01";"2023-05-07";1;0,9;347,3
"Enkhuizen";18620;"2023-05-01";"2023-05-07";0;0;741,99
"Enschede";160640;"2023-05-01";"2023-05-07";0;0;757,83
"Epe";33257;"2023-05-01";"2023-05-07";0;0;373,35
"Ermelo";27258;"2023-05-01";"2023-05-07";0;0;569,94
"Etten-Leur";44152;"2023-05-01";"2023-05-07";0;0;
"Geertruidenberg";21944;"2023-05-01";"2023-05-07";1;4,6;
"Geldrop-Mierlo";40131;"2023-05-01";"2023-05-07";1;2,5;58,81
"Gemert-Bakel";31040;"2023-05-01";"2023-05-07";0;0;58,85
"Gennep";17237;"2023-05-01";"2023-05-07";0;0;297,3
"Gilze en Rijen";26557;"2023-05-01";"2023-05-07";1;3,8;
"Goeree-Overflakkee";51051;"2023-05-01";"2023-05-07";1;2;613,35
"Goes";38950;"2023-05-01";"2023-05-07";1;2,6;1090,28
"Goirle";23979;"2023-05-01";"2023-05-07";0;0;134,62
"Gooise Meren";58846;"2023-05-01";"2023-05-07";0;0;219,68
"Gorinchem";37632;"2023-05-01";"2023-05-07";0;0;92,43
"Gouda";74095;"2023-05-01";"2023-05-07";2;2,7;
"Groningen";234950;"2023-05-01";"2023-05-07";3;1,3;813,89
"Gulpen-Wittem";14178;"2023-05-01";"2023-05-07";0;0;179,2
"Haaksbergen";24268;"2023-05-01";"2023-05-07";0;0;457,36
"Haarlem";162898;"2023-05-01";"2023-05-07";0;0;
"Haarlemmermeer";159336;"2023-05-01";"2023-05-07";0;0;
"Halderberge";30770;"2023-05-01";"2023-05-07";0;0;
"Hardenberg";61798;"2023-05-01";"2023-05-07";2;3,2;171,88
"Harderwijk";48857;"2023-05-01";"2023-05-07";1;2;569,79
"Hardinxveld-Giessendam";18511;"2023-05-01";"2023-05-07";0;0;
"Harlingen";15904;"2023-05-01";"2023-05-07";0;0;363,67
"Hattem";12307;"2023-05-01";"2023-05-07";0;0;615,42
"Heemskerk";39189;"2023-05-01";"2023-05-07";0;0;373,33
"Heemstede";27557;"2023-05-01";"2023-05-07";0;0;
"Heerde";18976;"2023-05-01";"2023-05-07";0;0;481,77
"Heerenveen";51119;"2023-05-01";"2023-05-07";0;0;423,5
"Heerlen";86845;"2023-05-01";"2023-05-07";0;0;542,72
"Heeze-Leende";16470;"2023-05-01";"2023-05-07";0;0;
"Heiloo";24417;"2023-05-01";"2023-05-07";0;0;
"Hellendoorn";35940;"2023-05-01";"2023-05-07";0;0;441,11
"Helmond";93476;"2023-05-01";"2023-05-07";1;1,1;58,81
"Hendrik-Ido-Ambacht";31663;"2023-05-01";"2023-05-07";0;0;
"Hengelo";81476;"2023-05-01";"2023-05-07";0;0;283,66
"Het Hogeland";48022;"2023-05-01";"2023-05-07";0;0;534,12
"Heumen";17175;"2023-05-01";"2023-05-07";2;11,6;198,56
"Heusden";45557;"2023-05-01";"2023-05-07";0;0;
"Hillegom";22312;"2023-05-01";"2023-05-07";0;0;
"Hilvarenbeek";15810;"2023-05-01";"2023-05-07";0;0;135,1
"Hilversum";91733;"2023-05-01";"2023-05-07";0;0;342,46
"Hoeksche Waard";88715;"2023-05-01";"2023-05-07";1;1,1;
"Hof van Twente";35056;"2023-05-01";"2023-05-07";1;2,9;428,06
"Hollands Kroon";48778;"2023-05-01";"2023-05-07";3;6,2;392,67
"Hoogeveen";55857;"2023-05-01";"2023-05-07";0;0;1443,17
"Hoorn";74298;"2023-05-01";"2023-05-07";0;0;741,99
"Horst aan de Maas";43039;"2023-05-01";"2023-05-07";0;0;110,49
"Houten";50323;"2023-05-01";"2023-05-07";0;0;449,56
"Huizen";40938;"2023-05-01";"2023-05-07";0;0;
"Hulst";27533;"2023-05-01";"2023-05-07";0;0;227,16
"IJsselstein";33429;"2023-05-01";"2023-05-07";2;6;415,51
"Kaag en Braassem";27895;"2023-05-01";"2023-05-07";0;0;
"Kampen";54791;"2023-05-01";"2023-05-07";0;0;750,68
"Kapelle";13020;"2023-05-01";"2023-05-07";0;0;1090,28
"Katwijk";66032;"2023-05-01";"2023-05-07";0;0;
"Kerkrade";45324;"2023-05-01";"2023-05-07";3;6,6;155,01
"Koggenland";23048;"2023-05-01";"2023-05-07";0;0;435,66
"Krimpen aan den IJssel";29415;"2023-05-01";"2023-05-07";0;0;
"Krimpenerwaard";57062;"2023-05-01";"2023-05-07";1;1,8;417,4
"Laarbeek";22943;"2023-05-01";"2023-05-07";1;4,4;58,81
"Land van Cuijk";90707;"2023-05-01";"2023-05-07";2;2,2;124,15
"Landgraaf";37023;"2023-05-01";"2023-05-07";1;2,7;292,8
"Landsmeer";11560;"2023-05-01";"2023-05-07";0;0;591,46
"Lansingerland";64110;"2023-05-01";"2023-05-07";1;1,6;
"Laren";11528;"2023-05-01";"2023-05-07";0;0;317,06
"Leeuwarden";125504;"2023-05-01";"2023-05-07";0;0;273,51
"Leiden";125074;"2023-05-01";"2023-05-07";2;1,6;
"Leiderdorp";27464;"2023-05-01";"2023-05-07";0;0;
"Leidschendam-Voorburg";76659;"2023-05-01";"2023-05-07";0;0;
"Lelystad";81214;"2023-05-01";"2023-05-07";3;3,7;924,35
"Leudal";35928;"2023-05-01";"2023-05-07";0;0;177,55
"Leusden";30713;"2023-05-01";"2023-05-07";0;0;745,67
"Lingewaard";46963;"2023-05-01";"2023-05-07";0;0;242,86
"Lisse";23015;"2023-05-01";"2023-05-07";0;0;
"Lochem";34069;"2023-05-01";"2023-05-07";1;2,9;436,7
"Loon op Zand";23768;"2023-05-01";"2023-05-07";0;0;
"Lopik";14512;"2023-05-01";"2023-05-07";0;0;415,51
"Losser";23084;"2023-05-01";"2023-05-07";1;4,3;409,48
"Maasdriel";25504;"2023-05-01";"2023-05-07";0;0;322,42
"Maasgouw";24028;"2023-05-01";"2023-05-07";0;0;170,4
"Maashorst";58362;"2023-05-01";"2023-05-07";0;0;49,07
"Maassluis";34148;"2023-05-01";"2023-05-07";1;2,9;256,19
"Maastricht";121151;"2023-05-01";"2023-05-07";0;0;572,71
"Medemblik";45464;"2023-05-01";"2023-05-07";1;2,2;741,45
"Meerssen";18581;"2023-05-01";"2023-05-07";0;0;
"Meierijstad";82613;"2023-05-01";"2023-05-07";1;1,2;79,13
"Meppel";34761;"2023-05-01";"2023-05-07";0;0;1363,33
"Middelburg";49199;"2023-05-01";"2023-05-07";3;6,1;
"Midden-Delfland";19484;"2023-05-01";"2023-05-07";0;0;256,19
"Midden-Drenthe";33689;"2023-05-01";"2023-05-07";0;0;616
"Midden-Groningen";60898;"2023-05-01";"2023-05-07";2;3,3;457,3
"Moerdijk";37313;"2023-05-01";"2023-05-07";1;2,7;53,75
"Molenlanden";44644;"2023-05-01";"2023-05-07";0;0;286,62
"Montferland";36359;"2023-05-01";"2023-05-07";0;0;385,95
"Montfoort";13818;"2023-05-01";"2023-05-07";0;0;
"Mook en Middelaar";7989;"2023-05-01";"2023-05-07";1;12,5;297,3
"Neder-Betuwe";25032;"2023-05-01";"2023-05-07";0;0;474,64
"Nederweert";17323;"2023-05-01";"2023-05-07";0;0;156,23
"Nieuwegein";64554;"2023-05-01";"2023-05-07";1;1,5;415,53
"Nieuwkoop";29304;"2023-05-01";"2023-05-07";0;0;
"Nijkerk";44311;"2023-05-01";"2023-05-07";0;0;370,22
"Nijmegen";179100;"2023-05-01";"2023-05-07";1;0,6;212,99
"Nissewaard";86332;"2023-05-01";"2023-05-07";2;2,3;358,08
"Noardeast-Fryslân";45593;"2023-05-01";"2023-05-07";0;0;633,44
"Noord-Beveland";7668;"2023-05-01";"2023-05-07";0;0;547,54
"Noordenveld";31238;"2023-05-01";"2023-05-07";0;0;396,19
"Noordoostpolder";48048;"2023-05-01";"2023-05-07";0;0;359,42
"Noordwijk";44365;"2023-05-01";"2023-05-07";1;2,3;
"Nuenen, Gerwen en Nederwetten";23826;"2023-05-01";"2023-05-07";0;0;
"Nunspeet";28223;"2023-05-01";"2023-05-07";1;3,5;349,86
"Oegstgeest";25499;"2023-05-01";"2023-05-07";0;0;
"Oirschot";19061;"2023-05-01";"2023-05-07";0;0;219,79
"Oisterwijk";32503;"2023-05-01";"2023-05-07";0;0;153,56
"Oldambt";38521;"2023-05-01";"2023-05-07";0;0;783,41
"Oldebroek";23930;"2023-05-01";"2023-05-07";0;0;615,05
"Oldenzaal";31741;"2023-05-01";"2023-05-07";0;0;81,72
"Olst-Wijhe";18496;"2023-05-01";"2023-05-07";0;0;340,85
"Ommen";18457;"2023-05-01";"2023-05-07";0;0;1125,81
"Oost Gelre";29603;"2023-05-01";"2023-05-07";1;3,4;381,26
"Oosterhout";56535;"2023-05-01";"2023-05-07";0;0;
"Ooststellingwerf";25680;"2023-05-01";"2023-05-07";0;0;1430,08
"Oostzaan";9639;"2023-05-01";"2023-05-07";0;0;590,39
"Opmeer";12074;"2023-05-01";"2023-05-07";0;0;437,18
"Opsterland";29791;"2023-05-01";"2023-05-07";0;0;248,54
"Oss";93307;"2023-05-01";"2023-05-07";0;0;59,22
"Oude IJsselstreek";39387;"2023-05-01";"2023-05-07";0;0;377,61
"Ouder-Amstel";14212;"2023-05-01";"2023-05-07";0;0;917,3
"Oudewater";10159;"2023-05-01";"2023-05-07";1;9,8;
"Overbetuwe";48266;"2023-05-01";"2023-05-07";0;0;314,35
"Papendrecht";32208;"2023-05-01";"2023-05-07";0;0;
"Peel en Maas";44278;"2023-05-01";"2023-05-07";0;0;121,13
"Pekela";12196;"2023-05-01";"2023-05-07";0;0;368,76
"Pijnacker-Nootdorp";56572;"2023-05-01";"2023-05-07";0;0;
"Purmerend";92240;"2023-05-01";"2023-05-07";0;0;579,38
"Putten";24598;"2023-05-01";"2023-05-07";0;0;569,94
"Raalte";38140;"2023-05-01";"2023-05-07";0;0;236,68
"Reimerswaal";22920;"2023-05-01";"2023-05-07";0;0;784,19
"Renkum";31358;"2023-05-01";"2023-05-07";0;0;607,26
"Renswoude";5651;"2023-05-01";"2023-05-07";0;0;888,33
"Reusel-De Mierden";13271;"2023-05-01";"2023-05-07";0;0;
"Rheden";43435;"2023-05-01";"2023-05-07";0;0;518,22
"Rhenen";20265;"2023-05-01";"2023-05-07";0;0;387,69
"Ridderkerk";47099;"2023-05-01";"2023-05-07";0;0;515,75
"Rijssen-Holten";38231;"2023-05-01";"2023-05-07";0;0;419,73
"Rijswijk";56941;"2023-05-01";"2023-05-07";1;1,8;
"Roerdalen";20558;"2023-05-01";"2023-05-07";0;0;183,88
"Roermond";59184;"2023-05-01";"2023-05-07";0;0;183,88
"Roosendaal";77244;"2023-05-01";"2023-05-07";0;0;
"Rotterdam";655468;"2023-05-01";"2023-05-07";9;1,4;333,21
"Rozendaal";1756;"2023-05-01";"2023-05-07";0;0;327,82
"Rucphen";23326;"2023-05-01";"2023-05-07";0;0;
"Schagen";46833;"2023-05-01";"2023-05-07";1;2,1;737,91
"Scherpenzeel";10317;"2023-05-01";"2023-05-07";0;0;888,33
"Schiedam";79644;"2023-05-01";"2023-05-07";1;1,3;256,19
"Schiermonnikoog";944;"2023-05-01";"2023-05-07";0;0;
"Schouwen-Duiveland";34152;"2023-05-01";"2023-05-07";0;0;698,75
"Simpelveld";10425;"2023-05-01";"2023-05-07";0;0;75,61
"Sint-Michielsgestel";29731;"2023-05-01";"2023-05-07";0;0;374,32
"Sittard-Geleen";91719;"2023-05-01";"2023-05-07";0;0;278,23
"Sliedrecht";25897;"2023-05-01";"2023-05-07";0;0;
"Sluis";23141;"2023-05-01";"2023-05-07";0;0;601,06
"Smallingerland";55895;"2023-05-01";"2023-05-07";0;0;278,53
"Soest";47113;"2023-05-01";"2023-05-07";1;2,1;430,27
"Someren";19701;"2023-05-01";"2023-05-07";1;5,1;46,9
"Son en Breugel";17775;"2023-05-01";"2023-05-07";0;0;254,83
"Stadskanaal";31851;"2023-05-01";"2023-05-07";0;0;708,54
"Staphorst";17282;"2023-05-01";"2023-05-07";1;5,8;1372
"Stede Broec";21947;"2023-05-01";"2023-05-07";1;4,6;741,99
"Steenbergen";24333;"2023-05-01";"2023-05-07";0;0;53,75
"Steenwijkerland";44741;"2023-05-01";"2023-05-07";2;4,5;1234,04
"Stein";24803;"2023-05-01";"2023-05-07";0;0;27,26
"Stichtse Vecht";65240;"2023-05-01";"2023-05-07";0;0;420,94
"Súdwest-Fryslân";90300;"2023-05-01";"2023-05-07";1;1,1;417,09
"Terneuzen";54501;"2023-05-01";"2023-05-07";0;0;394,43
"Terschelling";4960;"2023-05-01";"2023-05-07";0;0;
"Texel";13687;"2023-05-01";"2023-05-07";0;0;1769,61
"Teylingen";37942;"2023-05-01";"2023-05-07";0;0;
"Tholen";26401;"2023-05-01";"2023-05-07";0;0;131,79
"Tiel";42277;"2023-05-01";"2023-05-07";2;4,7;474,64
"Tilburg";224459;"2023-05-01";"2023-05-07";0;0;
"Tubbergen";21364;"2023-05-01";"2023-05-07";0;0;357,26
"Twenterand";33718;"2023-05-01";"2023-05-07";0;0;256,35
"Tynaarlo";34221;"2023-05-01";"2023-05-07";1;2,9;381,91
"Tytsjerksteradiel";32282;"2023-05-01";"2023-05-07";0;0;638,98
"Uitgeest";13563;"2023-05-01";"2023-05-07";0;0;373,33
"Uithoorn";31018;"2023-05-01";"2023-05-07";0;0;
"Urk";21468;"2023-05-01";"2023-05-07";0;0;359,42
"Utrecht";361699;"2023-05-01";"2023-05-07";1;0,3;129,35
"Utrechtse Heuvelrug";49981;"2023-05-01";"2023-05-07";0;0;429,67
"Vaals";10135;"2023-05-01";"2023-05-07";0;0;177,77
"Valkenburg aan de Geul";16167;"2023-05-01";"2023-05-07";0;0;309,16
"Valkenswaard";31236;"2023-05-01";"2023-05-07";0;0;
"Veendam";27466;"2023-05-01";"2023-05-07";0;0;1094,98
"Veenendaal";67671;"2023-05-01";"2023-05-07";1;1,5;888,33
"Veere";21850;"2023-05-01";"2023-05-07";0;0;
"Veldhoven";45822;"2023-05-01";"2023-05-07";0;0;
"Velsen";68482;"2023-05-01";"2023-05-07";1;1,5;
"Venlo";102136;"2023-05-01";"2023-05-07";0;0;112,26
"Venray";43964;"2023-05-01";"2023-05-07";0;0;100,21
"Vijfheerenlanden";58788;"2023-05-01";"2023-05-07";0;0;114,21
"Vlaardingen";74143;"2023-05-01";"2023-05-07";5;6,7;256,19
"Vlieland";1195;"2023-05-01";"2023-05-07";0;0;
"Vlissingen";44585;"2023-05-01";"2023-05-07";1;2,2;
"Voerendaal";12426;"2023-05-01";"2023-05-07";0;0;548,93
"Voorne aan Zee";73238;"2023-05-01";"2023-05-07";1;1,4;358,08
"Voorschoten";25627;"2023-05-01";"2023-05-07";1;3,9;
"Voorst";24994;"2023-05-01";"2023-05-07";1;4;411,72
"Vught";31783;"2023-05-01";"2023-05-07";0;0;
"Waadhoeke";46309;"2023-05-01";"2023-05-07";0;0;406,47
"Waalre";17626;"2023-05-01";"2023-05-07";1;5,7;
"Waalwijk";49342;"2023-05-01";"2023-05-07";0;0;16,76
"Waddinxveen";31342;"2023-05-01";"2023-05-07";0;0;
"Wageningen";39939;"2023-05-01";"2023-05-07";0;0;603,47
"Wassenaar";27115;"2023-05-01";"2023-05-07";1;3,7;
"Waterland";17343;"2023-05-01";"2023-05-07";0;0;581,13
"Weert";50346;"2023-05-01";"2023-05-07";0;0;154,14
"West Betuwe";51971;"2023-05-01";"2023-05-07";1;1,9;229,49
"West Maas en Waal";19675;"2023-05-01";"2023-05-07";0;0;76,05
"Westerkwartier";64306;"2023-05-01";"2023-05-07";1;1,6;653,59
"Westerveld";19854;"2023-05-01";"2023-05-07";0;0;467,5
"Westervoort";14944;"2023-05-01";"2023-05-07";0;0;327,82
"Westerwolde";26571;"2023-05-01";"2023-05-07";0;0;650,52
"Westland";112448;"2023-05-01";"2023-05-07";1;0,9;256,19
"Weststellingwerf";26278;"2023-05-01";"2023-05-07";0;0;439,26
"Wierden";24643;"2023-05-01";"2023-05-07";0;0;370,11
"Wijchen";41344;"2023-05-01";"2023-05-07";0;0;198,56
"Wijdemeren";24494;"2023-05-01";"2023-05-07";0;0;219,68
"Wijk bij Duurstede";23921;"2023-05-01";"2023-05-07";0;0;437,6
"Winterswijk";29185;"2023-05-01";"2023-05-07";2;6,9;640,15
"Woensdrecht";22112;"2023-05-01";"2023-05-07";1;4,5;
"Woerden";52882;"2023-05-01";"2023-05-07";0;0;129,17
"Wormerland";16381;"2023-05-01";"2023-05-07";0;0;399,36
"Woudenberg";13873;"2023-05-01";"2023-05-07";0;0;888,33
"Zaanstad";157166;"2023-05-01";"2023-05-07";0;0;494,36
"Zaltbommel";29957;"2023-05-01";"2023-05-07";0;0;336,38
"Zandvoort";17107;"2023-05-01";"2023-05-07";0;0;
"Zeewolde";23348;"2023-05-01";"2023-05-07";0;0;503,42
"Zeist";65987;"2023-05-01";"2023-05-07";2;3;580,27
"Zevenaar";44645;"2023-05-01";"2023-05-07";0;0;337,71
"Zoetermeer";125767;"2023-05-01";"2023-05-07";0;0;
"Zoeterwoude";9302;"2023-05-01";"2023-05-07";0;0;
"Zuidplas";45794;"2023-05-01";"2023-05-07";0;0;185,03
"Zundert";22260;"2023-05-01";"2023-05-07";0;0;
"Zutphen";48330;"2023-05-01";"2023-05-07";1;2,1;455,68
"Zwartewaterland";23012;"2023-05-01";"2023-05-07";1;4,3;584,6
"Zwijndrecht";44789;"2023-05-01";"2023-05-07";0;0;515,75
"Zwolle";130668;"2023-05-01";"2023-05-07";2;1,5;1307,12
