"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"De Ronde Venen";736;"De Ronde Venen";44720;"17-11-2021";"30-11-2021";857;1916.4;6;13.4;3;6.7
"De Wolden";1690;"De Wolden";24374;"17-11-2021";"30-11-2021";291;1193.9;6;24.6;0;0
"Delft";503;"Delft";103581;"17-11-2021";"30-11-2021";1186;1145;21;20.3;1;1
"Den Helder";400;"Den Helder";56582;"17-11-2021";"30-11-2021";998;1763.8;12;21.2;1;1.8
"Deurne";762;"Deurne";32437;"17-11-2021";"30-11-2021";651;2007;7;21.6;1;3.1
"Deventer";150;"Deventer";101236;"17-11-2021";"30-11-2021";1121;1107.3;15;14.8;0;0
"Diemen";384;"Diemen";31334;"17-11-2021";"30-11-2021";395;1260.6;4;12.8;0;0
"Dinkelland";1774;"Dinkelland";26606;"17-11-2021";"30-11-2021";347;1304.2;2;7.5;1;3.8
"Doesburg";221;"Doesburg";11064;"17-11-2021";"30-11-2021";144;1301.5;2;18.1;0;0
"Doetinchem";222;"Doetinchem";58270;"17-11-2021";"30-11-2021";984;1688.7;10;17.2;4;6.9
"Dongen";766;"Dongen";26368;"17-11-2021";"30-11-2021";443;1680.1;6;22.8;0;0
"Dordrecht";505;"Dordrecht";119115;"17-11-2021";"30-11-2021";2337;1962;34;28.5;7;5.9
"Drechterland";498;"Drechterland";19838;"17-11-2021";"30-11-2021";340;1713.9;2;10.1;0;0
"Drimmelen";1719;"Drimmelen";27325;"17-11-2021";"30-11-2021";583;2133.6;10;36.6;1;3.7
"Dronten";303;"Dronten";42011;"17-11-2021";"30-11-2021";490;1166.4;9;21.4;0;0
"Druten";225;"Druten";18991;"17-11-2021";"30-11-2021";391;2058.9;5;26.3;0;0
"Duiven";226;"Duiven";25066;"17-11-2021";"30-11-2021";338;1348.4;3;12;1;4
"Echt-Susteren";1711;"Echt-Susteren";31751;"17-11-2021";"30-11-2021";711;2239.3;15;47.2;3;9.4
"Edam-Volendam";385;"Edam-Volendam";36268;"17-11-2021";"30-11-2021";646;1781.2;6;16.5;1;2.8
"Ede";228;"Ede";118530;"17-11-2021";"30-11-2021";2188;1845.9;22;18.6;9;7.6
"Eemnes";317;"Eemnes";9362;"17-11-2021";"30-11-2021";148;1580.9;2;21.4;0;0
"Eemsdelta";1979;"Eemsdelta";45587;"17-11-2021";"30-11-2021";384;842.3;7;15.4;2;4.4
"Eersel";770;"Eersel";19528;"17-11-2021";"30-11-2021";249;1275.1;5;25.6;0;0
"Eijsden-Margraten";1903;"Eijsden-Margraten";25900;"17-11-2021";"30-11-2021";672;2594.6;7;27;3;11.6
"Eindhoven";772;"Eindhoven";235691;"17-11-2021";"30-11-2021";3313;1405.7;57;24.2;3;1.3
"Elburg";230;"Elburg";23429;"17-11-2021";"30-11-2021";365;1557.9;4;17.1;3;12.8
"Emmen";114;"Emmen";107024;"17-11-2021";"30-11-2021";1396;1304.4;29;27.1;2;1.9
"Enkhuizen";388;"Enkhuizen";18637;"17-11-2021";"30-11-2021";317;1700.9;4;21.5;0;0
"Enschede";153;"Enschede";159732;"17-11-2021";"30-11-2021";2269;1420.5;28;17.5;1;0.6
"Epe";232;"Epe";33198;"17-11-2021";"30-11-2021";438;1319.4;12;36.1;0;0
"Ermelo";233;"Ermelo";27016;"17-11-2021";"30-11-2021";470;1739.7;3;11.1;3;11.1
"Etten-Leur";777;"Etten-Leur";43869;"17-11-2021";"30-11-2021";819;1866.9;6;13.7;1;2.3
"Geertruidenberg";779;"Geertruidenberg";21770;"17-11-2021";"30-11-2021";373;1713.4;3;13.8;0;0
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";40066;"17-11-2021";"30-11-2021";652;1627.3;12;30;2;5
"Gemert-Bakel";1652;"Gemert-Bakel";30760;"17-11-2021";"30-11-2021";507;1648.2;9;29.3;2;6.5
"Gennep";907;"Gennep";17035;"17-11-2021";"30-11-2021";242;1420.6;7;41.1;0;0
"Gilze en Rijen";784;"Gilze en Rijen";26723;"17-11-2021";"30-11-2021";419;1567.9;4;15;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50589;"17-11-2021";"30-11-2021";607;1199.9;9;17.8;1;2
"Goes";664;"Goes";38594;"17-11-2021";"30-11-2021";931;2412.3;11;28.5;0;0
"Goirle";785;"Goirle";23952;"17-11-2021";"30-11-2021";565;2358.9;4;16.7;3;12.5
"Gooise Meren";1942;"Gooise Meren";58524;"17-11-2021";"30-11-2021";1040;1777;5;8.5;3;5.1
"Gorinchem";512;"Gorinchem";37410;"17-11-2021";"30-11-2021";700;1871.2;7;18.7;0;0
"Gouda";513;"Gouda";73681;"17-11-2021";"30-11-2021";1180;1601.5;18;24.4;0;0
"Grave";786;"Grave";12486;"17-11-2021";"30-11-2021";232;1858.1;4;32;0;0
"Groningen";14;"Groningen";233273;"17-11-2021";"30-11-2021";2033;871.5;17;7.3;3;1.3
"Gulpen-Wittem";1729;"Gulpen-Wittem";14206;"17-11-2021";"30-11-2021";268;1886.5;3;21.1;1;7
"Haaksbergen";158;"Haaksbergen";24229;"17-11-2021";"30-11-2021";413;1704.6;3;12.4;0;0
"Haarlem";392;"Haarlem";162543;"17-11-2021";"30-11-2021";2889;1777.4;20;12.3;6;3.7
"Haarlemmermeer";394;"Haarlemmermeer";157789;"17-11-2021";"30-11-2021";2453;1554.6;20;12.7;4;2.5
"Halderberge";1655;"Halderberge";30430;"17-11-2021";"30-11-2021";371;1219.2;2;6.6;1;3.3
"Hardenberg";160;"Hardenberg";61357;"17-11-2021";"30-11-2021";1104;1799.3;24;39.1;3;4.9
"Harderwijk";243;"Harderwijk";48726;"17-11-2021";"30-11-2021";818;1678.8;9;18.5;1;2.1
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18413;"17-11-2021";"30-11-2021";450;2443.9;7;38;2;10.9
"Harlingen";72;"Harlingen";15807;"17-11-2021";"30-11-2021";181;1145.1;1;6.3;0;0
"Hattem";244;"Hattem";12228;"17-11-2021";"30-11-2021";281;2298;3;24.5;0;0
"Heemskerk";396;"Heemskerk";39191;"17-11-2021";"30-11-2021";826;2107.6;7;17.9;4;10.2
"Heemstede";397;"Heemstede";27545;"17-11-2021";"30-11-2021";545;1978.6;4;14.5;0;0
"Heerde";246;"Heerde";18776;"17-11-2021";"30-11-2021";307;1635.1;5;26.6;0;0
"Heerenveen";74;"Heerenveen";50650;"17-11-2021";"30-11-2021";908;1792.7;7;13.8;0;0
"Heerhugowaard";398;"Heerhugowaard";58387;"17-11-2021";"30-11-2021";907;1553.4;10;17.1;1;1.7
"Heerlen";917;"Heerlen";86936;"17-11-2021";"30-11-2021";2383;2741.1;43;49.5;3;3.5
"Heeze-Leende";1658;"Heeze-Leende";16243;"17-11-2021";"30-11-2021";206;1268.2;3;18.5;0;0
"Heiloo";399;"Heiloo";24144;"17-11-2021";"30-11-2021";392;1623.6;6;24.9;1;4.1
"Hellendoorn";163;"Hellendoorn";35932;"17-11-2021";"30-11-2021";674;1875.8;6;16.7;1;2.8
"Hellevoetsluis";530;"Hellevoetsluis";40312;"17-11-2021";"30-11-2021";538;1334.6;5;12.4;0;0
"Helmond";794;"Helmond";92627;"17-11-2021";"30-11-2021";1333;1439.1;19;20.5;0;0
"Hendrik-Ido-Ambacht";531;"Hendrik-Ido-Ambacht";31258;"17-11-2021";"30-11-2021";639;2044.3;8;25.6;1;3.2
"Hengelo (O.)";164;"Hengelo (O.)";81049;"17-11-2021";"30-11-2021";1362;1680.5;14;17.3;1;1.2
"Het Hogeland";1966;"Het Hogeland";47834;"17-11-2021";"30-11-2021";644;1346.3;3;6.3;3;6.3
"Heumen";252;"Heumen";16569;"17-11-2021";"30-11-2021";257;1551.1;2;12.1;0;0
"Heusden";797;"Heusden";45005;"17-11-2021";"30-11-2021";801;1779.8;12;26.7;0;0
"Hillegom";534;"Hillegom";22197;"17-11-2021";"30-11-2021";293;1320;4;18;1;4.5
"Hilvarenbeek";798;"Hilvarenbeek";15698;"17-11-2021";"30-11-2021";206;1312.3;4;25.5;0;0
"Hilversum";402;"Hilversum";91235;"17-11-2021";"30-11-2021";1328;1455.6;6;6.6;4;4.4
"Hoeksche Waard";1963;"Hoeksche Waard";88047;"17-11-2021";"30-11-2021";1405;1595.7;14;15.9;5;5.7
"Hof van Twente";1735;"Hof van Twente";35040;"17-11-2021";"30-11-2021";675;1926.4;6;17.1;2;5.7
"Hollands Kroon";1911;"Hollands Kroon";48583;"17-11-2021";"30-11-2021";649;1335.9;7;14.4;0;0
"Hoogeveen";118;"Hoogeveen";55603;"17-11-2021";"30-11-2021";646;1161.8;12;21.6;1;1.8
"Hoorn";405;"Hoorn";73619;"17-11-2021";"30-11-2021";1143;1552.6;12;16.3;0;0
"Horst aan de Maas";1507;"Horst aan de Maas";42487;"17-11-2021";"30-11-2021";986;2320.7;10;23.5;2;4.7
"Houten";321;"Houten";50223;"17-11-2021";"30-11-2021";1125;2240;7;13.9;1;2
"Huizen";406;"Huizen";41090;"17-11-2021";"30-11-2021";547;1331.2;8;19.5;2;4.9
"Hulst";677;"Hulst";27575;"17-11-2021";"30-11-2021";672;2437;5;18.1;0;0
"IJsselstein";353;"IJsselstein";33819;"17-11-2021";"30-11-2021";631;1865.8;7;20.7;1;3
"Kaag en Braassem";1884;"Kaag en Braassem";27541;"17-11-2021";"30-11-2021";332;1205.5;1;3.6;1;3.6
"Kampen";166;"Kampen";54474;"17-11-2021";"30-11-2021";864;1586.1;11;20.2;2;3.7
"Kapelle";678;"Kapelle";12882;"17-11-2021";"30-11-2021";264;2049.4;2;15.5;0;0
"Katwijk";537;"Katwijk";65995;"17-11-2021";"30-11-2021";1355;2053.2;2;3;3;4.5
"Kerkrade";928;"Kerkrade";45442;"17-11-2021";"30-11-2021";1156;2543.9;22;48.4;1;2.2
"Koggenland";1598;"Koggenland";22940;"17-11-2021";"30-11-2021";362;1578;1;4.4;0;0
"Krimpen aan den IJssel";542;"Krimpen aan den IJssel";29410;"17-11-2021";"30-11-2021";548;1863.3;12;40.8;0;0
"Krimpenerwaard";1931;"Krimpenerwaard";56622;"17-11-2021";"30-11-2021";899;1587.7;15;26.5;1;1.8
"Laarbeek";1659;"Laarbeek";22805;"17-11-2021";"30-11-2021";333;1460.2;5;21.9;2;8.8
"Landerd";1685;"Landerd";15817;"17-11-2021";"30-11-2021";250;1580.6;1;6.3;0;0
"Landgraaf";882;"Landgraaf";37262;"17-11-2021";"30-11-2021";1120;3005.7;19;51;4;10.7
"Landsmeer";415;"Landsmeer";11565;"17-11-2021";"30-11-2021";188;1625.6;4;34.6;0;0
"Langedijk";416;"Langedijk";28335;"17-11-2021";"30-11-2021";444;1567;4;14.1;0;0
"Lansingerland";1621;"Lansingerland";63363;"17-11-2021";"30-11-2021";1195;1886;7;11;0;0
"Laren";417;"Laren";11398;"17-11-2021";"30-11-2021";174;1526.6;2;17.5;1;8.8
"Leeuwarden";80;"Leeuwarden";124481;"17-11-2021";"30-11-2021";2007;1612.3;25;20.1;1;0.8
"Leiden";546;"Leiden";124093;"17-11-2021";"30-11-2021";1533;1235.4;7;5.6;1;0.8
"Leiderdorp";547;"Leiderdorp";27377;"17-11-2021";"30-11-2021";365;1333.2;1;3.7;0;0
"Leidschendam-Voorburg";1916;"Leidschendam-Voorburg";76433;"17-11-2021";"30-11-2021";968;1266.5;15;19.6;5;6.5
"Lelystad";995;"Lelystad";79811;"17-11-2021";"30-11-2021";1203;1507.3;18;22.6;1;1.3
"Leudal";1640;"Leudal";36045;"17-11-2021";"30-11-2021";635;1761.7;15;41.6;1;2.8
"Leusden";327;"Leusden";30544;"17-11-2021";"30-11-2021";444;1453.6;2;6.5;1;3.3
"Lingewaard";1705;"Lingewaard";46822;"17-11-2021";"30-11-2021";1011;2159.2;11;23.5;5;10.7
"Lisse";553;"Lisse";22982;"17-11-2021";"30-11-2021";354;1540.3;3;13.1;3;13.1
"Lochem";262;"Lochem";33948;"17-11-2021";"30-11-2021";549;1617.2;3;8.8;1;2.9
"Loon op Zand";809;"Loon op Zand";23504;"17-11-2021";"30-11-2021";482;2050.7;3;12.8;0;0
"Lopik";331;"Lopik";14456;"17-11-2021";"30-11-2021";254;1757.1;4;27.7;0;0
"Losser";168;"Losser";22888;"17-11-2021";"30-11-2021";330;1441.8;5;21.8;0;0
"Maasdriel";263;"Maasdriel";25452;"17-11-2021";"30-11-2021";384;1508.7;4;15.7;1;3.9
"Maasgouw";1641;"Maasgouw";23947;"17-11-2021";"30-11-2021";599;2501.4;13;54.3;1;4.2
"Maassluis";556;"Maassluis";33567;"17-11-2021";"30-11-2021";421;1254.2;8;23.8;0;0
"Maastricht";935;"Maastricht";120227;"17-11-2021";"30-11-2021";2905;2416.3;48;39.9;16;13.3
"Medemblik";420;"Medemblik";45165;"17-11-2021";"30-11-2021";703;1556.5;5;11.1;0;0
"Meerssen";938;"Meerssen";18661;"17-11-2021";"30-11-2021";517;2770.5;5;26.8;1;5.4
"Meierijstad";1948;"Meierijstad";81647;"17-11-2021";"30-11-2021";1235;1512.6;16;19.6;3;3.7
"Meppel";119;"Meppel";34386;"17-11-2021";"30-11-2021";374;1087.7;6;17.4;3;8.7
"Middelburg";687;"Middelburg";48964;"17-11-2021";"30-11-2021";1081;2207.7;7;14.3;1;2
"Midden-Delfland";1842;"Midden-Delfland";19414;"17-11-2021";"30-11-2021";299;1540.1;0;0;0;0
"Midden-Drenthe";1731;"Midden-Drenthe";33381;"17-11-2021";"30-11-2021";352;1054.5;6;18;0;0
"Midden-Groningen";1952;"Midden-Groningen";60726;"17-11-2021";"30-11-2021";544;895.8;9;14.8;0;0
"Mill en Sint Hubert";815;"Mill en Sint Hubert";11004;"17-11-2021";"30-11-2021";260;2362.8;4;36.4;0;0
"Moerdijk";1709;"Moerdijk";37185;"17-11-2021";"30-11-2021";636;1710.4;17;45.7;4;10.8
"Molenlanden";1978;"Molenlanden";44130;"17-11-2021";"30-11-2021";942;2134.6;8;18.1;3;6.8
"Montferland";1955;"Montferland";36031;"17-11-2021";"30-11-2021";485;1346.1;7;19.4;2;5.6
"Montfoort";335;"Montfoort";13896;"17-11-2021";"30-11-2021";272;1957.4;6;43.2;1;7.2
"Mook en Middelaar";944;"Mook en Middelaar";7909;"17-11-2021";"30-11-2021";99;1251.7;2;25.3;1;12.6
"Neder-Betuwe";1740;"Neder-Betuwe";24648;"17-11-2021";"30-11-2021";644;2612.8;15;60.9;3;12.2
"Nederweert";946;"Nederweert";17171;"17-11-2021";"30-11-2021";426;2480.9;2;11.6;2;11.6
"Nieuwegein";356;"Nieuwegein";63866;"17-11-2021";"30-11-2021";787;1232.3;19;29.7;1;1.6
"Nieuwkoop";569;"Nieuwkoop";29151;"17-11-2021";"30-11-2021";509;1746.1;2;6.9;0;0
"Nijkerk";267;"Nijkerk";43600;"17-11-2021";"30-11-2021";756;1733.9;8;18.3;1;2.3
"Nijmegen";268;"Nijmegen";177359;"17-11-2021";"30-11-2021";3054;1721.9;31;17.5;3;1.7
"Nissewaard";1930;"Nissewaard";85440;"17-11-2021";"30-11-2021";1245;1457.2;31;36.3;0;0
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45481;"17-11-2021";"30-11-2021";764;1679.8;15;33;2;4.4
"Noord-Beveland";1695;"Noord-Beveland";7581;"17-11-2021";"30-11-2021";125;1648.9;0;0;1;13.2
"Noordenveld";1699;"Noordenveld";31214;"17-11-2021";"30-11-2021";356;1140.5;4;12.8;0;0
"Noordoostpolder";171;"Noordoostpolder";47583;"17-11-2021";"30-11-2021";953;2002.8;16;33.6;1;2.1
"Noordwijk";575;"Noordwijk";44062;"17-11-2021";"30-11-2021";713;1618.2;3;6.8;0;0
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23702;"17-11-2021";"30-11-2021";294;1240.4;3;12.7;0;0
"Nunspeet";302;"Nunspeet";28021;"17-11-2021";"30-11-2021";521;1859.3;9;32.1;1;3.6
"Oegstgeest";579;"Oegstgeest";25064;"17-11-2021";"30-11-2021";309;1232.8;2;8;0;0
"Oirschot";823;"Oirschot";18842;"17-11-2021";"30-11-2021";265;1406.4;4;21.2;0;0
"Oisterwijk";824;"Oisterwijk";32373;"17-11-2021";"30-11-2021";683;2109.8;7;21.6;0;0
"Oldambt";1895;"Oldambt";38277;"17-11-2021";"30-11-2021";335;875.2;8;20.9;0;0
"Oldebroek";269;"Oldebroek";23760;"17-11-2021";"30-11-2021";372;1565.7;7;29.5;3;12.6
"Oldenzaal";173;"Oldenzaal";31701;"17-11-2021";"30-11-2021";509;1605.6;4;12.6;4;12.6
"Olst-Wijhe";1773;"Olst-Wijhe";18361;"17-11-2021";"30-11-2021";189;1029.4;2;10.9;0;0
"Ommen";175;"Ommen";18295;"17-11-2021";"30-11-2021";280;1530.5;3;16.4;0;0
"Oost Gelre";1586;"Oost Gelre";29574;"17-11-2021";"30-11-2021";271;916.3;2;6.8;1;3.4
"Oosterhout";826;"Oosterhout";56206;"17-11-2021";"30-11-2021";1215;2161.7;15;26.7;1;1.8
"Ooststellingwerf";85;"Ooststellingwerf";25464;"17-11-2021";"30-11-2021";375;1472.7;2;7.9;0;0
"Oostzaan";431;"Oostzaan";9689;"17-11-2021";"30-11-2021";193;1991.9;0;0;0;0
"Opmeer";432;"Opmeer";12009;"17-11-2021";"30-11-2021";196;1632.1;2;16.7;0;0
"Opsterland";86;"Opsterland";29812;"17-11-2021";"30-11-2021";519;1740.9;5;16.8;1;3.4
"Oss";828;"Oss";92526;"17-11-2021";"30-11-2021";1354;1463.4;8;8.6;2;2.2
"Oude IJsselstreek";1509;"Oude IJsselstreek";39346;"17-11-2021";"30-11-2021";634;1611.3;6;15.2;5;12.7
"Ouder-Amstel";437;"Ouder-Amstel";14125;"17-11-2021";"30-11-2021";303;2145.1;1;7.1;0;0
"Oudewater";589;"Oudewater";10138;"17-11-2021";"30-11-2021";99;976.5;2;19.7;0;0
"Overbetuwe";1734;"Overbetuwe";48214;"17-11-2021";"30-11-2021";758;1572.2;11;22.8;2;4.1
"Papendrecht";590;"Papendrecht";32171;"17-11-2021";"30-11-2021";599;1861.9;9;28;2;6.2
"Peel en Maas";1894;"Peel en Maas";43660;"17-11-2021";"30-11-2021";878;2011;11;25.2;1;2.3
"Pekela";765;"Pekela";12176;"17-11-2021";"30-11-2021";157;1289.4;2;16.4;0;0
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55674;"17-11-2021";"30-11-2021";882;1584.2;13;23.4;0;0
"Purmerend";439;"Purmerend";81683;"17-11-2021";"30-11-2021";1066;1305;18;22;0;0
"Putten";273;"Putten";24365;"17-11-2021";"30-11-2021";468;1920.8;4;16.4;0;0
"Raalte";177;"Raalte";37911;"17-11-2021";"30-11-2021";556;1466.6;5;13.2;0;0
"Reimerswaal";703;"Reimerswaal";22896;"17-11-2021";"30-11-2021";488;2131.4;5;21.8;0;0
"Renkum";274;"Renkum";31417;"17-11-2021";"30-11-2021";408;1298.7;1;3.2;4;12.7
"Renswoude";339;"Renswoude";5556;"17-11-2021";"30-11-2021";93;1673.9;2;36;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13127;"17-11-2021";"30-11-2021";258;1965.4;4;30.5;0;0
"Rheden";275;"Rheden";43525;"17-11-2021";"30-11-2021";718;1649.6;11;25.3;3;6.9
"Rhenen";340;"Rhenen";20203;"17-11-2021";"30-11-2021";389;1925.5;3;14.8;0;0
"Ridderkerk";597;"Ridderkerk";46671;"17-11-2021";"30-11-2021";638;1367;14;30;2;4.3
"Rijssen-Holten";1742;"Rijssen-Holten";38204;"17-11-2021";"30-11-2021";996;2607.1;12;31.4;3;7.9
"Rijswijk";603;"Rijswijk";55220;"17-11-2021";"30-11-2021";954;1727.6;14;25.4;0;0
"Roerdalen";1669;"Roerdalen";20580;"17-11-2021";"30-11-2021";430;2089.4;3;14.6;1;4.9
"Roermond";957;"Roermond";58763;"17-11-2021";"30-11-2021";1144;1946.8;21;35.7;5;8.5
