"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Beemster";370;"Beemster";10110;"13-10-2021";"26-10-2021";15;148.4;0;0;0;0
"Beesel";889;"Beesel";13450;"13-10-2021";"26-10-2021";98;728.6;0;0;0;0
"Berg en Dal";1945;"Berg en Dal";35010;"13-10-2021";"26-10-2021";139;397;0;0;0;0
"Bergeijk";1724;"Bergeijk";18754;"13-10-2021";"26-10-2021";24;128;0;0;1;5.3
"Bergen (L.)";893;"Bergen (L.)";13108;"13-10-2021";"26-10-2021";56;427.2;0;0;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29715;"13-10-2021";"26-10-2021";47;158.2;0;0;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67514;"13-10-2021";"26-10-2021";129;191.1;0;0;0;0
"Berkelland";1859;"Berkelland";43846;"13-10-2021";"26-10-2021";124;282.8;0;0;0;0
"Bernheze";1721;"Bernheze";31455;"13-10-2021";"26-10-2021";95;302;0;0;0;0
"Best";753;"Best";30216;"13-10-2021";"26-10-2021";60;198.6;0;0;0;0
"Beuningen";209;"Beuningen";26157;"13-10-2021";"26-10-2021";62;237;1;3.8;0;0
"Beverwijk";375;"Beverwijk";41863;"13-10-2021";"26-10-2021";117;279.5;1;2.4;0;0
"Bladel";1728;"Bladel";20529;"13-10-2021";"26-10-2021";113;550.4;0;0;0;0
"Blaricum";376;"Blaricum";11954;"13-10-2021";"26-10-2021";29;242.6;0;0;0;0
"Bloemendaal";377;"Bloemendaal";23478;"13-10-2021";"26-10-2021";48;204.4;0;0;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";35278;"13-10-2021";"26-10-2021";299;847.6;2;5.7;0;0
"Boekel";755;"Boekel";10959;"13-10-2021";"26-10-2021";32;292;0;0;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25598;"13-10-2021";"26-10-2021";74;289.1;0;0;0;0
"Borne";147;"Borne";23668;"13-10-2021";"26-10-2021";57;240.8;0;0;0;0
"Borsele";654;"Borsele";22818;"13-10-2021";"26-10-2021";103;451.4;0;0;0;0
"Boxmeer";756;"Boxmeer";29609;"13-10-2021";"26-10-2021";393;1327.3;1;3.4;1;3.4
"Boxtel";757;"Boxtel";32973;"13-10-2021";"26-10-2021";85;257.8;0;0;0;0
"Breda";758;"Breda";184126;"13-10-2021";"26-10-2021";505;274.3;2;1.1;2;1.1
"Brielle";501;"Brielle";17439;"13-10-2021";"26-10-2021";53;303.9;1;5.7;0;0
"Bronckhorst";1876;"Bronckhorst";36087;"13-10-2021";"26-10-2021";95;263.3;1;2.8;1;2.8
"Brummen";213;"Brummen";20884;"13-10-2021";"26-10-2021";39;186.7;1;4.8;0;0
"Brunssum";899;"Brunssum";27670;"13-10-2021";"26-10-2021";121;437.3;0;0;0;0
"Bunnik";312;"Bunnik";15341;"13-10-2021";"26-10-2021";32;208.6;0;0;0;0
"Bunschoten";313;"Bunschoten";22019;"13-10-2021";"26-10-2021";49;222.5;0;0;0;0
"Buren";214;"Buren";27009;"13-10-2021";"26-10-2021";125;462.8;0;0;1;3.7
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67319;"13-10-2021";"26-10-2021";215;319.4;2;3;0;0
"Castricum";383;"Castricum";36086;"13-10-2021";"26-10-2021";101;279.9;0;0;0;0
"Coevorden";109;"Coevorden";35317;"13-10-2021";"26-10-2021";154;436.1;1;2.8;0;0
"Cranendonck";1706;"Cranendonck";21001;"13-10-2021";"26-10-2021";132;628.5;0;0;0;0
"Cuijk";1684;"Cuijk";25404;"13-10-2021";"26-10-2021";197;775.5;0;0;0;0
"Culemborg";216;"Culemborg";29121;"13-10-2021";"26-10-2021";89;305.6;0;0;0;0
"Dalfsen";148;"Dalfsen";28901;"13-10-2021";"26-10-2021";158;546.7;0;0;0;0
"Dantumadiel";1891;"Dantumadiel";18943;"13-10-2021";"26-10-2021";106;559.6;1;5.3;0;0
"De Bilt";310;"De Bilt";43384;"13-10-2021";"26-10-2021";144;331.9;1;2.3;1;2.3
"De Fryske Marren";1940;"De Fryske Marren";51778;"13-10-2021";"26-10-2021";185;357.3;1;1.9;0;0
"De Ronde Venen";736;"De Ronde Venen";44720;"13-10-2021";"26-10-2021";178;398;0;0;0;0
"De Wolden";1690;"De Wolden";24374;"13-10-2021";"26-10-2021";74;303.6;1;4.1;0;0
"Delft";503;"Delft";103581;"13-10-2021";"26-10-2021";297;286.7;2;1.9;1;1
"Den Helder";400;"Den Helder";56582;"13-10-2021";"26-10-2021";58;102.5;0;0;0;0
"Deurne";762;"Deurne";32437;"13-10-2021";"26-10-2021";57;175.7;1;3.1;0;0
"Deventer";150;"Deventer";101236;"13-10-2021";"26-10-2021";273;269.7;0;0;0;0
"Diemen";384;"Diemen";31334;"13-10-2021";"26-10-2021";91;290.4;2;6.4;0;0
"Dinkelland";1774;"Dinkelland";26606;"13-10-2021";"26-10-2021";53;199.2;0;0;0;0
"Doesburg";221;"Doesburg";11064;"13-10-2021";"26-10-2021";32;289.2;0;0;0;0
"Doetinchem";222;"Doetinchem";58270;"13-10-2021";"26-10-2021";196;336.4;0;0;0;0
"Dongen";766;"Dongen";26368;"13-10-2021";"26-10-2021";51;193.4;0;0;0;0
"Dordrecht";505;"Dordrecht";119115;"13-10-2021";"26-10-2021";321;269.5;0;0;0;0
"Drechterland";498;"Drechterland";19838;"13-10-2021";"26-10-2021";43;216.8;0;0;0;0
"Drimmelen";1719;"Drimmelen";27325;"13-10-2021";"26-10-2021";61;223.2;0;0;0;0
"Dronten";303;"Dronten";42011;"13-10-2021";"26-10-2021";85;202.3;0;0;0;0
"Druten";225;"Druten";18991;"13-10-2021";"26-10-2021";81;426.5;2;10.5;0;0
"Duiven";226;"Duiven";25066;"13-10-2021";"26-10-2021";87;347.1;1;4;0;0
"Echt-Susteren";1711;"Echt-Susteren";31751;"13-10-2021";"26-10-2021";133;418.9;0;0;3;9.4
"Edam-Volendam";385;"Edam-Volendam";36268;"13-10-2021";"26-10-2021";76;209.6;0;0;0;0
"Ede";228;"Ede";118530;"13-10-2021";"26-10-2021";704;593.9;9;7.6;5;4.2
"Eemnes";317;"Eemnes";9362;"13-10-2021";"26-10-2021";40;427.3;0;0;0;0
"Eemsdelta";1979;"Eemsdelta";45587;"13-10-2021";"26-10-2021";100;219.4;0;0;0;0
"Eersel";770;"Eersel";19528;"13-10-2021";"26-10-2021";51;261.2;0;0;3;15.4
"Eijsden-Margraten";1903;"Eijsden-Margraten";25900;"13-10-2021";"26-10-2021";98;378.4;3;11.6;1;3.9
"Eindhoven";772;"Eindhoven";235691;"13-10-2021";"26-10-2021";473;200.7;0;0;0;0
"Elburg";230;"Elburg";23429;"13-10-2021";"26-10-2021";125;533.5;1;4.3;0;0
"Emmen";114;"Emmen";107024;"13-10-2021";"26-10-2021";338;315.8;2;1.9;0;0
"Enkhuizen";388;"Enkhuizen";18637;"13-10-2021";"26-10-2021";57;305.8;1;5.4;3;16.1
"Enschede";153;"Enschede";159732;"13-10-2021";"26-10-2021";369;231;3;1.9;0;0
"Epe";232;"Epe";33198;"13-10-2021";"26-10-2021";120;361.5;0;0;0;0
"Ermelo";233;"Ermelo";27016;"13-10-2021";"26-10-2021";155;573.7;0;0;0;0
"Etten-Leur";777;"Etten-Leur";43869;"13-10-2021";"26-10-2021";149;339.6;2;4.6;0;0
"Geertruidenberg";779;"Geertruidenberg";21770;"13-10-2021";"26-10-2021";70;321.5;0;0;1;4.6
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";40066;"13-10-2021";"26-10-2021";72;179.7;0;0;0;0
"Gemert-Bakel";1652;"Gemert-Bakel";30760;"13-10-2021";"26-10-2021";108;351.1;0;0;0;0
"Gennep";907;"Gennep";17035;"13-10-2021";"26-10-2021";305;1790.4;0;0;0;0
"Gilze en Rijen";784;"Gilze en Rijen";26723;"13-10-2021";"26-10-2021";40;149.7;1;3.7;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50589;"13-10-2021";"26-10-2021";275;543.6;0;0;0;0
"Goes";664;"Goes";38594;"13-10-2021";"26-10-2021";203;526;0;0;0;0
"Goirle";785;"Goirle";23952;"13-10-2021";"26-10-2021";67;279.7;0;0;0;0
"Gooise Meren";1942;"Gooise Meren";58524;"13-10-2021";"26-10-2021";154;263.1;1;1.7;0;0
"Gorinchem";512;"Gorinchem";37410;"13-10-2021";"26-10-2021";148;395.6;1;2.7;0;0
"Gouda";513;"Gouda";73681;"13-10-2021";"26-10-2021";326;442.4;2;2.7;0;0
"Grave";786;"Grave";12486;"13-10-2021";"26-10-2021";26;208.2;0;0;0;0
"Groningen";14;"Groningen";233273;"13-10-2021";"26-10-2021";497;213.1;2;0.9;1;0.4
"Gulpen-Wittem";1729;"Gulpen-Wittem";14206;"13-10-2021";"26-10-2021";50;352;1;7;0;0
"Haaksbergen";158;"Haaksbergen";24229;"13-10-2021";"26-10-2021";76;313.7;0;0;0;0
"Haarlem";392;"Haarlem";162543;"13-10-2021";"26-10-2021";457;281.2;1;0.6;0;0
"Haarlemmermeer";394;"Haarlemmermeer";157789;"13-10-2021";"26-10-2021";459;290.9;3;1.9;0;0
"Halderberge";1655;"Halderberge";30430;"13-10-2021";"26-10-2021";85;279.3;1;3.3;0;0
"Hardenberg";160;"Hardenberg";61357;"13-10-2021";"26-10-2021";193;314.6;0;0;0;0
"Harderwijk";243;"Harderwijk";48726;"13-10-2021";"26-10-2021";143;293.5;0;0;0;0
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18413;"13-10-2021";"26-10-2021";234;1270.8;0;0;0;0
"Harlingen";72;"Harlingen";15807;"13-10-2021";"26-10-2021";18;113.9;0;0;0;0
"Hattem";244;"Hattem";12228;"13-10-2021";"26-10-2021";38;310.8;0;0;0;0
"Heemskerk";396;"Heemskerk";39191;"13-10-2021";"26-10-2021";97;247.5;1;2.6;0;0
"Heemstede";397;"Heemstede";27545;"13-10-2021";"26-10-2021";82;297.7;1;3.6;0;0
"Heerde";246;"Heerde";18776;"13-10-2021";"26-10-2021";41;218.4;0;0;0;0
"Heerenveen";74;"Heerenveen";50650;"13-10-2021";"26-10-2021";217;428.4;0;0;0;0
"Heerhugowaard";398;"Heerhugowaard";58387;"13-10-2021";"26-10-2021";91;155.9;0;0;0;0
"Heerlen";917;"Heerlen";86936;"13-10-2021";"26-10-2021";451;518.8;1;1.2;5;5.8
"Heeze-Leende";1658;"Heeze-Leende";16243;"13-10-2021";"26-10-2021";21;129.3;0;0;0;0
"Heiloo";399;"Heiloo";24144;"13-10-2021";"26-10-2021";28;116;0;0;0;0
"Hellendoorn";163;"Hellendoorn";35932;"13-10-2021";"26-10-2021";70;194.8;2;5.6;0;0
"Hellevoetsluis";530;"Hellevoetsluis";40312;"13-10-2021";"26-10-2021";136;337.4;2;5;0;0
"Helmond";794;"Helmond";92627;"13-10-2021";"26-10-2021";201;217;0;0;0;0
"Hendrik-Ido-Ambacht";531;"Hendrik-Ido-Ambacht";31258;"13-10-2021";"26-10-2021";196;627;1;3.2;0;0
"Hengelo (O.)";164;"Hengelo (O.)";81049;"13-10-2021";"26-10-2021";207;255.4;1;1.2;0;0
"Het Hogeland";1966;"Het Hogeland";47834;"13-10-2021";"26-10-2021";102;213.2;0;0;0;0
"Heumen";252;"Heumen";16569;"13-10-2021";"26-10-2021";45;271.6;0;0;0;0
"Heusden";797;"Heusden";45005;"13-10-2021";"26-10-2021";149;331.1;0;0;0;0
"Hillegom";534;"Hillegom";22197;"13-10-2021";"26-10-2021";65;292.8;0;0;0;0
"Hilvarenbeek";798;"Hilvarenbeek";15698;"13-10-2021";"26-10-2021";32;203.8;0;0;0;0
"Hilversum";402;"Hilversum";91235;"13-10-2021";"26-10-2021";288;315.7;1;1.1;0;0
"Hoeksche Waard";1963;"Hoeksche Waard";88047;"13-10-2021";"26-10-2021";313;355.5;1;1.1;0;0
"Hof van Twente";1735;"Hof van Twente";35040;"13-10-2021";"26-10-2021";160;456.6;2;5.7;0;0
"Hollands Kroon";1911;"Hollands Kroon";48583;"13-10-2021";"26-10-2021";112;230.5;0;0;0;0
"Hoogeveen";118;"Hoogeveen";55603;"13-10-2021";"26-10-2021";125;224.8;2;3.6;0;0
"Hoorn";405;"Hoorn";73619;"13-10-2021";"26-10-2021";197;267.6;0;0;0;0
"Horst aan de Maas";1507;"Horst aan de Maas";42487;"13-10-2021";"26-10-2021";325;764.9;2;4.7;1;2.4
"Houten";321;"Houten";50223;"13-10-2021";"26-10-2021";240;477.9;0;0;0;0
"Huizen";406;"Huizen";41090;"13-10-2021";"26-10-2021";134;326.1;2;4.9;0;0
"Hulst";677;"Hulst";27575;"13-10-2021";"26-10-2021";116;420.7;2;7.3;0;0
"IJsselstein";353;"IJsselstein";33819;"13-10-2021";"26-10-2021";90;266.1;0;0;2;5.9
"Kaag en Braassem";1884;"Kaag en Braassem";27541;"13-10-2021";"26-10-2021";91;330.4;0;0;0;0
"Kampen";166;"Kampen";54474;"13-10-2021";"26-10-2021";360;660.9;1;1.8;0;0
"Kapelle";678;"Kapelle";12882;"13-10-2021";"26-10-2021";53;411.4;0;0;0;0
"Katwijk";537;"Katwijk";65995;"13-10-2021";"26-10-2021";246;372.8;2;3;1;1.5
"Kerkrade";928;"Kerkrade";45442;"13-10-2021";"26-10-2021";203;446.7;1;2.2;0;0
"Koggenland";1598;"Koggenland";22940;"13-10-2021";"26-10-2021";36;156.9;0;0;0;0
"Krimpen aan den IJssel";542;"Krimpen aan den IJssel";29410;"13-10-2021";"26-10-2021";95;323;0;0;0;0
"Krimpenerwaard";1931;"Krimpenerwaard";56622;"13-10-2021";"26-10-2021";304;536.9;2;3.5;0;0
"Laarbeek";1659;"Laarbeek";22805;"13-10-2021";"26-10-2021";69;302.6;0;0;0;0
"Landerd";1685;"Landerd";15817;"13-10-2021";"26-10-2021";47;297.1;0;0;0;0
"Landgraaf";882;"Landgraaf";37262;"13-10-2021";"26-10-2021";162;434.8;1;2.7;0;0
"Landsmeer";415;"Landsmeer";11565;"13-10-2021";"26-10-2021";38;328.6;0;0;0;0
"Langedijk";416;"Langedijk";28335;"13-10-2021";"26-10-2021";59;208.2;0;0;0;0
"Lansingerland";1621;"Lansingerland";63363;"13-10-2021";"26-10-2021";282;445.1;2;3.2;0;0
"Laren";417;"Laren";11398;"13-10-2021";"26-10-2021";15;131.6;0;0;0;0
"Leeuwarden";80;"Leeuwarden";124481;"13-10-2021";"26-10-2021";296;237.8;0;0;0;0
"Leiden";546;"Leiden";124093;"13-10-2021";"26-10-2021";616;496.4;2;1.6;1;0.8
"Leiderdorp";547;"Leiderdorp";27377;"13-10-2021";"26-10-2021";93;339.7;1;3.7;0;0
"Leidschendam-Voorburg";1916;"Leidschendam-Voorburg";76433;"13-10-2021";"26-10-2021";174;227.7;1;1.3;0;0
"Lelystad";995;"Lelystad";79811;"13-10-2021";"26-10-2021";374;468.6;4;5;0;0
"Leudal";1640;"Leudal";36045;"13-10-2021";"26-10-2021";168;466.1;0;0;0;0
"Leusden";327;"Leusden";30544;"13-10-2021";"26-10-2021";89;291.4;0;0;0;0
"Lingewaard";1705;"Lingewaard";46822;"13-10-2021";"26-10-2021";147;314;1;2.1;0;0
"Lisse";553;"Lisse";22982;"13-10-2021";"26-10-2021";124;539.6;0;0;0;0
"Lochem";262;"Lochem";33948;"13-10-2021";"26-10-2021";48;141.4;0;0;0;0
"Loon op Zand";809;"Loon op Zand";23504;"13-10-2021";"26-10-2021";75;319.1;0;0;0;0
"Lopik";331;"Lopik";14456;"13-10-2021";"26-10-2021";72;498.1;0;0;0;0
"Losser";168;"Losser";22888;"13-10-2021";"26-10-2021";39;170.4;0;0;0;0
"Maasdriel";263;"Maasdriel";25452;"13-10-2021";"26-10-2021";53;208.2;0;0;0;0
"Maasgouw";1641;"Maasgouw";23947;"13-10-2021";"26-10-2021";77;321.5;0;0;0;0
"Maassluis";556;"Maassluis";33567;"13-10-2021";"26-10-2021";125;372.4;1;3;0;0
"Maastricht";935;"Maastricht";120227;"13-10-2021";"26-10-2021";390;324.4;1;0.8;1;0.8
"Medemblik";420;"Medemblik";45165;"13-10-2021";"26-10-2021";75;166.1;0;0;0;0
"Meerssen";938;"Meerssen";18661;"13-10-2021";"26-10-2021";153;819.9;3;16.1;4;21.4
"Meierijstad";1948;"Meierijstad";81647;"13-10-2021";"26-10-2021";248;303.7;0;0;0;0
"Meppel";119;"Meppel";34386;"13-10-2021";"26-10-2021";102;296.6;1;2.9;2;5.8
"Middelburg";687;"Middelburg";48964;"13-10-2021";"26-10-2021";207;422.8;4;8.2;0;0
"Midden-Delfland";1842;"Midden-Delfland";19414;"13-10-2021";"26-10-2021";80;412.1;0;0;0;0
"Midden-Drenthe";1731;"Midden-Drenthe";33381;"13-10-2021";"26-10-2021";56;167.8;1;3;0;0
"Midden-Groningen";1952;"Midden-Groningen";60726;"13-10-2021";"26-10-2021";134;220.7;0;0;0;0
"Mill en Sint Hubert";815;"Mill en Sint Hubert";11004;"13-10-2021";"26-10-2021";50;454.4;0;0;0;0
"Moerdijk";1709;"Moerdijk";37185;"13-10-2021";"26-10-2021";101;271.6;0;0;0;0
"Molenlanden";1978;"Molenlanden";44130;"13-10-2021";"26-10-2021";532;1205.5;0;0;0;0
"Montferland";1955;"Montferland";36031;"13-10-2021";"26-10-2021";81;224.8;0;0;0;0
"Montfoort";335;"Montfoort";13896;"13-10-2021";"26-10-2021";82;590.1;0;0;0;0
"Mook en Middelaar";944;"Mook en Middelaar";7909;"13-10-2021";"26-10-2021";14;177;1;12.6;0;0
"Neder-Betuwe";1740;"Neder-Betuwe";24648;"13-10-2021";"26-10-2021";433;1756.7;1;4.1;1;4.1
"Nederweert";946;"Nederweert";17171;"13-10-2021";"26-10-2021";85;495;0;0;1;5.8
"Nieuwegein";356;"Nieuwegein";63866;"13-10-2021";"26-10-2021";207;324.1;1;1.6;0;0
"Nieuwkoop";569;"Nieuwkoop";29151;"13-10-2021";"26-10-2021";189;648.3;1;3.4;0;0
"Nijkerk";267;"Nijkerk";43600;"13-10-2021";"26-10-2021";207;474.8;1;2.3;0;0
"Nijmegen";268;"Nijmegen";177359;"13-10-2021";"26-10-2021";513;289.2;1;0.6;2;1.1
"Nissewaard";1930;"Nissewaard";85440;"13-10-2021";"26-10-2021";213;249.3;2;2.3;0;0
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45481;"13-10-2021";"26-10-2021";357;784.9;5;11;1;2.2
"Noord-Beveland";1695;"Noord-Beveland";7581;"13-10-2021";"26-10-2021";19;250.6;1;13.2;0;0
"Noordenveld";1699;"Noordenveld";31214;"13-10-2021";"26-10-2021";35;112.1;1;3.2;0;0
"Noordoostpolder";171;"Noordoostpolder";47583;"13-10-2021";"26-10-2021";172;361.5;0;0;0;0
"Noordwijk";575;"Noordwijk";44062;"13-10-2021";"26-10-2021";131;297.3;1;2.3;1;2.3
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23702;"13-10-2021";"26-10-2021";39;164.5;0;0;0;0
"Nunspeet";302;"Nunspeet";28021;"13-10-2021";"26-10-2021";215;767.3;1;3.6;0;0
"Oegstgeest";579;"Oegstgeest";25064;"13-10-2021";"26-10-2021";71;283.3;0;0;0;0
"Oirschot";823;"Oirschot";18842;"13-10-2021";"26-10-2021";47;249.4;0;0;0;0
"Oisterwijk";824;"Oisterwijk";32373;"13-10-2021";"26-10-2021";72;222.4;0;0;0;0
"Oldambt";1895;"Oldambt";38277;"13-10-2021";"26-10-2021";37;96.7;0;0;0;0
"Oldebroek";269;"Oldebroek";23760;"13-10-2021";"26-10-2021";112;471.4;0;0;0;0
"Oldenzaal";173;"Oldenzaal";31701;"13-10-2021";"26-10-2021";56;176.7;0;0;0;0
"Olst-Wijhe";1773;"Olst-Wijhe";18361;"13-10-2021";"26-10-2021";59;321.3;0;0;0;0
"Ommen";175;"Ommen";18295;"13-10-2021";"26-10-2021";39;213.2;0;0;0;0
"Oost Gelre";1586;"Oost Gelre";29574;"13-10-2021";"26-10-2021";139;470;0;0;0;0
"Oosterhout";826;"Oosterhout";56206;"13-10-2021";"26-10-2021";111;197.5;1;1.8;2;3.6
"Ooststellingwerf";85;"Ooststellingwerf";25464;"13-10-2021";"26-10-2021";67;263.1;1;3.9;0;0
"Oostzaan";431;"Oostzaan";9689;"13-10-2021";"26-10-2021";43;443.8;0;0;0;0
"Opmeer";432;"Opmeer";12009;"13-10-2021";"26-10-2021";55;458;0;0;0;0
"Opsterland";86;"Opsterland";29812;"13-10-2021";"26-10-2021";81;271.7;0;0;0;0
"Oss";828;"Oss";92526;"13-10-2021";"26-10-2021";291;314.5;1;1.1;1;1.1
"Oude IJsselstreek";1509;"Oude IJsselstreek";39346;"13-10-2021";"26-10-2021";188;477.8;0;0;0;0
"Ouder-Amstel";437;"Ouder-Amstel";14125;"13-10-2021";"26-10-2021";29;205.3;0;0;0;0
"Oudewater";589;"Oudewater";10138;"13-10-2021";"26-10-2021";36;355.1;0;0;0;0
"Overbetuwe";1734;"Overbetuwe";48214;"13-10-2021";"26-10-2021";140;290.4;1;2.1;0;0
"Papendrecht";590;"Papendrecht";32171;"13-10-2021";"26-10-2021";101;313.9;0;0;0;0
"Peel en Maas";1894;"Peel en Maas";43660;"13-10-2021";"26-10-2021";193;442.1;1;2.3;1;2.3
"Pekela";765;"Pekela";12176;"13-10-2021";"26-10-2021";17;139.6;0;0;0;0
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55674;"13-10-2021";"26-10-2021";233;418.5;0;0;0;0
"Purmerend";439;"Purmerend";81683;"13-10-2021";"26-10-2021";235;287.7;0;0;0;0
"Putten";273;"Putten";24365;"13-10-2021";"26-10-2021";104;426.8;0;0;1;4.1
"Raalte";177;"Raalte";37911;"13-10-2021";"26-10-2021";213;561.8;0;0;0;0
"Reimerswaal";703;"Reimerswaal";22896;"13-10-2021";"26-10-2021";118;515.4;0;0;0;0
"Renkum";274;"Renkum";31417;"13-10-2021";"26-10-2021";67;213.3;1;3.2;0;0
"Renswoude";339;"Renswoude";5556;"13-10-2021";"26-10-2021";79;1421.9;1;18;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13127;"13-10-2021";"26-10-2021";28;213.3;0;0;0;0
"Rheden";275;"Rheden";43525;"13-10-2021";"26-10-2021";130;298.7;2;4.6;0;0
"Rhenen";340;"Rhenen";20203;"13-10-2021";"26-10-2021";220;1088.9;0;0;0;0
"Ridderkerk";597;"Ridderkerk";46671;"13-10-2021";"26-10-2021";206;441.4;0;0;0;0
"Rijssen-Holten";1742;"Rijssen-Holten";38204;"13-10-2021";"26-10-2021";453;1185.7;0;0;0;0
"Rijswijk";603;"Rijswijk";55220;"13-10-2021";"26-10-2021";199;360.4;1;1.8;0;0
"Roerdalen";1669;"Roerdalen";20580;"13-10-2021";"26-10-2021";89;432.5;1;4.9;0;0
"Roermond";957;"Roermond";58763;"13-10-2021";"26-10-2021";282;479.9;0;0;0;0
"Roosendaal";1674;"Roosendaal";77200;"13-10-2021";"26-10-2021";309;400.3;2;2.6;0;0
"Rotterdam";599;"Rotterdam";651631;"13-10-2021";"26-10-2021";1862;285.7;12;1.8;4;0.6
"Rozendaal";277;"Rozendaal";1726;"13-10-2021";"26-10-2021";3;173.8;0;0;0;0
"Rucphen";840;"Rucphen";23080;"13-10-2021";"26-10-2021";45;195;1;4.3;0;0
"Schagen";441;"Schagen";46532;"13-10-2021";"26-10-2021";185;397.6;2;4.3;1;2.1
"Scherpenzeel";279;"Scherpenzeel";10128;"13-10-2021";"26-10-2021";220;2172.2;0;0;0;0
"Schiedam";606;"Schiedam";79279;"13-10-2021";"26-10-2021";201;253.5;0;0;1;1.3
"Schiermonnikoog";88;"Schiermonnikoog";931;"13-10-2021";"26-10-2021";0;0;0;0;0;0
"Schouwen-Duiveland";1676;"Schouwen-Duiveland";34065;"13-10-2021";"26-10-2021";132;387.5;0;0;0;0
"Simpelveld";965;"Simpelveld";10477;"13-10-2021";"26-10-2021";38;362.7;0;0;0;0
"Sint Anthonis";1702;"Sint Anthonis";11691;"13-10-2021";"26-10-2021";87;744.2;1;8.6;0;0
"Sint-Michielsgestel";845;"Sint-Michielsgestel";29498;"13-10-2021";"26-10-2021";127;430.5;0;0;1;3.4
"Sittard-Geleen";1883;"Sittard-Geleen";91743;"13-10-2021";"26-10-2021";449;489.4;3;3.3;1;1.1
