"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Aa en Hunze";1680;"Aa en Hunze";25445;"23-06-2021";"06-07-2021";12;47.2;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31859;"23-06-2021";"06-07-2021";53;166.4;0;0;0;0
"Aalten";197;"Aalten";27121;"23-06-2021";"06-07-2021";11;40.6;0;0;0;0
"Achtkarspelen";59;"Achtkarspelen";27843;"23-06-2021";"06-07-2021";10;35.9;0;0;0;0
"Alblasserdam";482;"Alblasserdam";20165;"23-06-2021";"06-07-2021";41;203.3;0;0;0;0
"Albrandswaard";613;"Albrandswaard";25590;"23-06-2021";"06-07-2021";30;117.2;0;0;0;0
"Alkmaar";361;"Alkmaar";109436;"23-06-2021";"06-07-2021";44;40.2;1;0.9;0;0
"Almelo";141;"Almelo";73107;"23-06-2021";"06-07-2021";14;19.2;0;0;0;0
"Almere";34;"Almere";211893;"23-06-2021";"06-07-2021";87;41.1;0;0;0;0
"Alphen aan den Rijn";484;"Alphen aan den Rijn";111897;"23-06-2021";"06-07-2021";58;51.8;0;0;0;0
"Alphen-Chaam";1723;"Alphen-Chaam";10203;"23-06-2021";"06-07-2021";7;68.6;0;0;0;0
"Altena";1959;"Altena";55967;"23-06-2021";"06-07-2021";36;64.3;0;0;0;0
"Ameland";60;"Ameland";3716;"23-06-2021";"06-07-2021";0;0;0;0;0;0
"Amersfoort";307;"Amersfoort";157276;"23-06-2021";"06-07-2021";99;62.9;1;0.6;0;0
"Amstelveen";362;"Amstelveen";91675;"23-06-2021";"06-07-2021";109;118.9;0;0;0;0
"Amsterdam";363;"Amsterdam";872757;"23-06-2021";"06-07-2021";1239;142;1;0.1;1;0.1
"Apeldoorn";200;"Apeldoorn";163818;"23-06-2021";"06-07-2021";80;48.8;0;0;0;0
"Arnhem";202;"Arnhem";161348;"23-06-2021";"06-07-2021";87;53.9;0;0;0;0
"Assen";106;"Assen";68599;"23-06-2021";"06-07-2021";15;21.9;0;0;0;0
"Asten";743;"Asten";16721;"23-06-2021";"06-07-2021";4;23.9;0;0;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6859;"23-06-2021";"06-07-2021";20;291.6;0;0;0;0
"Baarn";308;"Baarn";24868;"23-06-2021";"06-07-2021";15;60.3;0;0;0;0
"Barendrecht";489;"Barendrecht";48714;"23-06-2021";"06-07-2021";71;145.7;0;0;0;0
"Barneveld";203;"Barneveld";59082;"23-06-2021";"06-07-2021";55;93.1;0;0;0;0
"Beek";888;"Beek";15865;"23-06-2021";"06-07-2021";5;31.5;0;0;0;0
"Beekdaelen";1954;"Beekdaelen";35938;"23-06-2021";"06-07-2021";8;22.3;0;0;0;0
"Beemster";370;"Beemster";10022;"23-06-2021";"06-07-2021";11;109.8;0;0;0;0
"Beesel";889;"Beesel";13482;"23-06-2021";"06-07-2021";1;7.4;0;0;0;0
"Berg en Dal";1945;"Berg en Dal";34992;"23-06-2021";"06-07-2021";15;42.9;0;0;0;0
"Bergeijk";1724;"Bergeijk";18635;"23-06-2021";"06-07-2021";13;69.8;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13085;"23-06-2021";"06-07-2021";5;38.2;0;0;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29839;"23-06-2021";"06-07-2021";8;26.8;0;0;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67496;"23-06-2021";"06-07-2021";22;32.6;0;0;0;0
"Berkelland";1859;"Berkelland";43747;"23-06-2021";"06-07-2021";34;77.7;0;0;0;0
"Bernheze";1721;"Bernheze";31240;"23-06-2021";"06-07-2021";17;54.4;0;0;0;0
"Best";753;"Best";29988;"23-06-2021";"06-07-2021";10;33.3;0;0;0;0
"Beuningen";209;"Beuningen";25890;"23-06-2021";"06-07-2021";7;27;0;0;0;0
"Beverwijk";375;"Beverwijk";41626;"23-06-2021";"06-07-2021";27;64.9;0;0;1;2.4
"Bladel";1728;"Bladel";20390;"23-06-2021";"06-07-2021";9;44.1;0;0;0;0
"Blaricum";376;"Blaricum";11540;"23-06-2021";"06-07-2021";15;130;0;0;0;0
"Bloemendaal";377;"Bloemendaal";23571;"23-06-2021";"06-07-2021";39;165.5;0;0;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";34872;"23-06-2021";"06-07-2021";44;126.2;0;0;0;0
"Boekel";755;"Boekel";10785;"23-06-2021";"06-07-2021";4;37.1;1;9.3;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25559;"23-06-2021";"06-07-2021";3;11.7;0;0;0;0
"Borne";147;"Borne";23312;"23-06-2021";"06-07-2021";9;38.6;0;0;0;0
"Borsele";654;"Borsele";22739;"23-06-2021";"06-07-2021";47;206.7;3;13.2;0;0
"Boxmeer";756;"Boxmeer";29365;"23-06-2021";"06-07-2021";12;40.9;0;0;0;0
"Boxtel";757;"Boxtel";32970;"23-06-2021";"06-07-2021";22;66.7;0;0;0;0
"Breda";758;"Breda";184069;"23-06-2021";"06-07-2021";277;150.5;0;0;0;0
"Brielle";501;"Brielle";17271;"23-06-2021";"06-07-2021";11;63.7;0;0;0;0
"Bronckhorst";1876;"Bronckhorst";36055;"23-06-2021";"06-07-2021";19;52.7;0;0;0;0
"Brummen";213;"Brummen";20726;"23-06-2021";"06-07-2021";15;72.4;0;0;0;0
"Brunssum";899;"Brunssum";27821;"23-06-2021";"06-07-2021";11;39.5;0;0;0;0
"Bunnik";312;"Bunnik";15191;"23-06-2021";"06-07-2021";5;32.9;0;0;0;0
"Bunschoten";313;"Bunschoten";21866;"23-06-2021";"06-07-2021";16;73.2;0;0;0;0
"Buren";214;"Buren";26749;"23-06-2021";"06-07-2021";12;44.9;0;0;0;0
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67122;"23-06-2021";"06-07-2021";38;56.6;0;0;0;0
"Castricum";383;"Castricum";35986;"23-06-2021";"06-07-2021";21;58.4;0;0;0;0
"Coevorden";109;"Coevorden";35297;"23-06-2021";"06-07-2021";3;8.5;0;0;0;0
"Cranendonck";1706;"Cranendonck";21138;"23-06-2021";"06-07-2021";8;37.8;0;0;0;0
"Cuijk";1684;"Cuijk";25130;"23-06-2021";"06-07-2021";2;8;0;0;1;4
"Culemborg";216;"Culemborg";28955;"23-06-2021";"06-07-2021";33;114;0;0;0;0
"Dalfsen";148;"Dalfsen";28587;"23-06-2021";"06-07-2021";16;56;0;0;0;0
"Dantumadiel";1891;"Dantumadiel";18922;"23-06-2021";"06-07-2021";1;5.3;0;0;0;0
"De Bilt";310;"De Bilt";43137;"23-06-2021";"06-07-2021";30;69.5;1;2.3;0;0
"De Fryske Marren";1940;"De Fryske Marren";51564;"23-06-2021";"06-07-2021";16;31;0;0;0;0
"De Ronde Venen";736;"De Ronde Venen";44456;"23-06-2021";"06-07-2021";17;38.2;0;0;0;0
"De Wolden";1690;"De Wolden";24330;"23-06-2021";"06-07-2021";0;0;0;0;0;0
"Delft";503;"Delft";103595;"23-06-2021";"06-07-2021";72;69.5;0;0;1;1
"Den Helder";400;"Den Helder";56296;"23-06-2021";"06-07-2021";34;60.4;0;0;0;0
"Deurne";762;"Deurne";32471;"23-06-2021";"06-07-2021";5;15.4;0;0;0;0
"Deventer";150;"Deventer";100719;"23-06-2021";"06-07-2021";41;40.7;0;0;0;0
"Diemen";384;"Diemen";30780;"23-06-2021";"06-07-2021";50;162.4;0;0;0;0
"Dinkelland";1774;"Dinkelland";26461;"23-06-2021";"06-07-2021";15;56.7;0;0;0;0
"Doesburg";221;"Doesburg";11077;"23-06-2021";"06-07-2021";1;9;0;0;0;0
"Doetinchem";222;"Doetinchem";58001;"23-06-2021";"06-07-2021";23;39.7;0;0;0;0
"Dongen";766;"Dongen";26222;"23-06-2021";"06-07-2021";23;87.7;0;0;0;0
"Dordrecht";505;"Dordrecht";119284;"23-06-2021";"06-07-2021";74;62;0;0;0;0
"Drechterland";498;"Drechterland";19719;"23-06-2021";"06-07-2021";15;76.1;0;0;0;0
"Drimmelen";1719;"Drimmelen";27272;"23-06-2021";"06-07-2021";17;62.3;0;0;0;0
"Dronten";303;"Dronten";41555;"23-06-2021";"06-07-2021";9;21.7;0;0;0;0
"Druten";225;"Druten";18926;"23-06-2021";"06-07-2021";9;47.6;0;0;0;0
"Duiven";226;"Duiven";25126;"23-06-2021";"06-07-2021";6;23.9;0;0;0;0
"Echt-Susteren";1711;"Echt-Susteren";31610;"23-06-2021";"06-07-2021";6;19;0;0;0;0
"Edam-Volendam";385;"Edam-Volendam";36197;"23-06-2021";"06-07-2021";24;66.3;0;0;0;0
"Ede";228;"Ede";117165;"23-06-2021";"06-07-2021";43;36.7;0;0;0;0
"Eemnes";317;"Eemnes";9247;"23-06-2021";"06-07-2021";8;86.5;0;0;0;0
"Eemsdelta";1979;"Eemsdelta";45857;"23-06-2021";"06-07-2021";4;8.7;0;0;0;0
"Eersel";770;"Eersel";19313;"23-06-2021";"06-07-2021";12;62.1;0;0;0;0
"Eijsden-Margraten";1903;"Eijsden-Margraten";25768;"23-06-2021";"06-07-2021";7;27.2;0;0;0;0
"Eindhoven";772;"Eindhoven";234394;"23-06-2021";"06-07-2021";214;91.3;0;0;0;0
"Elburg";230;"Elburg";23161;"23-06-2021";"06-07-2021";21;90.7;0;0;0;0
"Emmen";114;"Emmen";107048;"23-06-2021";"06-07-2021";17;15.9;0;0;0;0
"Enkhuizen";388;"Enkhuizen";18591;"23-06-2021";"06-07-2021";6;32.3;0;0;0;0
"Enschede";153;"Enschede";159640;"23-06-2021";"06-07-2021";288;180.4;1;0.6;1;0.6
