"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Aa en Hunze";1680;"Aa en Hunze";25445;"13-01-2021";"26-01-2021";73;286.9;1;3.9;1;3.9
"Aalsmeer";358;"Aalsmeer";31859;"13-01-2021";"26-01-2021";69;216.6;2;6.3;0;0
"Aalten";197;"Aalten";27121;"13-01-2021";"26-01-2021";94;346.6;1;3.7;1;3.7
"Achtkarspelen";59;"Achtkarspelen";27843;"13-01-2021";"26-01-2021";321;1152.9;3;10.8;5;18
"Alblasserdam";482;"Alblasserdam";20165;"13-01-2021";"26-01-2021";72;357.1;1;5;1;5
"Albrandswaard";613;"Albrandswaard";25590;"13-01-2021";"26-01-2021";66;257.9;0;0;2;7.8
"Alkmaar";361;"Alkmaar";109436;"13-01-2021";"26-01-2021";399;364.6;0;0;3;2.7
"Almelo";141;"Almelo";73107;"13-01-2021";"26-01-2021";258;352.9;3;4.1;2;2.7
"Almere";34;"Almere";211893;"13-01-2021";"26-01-2021";779;367.6;4;1.9;7;3.3
"Alphen aan den Rijn";484;"Alphen aan den Rijn";111897;"13-01-2021";"26-01-2021";337;301.2;4;3.6;7;6.3
"Alphen-Chaam";1723;"Alphen-Chaam";10203;"13-01-2021";"26-01-2021";17;166.6;0;0;0;0
"Altena";1959;"Altena";55967;"13-01-2021";"26-01-2021";330;589.6;3;5.4;2;3.6
"Ameland";60;"Ameland";3716;"13-01-2021";"26-01-2021";4;107.6;0;0;0;0
"Amersfoort";307;"Amersfoort";157276;"13-01-2021";"26-01-2021";544;345.9;7;4.5;2;1.3
"Amstelveen";362;"Amstelveen";91675;"13-01-2021";"26-01-2021";230;250.9;1;1.1;0;0
"Amsterdam";363;"Amsterdam";872757;"13-01-2021";"26-01-2021";2912;333.7;40;4.6;30;3.4
"Apeldoorn";200;"Apeldoorn";163818;"13-01-2021";"26-01-2021";389;237.5;2;1.2;8;4.9
"Arnhem";202;"Arnhem";161348;"13-01-2021";"26-01-2021";477;295.6;3;1.9;10;6.2
"Assen";106;"Assen";68599;"13-01-2021";"26-01-2021";136;198.3;1;1.5;1;1.5
"Asten";743;"Asten";16721;"13-01-2021";"26-01-2021";67;400.7;1;6;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6859;"13-01-2021";"26-01-2021";17;247.8;0;0;0;0
"Baarn";308;"Baarn";24868;"13-01-2021";"26-01-2021";68;273.4;1;4;0;0
"Barendrecht";489;"Barendrecht";48714;"13-01-2021";"26-01-2021";117;240.2;0;0;0;0
"Barneveld";203;"Barneveld";59082;"13-01-2021";"26-01-2021";494;836.1;2;3.4;12;20.3
"Beek";888;"Beek";15865;"13-01-2021";"26-01-2021";70;441.2;0;0;0;0
"Beekdaelen";1954;"Beekdaelen";35938;"13-01-2021";"26-01-2021";182;506.4;2;5.6;2;5.6
"Beemster";370;"Beemster";10022;"13-01-2021";"26-01-2021";43;429.1;1;10;0;0
"Beesel";889;"Beesel";13482;"13-01-2021";"26-01-2021";84;623.1;0;0;0;0
"Berg en Dal";1945;"Berg en Dal";34992;"13-01-2021";"26-01-2021";119;340.1;0;0;1;2.9
"Bergeijk";1724;"Bergeijk";18635;"13-01-2021";"26-01-2021";114;611.8;0;0;1;5.4
"Bergen (L.)";893;"Bergen (L.)";13085;"13-01-2021";"26-01-2021";104;794.8;1;7.6;2;15.3
"Bergen (NH.)";373;"Bergen (NH.)";29839;"13-01-2021";"26-01-2021";83;278.2;1;3.4;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67496;"13-01-2021";"26-01-2021";191;283;4;5.9;1;1.5
"Berkelland";1859;"Berkelland";43747;"13-01-2021";"26-01-2021";200;457.2;1;2.3;3;6.9
"Bernheze";1721;"Bernheze";31240;"13-01-2021";"26-01-2021";125;400.1;1;3.2;0;0
"Best";753;"Best";29988;"13-01-2021";"26-01-2021";169;563.6;1;3.3;2;6.7
"Beuningen";209;"Beuningen";25890;"13-01-2021";"26-01-2021";113;436.5;1;3.9;0;0
"Beverwijk";375;"Beverwijk";41626;"13-01-2021";"26-01-2021";156;374.8;1;2.4;0;0
"Bladel";1728;"Bladel";20390;"13-01-2021";"26-01-2021";158;774.9;0;0;0;0
"Blaricum";376;"Blaricum";11540;"13-01-2021";"26-01-2021";31;268.6;0;0;1;8.7
"Bloemendaal";377;"Bloemendaal";23571;"13-01-2021";"26-01-2021";63;267.3;0;0;3;12.7
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";34872;"13-01-2021";"26-01-2021";211;605.1;5;14.3;6;17.2
"Boekel";755;"Boekel";10785;"13-01-2021";"26-01-2021";43;398.7;0;0;1;9.3
"Borger-Odoorn";1681;"Borger-Odoorn";25559;"13-01-2021";"26-01-2021";84;328.7;0;0;0;0
"Borne";147;"Borne";23312;"13-01-2021";"26-01-2021";118;506.2;2;8.6;6;25.7
"Borsele";654;"Borsele";22739;"13-01-2021";"26-01-2021";124;545.3;2;8.8;1;4.4
"Boxmeer";756;"Boxmeer";29365;"13-01-2021";"26-01-2021";184;626.6;1;3.4;2;6.8
"Boxtel";757;"Boxtel";32970;"13-01-2021";"26-01-2021";124;376.1;0;0;3;9.1
"Breda";758;"Breda";184069;"13-01-2021";"26-01-2021";389;211.3;2;1.1;2;1.1
"Brielle";501;"Brielle";17271;"13-01-2021";"26-01-2021";42;243.2;1;5.8;0;0
"Bronckhorst";1876;"Bronckhorst";36055;"13-01-2021";"26-01-2021";152;421.6;1;2.8;0;0
"Brummen";213;"Brummen";20726;"13-01-2021";"26-01-2021";37;178.5;0;0;1;4.8
"Brunssum";899;"Brunssum";27821;"13-01-2021";"26-01-2021";95;341.5;2;7.2;2;7.2
"Bunnik";312;"Bunnik";15191;"13-01-2021";"26-01-2021";36;237;0;0;0;0
"Bunschoten";313;"Bunschoten";21866;"13-01-2021";"26-01-2021";146;667.7;0;0;1;4.6
"Buren";214;"Buren";26749;"13-01-2021";"26-01-2021";115;429.9;2;7.5;0;0
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67122;"13-01-2021";"26-01-2021";185;275.6;2;3;3;4.5
"Castricum";383;"Castricum";35986;"13-01-2021";"26-01-2021";86;239;0;0;3;8.3
"Coevorden";109;"Coevorden";35297;"13-01-2021";"26-01-2021";201;569.5;1;2.8;3;8.5
"Cranendonck";1706;"Cranendonck";21138;"13-01-2021";"26-01-2021";151;714.4;0;0;3;14.2
"Cuijk";1684;"Cuijk";25130;"13-01-2021";"26-01-2021";107;425.8;0;0;1;4
"Culemborg";216;"Culemborg";28955;"13-01-2021";"26-01-2021";139;480.1;1;3.5;2;6.9
"Dalfsen";148;"Dalfsen";28587;"13-01-2021";"26-01-2021";142;496.7;0;0;0;0
"Dantumadiel";1891;"Dantumadiel";18922;"13-01-2021";"26-01-2021";79;417.5;0;0;2;10.6
"De Bilt";310;"De Bilt";43137;"13-01-2021";"26-01-2021";149;345.4;2;4.6;3;7
"De Fryske Marren";1940;"De Fryske Marren";51564;"13-01-2021";"26-01-2021";176;341.3;1;1.9;1;1.9
"De Ronde Venen";736;"De Ronde Venen";44456;"13-01-2021";"26-01-2021";129;290.2;4;9;0;0
"De Wolden";1690;"De Wolden";24330;"13-01-2021";"26-01-2021";124;509.7;1;4.1;2;8.2
"Delft";503;"Delft";103595;"13-01-2021";"26-01-2021";301;290.6;4;3.9;7;6.8
"Den Helder";400;"Den Helder";56296;"13-01-2021";"26-01-2021";276;490.3;1;1.8;1;1.8
"Deurne";762;"Deurne";32471;"13-01-2021";"26-01-2021";178;548.2;0;0;0;0
"Deventer";150;"Deventer";100719;"13-01-2021";"26-01-2021";298;295.9;1;1;2;2
