"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Aa en Hunze";1680;"Aa en Hunze";25445;"24-03-2021";"06-04-2021";81;318.3;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31859;"24-03-2021";"06-04-2021";241;756.5;2;6.3;0;0
"Aalten";197;"Aalten";27121;"24-03-2021";"06-04-2021";239;881.2;0;0;0;0
"Achtkarspelen";59;"Achtkarspelen";27843;"24-03-2021";"06-04-2021";107;384.3;0;0;0;0
"Alblasserdam";482;"Alblasserdam";20165;"24-03-2021";"06-04-2021";185;917.4;1;5;0;0
"Albrandswaard";613;"Albrandswaard";25590;"24-03-2021";"06-04-2021";151;590.1;0;0;0;0
"Alkmaar";361;"Alkmaar";109436;"24-03-2021";"06-04-2021";550;502.6;5;4.6;5;4.6
"Almelo";141;"Almelo";73107;"24-03-2021";"06-04-2021";211;288.6;2;2.7;0;0
"Almere";34;"Almere";211893;"24-03-2021";"06-04-2021";847;399.7;7;3.3;0;0
"Alphen aan den Rijn";484;"Alphen aan den Rijn";111897;"24-03-2021";"06-04-2021";685;612.2;5;4.5;0;0
"Alphen-Chaam";1723;"Alphen-Chaam";10203;"24-03-2021";"06-04-2021";51;499.9;0;0;0;0
"Altena";1959;"Altena";55967;"24-03-2021";"06-04-2021";239;427;0;0;0;0
"Ameland";60;"Ameland";3716;"24-03-2021";"06-04-2021";8;215.3;0;0;0;0
"Amersfoort";307;"Amersfoort";157276;"24-03-2021";"06-04-2021";749;476.2;4;2.5;1;0.6
"Amstelveen";362;"Amstelveen";91675;"24-03-2021";"06-04-2021";346;377.4;2;2.2;0;0
"Amsterdam";363;"Amsterdam";872757;"24-03-2021";"06-04-2021";4034;462.2;42;4.8;16;1.8
"Apeldoorn";200;"Apeldoorn";163818;"24-03-2021";"06-04-2021";855;521.9;3;1.8;0;0
"Arnhem";202;"Arnhem";161348;"24-03-2021";"06-04-2021";511;316.7;2;1.2;1;0.6
"Assen";106;"Assen";68599;"24-03-2021";"06-04-2021";311;453.4;2;2.9;0;0
"Asten";743;"Asten";16721;"24-03-2021";"06-04-2021";103;616;2;12;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6859;"24-03-2021";"06-04-2021";35;510.3;0;0;0;0
"Baarn";308;"Baarn";24868;"24-03-2021";"06-04-2021";110;442.3;1;4;2;8
"Barendrecht";489;"Barendrecht";48714;"24-03-2021";"06-04-2021";320;656.9;4;8.2;1;2.1
"Barneveld";203;"Barneveld";59082;"24-03-2021";"06-04-2021";283;479;2;3.4;2;3.4
"Beek";888;"Beek";15865;"24-03-2021";"06-04-2021";104;655.5;1;6.3;0;0
"Beekdaelen";1954;"Beekdaelen";35938;"24-03-2021";"06-04-2021";224;623.3;2;5.6;0;0
"Beemster";370;"Beemster";10022;"24-03-2021";"06-04-2021";49;488.9;0;0;1;10
"Beesel";889;"Beesel";13482;"24-03-2021";"06-04-2021";125;927.2;1;7.4;1;7.4
"Berg en Dal";1945;"Berg en Dal";34992;"24-03-2021";"06-04-2021";200;571.6;1;2.9;1;2.9
"Bergeijk";1724;"Bergeijk";18635;"24-03-2021";"06-04-2021";106;568.8;0;0;1;5.4
"Bergen (L.)";893;"Bergen (L.)";13085;"24-03-2021";"06-04-2021";45;343.9;0;0;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29839;"24-03-2021";"06-04-2021";141;472.5;0;0;1;3.4
"Bergen op Zoom";748;"Bergen op Zoom";67496;"24-03-2021";"06-04-2021";330;488.9;3;4.4;2;3
"Berkelland";1859;"Berkelland";43747;"24-03-2021";"06-04-2021";158;361.2;0;0;0;0
"Bernheze";1721;"Bernheze";31240;"24-03-2021";"06-04-2021";192;614.6;0;0;0;0
"Best";753;"Best";29988;"24-03-2021";"06-04-2021";149;496.9;0;0;0;0
"Beuningen";209;"Beuningen";25890;"24-03-2021";"06-04-2021";114;440.3;3;11.6;2;7.7
"Beverwijk";375;"Beverwijk";41626;"24-03-2021";"06-04-2021";258;619.8;1;2.4;1;2.4
"Bladel";1728;"Bladel";20390;"24-03-2021";"06-04-2021";134;657.2;0;0;0;0
"Blaricum";376;"Blaricum";11540;"24-03-2021";"06-04-2021";57;493.9;1;8.7;0;0
"Bloemendaal";377;"Bloemendaal";23571;"24-03-2021";"06-04-2021";92;390.3;0;0;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";34872;"24-03-2021";"06-04-2021";213;610.8;1;2.9;0;0
"Boekel";755;"Boekel";10785;"24-03-2021";"06-04-2021";46;426.5;0;0;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25559;"24-03-2021";"06-04-2021";73;285.6;0;0;0;0
"Borne";147;"Borne";23312;"24-03-2021";"06-04-2021";71;304.6;0;0;0;0
"Borsele";654;"Borsele";22739;"24-03-2021";"06-04-2021";104;457.4;0;0;0;0
"Boxmeer";756;"Boxmeer";29365;"24-03-2021";"06-04-2021";165;561.9;0;0;0;0
"Boxtel";757;"Boxtel";32970;"24-03-2021";"06-04-2021";213;646;1;3;1;3
"Breda";758;"Breda";184069;"24-03-2021";"06-04-2021";807;438.4;2;1.1;0;0
"Brielle";501;"Brielle";17271;"24-03-2021";"06-04-2021";94;544.3;0;0;0;0
"Bronckhorst";1876;"Bronckhorst";36055;"24-03-2021";"06-04-2021";201;557.5;1;2.8;1;2.8
"Brummen";213;"Brummen";20726;"24-03-2021";"06-04-2021";67;323.3;1;4.8;0;0
"Brunssum";899;"Brunssum";27821;"24-03-2021";"06-04-2021";212;762;3;10.8;0;0
"Bunnik";312;"Bunnik";15191;"24-03-2021";"06-04-2021";56;368.6;0;0;0;0
"Bunschoten";313;"Bunschoten";21866;"24-03-2021";"06-04-2021";183;836.9;1;4.6;0;0
"Buren";214;"Buren";26749;"24-03-2021";"06-04-2021";160;598.2;0;0;0;0
