"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Bladel";1728;"Bladel";20529;"18-05-2022";"31-05-2022";5;24.4;0;0;0;0
"Blaricum";376;"Blaricum";11954;"18-05-2022";"31-05-2022";7;58.6;0;0;0;0
"Bloemendaal";377;"Bloemendaal";23478;"18-05-2022";"31-05-2022";17;72.4;0;0;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";35278;"18-05-2022";"31-05-2022";22;62.4;2;5.7;0;0
"Boekel";755;"Boekel";10959;"18-05-2022";"31-05-2022";4;36.5;1;9.1;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25598;"18-05-2022";"31-05-2022";8;31.3;0;0;0;0
"Borne";147;"Borne";23668;"18-05-2022";"31-05-2022";18;76.1;0;0;0;0
"Borsele";654;"Borsele";22818;"18-05-2022";"31-05-2022";10;43.8;0;0;0;0
"Boxtel";757;"Boxtel";32973;"18-05-2022";"31-05-2022";8;24.3;0;0;0;0
"Breda";758;"Breda";184126;"18-05-2022";"31-05-2022";103;55.9;3;1.6;0;0
"Brielle";501;"Brielle";17439;"18-05-2022";"31-05-2022";9;51.6;1;5.7;0;0
"Bronckhorst";1876;"Bronckhorst";36087;"18-05-2022";"31-05-2022";16;44.3;0;0;0;0
"Brummen";213;"Brummen";20884;"18-05-2022";"31-05-2022";13;62.2;0;0;0;0
"Brunssum";899;"Brunssum";27670;"18-05-2022";"31-05-2022";12;43.4;0;0;0;0
"Bunnik";312;"Bunnik";15341;"18-05-2022";"31-05-2022";15;97.8;1;6.5;0;0
"Bunschoten";313;"Bunschoten";22019;"18-05-2022";"31-05-2022";9;40.9;1;4.5;0;0
"Buren";214;"Buren";27009;"18-05-2022";"31-05-2022";13;48.1;2;7.4;0;0
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67319;"18-05-2022";"31-05-2022";58;86.2;3;4.5;1;1.5
"Castricum";383;"Castricum";36086;"18-05-2022";"31-05-2022";20;55.4;0;0;0;0
"Coevorden";109;"Coevorden";35317;"18-05-2022";"31-05-2022";24;68;2;5.7;0;0
"Cranendonck";1706;"Cranendonck";21001;"18-05-2022";"31-05-2022";4;19;0;0;0;0
"Culemborg";216;"Culemborg";29121;"18-05-2022";"31-05-2022";20;68.7;1;3.4;0;0
"Dalfsen";148;"Dalfsen";28901;"18-05-2022";"31-05-2022";22;76.1;1;3.5;0;0
"Dantumadiel";1891;"Dantumadiel";18943;"18-05-2022";"31-05-2022";2;10.6;1;5.3;0;0
"De Bilt";310;"De Bilt";43384;"18-05-2022";"31-05-2022";37;85.3;2;4.6;0;0
"De Fryske Marren";1940;"De Fryske Marren";51778;"18-05-2022";"31-05-2022";18;34.8;4;7.7;0;0
"De Ronde Venen";736;"De Ronde Venen";44720;"18-05-2022";"31-05-2022";29;64.8;2;4.5;0;0
"De Wolden";1690;"De Wolden";24374;"18-05-2022";"31-05-2022";7;28.7;0;0;0;0
"Delft";503;"Delft";103581;"18-05-2022";"31-05-2022";83;80.1;6;5.8;0;0
"Den Helder";400;"Den Helder";56582;"18-05-2022";"31-05-2022";53;93.7;1;1.8;0;0
"Deurne";762;"Deurne";32437;"18-05-2022";"31-05-2022";6;18.5;0;0;0;0
"Deventer";150;"Deventer";101236;"18-05-2022";"31-05-2022";43;42.5;2;2;0;0
"Diemen";384;"Diemen";31334;"18-05-2022";"31-05-2022";37;118.1;0;0;0;0
"Dijk en Waard";1980;"Dijk en Waard";86722;"18-05-2022";"31-05-2022";77;88.8;6;6.9;0;0
"Dinkelland";1774;"Dinkelland";26606;"18-05-2022";"31-05-2022";5;18.8;0;0;0;0
"Doesburg";221;"Doesburg";11064;"18-05-2022";"31-05-2022";6;54.2;1;9;0;0
"Doetinchem";222;"Doetinchem";58270;"18-05-2022";"31-05-2022";29;49.8;1;1.7;0;0
"Dongen";766;"Dongen";26368;"18-05-2022";"31-05-2022";5;19;0;0;0;0
"Dordrecht";505;"Dordrecht";119115;"18-05-2022";"31-05-2022";89;74.7;1;0.8;1;0.8
"Drechterland";498;"Drechterland";19838;"18-05-2022";"31-05-2022";9;45.4;0;0;0;0
"Drimmelen";1719;"Drimmelen";27325;"18-05-2022";"31-05-2022";13;47.6;0;0;0;0
"Dronten";303;"Dronten";42011;"18-05-2022";"31-05-2022";38;90.5;0;0;0;0
"Druten";225;"Druten";18991;"18-05-2022";"31-05-2022";7;36.9;1;5.3;0;0
"Duiven";226;"Duiven";25066;"18-05-2022";"31-05-2022";14;55.9;1;4;0;0
"Echt-Susteren";1711;"Echt-Susteren";31751;"18-05-2022";"31-05-2022";13;40.9;0;0;0;0
"Edam-Volendam";385;"Edam-Volendam";36268;"18-05-2022";"31-05-2022";26;71.7;0;0;0;0
"Ede";228;"Ede";118530;"18-05-2022";"31-05-2022";66;55.7;1;0.8;0;0
"Eemnes";317;"Eemnes";9362;"18-05-2022";"31-05-2022";8;85.5;0;0;0;0
"Eemsdelta";1979;"Eemsdelta";45587;"18-05-2022";"31-05-2022";20;43.9;1;2.2;0;0
"Eersel";770;"Eersel";19528;"18-05-2022";"31-05-2022";10;51.2;0;0;0;0
"Eijsden-Margraten";1903;"Eijsden-Margraten";25900;"18-05-2022";"31-05-2022";9;34.7;0;0;0;0
"Eindhoven";772;"Eindhoven";235691;"18-05-2022";"31-05-2022";172;73;1;0.4;0;0
"Elburg";230;"Elburg";23429;"18-05-2022";"31-05-2022";6;25.6;0;0;0;0
"Emmen";114;"Emmen";107024;"18-05-2022";"31-05-2022";52;48.6;0;0;0;0
"Enkhuizen";388;"Enkhuizen";18637;"18-05-2022";"31-05-2022";4;21.5;0;0;0;0
"Enschede";153;"Enschede";159732;"18-05-2022";"31-05-2022";133;83.3;2;1.3;0;0
"Epe";232;"Epe";33198;"18-05-2022";"31-05-2022";12;36.1;0;0;0;0
"Ermelo";233;"Ermelo";27016;"18-05-2022";"31-05-2022";9;33.3;0;0;0;0
"Etten-Leur";777;"Etten-Leur";43869;"18-05-2022";"31-05-2022";12;27.4;0;0;0;0
"Geertruidenberg";779;"Geertruidenberg";21770;"18-05-2022";"31-05-2022";9;41.3;0;0;0;0
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";40066;"18-05-2022";"31-05-2022";22;54.9;2;5;0;0
"Gemert-Bakel";1652;"Gemert-Bakel";30760;"18-05-2022";"31-05-2022";4;13;1;3.3;0;0
"Gennep";907;"Gennep";17035;"18-05-2022";"31-05-2022";2;11.7;1;5.9;0;0
"Gilze en Rijen";784;"Gilze en Rijen";26723;"18-05-2022";"31-05-2022";10;37.4;0;0;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50589;"18-05-2022";"31-05-2022";40;79.1;1;2;0;0
"Goes";664;"Goes";38594;"18-05-2022";"31-05-2022";22;57;0;0;0;0
"Goirle";785;"Goirle";23952;"18-05-2022";"31-05-2022";15;62.6;0;0;0;0
"Gooise Meren";1942;"Gooise Meren";58524;"18-05-2022";"31-05-2022";76;129.9;1;1.7;0;0
"Gorinchem";512;"Gorinchem";37410;"18-05-2022";"31-05-2022";30;80.2;1;2.7;0;0
"Gouda";513;"Gouda";73681;"18-05-2022";"31-05-2022";52;70.6;0;0;0;0
"Groningen";14;"Groningen";233273;"18-05-2022";"31-05-2022";164;70.3;2;0.9;0;0
"Gulpen-Wittem";1729;"Gulpen-Wittem";14206;"18-05-2022";"31-05-2022";7;49.3;0;0;0;0
"Haaksbergen";158;"Haaksbergen";24229;"18-05-2022";"31-05-2022";15;61.9;0;0;0;0
"Haarlem";392;"Haarlem";162543;"18-05-2022";"31-05-2022";168;103.4;1;0.6;0;0
"Haarlemmermeer";394;"Haarlemmermeer";157789;"18-05-2022";"31-05-2022";158;100.1;5;3.2;1;0.6
"Halderberge";1655;"Halderberge";30430;"18-05-2022";"31-05-2022";8;26.3;0;0;0;0
"Hardenberg";160;"Hardenberg";61357;"18-05-2022";"31-05-2022";20;32.6;0;0;0;0
"Harderwijk";243;"Harderwijk";48726;"18-05-2022";"31-05-2022";48;98.5;0;0;0;0
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18413;"18-05-2022";"31-05-2022";4;21.7;0;0;0;0
"Harlingen";72;"Harlingen";15807;"18-05-2022";"31-05-2022";6;38;0;0;0;0
"Hattem";244;"Hattem";12228;"18-05-2022";"31-05-2022";9;73.6;1;8.2;0;0
"Heemskerk";396;"Heemskerk";39191;"18-05-2022";"31-05-2022";28;71.4;0;0;0;0
"Heemstede";397;"Heemstede";27545;"18-05-2022";"31-05-2022";16;58.1;0;0;0;0
"Heerde";246;"Heerde";18776;"18-05-2022";"31-05-2022";7;37.3;0;0;0;0
"Heerenveen";74;"Heerenveen";50650;"18-05-2022";"31-05-2022";24;47.4;1;2;0;0
"Heerlen";917;"Heerlen";86936;"18-05-2022";"31-05-2022";51;58.7;0;0;0;0
"Heeze-Leende";1658;"Heeze-Leende";16243;"18-05-2022";"31-05-2022";4;24.6;0;0;0;0
"Heiloo";399;"Heiloo";24144;"18-05-2022";"31-05-2022";24;99.4;0;0;0;0
"Hellendoorn";163;"Hellendoorn";35932;"18-05-2022";"31-05-2022";12;33.4;2;5.6;0;0
"Hellevoetsluis";530;"Hellevoetsluis";40312;"18-05-2022";"31-05-2022";40;99.2;0;0;0;0
"Helmond";794;"Helmond";92627;"18-05-2022";"31-05-2022";40;43.2;1;1.1;0;0
"Hendrik-Ido-Ambacht";531;"Hendrik-Ido-Ambacht";31258;"18-05-2022";"31-05-2022";36;115.2;2;6.4;0;0
"Hengelo";164;"Hengelo";81049;"18-05-2022";"31-05-2022";47;58;0;0;0;0
"Het Hogeland";1966;"Het Hogeland";47834;"18-05-2022";"31-05-2022";22;46;0;0;0;0
"Heumen";252;"Heumen";16569;"18-05-2022";"31-05-2022";6;36.2;0;0;0;0
"Heusden";797;"Heusden";45005;"18-05-2022";"31-05-2022";9;20;0;0;1;2.2
"Hillegom";534;"Hillegom";22197;"18-05-2022";"31-05-2022";11;49.6;0;0;0;0
"Hilvarenbeek";798;"Hilvarenbeek";15698;"18-05-2022";"31-05-2022";8;51;0;0;0;0
"Hilversum";402;"Hilversum";91235;"18-05-2022";"31-05-2022";107;117.3;1;1.1;0;0
"Hoeksche Waard";1963;"Hoeksche Waard";88047;"18-05-2022";"31-05-2022";55;62.5;2;2.3;0;0
"Hof van Twente";1735;"Hof van Twente";35040;"18-05-2022";"31-05-2022";14;40;1;2.9;0;0
"Hollands Kroon";1911;"Hollands Kroon";48583;"18-05-2022";"31-05-2022";13;26.8;1;2.1;0;0
"Hoogeveen";118;"Hoogeveen";55603;"18-05-2022";"31-05-2022";17;30.6;0;0;1;1.8
"Hoorn";405;"Hoorn";73619;"18-05-2022";"31-05-2022";35;47.5;1;1.4;0;0
"Horst aan de Maas";1507;"Horst aan de Maas";42487;"18-05-2022";"31-05-2022";11;25.9;0;0;0;0
"Houten";321;"Houten";50223;"18-05-2022";"31-05-2022";41;81.6;1;2;0;0
"Huizen";406;"Huizen";41090;"18-05-2022";"31-05-2022";41;99.8;0;0;0;0
"Hulst";677;"Hulst";27575;"18-05-2022";"31-05-2022";7;25.4;0;0;0;0
"IJsselstein";353;"IJsselstein";33819;"18-05-2022";"31-05-2022";30;88.7;1;3;0;0
"Kaag en Braassem";1884;"Kaag en Braassem";27541;"18-05-2022";"31-05-2022";20;72.6;0;0;0;0
"Kampen";166;"Kampen";54474;"18-05-2022";"31-05-2022";24;44.1;0;0;0;0
"Kapelle";678;"Kapelle";12882;"18-05-2022";"31-05-2022";8;62.1;0;0;0;0
"Katwijk";537;"Katwijk";65995;"18-05-2022";"31-05-2022";46;69.7;1;1.5;0;0
"Kerkrade";928;"Kerkrade";45442;"18-05-2022";"31-05-2022";7;15.4;0;0;0;0
"Koggenland";1598;"Koggenland";22940;"18-05-2022";"31-05-2022";9;39.2;1;4.4;0;0
"Krimpen aan den IJssel";542;"Krimpen aan den IJssel";29410;"18-05-2022";"31-05-2022";20;68;1;3.4;0;0
"Krimpenerwaard";1931;"Krimpenerwaard";56622;"18-05-2022";"31-05-2022";13;23;1;1.8;0;0
"Laarbeek";1659;"Laarbeek";22805;"18-05-2022";"31-05-2022";5;21.9;0;0;0;0
"Land van Cuijk";1982;"Land van Cuijk";90194;"18-05-2022";"31-05-2022";33;36.6;0;0;0;0
"Landgraaf";882;"Landgraaf";37262;"18-05-2022";"31-05-2022";25;67.1;0;0;0;0
"Landsmeer";415;"Landsmeer";11565;"18-05-2022";"31-05-2022";21;181.6;0;0;0;0
"Lansingerland";1621;"Lansingerland";63363;"18-05-2022";"31-05-2022";79;124.7;1;1.6;0;0
"Laren";417;"Laren";11398;"18-05-2022";"31-05-2022";15;131.6;0;0;0;0
"Leeuwarden";80;"Leeuwarden";124481;"18-05-2022";"31-05-2022";90;72.3;3;2.4;0;0
"Leiden";546;"Leiden";124093;"18-05-2022";"31-05-2022";150;120.9;1;0.8;0;0
"Leiderdorp";547;"Leiderdorp";27377;"18-05-2022";"31-05-2022";28;102.3;0;0;0;0
"Leidschendam-Voorburg";1916;"Leidschendam-Voorburg";76433;"18-05-2022";"31-05-2022";72;94.2;2;2.6;0;0
"Lelystad";995;"Lelystad";79811;"18-05-2022";"31-05-2022";61;76.4;0;0;0;0
"Leudal";1640;"Leudal";36045;"18-05-2022";"31-05-2022";11;30.5;0;0;0;0
"Leusden";327;"Leusden";30544;"18-05-2022";"31-05-2022";29;94.9;2;6.5;0;0
"Lingewaard";1705;"Lingewaard";46822;"18-05-2022";"31-05-2022";17;36.3;1;2.1;0;0
"Lisse";553;"Lisse";22982;"18-05-2022";"31-05-2022";16;69.6;0;0;0;0
"Lochem";262;"Lochem";33948;"18-05-2022";"31-05-2022";13;38.3;0;0;0;0
"Loon op Zand";809;"Loon op Zand";23504;"18-05-2022";"31-05-2022";7;29.8;0;0;0;0
"Lopik";331;"Lopik";14456;"18-05-2022";"31-05-2022";5;34.6;0;0;0;0
"Losser";168;"Losser";22888;"18-05-2022";"31-05-2022";19;83;1;4.4;0;0
"Maasdriel";263;"Maasdriel";25452;"18-05-2022";"31-05-2022";17;66.8;2;7.9;0;0
"Maasgouw";1641;"Maasgouw";23947;"18-05-2022";"31-05-2022";13;54.3;0;0;0;0
"Maashorst";1991;"Maashorst";58108;"18-05-2022";"31-05-2022";23;39.6;0;0;0;0
"Maassluis";556;"Maassluis";33567;"18-05-2022";"31-05-2022";18;53.6;0;0;0;0
"Maastricht";935;"Maastricht";120227;"18-05-2022";"31-05-2022";54;44.9;0;0;0;0
"Medemblik";420;"Medemblik";45165;"18-05-2022";"31-05-2022";24;53.1;0;0;0;0
"Meerssen";938;"Meerssen";18661;"18-05-2022";"31-05-2022";6;32.2;0;0;0;0
"Meierijstad";1948;"Meierijstad";81647;"18-05-2022";"31-05-2022";38;46.5;3;3.7;0;0
"Meppel";119;"Meppel";34386;"18-05-2022";"31-05-2022";20;58.2;1;2.9;0;0
"Middelburg";687;"Middelburg";48964;"18-05-2022";"31-05-2022";28;57.2;1;2;0;0
"Midden-Delfland";1842;"Midden-Delfland";19414;"18-05-2022";"31-05-2022";15;77.3;0;0;0;0
"Midden-Drenthe";1731;"Midden-Drenthe";33381;"18-05-2022";"31-05-2022";19;56.9;0;0;0;0
"Midden-Groningen";1952;"Midden-Groningen";60726;"18-05-2022";"31-05-2022";33;54.3;2;3.3;0;0
"Moerdijk";1709;"Moerdijk";37185;"18-05-2022";"31-05-2022";21;56.5;0;0;0;0
"Molenlanden";1978;"Molenlanden";44130;"18-05-2022";"31-05-2022";25;56.7;2;4.5;0;0
"Montferland";1955;"Montferland";36031;"18-05-2022";"31-05-2022";20;55.5;2;5.6;0;0
"Montfoort";335;"Montfoort";13896;"18-05-2022";"31-05-2022";7;50.4;0;0;0;0
"Mook en Middelaar";944;"Mook en Middelaar";7909;"18-05-2022";"31-05-2022";2;25.3;0;0;0;0
"Neder-Betuwe";1740;"Neder-Betuwe";24648;"18-05-2022";"31-05-2022";16;64.9;1;4.1;0;0
"Nederweert";946;"Nederweert";17171;"18-05-2022";"31-05-2022";6;34.9;0;0;0;0
"Nieuwegein";356;"Nieuwegein";63866;"18-05-2022";"31-05-2022";39;61.1;1;1.6;0;0
"Nieuwkoop";569;"Nieuwkoop";29151;"18-05-2022";"31-05-2022";36;123.5;0;0;0;0
"Nijkerk";267;"Nijkerk";43600;"18-05-2022";"31-05-2022";30;68.8;3;6.9;0;0
"Nijmegen";268;"Nijmegen";177359;"18-05-2022";"31-05-2022";115;64.8;4;2.3;0;0
"Nissewaard";1930;"Nissewaard";85440;"18-05-2022";"31-05-2022";75;87.8;3;3.5;0;0
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45481;"18-05-2022";"31-05-2022";13;28.6;2;4.4;0;0
"Noord-Beveland";1695;"Noord-Beveland";7581;"18-05-2022";"31-05-2022";4;52.8;0;0;0;0
"Noordenveld";1699;"Noordenveld";31214;"18-05-2022";"31-05-2022";6;19.2;0;0;0;0
"Noordoostpolder";171;"Noordoostpolder";47583;"18-05-2022";"31-05-2022";11;23.1;1;2.1;0;0
"Noordwijk";575;"Noordwijk";44062;"18-05-2022";"31-05-2022";35;79.4;1;2.3;0;0
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23702;"18-05-2022";"31-05-2022";12;50.6;0;0;0;0
"Nunspeet";302;"Nunspeet";28021;"18-05-2022";"31-05-2022";7;25;0;0;0;0
"Oegstgeest";579;"Oegstgeest";25064;"18-05-2022";"31-05-2022";44;175.6;0;0;0;0
"Oirschot";823;"Oirschot";18842;"18-05-2022";"31-05-2022";6;31.8;0;0;0;0
"Oisterwijk";824;"Oisterwijk";32373;"18-05-2022";"31-05-2022";12;37.1;2;6.2;0;0
"Oldambt";1895;"Oldambt";38277;"18-05-2022";"31-05-2022";23;60.1;0;0;0;0
"Oldebroek";269;"Oldebroek";23760;"18-05-2022";"31-05-2022";7;29.5;0;0;0;0
"Oldenzaal";173;"Oldenzaal";31701;"18-05-2022";"31-05-2022";12;37.9;0;0;0;0
"Olst-Wijhe";1773;"Olst-Wijhe";18361;"18-05-2022";"31-05-2022";13;70.8;2;10.9;0;0
"Ommen";175;"Ommen";18295;"18-05-2022";"31-05-2022";16;87.5;0;0;0;0
"Oost Gelre";1586;"Oost Gelre";29574;"18-05-2022";"31-05-2022";12;40.6;2;6.8;1;3.4
"Oosterhout";826;"Oosterhout";56206;"18-05-2022";"31-05-2022";21;37.4;0;0;0;0
"Ooststellingwerf";85;"Ooststellingwerf";25464;"18-05-2022";"31-05-2022";9;35.3;0;0;0;0
"Oostzaan";431;"Oostzaan";9689;"18-05-2022";"31-05-2022";9;92.9;0;0;0;0
"Opmeer";432;"Opmeer";12009;"18-05-2022";"31-05-2022";3;25;0;0;0;0
"Opsterland";86;"Opsterland";29812;"18-05-2022";"31-05-2022";13;43.6;0;0;1;3.4
"Oss";828;"Oss";92526;"18-05-2022";"31-05-2022";23;24.9;1;1.1;1;1.1
"Oude IJsselstreek";1509;"Oude IJsselstreek";39346;"18-05-2022";"31-05-2022";17;43.2;1;2.5;0;0
"Ouder-Amstel";437;"Ouder-Amstel";14125;"18-05-2022";"31-05-2022";13;92;1;7.1;0;0
"Oudewater";589;"Oudewater";10138;"18-05-2022";"31-05-2022";1;9.9;0;0;0;0
"Overbetuwe";1734;"Overbetuwe";48214;"18-05-2022";"31-05-2022";25;51.9;1;2.1;0;0
"Papendrecht";590;"Papendrecht";32171;"18-05-2022";"31-05-2022";27;83.9;0;0;0;0
"Peel en Maas";1894;"Peel en Maas";43660;"18-05-2022";"31-05-2022";9;20.6;0;0;0;0
"Pekela";765;"Pekela";12176;"18-05-2022";"31-05-2022";6;49.3;0;0;0;0
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55674;"18-05-2022";"31-05-2022";48;86.2;1;1.8;0;0
"Purmerend";439;"Purmerend";91793;"18-05-2022";"31-05-2022";68;74.1;1;1.1;0;0
"Putten";273;"Putten";24365;"18-05-2022";"31-05-2022";16;65.7;0;0;0;0
"Raalte";177;"Raalte";37911;"18-05-2022";"31-05-2022";9;23.7;0;0;0;0
"Reimerswaal";703;"Reimerswaal";22896;"18-05-2022";"31-05-2022";9;39.3;0;0;0;0
"Renkum";274;"Renkum";31417;"18-05-2022";"31-05-2022";23;73.2;0;0;0;0
"Renswoude";339;"Renswoude";5556;"18-05-2022";"31-05-2022";2;36;0;0;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13127;"18-05-2022";"31-05-2022";7;53.3;1;7.6;0;0
"Rheden";275;"Rheden";43525;"18-05-2022";"31-05-2022";33;75.8;0;0;0;0
"Rhenen";340;"Rhenen";20203;"18-05-2022";"31-05-2022";10;49.5;0;0;0;0
"Ridderkerk";597;"Ridderkerk";46671;"18-05-2022";"31-05-2022";67;143.6;2;4.3;0;0
"Rijssen-Holten";1742;"Rijssen-Holten";38204;"18-05-2022";"31-05-2022";22;57.6;0;0;0;0
"Rijswijk";603;"Rijswijk";55220;"18-05-2022";"31-05-2022";53;96;2;3.6;0;0
"Roerdalen";1669;"Roerdalen";20580;"18-05-2022";"31-05-2022";7;34;0;0;0;0
"Roermond";957;"Roermond";58763;"18-05-2022";"31-05-2022";30;51.1;0;0;0;0
"Roosendaal";1674;"Roosendaal";77200;"18-05-2022";"31-05-2022";33;42.7;0;0;0;0
"Rotterdam";599;"Rotterdam";651631;"18-05-2022";"31-05-2022";699;107.3;15;2.3;0;0
"Rozendaal";277;"Rozendaal";1726;"18-05-2022";"31-05-2022";4;231.7;0;0;0;0
"Rucphen";840;"Rucphen";23080;"18-05-2022";"31-05-2022";5;21.7;0;0;0;0
"Schagen";441;"Schagen";46532;"18-05-2022";"31-05-2022";33;70.9;0;0;0;0
"Scherpenzeel";279;"Scherpenzeel";10128;"18-05-2022";"31-05-2022";9;88.9;2;19.7;0;0
"Schiedam";606;"Schiedam";79279;"18-05-2022";"31-05-2022";56;70.6;0;0;0;0
"Schiermonnikoog";88;"Schiermonnikoog";931;"18-05-2022";"31-05-2022";1;107.4;0;0;0;0
"Schouwen-Duiveland";1676;"Schouwen-Duiveland";34065;"18-05-2022";"31-05-2022";14;41.1;0;0;0;0
"Simpelveld";965;"Simpelveld";10477;"18-05-2022";"31-05-2022";5;47.7;0;0;0;0
"Sint-Michielsgestel";845;"Sint-Michielsgestel";29498;"18-05-2022";"31-05-2022";5;17;1;3.4;0;0
"Sittard-Geleen";1883;"Sittard-Geleen";91743;"18-05-2022";"31-05-2022";39;42.5;1;1.1;1;1.1
"Sliedrecht";610;"Sliedrecht";25597;"18-05-2022";"31-05-2022";17;66.4;0;0;0;0
"Sluis";1714;"Sluis";23166;"18-05-2022";"31-05-2022";20;86.3;0;0;0;0
"Smallingerland";90;"Smallingerland";56040;"18-05-2022";"31-05-2022";34;60.7;0;0;0;0
"Soest";342;"Soest";46906;"18-05-2022";"31-05-2022";41;87.4;1;2.1;0;0
"Someren";847;"Someren";19428;"18-05-2022";"31-05-2022";7;36;0;0;0;0
"Son en Breugel";848;"Son en Breugel";17552;"18-05-2022";"31-05-2022";11;62.7;1;5.7;0;0
"Stadskanaal";37;"Stadskanaal";31754;"18-05-2022";"31-05-2022";13;40.9;1;3.1;0;0
