"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Aa en Hunze";1680;"Aa en Hunze";25445;"16-06-2021";"29-06-2021";14;55;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31859;"16-06-2021";"29-06-2021";16;50.2;0;0;0;0
"Aalten";197;"Aalten";27121;"16-06-2021";"29-06-2021";15;55.3;0;0;0;0
"Achtkarspelen";59;"Achtkarspelen";27843;"16-06-2021";"29-06-2021";2;7.2;0;0;0;0
"Alblasserdam";482;"Alblasserdam";20165;"16-06-2021";"29-06-2021";20;99.2;0;0;0;0
"Albrandswaard";613;"Albrandswaard";25590;"16-06-2021";"29-06-2021";13;50.8;0;0;0;0
"Alkmaar";361;"Alkmaar";109436;"16-06-2021";"29-06-2021";92;84.1;0;0;0;0
"Almelo";141;"Almelo";73107;"16-06-2021";"29-06-2021";8;10.9;0;0;0;0
"Almere";34;"Almere";211893;"16-06-2021";"29-06-2021";78;36.8;0;0;0;0
"Alphen aan den Rijn";484;"Alphen aan den Rijn";111897;"16-06-2021";"29-06-2021";54;48.3;0;0;0;0
"Alphen-Chaam";1723;"Alphen-Chaam";10203;"16-06-2021";"29-06-2021";5;49;0;0;0;0
"Altena";1959;"Altena";55967;"16-06-2021";"29-06-2021";15;26.8;0;0;0;0
"Ameland";60;"Ameland";3716;"16-06-2021";"29-06-2021";0;0;0;0;0;0
"Amersfoort";307;"Amersfoort";157276;"16-06-2021";"29-06-2021";100;63.6;1;0.6;0;0
"Amstelveen";362;"Amstelveen";91675;"16-06-2021";"29-06-2021";59;64.4;0;0;0;0
"Amsterdam";363;"Amsterdam";872757;"16-06-2021";"29-06-2021";606;69.4;5;0.6;1;0.1
"Apeldoorn";200;"Apeldoorn";163818;"16-06-2021";"29-06-2021";34;20.8;0;0;0;0
"Arnhem";202;"Arnhem";161348;"16-06-2021";"29-06-2021";82;50.8;0;0;1;0.6
"Assen";106;"Assen";68599;"16-06-2021";"29-06-2021";23;33.5;0;0;0;0
"Asten";743;"Asten";16721;"16-06-2021";"29-06-2021";7;41.9;0;0;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6859;"16-06-2021";"29-06-2021";7;102.1;0;0;0;0
"Baarn";308;"Baarn";24868;"16-06-2021";"29-06-2021";16;64.3;0;0;0;0
"Barendrecht";489;"Barendrecht";48714;"16-06-2021";"29-06-2021";39;80.1;0;0;0;0
"Barneveld";203;"Barneveld";59082;"16-06-2021";"29-06-2021";68;115.1;0;0;2;3.4
"Beek";888;"Beek";15865;"16-06-2021";"29-06-2021";3;18.9;0;0;0;0
"Beekdaelen";1954;"Beekdaelen";35938;"16-06-2021";"29-06-2021";10;27.8;0;0;0;0
"Beemster";370;"Beemster";10022;"16-06-2021";"29-06-2021";4;39.9;0;0;0;0
"Beesel";889;"Beesel";13482;"16-06-2021";"29-06-2021";0;0;0;0;0;0
"Berg en Dal";1945;"Berg en Dal";34992;"16-06-2021";"29-06-2021";17;48.6;0;0;0;0
"Bergeijk";1724;"Bergeijk";18635;"16-06-2021";"29-06-2021";4;21.5;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13085;"16-06-2021";"29-06-2021";1;7.6;0;0;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29839;"16-06-2021";"29-06-2021";5;16.8;0;0;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67496;"16-06-2021";"29-06-2021";31;45.9;0;0;0;0
"Berkelland";1859;"Berkelland";43747;"16-06-2021";"29-06-2021";13;29.7;0;0;0;0
"Bernheze";1721;"Bernheze";31240;"16-06-2021";"29-06-2021";8;25.6;0;0;0;0
"Best";753;"Best";29988;"16-06-2021";"29-06-2021";13;43.4;0;0;0;0
"Beuningen";209;"Beuningen";25890;"16-06-2021";"29-06-2021";21;81.1;0;0;0;0
"Beverwijk";375;"Beverwijk";41626;"16-06-2021";"29-06-2021";35;84.1;0;0;1;2.4
"Bladel";1728;"Bladel";20390;"16-06-2021";"29-06-2021";19;93.2;0;0;0;0
"Blaricum";376;"Blaricum";11540;"16-06-2021";"29-06-2021";10;86.7;0;0;0;0
"Bloemendaal";377;"Bloemendaal";23571;"16-06-2021";"29-06-2021";27;114.5;0;0;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";34872;"16-06-2021";"29-06-2021";15;43;0;0;0;0
"Boekel";755;"Boekel";10785;"16-06-2021";"29-06-2021";1;9.3;0;0;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25559;"16-06-2021";"29-06-2021";5;19.6;1;3.9;0;0
"Borne";147;"Borne";23312;"16-06-2021";"29-06-2021";1;4.3;0;0;0;0
"Borsele";654;"Borsele";22739;"16-06-2021";"29-06-2021";41;180.3;0;0;0;0
"Boxmeer";756;"Boxmeer";29365;"16-06-2021";"29-06-2021";14;47.7;0;0;0;0
"Boxtel";757;"Boxtel";32970;"16-06-2021";"29-06-2021";35;106.2;0;0;0;0
"Breda";758;"Breda";184069;"16-06-2021";"29-06-2021";126;68.5;0;0;0;0
"Brielle";501;"Brielle";17271;"16-06-2021";"29-06-2021";7;40.5;0;0;0;0
"Bronckhorst";1876;"Bronckhorst";36055;"16-06-2021";"29-06-2021";27;74.9;0;0;0;0
"Brummen";213;"Brummen";20726;"16-06-2021";"29-06-2021";13;62.7;0;0;0;0
"Brunssum";899;"Brunssum";27821;"16-06-2021";"29-06-2021";11;39.5;0;0;0;0
"Bunnik";312;"Bunnik";15191;"16-06-2021";"29-06-2021";4;26.3;0;0;0;0
"Bunschoten";313;"Bunschoten";21866;"16-06-2021";"29-06-2021";25;114.3;0;0;0;0
"Buren";214;"Buren";26749;"16-06-2021";"29-06-2021";9;33.6;0;0;0;0
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67122;"16-06-2021";"29-06-2021";57;84.9;0;0;0;0
"Castricum";383;"Castricum";35986;"16-06-2021";"29-06-2021";8;22.2;0;0;0;0
"Coevorden";109;"Coevorden";35297;"16-06-2021";"29-06-2021";4;11.3;0;0;0;0
"Cranendonck";1706;"Cranendonck";21138;"16-06-2021";"29-06-2021";6;28.4;0;0;1;4.7
"Cuijk";1684;"Cuijk";25130;"16-06-2021";"29-06-2021";10;39.8;0;0;1;4
"Culemborg";216;"Culemborg";28955;"16-06-2021";"29-06-2021";34;117.4;0;0;0;0
"Dalfsen";148;"Dalfsen";28587;"16-06-2021";"29-06-2021";6;21;0;0;0;0
"Dantumadiel";1891;"Dantumadiel";18922;"16-06-2021";"29-06-2021";2;10.6;0;0;0;0
"De Bilt";310;"De Bilt";43137;"16-06-2021";"29-06-2021";38;88.1;0;0;0;0
"De Fryske Marren";1940;"De Fryske Marren";51564;"16-06-2021";"29-06-2021";16;31;0;0;0;0
"De Ronde Venen";736;"De Ronde Venen";44456;"16-06-2021";"29-06-2021";18;40.5;1;2.2;0;0
"De Wolden";1690;"De Wolden";24330;"16-06-2021";"29-06-2021";3;12.3;0;0;0;0
"Delft";503;"Delft";103595;"16-06-2021";"29-06-2021";63;60.8;1;1;0;0
"Den Helder";400;"Den Helder";56296;"16-06-2021";"29-06-2021";36;63.9;0;0;0;0
"Deurne";762;"Deurne";32471;"16-06-2021";"29-06-2021";5;15.4;0;0;0;0
"Deventer";150;"Deventer";100719;"16-06-2021";"29-06-2021";32;31.8;0;0;0;0
"Diemen";384;"Diemen";30780;"16-06-2021";"29-06-2021";25;81.2;0;0;0;0
"Dinkelland";1774;"Dinkelland";26461;"16-06-2021";"29-06-2021";17;64.2;0;0;0;0
"Doesburg";221;"Doesburg";11077;"16-06-2021";"29-06-2021";3;27.1;0;0;0;0
"Doetinchem";222;"Doetinchem";58001;"16-06-2021";"29-06-2021";12;20.7;0;0;0;0
"Dongen";766;"Dongen";26222;"16-06-2021";"29-06-2021";8;30.5;0;0;0;0
"Dordrecht";505;"Dordrecht";119284;"16-06-2021";"29-06-2021";71;59.5;0;0;2;1.7
"Drechterland";498;"Drechterland";19719;"16-06-2021";"29-06-2021";1;5.1;0;0;0;0
"Drimmelen";1719;"Drimmelen";27272;"16-06-2021";"29-06-2021";15;55;0;0;0;0
"Dronten";303;"Dronten";41555;"16-06-2021";"29-06-2021";13;31.3;0;0;0;0
"Druten";225;"Druten";18926;"16-06-2021";"29-06-2021";3;15.9;0;0;0;0
"Duiven";226;"Duiven";25126;"16-06-2021";"29-06-2021";4;15.9;0;0;0;0
"Echt-Susteren";1711;"Echt-Susteren";31610;"16-06-2021";"29-06-2021";5;15.8;0;0;0;0
"Edam-Volendam";385;"Edam-Volendam";36197;"16-06-2021";"29-06-2021";13;35.9;0;0;0;0
"Ede";228;"Ede";117165;"16-06-2021";"29-06-2021";58;49.5;1;0.9;0;0
"Eemnes";317;"Eemnes";9247;"16-06-2021";"29-06-2021";7;75.7;0;0;0;0
"Eemsdelta";1979;"Eemsdelta";45857;"16-06-2021";"29-06-2021";2;4.4;0;0;0;0
"Eersel";770;"Eersel";19313;"16-06-2021";"29-06-2021";15;77.7;0;0;0;0
"Eijsden-Margraten";1903;"Eijsden-Margraten";25768;"16-06-2021";"29-06-2021";8;31;0;0;0;0
"Eindhoven";772;"Eindhoven";234394;"16-06-2021";"29-06-2021";103;43.9;2;0.9;0;0
"Elburg";230;"Elburg";23161;"16-06-2021";"29-06-2021";15;64.8;0;0;0;0
"Emmen";114;"Emmen";107048;"16-06-2021";"29-06-2021";20;18.7;0;0;0;0
"Enkhuizen";388;"Enkhuizen";18591;"16-06-2021";"29-06-2021";5;26.9;0;0;0;0
"Enschede";153;"Enschede";159640;"16-06-2021";"29-06-2021";106;66.4;2;1.3;1;0.6
"Epe";232;"Epe";33178;"16-06-2021";"29-06-2021";1;3;0;0;0;0
"Ermelo";233;"Ermelo";27008;"16-06-2021";"29-06-2021";14;51.8;0;0;0;0
"Etten-Leur";777;"Etten-Leur";43878;"16-06-2021";"29-06-2021";19;43.3;0;0;0;0
"Geertruidenberg";779;"Geertruidenberg";21544;"16-06-2021";"29-06-2021";18;83.5;0;0;0;0
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";39726;"16-06-2021";"29-06-2021";18;45.3;0;0;0;0
"Gemert-Bakel";1652;"Gemert-Bakel";30723;"16-06-2021";"29-06-2021";2;6.5;0;0;0;0
"Gennep";907;"Gennep";16921;"16-06-2021";"29-06-2021";3;17.7;0;0;0;0
"Gilze en Rijen";784;"Gilze en Rijen";26431;"16-06-2021";"29-06-2021";7;26.5;0;0;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50049;"16-06-2021";"29-06-2021";93;185.8;1;2;0;0
