"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Barneveld";203;"Barneveld";59082;"31-03-2021";"13-04-2021";353;597.5;2;3.4;2;3.4
"Beek";888;"Beek";15865;"31-03-2021";"13-04-2021";110;693.4;0;0;0;0
"Beekdaelen";1954;"Beekdaelen";35938;"31-03-2021";"13-04-2021";262;729;1;2.8;0;0
"Beemster";370;"Beemster";10022;"31-03-2021";"13-04-2021";47;469;0;0;0;0
"Beesel";889;"Beesel";13482;"31-03-2021";"13-04-2021";134;993.9;0;0;1;7.4
"Berg en Dal";1945;"Berg en Dal";34992;"31-03-2021";"13-04-2021";171;488.7;1;2.9;1;2.9
"Bergeijk";1724;"Bergeijk";18635;"31-03-2021";"13-04-2021";117;627.9;0;0;1;5.4
"Bergen (L.)";893;"Bergen (L.)";13085;"31-03-2021";"13-04-2021";70;535;0;0;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29839;"31-03-2021";"13-04-2021";122;408.9;2;6.7;1;3.4
"Bergen op Zoom";748;"Bergen op Zoom";67496;"31-03-2021";"13-04-2021";373;552.6;1;1.5;0;0
"Berkelland";1859;"Berkelland";43747;"31-03-2021";"13-04-2021";184;420.6;0;0;0;0
"Bernheze";1721;"Bernheze";31240;"31-03-2021";"13-04-2021";235;752.2;0;0;0;0
"Best";753;"Best";29988;"31-03-2021";"13-04-2021";169;563.6;0;0;0;0
"Beuningen";209;"Beuningen";25890;"31-03-2021";"13-04-2021";144;556.2;2;7.7;0;0
"Beverwijk";375;"Beverwijk";41626;"31-03-2021";"13-04-2021";234;562.1;1;2.4;0;0
"Bladel";1728;"Bladel";20390;"31-03-2021";"13-04-2021";122;598.3;0;0;1;4.9
"Blaricum";376;"Blaricum";11540;"31-03-2021";"13-04-2021";58;502.6;0;0;0;0
"Bloemendaal";377;"Bloemendaal";23571;"31-03-2021";"13-04-2021";97;411.5;0;0;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";34872;"31-03-2021";"13-04-2021";193;553.5;2;5.7;0;0
"Boekel";755;"Boekel";10785;"31-03-2021";"13-04-2021";61;565.6;0;0;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25559;"31-03-2021";"13-04-2021";75;293.4;1;3.9;1;3.9
"Borne";147;"Borne";23312;"31-03-2021";"13-04-2021";83;356;0;0;1;4.3
"Borsele";654;"Borsele";22739;"31-03-2021";"13-04-2021";67;294.6;0;0;1;4.4
"Boxmeer";756;"Boxmeer";29365;"31-03-2021";"13-04-2021";137;466.5;0;0;0;0
"Boxtel";757;"Boxtel";32970;"31-03-2021";"13-04-2021";218;661.2;0;0;0;0
"Breda";758;"Breda";184069;"31-03-2021";"13-04-2021";897;487.3;1;0.5;1;0.5
"Brielle";501;"Brielle";17271;"31-03-2021";"13-04-2021";137;793.2;0;0;0;0
"Bronckhorst";1876;"Bronckhorst";36055;"31-03-2021";"13-04-2021";153;424.4;2;5.5;0;0
"Brummen";213;"Brummen";20726;"31-03-2021";"13-04-2021";71;342.6;0;0;1;4.8
"Brunssum";899;"Brunssum";27821;"31-03-2021";"13-04-2021";213;765.6;3;10.8;0;0
"Bunnik";312;"Bunnik";15191;"31-03-2021";"13-04-2021";46;302.8;0;0;1;6.6
"Bunschoten";313;"Bunschoten";21866;"31-03-2021";"13-04-2021";145;663.1;1;4.6;0;0
"Buren";214;"Buren";26749;"31-03-2021";"13-04-2021";157;586.9;0;0;1;3.7
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67122;"31-03-2021";"13-04-2021";476;709.2;5;7.4;3;4.5
"Castricum";383;"Castricum";35986;"31-03-2021";"13-04-2021";212;589.1;0;0;0;0
"Coevorden";109;"Coevorden";35297;"31-03-2021";"13-04-2021";101;286.1;3;8.5;2;5.7
"Cranendonck";1706;"Cranendonck";21138;"31-03-2021";"13-04-2021";140;662.3;1;4.7;2;9.5
"Cuijk";1684;"Cuijk";25130;"31-03-2021";"13-04-2021";156;620.8;1;4;1;4
"Culemborg";216;"Culemborg";28955;"31-03-2021";"13-04-2021";144;497.3;1;3.5;0;0
"Dalfsen";148;"Dalfsen";28587;"31-03-2021";"13-04-2021";97;339.3;0;0;1;3.5
"Dantumadiel";1891;"Dantumadiel";18922;"31-03-2021";"13-04-2021";83;438.6;1;5.3;1;5.3
"De Bilt";310;"De Bilt";43137;"31-03-2021";"13-04-2021";134;310.6;4;9.3;1;2.3
"De Fryske Marren";1940;"De Fryske Marren";51564;"31-03-2021";"13-04-2021";253;490.7;1;1.9;0;0
"De Ronde Venen";736;"De Ronde Venen";44456;"31-03-2021";"13-04-2021";212;476.9;5;11.2;0;0
"De Wolden";1690;"De Wolden";24330;"31-03-2021";"13-04-2021";134;550.8;1;4.1;0;0
"Delft";503;"Delft";103595;"31-03-2021";"13-04-2021";361;348.5;0;0;0;0
"Den Helder";400;"Den Helder";56296;"31-03-2021";"13-04-2021";260;461.8;2;3.6;1;1.8
"Deurne";762;"Deurne";32471;"31-03-2021";"13-04-2021";138;425;0;0;0;0
"Deventer";150;"Deventer";100719;"31-03-2021";"13-04-2021";474;470.6;1;1;0;0
"Diemen";384;"Diemen";30780;"31-03-2021";"13-04-2021";101;328.1;5;16.2;1;3.2
"Dinkelland";1774;"Dinkelland";26461;"31-03-2021";"13-04-2021";113;427;0;0;0;0
"Doesburg";221;"Doesburg";11077;"31-03-2021";"13-04-2021";34;306.9;0;0;0;0
"Doetinchem";222;"Doetinchem";58001;"31-03-2021";"13-04-2021";277;477.6;0;0;0;0
"Dongen";766;"Dongen";26222;"31-03-2021";"13-04-2021";159;606.4;0;0;0;0
"Dordrecht";505;"Dordrecht";119284;"31-03-2021";"13-04-2021";963;807.3;2;1.7;5;4.2
"Drechterland";498;"Drechterland";19719;"31-03-2021";"13-04-2021";73;370.2;1;5.1;0;0
"Drimmelen";1719;"Drimmelen";27272;"31-03-2021";"13-04-2021";215;788.4;2;7.3;0;0
"Dronten";303;"Dronten";41555;"31-03-2021";"13-04-2021";177;425.9;2;4.8;1;2.4
"Druten";225;"Druten";18926;"31-03-2021";"13-04-2021";71;375.1;0;0;0;0
"Duiven";226;"Duiven";25126;"31-03-2021";"13-04-2021";109;433.8;0;0;0;0
"Echt-Susteren";1711;"Echt-Susteren";31610;"31-03-2021";"13-04-2021";206;651.7;1;3.2;0;0
"Edam-Volendam";385;"Edam-Volendam";36197;"31-03-2021";"13-04-2021";401;1107.8;2;5.5;0;0
"Ede";228;"Ede";117165;"31-03-2021";"13-04-2021";535;456.6;2;1.7;2;1.7
"Eemnes";317;"Eemnes";9247;"31-03-2021";"13-04-2021";52;562.3;0;0;0;0
"Eemsdelta";1979;"Eemsdelta";45857;"31-03-2021";"13-04-2021";146;318.4;1;2.2;1;2.2
"Eersel";770;"Eersel";19313;"31-03-2021";"13-04-2021";120;621.3;1;5.2;0;0
"Eijsden-Margraten";1903;"Eijsden-Margraten";25768;"31-03-2021";"13-04-2021";128;496.7;1;3.9;1;3.9
"Eindhoven";772;"Eindhoven";234394;"31-03-2021";"13-04-2021";1355;578.1;3;1.3;6;2.6
"Elburg";230;"Elburg";23161;"31-03-2021";"13-04-2021";130;561.3;1;4.3;0;0
"Emmen";114;"Emmen";107048;"31-03-2021";"13-04-2021";482;450.3;7;6.5;4;3.7
"Enkhuizen";388;"Enkhuizen";18591;"31-03-2021";"13-04-2021";45;242.1;0;0;0;0
"Enschede";153;"Enschede";159640;"31-03-2021";"13-04-2021";561;351.4;2;1.3;2;1.3
"Epe";232;"Epe";33178;"31-03-2021";"13-04-2021";184;554.6;2;6;2;6
"Ermelo";233;"Ermelo";27008;"31-03-2021";"13-04-2021";128;473.9;0;0;0;0
"Etten-Leur";777;"Etten-Leur";43878;"31-03-2021";"13-04-2021";157;357.8;1;2.3;0;0
"Geertruidenberg";779;"Geertruidenberg";21544;"31-03-2021";"13-04-2021";103;478.1;1;4.6;0;0
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";39726;"31-03-2021";"13-04-2021";206;518.6;0;0;0;0
"Gemert-Bakel";1652;"Gemert-Bakel";30723;"31-03-2021";"13-04-2021";185;602.2;0;0;0;0
"Gennep";907;"Gennep";16921;"31-03-2021";"13-04-2021";93;549.6;0;0;0;0
"Gilze en Rijen";784;"Gilze en Rijen";26431;"31-03-2021";"13-04-2021";184;696.2;0;0;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50049;"31-03-2021";"13-04-2021";264;527.5;1;2;0;0
"Goes";664;"Goes";38082;"31-03-2021";"13-04-2021";193;506.8;2;5.3;0;0
"Goirle";785;"Goirle";23904;"31-03-2021";"13-04-2021";176;736.3;0;0;0;0
"Gooise Meren";1942;"Gooise Meren";58055;"31-03-2021";"13-04-2021";241;415.1;1;1.7;0;0
"Gorinchem";512;"Gorinchem";37022;"31-03-2021";"13-04-2021";245;661.8;0;0;1;2.7
"Gouda";513;"Gouda";73427;"31-03-2021";"13-04-2021";483;657.8;12;16.3;2;2.7
"Grave";786;"Grave";12436;"31-03-2021";"13-04-2021";44;353.8;0;0;0;0
"'s-Gravenhage";518;"'s-Gravenhage";545838;"31-03-2021";"13-04-2021";3035;556;53;9.7;2;0.4
"Groningen";14;"Groningen";232874;"31-03-2021";"13-04-2021";577;247.8;1;0.4;5;2.1
"Gulpen-Wittem";1729;"Gulpen-Wittem";14171;"31-03-2021";"13-04-2021";81;571.6;0;0;0;0
"Haaksbergen";158;"Haaksbergen";24311;"31-03-2021";"13-04-2021";53;218;0;0;0;0
"Haarlem";392;"Haarlem";162902;"31-03-2021";"13-04-2021";767;470.8;4;2.5;2;1.2
"Haarlemmermeer";394;"Haarlemmermeer";156002;"31-03-2021";"13-04-2021";780;500;3;1.9;1;0.6
"Halderberge";1655;"Halderberge";30284;"31-03-2021";"13-04-2021";139;459;2;6.6;0;0
"Hardenberg";160;"Hardenberg";60948;"31-03-2021";"13-04-2021";237;388.9;1;1.6;0;0
"Harderwijk";243;"Harderwijk";48414;"31-03-2021";"13-04-2021";216;446.2;0;0;0;0
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18295;"31-03-2021";"13-04-2021";140;765.2;0;0;0;0
"Harlingen";72;"Harlingen";15722;"31-03-2021";"13-04-2021";84;534.3;0;0;0;0
"Hattem";244;"Hattem";12209;"31-03-2021";"13-04-2021";69;565.2;0;0;0;0
"Heemskerk";396;"Heemskerk";39182;"31-03-2021";"13-04-2021";249;635.5;1;2.6;0;0
"Heemstede";397;"Heemstede";27234;"31-03-2021";"13-04-2021";144;528.8;0;0;0;0
"Heerde";246;"Heerde";18589;"31-03-2021";"13-04-2021";89;478.8;0;0;0;0
"Heerenveen";74;"Heerenveen";50493;"31-03-2021";"13-04-2021";181;358.5;2;4;2;4
"Heerhugowaard";398;"Heerhugowaard";57587;"31-03-2021";"13-04-2021";363;630.4;0;0;0;0
"Heerlen";917;"Heerlen";87086;"31-03-2021";"13-04-2021";462;530.5;4;4.6;0;0
"Heeze-Leende";1658;"Heeze-Leende";16152;"31-03-2021";"13-04-2021";83;513.9;1;6.2;0;0
"Heiloo";399;"Heiloo";23968;"31-03-2021";"13-04-2021";85;354.6;0;0;0;0
"Hellendoorn";163;"Hellendoorn";35916;"31-03-2021";"13-04-2021";246;684.9;1;2.8;0;0
"Hellevoetsluis";530;"Hellevoetsluis";40142;"31-03-2021";"13-04-2021";233;580.4;0;0;2;5
"Helmond";794;"Helmond";92423;"31-03-2021";"13-04-2021";599;648.1;2;2.2;2;2.2
"Hendrik-Ido-Ambacht";531;"Hendrik-Ido-Ambacht";31202;"31-03-2021";"13-04-2021";232;743.5;0;0;0;0
"Hengelo (O.)";164;"Hengelo (O.)";81140;"31-03-2021";"13-04-2021";244;300.7;0;0;0;0
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155111;"31-03-2021";"13-04-2021";1161;748.5;3;1.9;1;0.6
"Het Hogeland";1966;"Het Hogeland";47801;"31-03-2021";"13-04-2021";163;341;2;4.2;0;0
"Heumen";252;"Heumen";16454;"31-03-2021";"13-04-2021";55;334.3;0;0;0;0
"Heusden";797;"Heusden";44692;"31-03-2021";"13-04-2021";280;626.5;0;0;1;2.2
"Hillegom";534;"Hillegom";22209;"31-03-2021";"13-04-2021";114;513.3;1;4.5;0;0
"Hilvarenbeek";798;"Hilvarenbeek";15518;"31-03-2021";"13-04-2021";90;580;0;0;0;0
"Hilversum";402;"Hilversum";90831;"31-03-2021";"13-04-2021";277;305;2;2.2;0;0
"Hoeksche Waard";1963;"Hoeksche Waard";87401;"31-03-2021";"13-04-2021";691;790.6;1;1.1;0;0
"Hof van Twente";1735;"Hof van Twente";35017;"31-03-2021";"13-04-2021";152;434.1;0;0;0;0
"Hollands Kroon";1911;"Hollands Kroon";48432;"31-03-2021";"13-04-2021";213;439.8;0;0;0;0
"Hoogeveen";118;"Hoogeveen";55699;"31-03-2021";"13-04-2021";143;256.7;1;1.8;0;0
"Hoorn";405;"Hoorn";73261;"31-03-2021";"13-04-2021";348;475;2;2.7;1;1.4
"Horst aan de Maas";1507;"Horst aan de Maas";42429;"31-03-2021";"13-04-2021";411;968.7;2;4.7;1;2.4
"Houten";321;"Houten";50146;"31-03-2021";"13-04-2021";230;458.7;2;4;0;0
"Huizen";406;"Huizen";41273;"31-03-2021";"13-04-2021";150;363.4;1;2.4;1;2.4
"Hulst";677;"Hulst";27556;"31-03-2021";"13-04-2021";80;290.3;2;7.3;0;0
"IJsselstein";353;"IJsselstein";34109;"31-03-2021";"13-04-2021";168;492.5;0;0;1;2.9
"Kaag en Braassem";1884;"Kaag en Braassem";27297;"31-03-2021";"13-04-2021";201;736.3;1;3.7;0;0
"Kampen";166;"Kampen";54319;"31-03-2021";"13-04-2021";143;263.3;2;3.7;0;0
"Kapelle";678;"Kapelle";12695;"31-03-2021";"13-04-2021";82;645.9;2;15.8;0;0
"Katwijk";537;"Katwijk";65753;"31-03-2021";"13-04-2021";574;873;2;3;2;3
"Kerkrade";928;"Kerkrade";45749;"31-03-2021";"13-04-2021";168;367.2;4;8.7;0;0
"Koggenland";1598;"Koggenland";22749;"31-03-2021";"13-04-2021";109;479.1;0;0;0;0
"Krimpen aan den IJssel";542;"Krimpen aan den IJssel";29526;"31-03-2021";"13-04-2021";174;589.3;0;0;1;3.4
"Krimpenerwaard";1931;"Krimpenerwaard";56319;"31-03-2021";"13-04-2021";351;623.2;7;12.4;0;0
"Laarbeek";1659;"Laarbeek";22523;"31-03-2021";"13-04-2021";105;466.2;0;0;0;0
"Landerd";1685;"Landerd";15730;"31-03-2021";"13-04-2021";168;1068;0;0;0;0
"Landgraaf";882;"Landgraaf";37445;"31-03-2021";"13-04-2021";187;499.4;0;0;0;0
"Landsmeer";415;"Landsmeer";11491;"31-03-2021";"13-04-2021";38;330.7;0;0;0;0
"Langedijk";416;"Langedijk";28163;"31-03-2021";"13-04-2021";120;426.1;0;0;0;0
"Lansingerland";1621;"Lansingerland";62384;"31-03-2021";"13-04-2021";314;503.3;0;0;2;3.2
"Laren";417;"Laren";11280;"31-03-2021";"13-04-2021";39;345.7;0;0;0;0
"Leeuwarden";80;"Leeuwarden";124084;"31-03-2021";"13-04-2021";397;319.9;0;0;2;1.6
"Leiden";546;"Leiden";125099;"31-03-2021";"13-04-2021";577;461.2;2;1.6;4;3.2
"Leiderdorp";547;"Leiderdorp";27056;"31-03-2021";"13-04-2021";170;628.3;0;0;1;3.7
"Leidschendam-Voorburg";1916;"Leidschendam-Voorburg";76534;"31-03-2021";"13-04-2021";301;393.3;4;5.2;1;1.3
"Lelystad";995;"Lelystad";78598;"31-03-2021";"13-04-2021";325;413.5;0;0;0;0
"Leudal";1640;"Leudal";35879;"31-03-2021";"13-04-2021";214;596.4;1;2.8;0;0
"Leusden";327;"Leusden";30401;"31-03-2021";"13-04-2021";125;411.2;3;9.9;0;0
"Lingewaard";1705;"Lingewaard";46601;"31-03-2021";"13-04-2021";183;392.7;4;8.6;2;4.3
"Lisse";553;"Lisse";22955;"31-03-2021";"13-04-2021";143;623;1;4.4;0;0
"Lochem";262;"Lochem";33729;"31-03-2021";"13-04-2021";93;275.7;0;0;1;3
"Loon op Zand";809;"Loon op Zand";23408;"31-03-2021";"13-04-2021";127;542.5;1;4.3;0;0
"Lopik";331;"Lopik";14467;"31-03-2021";"13-04-2021";80;553;1;6.9;0;0
"Losser";168;"Losser";22683;"31-03-2021";"13-04-2021";56;246.9;2;8.8;0;0
"Maasdriel";263;"Maasdriel";25030;"31-03-2021";"13-04-2021";289;1154.6;0;0;2;8
"Maasgouw";1641;"Maasgouw";23965;"31-03-2021";"13-04-2021";147;613.4;0;0;0;0
"Maassluis";556;"Maassluis";33213;"31-03-2021";"13-04-2021";173;520.9;1;3;1;3
"Maastricht";935;"Maastricht";121575;"31-03-2021";"13-04-2021";531;436.8;5;4.1;1;0.8
"Medemblik";420;"Medemblik";45101;"31-03-2021";"13-04-2021";261;578.7;2;4.4;0;0
"Meerssen";938;"Meerssen";18828;"31-03-2021";"13-04-2021";87;462.1;2;10.6;0;0
"Meierijstad";1948;"Meierijstad";81194;"31-03-2021";"13-04-2021";543;668.8;1;1.2;1;1.2
"Meppel";119;"Meppel";33920;"31-03-2021";"13-04-2021";175;515.9;2;5.9;1;2.9
"Middelburg";687;"Middelburg";48822;"31-03-2021";"13-04-2021";260;532.5;8;16.4;0;0
"Midden-Delfland";1842;"Midden-Delfland";19341;"31-03-2021";"13-04-2021";102;527.4;1;5.2;1;5.2
"Midden-Drenthe";1731;"Midden-Drenthe";33185;"31-03-2021";"13-04-2021";124;373.7;1;3;0;0
"Midden-Groningen";1952;"Midden-Groningen";60797;"31-03-2021";"13-04-2021";177;291.1;2;3.3;0;0
"Mill en Sint Hubert";815;"Mill en Sint Hubert";10939;"31-03-2021";"13-04-2021";66;603.3;0;0;0;0
"Moerdijk";1709;"Moerdijk";37129;"31-03-2021";"13-04-2021";200;538.7;2;5.4;1;2.7
"Molenlanden";1978;"Molenlanden";43909;"31-03-2021";"13-04-2021";355;808.5;0;0;1;2.3
"Montferland";1955;"Montferland";36011;"31-03-2021";"13-04-2021";208;577.6;1;2.8;0;0
"Montfoort";335;"Montfoort";13917;"31-03-2021";"13-04-2021";52;373.6;0;0;0;0
"Mook en Middelaar";944;"Mook en Middelaar";7847;"31-03-2021";"13-04-2021";32;407.8;0;0;0;0
"Neder-Betuwe";1740;"Neder-Betuwe";24339;"31-03-2021";"13-04-2021";76;312.3;1;4.1;0;0
"Nederweert";946;"Nederweert";17019;"31-03-2021";"13-04-2021";113;664;1;5.9;1;5.9
"Nieuwegein";356;"Nieuwegein";63462;"31-03-2021";"13-04-2021";355;559.4;3;4.7;1;1.6
"Nieuwkoop";569;"Nieuwkoop";28811;"31-03-2021";"13-04-2021";233;808.7;0;0;0;0
"Nijkerk";267;"Nijkerk";43171;"31-03-2021";"13-04-2021";235;544.3;2;4.6;1;2.3
"Nijmegen";268;"Nijmegen";177659;"31-03-2021";"13-04-2021";1105;622;7;3.9;3;1.7
"Nissewaard";1930;"Nissewaard";85219;"31-03-2021";"13-04-2021";516;605.5;2;2.3;0;0
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45228;"31-03-2021";"13-04-2021";224;495.3;2;4.4;1;2.2
"Noord-Beveland";1695;"Noord-Beveland";7392;"31-03-2021";"13-04-2021";38;514.1;1;13.5;0;0
"Noordenveld";1699;"Noordenveld";31253;"31-03-2021";"13-04-2021";91;291.2;1;3.2;0;0
"Noordoostpolder";171;"Noordoostpolder";47291;"31-03-2021";"13-04-2021";144;304.5;1;2.1;0;0
"Noordwijk";575;"Noordwijk";43508;"31-03-2021";"13-04-2021";356;818.2;1;2.3;0;0
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23383;"31-03-2021";"13-04-2021";117;500.4;0;0;1;4.3
"Nunspeet";302;"Nunspeet";27851;"31-03-2021";"13-04-2021";149;535;0;0;1;3.6
"Oegstgeest";579;"Oegstgeest";24840;"31-03-2021";"13-04-2021";136;547.5;0;0;0;0
"Oirschot";823;"Oirschot";18714;"31-03-2021";"13-04-2021";129;689.3;0;0;0;0
"Oisterwijk";824;"Oisterwijk";32130;"31-03-2021";"13-04-2021";185;575.8;0;0;0;0
"Oldambt";1895;"Oldambt";38209;"31-03-2021";"13-04-2021";134;350.7;2;5.2;2;5.2
"Oldebroek";269;"Oldebroek";23646;"31-03-2021";"13-04-2021";151;638.6;1;4.2;0;0
"Oldenzaal";173;"Oldenzaal";31836;"31-03-2021";"13-04-2021";83;260.7;1;3.1;0;0
"Olst-Wijhe";1773;"Olst-Wijhe";18252;"31-03-2021";"13-04-2021";106;580.8;0;0;0;0
"Ommen";175;"Ommen";18009;"31-03-2021";"13-04-2021";86;477.5;1;5.6;0;0
"Oost Gelre";1586;"Oost Gelre";29627;"31-03-2021";"13-04-2021";160;540;0;0;0;0
"Oosterhout";826;"Oosterhout";55982;"31-03-2021";"13-04-2021";267;476.9;2;3.6;1;1.8
"Ooststellingwerf";85;"Ooststellingwerf";25469;"31-03-2021";"13-04-2021";111;435.8;1;3.9;0;0
"Oostzaan";431;"Oostzaan";9735;"31-03-2021";"13-04-2021";43;441.7;0;0;0;0
"Opmeer";432;"Opmeer";11836;"31-03-2021";"13-04-2021";51;430.9;0;0;1;8.4
"Opsterland";86;"Opsterland";29733;"31-03-2021";"13-04-2021";98;329.6;0;0;0;0
"Oss";828;"Oss";91915;"31-03-2021";"13-04-2021";634;689.8;1;1.1;0;0
"Oude IJsselstreek";1509;"Oude IJsselstreek";39388;"31-03-2021";"13-04-2021";346;878.4;2;5.1;0;0
"Ouder-Amstel";437;"Ouder-Amstel";14026;"31-03-2021";"13-04-2021";63;449.2;0;0;0;0
"Oudewater";589;"Oudewater";10230;"31-03-2021";"13-04-2021";44;430.1;0;0;0;0
"Overbetuwe";1734;"Overbetuwe";47906;"31-03-2021";"13-04-2021";276;576.1;0;0;0;0
"Papendrecht";590;"Papendrecht";32136;"31-03-2021";"13-04-2021";193;600.6;0;0;2;6.2
"Peel en Maas";1894;"Peel en Maas";43425;"31-03-2021";"13-04-2021";375;863.6;0;0;3;6.9
"Pekela";765;"Pekela";12196;"31-03-2021";"13-04-2021";86;705.1;2;16.4;1;8.2
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55308;"31-03-2021";"13-04-2021";291;526.1;2;3.6;1;1.8
"Purmerend";439;"Purmerend";81249;"31-03-2021";"13-04-2021";512;630.2;2;2.5;2;2.5
"Putten";273;"Putten";24112;"31-03-2021";"13-04-2021";88;365;1;4.1;1;4.1
"Raalte";177;"Raalte";37712;"31-03-2021";"13-04-2021";107;283.7;0;0;0;0
"Reimerswaal";703;"Reimerswaal";22730;"31-03-2021";"13-04-2021";234;1029.5;2;8.8;0;0
"Renkum";274;"Renkum";31419;"31-03-2021";"13-04-2021";163;518.8;1;3.2;0;0
"Renswoude";339;"Renswoude";5444;"31-03-2021";"13-04-2021";30;551.1;1;18.4;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13112;"31-03-2021";"13-04-2021";92;701.6;0;0;0;0
"Rheden";275;"Rheden";43761;"31-03-2021";"13-04-2021";138;315.3;0;0;0;0
"Rhenen";340;"Rhenen";20119;"31-03-2021";"13-04-2021";132;656.1;4;19.9;1;5
"Ridderkerk";597;"Ridderkerk";46189;"31-03-2021";"13-04-2021";349;755.6;3;6.5;2;4.3
"Rijssen-Holten";1742;"Rijssen-Holten";38177;"31-03-2021";"13-04-2021";114;298.6;0;0;0;0
"Rijswijk";603;"Rijswijk";54450;"31-03-2021";"13-04-2021";295;541.8;2;3.7;1;1.8
"Roerdalen";1669;"Roerdalen";20574;"31-03-2021";"13-04-2021";164;797.1;0;0;3;14.6
"Roermond";957;"Roermond";58260;"31-03-2021";"13-04-2021";479;822.2;3;5.1;5;8.6
"Roosendaal";1674;"Roosendaal";77251;"31-03-2021";"13-04-2021";369;477.7;0;0;1;1.3
"Rotterdam";599;"Rotterdam";651157;"31-03-2021";"13-04-2021";4037;620;44;6.8;12;1.8
"Rozendaal";277;"Rozendaal";1704;"31-03-2021";"13-04-2021";8;469.5;0;0;0;0
"Rucphen";840;"Rucphen";22878;"31-03-2021";"13-04-2021";115;502.7;0;0;0;0
"Schagen";441;"Schagen";46483;"31-03-2021";"13-04-2021";290;623.9;1;2.2;0;0
"Scherpenzeel";279;"Scherpenzeel";9880;"31-03-2021";"13-04-2021";43;435.2;0;0;0;0
"Schiedam";606;"Schiedam";78730;"31-03-2021";"13-04-2021";456;579.2;3;3.8;0;0
"Schiermonnikoog";88;"Schiermonnikoog";947;"31-03-2021";"13-04-2021";0;0;0;0;0;0
"Schouwen-Duiveland";1676;"Schouwen-Duiveland";33839;"31-03-2021";"13-04-2021";145;428.5;1;3;0;0
"Simpelveld";965;"Simpelveld";10555;"31-03-2021";"13-04-2021";26;246.3;0;0;0;0
