"Gemeente";"Inwoners";"Van";"Tot";"Zkh opname";"Zkh opname per 100.000";"Aantal x100 miljard"
"Harderwijk";48857;"2023-05-08";"2023-05-14";1;2;217,17
"Hardinxveld-Giessendam";18511;"2023-05-08";"2023-05-14";0;0;438,33
"Harlingen";15904;"2023-05-08";"2023-05-14";0;0;316
"Hattem";12307;"2023-05-08";"2023-05-14";0;0;141,35
"Heemskerk";39189;"2023-05-08";"2023-05-14";0;0;
"Heemstede";27557;"2023-05-08";"2023-05-14";0;0;43,86
"Heerde";18976;"2023-05-08";"2023-05-14";0;0;94,26
"Heerenveen";51119;"2023-05-08";"2023-05-14";0;0;268,21
"Heerlen";86845;"2023-05-08";"2023-05-14";0;0;27,81
"Heeze-Leende";16470;"2023-05-08";"2023-05-14";0;0;46,7
"Heiloo";24417;"2023-05-08";"2023-05-14";0;0;
"Hellendoorn";35940;"2023-05-08";"2023-05-14";0;0;137,34
"Helmond";93476;"2023-05-08";"2023-05-14";0;0;199,7
"Hendrik-Ido-Ambacht";31663;"2023-05-08";"2023-05-14";0;0;521,58
"Hengelo";81476;"2023-05-08";"2023-05-14";0;0;
"Het Hogeland";48022;"2023-05-08";"2023-05-14";2;4,2;189,67
"Heumen";17175;"2023-05-08";"2023-05-14";0;0;638,84
"Heusden";45557;"2023-05-08";"2023-05-14";0;0;76,27
"Hillegom";22312;"2023-05-08";"2023-05-14";0;0;100,24
"Hilvarenbeek";15810;"2023-05-08";"2023-05-14";0;0;262,61
"Hilversum";91733;"2023-05-08";"2023-05-14";0;0;345,36
"Hoeksche Waard";88715;"2023-05-08";"2023-05-14";1;1,1;550,34
"Hof van Twente";35056;"2023-05-08";"2023-05-14";0;0;661,64
"Hollands Kroon";48778;"2023-05-08";"2023-05-14";0;0;527,52
"Hoogeveen";55857;"2023-05-08";"2023-05-14";0;0;
"Hoorn";74298;"2023-05-08";"2023-05-14";1;1,3;948,4
"Horst aan de Maas";43039;"2023-05-08";"2023-05-14";0;0;189,82
"Houten";50323;"2023-05-08";"2023-05-14";1;2;75,39
"Huizen";40938;"2023-05-08";"2023-05-14";0;0;338,62
"Hulst";27533;"2023-05-08";"2023-05-14";0;0;111,55
"IJsselstein";33429;"2023-05-08";"2023-05-14";0;0;990,16
"Kaag en Braassem";27895;"2023-05-08";"2023-05-14";0;0;341,08
"Kampen";54791;"2023-05-08";"2023-05-14";0;0;242,71
"Kapelle";13020;"2023-05-08";"2023-05-14";0;0;177,42
"Katwijk";66032;"2023-05-08";"2023-05-14";0;0;392,78
"Kerkrade";45324;"2023-05-08";"2023-05-14";1;2,2;138,78
"Koggenland";23048;"2023-05-08";"2023-05-14";0;0;477,51
"Krimpen aan den IJssel";29415;"2023-05-08";"2023-05-14";0;0;181,22
"Krimpenerwaard";57062;"2023-05-08";"2023-05-14";0;0;304,27
"Laarbeek";22943;"2023-05-08";"2023-05-14";0;0;199,7
"Land van Cuijk";90707;"2023-05-08";"2023-05-14";0;0;74,54
"Landgraaf";37023;"2023-05-08";"2023-05-14";0;0;87,5
"Landsmeer";11560;"2023-05-08";"2023-05-14";0;0;353,74
"Lansingerland";64110;"2023-05-08";"2023-05-14";0;0;634,34
"Laren";11528;"2023-05-08";"2023-05-14";0;0;240,87
"Leeuwarden";125504;"2023-05-08";"2023-05-14";0;0;477,55
"Leiden";125074;"2023-05-08";"2023-05-14";2;1,6;311,08
"Leiderdorp";27464;"2023-05-08";"2023-05-14";0;0;308,73
"Leidschendam-Voorburg";76659;"2023-05-08";"2023-05-14";2;2,6;830,08
"Lelystad";81214;"2023-05-08";"2023-05-14";1;1,2;1292,52
"Leudal";35928;"2023-05-08";"2023-05-14";0;0;91,67
"Leusden";30713;"2023-05-08";"2023-05-14";0;0;228,25
"Lingewaard";46963;"2023-05-08";"2023-05-14";0;0;164,82
"Lisse";23015;"2023-05-08";"2023-05-14";0;0;630,13
"Lochem";34069;"2023-05-08";"2023-05-14";0;0;178,14
"Loon op Zand";23768;"2023-05-08";"2023-05-14";1;4,2;34,76
"Lopik";14512;"2023-05-08";"2023-05-14";0;0;394,78
"Losser";23084;"2023-05-08";"2023-05-14";0;0;71,96
"Maasdriel";25504;"2023-05-08";"2023-05-14";0;0;49,73
"Maasgouw";24028;"2023-05-08";"2023-05-14";1;4,2;101,81
"Maashorst";58362;"2023-05-08";"2023-05-14";1;1,7;90,98
"Maassluis";34148;"2023-05-08";"2023-05-14";0;0;
"Maastricht";121151;"2023-05-08";"2023-05-14";0;0;274,27
"Medemblik";45464;"2023-05-08";"2023-05-14";2;4,4;947,58
"Meerssen";18581;"2023-05-08";"2023-05-14";0;0;682,59
"Meierijstad";82613;"2023-05-08";"2023-05-14";0;0;66,61
"Meppel";34761;"2023-05-08";"2023-05-14";0;0;825,14
"Middelburg";49199;"2023-05-08";"2023-05-14";0;0;597,45
"Midden-Delfland";19484;"2023-05-08";"2023-05-14";0;0;830,08
"Midden-Drenthe";33689;"2023-05-08";"2023-05-14";0;0;688,75
"Midden-Groningen";60898;"2023-05-08";"2023-05-14";0;0;178,69
"Moerdijk";37313;"2023-05-08";"2023-05-14";0;0;151,36
"Molenlanden";44644;"2023-05-08";"2023-05-14";0;0;286
"Montferland";36359;"2023-05-08";"2023-05-14";0;0;385,61
"Montfoort";13818;"2023-05-08";"2023-05-14";0;0;268,94
"Mook en Middelaar";7989;"2023-05-08";"2023-05-14";0;0;184,13
"Neder-Betuwe";25032;"2023-05-08";"2023-05-14";0;0;143,41
"Nederweert";17323;"2023-05-08";"2023-05-14";0;0;74,61
"Nieuwegein";64554;"2023-05-08";"2023-05-14";0;0;989,73
"Nieuwkoop";29304;"2023-05-08";"2023-05-14";0;0;272,94
"Nijkerk";44311;"2023-05-08";"2023-05-14";1;2,3;688,88
"Nijmegen";179100;"2023-05-08";"2023-05-14";1;0,6;164,82
"Nissewaard";86332;"2023-05-08";"2023-05-14";3;3,5;406,52
"Noardeast-Fryslân";45593;"2023-05-08";"2023-05-14";0;0;217,45
"Noord-Beveland";7668;"2023-05-08";"2023-05-14";0;0;501,02
"Noordenveld";31238;"2023-05-08";"2023-05-14";0;0;316,68
"Noordoostpolder";48048;"2023-05-08";"2023-05-14";0;0;55,37
"Noordwijk";44365;"2023-05-08";"2023-05-14";0;0;547,25
"Nuenen, Gerwen en Nederwetten";23826;"2023-05-08";"2023-05-14";1;4,2;46,15
"Nunspeet";28223;"2023-05-08";"2023-05-14";0;0;691,36
"Oegstgeest";25499;"2023-05-08";"2023-05-14";0;0;383,87
"Oirschot";19061;"2023-05-08";"2023-05-14";0;0;146,32
"Oisterwijk";32503;"2023-05-08";"2023-05-14";1;3,1;238,89
"Oldambt";38521;"2023-05-08";"2023-05-14";0;0;686,78
"Oldebroek";23930;"2023-05-08";"2023-05-14";1;4,2;142,11
"Oldenzaal";31741;"2023-05-08";"2023-05-14";0;0;59,51
"Olst-Wijhe";18496;"2023-05-08";"2023-05-14";0;0;349,27
"Ommen";18457;"2023-05-08";"2023-05-14";0;0;916,81
"Oost Gelre";29603;"2023-05-08";"2023-05-14";1;3,4;615,48
"Oosterhout";56535;"2023-05-08";"2023-05-14";0;0;96,8
"Ooststellingwerf";25680;"2023-05-08";"2023-05-14";0;0;755,59
"Oostzaan";9639;"2023-05-08";"2023-05-14";0;0;353,52
"Opmeer";12074;"2023-05-08";"2023-05-14";0;0;481,7
"Opsterland";29791;"2023-05-08";"2023-05-14";0;0;196,61
"Oss";93307;"2023-05-08";"2023-05-14";3;3,2;290,49
"Oude IJsselstreek";39387;"2023-05-08";"2023-05-14";0;0;464,99
"Ouder-Amstel";14212;"2023-05-08";"2023-05-14";0;0;392,81
"Oudewater";10159;"2023-05-08";"2023-05-14";0;0;249
"Overbetuwe";48266;"2023-05-08";"2023-05-14";0;0;168,08
"Papendrecht";32208;"2023-05-08";"2023-05-14";0;0;272,72
"Peel en Maas";44278;"2023-05-08";"2023-05-14";0;0;186,49
"Pekela";12196;"2023-05-08";"2023-05-14";0;0;316,59
"Pijnacker-Nootdorp";56572;"2023-05-08";"2023-05-14";0;0;830,08
"Purmerend";92240;"2023-05-08";"2023-05-14";0;0;
"Putten";24598;"2023-05-08";"2023-05-14";0;0;221,42
"Raalte";38140;"2023-05-08";"2023-05-14";0;0;550,78
"Reimerswaal";22920;"2023-05-08";"2023-05-14";1;4,4;299,84
"Renkum";31358;"2023-05-08";"2023-05-14";1;3,2;640,2
"Renswoude";5651;"2023-05-08";"2023-05-14";0;0;381,76
"Reusel-De Mierden";13271;"2023-05-08";"2023-05-14";0;0;
"Rheden";43435;"2023-05-08";"2023-05-14";1;2,3;360,53
"Rhenen";20265;"2023-05-08";"2023-05-14";0;0;1937,43
"Ridderkerk";47099;"2023-05-08";"2023-05-14";0;0;744,12
"Rijssen-Holten";38231;"2023-05-08";"2023-05-14";0;0;363,53
"Rijswijk";56941;"2023-05-08";"2023-05-14";1;1,8;830,08
"Roerdalen";20558;"2023-05-08";"2023-05-14";0;0;94,7
"Roermond";59184;"2023-05-08";"2023-05-14";0;0;94,7
"Roosendaal";77244;"2023-05-08";"2023-05-14";1;1,3;147,21
"Rotterdam";655468;"2023-05-08";"2023-05-14";6;0,9;430,57
"Rozendaal";1756;"2023-05-08";"2023-05-14";0;0;175,61
"Rucphen";23326;"2023-05-08";"2023-05-14";0;0;147,59
"Schagen";46833;"2023-05-08";"2023-05-14";1;2,1;645,05
"Scherpenzeel";10317;"2023-05-08";"2023-05-14";0;0;2198,8
"Schiedam";79644;"2023-05-08";"2023-05-14";2;2,5;422,75
"Schiermonnikoog";944;"2023-05-08";"2023-05-14";0;0;575,03
"Schouwen-Duiveland";34152;"2023-05-08";"2023-05-14";0;0;440,83
"Simpelveld";10425;"2023-05-08";"2023-05-14";0;0;454,85
"Sint-Michielsgestel";29731;"2023-05-08";"2023-05-14";0;0;131,83
"Sittard-Geleen";91719;"2023-05-08";"2023-05-14";1;1,1;153,63
"Sliedrecht";25897;"2023-05-08";"2023-05-14";0;0;71,27
"Sluis";23141;"2023-05-08";"2023-05-14";0;0;139,05
"Smallingerland";55895;"2023-05-08";"2023-05-14";0;0;276,26
"Soest";47113;"2023-05-08";"2023-05-14";0;0;178,88
"Someren";19701;"2023-05-08";"2023-05-14";0;0;34,47
"Son en Breugel";17775;"2023-05-08";"2023-05-14";0;0;48,53
"Stadskanaal";31851;"2023-05-08";"2023-05-14";0;0;105,44
"Staphorst";17282;"2023-05-08";"2023-05-14";0;0;787,08
"Stede Broec";21947;"2023-05-08";"2023-05-14";1;4,6;948,4
"Steenbergen";24333;"2023-05-08";"2023-05-14";0;0;126,38
"Steenwijkerland";44741;"2023-05-08";"2023-05-14";0;0;663,91
"Stein";24803;"2023-05-08";"2023-05-14";1;4;392,57
"Stichtse Vecht";65240;"2023-05-08";"2023-05-14";1;1,5;364,88
"Súdwest-Fryslân";90300;"2023-05-08";"2023-05-14";0;0;193,25
"Terneuzen";54501;"2023-05-08";"2023-05-14";0;0;29,67
"Terschelling";4960;"2023-05-08";"2023-05-14";0;0;231,3
"Texel";13687;"2023-05-08";"2023-05-14";0;0;899,73
"Teylingen";37942;"2023-05-08";"2023-05-14";0;0;463,06
"Tholen";26401;"2023-05-08";"2023-05-14";1;3,8;
"Tiel";42277;"2023-05-08";"2023-05-14";0;0;114,38
"Tilburg";224459;"2023-05-08";"2023-05-14";1;0,4;259,08
"Tubbergen";21364;"2023-05-08";"2023-05-14";0;0;59,51
"Twenterand";33718;"2023-05-08";"2023-05-14";0;0;263,62
"Tynaarlo";34221;"2023-05-08";"2023-05-14";0;0;100,66
"Tytsjerksteradiel";32282;"2023-05-08";"2023-05-14";0;0;452,26
"Uitgeest";13563;"2023-05-08";"2023-05-14";0;0;
"Uithoorn";31018;"2023-05-08";"2023-05-14";0;0;599,28
"Urk";21468;"2023-05-08";"2023-05-14";0;0;55,37
"Utrecht";361699;"2023-05-08";"2023-05-14";4;1,1;886,16
"Utrechtse Heuvelrug";49981;"2023-05-08";"2023-05-14";2;4;953,32
"Vaals";10135;"2023-05-08";"2023-05-14";0;0;265,34
"Valkenburg aan de Geul";16167;"2023-05-08";"2023-05-14";0;0;676,46
"Valkenswaard";31236;"2023-05-08";"2023-05-14";0;0;46,15
"Veendam";27466;"2023-05-08";"2023-05-14";0;0;
"Veenendaal";67671;"2023-05-08";"2023-05-14";1;1,5;381,76
"Veere";21850;"2023-05-08";"2023-05-14";0;0;597,45
"Veldhoven";45822;"2023-05-08";"2023-05-14";0;0;46,15
"Velsen";68482;"2023-05-08";"2023-05-14";0;0;413,06
"Venlo";102136;"2023-05-08";"2023-05-14";0;0;197,78
"Venray";43964;"2023-05-08";"2023-05-14";0;0;143,6
"Vijfheerenlanden";58788;"2023-05-08";"2023-05-14";1;1,7;269,65
"Vlaardingen";74143;"2023-05-08";"2023-05-14";3;4;
"Vlieland";1195;"2023-05-08";"2023-05-14";0;0;757,64
"Vlissingen";44585;"2023-05-08";"2023-05-14";0;0;597,45
"Voerendaal";12426;"2023-05-08";"2023-05-14";0;0;88,39
"Voorne aan Zee";73238;"2023-05-08";"2023-05-14";0;0;412,41
"Voorschoten";25627;"2023-05-08";"2023-05-14";0;0;
"Voorst";24994;"2023-05-08";"2023-05-14";0;0;111,14
"Vught";31783;"2023-05-08";"2023-05-14";0;0;76,99
"Waadhoeke";46309;"2023-05-08";"2023-05-14";0;0;139,74
"Waalre";17626;"2023-05-08";"2023-05-14";0;0;46,15
"Waalwijk";49342;"2023-05-08";"2023-05-14";1;2;434,99
"Waddinxveen";31342;"2023-05-08";"2023-05-14";0;0;431,58
"Wageningen";39939;"2023-05-08";"2023-05-14";0;0;633,89
"Wassenaar";27115;"2023-05-08";"2023-05-14";1;3,7;830,08
"Waterland";17343;"2023-05-08";"2023-05-14";0;0;353,25
"Weert";50346;"2023-05-08";"2023-05-14";0;0;73,06
"West Betuwe";51971;"2023-05-08";"2023-05-14";0;0;283,19
"West Maas en Waal";19675;"2023-05-08";"2023-05-14";0;0;255,95
"Westerkwartier";64306;"2023-05-08";"2023-05-14";0;0;270,9
"Westerveld";19854;"2023-05-08";"2023-05-14";0;0;244,06
"Westervoort";14944;"2023-05-08";"2023-05-14";0;0;175,61
"Westerwolde";26571;"2023-05-08";"2023-05-14";1;3,8;616,24
"Westland";112448;"2023-05-08";"2023-05-14";0;0;728,48
"Weststellingwerf";26278;"2023-05-08";"2023-05-14";0;0;136,78
"Wierden";24643;"2023-05-08";"2023-05-14";0;0;401,69
"Wijchen";41344;"2023-05-08";"2023-05-14";1;2,4;198,62
"Wijdemeren";24494;"2023-05-08";"2023-05-14";0;0;350,47
"Wijk bij Duurstede";23921;"2023-05-08";"2023-05-14";0;0;636,28
"Winterswijk";29185;"2023-05-08";"2023-05-14";0;0;1087,02
"Woensdrecht";22112;"2023-05-08";"2023-05-14";0;0;98,97
"Woerden";52882;"2023-05-08";"2023-05-14";0;0;304,06
"Wormerland";16381;"2023-05-08";"2023-05-14";0;0;353,25
"Woudenberg";13873;"2023-05-08";"2023-05-14";0;0;2195,83
"Zaanstad";157166;"2023-05-08";"2023-05-14";0;0;457,38
"Zaltbommel";29957;"2023-05-08";"2023-05-14";0;0;49,73
"Zandvoort";17107;"2023-05-08";"2023-05-14";0;0;623,3
"Zeewolde";23348;"2023-05-08";"2023-05-14";0;0;194,83
"Zeist";65987;"2023-05-08";"2023-05-14";1;1,5;262,68
"Zevenaar";44645;"2023-05-08";"2023-05-14";0;0;185,22
"Zoetermeer";125767;"2023-05-08";"2023-05-14";0;0;830,08
"Zoeterwoude";9302;"2023-05-08";"2023-05-14";0;0;830,08
"Zuidplas";45794;"2023-05-08";"2023-05-14";1;2,2;432,39
"Zundert";22260;"2023-05-08";"2023-05-14";0;0;256,82
"Zutphen";48330;"2023-05-08";"2023-05-14";1;2,1;186,08
"Zwartewaterland";23012;"2023-05-08";"2023-05-14";0;0;123,62
"Zwijndrecht";44789;"2023-05-08";"2023-05-14";1;2,2;521,76
"Zwolle";130668;"2023-05-08";"2023-05-14";0;0;372,59
