"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Eindhoven";772;"Eindhoven";234394;"12-05-2021";"25-05-2021";860;366.9;2;0.9;4;1.7
"Elburg";230;"Elburg";23161;"12-05-2021";"25-05-2021";87;375.6;1;4.3;0;0
"Emmen";114;"Emmen";107048;"12-05-2021";"25-05-2021";198;185;2;1.9;0;0
"Enkhuizen";388;"Enkhuizen";18591;"12-05-2021";"25-05-2021";12;64.5;0;0;0;0
"Enschede";153;"Enschede";159640;"12-05-2021";"25-05-2021";547;342.6;7;4.4;1;0.6
"Epe";232;"Epe";33178;"12-05-2021";"25-05-2021";92;277.3;0;0;0;0
"Ermelo";233;"Ermelo";27008;"12-05-2021";"25-05-2021";46;170.3;1;3.7;0;0
"Etten-Leur";777;"Etten-Leur";43878;"12-05-2021";"25-05-2021";128;291.7;1;2.3;0;0
"Geertruidenberg";779;"Geertruidenberg";21544;"12-05-2021";"25-05-2021";81;376;0;0;0;0
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";39726;"12-05-2021";"25-05-2021";123;309.6;0;0;0;0
"Gemert-Bakel";1652;"Gemert-Bakel";30723;"12-05-2021";"25-05-2021";128;416.6;0;0;0;0
"Gennep";907;"Gennep";16921;"12-05-2021";"25-05-2021";41;242.3;0;0;0;0
"Gilze en Rijen";784;"Gilze en Rijen";26431;"12-05-2021";"25-05-2021";112;423.7;3;11.4;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50049;"12-05-2021";"25-05-2021";160;319.7;0;0;0;0
"Goes";664;"Goes";38082;"12-05-2021";"25-05-2021";120;315.1;7;18.4;0;0
"Goirle";785;"Goirle";23904;"12-05-2021";"25-05-2021";113;472.7;0;0;0;0
"Gooise Meren";1942;"Gooise Meren";58055;"12-05-2021";"25-05-2021";145;249.8;1;1.7;1;1.7
"Gorinchem";512;"Gorinchem";37022;"12-05-2021";"25-05-2021";161;434.9;0;0;0;0
"Gouda";513;"Gouda";73427;"12-05-2021";"25-05-2021";204;277.8;6;8.2;2;2.7
"Grave";786;"Grave";12436;"12-05-2021";"25-05-2021";44;353.8;0;0;0;0
"'s-Gravenhage";518;"'s-Gravenhage";545838;"12-05-2021";"25-05-2021";1906;349.2;44;8.1;1;0.2
"Groningen";14;"Groningen";232874;"12-05-2021";"25-05-2021";508;218.1;2;0.9;0;0
"Gulpen-Wittem";1729;"Gulpen-Wittem";14171;"12-05-2021";"25-05-2021";33;232.9;1;7.1;0;0
"Haaksbergen";158;"Haaksbergen";24311;"12-05-2021";"25-05-2021";95;390.8;0;0;0;0
"Haarlem";392;"Haarlem";162902;"12-05-2021";"25-05-2021";330;202.6;6;3.7;1;0.6
"Haarlemmermeer";394;"Haarlemmermeer";156002;"12-05-2021";"25-05-2021";467;299.4;2;1.3;0;0
"Halderberge";1655;"Halderberge";30284;"12-05-2021";"25-05-2021";108;356.6;1;3.3;0;0
"Hardenberg";160;"Hardenberg";60948;"12-05-2021";"25-05-2021";174;285.5;0;0;0;0
"Harderwijk";243;"Harderwijk";48414;"12-05-2021";"25-05-2021";118;243.7;2;4.1;0;0
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18295;"12-05-2021";"25-05-2021";69;377.2;1;5.5;0;0
"Harlingen";72;"Harlingen";15722;"12-05-2021";"25-05-2021";28;178.1;0;0;0;0
"Hattem";244;"Hattem";12209;"12-05-2021";"25-05-2021";45;368.6;0;0;0;0
"Heemskerk";396;"Heemskerk";39182;"12-05-2021";"25-05-2021";87;222;1;2.6;0;0
"Heemstede";397;"Heemstede";27234;"12-05-2021";"25-05-2021";33;121.2;0;0;0;0
"Heerde";246;"Heerde";18589;"12-05-2021";"25-05-2021";33;177.5;1;5.4;0;0
"Heerenveen";74;"Heerenveen";50493;"12-05-2021";"25-05-2021";77;152.5;1;2;0;0
"Heerhugowaard";398;"Heerhugowaard";57587;"12-05-2021";"25-05-2021";185;321.3;0;0;0;0
"Heerlen";917;"Heerlen";87086;"12-05-2021";"25-05-2021";267;306.6;4;4.6;2;2.3
"Heeze-Leende";1658;"Heeze-Leende";16152;"12-05-2021";"25-05-2021";38;235.3;0;0;0;0
"Heiloo";399;"Heiloo";23968;"12-05-2021";"25-05-2021";23;96;0;0;0;0
"Hellendoorn";163;"Hellendoorn";35916;"12-05-2021";"25-05-2021";145;403.7;1;2.8;1;2.8
"Hellevoetsluis";530;"Hellevoetsluis";40142;"12-05-2021";"25-05-2021";65;161.9;1;2.5;0;0
"Helmond";794;"Helmond";92423;"12-05-2021";"25-05-2021";327;353.8;1;1.1;0;0
"Hendrik-Ido-Ambacht";531;"Hendrik-Ido-Ambacht";31202;"12-05-2021";"25-05-2021";117;375;1;3.2;1;3.2
"Hengelo (O.)";164;"Hengelo (O.)";81140;"12-05-2021";"25-05-2021";284;350;0;0;0;0
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155111;"12-05-2021";"25-05-2021";723;466.1;2;1.3;4;2.6
"Het Hogeland";1966;"Het Hogeland";47801;"12-05-2021";"25-05-2021";119;248.9;1;2.1;0;0
"Heumen";252;"Heumen";16454;"12-05-2021";"25-05-2021";67;407.2;0;0;0;0
"Heusden";797;"Heusden";44692;"12-05-2021";"25-05-2021";236;528.1;1;2.2;0;0
"Hillegom";534;"Hillegom";22209;"12-05-2021";"25-05-2021";51;229.6;0;0;0;0
"Hilvarenbeek";798;"Hilvarenbeek";15518;"12-05-2021";"25-05-2021";26;167.5;0;0;0;0
"Hilversum";402;"Hilversum";90831;"12-05-2021";"25-05-2021";183;201.5;1;1.1;0;0
"Hoeksche Waard";1963;"Hoeksche Waard";87401;"12-05-2021";"25-05-2021";303;346.7;1;1.1;1;1.1
"Hof van Twente";1735;"Hof van Twente";35017;"12-05-2021";"25-05-2021";125;357;1;2.9;0;0
"Hollands Kroon";1911;"Hollands Kroon";48432;"12-05-2021";"25-05-2021";81;167.2;0;0;0;0
"Hoogeveen";118;"Hoogeveen";55699;"12-05-2021";"25-05-2021";137;246;2;3.6;1;1.8
"Hoorn";405;"Hoorn";73261;"12-05-2021";"25-05-2021";112;152.9;1;1.4;0;0
"Horst aan de Maas";1507;"Horst aan de Maas";42429;"12-05-2021";"25-05-2021";157;370;0;0;0;0
"Houten";321;"Houten";50146;"12-05-2021";"25-05-2021";113;225.3;1;2;0;0
"Huizen";406;"Huizen";41273;"12-05-2021";"25-05-2021";90;218.1;0;0;0;0
"Hulst";677;"Hulst";27556;"12-05-2021";"25-05-2021";30;108.9;1;3.6;0;0
"IJsselstein";353;"IJsselstein";34109;"12-05-2021";"25-05-2021";144;422.2;0;0;0;0
"Kaag en Braassem";1884;"Kaag en Braassem";27297;"12-05-2021";"25-05-2021";83;304.1;0;0;0;0
"Kampen";166;"Kampen";54319;"12-05-2021";"25-05-2021";152;279.8;2;3.7;1;1.8
"Kapelle";678;"Kapelle";12695;"12-05-2021";"25-05-2021";48;378.1;0;0;0;0
"Katwijk";537;"Katwijk";65753;"12-05-2021";"25-05-2021";208;316.3;1;1.5;2;3
"Kerkrade";928;"Kerkrade";45749;"12-05-2021";"25-05-2021";148;323.5;1;2.2;0;0
"Koggenland";1598;"Koggenland";22749;"12-05-2021";"25-05-2021";75;329.7;0;0;0;0
"Krimpen aan den IJssel";542;"Krimpen aan den IJssel";29526;"12-05-2021";"25-05-2021";77;260.8;1;3.4;0;0
"Krimpenerwaard";1931;"Krimpenerwaard";56319;"12-05-2021";"25-05-2021";175;310.7;6;10.7;0;0
"Laarbeek";1659;"Laarbeek";22523;"12-05-2021";"25-05-2021";98;435.1;1;4.4;0;0
"Landerd";1685;"Landerd";15730;"12-05-2021";"25-05-2021";46;292.4;0;0;0;0
"Landgraaf";882;"Landgraaf";37445;"12-05-2021";"25-05-2021";101;269.7;2;5.3;1;2.7
"Landsmeer";415;"Landsmeer";11491;"12-05-2021";"25-05-2021";29;252.4;0;0;0;0
"Langedijk";416;"Langedijk";28163;"12-05-2021";"25-05-2021";61;216.6;0;0;0;0
"Lansingerland";1621;"Lansingerland";62384;"12-05-2021";"25-05-2021";159;254.9;2;3.2;0;0
"Laren";417;"Laren";11280;"12-05-2021";"25-05-2021";26;230.5;0;0;0;0
"Leeuwarden";80;"Leeuwarden";124084;"12-05-2021";"25-05-2021";297;239.4;5;4;1;0.8
"Leiden";546;"Leiden";125099;"12-05-2021";"25-05-2021";486;388.5;2;1.6;0;0
"Leiderdorp";547;"Leiderdorp";27056;"12-05-2021";"25-05-2021";105;388.1;0;0;0;0
"Leidschendam-Voorburg";1916;"Leidschendam-Voorburg";76534;"12-05-2021";"25-05-2021";204;266.5;2;2.6;1;1.3
"Lelystad";995;"Lelystad";78598;"12-05-2021";"25-05-2021";163;207.4;1;1.3;2;2.5
"Leudal";1640;"Leudal";35879;"12-05-2021";"25-05-2021";110;306.6;0;0;1;2.8
"Leusden";327;"Leusden";30401;"12-05-2021";"25-05-2021";70;230.3;0;0;0;0
"Lingewaard";1705;"Lingewaard";46601;"12-05-2021";"25-05-2021";107;229.6;0;0;1;2.1
"Lisse";553;"Lisse";22955;"12-05-2021";"25-05-2021";43;187.3;0;0;0;0
"Lochem";262;"Lochem";33729;"12-05-2021";"25-05-2021";76;225.3;0;0;0;0
"Loon op Zand";809;"Loon op Zand";23408;"12-05-2021";"25-05-2021";133;568.2;0;0;0;0
"Lopik";331;"Lopik";14467;"12-05-2021";"25-05-2021";50;345.6;0;0;0;0
"Losser";168;"Losser";22683;"12-05-2021";"25-05-2021";113;498.2;0;0;0;0
"Maasdriel";263;"Maasdriel";25030;"12-05-2021";"25-05-2021";90;359.6;1;4;0;0
"Maasgouw";1641;"Maasgouw";23965;"12-05-2021";"25-05-2021";80;333.8;0;0;0;0
"Maassluis";556;"Maassluis";33213;"12-05-2021";"25-05-2021";144;433.6;0;0;0;0
"Maastricht";935;"Maastricht";121575;"12-05-2021";"25-05-2021";451;371;4;3.3;0;0
"Medemblik";420;"Medemblik";45101;"12-05-2021";"25-05-2021";85;188.5;0;0;0;0
"Meerssen";938;"Meerssen";18828;"12-05-2021";"25-05-2021";32;170;2;10.6;0;0
"Meierijstad";1948;"Meierijstad";81194;"12-05-2021";"25-05-2021";400;492.6;1;1.2;0;0
"Meppel";119;"Meppel";33920;"12-05-2021";"25-05-2021";54;159.2;1;2.9;1;2.9
"Middelburg";687;"Middelburg";48822;"12-05-2021";"25-05-2021";112;229.4;1;2;0;0
"Midden-Delfland";1842;"Midden-Delfland";19341;"12-05-2021";"25-05-2021";68;351.6;1;5.2;0;0
"Midden-Drenthe";1731;"Midden-Drenthe";33185;"12-05-2021";"25-05-2021";50;150.7;1;3;0;0
"Midden-Groningen";1952;"Midden-Groningen";60797;"12-05-2021";"25-05-2021";93;153;1;1.6;0;0
"Mill en Sint Hubert";815;"Mill en Sint Hubert";10939;"12-05-2021";"25-05-2021";49;447.9;0;0;0;0
"Moerdijk";1709;"Moerdijk";37129;"12-05-2021";"25-05-2021";125;336.7;0;0;1;2.7
"Molenlanden";1978;"Molenlanden";43909;"12-05-2021";"25-05-2021";202;460;0;0;0;0
"Montferland";1955;"Montferland";36011;"12-05-2021";"25-05-2021";85;236;0;0;0;0
"Montfoort";335;"Montfoort";13917;"12-05-2021";"25-05-2021";32;229.9;2;14.4;0;0
"Mook en Middelaar";944;"Mook en Middelaar";7847;"12-05-2021";"25-05-2021";11;140.2;0;0;0;0
"Neder-Betuwe";1740;"Neder-Betuwe";24339;"12-05-2021";"25-05-2021";167;686.1;1;4.1;1;4.1
"Nederweert";946;"Nederweert";17019;"12-05-2021";"25-05-2021";44;258.5;1;5.9;0;0
"Nieuwegein";356;"Nieuwegein";63462;"12-05-2021";"25-05-2021";178;280.5;2;3.2;0;0
"Nieuwkoop";569;"Nieuwkoop";28811;"12-05-2021";"25-05-2021";126;437.3;1;3.5;0;0
"Nijkerk";267;"Nijkerk";43171;"12-05-2021";"25-05-2021";98;227;0;0;1;2.3
"Nijmegen";268;"Nijmegen";177659;"12-05-2021";"25-05-2021";492;276.9;4;2.3;2;1.1
"Nissewaard";1930;"Nissewaard";85219;"12-05-2021";"25-05-2021";229;268.7;2;2.3;0;0
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45228;"12-05-2021";"25-05-2021";104;229.9;1;2.2;0;0
"Noord-Beveland";1695;"Noord-Beveland";7392;"12-05-2021";"25-05-2021";19;257;1;13.5;0;0
"Noordenveld";1699;"Noordenveld";31253;"12-05-2021";"25-05-2021";75;240;3;9.6;0;0
"Noordoostpolder";171;"Noordoostpolder";47291;"12-05-2021";"25-05-2021";143;302.4;0;0;0;0
"Noordwijk";575;"Noordwijk";43508;"12-05-2021";"25-05-2021";62;142.5;0;0;0;0
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23383;"12-05-2021";"25-05-2021";59;252.3;0;0;0;0
"Nunspeet";302;"Nunspeet";27851;"12-05-2021";"25-05-2021";67;240.6;0;0;0;0
"Oegstgeest";579;"Oegstgeest";24840;"12-05-2021";"25-05-2021";27;108.7;0;0;1;4
"Oirschot";823;"Oirschot";18714;"12-05-2021";"25-05-2021";93;497;1;5.3;1;5.3
"Oisterwijk";824;"Oisterwijk";32130;"12-05-2021";"25-05-2021";95;295.7;0;0;0;0
"Oldambt";1895;"Oldambt";38209;"12-05-2021";"25-05-2021";97;253.9;0;0;0;0
"Oldebroek";269;"Oldebroek";23646;"12-05-2021";"25-05-2021";68;287.6;0;0;0;0
"Oldenzaal";173;"Oldenzaal";31836;"12-05-2021";"25-05-2021";231;725.6;1;3.1;0;0
"Olst-Wijhe";1773;"Olst-Wijhe";18252;"12-05-2021";"25-05-2021";49;268.5;0;0;1;5.5
"Ommen";175;"Ommen";18009;"12-05-2021";"25-05-2021";52;288.7;0;0;0;0
"Oost Gelre";1586;"Oost Gelre";29627;"12-05-2021";"25-05-2021";97;327.4;0;0;0;0
"Oosterhout";826;"Oosterhout";55982;"12-05-2021";"25-05-2021";184;328.7;1;1.8;0;0
"Ooststellingwerf";85;"Ooststellingwerf";25469;"12-05-2021";"25-05-2021";51;200.2;1;3.9;0;0
"Oostzaan";431;"Oostzaan";9735;"12-05-2021";"25-05-2021";21;215.7;0;0;0;0
"Opmeer";432;"Opmeer";11836;"12-05-2021";"25-05-2021";16;135.2;0;0;0;0
"Opsterland";86;"Opsterland";29733;"12-05-2021";"25-05-2021";97;326.2;2;6.7;0;0
"Oss";828;"Oss";91915;"12-05-2021";"25-05-2021";478;520;1;1.1;0;0
"Oude IJsselstreek";1509;"Oude IJsselstreek";39388;"12-05-2021";"25-05-2021";109;276.7;2;5.1;1;2.5
"Ouder-Amstel";437;"Ouder-Amstel";14026;"12-05-2021";"25-05-2021";34;242.4;0;0;0;0
"Oudewater";589;"Oudewater";10230;"12-05-2021";"25-05-2021";45;439.9;0;0;0;0
"Overbetuwe";1734;"Overbetuwe";47906;"12-05-2021";"25-05-2021";145;302.7;0;0;0;0
"Papendrecht";590;"Papendrecht";32136;"12-05-2021";"25-05-2021";132;410.8;0;0;0;0
"Peel en Maas";1894;"Peel en Maas";43425;"12-05-2021";"25-05-2021";167;384.6;1;2.3;1;2.3
"Pekela";765;"Pekela";12196;"12-05-2021";"25-05-2021";25;205;1;8.2;0;0
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55308;"12-05-2021";"25-05-2021";162;292.9;0;0;0;0
"Purmerend";439;"Purmerend";81249;"12-05-2021";"25-05-2021";165;203.1;0;0;0;0
"Putten";273;"Putten";24112;"12-05-2021";"25-05-2021";88;365;0;0;2;8.3
"Raalte";177;"Raalte";37712;"12-05-2021";"25-05-2021";68;180.3;0;0;0;0
"Reimerswaal";703;"Reimerswaal";22730;"12-05-2021";"25-05-2021";190;835.9;1;4.4;0;0
"Renkum";274;"Renkum";31419;"12-05-2021";"25-05-2021";96;305.5;0;0;0;0
"Renswoude";339;"Renswoude";5444;"12-05-2021";"25-05-2021";13;238.8;0;0;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13112;"12-05-2021";"25-05-2021";46;350.8;0;0;0;0
"Rheden";275;"Rheden";43761;"12-05-2021";"25-05-2021";116;265.1;0;0;0;0
"Rhenen";340;"Rhenen";20119;"12-05-2021";"25-05-2021";93;462.2;0;0;0;0
"Ridderkerk";597;"Ridderkerk";46189;"12-05-2021";"25-05-2021";182;394;1;2.2;0;0
"Rijssen-Holten";1742;"Rijssen-Holten";38177;"12-05-2021";"25-05-2021";187;489.8;0;0;0;0
"Rijswijk";603;"Rijswijk";54450;"12-05-2021";"25-05-2021";126;231.4;1;1.8;0;0
"Roerdalen";1669;"Roerdalen";20574;"12-05-2021";"25-05-2021";69;335.4;0;0;0;0
"Roermond";957;"Roermond";58260;"12-05-2021";"25-05-2021";216;370.8;0;0;2;3.4
"Roosendaal";1674;"Roosendaal";77251;"12-05-2021";"25-05-2021";154;199.4;1;1.3;1;1.3
"Rotterdam";599;"Rotterdam";651157;"12-05-2021";"25-05-2021";2878;442;31;4.8;14;2.2
"Rozendaal";277;"Rozendaal";1704;"12-05-2021";"25-05-2021";5;293.4;0;0;0;0
"Rucphen";840;"Rucphen";22878;"12-05-2021";"25-05-2021";63;275.4;1;4.4;0;0
"Schagen";441;"Schagen";46483;"12-05-2021";"25-05-2021";103;221.6;1;2.2;0;0
"Scherpenzeel";279;"Scherpenzeel";9880;"12-05-2021";"25-05-2021";28;283.4;0;0;0;0
"Schiedam";606;"Schiedam";78730;"12-05-2021";"25-05-2021";258;327.7;2;2.5;0;0
"Schiermonnikoog";88;"Schiermonnikoog";947;"12-05-2021";"25-05-2021";0;0;0;0;0;0
"Schouwen-Duiveland";1676;"Schouwen-Duiveland";33839;"12-05-2021";"25-05-2021";144;425.5;4;11.8;0;0
"Simpelveld";965;"Simpelveld";10555;"12-05-2021";"25-05-2021";18;170.5;0;0;0;0
"Sint Anthonis";1702;"Sint Anthonis";11664;"12-05-2021";"25-05-2021";57;488.7;0;0;0;0
"Sint-Michielsgestel";845;"Sint-Michielsgestel";29208;"12-05-2021";"25-05-2021";130;445.1;0;0;0;0
