"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Aa en Hunze";1680;"Aa en Hunze";25445;"05-05-2021";"18-05-2021";43;169;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31859;"05-05-2021";"18-05-2021";154;483.4;0;0;0;0
"Aalten";197;"Aalten";27121;"05-05-2021";"18-05-2021";90;331.8;1;3.7;0;0
"Achtkarspelen";59;"Achtkarspelen";27843;"05-05-2021";"18-05-2021";98;352;0;0;1;3.6
"Alblasserdam";482;"Alblasserdam";20165;"05-05-2021";"18-05-2021";109;540.5;1;5;1;5
"Albrandswaard";613;"Albrandswaard";25590;"05-05-2021";"18-05-2021";127;496.3;0;0;0;0
"Alkmaar";361;"Alkmaar";109436;"05-05-2021";"18-05-2021";329;300.6;4;3.7;0;0
"Almelo";141;"Almelo";73107;"05-05-2021";"18-05-2021";377;515.7;2;2.7;0;0
"Almere";34;"Almere";211893;"05-05-2021";"18-05-2021";647;305.3;6;2.8;0;0
"Alphen aan den Rijn";484;"Alphen aan den Rijn";111897;"05-05-2021";"18-05-2021";376;336;1;0.9;0;0
"Alphen-Chaam";1723;"Alphen-Chaam";10203;"05-05-2021";"18-05-2021";64;627.3;0;0;0;0
"Altena";1959;"Altena";55967;"05-05-2021";"18-05-2021";283;505.7;2;3.6;0;0
"Ameland";60;"Ameland";3716;"05-05-2021";"18-05-2021";3;80.7;0;0;0;0
"Amersfoort";307;"Amersfoort";157276;"05-05-2021";"18-05-2021";501;318.5;5;3.2;1;0.6
"Amstelveen";362;"Amstelveen";91675;"05-05-2021";"18-05-2021";327;356.7;1;1.1;1;1.1
"Amsterdam";363;"Amsterdam";872757;"05-05-2021";"18-05-2021";3579;410.1;24;2.7;16;1.8
"Apeldoorn";200;"Apeldoorn";163818;"05-05-2021";"18-05-2021";527;321.7;0;0;0;0
"Arnhem";202;"Arnhem";161348;"05-05-2021";"18-05-2021";723;448.1;7;4.3;1;0.6
"Assen";106;"Assen";68599;"05-05-2021";"18-05-2021";137;199.7;4;5.8;1;1.5
"Asten";743;"Asten";16721;"05-05-2021";"18-05-2021";77;460.5;0;0;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6859;"05-05-2021";"18-05-2021";33;481.1;0;0;0;0
"Baarn";308;"Baarn";24868;"05-05-2021";"18-05-2021";110;442.3;0;0;0;0
"Barendrecht";489;"Barendrecht";48714;"05-05-2021";"18-05-2021";201;412.6;1;2.1;0;0
"Barneveld";203;"Barneveld";59082;"05-05-2021";"18-05-2021";306;517.9;1;1.7;1;1.7
"Beek";888;"Beek";15865;"05-05-2021";"18-05-2021";89;561;0;0;0;0
"Beekdaelen";1954;"Beekdaelen";35938;"05-05-2021";"18-05-2021";186;517.6;3;8.3;0;0
"Beemster";370;"Beemster";10022;"05-05-2021";"18-05-2021";41;409.1;0;0;0;0
"Beesel";889;"Beesel";13482;"05-05-2021";"18-05-2021";66;489.5;0;0;0;0
"Berg en Dal";1945;"Berg en Dal";34992;"05-05-2021";"18-05-2021";137;391.5;0;0;0;0
"Bergeijk";1724;"Bergeijk";18635;"05-05-2021";"18-05-2021";68;364.9;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13085;"05-05-2021";"18-05-2021";76;580.8;1;7.6;1;7.6
"Bergen (NH.)";373;"Bergen (NH.)";29839;"05-05-2021";"18-05-2021";63;211.1;0;0;0;0
