"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage";518;"'s-Gravenhage";548320;"20-10-2021";"02-11-2021";2145;391.2;15;2.7;5;0.9
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155490;"20-10-2021";"02-11-2021";610;392.3;0;0;1;0.6
"Aa en Hunze";1680;"Aa en Hunze";25399;"20-10-2021";"02-11-2021";51;200.8;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31991;"20-10-2021";"02-11-2021";221;690.8;1;3.1;0;0
"Aalten";197;"Aalten";27120;"20-10-2021";"02-11-2021";94;346.6;0;0;0;0
"Achtkarspelen";59;"Achtkarspelen";27900;"20-10-2021";"02-11-2021";181;648.7;1;3.6;0;0
"Alblasserdam";482;"Alblasserdam";20136;"20-10-2021";"02-11-2021";290;1440.2;0;0;0;0
"Albrandswaard";613;"Albrandswaard";25814;"20-10-2021";"02-11-2021";97;375.8;0;0;0;0
"Alkmaar";361;"Alkmaar";109896;"20-10-2021";"02-11-2021";334;303.9;1;0.9;0;0
"Almelo";141;"Almelo";73132;"20-10-2021";"02-11-2021";244;333.6;2;2.7;0;0
"Almere";34;"Almere";214715;"20-10-2021";"02-11-2021";889;414;4;1.9;6;2.8
"Alphen aan den Rijn";484;"Alphen aan den Rijn";112587;"20-10-2021";"02-11-2021";665;590.7;2;1.8;0;0
"Alphen-Chaam";1723;"Alphen-Chaam";10373;"20-10-2021";"02-11-2021";46;443.5;1;9.6;0;0
"Altena";1959;"Altena";56352;"20-10-2021";"02-11-2021";650;1153.5;3;5.3;1;1.8
"Ameland";60;"Ameland";3746;"20-10-2021";"02-11-2021";7;186.9;0;0;0;0
"Amersfoort";307;"Amersfoort";157462;"20-10-2021";"02-11-2021";633;402;1;0.6;0;0
"Amstelveen";362;"Amstelveen";90829;"20-10-2021";"02-11-2021";328;361.1;4;4.4;1;1.1
"Amsterdam";363;"Amsterdam";873338;"20-10-2021";"02-11-2021";3591;411.2;16;1.8;6;0.7
"Apeldoorn";200;"Apeldoorn";164781;"20-10-2021";"02-11-2021";1020;619;4;2.4;2;1.2
"Arnhem";202;"Arnhem";162424;"20-10-2021";"02-11-2021";769;473.5;0;0;0;0
"Assen";106;"Assen";68836;"20-10-2021";"02-11-2021";187;271.7;0;0;0;0
"Asten";743;"Asten";16817;"20-10-2021";"02-11-2021";53;315.2;0;0;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6899;"20-10-2021";"02-11-2021";36;521.8;0;0;0;0
"Baarn";308;"Baarn";24792;"20-10-2021";"02-11-2021";134;540.5;0;0;0;0
"Barendrecht";489;"Barendrecht";48643;"20-10-2021";"02-11-2021";246;505.7;0;0;0;0
"Barneveld";203;"Barneveld";59992;"20-10-2021";"02-11-2021";730;1216.8;4;6.7;0;0
"Beek";888;"Beek";15875;"20-10-2021";"02-11-2021";73;459.8;0;0;0;0
"Beekdaelen";1954;"Beekdaelen";36065;"20-10-2021";"02-11-2021";318;881.7;2;5.5;0;0
"Beemster";370;"Beemster";10110;"20-10-2021";"02-11-2021";48;474.8;0;0;0;0
"Beesel";889;"Beesel";13450;"20-10-2021";"02-11-2021";137;1018.6;0;0;0;0
"Berg en Dal";1945;"Berg en Dal";35010;"20-10-2021";"02-11-2021";318;908.3;1;2.9;0;0
"Bergeijk";1724;"Bergeijk";18754;"20-10-2021";"02-11-2021";50;266.6;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13108;"20-10-2021";"02-11-2021";128;976.5;0;0;1;7.6
"Bergen (NH.)";373;"Bergen (NH.)";29715;"20-10-2021";"02-11-2021";77;259.1;0;0;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67514;"20-10-2021";"02-11-2021";199;294.8;0;0;0;0
"Berkelland";1859;"Berkelland";43846;"20-10-2021";"02-11-2021";165;376.3;0;0;0;0
"Bernheze";1721;"Bernheze";31455;"20-10-2021";"02-11-2021";162;515;0;0;0;0
"Best";753;"Best";30216;"20-10-2021";"02-11-2021";107;354.1;0;0;0;0
"Beuningen";209;"Beuningen";26157;"20-10-2021";"02-11-2021";116;443.5;2;7.6;0;0
"Beverwijk";375;"Beverwijk";41863;"20-10-2021";"02-11-2021";147;351.1;0;0;0;0
"Bladel";1728;"Bladel";20529;"20-10-2021";"02-11-2021";116;565.1;0;0;0;0
"Blaricum";376;"Blaricum";11954;"20-10-2021";"02-11-2021";35;292.8;0;0;0;0
"Bloemendaal";377;"Bloemendaal";23478;"20-10-2021";"02-11-2021";72;306.7;0;0;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";35278;"20-10-2021";"02-11-2021";408;1156.5;2;5.7;0;0
"Boekel";755;"Boekel";10959;"20-10-2021";"02-11-2021";62;565.7;0;0;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25598;"20-10-2021";"02-11-2021";74;289.1;1;3.9;0;0
"Borne";147;"Borne";23668;"20-10-2021";"02-11-2021";89;376;0;0;0;0
"Borsele";654;"Borsele";22818;"20-10-2021";"02-11-2021";145;635.5;0;0;0;0
"Boxmeer";756;"Boxmeer";29609;"20-10-2021";"02-11-2021";432;1459;2;6.8;2;6.8
"Boxtel";757;"Boxtel";32973;"20-10-2021";"02-11-2021";115;348.8;0;0;0;0
"Breda";758;"Breda";184126;"20-10-2021";"02-11-2021";858;466;2;1.1;3;1.6
"Brielle";501;"Brielle";17439;"20-10-2021";"02-11-2021";83;475.9;1;5.7;0;0
"Bronckhorst";1876;"Bronckhorst";36087;"20-10-2021";"02-11-2021";139;385.2;0;0;1;2.8
"Brummen";213;"Brummen";20884;"20-10-2021";"02-11-2021";64;306.5;0;0;0;0
"Brunssum";899;"Brunssum";27670;"20-10-2021";"02-11-2021";211;762.6;2;7.2;2;7.2
"Bunnik";312;"Bunnik";15341;"20-10-2021";"02-11-2021";49;319.4;1;6.5;0;0
"Bunschoten";313;"Bunschoten";22019;"20-10-2021";"02-11-2021";67;304.3;0;0;0;0
"Buren";214;"Buren";27009;"20-10-2021";"02-11-2021";204;755.3;0;0;0;0
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67319;"20-10-2021";"02-11-2021";283;420.4;1;1.5;0;0
"Castricum";383;"Castricum";36086;"20-10-2021";"02-11-2021";151;418.4;1;2.8;0;0
"Coevorden";109;"Coevorden";35317;"20-10-2021";"02-11-2021";163;461.5;1;2.8;0;0
"Cranendonck";1706;"Cranendonck";21001;"20-10-2021";"02-11-2021";201;957.1;0;0;0;0
"Cuijk";1684;"Cuijk";25404;"20-10-2021";"02-11-2021";278;1094.3;0;0;0;0
"Culemborg";216;"Culemborg";29121;"20-10-2021";"02-11-2021";188;645.6;2;6.9;1;3.4
"Dalfsen";148;"Dalfsen";28901;"20-10-2021";"02-11-2021";150;519;0;0;1;3.5
"Dantumadiel";1891;"Dantumadiel";18943;"20-10-2021";"02-11-2021";141;744.3;0;0;0;0
"De Bilt";310;"De Bilt";43384;"20-10-2021";"02-11-2021";216;497.9;0;0;1;2.3
"De Fryske Marren";1940;"De Fryske Marren";51778;"20-10-2021";"02-11-2021";267;515.7;1;1.9;0;0
"De Ronde Venen";736;"De Ronde Venen";44720;"20-10-2021";"02-11-2021";221;494.2;0;0;1;2.2
"De Wolden";1690;"De Wolden";24374;"20-10-2021";"02-11-2021";165;677;1;4.1;0;0
"Delft";503;"Delft";103581;"20-10-2021";"02-11-2021";423;408.4;3;2.9;4;3.9
"Den Helder";400;"Den Helder";56582;"20-10-2021";"02-11-2021";109;192.6;1;1.8;0;0
"Deurne";762;"Deurne";32437;"20-10-2021";"02-11-2021";151;465.5;1;3.1;0;0
"Deventer";150;"Deventer";101236;"20-10-2021";"02-11-2021";452;446.5;1;1;1;1
"Diemen";384;"Diemen";31334;"20-10-2021";"02-11-2021";132;421.3;2;6.4;0;0
"Dinkelland";1774;"Dinkelland";26606;"20-10-2021";"02-11-2021";91;342;0;0;0;0
"Doesburg";221;"Doesburg";11064;"20-10-2021";"02-11-2021";63;569.4;0;0;0;0
"Doetinchem";222;"Doetinchem";58270;"20-10-2021";"02-11-2021";322;552.6;1;1.7;1;1.7
"Dongen";766;"Dongen";26368;"20-10-2021";"02-11-2021";101;383;1;3.8;0;0
"Dordrecht";505;"Dordrecht";119115;"20-10-2021";"02-11-2021";556;466.8;3;2.5;0;0
"Drechterland";498;"Drechterland";19838;"20-10-2021";"02-11-2021";56;282.3;0;0;0;0
"Drimmelen";1719;"Drimmelen";27325;"20-10-2021";"02-11-2021";99;362.3;0;0;0;0
"Dronten";303;"Dronten";42011;"20-10-2021";"02-11-2021";150;357;1;2.4;0;0
"Druten";225;"Druten";18991;"20-10-2021";"02-11-2021";122;642.4;2;10.5;0;0
"Duiven";226;"Duiven";25066;"20-10-2021";"02-11-2021";94;375;1;4;1;4
"Echt-Susteren";1711;"Echt-Susteren";31751;"20-10-2021";"02-11-2021";203;639.3;0;0;0;0
"Edam-Volendam";385;"Edam-Volendam";36268;"20-10-2021";"02-11-2021";103;284;0;0;0;0
"Ede";228;"Ede";118530;"20-10-2021";"02-11-2021";1032;870.7;3;2.5;3;2.5
"Eemnes";317;"Eemnes";9362;"20-10-2021";"02-11-2021";64;683.6;0;0;0;0
"Eemsdelta";1979;"Eemsdelta";45587;"20-10-2021";"02-11-2021";143;313.7;1;2.2;1;2.2
"Eersel";770;"Eersel";19528;"20-10-2021";"02-11-2021";69;353.3;0;0;2;10.2
"Eijsden-Margraten";1903;"Eijsden-Margraten";25900;"20-10-2021";"02-11-2021";158;610;2;7.7;1;3.9
"Eindhoven";772;"Eindhoven";235691;"20-10-2021";"02-11-2021";856;363.2;2;0.8;0;0
"Elburg";230;"Elburg";23429;"20-10-2021";"02-11-2021";158;674.4;1;4.3;0;0
"Emmen";114;"Emmen";107024;"20-10-2021";"02-11-2021";469;438.2;3;2.8;3;2.8
"Enkhuizen";388;"Enkhuizen";18637;"20-10-2021";"02-11-2021";63;338;1;5.4;1;5.4
"Enschede";153;"Enschede";159732;"20-10-2021";"02-11-2021";611;382.5;2;1.3;4;2.5
"Epe";232;"Epe";33198;"20-10-2021";"02-11-2021";229;689.8;1;3;0;0
"Ermelo";233;"Ermelo";27016;"20-10-2021";"02-11-2021";292;1080.8;0;0;2;7.4
"Etten-Leur";777;"Etten-Leur";43869;"20-10-2021";"02-11-2021";230;524.3;0;0;1;2.3
"Geertruidenberg";779;"Geertruidenberg";21770;"20-10-2021";"02-11-2021";64;294;0;0;0;0
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";40066;"20-10-2021";"02-11-2021";129;322;0;0;0;0
"Gemert-Bakel";1652;"Gemert-Bakel";30760;"20-10-2021";"02-11-2021";211;686;1;3.3;0;0
"Gennep";907;"Gennep";17035;"20-10-2021";"02-11-2021";377;2213.1;0;0;1;5.9
"Gilze en Rijen";784;"Gilze en Rijen";26723;"20-10-2021";"02-11-2021";71;265.7;0;0;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50589;"20-10-2021";"02-11-2021";423;836.2;1;2;0;0
"Goes";664;"Goes";38594;"20-10-2021";"02-11-2021";331;857.6;0;0;0;0
"Goirle";785;"Goirle";23952;"20-10-2021";"02-11-2021";136;567.8;0;0;0;0
"Gooise Meren";1942;"Gooise Meren";58524;"20-10-2021";"02-11-2021";266;454.5;1;1.7;0;0
"Gorinchem";512;"Gorinchem";37410;"20-10-2021";"02-11-2021";183;489.2;1;2.7;0;0
"Gouda";513;"Gouda";73681;"20-10-2021";"02-11-2021";479;650.1;5;6.8;2;2.7
"Grave";786;"Grave";12486;"20-10-2021";"02-11-2021";72;576.6;0;0;0;0
"Groningen";14;"Groningen";233273;"20-10-2021";"02-11-2021";603;258.5;1;0.4;1;0.4
"Gulpen-Wittem";1729;"Gulpen-Wittem";14206;"20-10-2021";"02-11-2021";109;767.3;1;7;0;0
"Haaksbergen";158;"Haaksbergen";24229;"20-10-2021";"02-11-2021";112;462.3;0;0;0;0
"Haarlem";392;"Haarlem";162543;"20-10-2021";"02-11-2021";657;404.2;0;0;0;0
"Haarlemmermeer";394;"Haarlemmermeer";157789;"20-10-2021";"02-11-2021";725;459.5;3;1.9;0;0
"Halderberge";1655;"Halderberge";30430;"20-10-2021";"02-11-2021";93;305.6;1;3.3;1;3.3
"Hardenberg";160;"Hardenberg";61357;"20-10-2021";"02-11-2021";316;515;1;1.6;0;0
"Harderwijk";243;"Harderwijk";48726;"20-10-2021";"02-11-2021";206;422.8;0;0;1;2.1
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18413;"20-10-2021";"02-11-2021";288;1564.1;0;0;1;5.4
"Harlingen";72;"Harlingen";15807;"20-10-2021";"02-11-2021";37;234.1;0;0;0;0
"Hattem";244;"Hattem";12228;"20-10-2021";"02-11-2021";57;466.1;0;0;0;0
"Heemskerk";396;"Heemskerk";39191;"20-10-2021";"02-11-2021";155;395.5;1;2.6;0;0
"Heemstede";397;"Heemstede";27545;"20-10-2021";"02-11-2021";95;344.9;1;3.6;1;3.6
"Heerde";246;"Heerde";18776;"20-10-2021";"02-11-2021";103;548.6;0;0;0;0
"Heerenveen";74;"Heerenveen";50650;"20-10-2021";"02-11-2021";287;566.6;0;0;1;2
"Heerhugowaard";398;"Heerhugowaard";58387;"20-10-2021";"02-11-2021";163;279.2;0;0;0;0
"Heerlen";917;"Heerlen";86936;"20-10-2021";"02-11-2021";679;781;4;4.6;0;0
