"Gemeente";"Inwoners";"Van";"Tot";"Zkh opname";"Zkh opname per 100.000";"Aantal x100 miljard"
"Hollands Kroon";48778;"2023-06-05";"2023-06-11";0;0;83,97
"Hoogeveen";55857;"2023-06-05";"2023-06-11";0;0;82,15
"Hoorn";74298;"2023-06-05";"2023-06-11";0;0;198,8
"Horst aan de Maas";43039;"2023-06-05";"2023-06-11";0;0;28,81
"Houten";50323;"2023-06-05";"2023-06-11";1;2;117,87
"Huizen";40938;"2023-06-05";"2023-06-11";0;0;169,15
"Hulst";27533;"2023-06-05";"2023-06-11";0;0;52,57
"IJsselstein";33429;"2023-06-05";"2023-06-11";0;0;114,7
"Kaag en Braassem";27895;"2023-06-05";"2023-06-11";0;0;303,07
"Kampen";54791;"2023-06-05";"2023-06-11";0;0;29,03
"Kapelle";13020;"2023-06-05";"2023-06-11";0;0;65,41
"Katwijk";66032;"2023-06-05";"2023-06-11";0;0;399,66
"Kerkrade";45324;"2023-06-05";"2023-06-11";0;0;75,55
"Koggenland";23048;"2023-06-05";"2023-06-11";0;0;47,99
"Krimpen aan den IJssel";29415;"2023-06-05";"2023-06-11";0;0;21,36
"Krimpenerwaard";57062;"2023-06-05";"2023-06-11";0;0;48,75
"Laarbeek";22943;"2023-06-05";"2023-06-11";1;4,4;37,73
"Land van Cuijk";90707;"2023-06-05";"2023-06-11";0;0;65,38
"Landgraaf";37023;"2023-06-05";"2023-06-11";0;0;65,99
"Landsmeer";11560;"2023-06-05";"2023-06-11";0;0;235,98
"Lansingerland";64110;"2023-06-05";"2023-06-11";0;0;157,43
"Laren";11528;"2023-06-05";"2023-06-11";0;0;104,01
"Leeuwarden";125504;"2023-06-05";"2023-06-11";0;0;57,01
"Leiden";125074;"2023-06-05";"2023-06-11";1;0,8;149,68
"Leiderdorp";27464;"2023-06-05";"2023-06-11";0;0;125,39
"Leidschendam-Voorburg";76659;"2023-06-05";"2023-06-11";0;0;253,42
"Lelystad";81214;"2023-06-05";"2023-06-11";0;0;73,2
"Leudal";35928;"2023-06-05";"2023-06-11";0;0;63,19
"Leusden";30713;"2023-06-05";"2023-06-11";0;0;28,45
"Lingewaard";46963;"2023-06-05";"2023-06-11";0;0;33,8
"Lisse";23015;"2023-06-05";"2023-06-11";0;0;71,24
"Lochem";34069;"2023-06-05";"2023-06-11";0;0;183,53
"Loon op Zand";23768;"2023-06-05";"2023-06-11";0;0;26,2
"Lopik";14512;"2023-06-05";"2023-06-11";0;0;114,7
"Losser";23084;"2023-06-05";"2023-06-11";0;0;11,49
"Maasdriel";25504;"2023-06-05";"2023-06-11";0;0;38,12
"Maasgouw";24028;"2023-06-05";"2023-06-11";0;0;52,31
"Maashorst";58362;"2023-06-05";"2023-06-11";0;0;60,72
"Maassluis";34148;"2023-06-05";"2023-06-11";0;0;181,01
"Maastricht";121151;"2023-06-05";"2023-06-11";0;0;165,03
"Medemblik";45464;"2023-06-05";"2023-06-11";0;0;198,53
"Meerssen";18581;"2023-06-05";"2023-06-11";0;0;201,16
"Meierijstad";82613;"2023-06-05";"2023-06-11";0;0;35,01
"Meppel";34761;"2023-06-05";"2023-06-11";0;0;80,37
"Middelburg";49199;"2023-06-05";"2023-06-11";1;2;82,01
"Midden-Delfland";19484;"2023-06-05";"2023-06-11";0;0;230,64
"Midden-Drenthe";33689;"2023-06-05";"2023-06-11";0;0;51,06
"Midden-Groningen";60898;"2023-06-05";"2023-06-11";0;0;54,15
"Moerdijk";37313;"2023-06-05";"2023-06-11";0;0;37,89
"Molenlanden";44644;"2023-06-05";"2023-06-11";0;0;49,86
"Montferland";36359;"2023-06-05";"2023-06-11";0;0;20,73
"Montfoort";13818;"2023-06-05";"2023-06-11";0;0;25,48
"Mook en Middelaar";7989;"2023-06-05";"2023-06-11";1;12,5;13,48
"Neder-Betuwe";25032;"2023-06-05";"2023-06-11";0;0;25,25
"Nederweert";17323;"2023-06-05";"2023-06-11";0;0;50,99
"Nieuwegein";64554;"2023-06-05";"2023-06-11";0;0;114,71
"Nieuwkoop";29304;"2023-06-05";"2023-06-11";0;0;105,66
"Nijkerk";44311;"2023-06-05";"2023-06-11";0;0;21
"Nijmegen";179100;"2023-06-05";"2023-06-11";2;1,1;75,97
"Nissewaard";86332;"2023-06-05";"2023-06-11";0;0;79,57
"Noardeast-Fryslân";45593;"2023-06-05";"2023-06-11";0;0;45,45
"Noord-Beveland";7668;"2023-06-05";"2023-06-11";0;0;25,16
"Noordenveld";31238;"2023-06-05";"2023-06-11";1;3,2;23
"Noordoostpolder";48048;"2023-06-05";"2023-06-11";0;0;86,51
"Noordwijk";44365;"2023-06-05";"2023-06-11";0;0;99,47
"Nuenen, Gerwen en Nederwetten";23826;"2023-06-05";"2023-06-11";0;0;97,88
"Nunspeet";28223;"2023-06-05";"2023-06-11";1;3,5;58,93
"Oegstgeest";25499;"2023-06-05";"2023-06-11";0;0;370,77
"Oirschot";19061;"2023-06-05";"2023-06-11";0;0;29,98
"Oisterwijk";32503;"2023-06-05";"2023-06-11";0;0;30,25
"Oldambt";38521;"2023-06-05";"2023-06-11";0;0;26,16
"Oldebroek";23930;"2023-06-05";"2023-06-11";0;0;78,7
"Oldenzaal";31741;"2023-06-05";"2023-06-11";0;0;9,27
"Olst-Wijhe";18496;"2023-06-05";"2023-06-11";0;0;70,03
"Ommen";18457;"2023-06-05";"2023-06-11";0;0;95,94
"Oost Gelre";29603;"2023-06-05";"2023-06-11";0;0;55,73
"Oosterhout";56535;"2023-06-05";"2023-06-11";0;0;75,43
"Ooststellingwerf";25680;"2023-06-05";"2023-06-11";0;0;97,72
"Oostzaan";9639;"2023-06-05";"2023-06-11";0;0;244,87
"Opmeer";12074;"2023-06-05";"2023-06-11";0;0;49,13
"Opsterland";29791;"2023-06-05";"2023-06-11";0;0;39,69
"Oss";93307;"2023-06-05";"2023-06-11";0;0;153,75
"Oude IJsselstreek";39387;"2023-06-05";"2023-06-11";0;0;20,45
"Ouder-Amstel";14212;"2023-06-05";"2023-06-11";0;0;189,25
"Oudewater";10159;"2023-06-05";"2023-06-11";0;0;94,05
"Overbetuwe";48266;"2023-06-05";"2023-06-11";0;0;56,53
"Papendrecht";32208;"2023-06-05";"2023-06-11";0;0;47
"Peel en Maas";44278;"2023-06-05";"2023-06-11";0;0;22,85
"Pekela";12196;"2023-06-05";"2023-06-11";0;0;152,24
"Pijnacker-Nootdorp";56572;"2023-06-05";"2023-06-11";0;0;256,29
"Purmerend";92240;"2023-06-05";"2023-06-11";1;1,1;86,36
"Putten";24598;"2023-06-05";"2023-06-11";0;0;0,2
"Raalte";38140;"2023-06-05";"2023-06-11";0;0;24,62
"Reimerswaal";22920;"2023-06-05";"2023-06-11";0;0;31,19
"Renkum";31358;"2023-06-05";"2023-06-11";0;0;85,58
"Renswoude";5651;"2023-06-05";"2023-06-11";0;0;280,78
"Reusel-De Mierden";13271;"2023-06-05";"2023-06-11";0;0;105,49
"Rheden";43435;"2023-06-05";"2023-06-11";0;0;47,84
"Rhenen";20265;"2023-06-05";"2023-06-11";0;0;119
"Ridderkerk";47099;"2023-06-05";"2023-06-11";0;0;20,45
"Rijssen-Holten";38231;"2023-06-05";"2023-06-11";0;0;26,03
"Rijswijk";56941;"2023-06-05";"2023-06-11";0;0;256,29
"Roerdalen";20558;"2023-06-05";"2023-06-11";0;0;76,9
"Roermond";59184;"2023-06-05";"2023-06-11";0;0;76,9
"Roosendaal";77244;"2023-06-05";"2023-06-11";0;0;29,98
"Rotterdam";655468;"2023-06-05";"2023-06-11";0;0;70,8
"Rozendaal";1756;"2023-06-05";"2023-06-11";0;0;33,93
"Rucphen";23326;"2023-06-05";"2023-06-11";0;0;30,55
"Schagen";46833;"2023-06-05";"2023-06-11";0;0;132,88
"Scherpenzeel";10317;"2023-06-05";"2023-06-11";0;0;59,35
"Schiedam";79644;"2023-06-05";"2023-06-11";1;1,3;181,01
"Schiermonnikoog";944;"2023-06-05";"2023-06-11";0;0;844,97
"Schouwen-Duiveland";34152;"2023-06-05";"2023-06-11";0;0;27,1
"Simpelveld";10425;"2023-06-05";"2023-06-11";0;0;80,86
"Sint-Michielsgestel";29731;"2023-06-05";"2023-06-11";0;0;19,01
"Sittard-Geleen";91719;"2023-06-05";"2023-06-11";0;0;115,5
"Sliedrecht";25897;"2023-06-05";"2023-06-11";0;0;28,16
"Sluis";23141;"2023-06-05";"2023-06-11";0;0;129,41
"Smallingerland";55895;"2023-06-05";"2023-06-11";0;0;88,06
"Soest";47113;"2023-06-05";"2023-06-11";0;0;218,71
"Someren";19701;"2023-06-05";"2023-06-11";1;5,1;13,8
"Son en Breugel";17775;"2023-06-05";"2023-06-11";0;0;94,01
"Stadskanaal";31851;"2023-06-05";"2023-06-11";0;0;108,99
"Staphorst";17282;"2023-06-05";"2023-06-11";0;0;70,38
"Stede Broec";21947;"2023-06-05";"2023-06-11";0;0;198,8
"Steenbergen";24333;"2023-06-05";"2023-06-11";0;0;39,76
"Steenwijkerland";44741;"2023-06-05";"2023-06-11";0;0;70,58
"Stein";24803;"2023-06-05";"2023-06-11";0;0;0
"Stichtse Vecht";65240;"2023-06-05";"2023-06-11";0;0;113,48
"Súdwest-Fryslân";90300;"2023-06-05";"2023-06-11";0;0;119,4
"Terneuzen";54501;"2023-06-05";"2023-06-11";0;0;114,07
"Terschelling";4960;"2023-06-05";"2023-06-11";0;0;661,23
"Texel";13687;"2023-06-05";"2023-06-11";0;0;286,03
"Teylingen";37942;"2023-06-05";"2023-06-11";0;0;229,22
"Tholen";26401;"2023-06-05";"2023-06-11";0;0;87,44
"Tiel";42277;"2023-06-05";"2023-06-11";1;2,4;36,95
"Tilburg";224459;"2023-06-05";"2023-06-11";0;0;54,96
"Tubbergen";21364;"2023-06-05";"2023-06-11";0;0;5,91
"Twenterand";33718;"2023-06-05";"2023-06-11";0;0;11,16
"Tynaarlo";34221;"2023-06-05";"2023-06-11";0;0;44,06
"Tytsjerksteradiel";32282;"2023-06-05";"2023-06-11";0;0;99,55
"Uitgeest";13563;"2023-06-05";"2023-06-11";0;0;157,27
"Uithoorn";31018;"2023-06-05";"2023-06-11";0;0;166,82
"Urk";21468;"2023-06-05";"2023-06-11";0;0;86,51
"Utrecht";361699;"2023-06-05";"2023-06-11";2;0,6;80,22
"Utrechtse Heuvelrug";49981;"2023-06-05";"2023-06-11";0;0;111,05
"Vaals";10135;"2023-06-05";"2023-06-11";0;0;36,76
"Valkenburg aan de Geul";16167;"2023-06-05";"2023-06-11";0;0;199,65
"Valkenswaard";31236;"2023-06-05";"2023-06-11";0;0;97,88
"Veendam";27466;"2023-06-05";"2023-06-11";0;0;
"Veenendaal";67671;"2023-06-05";"2023-06-11";0;0;280,78
"Veere";21850;"2023-06-05";"2023-06-11";0;0;82,01
"Veldhoven";45822;"2023-06-05";"2023-06-11";1;2,2;97,88
"Velsen";68482;"2023-06-05";"2023-06-11";0;0;317,59
"Venlo";102136;"2023-06-05";"2023-06-11";0;0;21,7
"Venray";43964;"2023-06-05";"2023-06-11";0;0;70,11
"Vijfheerenlanden";58788;"2023-06-05";"2023-06-11";0;0;36,33
"Vlaardingen";74143;"2023-06-05";"2023-06-11";0;0;181,01
"Vlieland";1195;"2023-06-05";"2023-06-11";0;0;593,15
"Vlissingen";44585;"2023-06-05";"2023-06-11";1;2,2;82,01
"Voerendaal";12426;"2023-06-05";"2023-06-11";0;0;136,22
"Voorne aan Zee";73238;"2023-06-05";"2023-06-11";0;0;175,49
"Voorschoten";25627;"2023-06-05";"2023-06-11";0;0;166,68
"Voorst";24994;"2023-06-05";"2023-06-11";2;8;23,03
"Vught";31783;"2023-06-05";"2023-06-11";0;0;79,13
"Waadhoeke";46309;"2023-06-05";"2023-06-11";0;0;36,68
"Waalre";17626;"2023-06-05";"2023-06-11";0;0;97,88
"Waalwijk";49342;"2023-06-05";"2023-06-11";0;0;52,62
"Waddinxveen";31342;"2023-06-05";"2023-06-11";0;0;32,07
"Wageningen";39939;"2023-06-05";"2023-06-11";0;0;85,46
"Wassenaar";27115;"2023-06-05";"2023-06-11";0;0;256,29
"Waterland";17343;"2023-06-05";"2023-06-11";0;0;118,12
"Weert";50346;"2023-06-05";"2023-06-11";0;0;49,05
"West Betuwe";51971;"2023-06-05";"2023-06-11";0;0;54,35
"West Maas en Waal";19675;"2023-06-05";"2023-06-11";0;0;24,36
"Westerkwartier";64306;"2023-06-05";"2023-06-11";0;0;42,89
"Westerveld";19854;"2023-06-05";"2023-06-11";0;0;82,15
"Westervoort";14944;"2023-06-05";"2023-06-11";0;0;33,93
"Westerwolde";26571;"2023-06-05";"2023-06-11";0;0;53,99
"Westland";112448;"2023-06-05";"2023-06-11";0;0;267,27
"Weststellingwerf";26278;"2023-06-05";"2023-06-11";1;3,8;35,22
"Wierden";24643;"2023-06-05";"2023-06-11";0;0;121,91
"Wijchen";41344;"2023-06-05";"2023-06-11";0;0;74,76
"Wijdemeren";24494;"2023-06-05";"2023-06-11";0;0;
"Wijk bij Duurstede";23921;"2023-06-05";"2023-06-11";0;0;78,47
"Winterswijk";29185;"2023-06-05";"2023-06-11";0;0;38,67
"Woensdrecht";22112;"2023-06-05";"2023-06-11";0;0;28,25
"Woerden";52882;"2023-06-05";"2023-06-11";0;0;82,45
"Wormerland";16381;"2023-06-05";"2023-06-11";0;0;148,53
"Woudenberg";13873;"2023-06-05";"2023-06-11";0;0;59,71
"Zaanstad";157166;"2023-06-05";"2023-06-11";0;0;206,73
"Zaltbommel";29957;"2023-06-05";"2023-06-11";0;0;37,03
"Zandvoort";17107;"2023-06-05";"2023-06-11";0;0;147,2
"Zeewolde";23348;"2023-06-05";"2023-06-11";0;0;179,69
"Zeist";65987;"2023-06-05";"2023-06-11";0;0;94,27
"Zevenaar";44645;"2023-06-05";"2023-06-11";0;0;34,65
"Zoetermeer";125767;"2023-06-05";"2023-06-11";1;0,8;256,29
"Zoeterwoude";9302;"2023-06-05";"2023-06-11";0;0;167,49
"Zuidplas";45794;"2023-06-05";"2023-06-11";1;2,2;52,67
"Zundert";22260;"2023-06-05";"2023-06-11";0;0;196,84
"Zutphen";48330;"2023-06-05";"2023-06-11";0;0;191,31
"Zwartewaterland";23012;"2023-06-05";"2023-06-11";0;0;14,82
"Zwijndrecht";44789;"2023-06-05";"2023-06-11";0;0;177,37
"Zwolle";130668;"2023-06-05";"2023-06-11";1;0,8;202,51
