"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Lelystad";995;"Lelystad";79811;"04-05-2022";"17-05-2022";86;107.8;0;0;0;0
"Leudal";1640;"Leudal";36045;"04-05-2022";"17-05-2022";11;30.5;0;0;0;0
"Leusden";327;"Leusden";30544;"04-05-2022";"17-05-2022";27;88.4;0;0;2;6.5
"Lingewaard";1705;"Lingewaard";46822;"04-05-2022";"17-05-2022";21;44.9;2;4.3;0;0
"Lisse";553;"Lisse";22982;"04-05-2022";"17-05-2022";20;87;1;4.4;0;0
"Lochem";262;"Lochem";33948;"04-05-2022";"17-05-2022";19;56;0;0;0;0
"Loon op Zand";809;"Loon op Zand";23504;"04-05-2022";"17-05-2022";14;59.6;0;0;0;0
"Lopik";331;"Lopik";14456;"04-05-2022";"17-05-2022";4;27.7;0;0;0;0
"Losser";168;"Losser";22888;"04-05-2022";"17-05-2022";20;87.4;3;13.1;0;0
"Maasdriel";263;"Maasdriel";25452;"04-05-2022";"17-05-2022";16;62.9;3;11.8;0;0
"Maasgouw";1641;"Maasgouw";23947;"04-05-2022";"17-05-2022";18;75.2;0;0;0;0
"Maashorst";1991;"Maashorst";58108;"04-05-2022";"17-05-2022";29;49.9;1;1.7;0;0
"Maassluis";556;"Maassluis";33567;"04-05-2022";"17-05-2022";19;56.6;0;0;0;0
"Maastricht";935;"Maastricht";120227;"04-05-2022";"17-05-2022";86;71.5;0;0;0;0
"Medemblik";420;"Medemblik";45165;"04-05-2022";"17-05-2022";24;53.1;0;0;0;0
"Meerssen";938;"Meerssen";18661;"04-05-2022";"17-05-2022";16;85.7;1;5.4;0;0
"Meierijstad";1948;"Meierijstad";81647;"04-05-2022";"17-05-2022";42;51.4;0;0;0;0
"Meppel";119;"Meppel";34386;"04-05-2022";"17-05-2022";29;84.3;0;0;0;0
"Middelburg";687;"Middelburg";48964;"04-05-2022";"17-05-2022";60;122.5;0;0;0;0
"Midden-Delfland";1842;"Midden-Delfland";19414;"04-05-2022";"17-05-2022";26;133.9;0;0;0;0
"Midden-Drenthe";1731;"Midden-Drenthe";33381;"04-05-2022";"17-05-2022";27;80.9;0;0;0;0
"Midden-Groningen";1952;"Midden-Groningen";60726;"04-05-2022";"17-05-2022";53;87.3;0;0;0;0
"Moerdijk";1709;"Moerdijk";37185;"04-05-2022";"17-05-2022";19;51.1;2;5.4;0;0
"Molenlanden";1978;"Molenlanden";44130;"04-05-2022";"17-05-2022";58;131.4;1;2.3;0;0
"Montferland";1955;"Montferland";36031;"04-05-2022";"17-05-2022";20;55.5;3;8.3;0;0
"Montfoort";335;"Montfoort";13896;"04-05-2022";"17-05-2022";9;64.8;0;0;0;0
"Mook en Middelaar";944;"Mook en Middelaar";7909;"04-05-2022";"17-05-2022";2;25.3;0;0;0;0
"Neder-Betuwe";1740;"Neder-Betuwe";24648;"04-05-2022";"17-05-2022";9;36.5;1;4.1;0;0
"Nederweert";946;"Nederweert";17171;"04-05-2022";"17-05-2022";7;40.8;0;0;0;0
"Nieuwegein";356;"Nieuwegein";63866;"04-05-2022";"17-05-2022";52;81.4;2;3.1;0;0
"Nieuwkoop";569;"Nieuwkoop";29151;"04-05-2022";"17-05-2022";41;140.6;1;3.4;0;0
"Nijkerk";267;"Nijkerk";43600;"04-05-2022";"17-05-2022";43;98.6;6;13.8;0;0
"Nijmegen";268;"Nijmegen";177359;"04-05-2022";"17-05-2022";145;81.8;5;2.8;1;0.6
"Nissewaard";1930;"Nissewaard";85440;"04-05-2022";"17-05-2022";90;105.3;6;7;0;0
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45481;"04-05-2022";"17-05-2022";24;52.8;2;4.4;0;0
"Noord-Beveland";1695;"Noord-Beveland";7581;"04-05-2022";"17-05-2022";8;105.5;0;0;0;0
"Noordenveld";1699;"Noordenveld";31214;"04-05-2022";"17-05-2022";13;41.6;2;6.4;0;0
"Noordoostpolder";171;"Noordoostpolder";47583;"04-05-2022";"17-05-2022";12;25.2;2;4.2;1;2.1
"Noordwijk";575;"Noordwijk";44062;"04-05-2022";"17-05-2022";46;104.4;0;0;0;0
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23702;"04-05-2022";"17-05-2022";10;42.2;2;8.4;0;0
"Nunspeet";302;"Nunspeet";28021;"04-05-2022";"17-05-2022";19;67.8;1;3.6;0;0
"Oegstgeest";579;"Oegstgeest";25064;"04-05-2022";"17-05-2022";43;171.6;0;0;0;0
"Oirschot";823;"Oirschot";18842;"04-05-2022";"17-05-2022";14;74.3;1;5.3;0;0
"Oisterwijk";824;"Oisterwijk";32373;"04-05-2022";"17-05-2022";24;74.1;0;0;0;0
"Oldambt";1895;"Oldambt";38277;"04-05-2022";"17-05-2022";27;70.5;0;0;0;0
"Oldebroek";269;"Oldebroek";23760;"04-05-2022";"17-05-2022";16;67.3;1;4.2;0;0
"Oldenzaal";173;"Oldenzaal";31701;"04-05-2022";"17-05-2022";23;72.6;1;3.2;0;0
"Olst-Wijhe";1773;"Olst-Wijhe";18361;"04-05-2022";"17-05-2022";6;32.7;0;0;0;0
"Ommen";175;"Ommen";18295;"04-05-2022";"17-05-2022";24;131.2;1;5.5;0;0
"Oost Gelre";1586;"Oost Gelre";29574;"04-05-2022";"17-05-2022";26;87.9;1;3.4;0;0
"Oosterhout";826;"Oosterhout";56206;"04-05-2022";"17-05-2022";25;44.5;1;1.8;0;0
"Ooststellingwerf";85;"Ooststellingwerf";25464;"04-05-2022";"17-05-2022";8;31.4;0;0;0;0
"Oostzaan";431;"Oostzaan";9689;"04-05-2022";"17-05-2022";6;61.9;1;10.3;0;0
"Opmeer";432;"Opmeer";12009;"04-05-2022";"17-05-2022";11;91.6;0;0;0;0
"Opsterland";86;"Opsterland";29812;"04-05-2022";"17-05-2022";16;53.7;0;0;0;0
"Oss";828;"Oss";92526;"04-05-2022";"17-05-2022";35;37.8;3;3.2;0;0
"Oude IJsselstreek";1509;"Oude IJsselstreek";39346;"04-05-2022";"17-05-2022";31;78.8;2;5.1;0;0
"Ouder-Amstel";437;"Ouder-Amstel";14125;"04-05-2022";"17-05-2022";28;198.2;1;7.1;0;0
"Oudewater";589;"Oudewater";10138;"04-05-2022";"17-05-2022";11;108.5;0;0;0;0
"Overbetuwe";1734;"Overbetuwe";48214;"04-05-2022";"17-05-2022";29;60.1;2;4.1;0;0
"Papendrecht";590;"Papendrecht";32171;"04-05-2022";"17-05-2022";27;83.9;1;3.1;0;0
"Peel en Maas";1894;"Peel en Maas";43660;"04-05-2022";"17-05-2022";15;34.4;0;0;0;0
"Pekela";765;"Pekela";12176;"04-05-2022";"17-05-2022";3;24.6;0;0;0;0
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55674;"04-05-2022";"17-05-2022";71;127.5;1;1.8;1;1.8
"Purmerend";439;"Purmerend";91793;"04-05-2022";"17-05-2022";106;115.5;3;3.3;0;0
"Putten";273;"Putten";24365;"04-05-2022";"17-05-2022";8;32.8;0;0;0;0
"Raalte";177;"Raalte";37911;"04-05-2022";"17-05-2022";22;58;1;2.6;0;0
"Reimerswaal";703;"Reimerswaal";22896;"04-05-2022";"17-05-2022";9;39.3;0;0;0;0
"Renkum";274;"Renkum";31417;"04-05-2022";"17-05-2022";27;85.9;0;0;0;0
"Renswoude";339;"Renswoude";5556;"04-05-2022";"17-05-2022";6;108;0;0;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13127;"04-05-2022";"17-05-2022";4;30.5;0;0;0;0
"Rheden";275;"Rheden";43525;"04-05-2022";"17-05-2022";34;78.1;1;2.3;0;0
"Rhenen";340;"Rhenen";20203;"04-05-2022";"17-05-2022";20;99;1;4.9;0;0
"Ridderkerk";597;"Ridderkerk";46671;"04-05-2022";"17-05-2022";28;60;2;4.3;0;0
"Rijssen-Holten";1742;"Rijssen-Holten";38204;"04-05-2022";"17-05-2022";26;68.1;1;2.6;0;0
"Rijswijk";603;"Rijswijk";55220;"04-05-2022";"17-05-2022";45;81.5;0;0;0;0
"Roerdalen";1669;"Roerdalen";20580;"04-05-2022";"17-05-2022";10;48.6;0;0;0;0
"Roermond";957;"Roermond";58763;"04-05-2022";"17-05-2022";35;59.6;0;0;0;0
"Roosendaal";1674;"Roosendaal";77200;"04-05-2022";"17-05-2022";47;60.9;3;3.9;0;0
"Rotterdam";599;"Rotterdam";651631;"04-05-2022";"17-05-2022";621;95.3;17;2.6;2;0.3
"Rozendaal";277;"Rozendaal";1726;"04-05-2022";"17-05-2022";5;289.7;0;0;0;0
"Rucphen";840;"Rucphen";23080;"04-05-2022";"17-05-2022";10;43.3;0;0;0;0
"Schagen";441;"Schagen";46532;"04-05-2022";"17-05-2022";40;86;3;6.4;0;0
"Scherpenzeel";279;"Scherpenzeel";10128;"04-05-2022";"17-05-2022";5;49.4;0;0;0;0
"Schiedam";606;"Schiedam";79279;"04-05-2022";"17-05-2022";83;104.7;1;1.3;0;0
"Schiermonnikoog";88;"Schiermonnikoog";931;"04-05-2022";"17-05-2022";0;0;0;0;0;0
"Schouwen-Duiveland";1676;"Schouwen-Duiveland";34065;"04-05-2022";"17-05-2022";38;111.6;2;5.9;0;0
"Simpelveld";965;"Simpelveld";10477;"04-05-2022";"17-05-2022";7;66.8;0;0;0;0
"Sint-Michielsgestel";845;"Sint-Michielsgestel";29498;"04-05-2022";"17-05-2022";10;33.9;0;0;0;0
"Sittard-Geleen";1883;"Sittard-Geleen";91743;"04-05-2022";"17-05-2022";49;53.4;2;2.2;0;0
"Sliedrecht";610;"Sliedrecht";25597;"04-05-2022";"17-05-2022";15;58.6;1;3.9;1;3.9
"Sluis";1714;"Sluis";23166;"04-05-2022";"17-05-2022";31;133.8;0;0;0;0
"Smallingerland";90;"Smallingerland";56040;"04-05-2022";"17-05-2022";42;74.9;1;1.8;0;0
"Soest";342;"Soest";46906;"04-05-2022";"17-05-2022";58;123.7;4;8.5;0;0
"Someren";847;"Someren";19428;"04-05-2022";"17-05-2022";8;41.2;0;0;0;0
"Son en Breugel";848;"Son en Breugel";17552;"04-05-2022";"17-05-2022";12;68.4;1;5.7;0;0
