"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Wijk bij Duurstede";23921;"05-10-2022";"18-10-2022";46;192,3;1;4,2;0;0
"Winterswijk";29185;"05-10-2022";"18-10-2022";42;143,9;1;3,4;0;0
"Woensdrecht";22112;"05-10-2022";"18-10-2022";66;298,5;6;27,1;0;0
"Woerden";52882;"05-10-2022";"18-10-2022";120;226,9;3;5,7;0;0
"Wormerland";16381;"05-10-2022";"18-10-2022";43;262,5;0;0;0;0
"Woudenberg";13873;"05-10-2022";"18-10-2022";25;180,2;1;7,2;0;0
"Zaanstad";157166;"05-10-2022";"18-10-2022";332;211,2;12;7,6;1;0,6
"Zaltbommel";29957;"05-10-2022";"18-10-2022";62;207;6;20;0;0
"Zandvoort";17107;"05-10-2022";"18-10-2022";36;210,4;2;11,7;0;0
"Zeewolde";23348;"05-10-2022";"18-10-2022";40;171,3;1;4,3;0;0
"Zeist";65987;"05-10-2022";"18-10-2022";186;281,9;9;13,6;0;0
"Zevenaar";44645;"05-10-2022";"18-10-2022";122;273,3;4;9;0;0
"Zoetermeer";125767;"05-10-2022";"18-10-2022";352;279,9;10;8;0;0
"Zoeterwoude";9302;"05-10-2022";"18-10-2022";37;397,8;1;10,8;0;0
"Zuidplas";45794;"05-10-2022";"18-10-2022";113;246,8;8;17,5;0;0
"Zundert";22260;"05-10-2022";"18-10-2022";42;188,7;0;0;0;0
"Zutphen";48330;"05-10-2022";"18-10-2022";153;316,6;7;14,5;0;0
"Zwartewaterland";23012;"05-10-2022";"18-10-2022";33;143,4;2;8,7;0;0
"Zwijndrecht";44789;"05-10-2022";"18-10-2022";91;203,2;4;8,9;0;0
"Zwolle";130668;"05-10-2022";"18-10-2022";415;317,6;8;6,1;1;0,8
