"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Emmen";107856;"05-10-2022";"18-10-2022";283;262,4;2;1,9;0;0
"Enkhuizen";18620;"05-10-2022";"18-10-2022";22;118,2;3;16,1;0;0
"Enschede";160640;"05-10-2022";"18-10-2022";409;254,6;21;13,1;0;0
"Epe";33257;"05-10-2022";"18-10-2022";96;288,7;2;6;1;3
"Ermelo";27258;"05-10-2022";"18-10-2022";94;344,9;2;7,3;1;3,7
"Etten-Leur";44152;"05-10-2022";"18-10-2022";117;265;4;9,1;0;0
"Geertruidenberg";21944;"05-10-2022";"18-10-2022";59;268,9;3;13,7;0;0
"Geldrop-Mierlo";40131;"05-10-2022";"18-10-2022";120;299;5;12,5;0;0
"Gemert-Bakel";31040;"05-10-2022";"18-10-2022";65;209,4;0;0;0;0
"Gennep";17237;"05-10-2022";"18-10-2022";73;423,5;0;0;0;0
"Gilze en Rijen";26557;"05-10-2022";"18-10-2022";46;173,2;4;15,1;0;0
"Goeree-Overflakkee";51051;"05-10-2022";"18-10-2022";142;278,2;4;7,8;1;2
"Goes";38950;"05-10-2022";"18-10-2022";134;344;1;2,6;0;0
"Goirle";23979;"05-10-2022";"18-10-2022";72;300,3;4;16,7;0;0
"Gooise Meren";58846;"05-10-2022";"18-10-2022";139;236,2;0;0;0;0
"Gorinchem";37632;"05-10-2022";"18-10-2022";80;212,6;6;15,9;1;2,7
"Gouda";74095;"05-10-2022";"18-10-2022";217;292,9;7;9,4;0;0
"Groningen";234950;"05-10-2022";"18-10-2022";395;168,1;10;4,3;1;0,4
"Gulpen-Wittem";14178;"05-10-2022";"18-10-2022";55;387,9;1;7,1;0;0
"Haaksbergen";24268;"05-10-2022";"18-10-2022";64;263,7;0;0;0;0
"Haarlem";162898;"05-10-2022";"18-10-2022";401;246,2;10;6,1;0;0
"Haarlemmermeer";159336;"05-10-2022";"18-10-2022";344;215,9;12;7,5;0;0
"Halderberge";30770;"05-10-2022";"18-10-2022";84;273;4;13;0;0
"Hardenberg";61798;"05-10-2022";"18-10-2022";158;255,7;6;9,7;0;0
"Harderwijk";48857;"05-10-2022";"18-10-2022";174;356,1;6;12,3;1;2
"Hardinxveld-Giessendam";18511;"05-10-2022";"18-10-2022";40;216,1;1;5,4;0;0
"Harlingen";15904;"05-10-2022";"18-10-2022";29;182,3;0;0;0;0
"Hattem";12307;"05-10-2022";"18-10-2022";53;430,6;0;0;0;0
"Heemskerk";39189;"05-10-2022";"18-10-2022";95;242,4;2;5,1;0;0
"Heemstede";27557;"05-10-2022";"18-10-2022";85;308,5;2;7,3;0;0
"Heerde";18976;"05-10-2022";"18-10-2022";57;300,4;2;10,5;0;0
"Heerenveen";51119;"05-10-2022";"18-10-2022";127;248,4;9;17,6;0;0
"Heerlen";86845;"05-10-2022";"18-10-2022";338;389,2;8;9,2;1;1,2
"Heeze-Leende";16470;"05-10-2022";"18-10-2022";45;273,2;2;12,1;0;0
"Heiloo";24417;"05-10-2022";"18-10-2022";57;233,4;3;12,3;0;0
"Hellendoorn";35940;"05-10-2022";"18-10-2022";73;203,1;3;8,3;1;2,8
"Hellevoetsluis";40574;"05-10-2022";"18-10-2022";73;179,9;9;22,2;1;2,5
"Helmond";93476;"05-10-2022";"18-10-2022";250;267,4;13;13,9;0;0
"Hendrik-Ido-Ambacht";31663;"05-10-2022";"18-10-2022";74;233,7;0;0;0;0
"Hengelo";81476;"05-10-2022";"18-10-2022";179;219,7;3;3,7;0;0
"Het Hogeland";48022;"05-10-2022";"18-10-2022";91;189,5;1;2,1;0;0
"Heumen";17175;"05-10-2022";"18-10-2022";66;384,3;4;23,3;1;5,8
"Heusden";45557;"05-10-2022";"18-10-2022";92;201,9;4;8,8;0;0
"Hillegom";22312;"05-10-2022";"18-10-2022";47;210,6;0;0;0;0
"Hilvarenbeek";15810;"05-10-2022";"18-10-2022";54;341,6;1;6,3;0;0
"Hilversum";91733;"05-10-2022";"18-10-2022";137;149,3;0;0;1;1,1
"Hoeksche Waard";88715;"05-10-2022";"18-10-2022";201;226,6;9;10,1;0;0
"Hof van Twente";35056;"05-10-2022";"18-10-2022";94;268,1;7;20;0;0
"Hollands Kroon";48778;"05-10-2022";"18-10-2022";67;137,4;6;12,3;0;0
"Hoogeveen";55857;"05-10-2022";"18-10-2022";78;139,6;2;3,6;0;0
"Hoorn";74298;"05-10-2022";"18-10-2022";138;185,7;10;13,5;0;0
"Horst aan de Maas";43039;"05-10-2022";"18-10-2022";99;230;1;2,3;0;0
"Houten";50323;"05-10-2022";"18-10-2022";86;170,9;5;9,9;0;0
"Huizen";40938;"05-10-2022";"18-10-2022";87;212,5;0;0;0;0
"Hulst";27533;"05-10-2022";"18-10-2022";80;290,6;1;3,6;0;0
"IJsselstein";33429;"05-10-2022";"18-10-2022";74;221,4;9;26,9;1;3
"Kaag en Braassem";27895;"05-10-2022";"18-10-2022";99;354,9;0;0;3;10,8
"Kampen";54791;"05-10-2022";"18-10-2022";94;171,6;2;3,7;0;0
"Kapelle";13020;"05-10-2022";"18-10-2022";37;284,2;1;7,7;0;0
"Katwijk";66032;"05-10-2022";"18-10-2022";116;175,7;5;7,6;0;0
"Kerkrade";45324;"05-10-2022";"18-10-2022";109;240,5;0;0;0;0
"Koggenland";23048;"05-10-2022";"18-10-2022";47;203,9;2;8,7;0;0
"Krimpen aan den IJssel";29415;"05-10-2022";"18-10-2022";75;255;3;10,2;0;0
"Krimpenerwaard";57062;"05-10-2022";"18-10-2022";145;254,1;6;10,5;0;0
"Laarbeek";22943;"05-10-2022";"18-10-2022";72;313,8;2;8,7;0;0
"Land van Cuijk";90707;"05-10-2022";"18-10-2022";297;327,4;9;9,9;0;0
"Landgraaf";37023;"05-10-2022";"18-10-2022";117;316;3;8,1;0;0
"Landsmeer";11560;"05-10-2022";"18-10-2022";30;259,5;0;0;0;0
"Lansingerland";64110;"05-10-2022";"18-10-2022";158;246,5;3;4,7;1;1,6
"Laren";11528;"05-10-2022";"18-10-2022";27;234,2;0;0;0;0
"Leeuwarden";125504;"05-10-2022";"18-10-2022";269;214,3;5;4;0;0
"Leiden";125074;"05-10-2022";"18-10-2022";315;251,9;6;4,8;0;0
"Leiderdorp";27464;"05-10-2022";"18-10-2022";84;305,9;6;21,8;0;0
"Leidschendam-Voorburg";76659;"05-10-2022";"18-10-2022";158;206,1;3;3,9;0;0
"Lelystad";81214;"05-10-2022";"18-10-2022";139;171,2;8;9,9;0;0
"Leudal";35928;"05-10-2022";"18-10-2022";74;206;0;0;0;0
"Leusden";30713;"05-10-2022";"18-10-2022";104;338,6;4;13;0;0
"Lingewaard";46963;"05-10-2022";"18-10-2022";128;272,6;2;4,3;0;0
"Lisse";23015;"05-10-2022";"18-10-2022";39;169,5;3;13;0;0
"Lochem";34069;"05-10-2022";"18-10-2022";84;246,6;4;11,7;0;0
"Loon op Zand";23768;"05-10-2022";"18-10-2022";72;302,9;3;12,6;0;0
"Lopik";14512;"05-10-2022";"18-10-2022";29;199,8;1;6,9;0;0
"Losser";23084;"05-10-2022";"18-10-2022";57;246,9;2;8,7;0;0
"Maasdriel";25504;"05-10-2022";"18-10-2022";73;286,2;2;7,8;0;0
"Maasgouw";24028;"05-10-2022";"18-10-2022";108;449,5;0;0;0;0
"Maashorst";58362;"05-10-2022";"18-10-2022";115;197;2;3,4;0;0
"Maassluis";34148;"05-10-2022";"18-10-2022";63;184,5;3;8,8;0;0
"Maastricht";121151;"05-10-2022";"18-10-2022";344;283,9;0;0;0;0
"Medemblik";45464;"05-10-2022";"18-10-2022";86;189,2;2;4,4;0;0
"Meerssen";18581;"05-10-2022";"18-10-2022";75;403,6;0;0;0;0
"Meierijstad";82613;"05-10-2022";"18-10-2022";165;199,7;10;12,1;1;1,2
"Meppel";34761;"05-10-2022";"18-10-2022";77;221,5;3;8,6;0;0
"Middelburg";49199;"05-10-2022";"18-10-2022";129;262,2;0;0;0;0
"Midden-Delfland";19484;"05-10-2022";"18-10-2022";51;261,8;4;20,5;0;0
"Midden-Drenthe";33689;"05-10-2022";"18-10-2022";79;234,5;0;0;0;0
"Midden-Groningen";60898;"05-10-2022";"18-10-2022";141;231,5;4;6,6;0;0
"Moerdijk";37313;"05-10-2022";"18-10-2022";90;241,2;7;18,8;1;2,7
"Molenlanden";44644;"05-10-2022";"18-10-2022";80;179,2;0;0;0;0
"Montferland";36359;"05-10-2022";"18-10-2022";107;294,3;3;8,3;0;0
"Montfoort";13818;"05-10-2022";"18-10-2022";50;361,8;1;7,2;0;0
"Mook en Middelaar";7989;"05-10-2022";"18-10-2022";28;350,5;2;25;0;0
"Neder-Betuwe";25032;"05-10-2022";"18-10-2022";62;247,7;6;24;0;0
"Nederweert";17323;"05-10-2022";"18-10-2022";30;173,2;0;0;0;0
"Nieuwegein";64554;"05-10-2022";"18-10-2022";115;178,1;3;4,6;0;0
"Nieuwkoop";29304;"05-10-2022";"18-10-2022";67;228,6;4;13,7;0;0
"Nijkerk";44311;"05-10-2022";"18-10-2022";124;279,8;7;15,8;0;0
"Nijmegen";179100;"05-10-2022";"18-10-2022";389;217,2;15;8,4;0;0
"Nissewaard";86332;"05-10-2022";"18-10-2022";230;266,4;8;9,3;0;0
"Noardeast-Fryslân";45593;"05-10-2022";"18-10-2022";107;234,7;3;6,6;0;0
"Noord-Beveland";7668;"05-10-2022";"18-10-2022";30;391,2;0;0;0;0
"Noordenveld";31238;"05-10-2022";"18-10-2022";71;227,3;5;16;1;3,2
"Noordoostpolder";48048;"05-10-2022";"18-10-2022";91;189,4;6;12,5;0;0
"Noordwijk";44365;"05-10-2022";"18-10-2022";109;245,7;1;2,3;0;0
"Nuenen, Gerwen en Nederwetten";23826;"05-10-2022";"18-10-2022";84;352,6;2;8,4;0;0
"Nunspeet";28223;"05-10-2022";"18-10-2022";77;272,8;1;3,5;0;0
"Oegstgeest";25499;"05-10-2022";"18-10-2022";79;309,8;4;15,7;0;0
"Oirschot";19061;"05-10-2022";"18-10-2022";40;209,9;0;0;0;0
"Oisterwijk";32503;"05-10-2022";"18-10-2022";79;243,1;1;3,1;0;0
"Oldambt";38521;"05-10-2022";"18-10-2022";103;267,4;0;0;0;0
"Oldebroek";23930;"05-10-2022";"18-10-2022";38;158,8;3;12,5;0;0
"Oldenzaal";31741;"05-10-2022";"18-10-2022";112;352,9;3;9,5;0;0
"Olst-Wijhe";18496;"05-10-2022";"18-10-2022";34;183,8;1;5,4;0;0
"Ommen";18457;"05-10-2022";"18-10-2022";62;335,9;2;10,8;0;0
"Oost Gelre";29603;"05-10-2022";"18-10-2022";65;219,6;2;6,8;0;0
"Oosterhout";56535;"05-10-2022";"18-10-2022";121;214;10;17,7;1;1,8
"Ooststellingwerf";25680;"05-10-2022";"18-10-2022";27;105,1;0;0;0;0
"Oostzaan";9639;"05-10-2022";"18-10-2022";21;217,9;1;10,4;0;0
"Opmeer";12074;"05-10-2022";"18-10-2022";32;265;0;0;0;0
"Opsterland";29791;"05-10-2022";"18-10-2022";58;194,7;4;13,4;0;0
"Oss";93307;"05-10-2022";"18-10-2022";145;155,4;7;7,5;1;1,1
"Oude IJsselstreek";39387;"05-10-2022";"18-10-2022";105;266,6;6;15,2;0;0
"Ouder-Amstel";14212;"05-10-2022";"18-10-2022";19;133,7;0;0;0;0
"Oudewater";10159;"05-10-2022";"18-10-2022";37;364,2;0;0;0;0
"Overbetuwe";48266;"05-10-2022";"18-10-2022";130;269,3;3;6,2;1;2,1
"Papendrecht";32208;"05-10-2022";"18-10-2022";91;282,5;4;12,4;0;0
"Peel en Maas";44278;"05-10-2022";"18-10-2022";93;210;0;0;0;0
"Pekela";12196;"05-10-2022";"18-10-2022";23;188,6;0;0;0;0
"Pijnacker-Nootdorp";56572;"05-10-2022";"18-10-2022";133;235,1;3;5,3;1;1,8
"Purmerend";92240;"05-10-2022";"18-10-2022";151;163,7;5;5,4;0;0
"Putten";24598;"05-10-2022";"18-10-2022";57;231,7;3;12,2;0;0
"Raalte";38140;"05-10-2022";"18-10-2022";68;178,3;2;5,2;0;0
"Reimerswaal";22920;"05-10-2022";"18-10-2022";46;200,7;0;0;0;0
"Renkum";31358;"05-10-2022";"18-10-2022";103;328,5;0;0;0;0
"Renswoude";5651;"05-10-2022";"18-10-2022";9;159,3;0;0;0;0
"Reusel-De Mierden";13271;"05-10-2022";"18-10-2022";22;165,8;0;0;0;0
"Rheden";43435;"05-10-2022";"18-10-2022";134;308,5;3;6,9;1;2,3
"Rhenen";20265;"05-10-2022";"18-10-2022";49;241,8;2;9,9;0;0
"Ridderkerk";47099;"05-10-2022";"18-10-2022";92;195,3;1;2,1;0;0
"Rijssen-Holten";38231;"05-10-2022";"18-10-2022";90;235,4;6;15,7;0;0
"Rijswijk";56941;"05-10-2022";"18-10-2022";97;170,4;5;8,8;1;1,8
"Roerdalen";20558;"05-10-2022";"18-10-2022";98;476,7;0;0;0;0
"Roermond";59184;"05-10-2022";"18-10-2022";224;378,5;0;0;0;0
"Roosendaal";77244;"05-10-2022";"18-10-2022";201;260,2;6;7,8;0;0
"Rotterdam";655468;"05-10-2022";"18-10-2022";1165;177,7;41;6,3;1;0,2
"Rozendaal";1756;"05-10-2022";"18-10-2022";6;341,7;0;0;0;0
"Rucphen";23326;"05-10-2022";"18-10-2022";59;252,9;5;21,4;0;0
"Schagen";46833;"05-10-2022";"18-10-2022";73;155,9;4;8,5;0;0
"Scherpenzeel";10317;"05-10-2022";"18-10-2022";23;222,9;2;19,4;0;0
"Schiedam";79644;"05-10-2022";"18-10-2022";105;131,8;7;8,8;0;0
"Schiermonnikoog";944;"05-10-2022";"18-10-2022";1;105,9;0;0;0;0
"Schouwen-Duiveland";34152;"05-10-2022";"18-10-2022";82;240,1;6;17,6;0;0
"Simpelveld";10425;"05-10-2022";"18-10-2022";42;402,9;4;38,4;1;9,6
"Sint-Michielsgestel";29731;"05-10-2022";"18-10-2022";74;248,9;3;10,1;0;0
"Sittard-Geleen";91719;"05-10-2022";"18-10-2022";345;376,1;7;7,6;0;0
"Sliedrecht";25897;"05-10-2022";"18-10-2022";63;243,3;3;11,6;0;0
"Sluis";23141;"05-10-2022";"18-10-2022";48;207,4;1;4,3;0;0
"Smallingerland";55895;"05-10-2022";"18-10-2022";98;175,3;4;7,2;0;0
"Soest";47113;"05-10-2022";"18-10-2022";124;263,2;2;4,2;0;0
"Someren";19701;"05-10-2022";"18-10-2022";52;263,9;1;5,1;0;0
"Son en Breugel";17775;"05-10-2022";"18-10-2022";58;326,3;0;0;0;0
"Stadskanaal";31851;"05-10-2022";"18-10-2022";81;254,3;1;3,1;0;0
"Staphorst";17282;"05-10-2022";"18-10-2022";16;92,6;2;11,6;0;0
"Stede Broec";21947;"05-10-2022";"18-10-2022";45;205;1;4,6;0;0
"Steenbergen";24333;"05-10-2022";"18-10-2022";52;213,7;2;8,2;0;0
"Steenwijkerland";44741;"05-10-2022";"18-10-2022";86;192,2;2;4,5;0;0
"Stein";24803;"05-10-2022";"18-10-2022";119;479,8;1;4;0;0
"Stichtse Vecht";65240;"05-10-2022";"18-10-2022";152;233;12;18,4;0;0
"Súdwest-Fryslân";90300;"05-10-2022";"18-10-2022";164;181,6;9;10;0;0
"Terneuzen";54501;"05-10-2022";"18-10-2022";113;207,3;1;1,8;0;0
"Terschelling";4960;"05-10-2022";"18-10-2022";6;121;0;0;0;0
"Texel";13687;"05-10-2022";"18-10-2022";11;80,4;1;7,3;0;0
"Teylingen";37942;"05-10-2022";"18-10-2022";88;231,9;2;5,3;0;0
"Tholen";26401;"05-10-2022";"18-10-2022";41;155,3;2;7,6;1;3,8
"Tiel";42277;"05-10-2022";"18-10-2022";140;331,1;7;16,6;0;0
"Tilburg";224459;"05-10-2022";"18-10-2022";745;331,9;22;9,8;0;0
"Tubbergen";21364;"05-10-2022";"18-10-2022";48;224,7;0;0;0;0
"Twenterand";33718;"05-10-2022";"18-10-2022";81;240,2;2;5,9;1;3
"Tynaarlo";34221;"05-10-2022";"18-10-2022";72;210,4;1;2,9;0;0
"Tytsjerksteradiel";32282;"05-10-2022";"18-10-2022";60;185,9;1;3,1;0;0
"Uitgeest";13563;"05-10-2022";"18-10-2022";20;147,5;0;0;0;0
"Uithoorn";31018;"05-10-2022";"18-10-2022";56;180,5;3;9,7;0;0
"Urk";21468;"05-10-2022";"18-10-2022";17;79,2;1;4,7;0;0
"Utrecht";361699;"05-10-2022";"18-10-2022";699;193,3;14;3,9;0;0
"Utrechtse Heuvelrug";49981;"05-10-2022";"18-10-2022";129;258,1;5;10;1;2
"Vaals";10135;"05-10-2022";"18-10-2022";27;266,4;0;0;0;0
"Valkenburg aan de Geul";16167;"05-10-2022";"18-10-2022";71;439,2;1;6,2;0;0
"Valkenswaard";31236;"05-10-2022";"18-10-2022";94;300,9;2;6,4;0;0
"Veendam";27466;"05-10-2022";"18-10-2022";82;298,6;0;0;0;0
"Veenendaal";67671;"05-10-2022";"18-10-2022";189;279,3;1;1,5;0;0
"Veere";21850;"05-10-2022";"18-10-2022";75;343,2;0;0;0;0
"Veldhoven";45822;"05-10-2022";"18-10-2022";113;246,6;1;2,2;0;0
"Velsen";68482;"05-10-2022";"18-10-2022";161;235,1;3;4,4;1;1,5
"Venlo";102136;"05-10-2022";"18-10-2022";283;277,1;0;0;0;0
"Venray";43964;"05-10-2022";"18-10-2022";79;179,7;2;4,5;0;0
"Vijfheerenlanden";58788;"05-10-2022";"18-10-2022";99;168,4;8;13,6;0;0
"Vlaardingen";74143;"05-10-2022";"18-10-2022";128;172,6;7;9,4;0;0
"Vlieland";1195;"05-10-2022";"18-10-2022";0;0;0;0;0;0
"Vlissingen";44585;"05-10-2022";"18-10-2022";111;249;6;13,5;0;0
"Voerendaal";12426;"05-10-2022";"18-10-2022";29;233,4;1;8;0;0
"Voorschoten";25627;"05-10-2022";"18-10-2022";74;288,8;2;7,8;1;3,9
"Voorst";24994;"05-10-2022";"18-10-2022";100;400,1;5;20;1;4
"Vught";31783;"05-10-2022";"18-10-2022";71;223,4;2;6,3;0;0
"Waadhoeke";46309;"05-10-2022";"18-10-2022";76;164,1;13;28,1;0;0
"Waalre";17626;"05-10-2022";"18-10-2022";56;317,7;0;0;0;0
"Waalwijk";49342;"05-10-2022";"18-10-2022";154;312,1;7;14,2;0;0
"Waddinxveen";31342;"05-10-2022";"18-10-2022";102;325,4;2;6,4;0;0
"Wageningen";39939;"05-10-2022";"18-10-2022";81;202,8;0;0;0;0
"Wassenaar";27115;"05-10-2022";"18-10-2022";68;250,8;1;3,7;0;0
"Waterland";17343;"05-10-2022";"18-10-2022";46;265,2;0;0;0;0
"Weert";50346;"05-10-2022";"18-10-2022";143;284;2;4;0;0
"West Betuwe";51971;"05-10-2022";"18-10-2022";92;177;4;7,7;0;0
"West Maas en Waal";19675;"05-10-2022";"18-10-2022";49;249;5;25,4;0;0
"Westerkwartier";64306;"05-10-2022";"18-10-2022";95;147,7;3;4,7;0;0
"Westerveld";19854;"05-10-2022";"18-10-2022";41;206,5;0;0;0;0
"Westervoort";14944;"05-10-2022";"18-10-2022";37;247,6;0;0;0;0
"Westerwolde";26571;"05-10-2022";"18-10-2022";31;116,7;0;0;0;0
"Westland";112448;"05-10-2022";"18-10-2022";266;236,6;10;8,9;0;0
"Weststellingwerf";26278;"05-10-2022";"18-10-2022";36;137;3;11,4;0;0
"Westvoorne";14960;"05-10-2022";"18-10-2022";31;207,2;1;6,7;0;0
"Wierden";24643;"05-10-2022";"18-10-2022";54;219,1;5;20,3;0;0
"Wijchen";41344;"05-10-2022";"18-10-2022";125;302,3;8;19,3;0;0
"Wijdemeren";24494;"05-10-2022";"18-10-2022";69;281,7;1;4,1;0;0
