"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Beverwijk";42084;"19-10-2022";"01-11-2022";75;178,2;1;2,4;0;0
"Bladel";20718;"19-10-2022";"01-11-2022";19;91,7;2;9,7;0;0
"Blaricum";12359;"19-10-2022";"01-11-2022";15;121,4;0;0;0;0
"Bloemendaal";23732;"19-10-2022";"01-11-2022";57;240,2;0;0;0;0
"Bodegraven-Reeuwijk";35752;"19-10-2022";"01-11-2022";53;148,2;3;8,4;0;0
"Boekel";11030;"19-10-2022";"01-11-2022";12;108,8;0;0;0;0
"Borger-Odoorn";25681;"19-10-2022";"01-11-2022";30;116,8;2;7,8;0;0
"Borne";24007;"19-10-2022";"01-11-2022";31;129,1;3;12,5;0;0
"Borsele";22847;"19-10-2022";"01-11-2022";19;83,2;0;0;0;0
"Boxtel";33129;"19-10-2022";"01-11-2022";37;111,7;3;9,1;0;0
"Breda";184702;"19-10-2022";"01-11-2022";317;171,6;18;9,7;0;0
"Brielle";17704;"19-10-2022";"01-11-2022";16;90,4;1;5,6;0;0
"Bronckhorst";36077;"19-10-2022";"01-11-2022";43;119,2;3;8,3;0;0
"Brummen";20890;"19-10-2022";"01-11-2022";26;124,5;0;0;0;0
"Brunssum";27674;"19-10-2022";"01-11-2022";82;296,3;1;3,6;0;0
"Bunnik";15590;"19-10-2022";"01-11-2022";19;121,9;1;6,4;0;0
"Bunschoten";22325;"19-10-2022";"01-11-2022";29;129,9;5;22,4;0;0
"Buren";27155;"19-10-2022";"01-11-2022";45;165,7;3;11;0;0
"Capelle aan den IJssel";67188;"19-10-2022";"01-11-2022";72;107,2;4;6;0;0
"Castricum";36263;"19-10-2022";"01-11-2022";65;179,2;2;5,5;0;0
"Coevorden";35517;"19-10-2022";"01-11-2022";51;143,6;1;2,8;1;2,8
"Cranendonck";20669;"19-10-2022";"01-11-2022";20;96,8;2;9,7;1;4,8
"Culemborg";29397;"19-10-2022";"01-11-2022";28;95,2;1;3,4;0;0
"Dalfsen";29162;"19-10-2022";"01-11-2022";24;82,3;2;6,9;0;0
"Dantumadiel";18957;"19-10-2022";"01-11-2022";35;184,6;1;5,3;0;0
"De Bilt";43508;"19-10-2022";"01-11-2022";57;131;2;4,6;0;0
"De Fryske Marren";51597;"19-10-2022";"01-11-2022";53;102,7;3;5,8;0;0
"De Ronde Venen";44955;"19-10-2022";"01-11-2022";68;151,3;8;17,8;0;0
"De Wolden";24511;"19-10-2022";"01-11-2022";37;151;4;16,3;0;0
"Delft";104572;"19-10-2022";"01-11-2022";166;158,7;7;6,7;0;0
"Den Helder";56334;"19-10-2022";"01-11-2022";69;122,5;7;12,4;0;0
"Deurne";32606;"19-10-2022";"01-11-2022";31;95,1;2;6,1;0;0
"Deventer";101446;"19-10-2022";"01-11-2022";125;123,2;4;3,9;0;0
"Diemen";31822;"19-10-2022";"01-11-2022";50;157,1;1;3,1;0;0
"Dijk en Waard";87695;"19-10-2022";"01-11-2022";89;101,5;8;9,1;0;0
"Dinkelland";26594;"19-10-2022";"01-11-2022";20;75,2;1;3,8;0;0
"Doesburg";11036;"19-10-2022";"01-11-2022";10;90,6;1;9,1;0;0
"Doetinchem";58546;"19-10-2022";"01-11-2022";104;177,6;4;6,8;0;0
"Dongen";26483;"19-10-2022";"01-11-2022";57;215,2;1;3,8;0;0
"Dordrecht";119537;"19-10-2022";"01-11-2022";220;184;7;5,9;0;0
"Drechterland";19983;"19-10-2022";"01-11-2022";33;165,1;1;5;0;0
"Drimmelen";27476;"19-10-2022";"01-11-2022";30;109,2;2;7,3;0;0
"Dronten";42865;"19-10-2022";"01-11-2022";49;114,3;9;21;0;0
"Druten";19178;"19-10-2022";"01-11-2022";42;219;1;5,2;1;5,2
"Duiven";24946;"19-10-2022";"01-11-2022";27;108,2;0;0;0;0
"Echt-Susteren";31731;"19-10-2022";"01-11-2022";100;315,1;1;3,2;0;0
"Edam-Volendam";36471;"19-10-2022";"01-11-2022";19;52,1;1;2,7;0;0
"Ede";119986;"19-10-2022";"01-11-2022";226;188,4;10;8,3;2;1,7
"Eemnes";9450;"19-10-2022";"01-11-2022";5;52,9;0;0;0;0
"Eemsdelta";45389;"19-10-2022";"01-11-2022";56;123,4;0;0;0;0
"Eersel";19823;"19-10-2022";"01-11-2022";41;206,8;1;5;0;0
"Eijsden-Margraten";25857;"19-10-2022";"01-11-2022";50;193,4;0;0;0;0
"Eindhoven";238326;"19-10-2022";"01-11-2022";373;156,5;13;5,5;1;0,4
"Elburg";23740;"19-10-2022";"01-11-2022";24;101,1;1;4,2;0;0
"Emmen";107856;"19-10-2022";"01-11-2022";170;157,6;1;0,9;2;1,9
"Enkhuizen";18620;"19-10-2022";"01-11-2022";22;118,2;1;5,4;0;0
"Enschede";160640;"19-10-2022";"01-11-2022";226;140,7;18;11,2;0;0
"Epe";33257;"19-10-2022";"01-11-2022";59;177,4;4;12;0;0
"Ermelo";27258;"19-10-2022";"01-11-2022";46;168,8;1;3,7;0;0
"Etten-Leur";44152;"19-10-2022";"01-11-2022";60;135,9;3;6,8;1;2,3
"Geertruidenberg";21944;"19-10-2022";"01-11-2022";27;123;4;18,2;1;4,6
"Geldrop-Mierlo";40131;"19-10-2022";"01-11-2022";77;191,9;9;22,4;0;0
"Gemert-Bakel";31040;"19-10-2022";"01-11-2022";44;141,8;1;3,2;1;3,2
"Gennep";17237;"19-10-2022";"01-11-2022";39;226,3;2;11,6;0;0
"Gilze en Rijen";26557;"19-10-2022";"01-11-2022";32;120,5;4;15,1;0;0
"Goeree-Overflakkee";51051;"19-10-2022";"01-11-2022";111;217,4;6;11,8;0;0
"Goes";38950;"19-10-2022";"01-11-2022";113;290,1;1;2,6;0;0
"Goirle";23979;"19-10-2022";"01-11-2022";29;120,9;1;4,2;0;0
"Gooise Meren";58846;"19-10-2022";"01-11-2022";107;181,8;0;0;0;0
"Gorinchem";37632;"19-10-2022";"01-11-2022";25;66,4;4;10,6;0;0
"Gouda";74095;"19-10-2022";"01-11-2022";140;188,9;7;9,4;0;0
"Groningen";234950;"19-10-2022";"01-11-2022";267;113,6;16;6,8;0;0
"Gulpen-Wittem";14178;"19-10-2022";"01-11-2022";29;204,5;0;0;0;0
"Haaksbergen";24268;"19-10-2022";"01-11-2022";25;103;0;0;0;0
"Haarlem";162898;"19-10-2022";"01-11-2022";223;136,9;6;3,7;0;0
"Haarlemmermeer";159336;"19-10-2022";"01-11-2022";201;126,1;11;6,9;2;1,3
"Halderberge";30770;"19-10-2022";"01-11-2022";45;146,2;2;6,5;0;0
"Hardenberg";61798;"19-10-2022";"01-11-2022";88;142,4;3;4,9;0;0
"Harderwijk";48857;"19-10-2022";"01-11-2022";93;190,4;7;14,3;0;0
"Hardinxveld-Giessendam";18511;"19-10-2022";"01-11-2022";18;97,2;1;5,4;0;0
"Harlingen";15904;"19-10-2022";"01-11-2022";16;100,6;1;6,3;0;0
"Hattem";12307;"19-10-2022";"01-11-2022";20;162,5;2;16,3;0;0
"Heemskerk";39189;"19-10-2022";"01-11-2022";73;186,3;0;0;0;0
"Heemstede";27557;"19-10-2022";"01-11-2022";51;185,1;3;10,9;0;0
"Heerde";18976;"19-10-2022";"01-11-2022";22;115,9;1;5,3;0;0
"Heerenveen";51119;"19-10-2022";"01-11-2022";74;144,8;3;5,9;0;0
"Heerlen";86845;"19-10-2022";"01-11-2022";185;213;6;6,9;0;0
"Heeze-Leende";16470;"19-10-2022";"01-11-2022";24;145,7;1;6,1;0;0
"Heiloo";24417;"19-10-2022";"01-11-2022";52;213;3;12,3;0;0
"Hellendoorn";35940;"19-10-2022";"01-11-2022";26;72,3;2;5,6;0;0
"Hellevoetsluis";40574;"19-10-2022";"01-11-2022";35;86,3;7;17,3;0;0
"Helmond";93476;"19-10-2022";"01-11-2022";120;128,4;6;6,4;0;0
"Hendrik-Ido-Ambacht";31663;"19-10-2022";"01-11-2022";57;180;2;6,3;0;0
"Hengelo";81476;"19-10-2022";"01-11-2022";110;135;8;9,8;0;0
"Het Hogeland";48022;"19-10-2022";"01-11-2022";92;191,6;2;4,2;0;0
"Heumen";17175;"19-10-2022";"01-11-2022";26;151,4;3;17,5;0;0
"Heusden";45557;"19-10-2022";"01-11-2022";65;142,7;3;6,6;0;0
"Hillegom";22312;"19-10-2022";"01-11-2022";26;116,5;0;0;0;0
"Hilvarenbeek";15810;"19-10-2022";"01-11-2022";19;120,2;2;12,7;0;0
"Hilversum";91733;"19-10-2022";"01-11-2022";115;125,4;0;0;0;0
"Hoeksche Waard";88715;"19-10-2022";"01-11-2022";100;112,7;4;4,5;0;0
"Hof van Twente";35056;"19-10-2022";"01-11-2022";30;85,6;3;8,6;0;0
"Hollands Kroon";48778;"19-10-2022";"01-11-2022";45;92,3;9;18,5;0;0
"Hoogeveen";55857;"19-10-2022";"01-11-2022";54;96,7;2;3,6;0;0
"Hoorn";74298;"19-10-2022";"01-11-2022";109;146,7;7;9,4;0;0
"Horst aan de Maas";43039;"19-10-2022";"01-11-2022";55;127,8;1;2,3;0;0
"Houten";50323;"19-10-2022";"01-11-2022";69;137,1;2;4;0;0
"Huizen";40938;"19-10-2022";"01-11-2022";43;105;0;0;0;0
"Hulst";27533;"19-10-2022";"01-11-2022";27;98,1;0;0;0;0
"IJsselstein";33429;"19-10-2022";"01-11-2022";39;116,7;5;15;0;0
"Kaag en Braassem";27895;"19-10-2022";"01-11-2022";23;82,5;1;3,6;0;0
"Kampen";54791;"19-10-2022";"01-11-2022";57;104;9;16,4;0;0
"Kapelle";13020;"19-10-2022";"01-11-2022";23;176,7;2;15,4;0;0
"Katwijk";66032;"19-10-2022";"01-11-2022";60;90,9;5;7,6;0;0
"Kerkrade";45324;"19-10-2022";"01-11-2022";63;139;5;11;0;0
"Koggenland";23048;"19-10-2022";"01-11-2022";29;125,8;4;17,4;0;0
"Krimpen aan den IJssel";29415;"19-10-2022";"01-11-2022";31;105,4;4;13,6;0;0
"Krimpenerwaard";57062;"19-10-2022";"01-11-2022";71;124,4;3;5,3;0;0
"Laarbeek";22943;"19-10-2022";"01-11-2022";33;143,8;2;8,7;0;0
"Land van Cuijk";90707;"19-10-2022";"01-11-2022";133;146,6;2;2,2;0;0
"Landgraaf";37023;"19-10-2022";"01-11-2022";95;256,6;6;16,2;0;0
"Landsmeer";11560;"19-10-2022";"01-11-2022";13;112,5;0;0;0;0
"Lansingerland";64110;"19-10-2022";"01-11-2022";83;129,5;4;6,2;0;0
"Laren";11528;"19-10-2022";"01-11-2022";25;216,9;0;0;0;0
"Leeuwarden";125504;"19-10-2022";"01-11-2022";175;139,4;6;4,8;1;0,8
"Leiden";125074;"19-10-2022";"01-11-2022";157;125,5;4;3,2;0;0
"Leiderdorp";27464;"19-10-2022";"01-11-2022";50;182,1;0;0;0;0
"Leidschendam-Voorburg";76659;"19-10-2022";"01-11-2022";87;113,5;2;2,6;1;1,3
"Lelystad";81214;"19-10-2022";"01-11-2022";115;141,6;6;7,4;1;1,2
"Leudal";35928;"19-10-2022";"01-11-2022";68;189,3;0;0;0;0
"Leusden";30713;"19-10-2022";"01-11-2022";53;172,6;5;16,3;0;0
"Lingewaard";46963;"19-10-2022";"01-11-2022";79;168,2;3;6,4;0;0
"Lisse";23015;"19-10-2022";"01-11-2022";20;86,9;1;4,3;0;0
"Lochem";34069;"19-10-2022";"01-11-2022";43;126,2;3;8,8;1;2,9
"Loon op Zand";23768;"19-10-2022";"01-11-2022";34;143;1;4,2;0;0
"Lopik";14512;"19-10-2022";"01-11-2022";27;186,1;2;13,8;0;0
"Losser";23084;"19-10-2022";"01-11-2022";31;134,3;1;4,3;0;0
"Maasdriel";25504;"19-10-2022";"01-11-2022";43;168,6;3;11,8;0;0
"Maasgouw";24028;"19-10-2022";"01-11-2022";63;262,2;0;0;0;0
"Maashorst";58362;"19-10-2022";"01-11-2022";50;85,7;3;5,1;0;0
"Maassluis";34148;"19-10-2022";"01-11-2022";37;108,4;2;5,9;0;0
"Maastricht";121151;"19-10-2022";"01-11-2022";268;221,2;0;0;0;0
"Medemblik";45464;"19-10-2022";"01-11-2022";43;94,6;6;13,2;0;0
"Meerssen";18581;"19-10-2022";"01-11-2022";54;290,6;0;0;0;0
"Meierijstad";82613;"19-10-2022";"01-11-2022";91;110,2;5;6,1;0;0
"Meppel";34761;"19-10-2022";"01-11-2022";86;247,4;2;5,8;0;0
"Middelburg";49199;"19-10-2022";"01-11-2022";66;134,1;4;8,1;0;0
"Midden-Delfland";19484;"19-10-2022";"01-11-2022";26;133,4;2;10,3;0;0
"Midden-Drenthe";33689;"19-10-2022";"01-11-2022";49;145,4;2;5,9;0;0
"Midden-Groningen";60898;"19-10-2022";"01-11-2022";91;149,4;5;8,2;0;0
"Moerdijk";37313;"19-10-2022";"01-11-2022";50;134;4;10,7;0;0
"Molenlanden";44644;"19-10-2022";"01-11-2022";47;105,3;1;2,2;0;0
"Montferland";36359;"19-10-2022";"01-11-2022";55;151,3;2;5,5;1;2,8
"Montfoort";13818;"19-10-2022";"01-11-2022";13;94,1;2;14,5;0;0
"Mook en Middelaar";7989;"19-10-2022";"01-11-2022";12;150,2;1;12,5;0;0
"Neder-Betuwe";25032;"19-10-2022";"01-11-2022";23;91,9;1;4;1;4
"Nederweert";17323;"19-10-2022";"01-11-2022";34;196,3;0;0;0;0
"Nieuwegein";64554;"19-10-2022";"01-11-2022";74;114,6;5;7,7;0;0
"Nieuwkoop";29304;"19-10-2022";"01-11-2022";40;136,5;1;3,4;0;0
"Nijkerk";44311;"19-10-2022";"01-11-2022";103;232,4;3;6,8;0;0
"Nijmegen";179100;"19-10-2022";"01-11-2022";298;166,4;12;6,7;1;0,6
"Nissewaard";86332;"19-10-2022";"01-11-2022";142;164,5;1;1,2;0;0
"Noardeast-Fryslân";45593;"19-10-2022";"01-11-2022";65;142,6;4;8,8;0;0
"Noord-Beveland";7668;"19-10-2022";"01-11-2022";15;195,6;0;0;0;0
"Noordenveld";31238;"19-10-2022";"01-11-2022";34;108,8;0;0;0;0
"Noordoostpolder";48048;"19-10-2022";"01-11-2022";62;129;3;6,2;0;0
"Noordwijk";44365;"19-10-2022";"01-11-2022";35;78,9;1;2,3;0;0
"Nuenen, Gerwen en Nederwetten";23826;"19-10-2022";"01-11-2022";38;159,5;3;12,6;0;0
"Nunspeet";28223;"19-10-2022";"01-11-2022";50;177,2;3;10,6;0;0
"Oegstgeest";25499;"19-10-2022";"01-11-2022";22;86,3;0;0;0;0
"Oirschot";19061;"19-10-2022";"01-11-2022";21;110,2;1;5,2;0;0
"Oisterwijk";32503;"19-10-2022";"01-11-2022";56;172,3;1;3,1;1;3,1
"Oldambt";38521;"19-10-2022";"01-11-2022";32;83,1;0;0;0;0
"Oldebroek";23930;"19-10-2022";"01-11-2022";35;146,3;1;4,2;0;0
"Oldenzaal";31741;"19-10-2022";"01-11-2022";42;132,3;2;6,3;0;0
"Olst-Wijhe";18496;"19-10-2022";"01-11-2022";13;70,3;1;5,4;0;0
"Ommen";18457;"19-10-2022";"01-11-2022";18;97,5;0;0;0;0
"Oost Gelre";29603;"19-10-2022";"01-11-2022";36;121,6;1;3,4;0;0
"Oosterhout";56535;"19-10-2022";"01-11-2022";65;115;7;12,4;0;0
"Ooststellingwerf";25680;"19-10-2022";"01-11-2022";9;35;0;0;0;0
"Oostzaan";9639;"19-10-2022";"01-11-2022";9;93,4;0;0;1;10,4
"Opmeer";12074;"19-10-2022";"01-11-2022";15;124,2;0;0;0;0
"Opsterland";29791;"19-10-2022";"01-11-2022";26;87,3;3;10,1;0;0
"Oss";93307;"19-10-2022";"01-11-2022";120;128,6;6;6,4;0;0
"Oude IJsselstreek";39387;"19-10-2022";"01-11-2022";43;109,2;0;0;0;0
"Ouder-Amstel";14212;"19-10-2022";"01-11-2022";13;91,5;0;0;0;0
"Oudewater";10159;"19-10-2022";"01-11-2022";9;88,6;1;9,8;0;0
"Overbetuwe";48266;"19-10-2022";"01-11-2022";77;159,5;3;6,2;0;0
"Papendrecht";32208;"19-10-2022";"01-11-2022";50;155,2;1;3,1;0;0
"Peel en Maas";44278;"19-10-2022";"01-11-2022";51;115,2;0;0;0;0
"Pekela";12196;"19-10-2022";"01-11-2022";10;82;0;0;0;0
"Pijnacker-Nootdorp";56572;"19-10-2022";"01-11-2022";85;150,3;2;3,5;1;1,8
"Purmerend";92240;"19-10-2022";"01-11-2022";95;103;7;7,6;0;0
"Putten";24598;"19-10-2022";"01-11-2022";34;138,2;3;12,2;0;0
"Raalte";38140;"19-10-2022";"01-11-2022";34;89,1;3;7,9;0;0
"Reimerswaal";22920;"19-10-2022";"01-11-2022";34;148,3;1;4,4;0;0
"Renkum";31358;"19-10-2022";"01-11-2022";49;156,3;0;0;0;0
"Renswoude";5651;"19-10-2022";"01-11-2022";5;88,5;0;0;0;0
"Reusel-De Mierden";13271;"19-10-2022";"01-11-2022";22;165,8;0;0;0;0
"Rheden";43435;"19-10-2022";"01-11-2022";73;168,1;0;0;2;4,6
"Rhenen";20265;"19-10-2022";"01-11-2022";33;162,8;0;0;0;0
"Ridderkerk";47099;"19-10-2022";"01-11-2022";59;125,3;3;6,4;0;0
"Rijssen-Holten";38231;"19-10-2022";"01-11-2022";47;122,9;3;7,8;0;0
"Rijswijk";56941;"19-10-2022";"01-11-2022";87;152,8;4;7;0;0
"Roerdalen";20558;"19-10-2022";"01-11-2022";35;170,3;0;0;0;0
"Roermond";59184;"19-10-2022";"01-11-2022";123;207,8;2;3,4;0;0
"Roosendaal";77244;"19-10-2022";"01-11-2022";114;147,6;9;11,7;0;0
"Rotterdam";655468;"19-10-2022";"01-11-2022";894;136,4;54;8,2;1;0,2
"Rozendaal";1756;"19-10-2022";"01-11-2022";7;398,6;0;0;0;0
"Rucphen";23326;"19-10-2022";"01-11-2022";21;90;1;4,3;0;0
"Schagen";46833;"19-10-2022";"01-11-2022";51;108,9;5;10,7;0;0
"Scherpenzeel";10317;"19-10-2022";"01-11-2022";8;77,5;0;0;0;0
"Schiedam";79644;"19-10-2022";"01-11-2022";88;110,5;8;10;0;0
"Schiermonnikoog";944;"19-10-2022";"01-11-2022";0;0;0;0;0;0
"Schouwen-Duiveland";34152;"19-10-2022";"01-11-2022";46;134,7;3;8,8;0;0
"Simpelveld";10425;"19-10-2022";"01-11-2022";11;105,5;0;0;0;0
"Sint-Michielsgestel";29731;"19-10-2022";"01-11-2022";44;148;3;10,1;0;0
"Sittard-Geleen";91719;"19-10-2022";"01-11-2022";338;368,5;7;7,6;0;0
"Sliedrecht";25897;"19-10-2022";"01-11-2022";37;142,9;2;7,7;0;0
"Sluis";23141;"19-10-2022";"01-11-2022";23;99,4;1;4,3;0;0
"Smallingerland";55895;"19-10-2022";"01-11-2022";64;114,5;5;8,9;0;0
"Soest";47113;"19-10-2022";"01-11-2022";75;159,2;4;8,5;0;0
"Someren";19701;"19-10-2022";"01-11-2022";19;96,4;1;5,1;0;0
"Son en Breugel";17775;"19-10-2022";"01-11-2022";21;118,1;1;5,6;0;0
"Stadskanaal";31851;"19-10-2022";"01-11-2022";36;113;0;0;0;0
"Staphorst";17282;"19-10-2022";"01-11-2022";22;127,3;1;5,8;0;0
"Stede Broec";21947;"19-10-2022";"01-11-2022";20;91,1;3;13,7;0;0
"Steenbergen";24333;"19-10-2022";"01-11-2022";33;135,6;1;4,1;0;0
"Steenwijkerland";44741;"19-10-2022";"01-11-2022";42;93,9;3;6,7;0;0
"Stein";24803;"19-10-2022";"01-11-2022";76;306,4;3;12,1;0;0
"Stichtse Vecht";65240;"19-10-2022";"01-11-2022";94;144,1;2;3,1;0;0
"Súdwest-Fryslân";90300;"19-10-2022";"01-11-2022";111;122,9;2;2,2;0;0
"Terneuzen";54501;"19-10-2022";"01-11-2022";89;163,3;4;7,3;0;0
"Terschelling";4960;"19-10-2022";"01-11-2022";8;161,3;0;0;0;0
"Texel";13687;"19-10-2022";"01-11-2022";3;21,9;0;0;0;0
"Teylingen";37942;"19-10-2022";"01-11-2022";58;152,9;4;10,5;0;0
"Tholen";26401;"19-10-2022";"01-11-2022";23;87,1;1;3,8;1;3,8
"Tiel";42277;"19-10-2022";"01-11-2022";77;182,1;2;4,7;0;0
"Tilburg";224459;"19-10-2022";"01-11-2022";358;159,5;18;8;1;0,4
"Tubbergen";21364;"19-10-2022";"01-11-2022";23;107,7;1;4,7;0;0
"Twenterand";33718;"19-10-2022";"01-11-2022";33;97,9;6;17,8;0;0
"Tynaarlo";34221;"19-10-2022";"01-11-2022";46;134,4;2;5,8;0;0
"Tytsjerksteradiel";32282;"19-10-2022";"01-11-2022";71;219,9;2;6,2;1;3,1
"Uitgeest";13563;"19-10-2022";"01-11-2022";22;162,2;0;0;0;0
"Uithoorn";31018;"19-10-2022";"01-11-2022";57;183,8;2;6,4;0;0
"Urk";21468;"19-10-2022";"01-11-2022";4;18,6;0;0;0;0
"Utrecht";361699;"19-10-2022";"01-11-2022";549;151,8;24;6,6;1;0,3
"Utrechtse Heuvelrug";49981;"19-10-2022";"01-11-2022";70;140,1;4;8;0;0
"Vaals";10135;"19-10-2022";"01-11-2022";11;108,5;0;0;0;0
"Valkenburg aan de Geul";16167;"19-10-2022";"01-11-2022";27;167;0;0;0;0
"Valkenswaard";31236;"19-10-2022";"01-11-2022";32;102,4;7;22,4;0;0
"Veendam";27466;"19-10-2022";"01-11-2022";39;142;0;0;0;0
"Veenendaal";67671;"19-10-2022";"01-11-2022";132;195,1;3;4,4;0;0
"Veere";21850;"19-10-2022";"01-11-2022";40;183,1;1;4,6;0;0
"Veldhoven";45822;"19-10-2022";"01-11-2022";60;130,9;6;13,1;0;0
"Velsen";68482;"19-10-2022";"01-11-2022";71;103,7;1;1,5;0;0
"Venlo";102136;"19-10-2022";"01-11-2022";194;189,9;2;2;0;0
"Venray";43964;"19-10-2022";"01-11-2022";51;116;0;0;1;2,3
"Vijfheerenlanden";58788;"19-10-2022";"01-11-2022";43;73,1;3;5,1;0;0
"Vlaardingen";74143;"19-10-2022";"01-11-2022";61;82,3;5;6,7;0;0
"Vlieland";1195;"19-10-2022";"01-11-2022";0;0;0;0;0;0
"Vlissingen";44585;"19-10-2022";"01-11-2022";71;159,2;5;11,2;0;0
"Voerendaal";12426;"19-10-2022";"01-11-2022";28;225,3;0;0;0;0
"Voorschoten";25627;"19-10-2022";"01-11-2022";40;156,1;2;7,8;0;0
"Voorst";24994;"19-10-2022";"01-11-2022";54;216,1;3;12;0;0
"Vught";31783;"19-10-2022";"01-11-2022";67;210,8;7;22;0;0
"Waadhoeke";46309;"19-10-2022";"01-11-2022";44;95;2;4,3;0;0
"Waalre";17626;"19-10-2022";"01-11-2022";34;192,9;2;11,3;0;0
"Waalwijk";49342;"19-10-2022";"01-11-2022";75;152;4;8,1;0;0
"Waddinxveen";31342;"19-10-2022";"01-11-2022";38;121,2;1;3,2;0;0
"Wageningen";39939;"19-10-2022";"01-11-2022";55;137,7;2;5;1;2,5
"Wassenaar";27115;"19-10-2022";"01-11-2022";56;206,5;0;0;0;0
"Waterland";17343;"19-10-2022";"01-11-2022";39;224,9;1;5,8;0;0
"Weert";50346;"19-10-2022";"01-11-2022";44;87,4;0;0;0;0
"West Betuwe";51971;"19-10-2022";"01-11-2022";62;119,3;4;7,7;0;0
"West Maas en Waal";19675;"19-10-2022";"01-11-2022";35;177,9;3;15,2;0;0
"Westerkwartier";64306;"19-10-2022";"01-11-2022";62;96,4;3;4,7;0;0
"Westerveld";19854;"19-10-2022";"01-11-2022";22;110,8;3;15,1;0;0
"Westervoort";14944;"19-10-2022";"01-11-2022";21;140,5;0;0;0;0
"Westerwolde";26571;"19-10-2022";"01-11-2022";27;101,6;0;0;0;0
"Westland";112448;"19-10-2022";"01-11-2022";118;104,9;6;5,3;0;0
"Weststellingwerf";26278;"19-10-2022";"01-11-2022";20;76,1;1;3,8;0;0
"Westvoorne";14960;"19-10-2022";"01-11-2022";28;187,2;4;26,7;0;0
"Wierden";24643;"19-10-2022";"01-11-2022";18;73;2;8,1;0;0
"Wijchen";41344;"19-10-2022";"01-11-2022";50;120,9;4;9,7;0;0
"Wijdemeren";24494;"19-10-2022";"01-11-2022";44;179,6;0;0;0;0
"Wijk bij Duurstede";23921;"19-10-2022";"01-11-2022";36;150,5;4;16,7;0;0
