"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Lelystad";995;"Lelystad";78598;"10-02-2021";"23-02-2021";153;194.7;0;0;1;1.3
"Leudal";1640;"Leudal";35879;"10-02-2021";"23-02-2021";165;459.9;0;0;1;2.8
"Leusden";327;"Leusden";30401;"10-02-2021";"23-02-2021";94;309.2;2;6.6;1;3.3
"Lingewaard";1705;"Lingewaard";46601;"10-02-2021";"23-02-2021";46;98.7;0;0;2;4.3
"Lisse";553;"Lisse";22955;"10-02-2021";"23-02-2021";42;183;1;4.4;0;0
"Lochem";262;"Lochem";33729;"10-02-2021";"23-02-2021";51;151.2;0;0;0;0
"Loon op Zand";809;"Loon op Zand";23408;"10-02-2021";"23-02-2021";82;350.3;1;4.3;2;8.5
"Lopik";331;"Lopik";14467;"10-02-2021";"23-02-2021";90;622.1;1;6.9;0;0
"Losser";168;"Losser";22683;"10-02-2021";"23-02-2021";73;321.8;0;0;2;8.8
"Maasdriel";263;"Maasdriel";25030;"10-02-2021";"23-02-2021";155;619.3;0;0;2;8
"Maasgouw";1641;"Maasgouw";23965;"10-02-2021";"23-02-2021";123;513.2;1;4.2;1;4.2
"Maassluis";556;"Maassluis";33213;"10-02-2021";"23-02-2021";91;274;1;3;1;3
"Maastricht";935;"Maastricht";121575;"10-02-2021";"23-02-2021";261;214.7;1;0.8;2;1.6
"Medemblik";420;"Medemblik";45101;"10-02-2021";"23-02-2021";286;634.1;3;6.7;2;4.4
"Meerssen";938;"Meerssen";18828;"10-02-2021";"23-02-2021";44;233.7;1;5.3;0;0
"Meierijstad";1948;"Meierijstad";81194;"10-02-2021";"23-02-2021";399;491.4;1;1.2;0;0
"Meppel";119;"Meppel";33920;"10-02-2021";"23-02-2021";50;147.4;0;0;0;0
"Middelburg";687;"Middelburg";48822;"10-02-2021";"23-02-2021";181;370.7;3;6.1;0;0
"Midden-Delfland";1842;"Midden-Delfland";19341;"10-02-2021";"23-02-2021";41;212;0;0;0;0
"Midden-Drenthe";1731;"Midden-Drenthe";33185;"10-02-2021";"23-02-2021";119;358.6;4;12.1;0;0
"Midden-Groningen";1952;"Midden-Groningen";60797;"10-02-2021";"23-02-2021";280;460.5;5;8.2;3;4.9
"Mill en Sint Hubert";815;"Mill en Sint Hubert";10939;"10-02-2021";"23-02-2021";39;356.5;1;9.1;1;9.1
"Moerdijk";1709;"Moerdijk";37129;"10-02-2021";"23-02-2021";148;398.6;2;5.4;3;8.1
"Molenlanden";1978;"Molenlanden";43909;"10-02-2021";"23-02-2021";243;553.4;0;0;3;6.8
"Montferland";1955;"Montferland";36011;"10-02-2021";"23-02-2021";83;230.5;0;0;2;5.6
"Montfoort";335;"Montfoort";13917;"10-02-2021";"23-02-2021";69;495.8;1;7.2;0;0
"Mook en Middelaar";944;"Mook en Middelaar";7847;"10-02-2021";"23-02-2021";11;140.2;0;0;0;0
"Neder-Betuwe";1740;"Neder-Betuwe";24339;"10-02-2021";"23-02-2021";110;451.9;0;0;0;0
"Nederweert";946;"Nederweert";17019;"10-02-2021";"23-02-2021";67;393.7;0;0;1;5.9
"Nieuwegein";356;"Nieuwegein";63462;"10-02-2021";"23-02-2021";145;228.5;3;4.7;0;0
"Nieuwkoop";569;"Nieuwkoop";28811;"10-02-2021";"23-02-2021";170;590.1;0;0;1;3.5
"Nijkerk";267;"Nijkerk";43171;"10-02-2021";"23-02-2021";63;145.9;0;0;0;0
"Nijmegen";268;"Nijmegen";177659;"10-02-2021";"23-02-2021";378;212.8;1;0.6;2;1.1
"Nissewaard";1930;"Nissewaard";85219;"10-02-2021";"23-02-2021";208;244.1;5;5.9;3;3.5
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45228;"10-02-2021";"23-02-2021";155;342.7;1;2.2;3;6.6
"Noord-Beveland";1695;"Noord-Beveland";7392;"10-02-2021";"23-02-2021";26;351.7;1;13.5;1;13.5
"Noordenveld";1699;"Noordenveld";31253;"10-02-2021";"23-02-2021";120;384;0;0;1;3.2
"Noordoostpolder";171;"Noordoostpolder";47291;"10-02-2021";"23-02-2021";49;103.6;0;0;0;0
"Noordwijk";575;"Noordwijk";43508;"10-02-2021";"23-02-2021";114;262;0;0;1;2.3
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23383;"10-02-2021";"23-02-2021";87;372.1;0;0;1;4.3
"Nunspeet";302;"Nunspeet";27851;"10-02-2021";"23-02-2021";50;179.5;0;0;0;0
"Oegstgeest";579;"Oegstgeest";24840;"10-02-2021";"23-02-2021";40;161;1;4;0;0
"Oirschot";823;"Oirschot";18714;"10-02-2021";"23-02-2021";102;545;0;0;1;5.3
"Oisterwijk";824;"Oisterwijk";32130;"10-02-2021";"23-02-2021";94;292.6;1;3.1;1;3.1
"Oldambt";1895;"Oldambt";38209;"10-02-2021";"23-02-2021";154;403;2;5.2;1;2.6
"Oldebroek";269;"Oldebroek";23646;"10-02-2021";"23-02-2021";69;291.8;1;4.2;0;0
"Oldenzaal";173;"Oldenzaal";31836;"10-02-2021";"23-02-2021";63;197.9;3;9.4;1;3.1
"Olst-Wijhe";1773;"Olst-Wijhe";18252;"10-02-2021";"23-02-2021";51;279.4;0;0;0;0
"Ommen";175;"Ommen";18009;"10-02-2021";"23-02-2021";50;277.6;0;0;0;0
"Oost Gelre";1586;"Oost Gelre";29627;"10-02-2021";"23-02-2021";78;263.3;0;0;1;3.4
"Oosterhout";826;"Oosterhout";55982;"10-02-2021";"23-02-2021";138;246.5;0;0;0;0
"Ooststellingwerf";85;"Ooststellingwerf";25469;"10-02-2021";"23-02-2021";57;223.8;0;0;0;0
"Oostzaan";431;"Oostzaan";9735;"10-02-2021";"23-02-2021";22;226;0;0;0;0
"Opmeer";432;"Opmeer";11836;"10-02-2021";"23-02-2021";100;844.9;0;0;1;8.4
"Opsterland";86;"Opsterland";29733;"10-02-2021";"23-02-2021";58;195.1;1;3.4;1;3.4
"Oss";828;"Oss";91915;"10-02-2021";"23-02-2021";393;427.6;3;3.3;1;1.1
"Oude IJsselstreek";1509;"Oude IJsselstreek";39388;"10-02-2021";"23-02-2021";84;213.3;1;2.5;1;2.5
"Ouder-Amstel";437;"Ouder-Amstel";14026;"10-02-2021";"23-02-2021";31;221;1;7.1;0;0
"Oudewater";589;"Oudewater";10230;"10-02-2021";"23-02-2021";32;312.8;0;0;0;0
"Overbetuwe";1734;"Overbetuwe";47906;"10-02-2021";"23-02-2021";93;194.1;1;2.1;3;6.3
"Papendrecht";590;"Papendrecht";32136;"10-02-2021";"23-02-2021";80;248.9;1;3.1;3;9.3
"Peel en Maas";1894;"Peel en Maas";43425;"10-02-2021";"23-02-2021";148;340.8;1;2.3;2;4.6
"Pekela";765;"Pekela";12196;"10-02-2021";"23-02-2021";57;467.4;0;0;0;0
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55308;"10-02-2021";"23-02-2021";121;218.8;3;5.4;3;5.4
"Purmerend";439;"Purmerend";81249;"10-02-2021";"23-02-2021";496;610.5;9;11.1;4;4.9
"Putten";273;"Putten";24112;"10-02-2021";"23-02-2021";41;170;0;0;0;0
"Raalte";177;"Raalte";37712;"10-02-2021";"23-02-2021";101;267.8;2;5.3;2;5.3
"Reimerswaal";703;"Reimerswaal";22730;"10-02-2021";"23-02-2021";66;290.4;1;4.4;1;4.4
"Renkum";274;"Renkum";31419;"10-02-2021";"23-02-2021";26;82.8;1;3.2;1;3.2
"Renswoude";339;"Renswoude";5444;"10-02-2021";"23-02-2021";12;220.4;0;0;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13112;"10-02-2021";"23-02-2021";36;274.6;1;7.6;0;0
"Rheden";275;"Rheden";43761;"10-02-2021";"23-02-2021";69;157.7;1;2.3;1;2.3
"Rhenen";340;"Rhenen";20119;"10-02-2021";"23-02-2021";90;447.3;0;0;0;0
"Ridderkerk";597;"Ridderkerk";46189;"10-02-2021";"23-02-2021";162;350.7;6;13;3;6.5
"Rijssen-Holten";1742;"Rijssen-Holten";38177;"10-02-2021";"23-02-2021";100;261.9;3;7.9;1;2.6
"Rijswijk";603;"Rijswijk";54450;"10-02-2021";"23-02-2021";101;185.5;0;0;0;0
"Roerdalen";1669;"Roerdalen";20574;"10-02-2021";"23-02-2021";100;486.1;0;0;0;0
"Roermond";957;"Roermond";58260;"10-02-2021";"23-02-2021";224;384.5;1;1.7;1;1.7
"Roosendaal";1674;"Roosendaal";77251;"10-02-2021";"23-02-2021";291;376.7;3;3.9;2;2.6
"Rotterdam";599;"Rotterdam";651157;"10-02-2021";"23-02-2021";1579;242.5;46;7.1;15;2.3
"Rozendaal";277;"Rozendaal";1704;"10-02-2021";"23-02-2021";0;0;0;0;0;0
"Rucphen";840;"Rucphen";22878;"10-02-2021";"23-02-2021";88;384.6;4;17.5;1;4.4
"Schagen";441;"Schagen";46483;"10-02-2021";"23-02-2021";171;367.9;3;6.5;2;4.3
"Scherpenzeel";279;"Scherpenzeel";9880;"10-02-2021";"23-02-2021";24;242.9;0;0;0;0
"Schiedam";606;"Schiedam";78730;"10-02-2021";"23-02-2021";265;336.6;7;8.9;2;2.5
"Schiermonnikoog";88;"Schiermonnikoog";947;"10-02-2021";"23-02-2021";11;1161.6;0;0;0;0
