"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage";518;"'s-Gravenhage";548320;"27-10-2021";"09-11-2021";3164;577;29;5.3;5;0.9
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155490;"27-10-2021";"09-11-2021";924;594.3;0;0;2;1.3
"Aa en Hunze";1680;"Aa en Hunze";25399;"27-10-2021";"09-11-2021";85;334.7;0;0;0;0
"Aalsmeer";358;"Aalsmeer";31991;"27-10-2021";"09-11-2021";271;847.1;0;0;0;0
"Aalten";197;"Aalten";27120;"27-10-2021";"09-11-2021";144;531;0;0;2;7.4
"Achtkarspelen";59;"Achtkarspelen";27900;"27-10-2021";"09-11-2021";218;781.4;0;0;0;0
"Alblasserdam";482;"Alblasserdam";20136;"27-10-2021";"09-11-2021";288;1430.3;0;0;0;0
"Albrandswaard";613;"Albrandswaard";25814;"27-10-2021";"09-11-2021";160;619.8;1;3.9;0;0
"Alkmaar";361;"Alkmaar";109896;"27-10-2021";"09-11-2021";670;609.7;1;0.9;0;0
"Almelo";141;"Almelo";73132;"27-10-2021";"09-11-2021";418;571.6;2;2.7;0;0
"Almere";34;"Almere";214715;"27-10-2021";"09-11-2021";1280;596.1;2;0.9;0;0
"Alphen aan den Rijn";484;"Alphen aan den Rijn";112587;"27-10-2021";"09-11-2021";877;779;3;2.7;12;10.7
"Alphen-Chaam";1723;"Alphen-Chaam";10373;"27-10-2021";"09-11-2021";63;607.3;0;0;0;0
"Altena";1959;"Altena";56352;"27-10-2021";"09-11-2021";849;1506.6;3;5.3;1;1.8
"Ameland";60;"Ameland";3746;"27-10-2021";"09-11-2021";9;240.3;0;0;0;0
"Amersfoort";307;"Amersfoort";157462;"27-10-2021";"09-11-2021";922;585.5;0;0;0;0
"Amstelveen";362;"Amstelveen";90829;"27-10-2021";"09-11-2021";596;656.2;0;0;2;2.2
"Amsterdam";363;"Amsterdam";873338;"27-10-2021";"09-11-2021";4536;519.4;18;2.1;9;1
"Apeldoorn";200;"Apeldoorn";164781;"27-10-2021";"09-11-2021";1225;743.4;1;0.6;1;0.6
"Arnhem";202;"Arnhem";162424;"27-10-2021";"09-11-2021";985;606.4;2;1.2;0;0
"Assen";106;"Assen";68836;"27-10-2021";"09-11-2021";289;419.8;1;1.5;0;0
"Asten";743;"Asten";16817;"27-10-2021";"09-11-2021";87;517.3;0;0;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6899;"27-10-2021";"09-11-2021";43;623.3;0;0;0;0
"Baarn";308;"Baarn";24792;"27-10-2021";"09-11-2021";170;685.7;0;0;0;0
"Barendrecht";489;"Barendrecht";48643;"27-10-2021";"09-11-2021";422;867.5;0;0;0;0
"Barneveld";203;"Barneveld";59992;"27-10-2021";"09-11-2021";968;1613.5;3;5;0;0
"Beek";888;"Beek";15875;"27-10-2021";"09-11-2021";172;1083.5;0;0;0;0
"Beekdaelen";1954;"Beekdaelen";36065;"27-10-2021";"09-11-2021";455;1261.6;3;8.3;0;0
"Beemster";370;"Beemster";10110;"27-10-2021";"09-11-2021";85;840.8;0;0;0;0
"Beesel";889;"Beesel";13450;"27-10-2021";"09-11-2021";173;1286.2;2;14.9;1;7.4
"Berg en Dal";1945;"Berg en Dal";35010;"27-10-2021";"09-11-2021";350;999.7;1;2.9;2;5.7
"Bergeijk";1724;"Bergeijk";18754;"27-10-2021";"09-11-2021";85;453.2;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13108;"27-10-2021";"09-11-2021";164;1251.1;0;0;3;22.9
"Bergen (NH.)";373;"Bergen (NH.)";29715;"27-10-2021";"09-11-2021";137;461;0;0;1;3.4
"Bergen op Zoom";748;"Bergen op Zoom";67514;"27-10-2021";"09-11-2021";416;616.2;1;1.5;0;0
"Berkelland";1859;"Berkelland";43846;"27-10-2021";"09-11-2021";239;545.1;0;0;1;2.3
"Bernheze";1721;"Bernheze";31455;"27-10-2021";"09-11-2021";198;629.5;0;0;0;0
"Best";753;"Best";30216;"27-10-2021";"09-11-2021";162;536.1;0;0;0;0
"Beuningen";209;"Beuningen";26157;"27-10-2021";"09-11-2021";162;619.3;1;3.8;1;3.8
"Beverwijk";375;"Beverwijk";41863;"27-10-2021";"09-11-2021";186;444.3;1;2.4;0;0
"Bladel";1728;"Bladel";20529;"27-10-2021";"09-11-2021";125;608.9;0;0;0;0
"Blaricum";376;"Blaricum";11954;"27-10-2021";"09-11-2021";46;384.8;0;0;0;0
"Bloemendaal";377;"Bloemendaal";23478;"27-10-2021";"09-11-2021";123;523.9;0;0;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";35278;"27-10-2021";"09-11-2021";388;1099.8;0;0;1;2.8
"Boekel";755;"Boekel";10959;"27-10-2021";"09-11-2021";109;994.6;0;0;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25598;"27-10-2021";"09-11-2021";92;359.4;1;3.9;1;3.9
"Borne";147;"Borne";23668;"27-10-2021";"09-11-2021";130;549.3;0;0;0;0
"Borsele";654;"Borsele";22818;"27-10-2021";"09-11-2021";216;946.6;0;0;0;0
"Boxmeer";756;"Boxmeer";29609;"27-10-2021";"09-11-2021";418;1411.7;3;10.1;4;13.5
"Boxtel";757;"Boxtel";32973;"27-10-2021";"09-11-2021";231;700.6;0;0;0;0
"Breda";758;"Breda";184126;"27-10-2021";"09-11-2021";1292;701.7;3;1.6;4;2.2
"Brielle";501;"Brielle";17439;"27-10-2021";"09-11-2021";94;539;0;0;1;5.7
"Bronckhorst";1876;"Bronckhorst";36087;"27-10-2021";"09-11-2021";300;831.3;1;2.8;0;0
"Brummen";213;"Brummen";20884;"27-10-2021";"09-11-2021";110;526.7;0;0;0;0
"Brunssum";899;"Brunssum";27670;"27-10-2021";"09-11-2021";359;1297.4;2;7.2;2;7.2
"Bunnik";312;"Bunnik";15341;"27-10-2021";"09-11-2021";74;482.4;2;13;0;0
"Bunschoten";313;"Bunschoten";22019;"27-10-2021";"09-11-2021";120;545;0;0;0;0
"Buren";214;"Buren";27009;"27-10-2021";"09-11-2021";252;933;2;7.4;0;0
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67319;"27-10-2021";"09-11-2021";344;511;1;1.5;0;0
"Castricum";383;"Castricum";36086;"27-10-2021";"09-11-2021";209;579.2;1;2.8;0;0
"Coevorden";109;"Coevorden";35317;"27-10-2021";"09-11-2021";165;467.2;2;5.7;0;0
"Cranendonck";1706;"Cranendonck";21001;"27-10-2021";"09-11-2021";227;1080.9;1;4.8;2;9.5
"Cuijk";1684;"Cuijk";25404;"27-10-2021";"09-11-2021";300;1180.9;1;3.9;2;7.9
"Culemborg";216;"Culemborg";29121;"27-10-2021";"09-11-2021";273;937.5;0;0;1;3.4
"Dalfsen";148;"Dalfsen";28901;"27-10-2021";"09-11-2021";157;543.2;1;3.5;0;0
"Dantumadiel";1891;"Dantumadiel";18943;"27-10-2021";"09-11-2021";237;1251.1;2;10.6;0;0
"De Bilt";310;"De Bilt";43384;"27-10-2021";"09-11-2021";235;541.7;2;4.6;0;0
"De Fryske Marren";1940;"De Fryske Marren";51778;"27-10-2021";"09-11-2021";325;627.7;0;0;0;0
"De Ronde Venen";736;"De Ronde Venen";44720;"27-10-2021";"09-11-2021";328;733.5;2;4.5;2;4.5
"De Wolden";1690;"De Wolden";24374;"27-10-2021";"09-11-2021";250;1025.7;3;12.3;0;0
"Delft";503;"Delft";103581;"27-10-2021";"09-11-2021";545;526.2;0;0;1;1
"Den Helder";400;"Den Helder";56582;"27-10-2021";"09-11-2021";257;454.2;1;1.8;1;1.8
