"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"De Bilt";310;"De Bilt";43137;"03-02-2021";"16-02-2021";170;394.1;3;7;1;2.3
"De Fryske Marren";1940;"De Fryske Marren";51564;"03-02-2021";"16-02-2021";180;349.1;3;5.8;10;19.4
"De Ronde Venen";736;"De Ronde Venen";44456;"03-02-2021";"16-02-2021";109;245.2;1;2.2;1;2.2
"De Wolden";1690;"De Wolden";24330;"03-02-2021";"16-02-2021";58;238.4;0;0;1;4.1
"Delft";503;"Delft";103595;"03-02-2021";"16-02-2021";215;207.5;2;1.9;2;1.9
"Den Helder";400;"Den Helder";56296;"03-02-2021";"16-02-2021";279;495.6;1;1.8;3;5.3
"Deurne";762;"Deurne";32471;"03-02-2021";"16-02-2021";122;375.7;1;3.1;1;3.1
"Deventer";150;"Deventer";100719;"03-02-2021";"16-02-2021";116;115.2;0;0;2;2
"Diemen";384;"Diemen";30780;"03-02-2021";"16-02-2021";74;240.4;0;0;2;6.5
"Dinkelland";1774;"Dinkelland";26461;"03-02-2021";"16-02-2021";72;272.1;1;3.8;1;3.8
"Doesburg";221;"Doesburg";11077;"03-02-2021";"16-02-2021";26;234.7;0;0;0;0
"Doetinchem";222;"Doetinchem";58001;"03-02-2021";"16-02-2021";121;208.6;1;1.7;1;1.7
"Dongen";766;"Dongen";26222;"03-02-2021";"16-02-2021";77;293.6;0;0;0;0
"Dordrecht";505;"Dordrecht";119284;"03-02-2021";"16-02-2021";373;312.7;0;0;6;5
"Drechterland";498;"Drechterland";19719;"03-02-2021";"16-02-2021";83;420.9;1;5.1;0;0
"Drimmelen";1719;"Drimmelen";27272;"03-02-2021";"16-02-2021";52;190.7;1;3.7;0;0
"Dronten";303;"Dronten";41555;"03-02-2021";"16-02-2021";80;192.5;2;4.8;0;0
"Druten";225;"Druten";18926;"03-02-2021";"16-02-2021";105;554.8;1;5.3;0;0
"Duiven";226;"Duiven";25126;"03-02-2021";"16-02-2021";61;242.8;0;0;0;0
"Echt-Susteren";1711;"Echt-Susteren";31610;"03-02-2021";"16-02-2021";164;518.8;3;9.5;0;0
"Edam-Volendam";385;"Edam-Volendam";36197;"03-02-2021";"16-02-2021";158;436.5;1;2.8;1;2.8
"Ede";228;"Ede";117165;"03-02-2021";"16-02-2021";307;262;2;1.7;2;1.7
"Eemnes";317;"Eemnes";9247;"03-02-2021";"16-02-2021";35;378.5;0;0;0;0
"Eemsdelta";1979;"Eemsdelta";45857;"03-02-2021";"16-02-2021";84;183.2;0;0;1;2.2
"Eersel";770;"Eersel";19313;"03-02-2021";"16-02-2021";87;450.5;0;0;0;0
"Eijsden-Margraten";1903;"Eijsden-Margraten";25768;"03-02-2021";"16-02-2021";45;174.6;0;0;5;19.4
"Eindhoven";772;"Eindhoven";234394;"03-02-2021";"16-02-2021";789;336.6;4;1.7;21;9
"Elburg";230;"Elburg";23161;"03-02-2021";"16-02-2021";49;211.6;0;0;0;0
"Emmen";114;"Emmen";107048;"03-02-2021";"16-02-2021";428;399.8;3;2.8;4;3.7
"Enkhuizen";388;"Enkhuizen";18591;"03-02-2021";"16-02-2021";55;295.8;0;0;0;0
"Enschede";153;"Enschede";159640;"03-02-2021";"16-02-2021";328;205.5;9;5.6;8;5
"Epe";232;"Epe";33178;"03-02-2021";"16-02-2021";81;244.1;0;0;2;6
"Ermelo";233;"Ermelo";27008;"03-02-2021";"16-02-2021";36;133.3;0;0;1;3.7
"Etten-Leur";777;"Etten-Leur";43878;"03-02-2021";"16-02-2021";85;193.7;0;0;1;2.3
"Geertruidenberg";779;"Geertruidenberg";21544;"03-02-2021";"16-02-2021";55;255.3;0;0;0;0
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";39726;"03-02-2021";"16-02-2021";143;360;2;5;1;2.5
"Gemert-Bakel";1652;"Gemert-Bakel";30723;"03-02-2021";"16-02-2021";70;227.8;1;3.3;0;0
"Gennep";907;"Gennep";16921;"03-02-2021";"16-02-2021";48;283.7;0;0;0;0
"Gilze en Rijen";784;"Gilze en Rijen";26431;"03-02-2021";"16-02-2021";44;166.5;0;0;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50049;"03-02-2021";"16-02-2021";101;201.8;2;4;1;2
"Goes";664;"Goes";38082;"03-02-2021";"16-02-2021";80;210.1;3;7.9;1;2.6
"Goirle";785;"Goirle";23904;"03-02-2021";"16-02-2021";46;192.4;0;0;0;0
"Gooise Meren";1942;"Gooise Meren";58055;"03-02-2021";"16-02-2021";149;256.7;0;0;0;0
"Gorinchem";512;"Gorinchem";37022;"03-02-2021";"16-02-2021";71;191.8;0;0;2;5.4
"Gouda";513;"Gouda";73427;"03-02-2021";"16-02-2021";161;219.3;6;8.2;6;8.2
"Grave";786;"Grave";12436;"03-02-2021";"16-02-2021";26;209.1;0;0;0;0
"'s-Gravenhage";518;"'s-Gravenhage";545838;"03-02-2021";"16-02-2021";1098;201.2;31;5.7;14;2.6
"Groningen";14;"Groningen";232874;"03-02-2021";"16-02-2021";334;143.4;3;1.3;1;0.4
"Gulpen-Wittem";1729;"Gulpen-Wittem";14171;"03-02-2021";"16-02-2021";57;402.2;0;0;0;0
"Haaksbergen";158;"Haaksbergen";24311;"03-02-2021";"16-02-2021";27;111.1;2;8.2;2;8.2
"Haarlem";392;"Haarlem";162902;"03-02-2021";"16-02-2021";307;188.5;4;2.5;2;1.2
"Haarlemmermeer";394;"Haarlemmermeer";156002;"03-02-2021";"16-02-2021";289;185.3;3;1.9;2;1.3
"Halderberge";1655;"Halderberge";30284;"03-02-2021";"16-02-2021";76;251;1;3.3;3;9.9
"Hardenberg";160;"Hardenberg";60948;"03-02-2021";"16-02-2021";177;290.4;0;0;1;1.6
"Harderwijk";243;"Harderwijk";48414;"03-02-2021";"16-02-2021";126;260.3;1;2.1;2;4.1
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18295;"03-02-2021";"16-02-2021";93;508.3;0;0;1;5.5
"Harlingen";72;"Harlingen";15722;"03-02-2021";"16-02-2021";33;209.9;0;0;0;0
"Hattem";244;"Hattem";12209;"03-02-2021";"16-02-2021";11;90.1;0;0;0;0
"Heemskerk";396;"Heemskerk";39182;"03-02-2021";"16-02-2021";171;436.4;0;0;0;0
"Heemstede";397;"Heemstede";27234;"03-02-2021";"16-02-2021";43;157.9;0;0;2;7.3
"Heerde";246;"Heerde";18589;"03-02-2021";"16-02-2021";30;161.4;0;0;0;0
"Heerenveen";74;"Heerenveen";50493;"03-02-2021";"16-02-2021";86;170.3;1;2;2;4
"Heerhugowaard";398;"Heerhugowaard";57587;"03-02-2021";"16-02-2021";175;303.9;3;5.2;4;6.9
"Heerlen";917;"Heerlen";87086;"03-02-2021";"16-02-2021";271;311.2;4;4.6;4;4.6
"Heeze-Leende";1658;"Heeze-Leende";16152;"03-02-2021";"16-02-2021";60;371.5;0;0;0;0
"Heiloo";399;"Heiloo";23968;"03-02-2021";"16-02-2021";30;125.2;1;4.2;0;0
"Hellendoorn";163;"Hellendoorn";35916;"03-02-2021";"16-02-2021";166;462.2;2;5.6;1;2.8
"Hellevoetsluis";530;"Hellevoetsluis";40142;"03-02-2021";"16-02-2021";57;142;0;0;2;5
"Helmond";794;"Helmond";92423;"03-02-2021";"16-02-2021";367;397.1;1;1.1;4;4.3
"Hendrik-Ido-Ambacht";531;"Hendrik-Ido-Ambacht";31202;"03-02-2021";"16-02-2021";69;221.1;0;0;0;0
"Hengelo (O.)";164;"Hengelo (O.)";81140;"03-02-2021";"16-02-2021";140;172.5;1;1.2;2;2.5
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155111;"03-02-2021";"16-02-2021";477;307.5;2;1.3;7;4.5
"Het Hogeland";1966;"Het Hogeland";47801;"03-02-2021";"16-02-2021";97;202.9;0;0;1;2.1
"Heumen";252;"Heumen";16454;"03-02-2021";"16-02-2021";41;249.2;0;0;0;0
"Heusden";797;"Heusden";44692;"03-02-2021";"16-02-2021";173;387.1;1;2.2;0;0
"Hillegom";534;"Hillegom";22209;"03-02-2021";"16-02-2021";54;243.1;1;4.5;2;9
"Hilvarenbeek";798;"Hilvarenbeek";15518;"03-02-2021";"16-02-2021";40;257.8;0;0;0;0
"Hilversum";402;"Hilversum";90831;"03-02-2021";"16-02-2021";298;328.1;1;1.1;1;1.1
"Hoeksche Waard";1963;"Hoeksche Waard";87401;"03-02-2021";"16-02-2021";177;202.5;0;0;1;1.1
"Hof van Twente";1735;"Hof van Twente";35017;"03-02-2021";"16-02-2021";87;248.5;0;0;4;11.4
"Hollands Kroon";1911;"Hollands Kroon";48432;"03-02-2021";"16-02-2021";168;346.9;0;0;4;8.3
"Hoogeveen";118;"Hoogeveen";55699;"03-02-2021";"16-02-2021";225;404;3;5.4;2;3.6
"Hoorn";405;"Hoorn";73261;"03-02-2021";"16-02-2021";487;664.7;4;5.5;3;4.1
"Horst aan de Maas";1507;"Horst aan de Maas";42429;"03-02-2021";"16-02-2021";126;297;0;0;0;0
"Houten";321;"Houten";50146;"03-02-2021";"16-02-2021";95;189.4;5;10;0;0
"Huizen";406;"Huizen";41273;"03-02-2021";"16-02-2021";136;329.5;1;2.4;0;0
"Hulst";677;"Hulst";27556;"03-02-2021";"16-02-2021";41;148.8;2;7.3;1;3.6
"IJsselstein";353;"IJsselstein";34109;"03-02-2021";"16-02-2021";85;249.2;1;2.9;0;0
"Kaag en Braassem";1884;"Kaag en Braassem";27297;"03-02-2021";"16-02-2021";58;212.5;0;0;0;0
"Kampen";166;"Kampen";54319;"03-02-2021";"16-02-2021";71;130.7;1;1.8;0;0
"Kapelle";678;"Kapelle";12695;"03-02-2021";"16-02-2021";38;299.3;1;7.9;0;0
"Katwijk";537;"Katwijk";65753;"03-02-2021";"16-02-2021";325;494.3;2;3;5;7.6
"Kerkrade";928;"Kerkrade";45749;"03-02-2021";"16-02-2021";205;448.1;2;4.4;6;13.1
"Koggenland";1598;"Koggenland";22749;"03-02-2021";"16-02-2021";176;773.7;2;8.8;1;4.4
"Krimpen aan den IJssel";542;"Krimpen aan den IJssel";29526;"03-02-2021";"16-02-2021";80;270.9;3;10.2;2;6.8
"Krimpenerwaard";1931;"Krimpenerwaard";56319;"03-02-2021";"16-02-2021";207;367.5;3;5.3;1;1.8
"Laarbeek";1659;"Laarbeek";22523;"03-02-2021";"16-02-2021";68;301.9;2;8.9;0;0
"Landerd";1685;"Landerd";15730;"03-02-2021";"16-02-2021";31;197.1;0;0;3;19.1
"Landgraaf";882;"Landgraaf";37445;"03-02-2021";"16-02-2021";216;576.8;3;8;3;8
"Landsmeer";415;"Landsmeer";11491;"03-02-2021";"16-02-2021";76;661.4;1;8.7;0;0
"Langedijk";416;"Langedijk";28163;"03-02-2021";"16-02-2021";68;241.5;0;0;1;3.6
"Lansingerland";1621;"Lansingerland";62384;"03-02-2021";"16-02-2021";96;153.9;0;0;0;0
"Laren";417;"Laren";11280;"03-02-2021";"16-02-2021";51;452.1;0;0;0;0
"Leeuwarden";80;"Leeuwarden";124084;"03-02-2021";"16-02-2021";406;327.2;10;8.1;7;5.6
"Leiden";546;"Leiden";125099;"03-02-2021";"16-02-2021";233;186.3;1;0.8;6;4.8
"Leiderdorp";547;"Leiderdorp";27056;"03-02-2021";"16-02-2021";47;173.7;0;0;0;0
"Leidschendam-Voorburg";1916;"Leidschendam-Voorburg";76534;"03-02-2021";"16-02-2021";115;150.3;1;1.3;5;6.5
"Lelystad";995;"Lelystad";78598;"03-02-2021";"16-02-2021";149;189.6;2;2.5;2;2.5
"Leudal";1640;"Leudal";35879;"03-02-2021";"16-02-2021";145;404.1;0;0;0;0
"Leusden";327;"Leusden";30401;"03-02-2021";"16-02-2021";103;338.8;2;6.6;0;0
"Lingewaard";1705;"Lingewaard";46601;"03-02-2021";"16-02-2021";31;66.5;1;2.1;1;2.1
"Lisse";553;"Lisse";22955;"03-02-2021";"16-02-2021";43;187.3;0;0;0;0
"Lochem";262;"Lochem";33729;"03-02-2021";"16-02-2021";28;83;0;0;0;0
"Loon op Zand";809;"Loon op Zand";23408;"03-02-2021";"16-02-2021";71;303.3;1;4.3;1;4.3
"Lopik";331;"Lopik";14467;"03-02-2021";"16-02-2021";75;518.4;1;6.9;0;0
"Losser";168;"Losser";22683;"03-02-2021";"16-02-2021";71;313;0;0;2;8.8
"Maasdriel";263;"Maasdriel";25030;"03-02-2021";"16-02-2021";122;487.4;0;0;0;0
"Maasgouw";1641;"Maasgouw";23965;"03-02-2021";"16-02-2021";130;542.5;2;8.3;0;0
"Maassluis";556;"Maassluis";33213;"03-02-2021";"16-02-2021";57;171.6;1;3;0;0
"Maastricht";935;"Maastricht";121575;"03-02-2021";"16-02-2021";191;157.1;1;0.8;5;4.1
"Medemblik";420;"Medemblik";45101;"03-02-2021";"16-02-2021";231;512.2;4;8.9;3;6.7
"Meerssen";938;"Meerssen";18828;"03-02-2021";"16-02-2021";51;270.9;0;0;0;0
"Meierijstad";1948;"Meierijstad";81194;"03-02-2021";"16-02-2021";267;328.8;3;3.7;1;1.2
"Meppel";119;"Meppel";33920;"03-02-2021";"16-02-2021";44;129.7;0;0;1;2.9
"Middelburg";687;"Middelburg";48822;"03-02-2021";"16-02-2021";126;258.1;5;10.2;1;2
"Midden-Delfland";1842;"Midden-Delfland";19341;"03-02-2021";"16-02-2021";42;217.2;0;0;0;0
"Midden-Drenthe";1731;"Midden-Drenthe";33185;"03-02-2021";"16-02-2021";74;223;2;6;0;0
"Midden-Groningen";1952;"Midden-Groningen";60797;"03-02-2021";"16-02-2021";219;360.2;6;9.9;4;6.6
"Mill en Sint Hubert";815;"Mill en Sint Hubert";10939;"03-02-2021";"16-02-2021";28;256;0;0;1;9.1
"Moerdijk";1709;"Moerdijk";37129;"03-02-2021";"16-02-2021";122;328.6;3;8.1;5;13.5
"Molenlanden";1978;"Molenlanden";43909;"03-02-2021";"16-02-2021";144;328;0;0;0;0
"Montferland";1955;"Montferland";36011;"03-02-2021";"16-02-2021";74;205.5;0;0;2;5.6
"Montfoort";335;"Montfoort";13917;"03-02-2021";"16-02-2021";44;316.2;0;0;0;0
"Mook en Middelaar";944;"Mook en Middelaar";7847;"03-02-2021";"16-02-2021";15;191.2;0;0;0;0
"Neder-Betuwe";1740;"Neder-Betuwe";24339;"03-02-2021";"16-02-2021";94;386.2;0;0;1;4.1
"Nederweert";946;"Nederweert";17019;"03-02-2021";"16-02-2021";67;393.7;0;0;1;5.9
"Nieuwegein";356;"Nieuwegein";63462;"03-02-2021";"16-02-2021";173;272.6;3;4.7;1;1.6
"Nieuwkoop";569;"Nieuwkoop";28811;"03-02-2021";"16-02-2021";124;430.4;1;3.5;0;0
"Nijkerk";267;"Nijkerk";43171;"03-02-2021";"16-02-2021";94;217.7;0;0;3;6.9
"Nijmegen";268;"Nijmegen";177659;"03-02-2021";"16-02-2021";335;188.6;1;0.6;3;1.7
"Nissewaard";1930;"Nissewaard";85219;"03-02-2021";"16-02-2021";145;170.1;7;8.2;3;3.5
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45228;"03-02-2021";"16-02-2021";157;347.1;0;0;2;4.4
"Noord-Beveland";1695;"Noord-Beveland";7392;"03-02-2021";"16-02-2021";25;338.2;2;27.1;2;27.1
"Noordenveld";1699;"Noordenveld";31253;"03-02-2021";"16-02-2021";91;291.2;0;0;0;0
"Noordoostpolder";171;"Noordoostpolder";47291;"03-02-2021";"16-02-2021";40;84.6;0;0;0;0
"Noordwijk";575;"Noordwijk";43508;"03-02-2021";"16-02-2021";81;186.2;0;0;1;2.3
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23383;"03-02-2021";"16-02-2021";86;367.8;0;0;1;4.3
"Nunspeet";302;"Nunspeet";27851;"03-02-2021";"16-02-2021";56;201.1;0;0;0;0
"Oegstgeest";579;"Oegstgeest";24840;"03-02-2021";"16-02-2021";35;140.9;1;4;0;0
"Oirschot";823;"Oirschot";18714;"03-02-2021";"16-02-2021";88;470.2;0;0;1;5.3
"Oisterwijk";824;"Oisterwijk";32130;"03-02-2021";"16-02-2021";110;342.4;1;3.1;1;3.1
"Oldambt";1895;"Oldambt";38209;"03-02-2021";"16-02-2021";127;332.4;4;10.5;1;2.6
"Oldebroek";269;"Oldebroek";23646;"03-02-2021";"16-02-2021";39;164.9;1;4.2;0;0
"Oldenzaal";173;"Oldenzaal";31836;"03-02-2021";"16-02-2021";55;172.8;2;6.3;1;3.1
"Olst-Wijhe";1773;"Olst-Wijhe";18252;"03-02-2021";"16-02-2021";22;120.5;0;0;0;0
"Ommen";175;"Ommen";18009;"03-02-2021";"16-02-2021";45;249.9;0;0;0;0
"Oost Gelre";1586;"Oost Gelre";29627;"03-02-2021";"16-02-2021";53;178.9;0;0;2;6.8
"Oosterhout";826;"Oosterhout";55982;"03-02-2021";"16-02-2021";114;203.6;0;0;1;1.8
"Ooststellingwerf";85;"Ooststellingwerf";25469;"03-02-2021";"16-02-2021";41;161;1;3.9;1;3.9
"Oostzaan";431;"Oostzaan";9735;"03-02-2021";"16-02-2021";38;390.3;1;10.3;2;20.5
"Opmeer";432;"Opmeer";11836;"03-02-2021";"16-02-2021";86;726.6;2;16.9;0;0
"Opsterland";86;"Opsterland";29733;"03-02-2021";"16-02-2021";77;259;1;3.4;0;0
"Oss";828;"Oss";91915;"03-02-2021";"16-02-2021";339;368.8;3;3.3;3;3.3
"Oude IJsselstreek";1509;"Oude IJsselstreek";39388;"03-02-2021";"16-02-2021";123;312.3;1;2.5;1;2.5
"Ouder-Amstel";437;"Ouder-Amstel";14026;"03-02-2021";"16-02-2021";25;178.2;0;0;1;7.1
"Oudewater";589;"Oudewater";10230;"03-02-2021";"16-02-2021";26;254.2;0;0;0;0
"Overbetuwe";1734;"Overbetuwe";47906;"03-02-2021";"16-02-2021";74;154.5;0;0;1;2.1
"Papendrecht";590;"Papendrecht";32136;"03-02-2021";"16-02-2021";75;233.4;0;0;4;12.4
"Peel en Maas";1894;"Peel en Maas";43425;"03-02-2021";"16-02-2021";124;285.5;1;2.3;1;2.3
"Pekela";765;"Pekela";12196;"03-02-2021";"16-02-2021";47;385.4;0;0;1;8.2
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55308;"03-02-2021";"16-02-2021";134;242.3;3;5.4;1;1.8
"Purmerend";439;"Purmerend";81249;"03-02-2021";"16-02-2021";421;518.2;5;6.2;2;2.5
"Putten";273;"Putten";24112;"03-02-2021";"16-02-2021";56;232.2;0;0;0;0
"Raalte";177;"Raalte";37712;"03-02-2021";"16-02-2021";95;251.9;2;5.3;1;2.7
"Reimerswaal";703;"Reimerswaal";22730;"03-02-2021";"16-02-2021";49;215.6;1;4.4;0;0
"Renkum";274;"Renkum";31419;"03-02-2021";"16-02-2021";27;85.9;1;3.2;1;3.2
"Renswoude";339;"Renswoude";5444;"03-02-2021";"16-02-2021";12;220.4;0;0;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13112;"03-02-2021";"16-02-2021";55;419.5;0;0;0;0
"Rheden";275;"Rheden";43761;"03-02-2021";"16-02-2021";65;148.5;1;2.3;2;4.6
"Rhenen";340;"Rhenen";20119;"03-02-2021";"16-02-2021";58;288.3;0;0;0;0
"Ridderkerk";597;"Ridderkerk";46189;"03-02-2021";"16-02-2021";151;326.9;4;8.7;3;6.5
"Rijssen-Holten";1742;"Rijssen-Holten";38177;"03-02-2021";"16-02-2021";138;361.5;4;10.5;0;0
"Rijswijk";603;"Rijswijk";54450;"03-02-2021";"16-02-2021";84;154.3;1;1.8;0;0
"Roerdalen";1669;"Roerdalen";20574;"03-02-2021";"16-02-2021";84;408.3;0;0;1;4.9
"Roermond";957;"Roermond";58260;"03-02-2021";"16-02-2021";229;393.1;4;6.9;0;0
"Roosendaal";1674;"Roosendaal";77251;"03-02-2021";"16-02-2021";231;299;1;1.3;0;0
"Rotterdam";599;"Rotterdam";651157;"03-02-2021";"16-02-2021";1373;210.9;27;4.1;16;2.5
"Rozendaal";277;"Rozendaal";1704;"03-02-2021";"16-02-2021";0;0;0;0;0;0
"Rucphen";840;"Rucphen";22878;"03-02-2021";"16-02-2021";58;253.5;1;4.4;0;0
"Schagen";441;"Schagen";46483;"03-02-2021";"16-02-2021";151;324.8;0;0;4;8.6
"Scherpenzeel";279;"Scherpenzeel";9880;"03-02-2021";"16-02-2021";30;303.6;0;0;0;0
"Schiedam";606;"Schiedam";78730;"03-02-2021";"16-02-2021";175;222.3;5;6.4;8;10.2
"Schiermonnikoog";88;"Schiermonnikoog";947;"03-02-2021";"16-02-2021";0;0;0;0;0;0
