"Gemeente";"Inwoners";"Van";"Tot";"Zkh opname";"Zkh opname per 100.000";"Aantal x100 miljard"
"Lingewaard";46963;"2023-04-24";"2023-04-30";0;0;365,78
"Lisse";23015;"2023-04-24";"2023-04-30";0;0;11,34
"Lochem";34069;"2023-04-24";"2023-04-30";1;2,9;713,27
"Loon op Zand";23768;"2023-04-24";"2023-04-30";0;0;0
"Lopik";14512;"2023-04-24";"2023-04-30";0;0;136,29
"Losser";23084;"2023-04-24";"2023-04-30";0;0;270,75
"Maasdriel";25504;"2023-04-24";"2023-04-30";0;0;573,19
"Maasgouw";24028;"2023-04-24";"2023-04-30";0;0;293,34
"Maashorst";58362;"2023-04-24";"2023-04-30";0;0;233,01
"Maassluis";34148;"2023-04-24";"2023-04-30";0;0;685,31
"Maastricht";121151;"2023-04-24";"2023-04-30";0;0;302,85
"Medemblik";45464;"2023-04-24";"2023-04-30";0;0;
"Meerssen";18581;"2023-04-24";"2023-04-30";0;0;0
"Meierijstad";82613;"2023-04-24";"2023-04-30";0;0;
"Meppel";34761;"2023-04-24";"2023-04-30";0;0;1835,15
"Middelburg";49199;"2023-04-24";"2023-04-30";0;0;331,93
"Midden-Delfland";19484;"2023-04-24";"2023-04-30";0;0;795,89
"Midden-Drenthe";33689;"2023-04-24";"2023-04-30";0;0;192,12
"Midden-Groningen";60898;"2023-04-24";"2023-04-30";0;0;766,27
"Moerdijk";37313;"2023-04-24";"2023-04-30";0;0;222,84
"Molenlanden";44644;"2023-04-24";"2023-04-30";0;0;628,08
"Montferland";36359;"2023-04-24";"2023-04-30";1;2,8;375,08
"Montfoort";13818;"2023-04-24";"2023-04-30";0;0;381,28
"Mook en Middelaar";7989;"2023-04-24";"2023-04-30";0;0;140,62
"Neder-Betuwe";25032;"2023-04-24";"2023-04-30";0;0;108,99
"Nederweert";17323;"2023-04-24";"2023-04-30";0;0;218,52
"Nieuwegein";64554;"2023-04-24";"2023-04-30";0;0;
"Nieuwkoop";29304;"2023-04-24";"2023-04-30";0;0;708,08
"Nijkerk";44311;"2023-04-24";"2023-04-30";0;0;404,43
"Nijmegen";179100;"2023-04-24";"2023-04-30";1;0,6;401,71
"Nissewaard";86332;"2023-04-24";"2023-04-30";0;0;1651,94
"Noardeast-Fryslân";45593;"2023-04-24";"2023-04-30";0;0;562,3
"Noord-Beveland";7668;"2023-04-24";"2023-04-30";0;0;254,11
"Noordenveld";31238;"2023-04-24";"2023-04-30";0;0;714,02
"Noordoostpolder";48048;"2023-04-24";"2023-04-30";0;0;157,05
"Noordwijk";44365;"2023-04-24";"2023-04-30";1;2,3;332,34
"Nuenen, Gerwen en Nederwetten";23826;"2023-04-24";"2023-04-30";0;0;
"Nunspeet";28223;"2023-04-24";"2023-04-30";1;3,5;563,59
"Oegstgeest";25499;"2023-04-24";"2023-04-30";0;0;206,33
"Oirschot";19061;"2023-04-24";"2023-04-30";0;0;
"Oisterwijk";32503;"2023-04-24";"2023-04-30";0;0;522,04
"Oldambt";38521;"2023-04-24";"2023-04-30";0;0;587,07
"Oldebroek";23930;"2023-04-24";"2023-04-30";0;0;1361,3
"Oldenzaal";31741;"2023-04-24";"2023-04-30";0;0;
"Olst-Wijhe";18496;"2023-04-24";"2023-04-30";0;0;1604,38
"Ommen";18457;"2023-04-24";"2023-04-30";0;0;69,42
"Oost Gelre";29603;"2023-04-24";"2023-04-30";0;0;964,56
"Oosterhout";56535;"2023-04-24";"2023-04-30";1;1,8;550,28
"Ooststellingwerf";25680;"2023-04-24";"2023-04-30";1;3,9;463,3
"Oostzaan";9639;"2023-04-24";"2023-04-30";0;0;677,62
"Opmeer";12074;"2023-04-24";"2023-04-30";0;0;753,92
"Opsterland";29791;"2023-04-24";"2023-04-30";1;3,4;516,98
"Oss";93307;"2023-04-24";"2023-04-30";0;0;199,71
"Oude IJsselstreek";39387;"2023-04-24";"2023-04-30";0;0;284,98
"Ouder-Amstel";14212;"2023-04-24";"2023-04-30";0;0;765,59
"Oudewater";10159;"2023-04-24";"2023-04-30";0;0;
"Overbetuwe";48266;"2023-04-24";"2023-04-30";0;0;309,59
"Papendrecht";32208;"2023-04-24";"2023-04-30";0;0;498,25
"Peel en Maas";44278;"2023-04-24";"2023-04-30";0;0;119,19
"Pekela";12196;"2023-04-24";"2023-04-30";0;0;1099,01
"Pijnacker-Nootdorp";56572;"2023-04-24";"2023-04-30";0;0;853,03
"Purmerend";92240;"2023-04-24";"2023-04-30";1;1,1;523,06
"Putten";24598;"2023-04-24";"2023-04-30";0;0;402,8
"Raalte";38140;"2023-04-24";"2023-04-30";0;0;
"Reimerswaal";22920;"2023-04-24";"2023-04-30";0;0;364,45
"Renkum";31358;"2023-04-24";"2023-04-30";0;0;362,35
"Renswoude";5651;"2023-04-24";"2023-04-30";0;0;516,37
"Reusel-De Mierden";13271;"2023-04-24";"2023-04-30";0;0;220,09
"Rheden";43435;"2023-04-24";"2023-04-30";0;0;324,93
"Rhenen";20265;"2023-04-24";"2023-04-30";0;0;653,99
"Ridderkerk";47099;"2023-04-24";"2023-04-30";1;2,1;1439,54
"Rijssen-Holten";38231;"2023-04-24";"2023-04-30";1;2,6;639,74
"Rijswijk";56941;"2023-04-24";"2023-04-30";1;1,8;853,03
"Roerdalen";20558;"2023-04-24";"2023-04-30";0;0;288,71
"Roermond";59184;"2023-04-24";"2023-04-30";0;0;288,71
"Roosendaal";77244;"2023-04-24";"2023-04-30";0;0;252,22
"Rotterdam";655468;"2023-04-24";"2023-04-30";6;0,9;1057,59
"Rozendaal";1756;"2023-04-24";"2023-04-30";0;0;480,68
"Rucphen";23326;"2023-04-24";"2023-04-30";0;0;251,35
"Schagen";46833;"2023-04-24";"2023-04-30";0;0;753,92
"Scherpenzeel";10317;"2023-04-24";"2023-04-30";0;0;899,52
"Schiedam";79644;"2023-04-24";"2023-04-30";0;0;685,31
"Schiermonnikoog";944;"2023-04-24";"2023-04-30";0;0;
"Schouwen-Duiveland";34152;"2023-04-24";"2023-04-30";0;0;391,42
"Simpelveld";10425;"2023-04-24";"2023-04-30";0;0;410,85
"Sint-Michielsgestel";29731;"2023-04-24";"2023-04-30";0;0;
"Sittard-Geleen";91719;"2023-04-24";"2023-04-30";1;1,1;545,9
"Sliedrecht";25897;"2023-04-24";"2023-04-30";0;0;101,7
"Sluis";23141;"2023-04-24";"2023-04-30";0;0;726,7
"Smallingerland";55895;"2023-04-24";"2023-04-30";0;0;923,92
"Soest";47113;"2023-04-24";"2023-04-30";0;0;909,84
"Someren";19701;"2023-04-24";"2023-04-30";0;0;
"Son en Breugel";17775;"2023-04-24";"2023-04-30";0;0;
"Stadskanaal";31851;"2023-04-24";"2023-04-30";0;0;
"Staphorst";17282;"2023-04-24";"2023-04-30";1;5,8;
"Stede Broec";21947;"2023-04-24";"2023-04-30";0;0;
"Steenbergen";24333;"2023-04-24";"2023-04-30";0;0;295,48
"Steenwijkerland";44741;"2023-04-24";"2023-04-30";0;0;1833,89
"Stein";24803;"2023-04-24";"2023-04-30";0;0;
"Stichtse Vecht";65240;"2023-04-24";"2023-04-30";0;0;807,45
"Súdwest-Fryslân";90300;"2023-04-24";"2023-04-30";1;1,1;625,25
"Terneuzen";54501;"2023-04-24";"2023-04-30";0;0;122,33
"Terschelling";4960;"2023-04-24";"2023-04-30";0;0;
"Texel";13687;"2023-04-24";"2023-04-30";0;0;385,44
"Teylingen";37942;"2023-04-24";"2023-04-30";1;2,6;263,36
"Tholen";26401;"2023-04-24";"2023-04-30";0;0;147,34
"Tiel";42277;"2023-04-24";"2023-04-30";1;2,4;
"Tilburg";224459;"2023-04-24";"2023-04-30";0;0;183,96
"Tubbergen";21364;"2023-04-24";"2023-04-30";0;0;1603,09
"Twenterand";33718;"2023-04-24";"2023-04-30";0;0;824,46
"Tynaarlo";34221;"2023-04-24";"2023-04-30";0;0;962,39
"Tytsjerksteradiel";32282;"2023-04-24";"2023-04-30";0;0;603,13
"Uitgeest";13563;"2023-04-24";"2023-04-30";0;0;424,32
"Uithoorn";31018;"2023-04-24";"2023-04-30";0;0;405,55
"Urk";21468;"2023-04-24";"2023-04-30";0;0;157,05
"Utrecht";361699;"2023-04-24";"2023-04-30";3;0,8;474,04
"Utrechtse Heuvelrug";49981;"2023-04-24";"2023-04-30";0;0;718,23
"Vaals";10135;"2023-04-24";"2023-04-30";0;0;474,41
"Valkenburg aan de Geul";16167;"2023-04-24";"2023-04-30";0;0;6,12
"Valkenswaard";31236;"2023-04-24";"2023-04-30";0;0;
"Veendam";27466;"2023-04-24";"2023-04-30";0;0;766,95
"Veenendaal";67671;"2023-04-24";"2023-04-30";0;0;516,37
"Veere";21850;"2023-04-24";"2023-04-30";0;0;331,93
"Veldhoven";45822;"2023-04-24";"2023-04-30";0;0;
"Velsen";68482;"2023-04-24";"2023-04-30";0;0;587,38
"Venlo";102136;"2023-04-24";"2023-04-30";0;0;78,8
"Venray";43964;"2023-04-24";"2023-04-30";1;2,3;192,08
"Vijfheerenlanden";58788;"2023-04-24";"2023-04-30";0;0;548,14
"Vlaardingen";74143;"2023-04-24";"2023-04-30";1;1,3;685,31
"Vlieland";1195;"2023-04-24";"2023-04-30";0;0;
"Vlissingen";44585;"2023-04-24";"2023-04-30";2;4,5;331,93
"Voerendaal";12426;"2023-04-24";"2023-04-30";0;0;161,88
"Voorne aan Zee";73238;"2023-04-24";"2023-04-30";0;0;1651,94
"Voorschoten";25627;"2023-04-24";"2023-04-30";1;3,9;
"Voorst";24994;"2023-04-24";"2023-04-30";1;4;990,29
"Vught";31783;"2023-04-24";"2023-04-30";0;0;522,04
"Waadhoeke";46309;"2023-04-24";"2023-04-30";0;0;320,24
"Waalre";17626;"2023-04-24";"2023-04-30";0;0;
"Waalwijk";49342;"2023-04-24";"2023-04-30";0;0;0
"Waddinxveen";31342;"2023-04-24";"2023-04-30";0;0;531,06
"Wageningen";39939;"2023-04-24";"2023-04-30";0;0;359,43
"Wassenaar";27115;"2023-04-24";"2023-04-30";0;0;853,03
"Waterland";17343;"2023-04-24";"2023-04-30";0;0;553,37
"Weert";50346;"2023-04-24";"2023-04-30";0;0;213,12
"West Betuwe";51971;"2023-04-24";"2023-04-30";0;0;523,48
"West Maas en Waal";19675;"2023-04-24";"2023-04-30";1;5,1;467,62
"Westerkwartier";64306;"2023-04-24";"2023-04-30";0;0;683,94
"Westerveld";19854;"2023-04-24";"2023-04-30";2;10,1;
"Westervoort";14944;"2023-04-24";"2023-04-30";0;0;480,68
"Westerwolde";26571;"2023-04-24";"2023-04-30";0;0;1116,56
"Westland";112448;"2023-04-24";"2023-04-30";3;2,7;855,43
"Weststellingwerf";26278;"2023-04-24";"2023-04-30";0;0;569,71
"Wierden";24643;"2023-04-24";"2023-04-30";0;0;715,18
"Wijchen";41344;"2023-04-24";"2023-04-30";0;0;382,81
"Wijdemeren";24494;"2023-04-24";"2023-04-30";0;0;978,31
"Wijk bij Duurstede";23921;"2023-04-24";"2023-04-30";1;4,2;651,18
"Winterswijk";29185;"2023-04-24";"2023-04-30";1;3,4;2314,53
"Woensdrecht";22112;"2023-04-24";"2023-04-30";0;0;186,41
"Woerden";52882;"2023-04-24";"2023-04-30";0;0;602,77
"Wormerland";16381;"2023-04-24";"2023-04-30";0;0;436,99
"Woudenberg";13873;"2023-04-24";"2023-04-30";0;0;898,89
"Zaanstad";157166;"2023-04-24";"2023-04-30";0;0;498,86
"Zaltbommel";29957;"2023-04-24";"2023-04-30";0;0;600,82
"Zandvoort";17107;"2023-04-24";"2023-04-30";0;0;352,41
"Zeewolde";23348;"2023-04-24";"2023-04-30";0;0;1101,72
"Zeist";65987;"2023-04-24";"2023-04-30";2;3;743,45
"Zevenaar";44645;"2023-04-24";"2023-04-30";0;0;472,59
"Zoetermeer";125767;"2023-04-24";"2023-04-30";1;0,8;853,03
"Zoeterwoude";9302;"2023-04-24";"2023-04-30";0;0;853,03
"Zuidplas";45794;"2023-04-24";"2023-04-30";0;0;930,78
"Zundert";22260;"2023-04-24";"2023-04-30";0;0;0,85
"Zutphen";48330;"2023-04-24";"2023-04-30";0;0;742,04
"Zwartewaterland";23012;"2023-04-24";"2023-04-30";0;0;
"Zwijndrecht";44789;"2023-04-24";"2023-04-30";0;0;2040,91
"Zwolle";130668;"2023-04-24";"2023-04-30";3;2,3;
