"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Aa en Hunze";1680;"Aa en Hunze";25445;"30-12-2020";"12-01-2021";135;530.6;0;0;7;27.5
"Aalsmeer";358;"Aalsmeer";31859;"30-12-2020";"12-01-2021";151;474;1;3.1;1;3.1
"Aalten";197;"Aalten";27121;"30-12-2020";"12-01-2021";161;593.6;1;3.7;3;11.1
"Achtkarspelen";59;"Achtkarspelen";27843;"30-12-2020";"12-01-2021";186;668;0;0;3;10.8
"Alblasserdam";482;"Alblasserdam";20165;"30-12-2020";"12-01-2021";163;808.3;0;0;0;0
"Albrandswaard";613;"Albrandswaard";25590;"30-12-2020";"12-01-2021";139;543.2;0;0;0;0
"Alkmaar";361;"Alkmaar";109436;"30-12-2020";"12-01-2021";451;412.1;4;3.7;4;3.7
"Almelo";141;"Almelo";73107;"30-12-2020";"12-01-2021";499;682.6;3;4.1;6;8.2
"Almere";34;"Almere";211893;"30-12-2020";"12-01-2021";1380;651.3;7;3.3;6;2.8
"Alphen aan den Rijn";484;"Alphen aan den Rijn";111897;"30-12-2020";"12-01-2021";571;510.3;4;3.6;7;6.3
"Alphen-Chaam";1723;"Alphen-Chaam";10203;"30-12-2020";"12-01-2021";19;186.2;0;0;0;0
"Altena";1959;"Altena";55967;"30-12-2020";"12-01-2021";392;700.4;6;10.7;2;3.6
"Ameland";60;"Ameland";3716;"30-12-2020";"12-01-2021";8;215.3;0;0;0;0
"Amersfoort";307;"Amersfoort";157276;"30-12-2020";"12-01-2021";790;502.3;11;7;7;4.5
"Amstelveen";362;"Amstelveen";91675;"30-12-2020";"12-01-2021";319;348;2;2.2;4;4.4
"Amsterdam";363;"Amsterdam";872757;"30-12-2020";"12-01-2021";3582;410.4;32;3.7;47;5.4
"Apeldoorn";200;"Apeldoorn";163818;"30-12-2020";"12-01-2021";816;498.1;4;2.4;24;14.7
"Arnhem";202;"Arnhem";161348;"30-12-2020";"12-01-2021";890;551.6;9;5.6;6;3.7
"Assen";106;"Assen";68599;"30-12-2020";"12-01-2021";216;314.9;2;2.9;1;1.5
"Asten";743;"Asten";16721;"30-12-2020";"12-01-2021";79;472.5;1;6;1;6
"Baarle-Nassau";744;"Baarle-Nassau";6859;"30-12-2020";"12-01-2021";16;233.3;0;0;0;0
"Baarn";308;"Baarn";24868;"30-12-2020";"12-01-2021";117;470.5;0;0;1;4
"Barendrecht";489;"Barendrecht";48714;"30-12-2020";"12-01-2021";215;441.4;0;0;3;6.2
"Barneveld";203;"Barneveld";59082;"30-12-2020";"12-01-2021";782;1323.6;1;1.7;7;11.8
"Beek";888;"Beek";15865;"30-12-2020";"12-01-2021";107;674.4;3;18.9;0;0
"Beekdaelen";1954;"Beekdaelen";35938;"30-12-2020";"12-01-2021";216;601;3;8.3;2;5.6
"Beemster";370;"Beemster";10022;"30-12-2020";"12-01-2021";46;459;0;0;0;0
"Beesel";889;"Beesel";13482;"30-12-2020";"12-01-2021";84;623.1;0;0;0;0
"Berg en Dal";1945;"Berg en Dal";34992;"30-12-2020";"12-01-2021";162;463;0;0;1;2.9
"Bergeijk";1724;"Bergeijk";18635;"30-12-2020";"12-01-2021";136;729.8;2;10.7;0;0
"Bergen (L.)";893;"Bergen (L.)";13085;"30-12-2020";"12-01-2021";201;1536.1;1;7.6;1;7.6
"Bergen (NH.)";373;"Bergen (NH.)";29839;"30-12-2020";"12-01-2021";115;385.4;0;0;1;3.4
"Bergen op Zoom";748;"Bergen op Zoom";67496;"30-12-2020";"12-01-2021";155;229.6;3;4.4;0;0
"Berkelland";1859;"Berkelland";43747;"30-12-2020";"12-01-2021";370;845.8;0;0;1;2.3
"Bernheze";1721;"Bernheze";31240;"30-12-2020";"12-01-2021";231;739.4;0;0;0;0
"Best";753;"Best";29988;"30-12-2020";"12-01-2021";208;693.6;1;3.3;4;13.3
"Beuningen";209;"Beuningen";25890;"30-12-2020";"12-01-2021";135;521.4;2;7.7;3;11.6
"Beverwijk";375;"Beverwijk";41626;"30-12-2020";"12-01-2021";215;516.5;1;2.4;1;2.4
"Bladel";1728;"Bladel";20390;"30-12-2020";"12-01-2021";172;843.6;1;4.9;1;4.9
"Blaricum";376;"Blaricum";11540;"30-12-2020";"12-01-2021";51;441.9;1;8.7;0;0
"Bloemendaal";377;"Bloemendaal";23571;"30-12-2020";"12-01-2021";110;466.7;0;0;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";34872;"30-12-2020";"12-01-2021";275;788.6;6;17.2;2;5.7
"Boekel";755;"Boekel";10785;"30-12-2020";"12-01-2021";100;927.2;0;0;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25559;"30-12-2020";"12-01-2021";117;457.8;2;7.8;0;0
"Borne";147;"Borne";23312;"30-12-2020";"12-01-2021";234;1003.8;2;8.6;4;17.2
"Borsele";654;"Borsele";22739;"30-12-2020";"12-01-2021";111;488.1;4;17.6;0;0
"Boxmeer";756;"Boxmeer";29365;"30-12-2020";"12-01-2021";314;1069.3;2;6.8;1;3.4
"Boxtel";757;"Boxtel";32970;"30-12-2020";"12-01-2021";202;612.7;1;3;4;12.1
"Breda";758;"Breda";184069;"30-12-2020";"12-01-2021";628;341.2;1;0.5;6;3.3
"Brielle";501;"Brielle";17271;"30-12-2020";"12-01-2021";51;295.3;3;17.4;1;5.8
"Bronckhorst";1876;"Bronckhorst";36055;"30-12-2020";"12-01-2021";193;535.3;2;5.5;0;0
"Brummen";213;"Brummen";20726;"30-12-2020";"12-01-2021";81;390.8;1;4.8;3;14.5
"Brunssum";899;"Brunssum";27821;"30-12-2020";"12-01-2021";190;682.9;2;7.2;4;14.4
"Bunnik";312;"Bunnik";15191;"30-12-2020";"12-01-2021";62;408.1;0;0;0;0
"Bunschoten";313;"Bunschoten";21866;"30-12-2020";"12-01-2021";335;1532.1;1;4.6;4;18.3
"Buren";214;"Buren";26749;"30-12-2020";"12-01-2021";175;654.2;0;0;1;3.7
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67122;"30-12-2020";"12-01-2021";321;478.2;4;6;5;7.4
"Castricum";383;"Castricum";35986;"30-12-2020";"12-01-2021";142;394.6;1;2.8;0;0
"Coevorden";109;"Coevorden";35297;"30-12-2020";"12-01-2021";264;747.9;2;5.7;5;14.2
"Cranendonck";1706;"Cranendonck";21138;"30-12-2020";"12-01-2021";152;719.1;1;4.7;1;4.7
"Cuijk";1684;"Cuijk";25130;"30-12-2020";"12-01-2021";211;839.6;2;8;2;8
"Culemborg";216;"Culemborg";28955;"30-12-2020";"12-01-2021";176;607.8;0;0;2;6.9
"Dalfsen";148;"Dalfsen";28587;"30-12-2020";"12-01-2021";186;650.6;1;3.5;1;3.5
"Dantumadiel";1891;"Dantumadiel";18922;"30-12-2020";"12-01-2021";155;819.2;1;5.3;6;31.7
"De Bilt";310;"De Bilt";43137;"30-12-2020";"12-01-2021";189;438.1;0;0;4;9.3
"De Fryske Marren";1940;"De Fryske Marren";51564;"30-12-2020";"12-01-2021";151;292.8;2;3.9;1;1.9
"De Ronde Venen";736;"De Ronde Venen";44456;"30-12-2020";"12-01-2021";199;447.6;4;9;1;2.2
"De Wolden";1690;"De Wolden";24330;"30-12-2020";"12-01-2021";167;686.4;2;8.2;2;8.2
"Delft";503;"Delft";103595;"30-12-2020";"12-01-2021";354;341.7;1;1;1;1
"Den Helder";400;"Den Helder";56296;"30-12-2020";"12-01-2021";356;632.4;0;0;4;7.1
"Deurne";762;"Deurne";32471;"30-12-2020";"12-01-2021";213;656;3;9.2;1;3.1
"Deventer";150;"Deventer";100719;"30-12-2020";"12-01-2021";499;495.4;2;2;7;7
"Diemen";384;"Diemen";30780;"30-12-2020";"12-01-2021";123;399.6;1;3.2;0;0
"Dinkelland";1774;"Dinkelland";26461;"30-12-2020";"12-01-2021";290;1096;2;7.6;5;18.9
"Doesburg";221;"Doesburg";11077;"30-12-2020";"12-01-2021";65;586.8;0;0;0;0
"Doetinchem";222;"Doetinchem";58001;"30-12-2020";"12-01-2021";380;655.2;4;6.9;1;1.7
"Dongen";766;"Dongen";26222;"30-12-2020";"12-01-2021";164;625.4;1;3.8;0;0
"Dordrecht";505;"Dordrecht";119284;"30-12-2020";"12-01-2021";589;493.8;1;0.8;8;6.7
"Drechterland";498;"Drechterland";19719;"30-12-2020";"12-01-2021";217;1100.5;1;5.1;0;0
"Drimmelen";1719;"Drimmelen";27272;"30-12-2020";"12-01-2021";118;432.7;0;0;1;3.7
"Dronten";303;"Dronten";41555;"30-12-2020";"12-01-2021";193;464.4;1;2.4;1;2.4
"Druten";225;"Druten";18926;"30-12-2020";"12-01-2021";93;491.4;1;5.3;1;5.3
"Duiven";226;"Duiven";25126;"30-12-2020";"12-01-2021";119;473.6;0;0;1;4
"Echt-Susteren";1711;"Echt-Susteren";31610;"30-12-2020";"12-01-2021";293;926.9;2;6.3;3;9.5
"Edam-Volendam";385;"Edam-Volendam";36197;"30-12-2020";"12-01-2021";320;884.1;2;5.5;1;2.8
"Ede";228;"Ede";117165;"30-12-2020";"12-01-2021";1064;908.1;2;1.7;5;4.3
"Eemnes";317;"Eemnes";9247;"30-12-2020";"12-01-2021";60;648.9;1;10.8;1;10.8
"Eemsdelta";1979;"Eemsdelta";45857;"30-12-2020";"12-01-2021";291;634.6;4;8.7;5;10.9
"Eersel";770;"Eersel";19313;"30-12-2020";"12-01-2021";104;538.5;0;0;2;10.4
"Eijsden-Margraten";1903;"Eijsden-Margraten";25768;"30-12-2020";"12-01-2021";164;636.4;2;7.8;2;7.8
"Eindhoven";772;"Eindhoven";234394;"30-12-2020";"12-01-2021";1076;459.1;8;3.4;18;7.7
"Elburg";230;"Elburg";23161;"30-12-2020";"12-01-2021";146;630.4;0;0;0;0
"Emmen";114;"Emmen";107048;"30-12-2020";"12-01-2021";539;503.5;3;2.8;9;8.4
"Enkhuizen";388;"Enkhuizen";18591;"30-12-2020";"12-01-2021";166;892.9;1;5.4;1;5.4
"Enschede";153;"Enschede";159640;"30-12-2020";"12-01-2021";1041;652.1;17;10.6;24;15
"Epe";232;"Epe";33178;"30-12-2020";"12-01-2021";208;626.9;0;0;2;6
"Ermelo";233;"Ermelo";27008;"30-12-2020";"12-01-2021";211;781.2;0;0;1;3.7
"Etten-Leur";777;"Etten-Leur";43878;"30-12-2020";"12-01-2021";149;339.6;1;2.3;2;4.6
"Geertruidenberg";779;"Geertruidenberg";21544;"30-12-2020";"12-01-2021";155;719.5;2;9.3;0;0
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";39726;"30-12-2020";"12-01-2021";257;646.9;1;2.5;0;0
"Gemert-Bakel";1652;"Gemert-Bakel";30723;"30-12-2020";"12-01-2021";154;501.3;2;6.5;1;3.3
"Gennep";907;"Gennep";16921;"30-12-2020";"12-01-2021";123;726.9;0;0;0;0
"Gilze en Rijen";784;"Gilze en Rijen";26431;"30-12-2020";"12-01-2021";102;385.9;0;0;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50049;"30-12-2020";"12-01-2021";151;301.7;1;2;1;2
"Goes";664;"Goes";38082;"30-12-2020";"12-01-2021";195;512.1;2;5.3;0;0
"Goirle";785;"Goirle";23904;"30-12-2020";"12-01-2021";137;573.1;0;0;1;4.2
"Gooise Meren";1942;"Gooise Meren";58055;"30-12-2020";"12-01-2021";219;377.2;3;5.2;4;6.9
"Gorinchem";512;"Gorinchem";37022;"30-12-2020";"12-01-2021";240;648.3;0;0;0;0
"Gouda";513;"Gouda";73427;"30-12-2020";"12-01-2021";411;559.7;10;13.6;7;9.5
"Grave";786;"Grave";12436;"30-12-2020";"12-01-2021";89;715.7;1;8;0;0
"'s-Gravenhage";518;"'s-Gravenhage";545838;"30-12-2020";"12-01-2021";2111;386.7;35;6.4;22;4
"Groningen";14;"Groningen";232874;"30-12-2020";"12-01-2021";718;308.3;6;2.6;4;1.7
"Gulpen-Wittem";1729;"Gulpen-Wittem";14171;"30-12-2020";"12-01-2021";84;592.8;1;7.1;2;14.1
"Haaksbergen";158;"Haaksbergen";24311;"30-12-2020";"12-01-2021";276;1135.3;3;12.3;3;12.3
"Haarlem";392;"Haarlem";162902;"30-12-2020";"12-01-2021";622;381.8;3;1.8;14;8.6
"Haarlemmermeer";394;"Haarlemmermeer";156002;"30-12-2020";"12-01-2021";587;376.3;3;1.9;4;2.6
"Halderberge";1655;"Halderberge";30284;"30-12-2020";"12-01-2021";151;498.6;0;0;0;0
"Hardenberg";160;"Hardenberg";60948;"30-12-2020";"12-01-2021";754;1237.1;1;1.6;7;11.5
"Harderwijk";243;"Harderwijk";48414;"30-12-2020";"12-01-2021";412;851;1;2.1;5;10.3
