"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage";518;"'s-Gravenhage";548320;"01-12-2021";"14-12-2021";6341;1156.4;86;15.7;11;2
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155490;"01-12-2021";"14-12-2021";2603;1674.1;20;12.9;2;1.3
"Aa en Hunze";1680;"Aa en Hunze";25399;"01-12-2021";"14-12-2021";180;708.7;3;11.8;0;0
"Aalsmeer";358;"Aalsmeer";31991;"01-12-2021";"14-12-2021";517;1616.1;1;3.1;0;0
"Aalten";197;"Aalten";27120;"01-12-2021";"14-12-2021";285;1050.9;5;18.4;1;3.7
"Achtkarspelen";59;"Achtkarspelen";27900;"01-12-2021";"14-12-2021";456;1634.4;8;28.7;0;0
"Alblasserdam";482;"Alblasserdam";20136;"01-12-2021";"14-12-2021";291;1445.2;5;24.8;1;5
"Albrandswaard";613;"Albrandswaard";25814;"01-12-2021";"14-12-2021";365;1414;2;7.7;0;0
"Alkmaar";361;"Alkmaar";109896;"01-12-2021";"14-12-2021";1420;1292.1;24;21.8;0;0
"Almelo";141;"Almelo";73132;"01-12-2021";"14-12-2021";925;1264.8;14;19.1;1;1.4
"Almere";34;"Almere";214715;"01-12-2021";"14-12-2021";2695;1255.2;39;18.2;2;0.9
"Alphen aan den Rijn";484;"Alphen aan den Rijn";112587;"01-12-2021";"14-12-2021";1322;1174.2;10;8.9;0;0
"Alphen-Chaam";1723;"Alphen-Chaam";10373;"01-12-2021";"14-12-2021";161;1552.1;2;19.3;0;0
"Altena";1959;"Altena";56352;"01-12-2021";"14-12-2021";832;1476.4;10;17.7;2;3.5
"Ameland";60;"Ameland";3746;"01-12-2021";"14-12-2021";18;480.5;1;26.7;0;0
"Amersfoort";307;"Amersfoort";157462;"01-12-2021";"14-12-2021";2884;1831.6;17;10.8;4;2.5
"Amstelveen";362;"Amstelveen";90829;"01-12-2021";"14-12-2021";1009;1110.9;6;6.6;7;7.7
"Amsterdam";363;"Amsterdam";873338;"01-12-2021";"14-12-2021";9236;1057.6;122;14;26;3
"Apeldoorn";200;"Apeldoorn";164781;"01-12-2021";"14-12-2021";2520;1529.3;38;23.1;3;1.8
"Arnhem";202;"Arnhem";162424;"01-12-2021";"14-12-2021";2321;1429;10;6.2;8;4.9
"Assen";106;"Assen";68836;"01-12-2021";"14-12-2021";720;1046;8;11.6;4;5.8
"Asten";743;"Asten";16817;"01-12-2021";"14-12-2021";300;1783.9;7;41.6;1;5.9
"Baarle-Nassau";744;"Baarle-Nassau";6899;"01-12-2021";"14-12-2021";103;1493;1;14.5;0;0
"Baarn";308;"Baarn";24792;"01-12-2021";"14-12-2021";345;1391.6;4;16.1;1;4
"Barendrecht";489;"Barendrecht";48643;"01-12-2021";"14-12-2021";734;1509;14;28.8;1;2.1
"Barneveld";203;"Barneveld";59992;"01-12-2021";"14-12-2021";906;1510.2;13;21.7;0;0
"Beek";888;"Beek";15875;"01-12-2021";"14-12-2021";237;1492.9;4;25.2;1;6.3
"Beekdaelen";1954;"Beekdaelen";36065;"01-12-2021";"14-12-2021";542;1502.8;13;36;3;8.3
"Beemster";370;"Beemster";10110;"01-12-2021";"14-12-2021";150;1483.7;3;29.7;0;0
