"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Aa en Hunze";1680;"Aa en Hunze";25445;"27-01-2021";"09-02-2021";88;345.8;1;3.9;2;7.9
"Aalsmeer";358;"Aalsmeer";31859;"27-01-2021";"09-02-2021";73;229.1;2;6.3;0;0
"Aalten";197;"Aalten";27121;"27-01-2021";"09-02-2021";58;213.9;0;0;0;0
"Achtkarspelen";59;"Achtkarspelen";27843;"27-01-2021";"09-02-2021";162;581.8;4;14.4;7;25.1
"Alblasserdam";482;"Alblasserdam";20165;"27-01-2021";"09-02-2021";40;198.4;0;0;0;0
"Albrandswaard";613;"Albrandswaard";25590;"27-01-2021";"09-02-2021";49;191.5;0;0;0;0
"Alkmaar";361;"Alkmaar";109436;"27-01-2021";"09-02-2021";433;395.7;3;2.7;4;3.7
"Almelo";141;"Almelo";73107;"27-01-2021";"09-02-2021";222;303.7;1;1.4;2;2.7
"Almere";34;"Almere";211893;"27-01-2021";"09-02-2021";644;303.9;5;2.4;2;0.9
"Alphen aan den Rijn";484;"Alphen aan den Rijn";111897;"27-01-2021";"09-02-2021";265;236.8;2;1.8;3;2.7
"Alphen-Chaam";1723;"Alphen-Chaam";10203;"27-01-2021";"09-02-2021";16;156.8;0;0;0;0
"Altena";1959;"Altena";55967;"27-01-2021";"09-02-2021";194;346.6;1;1.8;0;0
"Ameland";60;"Ameland";3716;"27-01-2021";"09-02-2021";2;53.8;0;0;0;0
"Amersfoort";307;"Amersfoort";157276;"27-01-2021";"09-02-2021";393;249.9;5;3.2;4;2.5
"Amstelveen";362;"Amstelveen";91675;"27-01-2021";"09-02-2021";152;165.8;1;1.1;0;0
"Amsterdam";363;"Amsterdam";872757;"27-01-2021";"09-02-2021";2078;238.1;41;4.7;33;3.8
"Apeldoorn";200;"Apeldoorn";163818;"27-01-2021";"09-02-2021";241;147.1;1;0.6;1;0.6
"Arnhem";202;"Arnhem";161348;"27-01-2021";"09-02-2021";233;144.4;2;1.2;4;2.5
"Assen";106;"Assen";68599;"27-01-2021";"09-02-2021";120;174.9;2;2.9;1;1.5
"Asten";743;"Asten";16721;"27-01-2021";"09-02-2021";51;305;0;0;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6859;"27-01-2021";"09-02-2021";8;116.6;0;0;0;0
"Baarn";308;"Baarn";24868;"27-01-2021";"09-02-2021";66;265.4;0;0;0;0
"Barendrecht";489;"Barendrecht";48714;"27-01-2021";"09-02-2021";109;223.8;0;0;0;0
"Barneveld";203;"Barneveld";59082;"27-01-2021";"09-02-2021";222;375.7;3;5.1;1;1.7
"Beek";888;"Beek";15865;"27-01-2021";"09-02-2021";38;239.5;0;0;0;0
"Beekdaelen";1954;"Beekdaelen";35938;"27-01-2021";"09-02-2021";93;258.8;1;2.8;0;0
"Beemster";370;"Beemster";10022;"27-01-2021";"09-02-2021";31;309.3;0;0;0;0
"Beesel";889;"Beesel";13482;"27-01-2021";"09-02-2021";44;326.4;1;7.4;0;0
"Berg en Dal";1945;"Berg en Dal";34992;"27-01-2021";"09-02-2021";81;231.5;0;0;1;2.9
"Bergeijk";1724;"Bergeijk";18635;"27-01-2021";"09-02-2021";57;305.9;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13085;"27-01-2021";"09-02-2021";45;343.9;0;0;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29839;"27-01-2021";"09-02-2021";71;237.9;1;3.4;1;3.4
"Bergen op Zoom";748;"Bergen op Zoom";67496;"27-01-2021";"09-02-2021";176;260.8;0;0;2;3
"Berkelland";1859;"Berkelland";43747;"27-01-2021";"09-02-2021";114;260.6;0;0;1;2.3
"Bernheze";1721;"Bernheze";31240;"27-01-2021";"09-02-2021";189;605;0;0;6;19.2
"Best";753;"Best";29988;"27-01-2021";"09-02-2021";115;383.5;0;0;0;0
"Beuningen";209;"Beuningen";25890;"27-01-2021";"09-02-2021";70;270.4;1;3.9;1;3.9
"Beverwijk";375;"Beverwijk";41626;"27-01-2021";"09-02-2021";165;396.4;1;2.4;0;0
"Bladel";1728;"Bladel";20390;"27-01-2021";"09-02-2021";98;480.6;1;4.9;2;9.8
"Blaricum";376;"Blaricum";11540;"27-01-2021";"09-02-2021";11;95.3;0;0;0;0
"Bloemendaal";377;"Bloemendaal";23571;"27-01-2021";"09-02-2021";62;263;1;4.2;1;4.2
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";34872;"27-01-2021";"09-02-2021";162;464.6;0;0;2;5.7
"Boekel";755;"Boekel";10785;"27-01-2021";"09-02-2021";34;315.3;0;0;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25559;"27-01-2021";"09-02-2021";51;199.5;0;0;1;3.9
"Borne";147;"Borne";23312;"27-01-2021";"09-02-2021";58;248.8;1;4.3;6;25.7
"Borsele";654;"Borsele";22739;"27-01-2021";"09-02-2021";31;136.3;1;4.4;0;0
"Boxmeer";756;"Boxmeer";29365;"27-01-2021";"09-02-2021";120;408.6;1;3.4;1;3.4
"Boxtel";757;"Boxtel";32970;"27-01-2021";"09-02-2021";96;291.2;0;0;4;12.1
"Breda";758;"Breda";184069;"27-01-2021";"09-02-2021";299;162.4;0;0;3;1.6
"Brielle";501;"Brielle";17271;"27-01-2021";"09-02-2021";24;139;0;0;0;0
"Bronckhorst";1876;"Bronckhorst";36055;"27-01-2021";"09-02-2021";86;238.5;0;0;1;2.8
"Brummen";213;"Brummen";20726;"27-01-2021";"09-02-2021";32;154.4;0;0;0;0
"Brunssum";899;"Brunssum";27821;"27-01-2021";"09-02-2021";122;438.5;1;3.6;2;7.2
"Bunnik";312;"Bunnik";15191;"27-01-2021";"09-02-2021";31;204.1;1;6.6;0;0
"Bunschoten";313;"Bunschoten";21866;"27-01-2021";"09-02-2021";65;297.3;0;0;1;4.6
"Buren";214;"Buren";26749;"27-01-2021";"09-02-2021";79;295.3;0;0;0;0
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67122;"27-01-2021";"09-02-2021";164;244.3;2;3;2;3
"Castricum";383;"Castricum";35986;"27-01-2021";"09-02-2021";77;214;0;0;2;5.6
"Coevorden";109;"Coevorden";35297;"27-01-2021";"09-02-2021";160;453.3;2;5.7;3;8.5
"Cranendonck";1706;"Cranendonck";21138;"27-01-2021";"09-02-2021";102;482.5;0;0;0;0
"Cuijk";1684;"Cuijk";25130;"27-01-2021";"09-02-2021";83;330.3;0;0;0;0
"Culemborg";216;"Culemborg";28955;"27-01-2021";"09-02-2021";79;272.8;2;6.9;1;3.5
"Dalfsen";148;"Dalfsen";28587;"27-01-2021";"09-02-2021";39;136.4;1;3.5;1;3.5
"Dantumadiel";1891;"Dantumadiel";18922;"27-01-2021";"09-02-2021";100;528.5;1;5.3;0;0
"De Bilt";310;"De Bilt";43137;"27-01-2021";"09-02-2021";152;352.4;2;4.6;0;0
"De Fryske Marren";1940;"De Fryske Marren";51564;"27-01-2021";"09-02-2021";176;341.3;1;1.9;8;15.5
"De Ronde Venen";736;"De Ronde Venen";44456;"27-01-2021";"09-02-2021";114;256.4;2;4.5;0;0
"De Wolden";1690;"De Wolden";24330;"27-01-2021";"09-02-2021";53;217.8;1;4.1;3;12.3
"Delft";503;"Delft";103595;"27-01-2021";"09-02-2021";268;258.7;1;1;2;1.9
"Den Helder";400;"Den Helder";56296;"27-01-2021";"09-02-2021";221;392.6;0;0;2;3.6
"Deurne";762;"Deurne";32471;"27-01-2021";"09-02-2021";149;458.9;3;9.2;0;0
"Deventer";150;"Deventer";100719;"27-01-2021";"09-02-2021";142;141;0;0;1;1
"Diemen";384;"Diemen";30780;"27-01-2021";"09-02-2021";66;214.4;0;0;2;6.5
"Dinkelland";1774;"Dinkelland";26461;"27-01-2021";"09-02-2021";83;313.7;1;3.8;0;0
"Doesburg";221;"Doesburg";11077;"27-01-2021";"09-02-2021";19;171.5;0;0;0;0
"Doetinchem";222;"Doetinchem";58001;"27-01-2021";"09-02-2021";169;291.4;1;1.7;2;3.4
"Dongen";766;"Dongen";26222;"27-01-2021";"09-02-2021";89;339.4;0;0;0;0
"Dordrecht";505;"Dordrecht";119284;"27-01-2021";"09-02-2021";363;304.3;1;0.8;6;5
"Drechterland";498;"Drechterland";19719;"27-01-2021";"09-02-2021";87;441.2;1;5.1;0;0
"Drimmelen";1719;"Drimmelen";27272;"27-01-2021";"09-02-2021";50;183.3;0;0;0;0
"Dronten";303;"Dronten";41555;"27-01-2021";"09-02-2021";69;166;1;2.4;0;0
"Druten";225;"Druten";18926;"27-01-2021";"09-02-2021";132;697.5;0;0;1;5.3
"Duiven";226;"Duiven";25126;"27-01-2021";"09-02-2021";48;191;0;0;0;0
"Echt-Susteren";1711;"Echt-Susteren";31610;"27-01-2021";"09-02-2021";211;667.5;4;12.7;2;6.3
"Edam-Volendam";385;"Edam-Volendam";36197;"27-01-2021";"09-02-2021";229;632.6;3;8.3;2;5.5
"Ede";228;"Ede";117165;"27-01-2021";"09-02-2021";383;326.9;6;5.1;2;1.7
"Eemnes";317;"Eemnes";9247;"27-01-2021";"09-02-2021";28;302.8;1;10.8;0;0
"Eemsdelta";1979;"Eemsdelta";45857;"27-01-2021";"09-02-2021";82;178.8;1;2.2;0;0
"Eersel";770;"Eersel";19313;"27-01-2021";"09-02-2021";70;362.5;1;5.2;0;0
"Eijsden-Margraten";1903;"Eijsden-Margraten";25768;"27-01-2021";"09-02-2021";66;256.1;1;3.9;2;7.8
"Eindhoven";772;"Eindhoven";234394;"27-01-2021";"09-02-2021";908;387.4;11;4.7;17;7.3
"Elburg";230;"Elburg";23161;"27-01-2021";"09-02-2021";38;164.1;0;0;0;0
"Emmen";114;"Emmen";107048;"27-01-2021";"09-02-2021";365;341;3;2.8;4;3.7
"Enkhuizen";388;"Enkhuizen";18591;"27-01-2021";"09-02-2021";55;295.8;0;0;1;5.4
"Enschede";153;"Enschede";159640;"27-01-2021";"09-02-2021";344;215.5;5;3.1;13;8.1
"Epe";232;"Epe";33178;"27-01-2021";"09-02-2021";96;289.3;2;6;0;0
"Ermelo";233;"Ermelo";27008;"27-01-2021";"09-02-2021";66;244.4;0;0;1;3.7
"Etten-Leur";777;"Etten-Leur";43878;"27-01-2021";"09-02-2021";70;159.5;0;0;1;2.3
"Geertruidenberg";779;"Geertruidenberg";21544;"27-01-2021";"09-02-2021";73;338.8;0;0;2;9.3
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";39726;"27-01-2021";"09-02-2021";162;407.8;1;2.5;2;5
"Gemert-Bakel";1652;"Gemert-Bakel";30723;"27-01-2021";"09-02-2021";82;266.9;0;0;0;0
"Gennep";907;"Gennep";16921;"27-01-2021";"09-02-2021";46;271.9;0;0;0;0
"Gilze en Rijen";784;"Gilze en Rijen";26431;"27-01-2021";"09-02-2021";53;200.5;0;0;1;3.8
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50049;"27-01-2021";"09-02-2021";115;229.8;1;2;0;0
"Goes";664;"Goes";38082;"27-01-2021";"09-02-2021";69;181.2;1;2.6;0;0
"Goirle";785;"Goirle";23904;"27-01-2021";"09-02-2021";52;217.5;0;0;2;8.4
"Gooise Meren";1942;"Gooise Meren";58055;"27-01-2021";"09-02-2021";138;237.7;0;0;0;0
"Gorinchem";512;"Gorinchem";37022;"27-01-2021";"09-02-2021";77;208;0;0;1;2.7
"Gouda";513;"Gouda";73427;"27-01-2021";"09-02-2021";198;269.7;16;21.8;7;9.5
"Grave";786;"Grave";12436;"27-01-2021";"09-02-2021";40;321.6;0;0;1;8
"'s-Gravenhage";518;"'s-Gravenhage";545838;"27-01-2021";"09-02-2021";1071;196.2;29;5.3;15;2.7
"Groningen";14;"Groningen";232874;"27-01-2021";"09-02-2021";297;127.5;2;0.9;2;0.9
"Gulpen-Wittem";1729;"Gulpen-Wittem";14171;"27-01-2021";"09-02-2021";57;402.2;0;0;0;0
"Haaksbergen";158;"Haaksbergen";24311;"27-01-2021";"09-02-2021";53;218;1;4.1;1;4.1
"Haarlem";392;"Haarlem";162902;"27-01-2021";"09-02-2021";338;207.5;2;1.2;3;1.8
"Haarlemmermeer";394;"Haarlemmermeer";156002;"27-01-2021";"09-02-2021";323;207;1;0.6;3;1.9
"Halderberge";1655;"Halderberge";30284;"27-01-2021";"09-02-2021";121;399.6;2;6.6;2;6.6
"Hardenberg";160;"Hardenberg";60948;"27-01-2021";"09-02-2021";197;323.2;0;0;1;1.6
"Harderwijk";243;"Harderwijk";48414;"27-01-2021";"09-02-2021";127;262.3;0;0;1;2.1
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18295;"27-01-2021";"09-02-2021";75;409.9;0;0;1;5.5
"Harlingen";72;"Harlingen";15722;"27-01-2021";"09-02-2021";19;120.8;0;0;0;0
"Hattem";244;"Hattem";12209;"27-01-2021";"09-02-2021";17;139.2;0;0;1;8.2
"Heemskerk";396;"Heemskerk";39182;"27-01-2021";"09-02-2021";138;352.2;1;2.6;0;0
"Heemstede";397;"Heemstede";27234;"27-01-2021";"09-02-2021";40;146.9;1;3.7;1;3.7
"Heerde";246;"Heerde";18589;"27-01-2021";"09-02-2021";33;177.5;0;0;0;0
"Heerenveen";74;"Heerenveen";50493;"27-01-2021";"09-02-2021";93;184.2;0;0;3;5.9
"Heerhugowaard";398;"Heerhugowaard";57587;"27-01-2021";"09-02-2021";188;326.5;2;3.5;2;3.5
"Heerlen";917;"Heerlen";87086;"27-01-2021";"09-02-2021";268;307.7;2;2.3;5;5.7
"Heeze-Leende";1658;"Heeze-Leende";16152;"27-01-2021";"09-02-2021";56;346.7;0;0;0;0
"Heiloo";399;"Heiloo";23968;"27-01-2021";"09-02-2021";33;137.7;0;0;1;4.2
"Hellendoorn";163;"Hellendoorn";35916;"27-01-2021";"09-02-2021";190;529;2;5.6;2;5.6
"Hellevoetsluis";530;"Hellevoetsluis";40142;"27-01-2021";"09-02-2021";44;109.6;0;0;0;0
"Helmond";794;"Helmond";92423;"27-01-2021";"09-02-2021";446;482.6;0;0;6;6.5
"Hendrik-Ido-Ambacht";531;"Hendrik-Ido-Ambacht";31202;"27-01-2021";"09-02-2021";82;262.8;0;0;0;0
"Hengelo (O.)";164;"Hengelo (O.)";81140;"27-01-2021";"09-02-2021";182;224.3;0;0;5;6.2
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155111;"27-01-2021";"09-02-2021";534;344.3;3;1.9;7;4.5
