"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Aa en Hunze";1680;"Aa en Hunze";25445;"02-12-2020";"15-12-2020";78;306.5;1;3.9;0;0
"Aalsmeer";358;"Aalsmeer";31859;"02-12-2020";"15-12-2020";141;442.6;2;6.3;1;3.1
"Aalten";197;"Aalten";27121;"02-12-2020";"15-12-2020";87;320.8;0;0;0;0
"Achtkarspelen";59;"Achtkarspelen";27843;"02-12-2020";"15-12-2020";76;273;1;3.6;0;0
"Alblasserdam";482;"Alblasserdam";20165;"02-12-2020";"15-12-2020";103;510.8;0;0;0;0
"Albrandswaard";613;"Albrandswaard";25590;"02-12-2020";"15-12-2020";149;582.3;0;0;1;3.9
"Alkmaar";361;"Alkmaar";109436;"02-12-2020";"15-12-2020";486;444.1;2;1.8;3;2.7
"Almelo";141;"Almelo";73107;"02-12-2020";"15-12-2020";436;596.4;5;6.8;2;2.7
"Almere";34;"Almere";211893;"02-12-2020";"15-12-2020";1414;667.3;8;3.8;1;0.5
"Alphen aan den Rijn";484;"Alphen aan den Rijn";111897;"02-12-2020";"15-12-2020";840;750.7;3;2.7;6;5.4
"Alphen-Chaam";1723;"Alphen-Chaam";10203;"02-12-2020";"15-12-2020";38;372.4;0;0;0;0
"Altena";1959;"Altena";55967;"02-12-2020";"15-12-2020";653;1166.8;5;8.9;4;7.1
"Ameland";60;"Ameland";3716;"02-12-2020";"15-12-2020";18;484.4;0;0;0;0
"Amersfoort";307;"Amersfoort";157276;"02-12-2020";"15-12-2020";1203;764.9;10;6.4;6;3.8
"Amstelveen";362;"Amstelveen";91675;"02-12-2020";"15-12-2020";424;462.5;2;2.2;9;9.8
"Amsterdam";363;"Amsterdam";872757;"02-12-2020";"15-12-2020";4555;521.9;32;3.7;21;2.4
"Apeldoorn";200;"Apeldoorn";163818;"02-12-2020";"15-12-2020";863;526.8;3;1.8;2;1.2
"Appingedam";3;"Appingedam";11642;"02-12-2020";"15-12-2020";89;764.5;1;8.6;0;0
"Arnhem";202;"Arnhem";161348;"02-12-2020";"15-12-2020";972;602.4;2;1.2;10;6.2
"Assen";106;"Assen";68599;"02-12-2020";"15-12-2020";146;212.8;3;4.4;2;2.9
"Asten";743;"Asten";16721;"02-12-2020";"15-12-2020";92;550.2;0;0;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6859;"02-12-2020";"15-12-2020";32;466.5;0;0;0;0
"Baarn";308;"Baarn";24868;"02-12-2020";"15-12-2020";169;679.6;0;0;1;4
"Barendrecht";489;"Barendrecht";48714;"02-12-2020";"15-12-2020";195;400.3;1;2.1;1;2.1
"Barneveld";203;"Barneveld";59082;"02-12-2020";"15-12-2020";688;1164.5;0;0;3;5.1
"Beek";888;"Beek";15865;"02-12-2020";"15-12-2020";129;813.1;0;0;0;0
