"Gemeente";"Inwoners";"Van";"Tot";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Wijdemeren";24494;"16-11-2022";"29-11-2022";14;57,2;0;0;0;0
"Wijk bij Duurstede";23921;"16-11-2022";"29-11-2022";10;41,8;0;0;0;0
"Winterswijk";29185;"16-11-2022";"29-11-2022";16;54,8;3;10,3;0;0
"Woensdrecht";22112;"16-11-2022";"29-11-2022";6;27,1;0;0;0;0
"Woerden";52882;"16-11-2022";"29-11-2022";27;51,1;5;9,5;0;0
"Wormerland";16381;"16-11-2022";"29-11-2022";9;54,9;0;0;0;0
"Woudenberg";13873;"16-11-2022";"29-11-2022";6;43,2;1;7,2;0;0
"Zaanstad";157166;"16-11-2022";"29-11-2022";91;57,9;6;3,8;0;0
"Zaltbommel";29957;"16-11-2022";"29-11-2022";9;30;2;6,7;0;0
"Zandvoort";17107;"16-11-2022";"29-11-2022";6;35,1;0;0;0;0
"Zeewolde";23348;"16-11-2022";"29-11-2022";17;72,8;2;8,6;0;0
"Zeist";65987;"16-11-2022";"29-11-2022";61;92,4;3;4,5;1;1,5
"Zevenaar";44645;"16-11-2022";"29-11-2022";18;40,3;0;0;0;0
"Zoetermeer";125767;"16-11-2022";"29-11-2022";63;50,1;9;7,2;0;0
"Zoeterwoude";9302;"16-11-2022";"29-11-2022";2;21,5;0;0;0;0
"Zuidplas";45794;"16-11-2022";"29-11-2022";40;87,3;2;4,4;0;0
"Zundert";22260;"16-11-2022";"29-11-2022";7;31,4;2;9;0;0
"Zutphen";48330;"16-11-2022";"29-11-2022";18;37,2;2;4,1;0;0
"Zwartewaterland";23012;"16-11-2022";"29-11-2022";28;121,7;2;8,7;0;0
"Zwijndrecht";44789;"16-11-2022";"29-11-2022";19;42,4;0;0;0;0
"Zwolle";130668;"16-11-2022";"29-11-2022";87;66,6;4;3,1;0;0
