"Gemeente";"Gemnr";"Gemeente";"Bev";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage";518;"'s-Gravenhage";548320;"06-10-2021";"19-10-2021";1219;222.3;14;2.6;1;0.2
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155490;"06-10-2021";"19-10-2021";256;164.6;1;0.6;0;0
"Aa en Hunze";1680;"Aa en Hunze";25399;"06-10-2021";"19-10-2021";48;189;1;3.9;1;3.9
"Aalsmeer";358;"Aalsmeer";31991;"06-10-2021";"19-10-2021";96;300.1;0;0;0;0
"Aalten";197;"Aalten";27120;"06-10-2021";"19-10-2021";14;51.6;0;0;0;0
"Achtkarspelen";59;"Achtkarspelen";27900;"06-10-2021";"19-10-2021";135;483.9;0;0;0;0
"Alblasserdam";482;"Alblasserdam";20136;"06-10-2021";"19-10-2021";145;720.1;0;0;0;0
"Albrandswaard";613;"Albrandswaard";25814;"06-10-2021";"19-10-2021";53;205.3;0;0;0;0
"Alkmaar";361;"Alkmaar";109896;"06-10-2021";"19-10-2021";94;85.5;1;0.9;0;0
"Almelo";141;"Almelo";73132;"06-10-2021";"19-10-2021";101;138.1;2;2.7;0;0
"Almere";34;"Almere";214715;"06-10-2021";"19-10-2021";505;235.2;5;2.3;3;1.4
"Alphen aan den Rijn";484;"Alphen aan den Rijn";112587;"06-10-2021";"19-10-2021";373;331.3;1;0.9;0;0
"Alphen-Chaam";1723;"Alphen-Chaam";10373;"06-10-2021";"19-10-2021";15;144.6;0;0;0;0
"Altena";1959;"Altena";56352;"06-10-2021";"19-10-2021";274;486.2;0;0;0;0
"Ameland";60;"Ameland";3746;"06-10-2021";"19-10-2021";3;80.1;0;0;0;0
"Amersfoort";307;"Amersfoort";157462;"06-10-2021";"19-10-2021";384;243.9;1;0.6;0;0
"Amstelveen";362;"Amstelveen";90829;"06-10-2021";"19-10-2021";163;179.5;0;0;0;0
"Amsterdam";363;"Amsterdam";873338;"06-10-2021";"19-10-2021";1664;190.5;11;1.3;7;0.8
"Apeldoorn";200;"Apeldoorn";164781;"06-10-2021";"19-10-2021";626;379.9;0;0;1;0.6
"Arnhem";202;"Arnhem";162424;"06-10-2021";"19-10-2021";352;216.7;2;1.2;0;0
"Assen";106;"Assen";68836;"06-10-2021";"19-10-2021";58;84.3;0;0;0;0
"Asten";743;"Asten";16817;"06-10-2021";"19-10-2021";14;83.2;0;0;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6899;"06-10-2021";"19-10-2021";4;58;0;0;0;0
"Baarn";308;"Baarn";24792;"06-10-2021";"19-10-2021";39;157.3;0;0;0;0
"Barendrecht";489;"Barendrecht";48643;"06-10-2021";"19-10-2021";124;254.9;1;2.1;0;0
"Barneveld";203;"Barneveld";59992;"06-10-2021";"19-10-2021";416;693.4;0;0;1;1.7
"Beek";888;"Beek";15875;"06-10-2021";"19-10-2021";17;107.1;1;6.3;0;0
"Beekdaelen";1954;"Beekdaelen";36065;"06-10-2021";"19-10-2021";135;374.3;0;0;0;0
"Beemster";370;"Beemster";10110;"06-10-2021";"19-10-2021";4;39.6;0;0;0;0
"Beesel";889;"Beesel";13450;"06-10-2021";"19-10-2021";50;371.7;0;0;0;0
"Berg en Dal";1945;"Berg en Dal";35010;"06-10-2021";"19-10-2021";27;77.1;0;0;0;0
"Bergeijk";1724;"Bergeijk";18754;"06-10-2021";"19-10-2021";23;122.6;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13108;"06-10-2021";"19-10-2021";23;175.5;0;0;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29715;"06-10-2021";"19-10-2021";27;90.9;0;0;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67514;"06-10-2021";"19-10-2021";96;142.2;0;0;0;0
"Berkelland";1859;"Berkelland";43846;"06-10-2021";"19-10-2021";79;180.2;0;0;0;0
"Bernheze";1721;"Bernheze";31455;"06-10-2021";"19-10-2021";52;165.3;0;0;0;0
"Best";753;"Best";30216;"06-10-2021";"19-10-2021";48;158.9;0;0;0;0
"Beuningen";209;"Beuningen";26157;"06-10-2021";"19-10-2021";59;225.6;0;0;0;0
"Beverwijk";375;"Beverwijk";41863;"06-10-2021";"19-10-2021";58;138.5;0;0;0;0
"Bladel";1728;"Bladel";20529;"06-10-2021";"19-10-2021";49;238.7;0;0;0;0
"Blaricum";376;"Blaricum";11954;"06-10-2021";"19-10-2021";15;125.5;0;0;0;0
"Bloemendaal";377;"Bloemendaal";23478;"06-10-2021";"19-10-2021";31;132;0;0;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";35278;"06-10-2021";"19-10-2021";165;467.7;1;2.8;0;0
"Boekel";755;"Boekel";10959;"06-10-2021";"19-10-2021";15;136.9;0;0;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25598;"06-10-2021";"19-10-2021";83;324.2;0;0;0;0
"Borne";147;"Borne";23668;"06-10-2021";"19-10-2021";36;152.1;1;4.2;0;0
"Borsele";654;"Borsele";22818;"06-10-2021";"19-10-2021";76;333.1;0;0;0;0
