"Gemeente";"Inwoners";"Van";"Tot";"Zkh opname";"Zkh opname per 100.000";"Aantal x100 miljard"
"Bergen (L.)";13106;"2023-06-12";"2023-06-18";0;0;1,48
"Bergen (NH.)";29723;"2023-06-12";"2023-06-18";0;0;33,65
"Bergen op Zoom";67894;"2023-06-12";"2023-06-18";0;0;26,99
"Berkelland";43850;"2023-06-12";"2023-06-18";0;0;43,77
"Bernheze";31715;"2023-06-12";"2023-06-18";0;0;96,13
"Best";30608;"2023-06-12";"2023-06-18";0;0;29,2
"Beuningen";26235;"2023-06-12";"2023-06-18";2;7,6;29,59
"Beverwijk";42084;"2023-06-12";"2023-06-18";0;0;22,28
"Bladel";20718;"2023-06-12";"2023-06-18";0;0;115,24
"Blaricum";12359;"2023-06-12";"2023-06-18";0;0;
"Bloemendaal";23732;"2023-06-12";"2023-06-18";0;0;78,38
"Bodegraven-Reeuwijk";35752;"2023-06-12";"2023-06-18";1;2,8;29,17
"Boekel";11030;"2023-06-12";"2023-06-18";0;0;34,56
"Borger-Odoorn";25681;"2023-06-12";"2023-06-18";0;0;28,46
"Borne";24007;"2023-06-12";"2023-06-18";0;0;85,01
"Borsele";22847;"2023-06-12";"2023-06-18";0;0;16,39
"Boxtel";33129;"2023-06-12";"2023-06-18";0;0;18,16
"Breda";184702;"2023-06-12";"2023-06-18";0;0;101,95
"Bronckhorst";36077;"2023-06-12";"2023-06-18";1;2,8;31,78
"Brummen";20890;"2023-06-12";"2023-06-18";1;4,8;45,77
"Brunssum";27674;"2023-06-12";"2023-06-18";0;0;35,54
"Bunnik";15590;"2023-06-12";"2023-06-18";0;0;17,26
"Bunschoten";22325;"2023-06-12";"2023-06-18";0;0;122,25
"Buren";27155;"2023-06-12";"2023-06-18";0;0;71,55
"Capelle aan den IJssel";67188;"2023-06-12";"2023-06-18";0;0;324,3
"Castricum";36263;"2023-06-12";"2023-06-18";0;0;69,01
"Coevorden";35517;"2023-06-12";"2023-06-18";0;0;10,16
"Cranendonck";20669;"2023-06-12";"2023-06-18";0;0;13,75
"Culemborg";29397;"2023-06-12";"2023-06-18";0;0;
"Dalfsen";29162;"2023-06-12";"2023-06-18";0;0;35,49
"Dantumadiel";18957;"2023-06-12";"2023-06-18";0;0;27
"De Bilt";43508;"2023-06-12";"2023-06-18";0;0;19,64
"De Fryske Marren";51597;"2023-06-12";"2023-06-18";1;1,9;34,01
"De Ronde Venen";44955;"2023-06-12";"2023-06-18";0;0;204,23
"De Wolden";24511;"2023-06-12";"2023-06-18";1;4,1;30,54
"Delft";104572;"2023-06-12";"2023-06-18";0;0;111,88
"Den Helder";56334;"2023-06-12";"2023-06-18";1;1,8;84,73
"Deurne";32606;"2023-06-12";"2023-06-18";0;0;19,69
"Deventer";101446;"2023-06-12";"2023-06-18";1;1;95,62
"Diemen";31822;"2023-06-12";"2023-06-18";0;0;364,38
"Dijk en Waard";87695;"2023-06-12";"2023-06-18";0;0;43,52
"Dinkelland";26594;"2023-06-12";"2023-06-18";0;0;259,19
"Doesburg";11036;"2023-06-12";"2023-06-18";0;0;28,92
"Doetinchem";58546;"2023-06-12";"2023-06-18";0;0;101,36
"Dongen";26483;"2023-06-12";"2023-06-18";0;0;29,58
"Dordrecht";119537;"2023-06-12";"2023-06-18";0;0;62,51
"Drechterland";19983;"2023-06-12";"2023-06-18";1;5;33,17
"Drimmelen";27476;"2023-06-12";"2023-06-18";0;0;69,55
"Dronten";42865;"2023-06-12";"2023-06-18";0;0;65,71
"Druten";19178;"2023-06-12";"2023-06-18";0;0;22,45
"Duiven";24946;"2023-06-12";"2023-06-18";0;0;7,69
"Echt-Susteren";31731;"2023-06-12";"2023-06-18";0;0;33,15
"Edam-Volendam";36471;"2023-06-12";"2023-06-18";0;0;154,07
"Ede";119986;"2023-06-12";"2023-06-18";0;0;62,87
"Eemnes";9450;"2023-06-12";"2023-06-18";0;0;
"Eemsdelta";45389;"2023-06-12";"2023-06-18";0;0;17,4
"Eersel";19823;"2023-06-12";"2023-06-18";0;0;48,06
"Eijsden-Margraten";25857;"2023-06-12";"2023-06-18";0;0;19,42
"Eindhoven";238326;"2023-06-12";"2023-06-18";0;0;39,95
"Elburg";23740;"2023-06-12";"2023-06-18";0;0;120,46
"Emmen";107856;"2023-06-12";"2023-06-18";0;0;44,73
"Enkhuizen";18620;"2023-06-12";"2023-06-18";0;0;33,17
"Enschede";160640;"2023-06-12";"2023-06-18";1;0,6;24,33
"Epe";33257;"2023-06-12";"2023-06-18";1;3;127,03
"Ermelo";27258;"2023-06-12";"2023-06-18";0;0;205,35
"Etten-Leur";44152;"2023-06-12";"2023-06-18";0;0;100,9
"Geertruidenberg";21944;"2023-06-12";"2023-06-18";0;0;63,76
"Geldrop-Mierlo";40131;"2023-06-12";"2023-06-18";0;0;39,93
"Gemert-Bakel";31040;"2023-06-12";"2023-06-18";0;0;22,17
"Gennep";17237;"2023-06-12";"2023-06-18";0;0;0
"Gilze en Rijen";26557;"2023-06-12";"2023-06-18";0;0;30,54
"Goeree-Overflakkee";51051;"2023-06-12";"2023-06-18";0;0;62,27
"Goes";38950;"2023-06-12";"2023-06-18";1;2,6;16,39
"Goirle";23979;"2023-06-12";"2023-06-18";0;0;41,09
"Gooise Meren";58846;"2023-06-12";"2023-06-18";0;0;119,72
"Gorinchem";37632;"2023-06-12";"2023-06-18";0;0;54,06
"Gouda";74095;"2023-06-12";"2023-06-18";0;0;90,44
"Groningen";234950;"2023-06-12";"2023-06-18";1;0,4;48,19
"Gulpen-Wittem";14178;"2023-06-12";"2023-06-18";0;0;37,17
"Haaksbergen";24268;"2023-06-12";"2023-06-18";0;0;14,06
"Haarlem";162898;"2023-06-12";"2023-06-18";0;0;77,99
"Haarlemmermeer";159336;"2023-06-12";"2023-06-18";0;0;101,6
"Halderberge";30770;"2023-06-12";"2023-06-18";1;3,2;31,32
"Hardenberg";61798;"2023-06-12";"2023-06-18";0;0;15,17
"Harderwijk";48857;"2023-06-12";"2023-06-18";0;0;205,29
"Hardinxveld-Giessendam";18511;"2023-06-12";"2023-06-18";0;0;61,6
"Harlingen";15904;"2023-06-12";"2023-06-18";0;0;96,84
"Hattem";12307;"2023-06-12";"2023-06-18";0;0;63,77
"Heemskerk";39189;"2023-06-12";"2023-06-18";0;0;22,28
"Heemstede";27557;"2023-06-12";"2023-06-18";0;0;
"Heerde";18976;"2023-06-12";"2023-06-18";0;0;35,83
"Heerenveen";51119;"2023-06-12";"2023-06-18";0;0;10,24
"Heerlen";86845;"2023-06-12";"2023-06-18";1;1,2;42,77
"Heeze-Leende";16470;"2023-06-12";"2023-06-18";0;0;39,88
"Heiloo";24417;"2023-06-12";"2023-06-18";0;0;155,12
"Hellendoorn";35940;"2023-06-12";"2023-06-18";0;0;9,11
"Helmond";93476;"2023-06-12";"2023-06-18";0;0;22,15
"Hendrik-Ido-Ambacht";31663;"2023-06-12";"2023-06-18";0;0;35,07
"Hengelo";81476;"2023-06-12";"2023-06-18";0;0;85,01
"Het Hogeland";48022;"2023-06-12";"2023-06-18";0;0;23,37
"Heumen";17175;"2023-06-12";"2023-06-18";0;0;23,88
"Heusden";45557;"2023-06-12";"2023-06-18";0;0;43,71
"Hillegom";22312;"2023-06-12";"2023-06-18";0;0;29,93
"Hilvarenbeek";15810;"2023-06-12";"2023-06-18";0;0;42,91
"Hilversum";91733;"2023-06-12";"2023-06-18";0;0;69,75
"Hoeksche Waard";88715;"2023-06-12";"2023-06-18";0;0;59,08
"Hof van Twente";35056;"2023-06-12";"2023-06-18";0;0;41,65
"Hollands Kroon";48778;"2023-06-12";"2023-06-18";0;0;67,83
"Hoogeveen";55857;"2023-06-12";"2023-06-18";0;0;30,46
"Hoorn";74298;"2023-06-12";"2023-06-18";0;0;33,17
"Horst aan de Maas";43039;"2023-06-12";"2023-06-18";0;0;12,49
"Houten";50323;"2023-06-12";"2023-06-18";0;0;18,16
"Huizen";40938;"2023-06-12";"2023-06-18";0;0;77,2
"Hulst";27533;"2023-06-12";"2023-06-18";0;0;28,16
"IJsselstein";33429;"2023-06-12";"2023-06-18";0;0;73,14
"Kaag en Braassem";27895;"2023-06-12";"2023-06-18";0;0;46,75
"Kampen";54791;"2023-06-12";"2023-06-18";0;0;48,1
"Kapelle";13020;"2023-06-12";"2023-06-18";0;0;16,39
"Katwijk";66032;"2023-06-12";"2023-06-18";0;0;126,89
"Kerkrade";45324;"2023-06-12";"2023-06-18";0;0;33,52
"Koggenland";23048;"2023-06-12";"2023-06-18";0;0;20,15
"Krimpen aan den IJssel";29415;"2023-06-12";"2023-06-18";0;0;40,33
"Krimpenerwaard";57062;"2023-06-12";"2023-06-18";0;0;46,32
"Laarbeek";22943;"2023-06-12";"2023-06-18";0;0;22,15
"Land van Cuijk";90707;"2023-06-12";"2023-06-18";0;0;39,91
"Landgraaf";37023;"2023-06-12";"2023-06-18";0;0;26,39
"Landsmeer";11560;"2023-06-12";"2023-06-18";0;0;143,03
"Lansingerland";64110;"2023-06-12";"2023-06-18";0;0;166,95
"Laren";11528;"2023-06-12";"2023-06-18";0;0;
"Leeuwarden";125504;"2023-06-12";"2023-06-18";0;0;157,34
"Leiden";125074;"2023-06-12";"2023-06-18";0;0;36,65
"Leiderdorp";27464;"2023-06-12";"2023-06-18";0;0;55,81
"Leidschendam-Voorburg";76659;"2023-06-12";"2023-06-18";0;0;108,77
"Lelystad";81214;"2023-06-12";"2023-06-18";0;0;103,1
"Leudal";35928;"2023-06-12";"2023-06-18";0;0;1,48
"Leusden";30713;"2023-06-12";"2023-06-18";0;0;122,04
"Lingewaard";46963;"2023-06-12";"2023-06-18";0;0;54,49
"Lisse";23015;"2023-06-12";"2023-06-18";0;0;10,94
"Lochem";34069;"2023-06-12";"2023-06-18";0;0;29,89
"Loon op Zand";23768;"2023-06-12";"2023-06-18";0;0;2,61
"Lopik";14512;"2023-06-12";"2023-06-18";0;0;24,4
"Losser";23084;"2023-06-12";"2023-06-18";0;0;31,43
"Maasdriel";25504;"2023-06-12";"2023-06-18";0;0;19,12
"Maasgouw";24028;"2023-06-12";"2023-06-18";0;0;3,59
"Maashorst";58362;"2023-06-12";"2023-06-18";0;0;31,16
"Maassluis";34148;"2023-06-12";"2023-06-18";0;0;54,05
"Maastricht";121151;"2023-06-12";"2023-06-18";0;0;39,62
"Medemblik";45464;"2023-06-12";"2023-06-18";0;0;33,14
"Meerssen";18581;"2023-06-12";"2023-06-18";0;0;64,69
"Meierijstad";82613;"2023-06-12";"2023-06-18";0;0;33,27
"Meppel";34761;"2023-06-12";"2023-06-18";1;2,9;28,82
"Middelburg";49199;"2023-06-12";"2023-06-18";0;0;35,13
"Midden-Delfland";19484;"2023-06-12";"2023-06-18";0;0;92,17
"Midden-Drenthe";33689;"2023-06-12";"2023-06-18";0;0;72,47
"Midden-Groningen";60898;"2023-06-12";"2023-06-18";0;0;18,68
"Moerdijk";37313;"2023-06-12";"2023-06-18";0;0;34,66
"Molenlanden";44644;"2023-06-12";"2023-06-18";0;0;38,26
"Montferland";36359;"2023-06-12";"2023-06-18";0;0;62,36
"Montfoort";13818;"2023-06-12";"2023-06-18";0;0;47,01
"Mook en Middelaar";7989;"2023-06-12";"2023-06-18";0;0;0
"Neder-Betuwe";25032;"2023-06-12";"2023-06-18";0;0;92,21
"Nederweert";17323;"2023-06-12";"2023-06-18";0;0;35,02
"Nieuwegein";64554;"2023-06-12";"2023-06-18";0;0;73,11
"Nieuwkoop";29304;"2023-06-12";"2023-06-18";0;0;33,18
"Nijkerk";44311;"2023-06-12";"2023-06-18";1;2,3;88,83
"Nijmegen";179100;"2023-06-12";"2023-06-18";0;0;29,61
"Nissewaard";86332;"2023-06-12";"2023-06-18";1;1,2;26,25
"Noardeast-Fryslân";45593;"2023-06-12";"2023-06-18";0;0;12,01
"Noord-Beveland";7668;"2023-06-12";"2023-06-18";0;0;43,26
"Noordenveld";31238;"2023-06-12";"2023-06-18";0;0;43,3
"Noordoostpolder";48048;"2023-06-12";"2023-06-18";1;2,1;69,95
"Noordwijk";44365;"2023-06-12";"2023-06-18";0;0;145,57
"Nuenen, Gerwen en Nederwetten";23826;"2023-06-12";"2023-06-18";0;0;39,95
"Nunspeet";28223;"2023-06-12";"2023-06-18";0;0;120,54
"Oegstgeest";25499;"2023-06-12";"2023-06-18";0;0;119,44
"Oirschot";19061;"2023-06-12";"2023-06-18";0;0;33,16
"Oisterwijk";32503;"2023-06-12";"2023-06-18";0;0;18,31
"Oldambt";38521;"2023-06-12";"2023-06-18";0;0;49,79
"Oldebroek";23930;"2023-06-12";"2023-06-18";0;0;63,85
"Oldenzaal";31741;"2023-06-12";"2023-06-18";0;0;30,08
"Olst-Wijhe";18496;"2023-06-12";"2023-06-18";0;0;23,97
"Ommen";18457;"2023-06-12";"2023-06-18";0;0;46,15
"Oost Gelre";29603;"2023-06-12";"2023-06-18";0;0;23,05
"Oosterhout";56535;"2023-06-12";"2023-06-18";0;0;66,04
"Ooststellingwerf";25680;"2023-06-12";"2023-06-18";0;0;139,15
"Oostzaan";9639;"2023-06-12";"2023-06-18";0;0;364,68
"Opmeer";12074;"2023-06-12";"2023-06-18";0;0;20,38
"Opsterland";29791;"2023-06-12";"2023-06-18";1;3,4;45,79
"Oss";93307;"2023-06-12";"2023-06-18";0;0;2,99
"Oude IJsselstreek";39387;"2023-06-12";"2023-06-18";0;0;96,52
"Ouder-Amstel";14212;"2023-06-12";"2023-06-18";0;0;254,91
"Oudewater";10159;"2023-06-12";"2023-06-18";0;0;6,6
"Overbetuwe";48266;"2023-06-12";"2023-06-18";1;2,1;61,37
"Papendrecht";32208;"2023-06-12";"2023-06-18";0;0;38,47
"Peel en Maas";44278;"2023-06-12";"2023-06-18";0;0;11,84
"Pekela";12196;"2023-06-12";"2023-06-18";0;0;115,61
"Pijnacker-Nootdorp";56572;"2023-06-12";"2023-06-18";0;0;111,88
"Purmerend";92240;"2023-06-12";"2023-06-18";0;0;96,19
"Putten";24598;"2023-06-12";"2023-06-18";0;0;204,24
"Raalte";38140;"2023-06-12";"2023-06-18";0;0;24,51
"Reimerswaal";22920;"2023-06-12";"2023-06-18";0;0;15,45
"Renkum";31358;"2023-06-12";"2023-06-18";0;0;29,99
"Renswoude";5651;"2023-06-12";"2023-06-18";0;0;
"Reusel-De Mierden";13271;"2023-06-12";"2023-06-18";0;0;115,24
"Rheden";43435;"2023-06-12";"2023-06-18";0;0;20,03
"Rhenen";20265;"2023-06-12";"2023-06-18";0;0;39,93
"Ridderkerk";47099;"2023-06-12";"2023-06-18";0;0;46,18
"Rijssen-Holten";38231;"2023-06-12";"2023-06-18";0;0;10,62
"Rijswijk";56941;"2023-06-12";"2023-06-18";0;0;111,88
"Roerdalen";20558;"2023-06-12";"2023-06-18";0;0;0
"Roermond";59184;"2023-06-12";"2023-06-18";0;0;0
"Roosendaal";77244;"2023-06-12";"2023-06-18";0;0;31,32
"Rotterdam";655468;"2023-06-12";"2023-06-18";2;0,3;170,33
"Rozendaal";1756;"2023-06-12";"2023-06-18";0;0;7,69
"Rucphen";23326;"2023-06-12";"2023-06-18";0;0;31,56
"Schagen";46833;"2023-06-12";"2023-06-18";0;0;125,45
"Scherpenzeel";10317;"2023-06-12";"2023-06-18";0;0;29,86
"Schiedam";79644;"2023-06-12";"2023-06-18";2;2,5;54,06
"Schiermonnikoog";944;"2023-06-12";"2023-06-18";0;0;
"Schouwen-Duiveland";34152;"2023-06-12";"2023-06-18";0;0;22,24
"Simpelveld";10425;"2023-06-12";"2023-06-18";0;0;5,9
"Sint-Michielsgestel";29731;"2023-06-12";"2023-06-18";0;0;125,12
"Sittard-Geleen";91719;"2023-06-12";"2023-06-18";0;0;35,98
"Sliedrecht";25897;"2023-06-12";"2023-06-18";0;0;16,26
"Sluis";23141;"2023-06-12";"2023-06-18";0;0;66,49
"Smallingerland";55895;"2023-06-12";"2023-06-18";0;0;31,23
"Soest";47113;"2023-06-12";"2023-06-18";0;0;51,2
"Someren";19701;"2023-06-12";"2023-06-18";1;5,1;12,28
"Son en Breugel";17775;"2023-06-12";"2023-06-18";0;0;39,46
"Stadskanaal";31851;"2023-06-12";"2023-06-18";0;0;15,57
"Staphorst";17282;"2023-06-12";"2023-06-18";0;0;29,02
"Stede Broec";21947;"2023-06-12";"2023-06-18";0;0;33,17
"Steenbergen";24333;"2023-06-12";"2023-06-18";1;4,1;25,27
"Steenwijkerland";44741;"2023-06-12";"2023-06-18";0;0;4,76
"Stein";24803;"2023-06-12";"2023-06-18";0;0;11,11
"Stichtse Vecht";65240;"2023-06-12";"2023-06-18";0;0;38,94
"Súdwest-Fryslân";90300;"2023-06-12";"2023-06-18";0;0;32,94
"Terneuzen";54501;"2023-06-12";"2023-06-18";0;0;40,26
"Terschelling";4960;"2023-06-12";"2023-06-18";0;0;1011,3
"Texel";13687;"2023-06-12";"2023-06-18";0;0;127,67
"Teylingen";37942;"2023-06-12";"2023-06-18";0;0;128,91
"Tholen";26401;"2023-06-12";"2023-06-18";0;0;15,32
"Tiel";42277;"2023-06-12";"2023-06-18";0;0;80,79
"Tilburg";224459;"2023-06-12";"2023-06-18";0;0;19,52
"Tubbergen";21364;"2023-06-12";"2023-06-18";0;0;7,62
"Twenterand";33718;"2023-06-12";"2023-06-18";0;0;0,19
"Tynaarlo";34221;"2023-06-12";"2023-06-18";1;2,9;43,94
"Tytsjerksteradiel";32282;"2023-06-12";"2023-06-18";0;0;13,76
"Uitgeest";13563;"2023-06-12";"2023-06-18";0;0;22,28
"Uithoorn";31018;"2023-06-12";"2023-06-18";0;0;65,46
"Urk";21468;"2023-06-12";"2023-06-18";0;0;69,95
"Utrecht";361699;"2023-06-12";"2023-06-18";1;0,3;49,62
"Utrechtse Heuvelrug";49981;"2023-06-12";"2023-06-18";1;2;36,67
"Vaals";10135;"2023-06-12";"2023-06-18";0;0;36,73
"Valkenburg aan de Geul";16167;"2023-06-12";"2023-06-18";0;0;64,04
"Valkenswaard";31236;"2023-06-12";"2023-06-18";0;0;39,95
"Veendam";27466;"2023-06-12";"2023-06-18";0;0;28,01
"Veenendaal";67671;"2023-06-12";"2023-06-18";0;0;
"Veere";21850;"2023-06-12";"2023-06-18";0;0;35,13
"Veldhoven";45822;"2023-06-12";"2023-06-18";0;0;39,95
"Velsen";68482;"2023-06-12";"2023-06-18";0;0;0
"Venlo";102136;"2023-06-12";"2023-06-18";0;0;13,75
"Venray";43964;"2023-06-12";"2023-06-18";0;0;5,19
"Vijfheerenlanden";58788;"2023-06-12";"2023-06-18";0;0;21,46
"Vlaardingen";74143;"2023-06-12";"2023-06-18";1;1,3;54,05
"Vlieland";1195;"2023-06-12";"2023-06-18";0;0;614,48
"Vlissingen";44585;"2023-06-12";"2023-06-18";0;0;35,13
"Voerendaal";12426;"2023-06-12";"2023-06-18";0;0;44,94
"Voorne aan Zee";73238;"2023-06-12";"2023-06-18";0;0;37,9
"Voorschoten";25627;"2023-06-12";"2023-06-18";0;0;15,05
"Voorst";24994;"2023-06-12";"2023-06-18";0;0;18,7
"Vught";31783;"2023-06-12";"2023-06-18";0;0;39,81
"Waadhoeke";46309;"2023-06-12";"2023-06-18";0;0;39,58
"Waalre";17626;"2023-06-12";"2023-06-18";0;0;39,95
"Waalwijk";49342;"2023-06-12";"2023-06-18";0;0;11,84
"Waddinxveen";31342;"2023-06-12";"2023-06-18";0;0;35,1
"Wageningen";39939;"2023-06-12";"2023-06-18";0;0;30,53
"Wassenaar";27115;"2023-06-12";"2023-06-18";0;0;111,88
"Waterland";17343;"2023-06-12";"2023-06-18";0;0;96,19
"Weert";50346;"2023-06-12";"2023-06-18";0;0;37,68
"West Betuwe";51971;"2023-06-12";"2023-06-18";0;0;82,58
"West Maas en Waal";19675;"2023-06-12";"2023-06-18";1;5,1;25,69
"Westerkwartier";64306;"2023-06-12";"2023-06-18";0;0;92,2
"Westerveld";19854;"2023-06-12";"2023-06-18";0;0;555,96
"Westervoort";14944;"2023-06-12";"2023-06-18";0;0;7,69
"Westerwolde";26571;"2023-06-12";"2023-06-18";0;0;34,67
"Westland";112448;"2023-06-12";"2023-06-18";1;0,9;57,62
"Weststellingwerf";26278;"2023-06-12";"2023-06-18";0;0;20,29
"Wierden";24643;"2023-06-12";"2023-06-18";0;0;3,21
"Wijchen";41344;"2023-06-12";"2023-06-18";1;2,4;28,2
"Wijdemeren";24494;"2023-06-12";"2023-06-18";0;0;130,36
"Wijk bij Duurstede";23921;"2023-06-12";"2023-06-18";0;0;17,09
"Winterswijk";29185;"2023-06-12";"2023-06-18";0;0;13,84
"Woensdrecht";22112;"2023-06-12";"2023-06-18";0;0;34,09
"Woerden";52882;"2023-06-12";"2023-06-18";0;0;70,57
"Wormerland";16381;"2023-06-12";"2023-06-18";0;0;31,53
"Woudenberg";13873;"2023-06-12";"2023-06-18";0;0;29,86
"Zaanstad";157166;"2023-06-12";"2023-06-18";0;0;22,28
"Zaltbommel";29957;"2023-06-12";"2023-06-18";0;0;19,08
"Zandvoort";17107;"2023-06-12";"2023-06-18";0;0;100,69
"Zeewolde";23348;"2023-06-12";"2023-06-18";0;0;86,78
"Zeist";65987;"2023-06-12";"2023-06-18";1;1,5;63,41
"Zevenaar";44645;"2023-06-12";"2023-06-18";0;0;8,33
"Zoetermeer";125767;"2023-06-12";"2023-06-18";0;0;111,88
"Zoeterwoude";9302;"2023-06-12";"2023-06-18";0;0;15,92
"Zuidplas";45794;"2023-06-12";"2023-06-18";1;2,2;67,7
"Zundert";22260;"2023-06-12";"2023-06-18";1;4,5;101,74
"Zutphen";48330;"2023-06-12";"2023-06-18";0;0;30,28
"Zwartewaterland";23012;"2023-06-12";"2023-06-18";0;0;8,98
"Zwijndrecht";44789;"2023-06-12";"2023-06-18";0;0;35,08
"Zwolle";130668;"2023-06-12";"2023-06-18";0;0;62,48
